"objectid","addr_guid","rfidtag","containersize","cartlifts","res_vs_comm","yn_longterm_vacant","address","zipcode","neighborhood","oesstucttype","oesclassification","land_use_desc","route_day","latitude","longitude","date"
"9328661",,"121710044943009610078796","96 GALLON RECYCLE","0","RES","N","151 IVANHOE AV","45233","SAYLER PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U7-GOLD","39.1117324","-84.68891252","2018-01-01T00:00:00.000"
"9427644",,"121910194327009610080799","96 GALLON RECYCLE","3","RES","N","3541 MADISON PARK AV","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U8-GREEN","39.15825412","-84.41943314","2017-12-01T00:00:00.000"
"9491476",,"011611195237009611084914","96 GALLON RECYCLE","3","RES","N","3100 RUTH AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U4-GREEN","39.13950264","-84.60806772","2017-12-01T00:00:00.000"
"9442820",,,,"0","COMM","N","2607 EUCLID AV","45219","CORRYVILLE","B","COMMERCIAL","OFFICE","MON-U4-GOLD","39.12940365","-84.50807606","2017-12-01T00:00:00.000"
"9451643",,"083110175817009610038673","96 GALLON RECYCLE","2","RES","N","776N FRED SHUTTLESWORTH CIR","45229","AVONDALE","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","TUE-U11-GREEN",,,"2017-12-01T00:00:00.000"
"9405687",,,,"0","COMM","N","2136 SALVADOR ST","45230","MT. WASHINGTON","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","WED-U13-GREEN","39.0937195","-84.38567652","2017-12-01T00:00:00.000"
"9396696",,,,"0","COMM","N","1601 WEST FORK RD","45223","MT. AIRY","B","COMMERCIAL","PUBLIC SERVICE","THU-U13-GOLD","39.16397631","-84.55489983","2018-01-01T00:00:00.000"
"9398006",,"121910084935009610080421","96 GALLON RECYCLE","0","RES","N","2531 WESTWOOD NORTHERN BLVD","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U6-GREEN",,,"2018-01-01T00:00:00.000"
"9501507",,"0000669","9 GALLON RECYCLE","0","RES","N","2338 BALTIMORE AV","45225","MILLVALE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U6-GREEN","39.151281","-84.56154873","2017-12-01T00:00:00.000"
"9272207",,"100210011517009610010741","96 GALLON RECYCLE","0","RES","N","6151 BENNEVILLE ST","45230","MT. WASHINGTON","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U18-GREEN","39.0876398","-84.38785163","2018-01-01T00:00:00.000"
"9437216",,"090610104927006410006707","64 GALLON RECYCLE","0","RES","N","1312 SPRING ST","45202","PENDLETON","THREE FAM","RESIDENTIAL","RESIDENTIAL - THREE FAMILY","MON-U9-GOLD","39.11088621","-84.50775709","2017-12-01T00:00:00.000"
"9276657",,"112810074924009610066478","96 GALLON RECYCLE","0","RES","N","3798 BROADVIEW DR","45208","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U11-GREEN","39.15223699","-84.41187247","2018-01-01T00:00:00.000"
"9300843",,"011611100918009611084547","96 GALLON RECYCLE","3","COMM","N","1501 ELIZABETH PL","45237","BOND HILL","B","COMMERCIAL","EDUCATIONAL","TUE-U5-GOLD","39.1772195","-84.47173465","2018-01-01T00:00:00.000"
"9380848",,,,"0","COMM","N","5106 SPRING GROVE AV","45232","SPRING GROVE VILLAGE","LTU","COMMERCIAL","VACANT","THU-U1-GOLD","39.17128997","-84.50635359","2018-01-01T00:00:00.000"
"9444068",,,,"0","COMM","Y","57E MCMICKEN AV","45202","OVER-THE-RHINE","B","COMMERCIAL","PUBLIC SERVICE","MON-U14-GOLD",,,"2017-12-01T00:00:00.000"
"9317617",,,,"0","RES","N","500 HALE AV","45229","AVONDALE","LTU","COMMERCIAL","COMMERCIAL - VACANT LAND","TUE-U3-GREEN","39.14060463","-84.49802774","2018-01-01T00:00:00.000"
"9349902",,"120310091350009610068610","96 GALLON RECYCLE","1","RES","N","2841 MINOT AV","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U7-GREEN","39.15250184","-84.43604802","2018-01-01T00:00:00.000"
"9315336",,"100910170904009610015485","96 GALLON RECYCLE","1","RES",,,,"EAST PRICE HILL",,"COMMERCIAL",,"MON-U2-GREEN",,,"2018-01-01T00:00:00.000"
"9317898",,,,"0","RES","N","1639 HAMER ST","45202","OVER-THE-RHINE","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","MON-U11-GOLD","39.11438398","-84.51582596","2018-01-01T00:00:00.000"
"9518415",,"101910010913009610059386","96 GALLON RECYCLE","0","RES","Y","763 WELLS ST","45205","EAST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U3-GREEN","39.10493433","-84.5702515","2017-12-01T00:00:00.000"
"9536588",,,,"0","RES","N","7 PARK PL","45219","MT. AUBURN","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U9-GOLD","39.11704942","-84.50846368","2017-12-01T00:00:00.000"
"9414603",,"112510041655000035101568","35 GALLON RECYCLE","0","RES","Y","5200 EBERSOLE AV","45227","MADISONVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U8-GREEN","39.16261707","-84.39554248","2017-12-01T00:00:00.000"
"9479125",,"00000242","9 GALLON RECYCLE","0","RES","N","4760 GUERLEY RD","45238","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U8-GREEN","39.1185356","-84.59485392","2017-12-01T00:00:00.000"
"9440858",,,,"0","RES","N","401 MILTON ST","45202","MT. AUBURN","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","MON-U9-GOLD","39.11320052","-84.50883884","2017-12-01T00:00:00.000"
"9536558",,"093010002814009610009227","96 GALLON RECYCLE","2","RES","N","317 BOAL ST","45202","MT. AUBURN","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U9-GOLD","39.1138046","-84.50979488","2017-12-01T00:00:00.000"
"9344245",,,,"0","RES","N","3063 MATHERS ST","45206","WALNUT HILLS","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","TUE-U13-GREEN","39.13658925","-84.48636043","2018-01-01T00:00:00.000"
"9262949",,"120310132027009610068725","96 GALLON RECYCLE","0","COMM","N","114E 8TH ST","45202","DOWNTOWN","B","COMMERCIAL","OFFICE","THU-UZ-GOLD",,,"2018-01-01T00:00:00.000"
"9309398",,"121910082015009610080403","96 GALLON RECYCLE","1","RES","N","3413 FYFFE AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U15-GREEN","39.14565777","-84.57407094","2018-01-01T00:00:00.000"
"9325966",,,,"0","COMM","N","510 HOPKINS ST","45203","WEST END","B","COMMERCIAL","PUBLIC SERVICE","MON-U3-GOLD","39.10840936","-84.5237799","2018-01-01T00:00:00.000"
"9327191",,,,"0","COMM","N","509 I-71 SB EXWY","45207","EVANSTON","B","COMMERCIAL","PUBLIC SERVICE",,"39.14366723","-84.45961893","2018-01-01T00:00:00.000"
"9377243",,"161013152512009616090355","96 GALLON RECYCLE","1","RES","N","2288 SCHOEDINGER AV","45214","EAST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U13-GREEN","39.12390536","-84.56258137","2018-01-01T00:00:00.000"
"9393751",,"090210120541006410003122","64 GALLON RECYCLE","0","COMM","N","432 WALNUT ST","45202","DOWNTOWN","B","COMMERCIAL","OFFICE","MON-U6-GOLD","39.10108878","-84.51113896","2018-01-01T00:00:00.000"
"9378799",,"101310151757009610045875","96 GALLON RECYCLE","2","RES","N","3555 SHAW AV","45208","HYDE PARK","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U15-GOLD","39.14135916","-84.44029719","2018-01-01T00:00:00.000"
"9360048",,"082510160852009610001005","96 GALLON RECYCLE","2","RES","N","3520 PAPE AV","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U17-GOLD","39.14043013","-84.41846235","2018-01-01T00:00:00.000"
"9455110",,"011611042927009611084327","96 GALLON RECYCLE","0","RES","N","1853 GREENBRIAR PL","45237","ROSELAWN","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U10-GOLD","39.19456918","-84.4564535","2017-12-01T00:00:00.000"
"9489434",,"092110013756009610007126","96 GALLON RECYCLE","0","RES","N","2719 BAKER AV","45211","EAST WESTWOOD","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","THU-U1-GREEN","39.13481255","-84.56999694","2017-12-01T00:00:00.000"
"9316568",,"101410230950009610046970","96 GALLON RECYCLE","1","RES","N","1728 GREENVIEW PL","45237","BOND HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","TUE-U10-GOLD","39.1802862","-84.46395565","2018-01-01T00:00:00.000"
"9344155",,,,"0","COMM","N","2842 MASSACHUSETTS AV","45225","CAMP WASHINGTON","B","COMMERCIAL","HEAVY INDUSTRIA","THU-U14-GREEN","39.13374035","-84.53327182","2018-01-01T00:00:00.000"
"9511552",,"011611152451009611084741","96 GALLON RECYCLE","0","RES","N","2412 BOUDINOT AV","45238","WESTWOOD","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","THU-U11-GREEN","39.13081353","-84.60489628","2017-12-01T00:00:00.000"
"9387430",,"170511082034006417022109","64 GALLON RECYCLE","2","COMM","N","3420 TINAVIEW CT","45211","WESTWOOD","TWO FAM","RESIDENTIAL","TWO FAMILY","THU-U12-GREEN","39.15005746","-84.58700357","2018-01-01T00:00:00.000"
"9458100",,"112410021310009610064894","96 GALLON RECYCLE","0","RES","N","2825 LAWNDALE AV","45212","PLEASANT RIDGE","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","TUE-U1-GOLD","39.17565093","-84.43621899","2017-12-01T00:00:00.000"
"9309014",,"090210221657006410003522","64 GALLON RECYCLE","2","RES","Y","2019 FREELAND AV","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U6-GOLD","39.13139774","-84.46044448","2018-01-01T00:00:00.000"
"9538534",,,,"0","COMM","N","2171 CENTRAL AV","45214","WEST END","B","COMMERCIAL","COMMERCIAL","MON-U5-GOLD","39.12146289","-84.5319346","2017-12-01T00:00:00.000"
"9334825",,,,"0","COMM","N","3315 LAKEVIEW AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","THU-U18-GREEN",,,"2018-01-01T00:00:00.000"
"9334825",,,,"0","COMM","N","3315 LAKEVIEW AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","THU-U18-GREEN",,,"2018-01-01T00:00:00.000"
"9331514",,"112910174354009610067691","96 GALLON RECYCLE","2","RES","N","3936 KILBOURNE AV","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U10-GREEN","39.15017785","-84.42369442","2018-01-01T00:00:00.000"
"9519274",,"101610053157009610118486","96 GALLON RECYCLE","0","RES","N","1280 FAIRBANKS AV","45205","EAST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U15-GREEN","39.11601393","-84.5674125","2017-12-01T00:00:00.000"
"9489251",,"090310220352006410004457","64 GALLON RECYCLE","0","RES","N","3173 SAFFER ST","45211","EAST WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U9-GREEN","39.14344492","-84.56891076","2017-12-01T00:00:00.000"
"9303794",,"151001144813006415021353","64 GALLON RECYCLE","0","RES","N","3448 EVANSTON AV","45207","EVANSTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U12-GREEN","39.14000918","-84.46314648","2018-01-01T00:00:00.000"
"9470741",,,,"0","RES","Y","3516 WARSAW AV","45205","EAST PRICE HILL","B","COMMERCIAL","COMMERCIAL - RESTAURANT CAFETERIA OR BAR","MON-U3-GREEN","39.11050391","-84.56897964","2017-12-01T00:00:00.000"
"9363439",,,,"0","COMM","N","526 POPLAR ST","45214","WEST END","B","COMMERCIAL","HEAVY INDUSTRIA","MON-U5-GOLD","39.11494116","-84.52592442","2018-01-01T00:00:00.000"
"9296694",,"101810181305009610020688","96 GALLON RECYCLE","1","RES","N","3751 DRAKE AV","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U15-GREEN","39.14624199","-84.43579945","2018-01-01T00:00:00.000"
"9368160",,,,"0","COMM",,"2348 RAVINE ST","45219","CUF","B","COMMERCIAL","INSTITUTIONAL","MON-U15-GOLD","39.12690227","-84.52525003","2018-01-01T00:00:00.000"
"9368160",,,,"0","COMM",,"2348 RAVINE ST","45219","CUF","B","COMMERCIAL","INSTITUTIONAL","MON-U15-GOLD","39.12690227","-84.52525003","2018-01-01T00:00:00.000"
"9331547",,"113010043821009610068085","96 GALLON RECYCLE","3","RES","N","3451 KIMBERLY CT","45213","PLEASANT RIDGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U2-GOLD","39.17936859","-84.41896369","2018-01-01T00:00:00.000"
"9378931",,"011711231524009611085499","96 GALLON RECYCLE","0","RES","N","1402 SHENANDOAH AV","45237","ROSELAWN","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U7-GOLD","39.19720749","-84.466139","2018-01-01T00:00:00.000"
"9534740",,"090610045356006410006468","64 GALLON RECYCLE","0","RES","N","3634 PARKLINE AV","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U17-GOLD","39.13940779","-84.415517","2017-12-01T00:00:00.000"
"9531730",,,,"0","COMM","N","1529 WEST LAUREL PARK DR","45214","WEST END","B","COMMERCIAL","PUBLIC SERVICE","MON-U5-GOLD","39.11204617","-84.52562952","2017-12-01T00:00:00.000"
"9295152",,"082610040700009610001287","96 GALLON RECYCLE","0","RES","N","651 DERBY AV","45232","SPRING GROVE VILLAGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U18-GOLD","39.17099144","-84.51499022","2018-01-01T00:00:00.000"
"9398750",,"101910042239009610020964","96 GALLON RECYCLE","0","RES","N","2370 WHITEWOOD LN","45239","MT. AIRY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U15-GOLD","39.19663097","-84.56939251","2018-01-01T00:00:00.000"
"9298424",,,,"0","COMM","N","4126 EASTERN AV","45226","EAST END","LTU","COMMERCIAL","VACANT","WED-U1-GOLD","39.10781609","-84.43020038","2018-01-01T00:00:00.000"
"9424612",,"140607130059000035113322","35 GALLON RECYCLE","0","RES","N","1311 MORTEN ST","45208","HYDE PARK","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U3-GOLD","39.13619229","-84.44093746","2017-12-01T00:00:00.000"
"9359701",,"111410080056009610062327","96 GALLON RECYCLE","1","RES","N","6903 PALMETTO ST","45227","MADISONVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U12-GREEN","39.15112284","-84.37748516","2018-01-01T00:00:00.000"
"9473188",,"083010111716009610037556","96 GALLON RECYCLE","0","RES","Y","326 PURCELL AV","45205","EAST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U2-GREEN","39.0968072","-84.56392592","2017-12-01T00:00:00.000"
"9502557",,"112210084605006410012821","64 GALLON RECYCLE","2","RES","N","2075 CONNECTICUT AV","45224","COLLEGE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U7-GOLD","39.20129899","-84.56218645","2017-12-01T00:00:00.000"
"9476088",,,,"0","RES","N","4127W 8TH ST","45205","WEST PRICE HILL","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","MON-U4-GREEN",,,"2017-12-01T00:00:00.000"
"9436305",,"101110184049009610017236","96 GALLON RECYCLE","0","RES","Y","944 PAVILION ST","45202","MT. ADAMS","B","COMMERCIAL","COMMERCIAL - RESTAURANT CAFETERIA OR BAR","MON-U10-GOLD","39.10778989","-84.49738715","2017-12-01T00:00:00.000"
"9548561",,,,"0","COMM","N","208 MOHAWK ST","45202","OVER-THE-RHINE","B","COMMERCIAL","HEAVY INDUSTRIA","MON-U14-GOLD","39.11983597","-84.52115778","2017-12-01T00:00:00.000"
"9496759",,"120810114437009610072467","96 GALLON RECYCLE","1","RES","N","3400 ORMOND AV","45220","CLIFTON","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","TUE-U10-GREEN","39.14322329","-84.52134968","2017-12-01T00:00:00.000"
"9457188",,"102110181907009610060929","96 GALLON RECYCLE","0","RES","N","1734 GREENVIEW PL","45237","BOND HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","TUE-U10-GOLD","39.18008978","-84.46391884","2017-12-01T00:00:00.000"
"9338687",,"151001063810006415020983","64 GALLON RECYCLE","0","RES","N","1649 LLANFAIR AV","45224","COLLEGE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U12-GOLD","39.19656176","-84.54821964","2018-01-01T00:00:00.000"
"9363661",,"101510061236009610018060","96 GALLON RECYCLE","3","RES","N","3118 PORTSMOUTH AV","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U5-GOLD","39.14356124","-84.42830722","2018-01-01T00:00:00.000"
"9275211",,"161011093853006416021931","64 GALLON RECYCLE","1","RES","N","3487 BOUDINOT AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U7-GREEN","39.15202209","-84.60350479","2018-01-01T00:00:00.000"
"9438963",,,,"0","RES","Y","1512 MOORE ST","45202","OVER-THE-RHINE","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","MON-U11-GOLD","39.11256106","-84.51481345","2017-12-01T00:00:00.000"
"9397993",,"120710071511009610071507","96 GALLON RECYCLE","0","RES","N","2496 WESTWOOD NORTHERN BLVD","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U6-GREEN","39.14795427","-84.58012722","2018-01-01T00:00:00.000"
"9306430",,"140301035004000003510155","35 GALLON RECYCLE","0","RES","N","7270 FERNBANK AV","45233","SAYLER PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U1-GOLD","39.12606667","-84.70012075","2018-01-01T00:00:00.000"
"9360868",,"101210080903009610017581","96 GALLON RECYCLE","1","RES","N","989 PARKSIDE PL","45202","MT. ADAMS","THREE FAM","RESIDENTIAL","RESIDENTIAL - THREE FAMILY","MON-U10-GOLD","39.11028168","-84.49530974","2018-01-01T00:00:00.000"
"9403183",,"112910084800009610067394","96 GALLON RECYCLE","3","RES","N","5800 WOODMONT AV","45213","PLEASANT RIDGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U2-GOLD","39.17763737","-84.42453187","2018-01-01T00:00:00.000"
"9533107",,,,"0","COMM",,,,"OAKLEY","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","WED-U11-GREEN",,,"2017-12-01T00:00:00.000"
"9370257",,,,"0","COMM","N","266 RENNER ST","45219","OVER-THE-RHINE","LTU","COMMERCIAL","VACANT","MON-U14-GOLD","39.12122564","-84.52315021","2018-01-01T00:00:00.000"
"9493669",,"020711213542009611088627","96 GALLON RECYCLE","1","RES","N","3464 BOUDINOT AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U7-GREEN","39.15112249","-84.60295003","2017-12-01T00:00:00.000"
"9527729",,"091010071843009610044516","96 GALLON RECYCLE","0","RES","N","745 BETTON ST","45214","WEST END","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U5-GOLD","39.11049481","-84.52695943","2017-12-01T00:00:00.000"
"9289407",,,,"0","COMM","N","6323 CORBLY ST","45230","MT. WASHINGTON","B","COMMERCIAL","PUBLIC SERVICE","WED-U13-GREEN","39.09399911","-84.3831161","2018-01-01T00:00:00.000"
"9514219",,,,"0","COMM","N","655 PLUM ST","45202","WEST END","B","COMMERCIAL","OFFICE","MON-U6-GOLD","39.10278238","-84.51859124","2017-12-01T00:00:00.000"
"9402102",,"090210152117006410003252","64 GALLON RECYCLE","0","RES","N","130 WOCHER AV","45233","RIVERSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U7-GOLD","39.09651312","-84.65251437","2018-01-01T00:00:00.000"
"9356258",,,,"0","COMM","N","2431 NOTTINGHAM RD","45225","VILLAGES AT ROLL HILL","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","THU-U6-GREEN","39.15650419","-84.56084475","2018-01-01T00:00:00.000"
"9499961",,"090210165758009610002653","96 GALLON RECYCLE","1","RES","N","711 BEECHWOOD AV","45232","SPRING GROVE VILLAGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U18-GOLD","39.17500536","-84.51656112","2017-12-01T00:00:00.000"
"9275575",,"101010212146009610016429","96 GALLON RECYCLE","1","RES","N","1709 BRACHMAN AV","45230","MT. WASHINGTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U3-GREEN","39.08459855","-84.37901926","2018-01-01T00:00:00.000"
"9544592",,"161013155440009616090372","96 GALLON RECYCLE","3","COMM","N","809 RACE ST","45202","DOWNTOWN","B","COMMERCIAL","OFFICE","MON-U6-GOLD","39.10477372","-84.51571269","2017-12-01T00:00:00.000"
"9274351",,"011811025319009611085637","96 GALLON RECYCLE","2","RES","N","8064 BOBOLINK DR","45224","COLLEGE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U3-GOLD","39.21520024","-84.53473589","2018-01-01T00:00:00.000"
"9515492",,"121210133924009610075012","96 GALLON RECYCLE","1","RES","N","4221 PAXTON AV","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U11-GREEN","39.15114322","-84.4188182","2017-12-01T00:00:00.000"
"9320706",,"083010215620006410000958","64 GALLON RECYCLE","0","RES","N","984 HATCH ST","45202","MT. ADAMS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U10-GOLD","39.10929235","-84.49550972","2018-01-01T00:00:00.000"
"9475687",,"090410093948006410004899","64 GALLON RECYCLE","0","RES","N","922 RUTLEDGE AV","45205","WEST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U4-GREEN","39.10927955","-84.58783081","2017-12-01T00:00:00.000"
"9417639",,"112810102943009610066577","96 GALLON RECYCLE","2","COMM","N","9 FOREST HILL DR","45208","OAKLEY","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","WED-U17-GREEN","39.14466611","-84.40675101","2017-12-01T00:00:00.000"
"9305615",,,,"0","COMM","N","2115 FARADAY RD","45225","VILLAGES AT ROLL HILL","LTU","COMMERCIAL","VACANT","THU-U6-GREEN","39.15241285","-84.55726301","2018-01-01T00:00:00.000"
"9317793",,"090310090901009610003230","96 GALLON RECYCLE","1","RES","N","1231 HALPIN AV","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U7-GOLD","39.1338478","-84.42895836","2018-01-01T00:00:00.000"
"9392329",,,,"0","COMM","N","7525 VINE ST","45216","CARTHAGE","B","COMMERCIAL","COMMERCIAL","TUE-U9-GREEN","39.19997596","-84.47562303","2018-01-01T00:00:00.000"
"9462802",,"083110203656009610038774","96 GALLON RECYCLE","0","RES","N","1810 BERKLEY AV","45237","BOND HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","TUE-U6-GOLD","39.17226778","-84.4643775","2017-12-01T00:00:00.000"
"9266082",,"121710031229009610024791","96 GALLON RECYCLE","0","RES","N","7603 ANTHONY WAYNE AV","45216","CARTHAGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U9-GREEN","39.19930677","-84.4746771","2018-01-01T00:00:00.000"
"9308080",,,,"0","RES","N","439 FOREST AV","45229","AVONDALE","B","COMMERCIAL","PUBLICLY OWNED - PUBLIC WORSHIP","TUE-U11-GREEN","39.14586551","-84.49781963","2018-01-01T00:00:00.000"
"9350744",,"090310032339006410003733","64 GALLON RECYCLE","0","RES","N","5863 MONFORT HILLS AV","45239","MT. AIRY","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","THU-U5-GOLD","39.20358798","-84.57645206","2018-01-01T00:00:00.000"
"9497508",,"120310045157009610023219","96 GALLON RECYCLE","2","RES","N","608 MCALPIN AV","45220","CLIFTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U8-GREEN","39.15091811","-84.53048818","2017-12-01T00:00:00.000"
"9496285",,"090910154610009610004884","96 GALLON RECYCLE","1","RES","N","2223 HARRISON AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U1-GREEN","39.13430065","-84.57465485","2017-12-01T00:00:00.000"
