"acs_5_year_data_time_period","borough","borough_cd_code","community_district_name","language","lep_population_estimate","of_lep_population","cvalep_population_estimate","of_cvalep_population"
"2015-2019","Manhattan","108","Upper East Side","Afrikaans","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Akan (incl. Twi)","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Albanian","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Aleut languages","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Amharic","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Apache languages","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Arabic","203","2.2","0","0"
"2015-2019","Manhattan","108","Upper East Side","Armenian","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Assyrian Neo-Aramaic","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Bengali","55","0.6","0","0"
"2015-2019","Manhattan","108","Upper East Side","Bosnian","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Bulgarian","25","0.3","0","0"
"2015-2019","Manhattan","108","Upper East Side","Burmese","44","0.5","0","0"
"2015-2019","Manhattan","108","Upper East Side","Cajun French","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Cebuano","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Chaldean Neo-Aramaic","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Chamorro","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Cherokee","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Chin languages","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Chinese (incl. Mandarin, Cantonese)","1336","14.4","420","10.4"
"2015-2019","Manhattan","108","Upper East Side","Chuukese","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Croatian","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Czech","80","0.9","80","2"
"2015-2019","Manhattan","108","Upper East Side","Dakota languages","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Danish","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Dari","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Dutch","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Edoid languages","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Farsi","18","0.2","18","0.4"
"2015-2019","Manhattan","108","Upper East Side","Filipino","1","0","1","0"
"2015-2019","Manhattan","108","Upper East Side","Finnish","30","0.3","0","0"
"2015-2019","Manhattan","108","Upper East Side","French","802","8.7","403","10"
"2015-2019","Manhattan","108","Upper East Side","Fulah","38","0.4","0","0"
"2015-2019","Manhattan","108","Upper East Side","Ga","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Ganda","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Gbe languages","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Georgian","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","German","30","0.3","30","0.7"
"2015-2019","Manhattan","108","Upper East Side","Greek","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Gujarati","65","0.7","65","1.6"
"2015-2019","Manhattan","108","Upper East Side","Haitian","4","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Hausa","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Hawaiian","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Hebrew","156","1.7","57","1.4"
"2015-2019","Manhattan","108","Upper East Side","Hindi","34","0.4","0","0"
"2015-2019","Manhattan","108","Upper East Side","Hmong","0","0","0","0"
"2015-2019","Manhattan","108","Upper East Side","Hungarian","17","0.2","17","0.4"
"2015-2019","Manhattan","108","Upper East Side","Igbo","0","0","0","0"
