"county","county_fips","state","county_population","health_service_area_number","health_service_area","health_service_area_population","covid_inpatient_bed_utilization","covid_hospital_admissions_per_100k","covid_cases_per_100k","covid_19_community_level","date_updated"
"Floyd County","18043","Indiana","78522","339","Floyd (New Albany), IN - Harrison, IN","157650","11.3","25.4","207.59","High","2022-02-24T00:00:00.000"
"Fountain County","18045","Indiana","16346","333","Vermilion, IL - Edgar, IL","117530","5","15.3","201.88","High","2022-02-24T00:00:00.000"
"Franklin County","18047","Indiana","22758","270","Hamilton (Cincinnati), OH - Butler, OH","1735525","11.6","10.2","65.91","Medium","2022-02-24T00:00:00.000"
"Fulton County","18049","Indiana","19974","312","St. Joseph (South Bend), IN - Marshall, IN","350411","6.7","14","140.18","Medium","2022-02-24T00:00:00.000"
"Gibson County","18051","Indiana","33659","273","Vanderburgh (Evansville), IN - Warrick, IN","335332","9.3","34.6","151.52","High","2022-02-24T00:00:00.000"
"Grant County","18053","Indiana","65769","389","Grant, IN - Miami, IN","132281","13.6","15.9","85.15","Medium","2022-02-24T00:00:00.000"
"Greene County","18055","Indiana","31922","341","Monroe (Bloomington), IN - Greene, IN","216244","16.8","14.3","153.5","High","2022-02-24T00:00:00.000"
"Hamilton County","18057","Indiana","338011","390","Hamilton, IN - Madison (Anderson), IN","467580","7","7.7","172.18","Low","2022-02-24T00:00:00.000"
"Hancock County","18059","Indiana","78168","362","Hancock, IN - Henry (New Castle), IN","126140","5.8","6.3","110.02","Low","2022-02-24T00:00:00.000"
"Harrison County","18061","Indiana","40515","339","Floyd (New Albany), IN - Harrison, IN","157650","11.3","25.4","190.05","High","2022-02-24T00:00:00.000"
"Hendricks County","18063","Indiana","170311","275","Marion (Indianapolis), IN - Johnson, IN","1462435","6.6","12.7","97.47","Medium","2022-02-24T00:00:00.000"
"Henry County","18065","Indiana","47972","362","Hancock, IN - Henry (New Castle), IN","126140","5.8","6.3","133.41","Low","2022-02-24T00:00:00.000"
"Howard County","18067","Indiana","82544","364","Howard (Kokomo), IN - Cass, IN","135381","7.9","14.8","121.15","Medium","2022-02-24T00:00:00.000"
"Huntington County","18069","Indiana","36520","332","Huntington, IN - Adams, IN","121029","6","3.3","109.53","Low","2022-02-24T00:00:00.000"
"Jackson County","18071","Indiana","44231","313","Bartholomew, IN - Jackson, IN","182304","10.3","11.5","187.65","Medium","2022-02-24T00:00:00.000"
"Jasper County","18073","Indiana","33562","308","Lake (Gary), IN - Porter, IN","703428","3.4","7.5","113.22","Low","2022-02-24T00:00:00.000"
"Jay County","18075","Indiana","20436","332","Huntington, IN - Adams, IN","121029","6","3.3","83.19","Low","2022-02-24T00:00:00.000"
"Jefferson County","18077","Indiana","32308","321","Dearborn, IN - Jefferson (Madison), IN","145818","13.2","9.6","114.52","Medium","2022-02-24T00:00:00.000"
"Jennings County","18079","Indiana","27735","313","Bartholomew, IN - Jackson, IN","182304","10.3","11.5","93.74","Medium","2022-02-24T00:00:00.000"
"Johnson County","18081","Indiana","158167","275","Marion (Indianapolis), IN - Johnson, IN","1462435","6.6","12.7","87.88","Medium","2022-02-24T00:00:00.000"
"Knox County","18083","Indiana","36594","310","Knox, IN - Daviess, IN","126934","6.6","9.5","204.95","Medium","2022-02-24T00:00:00.000"
"Kosciusko County","18085","Indiana","79456","349","Elkhart (Elkhart), IN - Kosciusko, IN","285797","10.1","6.3","99.43","Medium","2022-02-24T00:00:00.000"
"LaGrange County","18087","Indiana","39614","304","Allen (Fort Wayne), IN - Noble, IN","578690","4.8","12.3","15.15","Medium","2022-02-24T00:00:00.000"
"Lake County","18089","Indiana","485493","308","Lake (Gary), IN - Porter, IN","703428","3.4","7.5","56.03","Low","2022-02-24T00:00:00.000"
"LaPorte County","18091","Indiana","109888","378","La Porte, IN - Starke, IN","132883","4.5","3.8","78.26","Low","2022-02-24T00:00:00.000"
"Lawrence County","18093","Indiana","45370","329","Lawrence, IN - Orange, IN","65016","14.5","7.7","103.59","Medium","2022-02-24T00:00:00.000"
"Madison County","18095","Indiana","129569","390","Hamilton, IN - Madison (Anderson), IN","467580","7","7.7","125.8","Low","2022-02-24T00:00:00.000"
"Marion County","18097","Indiana","964582","275","Marion (Indianapolis), IN - Johnson, IN","1462435","6.6","12.7","68.11","Medium","2022-02-24T00:00:00.000"
"Marshall County","18099","Indiana","46258","312","St. Joseph (South Bend), IN - Marshall, IN","350411","6.7","14","64.85","Medium","2022-02-24T00:00:00.000"
"Martin County","18101","Indiana","10255","310","Knox, IN - Daviess, IN","126934","6.6","9.5","58.51","Low","2022-02-24T00:00:00.000"
"Miami County","18103","Indiana","35516","389","Grant, IN - Miami, IN","132281","13.6","15.9","104.18","Medium","2022-02-24T00:00:00.000"
"Monroe County","18105","Indiana","148431","341","Monroe (Bloomington), IN - Greene, IN","216244","16.8","14.3","132.05","High","2022-02-24T00:00:00.000"
"Montgomery County","18107","Indiana","38338","402","Montgomery, IN","38338","3.7","2.6","148.68","Low","2022-02-24T00:00:00.000"
"Morgan County","18109","Indiana","70489","275","Marion (Indianapolis), IN - Johnson, IN","1462435","6.6","12.7","82.28","Medium","2022-02-24T00:00:00.000"
"Newton County","18111","Indiana","13984","308","Lake (Gary), IN - Porter, IN","703428","3.4","7.5","57.21","Low","2022-02-24T00:00:00.000"
"Noble County","18113","Indiana","47744","304","Allen (Fort Wayne), IN - Noble, IN","578690","4.8","12.3","134.05","Medium","2022-02-24T00:00:00.000"
"Ohio County","18115","Indiana","5875","321","Dearborn, IN - Jefferson (Madison), IN","145818","13.2","9.6","51.06","Medium","2022-02-24T00:00:00.000"
"Orange County","18117","Indiana","19646","329","Lawrence, IN - Orange, IN","65016","14.5","7.7","147.61","Medium","2022-02-24T00:00:00.000"
"Owen County","18119","Indiana","20799","341","Monroe (Bloomington), IN - Greene, IN","216244","16.8","14.3","177.89","High","2022-02-24T00:00:00.000"
"Parke County","18121","Indiana","16937","311","Vigo (Terre Haute), IN - Clay, IN","201808","7.5","15.9","53.14","Medium","2022-02-24T00:00:00.000"
"Perry County","18123","Indiana","19169","316","Daviess (Owensboro), KY - Ohio, KY","162603","7.9","16.6","93.9","Medium","2022-02-24T00:00:00.000"
"Pike County","18125","Indiana","12389","310","Knox, IN - Daviess, IN","126934","6.6","9.5","169.51","Low","2022-02-24T00:00:00.000"
"Porter County","18127","Indiana","170389","308","Lake (Gary), IN - Porter, IN","703428","3.4","7.5","78.06","Low","2022-02-24T00:00:00.000"
"Posey County","18129","Indiana","25427","273","Vanderburgh (Evansville), IN - Warrick, IN","335332","9.3","34.6","141.58","High","2022-02-24T00:00:00.000"
"Pulaski County","18131","Indiana","12353","312","St. Joseph (South Bend), IN - Marshall, IN","350411","6.7","14","129.52","Medium","2022-02-24T00:00:00.000"
"Putnam County","18133","Indiana","37576","275","Marion (Indianapolis), IN - Johnson, IN","1462435","6.6","12.7","122.42","Medium","2022-02-24T00:00:00.000"
"Randolph County","18135","Indiana","24665","323","Delaware (Muncie), IN - Randolph, IN","150558","14.3","29.2","154.06","High","2022-02-24T00:00:00.000"
"Ripley County","18137","Indiana","28324","321","Dearborn, IN - Jefferson (Madison), IN","145818","13.2","9.6","91.79","Medium","2022-02-24T00:00:00.000"
"Rush County","18139","Indiana","16581","275","Marion (Indianapolis), IN - Johnson, IN","1462435","6.6","12.7","180.93","Medium","2022-02-24T00:00:00.000"
"St. Joseph County","18141","Indiana","271826","312","St. Joseph (South Bend), IN - Marshall, IN","350411","6.7","14","76.89","Medium","2022-02-24T00:00:00.000"
"Scott County","18143","Indiana","23873","365","Clark (Jeffersonville), IN - Scott, IN","142175","15.7","13.4","251.33","High","2022-02-24T00:00:00.000"
"Shelby County","18145","Indiana","44729","275","Marion (Indianapolis), IN - Johnson, IN","1462435","6.6","12.7","91.66","Medium","2022-02-24T00:00:00.000"
"Spencer County","18147","Indiana","20277","273","Vanderburgh (Evansville), IN - Warrick, IN","335332","9.3","34.6","133.16","High","2022-02-24T00:00:00.000"
"Starke County","18149","Indiana","22995","378","La Porte, IN - Starke, IN","132883","4.5","3.8","56.53","Low","2022-02-24T00:00:00.000"
"Steuben County","18151","Indiana","34594","304","Allen (Fort Wayne), IN - Noble, IN","578690","4.8","12.3","66.49","Medium","2022-02-24T00:00:00.000"
"Sullivan County","18153","Indiana","20669","311","Vigo (Terre Haute), IN - Clay, IN","201808","7.5","15.9","101.6","Medium","2022-02-24T00:00:00.000"
"Switzerland County","18155","Indiana","10751","321","Dearborn, IN - Jefferson (Madison), IN","145818","13.2","9.6","55.81","Medium","2022-02-24T00:00:00.000"
"Tippecanoe County","18157","Indiana","195732","300","Tippecanoe (Lafayette), IN - Clinton, IN","281238","14","8.9","125.68","Medium","2022-02-24T00:00:00.000"
"Tipton County","18159","Indiana","15148","364","Howard (Kokomo), IN - Cass, IN","135381","7.9","14.8","92.42","Medium","2022-02-24T00:00:00.000"
"Union County","18161","Indiana","7054","385","Wayne, IN - Fayette, IN","96040","17.9","8.3","42.53","High","2022-02-24T00:00:00.000"
"Vanderburgh County","18163","Indiana","181451","273","Vanderburgh (Evansville), IN - Warrick, IN","335332","9.3","34.6","190.13","High","2022-02-24T00:00:00.000"
"Vermillion County","18165","Indiana","15498","311","Vigo (Terre Haute), IN - Clay, IN","201808","7.5","15.9","141.95","Medium","2022-02-24T00:00:00.000"
"Vigo County","18167","Indiana","107038","311","Vigo (Terre Haute), IN - Clay, IN","201808","7.5","15.9","137.33","Medium","2022-02-24T00:00:00.000"
"Wabash County","18169","Indiana","30996","389","Grant, IN - Miami, IN","132281","13.6","15.9","112.92","Medium","2022-02-24T00:00:00.000"
"Warren County","18171","Indiana","8265","333","Vermilion, IL - Edgar, IL","117530","5","15.3","157.29","Medium","2022-02-24T00:00:00.000"
"Warrick County","18173","Indiana","62998","273","Vanderburgh (Evansville), IN - Warrick, IN","335332","9.3","34.6","219.05","High","2022-02-24T00:00:00.000"
"Washington County","18175","Indiana","28036","339","Floyd (New Albany), IN - Harrison, IN","157650","11.3","25.4","124.84","High","2022-02-24T00:00:00.000"
"Wayne County","18177","Indiana","65884","385","Wayne, IN - Fayette, IN","96040","17.9","8.3","136.6","High","2022-02-24T00:00:00.000"
"Wells County","18179","Indiana","28296","332","Huntington, IN - Adams, IN","121029","6","3.3","42.41","Low","2022-02-24T00:00:00.000"
"White County","18181","Indiana","24102","300","Tippecanoe (Lafayette), IN - Clinton, IN","281238","14","8.9","161.81","Medium","2022-02-24T00:00:00.000"
"Whitley County","18183","Indiana","33964","304","Allen (Fort Wayne), IN - Noble, IN","578690","4.8","12.3","44.16","Medium","2022-02-24T00:00:00.000"
"Adair County","19001","Iowa","7152","546","Polk (Des Moines), IA - Dallas, IA","763408","7.1","9.8","83.89","Low","2022-02-24T00:00:00.000"
"Adams County","19003","Iowa","3602","647","Montgomery, IA - Adams, IA","13519","0","0","83.29","Low","2022-02-24T00:00:00.000"
"Allamakee County","19005","Iowa","13687","290","La Crosse (La Crosse), WI - Monroe, WI","257027","6.3","21.8","160.74","High","2022-02-24T00:00:00.000"
"Appanoose County","19007","Iowa","12426","649","Appanoose, IA - Davis, IA","21426","0","4.7","329.95","Medium","2022-02-24T00:00:00.000"
"Audubon County","19009","Iowa","5496","596","Pottawattamie (Council Bluffs), IA - Harrison, IA","152150","8.5","11.2","54.59","Medium","2022-02-24T00:00:00.000"
"Benton County","19011","Iowa","25645","545","Linn (Cedar Rapids), IA - Johnson, IA","491983","4.1","13.6","116.98","Medium","2022-02-24T00:00:00.000"
"Black Hawk County","19013","Iowa","131228","557","Black Hawk (Waterloo), IA - Bremer, IA","223786","3.8","11.6","127.26","Medium","2022-02-24T00:00:00.000"
"Boone County","19015","Iowa","26234","606","Story, IA - Boone, IA","167532","3.2","7.2","110.54","Low","2022-02-24T00:00:00.000"
"Bremer County","19017","Iowa","25062","557","Black Hawk (Waterloo), IA - Bremer, IA","223786","3.8","11.6","163.59","Medium","2022-02-24T00:00:00.000"
"Buchanan County","19019","Iowa","21175","557","Black Hawk (Waterloo), IA - Bremer, IA","223786","3.8","11.6","174.73","Medium","2022-02-24T00:00:00.000"
"Buena Vista County","19021","Iowa","19620","560","Woodbury (Sioux City), IA - Plymouth, IA","207500","3.7","9.6","91.74","Low","2022-02-24T00:00:00.000"
"Butler County","19023","Iowa","14439","557","Black Hawk (Waterloo), IA - Bremer, IA","223786","3.8","11.6","138.51","Medium","2022-02-24T00:00:00.000"
"Calhoun County","19025","Iowa","9668","633","Carroll, IA - Sac, IA","39554","1.2","5.1","82.75","Low","2022-02-24T00:00:00.000"
"Carroll County","19027","Iowa","20165","633","Carroll, IA - Sac, IA","39554","1.2","5.1","74.39","Low","2022-02-24T00:00:00.000"
"Cass County","19029","Iowa","12836","596","Pottawattamie (Council Bluffs), IA - Harrison, IA","152150","8.5","11.2","171.39","Medium","2022-02-24T00:00:00.000"
"Cedar County","19031","Iowa","18627","545","Linn (Cedar Rapids), IA - Johnson, IA","491983","4.1","13.6","134.21","Medium","2022-02-24T00:00:00.000"
"Cerro Gordo County","19033","Iowa","42450","556","Cerro Gordo, IA - Kossuth, IA","95698","5.3","23","190.81","High","2022-02-24T00:00:00.000"
"Cherokee County","19035","Iowa","11235","560","Woodbury (Sioux City), IA - Plymouth, IA","207500","3.7","9.6","97.91","Low","2022-02-24T00:00:00.000"
"Chickasaw County","19037","Iowa","11933","634","Floyd, IA - Chickasaw, IA","27575","2.8","3.6","125.7","Low","2022-02-24T00:00:00.000"
"Clarke County","19039","Iowa","9395","546","Polk (Des Moines), IA - Dallas, IA","763408","7.1","9.8","138.37","Low","2022-02-24T00:00:00.000"
"Clay County","19041","Iowa","16016","625","Clay, IA - Dickinson, IA","42160","0.8","9.5","99.9","Low","2022-02-24T00:00:00.000"
"Clayton County","19043","Iowa","17549","350","Clayton, IA - Delaware, IA","50691","1","9.9","250.73","Medium","2022-02-24T00:00:00.000"
"Clinton County","19045","Iowa","46429","361","Whiteside, IL - Clinton, IA","115909","4","5.2","86.15","Low","2022-02-24T00:00:00.000"
"Crawford County","19047","Iowa","16820","681","Crawford, IA","16820","0","0","53.51","Low","2022-02-24T00:00:00.000"
"Dallas County","19049","Iowa","93453","546","Polk (Des Moines), IA - Dallas, IA","763408","7.1","9.8","164.79","Low","2022-02-24T00:00:00.000"
"Davis County","19051","Iowa","9000","649","Appanoose, IA - Davis, IA","21426","0","4.7","122.22","Low","2022-02-24T00:00:00.000"
"Decatur County","19053","Iowa","7870","546","Polk (Des Moines), IA - Dallas, IA","763408","7.1","9.8","127.06","Low","2022-02-24T00:00:00.000"
"Delaware County","19055","Iowa","17011","350","Clayton, IA - Delaware, IA","50691","1","9.9","47.03","Low","2022-02-24T00:00:00.000"
"Des Moines County","19057","Iowa","38967","340","Des Moines, IA - Henry, IA","65567","6.9","9.2","171.94","Low","2022-02-24T00:00:00.000"
"Dickinson County","19059","Iowa","17258","625","Clay, IA - Dickinson, IA","42160","0.8","9.5","75.33","Low","2022-02-24T00:00:00.000"
"Dubuque County","19061","Iowa","97311","302","Dubuque (Dubuque), IA - Stephenson, IL","182483","3.7","7.7","245.6","Medium","2022-02-24T00:00:00.000"
"Emmet County","19063","Iowa","9208","626","Martin, MN - Emmet, IA","28891","1.8","3.5","130.32","Low","2022-02-24T00:00:00.000"
"Fayette County","19065","Iowa","19650","557","Black Hawk (Waterloo), IA - Bremer, IA","223786","3.8","11.6","223.92","High","2022-02-24T00:00:00.000"
"Floyd County","19067","Iowa","15642","634","Floyd, IA - Chickasaw, IA","27575","2.8","3.6","102.29","Low","2022-02-24T00:00:00.000"
"Franklin County","19069","Iowa","10070","556","Cerro Gordo, IA - Kossuth, IA","95698","5.3","23","218.47","High","2022-02-24T00:00:00.000"
"Fremont County","19071","Iowa","6960","644","Page, IA - Fremont, IA","28188","1.5","10.6","57.47","Medium","2022-02-24T00:00:00.000"
"Greene County","19073","Iowa","8888","617","Guthrie, IA - Greene, IA","19577","4.3","35.8","67.51","High","2022-02-24T00:00:00.000"
"Grundy County","19075","Iowa","12232","557","Black Hawk (Waterloo), IA - Bremer, IA","223786","3.8","11.6","114.45","Medium","2022-02-24T00:00:00.000"
"Guthrie County","19077","Iowa","10689","617","Guthrie, IA - Greene, IA","19577","4.3","35.8","93.55","High","2022-02-24T00:00:00.000"
"Hamilton County","19079","Iowa","14773","606","Story, IA - Boone, IA","167532","3.2","7.2","291.07","Medium","2022-02-24T00:00:00.000"
"Hancock County","19081","Iowa","10630","556","Cerro Gordo, IA - Kossuth, IA","95698","5.3","23","159.92","High","2022-02-24T00:00:00.000"
"Hardin County","19083","Iowa","16846","606","Story, IA - Boone, IA","167532","3.2","7.2","189.96","Low","2022-02-24T00:00:00.000"
"Harrison County","19085","Iowa","14049","596","Pottawattamie (Council Bluffs), IA - Harrison, IA","152150","8.5","11.2","106.77","Medium","2022-02-24T00:00:00.000"
"Henry County","19087","Iowa","19954","340","Des Moines, IA - Henry, IA","65567","6.9","9.2","120.28","Low","2022-02-24T00:00:00.000"
"Howard County","19089","Iowa","9158","552","Olmsted (Rochester), MN - Winona, MN","358274","4.3","20.1","98.27","High","2022-02-24T00:00:00.000"
"Humboldt County","19091","Iowa","9558","585","Webster, IA - Humboldt, IA","52081","11.1","19.2","146.47","Medium","2022-02-24T00:00:00.000"
"Ida County","19093","Iowa","6860","560","Woodbury (Sioux City), IA - Plymouth, IA","207500","3.7","9.6","102.04","Low","2022-02-24T00:00:00.000"
"Iowa County","19095","Iowa","16184","545","Linn (Cedar Rapids), IA - Johnson, IA","491983","4.1","13.6","67.97","Medium","2022-02-24T00:00:00.000"
"Jackson County","19097","Iowa","19439","302","Dubuque (Dubuque), IA - Stephenson, IL","182483","3.7","7.7","144.04","Low","2022-02-24T00:00:00.000"
"Jasper County","19099","Iowa","37185","546","Polk (Des Moines), IA - Dallas, IA","763408","7.1","9.8","207.07","Medium","2022-02-24T00:00:00.000"
"Jefferson County","19101","Iowa","18295","589","Wapello, IA - Mahaska, IA","100356","4.7","14.9","174.91","Medium","2022-02-24T00:00:00.000"
"Johnson County","19103","Iowa","151140","545","Linn (Cedar Rapids), IA - Johnson, IA","491983","4.1","13.6","159.45","Medium","2022-02-24T00:00:00.000"
"Jones County","19105","Iowa","20681","545","Linn (Cedar Rapids), IA - Johnson, IA","491983","4.1","13.6","125.72","Medium","2022-02-24T00:00:00.000"
"Keokuk County","19107","Iowa","10246","589","Wapello, IA - Mahaska, IA","100356","4.7","14.9","97.6","Medium","2022-02-24T00:00:00.000"
"Kossuth County","19109","Iowa","14813","556","Cerro Gordo, IA - Kossuth, IA","95698","5.3","23","141.77","High","2022-02-24T00:00:00.000"
"Lee County","19111","Iowa","33657","367","Lee, IA - Hancock, IL","58162","9.1","0","106.96","Low","2022-02-24T00:00:00.000"
"Linn County","19113","Iowa","226706","545","Linn (Cedar Rapids), IA - Johnson, IA","491983","4.1","13.6","146","Medium","2022-02-24T00:00:00.000"
"Louisa County","19115","Iowa","11035","545","Linn (Cedar Rapids), IA - Johnson, IA","491983","4.1","13.6","126.87","Medium","2022-02-24T00:00:00.000"
"Lucas County","19117","Iowa","8600","645","Lucas, IA - Wayne, IA","15041","2.6","19.9","139.53","Medium","2022-02-24T00:00:00.000"
"Lyon County","19119","Iowa","11755","544","Minnehaha (Sioux Falls), SD - Lincoln, SD","335949","11","17","34.03","Medium","2022-02-24T00:00:00.000"
"Madison County","19121","Iowa","16338","546","Polk (Des Moines), IA - Dallas, IA","763408","7.1","9.8","67.33","Low","2022-02-24T00:00:00.000"
"Mahaska County","19123","Iowa","22095","589","Wapello, IA - Mahaska, IA","100356","4.7","14.9","72.41","Medium","2022-02-24T00:00:00.000"
"Marion County","19125","Iowa","33253","546","Polk (Des Moines), IA - Dallas, IA","763408","7.1","9.8","117.28","Low","2022-02-24T00:00:00.000"
"Marshall County","19127","Iowa","39369","679","Marshall, IA - Tama, IA","56223","4","1.8","116.84","Low","2022-02-24T00:00:00.000"
"Mills County","19129","Iowa","15109","596","Pottawattamie (Council Bluffs), IA - Harrison, IA","152150","8.5","11.2","158.85","Medium","2022-02-24T00:00:00.000"
"Mitchell County","19131","Iowa","10586","665","Mitchell, IA","10586","0","0","226.71","Medium","2022-02-24T00:00:00.000"
"Monona County","19133","Iowa","8615","560","Woodbury (Sioux City), IA - Plymouth, IA","207500","3.7","9.6","150.9","Low","2022-02-24T00:00:00.000"
"Monroe County","19135","Iowa","7707","589","Wapello, IA - Mahaska, IA","100356","4.7","14.9","64.88","Medium","2022-02-24T00:00:00.000"
"Montgomery County","19137","Iowa","9917","647","Montgomery, IA - Adams, IA","13519","0","0","201.67","Medium","2022-02-24T00:00:00.000"
"Muscatine County","19139","Iowa","42664","641","Scott (Davenport), IA - Muscatine, IA","215607","2.3","8.3","82.04","Low","2022-02-24T00:00:00.000"
"O'Brien County","19141","Iowa","13753","652","OBrien, IA - Osceola, IA","19711","4.1","5.1","58.17","Low","2022-02-24T00:00:00.000"
"Osceola County","19143","Iowa","5958","652","OBrien, IA - Osceola, IA","19711","4.1","5.1","0","Low","2022-02-24T00:00:00.000"
"Page County","19145","Iowa","15107","644","Page, IA - Fremont, IA","28188","1.5","10.6","158.87","Medium","2022-02-24T00:00:00.000"
"Palo Alto County","19147","Iowa","8886","625","Clay, IA - Dickinson, IA","42160","0.8","9.5","528.92","Medium","2022-02-24T00:00:00.000"
"Plymouth County","19149","Iowa","25177","560","Woodbury (Sioux City), IA - Plymouth, IA","207500","3.7","9.6","119.16","Low","2022-02-24T00:00:00.000"
"Pocahontas County","19151","Iowa","6619","585","Webster, IA - Humboldt, IA","52081","11.1","19.2","90.65","Medium","2022-02-24T00:00:00.000"
"Polk County","19153","Iowa","490161","546","Polk (Des Moines), IA - Dallas, IA","763408","7.1","9.8","144.03","Low","2022-02-24T00:00:00.000"
"Pottawattamie County","19155","Iowa","93206","596","Pottawattamie (Council Bluffs), IA - Harrison, IA","152150","8.5","11.2","118.02","Medium","2022-02-24T00:00:00.000"
"Poweshiek County","19157","Iowa","18504","686","Poweshiek, IA","18504","5.1","10.8","135.11","Medium","2022-02-24T00:00:00.000"
"Ringgold County","19159","Iowa","4894","546","Polk (Des Moines), IA - Dallas, IA","763408","7.1","9.8","183.9","Low","2022-02-24T00:00:00.000"
"Sac County","19161","Iowa","9721","633","Carroll, IA - Sac, IA","39554","1.2","5.1","185.17","Low","2022-02-24T00:00:00.000"
"Scott County","19163","Iowa","172943","641","Scott (Davenport), IA - Muscatine, IA","215607","2.3","8.3","83.84","Low","2022-02-24T00:00:00.000"
"Shelby County","19165","Iowa","11454","596","Pottawattamie (Council Bluffs), IA - Harrison, IA","152150","8.5","11.2","96.04","Medium","2022-02-24T00:00:00.000"
"Sioux County","19167","Iowa","34855","672","Sioux, IA","34855","1.4","8.6","22.95","Low","2022-02-24T00:00:00.000"
"Story County","19169","Iowa","97117","606","Story, IA - Boone, IA","167532","3.2","7.2","145.19","Low","2022-02-24T00:00:00.000"
"Tama County","19171","Iowa","16854","679","Marshall, IA - Tama, IA","56223","4","1.8","136.47","Low","2022-02-24T00:00:00.000"
"Taylor County","19173","Iowa","6121","644","Page, IA - Fremont, IA","28188","1.5","10.6","228.72","High","2022-02-24T00:00:00.000"
"Union County","19175","Iowa","12241","546","Polk (Des Moines), IA - Dallas, IA","763408","7.1","9.8","138.88","Low","2022-02-24T00:00:00.000"
"Van Buren County","19177","Iowa","7044","589","Wapello, IA - Mahaska, IA","100356","4.7","14.9","141.96","Medium","2022-02-24T00:00:00.000"
"Wapello County","19179","Iowa","34969","589","Wapello, IA - Mahaska, IA","100356","4.7","14.9","157.28","Medium","2022-02-24T00:00:00.000"
"Warren County","19181","Iowa","51466","546","Polk (Des Moines), IA - Dallas, IA","763408","7.1","9.8","110.75","Low","2022-02-24T00:00:00.000"
"Washington County","19183","Iowa","21965","545","Linn (Cedar Rapids), IA - Johnson, IA","491983","4.1","13.6","141.13","Medium","2022-02-24T00:00:00.000"
"Wayne County","19185","Iowa","6441","645","Lucas, IA - Wayne, IA","15041","2.6","19.9","326.04","High","2022-02-24T00:00:00.000"
"Webster County","19187","Iowa","35904","585","Webster, IA - Humboldt, IA","52081","11.1","19.2","158.76","Medium","2022-02-24T00:00:00.000"
"Winnebago County","19189","Iowa","10354","556","Cerro Gordo, IA - Kossuth, IA","95698","5.3","23","135.21","High","2022-02-24T00:00:00.000"
"Winneshiek County","19191","Iowa","19991","395","Winneshiek, IA","19991","8","25","145.07","High","2022-02-24T00:00:00.000"
"Woodbury County","19193","Iowa","103107","560","Woodbury (Sioux City), IA - Plymouth, IA","207500","3.7","9.6","200.76","Medium","2022-02-24T00:00:00.000"
"Worth County","19195","Iowa","7381","556","Cerro Gordo, IA - Kossuth, IA","95698","5.3","23","203.22","High","2022-02-24T00:00:00.000"
"Wright County","19197","Iowa","12562","606","Story, IA - Boone, IA","167532","3.2","7.2","71.64","Low","2022-02-24T00:00:00.000"
"Allen County","20001","Kansas","12369","601","Labette, KS - Neosho, KS","51132","6.3","25.4","137.44","High","2022-02-24T00:00:00.000"
"Anderson County","20003","Kansas","7858","624","Johnson (Overland Park), KS - Douglas, KS","792299","5.1","11.5","165.44","Medium","2022-02-24T00:00:00.000"
"Atchison County","20005","Kansas","16073","671","Atchison, KS","16073","4","0","62.22","Low","2022-02-24T00:00:00.000"
"Barber County","20007","Kansas","4427","669","Barber, KS","4427","0","0","90.35","Low","2022-02-24T00:00:00.000"
"Barton County","20009","Kansas","25779","583","Barton, KS - Pawnee, KS","38027","0.9","2.6","112.49","Low","2022-02-24T00:00:00.000"
"Bourbon County","20011","Kansas","14534","630","Crawford, KS - Bourbon, KS","63055","4.8","7.9","137.61","Low","2022-02-24T00:00:00.000"
"Brown County","20013","Kansas","9564","554","Shawnee (Topeka), KS - Riley, KS","350379","9.3","18.3","83.65","Medium","2022-02-24T00:00:00.000"
"Butler County","20015","Kansas","66911","576","Sedgwick (Wichita), KS - Butler, KS","687010","3.6","12.8","83.69","Medium","2022-02-24T00:00:00.000"
"Chase County","20017","Kansas","2648","567","Lyon, KS - Coffey, KS","50004","11.3","12","37.76","Medium","2022-02-24T00:00:00.000"
"Chautauqua County","20019","Kansas","3250","451","Washington, OK - Montgomery, KS","99212","8.2","11.1","184.62","Medium","2022-02-24T00:00:00.000"
"Cherokee County","20021","Kansas","19939","539","Jasper (Joplin), MO - Newton, MO","234094","12.4","21.4","170.52","High","2022-02-24T00:00:00.000"
"Cheyenne County","20023","Kansas","2657","636","Cheyenne, KS - Rawlins, KS","5187","3.8","38.6","0","High","2022-02-24T00:00:00.000"
"Clark County","20025","Kansas","1994","551","Ford, KS - Gray, KS","47428","4.9","12.7","100.3","Medium","2022-02-24T00:00:00.000"
"Clay County","20027","Kansas","8002","662","Clay, KS","8002","0","0","24.99","Low","2022-02-24T00:00:00.000"
"Cloud County","20029","Kansas","8786","642","Cloud, KS - Republic, KS","13422","0","14.9","182.11","Medium","2022-02-24T00:00:00.000"
"Coffey County","20031","Kansas","8179","567","Lyon, KS - Coffey, KS","50004","11.3","12","146.72","Medium","2022-02-24T00:00:00.000"
"Comanche County","20033","Kansas","1700","618","Pratt, KS - Kiowa, KS","13339","2.2","7.5","117.65","Low","2022-02-24T00:00:00.000"
"Cowley County","20035","Kansas","34908","576","Sedgwick (Wichita), KS - Butler, KS","687010","3.6","12.8","94.53","Medium","2022-02-24T00:00:00.000"
"Crawford County","20037","Kansas","38818","630","Crawford, KS - Bourbon, KS","63055","4.8","7.9","172.6","Low","2022-02-24T00:00:00.000"
"Decatur County","20039","Kansas","2827","613","Red Willow, NE - Decatur, KS","18834","5.1","15.9","282.99","High","2022-02-24T00:00:00.000"
