"the_geom","id","fac_id","bike_id","system_id","system_name","year","asofdate","fac_name","address","city","state","zipcode","cbsa_code","longitude","latitude","station_type"
"POINT (-73.949892 40.772838)","22425","NY1002809","7084.12","3","Citi Bike","2019","201912","-","-","New York","NY","10028","35620","-73.949892","40.772838","-"
"POINT (-114.3174158 43.51946952)","1751","ID8333303","-","35","MR Bike Share","2015","201512","Park and Ride River St and Bullion","110 North River Street","Hailey","ID","83333","-","-114.3174158","43.51946952","-"
"POINT (-87.597005 41.814092)","3186","IL60602379","-","60","Divvy","2015","201512","Woodlawn Ave & Lake Park Ave","Woodlawn Ave & Lake Park Ave","Chicago","IL","60602","16980","-87.597005","41.814092","-"
"POINT (-87.63206 41.890749)","18858","IL60602168","181","60","Divvy","2018","201812","LaSalle St & Illinois St","LaSalle St & Illinois St","Chicago","IL","60602","16980","-87.63206","41.890749","-"
"POINT (-74.011295 40.727714)","15020","NY1001408","5696.03","3","Citi Bike","2018","201812","-","Pier 40 - Hudson River Park","New York","NY","10014","35620","-74.011295","40.727714","-"
"POINT (-80.135871 25.767379)","15491","FL3316801","102","5","Citi Bike Miami","2018","201812","Entrance to South Pointe Park","Entrance to South Pointe Park","Miami Beach","FL","33168","33100","-80.135871","25.767379","-"
"POINT (-122.265569 37.84959497)","11225","CA9460904","168","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2017","201712","Alcatraz Ave at Shattuck Ave","Alcatraz Ave at Shattuck Ave","Oakland","CA","94609","41860","-122.265569","37.84959497","-"
"POINT (-118.1891685 33.76674363)","19128","CA9080252","1917","72","Long Beach, CA Bikeshare","2018","201812","Ocean/Long Beach Blvd","300 East Ocean Boulevard","Long Beach","CA","90802","31080","-118.1891685","33.76674363","-"
"POINT (-97.76822 30.2659)","11689","TX7874602","bcycle_austin_2574","53","Austin B-cycle","2017","201712","Zilker Park at Barton Springs & William Barton Drive","Barton Springs Rd","Austin","TX","78746","12420","-97.76822","30.2659","-"
"POINT (-80.121223 25.8642)","22718","FL3325301","316","5","Citi Bike Miami","2019","201912","79th Street Collins Ave","79th Street Collins Ave","Miami Beach","FL","33253","33100","-80.121223","25.8642","-"
"POINT (-105.26385 40.00811)","22931","CO8031001","bcycle_boulder_1855","11","Boulder B-cycle","2019","201912","Folsom & Colorado","SE corner of Folsom & Colorado","Boulder","CO","80310","14500","-105.26385","40.00811","-"
"POINT (-73.98802 40.717227)","8856","NY10007104","5374.01","3","Citi Bike","2017","201712","Norfolk St & Broome St","Norfolk St & Broome St","New York","NY","10007","35620","-73.98802","40.717227","-"
"POINT (-105.28087 40.01377)","978","CO8030220","-","11","Boulder B-cycle","2015","201512","Library @ Arapahoe","1015 Arapahoe","Boulder","CO","80302","19740","-105.28087","40.01377","-"
"POINT (-84.3600145 33.7618512)","8006","GA3030708","hub_2524","77","Relay Bike Share","2016","201612","INMAN PARK VILLAGE","250 North Highland Avenue Northeast","Atlanta","GA","30307","12060","-84.3600145","33.7618512","-"
"POINT (-74.002472 40.719392)","22119","NY1000760","5391.06","3","Citi Bike","2019","201912","Lispenard St & Broadway","Lispenard St & Broadway","New York","NY","10007","35620","-74.002472","40.719392","-"
"POINT (-74.027875 40.736937)","171","NJ0703032","-","2","Hudson Bike Share","2015","201512","Pier A Park","-","Hoboken","NJ","7030","35620","-74.027875","40.736937","-"
"POINT (-75.20177 39.95708)","5899","PA1910423","bcycle_indego_3027","43","Inde'go","2016","201612","40th Street Station MFL","3984 Market St.","Philadelphia","PA","19104","37980","-75.20177","39.95708","-"
"POINT (-71.108279 42.350406)","21522","MA0221517","A32003","1","Hubway (03/2018 re-launched as Blue Bikes)","2019","201912","-","B.U. Central - 725 Comm. Ave.","Boston","MA","2215","14460","-71.108279","42.350406","-"
"POINT (-84.17434 39.73624)","6023","OH4540903","bcycle_linkdayton_3028","47","Link Dayton B-cycle (relaunched 06/2020; stations for 2020 are those prior to re-launch)","2016","201612","RecPlex","Evanston Ave. and Kiefaber St.","Dayton","OH","45409","19380","-84.17434","39.73624","-"
"POINT (-73.9437 40.7017)","28762","NY1120612","4883.03","3","Citi Bike","2021","202112","-","-","Brooklyn","NY","11206","35620","-73.9437","40.7017","-"
"POINT (-73.974315 40.685396)","3682","NY10007143","4354.05","3","Citi Bike","2016","201612","S Portland Ave & Hanson Pl","S Portland Ave & Hanson Pl","Brooklyn","NY","10007","35620","-73.974315","40.685396","-"
"POINT (-87.713949 41.949923)","21295","IL6061805","640","60","Divvy","2018","201812","Bernard St & Elston Ave","-","Chicago","IL","60618","16980","-87.713949","41.949923","-"
"POINT (-97.39426 32.70692)","22916","TX7610705","bcycle_fortworth_2447","10","Fort Worth B-cycle","2019","201912","The Trailhead at Clearfork","Clearfork Main St.","Ft Worth","TX","76107","19100","-97.39426","32.70692","-"
"POINT (-77.135271 38.880992)","6588","VA2220505","31905","56","Capital Bikeshare","2016","201612","Kennebec St & 11th St N","Kennebec St & 11th St N","Arlington","VA","22205","47900","-77.135271","38.880992","-"
"POINT (-74.06389 40.730945)","15451","NJ0730603","JC056","3","Citi Bike","2018","201812","-","-","Jersey City","NJ","7306","35620","-74.06389","40.730945","-"
"POINT (-122.2605532 37.87511169)","11309","CA9470902","256","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2017","201712","Hearst Ave at Euclid Ave","Hearst Ave at Euclid Ave","Berkeley","CA","94709","41860","-122.2605532","37.87511169","-"
"POINT (-87.689556 41.910535)","7041","IL60602147","160","60","Divvy","2016","201612","Campbell Ave & North Ave","Campbell Ave & North Ave","Chicago","IL","60602","16980","-87.689556","41.910535","-"
"POINT (-83.005912 39.990144)","6792","OH4320103","50","58","COGO","2016","201612","High St & King Ave","High St & King Ave","Columbus","OH","43201","18140","-83.005912","39.990144","-"
"POINT (-87.648684 41.884078)","12576","IL60602102","112","60","Divvy","2017","201712","Green St & Randolph St","Green St & Randolph St","Chicago","IL","60602","16980","-87.648684","41.884078","-"
"POINT (-71.031614 42.344796)","8418","MA0221018","C32021","1","Hubway (03/2018 re-launched as Blue Bikes)","2017","201712","-","ID Building West","Boston","MA","2210","14460","-71.031614","42.344796","-"
"POINT (-122.4059504 37.79801364)","11353","CA9413108","323","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2017","201712","Broadway at Kearny","Broadway at Kearny","San Francisco","CA","94133","41860","-122.4059504","37.79801364","-"
"POINT (-86.77604 36.16491)","1212","TN3721911","-","21","Nashville B-cycle","2015","201512","Gay St. and 1st Ave. N","294 1st Ave N","Nashville","TN","37219","34980","-86.77604","36.16491","-"
"POINT (-87.639833 41.882091)","12635","IL60602161","174","60","Divvy","2017","201712","Canal St & Madison St","Canal St & Madison St","Chicago","IL","60602","16980","-87.639833","41.882091","-"
"POINT (-94.58549 39.06387)","16136","MO6411108","bcycle_kc_3705","18","Kansas City B-cycle","2018","201812","Armour & Main","2 E Armour Blvd.","Kansas City","MO","64111","28140","-94.58549","39.06387","-"
"POINT (-73.982153 40.743115)","3991","NY1001605","6164.09","3","Citi Bike","2016","201612","-","-","New York","NY","10016","35620","-73.982153","40.743115","-"
"POINT (-74.007756 40.746745)","9021","NY10007237","6306.07","3","Citi Bike","2017","201712","W 20 St & 11 Ave","W 20 St & 11 Ave","New York","NY","10007","35620","-74.007756","40.746745","-"
"POINT (-78.87435794 42.88138105)","7889","NY1420308","hub_1730","76","Reddy Bikes","2016","201612","The Buffalo Bisons at Coca-Cola Field One (Free)","275 Washington St","Buffalo","NY","14203","15380","-78.87435794","42.88138105","-"
"POINT (-83.747328 42.278286)","22615","MI4810409","bcycle_arborbike_2830","4","arborbike (was to be relaunched 2020 but status unclear as of 08/2020)","2019","201912","-","E Liberty St & S 5th Ave","Ann Arbor","MI","48104","11460","-83.747328","42.278286","-"
"POINT (-87.697474 41.903029)","12675","IL60602200","216","60","Divvy","2017","201712","California Ave & Division St","California Ave & Division St","Chicago","IL","60602","16980","-87.697474","41.903029","-"
"POINT (-73.93561 40.743)","22243","NY1110128","6151.03","3","Citi Bike","2019","201912","-","-","Long Island City","NY","11101","35620","-73.93561","40.743","-"
"POINT (-85.17814 42.33446)","6064","MI4901709","bcycle_battlecreek_3235","49","Battle Creek B-cycle","2016","201612","Kellogg Community College","450 North Ave","Battle Creek","MI","49017","12980","-85.17814","42.33446","-"
"POINT (-95.9461 41.26806)","15981","NE6810224","bcycle_heartland_4213","16","Heartland B-cycle","2018","201812","23rd & Cuming","23rd & Cuming","Omaha","NE","68102","36540","-95.9461","41.26806","-"
"POINT (-73.99239 40.737262)","15067","NY10007274","6022.04","3","Citi Bike","2018","201812","E 16 St & 5 Ave","E 16 St & 5 Ave","New York","NY","10007","35620","-73.99239","40.737262","-"
"POINT (-96.00853 41.25832)","4715","NE6813202","bcycle_heartland_1916","16","Heartland B-cycle","2016","201612","62nd & Dodge","6200 Dodge Street","Omaha","NE","68132","36540","-96.00853","41.25832","-"
"POINT (-74.0506564 40.7241765)","524","NJ0730216","-","3","Citi Bike","2015","201512","-","-","Jersey City","NJ","7302","35620","-74.0506564","40.7241765","-"
"POINT (-121.88566 37.335885)","11351","CA9512606","310","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2017","201712","San Fernando St at 4th St","San Fernando St at 4th St","San Jose","CA","95192","41860","-121.88566","37.335885","-"
"POINT (-106.4883 31.75343)","9622","TX7990106","bcycle_elpaso_3297","8","El Paso B-cycle","2017","201712","Downtown Transfer Center","630 S Santa Fe Street","El Paso","TX","79901","21340","-106.4883","31.75343","-"
"POINT (-73.940737 40.751101)","4038","NY1110119","6429.01","3","Citi Bike","2016","201612","-","-","Long Island City","NY","11101","35620","-73.940737","40.751101","-"
"POINT (-116.2085295 43.64245753)","16882","ID8370301","hub_1680","36","Boise Green Bike","2018","201812","Highlands Hollow","2493-2551 North Harrison Hollow Lane","Boise","ID","83703","14260","-116.2085295","43.64245753","-"
"POINT (-87.70528 41.909769)","12950","IL60602470","509","60","Divvy","2017","201712","Troy St & North Ave","Troy St & North Ave","Chicago","IL","60602","16980","-87.70528","41.909769","-"
"POINT (-78.88316631 42.91305166)","7887","NY1421301","hub_1728","76","Reddy Bikes","2016","201612","Essex Street Pub","Rhode Island Street","Buffalo","NY","14213","15380","-78.88316631","42.91305166","-"
"POINT (-89.42876 43.05712)","1159","WI5370618","-","20","Madison B-cycle","2015","201512","-","701 Knickerbocker St.","Madison","WI","53706","31540","-89.42876","43.05712","-"
"POINT (-77.0037 38.8763)","2310","DC2054801","-","56","Capital Bikeshare","2015","201512","M St & New Jersey Ave SE","M St & New Jersey Ave SE","Washington","DC","20548","47900","-77.0037","38.8763","-"
"POINT (-77.069275 38.846222)","2513","VA2070401","-","56","Capital Bikeshare","2015","201512","28th St S & S Meade St","28th St S & S Meade St","Arlington","VA","20704","47900","-77.069275","38.846222","-"
"POINT (-73.95772073 40.77862688)","583","NY1002805","-","3","Citi Bike","2015","201512","-","-","New York","NY","10028","35620","-73.95772073","40.77862688","-"
"POINT (-87.64664 41.87184)","2977","IL6060298","-","60","Divvy","2015","201512","Halsted St & Polk St","Halsted St & Polk St","Chicago","IL","60602","16980","-87.64664","41.87184","-"
"POINT (-79.93609361 32.7892855)","19714","SC2940302","2296","84","Holy Spokes","2018","201812","Visitor's Center","367 Meeting Street","Charleston","SC","29403","16700","-79.93609361","32.7892855","-"
"POINT (-116.1977336 43.61353451)","10796","ID8370236","hub_3468","36","Boise Green Bike","2017","201712","St Luke's, Healthy U","325 West Idaho Street","Boise","ID","83702","14260","-116.1977336","43.61353451","-"
"POINT (-80.136329 25.783657)","763","FL3319801","-","5","Citi Bike Miami","2015","201512","Meridian Ave 13th Street (Flamingo Park)","Meridian Ave 13th Street (Flamingo Park)","Miami","FL","33198","33100","-80.136329","25.783657","-"
"POINT (-80.233244 25.732522)","4377","FL3313003","606","5","Citi Bike Miami","2016","201612","S Bayshor Dr Aviation Ave","S Bayshor Dr Aviation Ave","Miami","FL","33130","33100","-80.233244","25.732522","-"
"POINT (-77.027976 38.967505)","12031","DC2001202","31414","56","Capital Bikeshare","2017","201712","Georgia Ave & Piney Branch Rd NW","Georgia Ave & Piney Branch Rd NW","Washington","DC","20012","47900","-77.027976","38.967505","-"
"POINT (-80.3701 27.2459)","21354","FL3495301","-","138","St Lucie County","2018","201812","Whispering Pines","-","Port St Lucie","FL","34953","38940","-80.3701","27.2459","-"
"POINT (-76.9784 38.865784)","6577","DC2056401","31804","56","Capital Bikeshare","2016","201612","Anacostia Library","Anacostia Library","Washington","DC","20564","47900","-76.9784","38.865784","-"
"POINT (-95.6232659 39.04419042)","23952","KS6660717","hub_5320","34","Topeka Metro Bikes","2019","201912","Bus stop at 6th and rice road","3444 Southeast 6th Avenue","Topeka","KS","66607","45820","-95.6232659","39.04419042","-"
"POINT (-87.696704 41.900363)","7478","IL6062207","622","60","Divvy","2016","201612","California Ave & Cortez St","California Ave & Cortez St","Chicago","IL","60622","16980","-87.696704","41.900363","-"
"POINT (-93.242891 44.972404)","10300","MN5545506","30195","25","Nice Ride Minnesota (became partially dockless in 2018)","2017","201712","-","Willey Hall","Minneapolis","MN","55455","33460","-93.242891","44.972404","-"
"POINT (-87.648043 41.954383)","3073","IL60602236","-","60","Divvy","2015","201512","Pine Grove Ave & Irving Park Rd","Pine Grove Ave & Irving Park Rd","Chicago","IL","60602","16980","-87.648043","41.954383","-"
"POINT (-78.78878742 43.00089075)","7906","NY1426003","hub_1758","76","Reddy Bikes","2016","201612","Norton Hall","Putnam Way","Buffalo","NY","14260","15380","-78.78878742","43.00089075","-"
"POINT (-77.0682 38.916442)","18153","DC2058801","31226","56","Capital Bikeshare","2018","201812","34th St & Wisconsin Ave NW","34th St & Wisconsin Ave NW","Washington","DC","20588","47900","-77.0682","38.916442","-"
"POINT (-104.973375 39.743404)","15699","CO8021802","bcycle_denver_2310","7","Denver B-cycle","2018","201812","-","17th and Downing","Denver","CO","80218","19740","-104.973375","39.743404","-"
"POINT (-73.997203 40.721816)","8884","NY1000720","5492.05","3","Citi Bike","2017","201712","Cleveland Pl & Spring St","Cleveland Pl & Spring St","New York","NY","10007","35620","-73.997203","40.721816","-"
"POINT (-80.129287 25.792316)","15548","FL3322301","181","5","Citi Bike Miami","2018","201812","17th Street Collins Ave","17th Street Collins Ave","Miami Beach","FL","33223","33100","-80.129287","25.792316","-"
"POINT (-74.00552427 40.71146364)","14896","NY1003808","5137.1","3","Citi Bike","2018","201812","-","Spruce St & Nassau St","New York","NY","10038","35620","-74.00552427","40.71146364","-"
"POINT (-71.0441 42.3475)","8451","MA0221014","D32018","1","Hubway (03/2018 re-launched as Blue Bikes)","2017","201712","-","Boston Convention & Exhibition Center","Boston","MA","2210","14460","-71.0441","42.3475","-"
"POINT (-117.161676 32.747849)","12427","CA9210303","93","59","DiscoverBike (was DecoBike in 2016 and 2017)","2017","201712","-","3845 4th Ave. (university and 4th Ave)","San Diego","CA","92103","41740","-117.161676","32.747849","-"
"POINT (-80.83517 35.21327)","15860","NC2820402","bcycle_charlotte_2099","13","Charlotte B-cycle","2018","201812","-","722 Charlottetowne Ave.","Charlotte","NC","28204","16740","-80.83517","35.21327","-"
"POINT (-104.999844 39.730467)","9574","CO8020405","bcycle_denver_2068","7","Denver B-cycle","2017","201712","-","9th and Santa Fe","Denver","CO","80204","19740","-104.999844","39.730467","-"
"POINT (-73.9534573 40.7449067)","15099","NY1110142","6212.08","3","Citi Bike","2018","201812","-","Vernon Blvd & 47 Rd","Long Island City","NY","11101","35620","-73.9534573","40.7449067","-"
"POINT (-118.494603 34.00908947)","1925","CA9040118","-","39","Breeze","2015","201512","#81 Muscle Beach (Virtual Station)","1-19 Arcadia Terrace","Santa Monica","CA","90401","31100","-118.494603","34.00908947","-"
