"id","address","latitude","longitude","status","submit_date","issue_date","owner_occupied","construction_type","building_use","roofing_material","dwelling_units","condo_association","firm_name","roof_work_description","proposed_work_description","demolition_description","dumpster_license_number","licensed_class","debris_removal_date","debris_removal_location","roof_deck_insulation_removal","layers_of_roof_covering","temporary_dumpster_count","deck_insulation_tapered","roof_structure_slope","license_expiration_date","license_number","method_of_removal","description_other","roof_covering_classification","above_deck_insulation","type_of_demolition","photovoltaic_products","flashing_installation","temporary_dumpster_permit","building_cost","geocoded_column"
"165752","1238 Massachusetts Ave, Cambridge, MA 02138","42.3724","-71.1159","Complete","2022-03-11T00:00:00.000","2022-03-21T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Other / Mixed",,"false","FRS Roofing Inc","<span style=""color: rgb(119, 119, 119); font-family: Roboto, sans-serif; font-size: 12px; font-style: italic; font-variant-ligatures: no-common-ligatures; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; ","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","strip and re roof&nbsp;","","Construction Supervisor","2022-07-11T00:00:00.000","Resource ","false",,,,"true","2023-05-25T00:00:00.000","CS-107602","Minimal","Rubber Roof","","","Exterior demolition in work area only.","true","true",,"14999","(42.372362, -71.115943)"
"167006","6 Second St, Cambridge, MA 02141","42.3713","-71.0784","Complete","2022-03-18T00:00:00.000","2022-03-21T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","RB Farina Roofing & Construction","Full Roof Replacement - EPDM Membrane - 01 square(s) of new 60 mil EPDM Membrane installation.<br>Tempered Insullation<br>(See attached contract for additional information)","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-08-24T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"true","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","","","No demolition required","false","false",,"2100","(42.371315, -71.078422)"
"166117","132 Pearl St, Cambridge, MA 02139","42.3616","-71.1059","Active","2022-03-14T00:00:00.000","2022-03-17T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","RB Farina Roofing","Roof Replacement - Installation of 14 square(s) of Architectural Shingles<br>Install new downspouts<br>Install 9 linear feet of new 5&quot; Copper Gutter Screen for K-Style;<br>Install with Copper Screws.<br>(see attached contract for further details)","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-04-15T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","","","No demolition required","false","false",,"11930","(42.361572, -71.105907)"
"166213","223 Charles St, Cambridge, MA 02141","42.3683","-71.0849","Active","2022-03-13T00:00:00.000","2022-03-17T00:00:00.000","false","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","Mcdonagh construction services ","1&rdquo; iso insulation attached by plates and 3 1/2&rdquo; screws, epdm 060 rubber glued with 6&rdquo; seams.&nbsp;","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Strip of roofing material&nbsp;","0000","Home Improvement Contractor","2022-03-26T00:00:00.000","Jp noonan ","true",,,"false","true","2023-09-22T00:00:00.000","196769","Dumpster","","","6.5","Exterior demolition in work area only.","false","false","false","24800","(42.368266, -71.084931)"
"166349","6 Arcadia St, Cambridge, MA 02140","42.3839","-71.1145","Complete","2022-03-15T00:00:00.000","2022-03-17T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","RB Farina Roofing & Construction","EPDM Rubber Roof Replacement - completion of 12.5 square(s) of new 60 mil EPDM Rubber Roof Membrane installation - Carlisle SynTec Systems.<br>Flat Roof Drain Replacement (Water Stop)<br>Skylight Removal / Plywood Patch<br>(See attached contract for any a","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-04-15T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"true","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","","","No demolition required","false","false",,"15170","(42.383897, -71.114471)"
"166450","94 Park Ave, Cambridge, MA 02138","42.3769","-71.1501","Complete","2022-03-15T00:00:00.000","2022-03-16T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Viola Roofing and Contracting","Strip and re-roof 25 sq. asphalt shingles","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","strip and re-roof","","Construction Supervisor","2022-04-30T00:00:00.000","Trojan Recycling","false",,,,"false","2023-10-23T00:00:00.000","CS-107638","Daily Removal","","","","Exterior demolition in work area only.","false","false",,"11700","(42.376881, -71.150145)"
"164543","5 Healey St, Cambridge, MA 02138","42.3801","-71.1284","Complete","2022-03-02T00:00:00.000","2022-03-16T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Innovative Contracting Services","remove existing shingles and replace with Certainteed landmark pro shingles","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","removing existing shingles","","Construction Supervisor","2022-03-31T00:00:00.000","Ez Disposal","false",,"1",,"false","2022-03-30T00:00:00.000","CS-080815","Dumpster","","","","Exterior demolition in work area only.","false","false","true","15700","(42.380127, -71.128408)"
"166258","24 Locke St, Cambridge, MA 02140","42.3967","-71.1272","Complete","2022-03-15T00:00:00.000","2022-03-15T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","Joseph S. Savini Inc.","Remove shingles, install ice and water shield, install roof underlayment, and install new asphalt shingles","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Removal of roofing shingles","","Construction Supervisor","2022-03-22T00:00:00.000","101 Gerard Street Roxbury, MA by dumptruck","false",,,,"false","2023-07-22T00:00:00.000","CS-036954","Daily Removal","","","","Exterior demolition in work area only.","false","false",,"3995","(42.396667, -71.12718)"
"164843","49 Trowbridge St, Unit 2, Cambridge, MA 02138","42.3727","-71.1113","Complete","2022-03-04T00:00:00.000","2022-03-10T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"true","Pann Home Services ","Removal of an existing roof deck, existing membrane and exisiting iso board. Replacement of iso board using screws with washers, replacement of mambrane to be glued down, installtion of new edge flashing&nbsp;","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Removal of existing roof deck, failed rubber membrane and iso board&nbsp;","","Construction Supervisor","2022-05-31T00:00:00.000","Shop Dumpster at 247 Salem St. Woburn ","false",,,,"true","2023-07-22T00:00:00.000","CS-032952","Daily Removal","","","","Exterior demolition in work area only.","false","true",,"35908.99","(42.37271, -71.111342)"
"165326","26 Oxford St, Cambridge, MA 02138","42.3787","-71.1158","Complete","2022-03-08T00:00:00.000","2022-03-09T00:00:00.000",,"Steel/Concrete, Non-Combustible (Type I/II)","Commercial / Mixed Use","Membrane",,"false","WS Aiken LLC","Remove the existing roof assembly (consists of 2 to 3 roof systems) down to the concrete deck and dispose of properly<br>Prep and prime the concrete deck<br>Apply a self adhered vapor barrier to the deck<br>Install min R-30 insulation tapered to the drain","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Remove the existing roof assembly (consists of 2 to 3 roof systems) down to the concrete deck and dispose of<br>properly","","Construction Supervisor","2022-03-18T00:00:00.000","203 E. Main St., Georgetown, MA 01833","true",,,"true","true","2024-12-01T00:00:00.000","CS-116084","Daily Removal","","Class A","R-30","Exterior demolition in work area only.","false","false",,"59800","(42.378695, -71.115809)"
"165375","201 Harvard St, Cambridge, MA 02139","42.3672","-71.0982","Complete","2022-03-09T00:00:00.000","2022-03-09T00:00:00.000","false","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Asphalt Shingle","4","false","Hickey Company LLC","Strip roof shingles from all roofs. Install ice/water, synthetic underlay, alum. drip edge, arch. shingles, ridge vent. Debris removed via Courtney container.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","strip roof shingles","","Construction Supervisor","2022-03-31T00:00:00.000","Courtney Container","false",,,,"false","2023-10-17T00:00:00.000","CS-081034","Container","","Class A","","Exterior demolition in work area only.","false","false",,"21450","(42.367183, -71.098172)"
"164742","107 Walker St, Cambridge, MA 02138","42.3819","-71.1234","Complete","2022-03-03T00:00:00.000","2022-03-07T00:00:00.000",,"Wood (Type (IV/V)","Commercial / Mixed Use","Slate Shingle",,"false","WS Aiken LLC","<br><ol><li>Access shingle roof areas with staging</li><li>Protect siding and grounds below with tarp systems</li><li>Remove existing shingle system down to the roof deck and dispose of properly</li><li>&nbsp;Rebuild roof deck at bay window</li><li>Instal","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Remove shingle system down to the deck","","Construction Supervisor","2022-05-23T00:00:00.000","20 Railroad St., Revere, MA 02151/E-Z Disposal","false",,"1",,"false","2024-12-01T00:00:00.000","CS-116084","Dumpster","","Class A","","Exterior demolition in work area only.","false","true","true","301714","(42.381912, -71.123448)"
"162640","82 Ellery St, Cambridge, MA 02138","42.3733","-71.1092","Complete","2022-02-11T00:00:00.000","2022-02-28T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Other / Mixed",,"true","RB Farina Roofing & Construction","Roof Replacement - Architectural Shingles: Installation of 15 square(s) of Architectural Shingles &nbsp;top main roof and front porch entrance only not the Mansard area - &nbsp;Removal of existing shingles (up to 2 layers) and underlayments in order to ex","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-03-12T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2024-02-11T00:00:00.000","CS-114674","Daily Removal","EPDM Membrane / Architectural Shingles","","","No demolition required","false","false",,"24775","(42.373253, -71.109217)"
"163415","23 Buena Vista Pk, Cambridge, MA 02140","42.388","-71.1246","Complete","2022-02-18T00:00:00.000","2022-02-28T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Other / Mixed",,"false","RB Farina Roofing","Skylight Replacement - Velux Deck-Mounted VS S06 Vented &quot;Fresh Air&quot;<br>&bull; Remove existing shingles and flashing around the existing skylight;<br>&bull; Remove existing skylight;<br>&bull; Reinforce the rafters and frame around to receive the","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-03-24T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2024-02-11T00:00:00.000","CS-114674","Daily Removal","Skylight","","","No demolition required","false","false",,"3721","(42.388006, -71.124593)"
"163483","341 Broadway, Cambridge, MA 02139","42.3702","-71.1027","Complete","2022-02-18T00:00:00.000","2022-02-28T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","RB Farina Roofing & Construction","Back Porch Roof Replacement - EPDM Rubber Membrane<br>&bull; Remove the screws attaching the ladder to the roof;<br>&bull; Remove the second access ladder unscrewing from the wall;<br>&bull; Remove approximately 2 feet of siding in order the proper flashi","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-08-24T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","","","No demolition required","false","false",,"4510","(42.370177, -71.102745)"
"162942","26 Corporal Mcternan St, Cambridge, MA 02139","42.3613","-71.1084","Complete","2022-02-15T00:00:00.000","2022-02-28T00:00:00.000",,"Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Slate Shingle","6","false","RB Farina Roofing & Construction","Roof Repair - Slate Roof Repair<br>&bull; Removal of existing damaged slate (up to 20 slate);<br>&bull; Installation New Slate (up to 20);<br>&bull; Install properly the Loses Slate;<br>&bull; Seal the Pipe Flange;<br>&bull; Complete clean-up and removal ","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-03-19T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","Class A","","No demolition required","false","false",,"2577","(42.361291, -71.108435)"
"163794","52 Sacramento St, Cambridge, MA 02138","42.3825","-71.1146","Complete","2022-02-23T00:00:00.000","2022-02-28T00:00:00.000","true","Steel/Concrete, Non-Combustible (Type I/II)","One or Two Family Dwelling","Asphalt Shingle",,"false","Solid State Construction","Remove current asphalt shingles, install ice and water shield using pneumatic nailer and 1 1/2 galvanized nails","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-03-13T00:00:00.000","Superior waste Facility- 2 Kansas Street Worcester MA","false",,"1",,"false","2024-02-07T00:00:00.000","CS-096770","Dumpster","","","","No demolition required","false","false","true","21377","(42.382479, -71.114628)"
"163555","91 Hampshire St, Cambridge, MA 02141","42.369","-71.0948","Complete","2022-02-21T00:00:00.000","2022-02-28T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","RB Farina Roofing & Construction","<span style='color: rgb(51, 51, 51); font-family: ""Benton Sans"", sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-inde","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-03-26T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"true","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","","","No demolition required","false","false",,"17320","(42.368962, -71.094832)"
