"county","site_code","lake_name","station","easting","northing","topo_map","mapbook","volume__m3","area_surface","maximum_de","mean_depth","less_than","shoreline","flushing_rate","headwater","assessment","sample_depth","thermoclin","surface_temp","temperature","oxygen","bottom_disc","secchi_disc","turbidity","jtu_turbid","colour","unknown","relative","conductivity","hardness","alkalinity","ph","aluminum","calcium_mg","chloride","copper__mg","iron__mg","manganese","potassium","sodium__mg","sulphate","zinc__mg_l","nitrogen_t","nitrate","ammonia","total_phosphate","ortho_phos","silica__mg","diss_solid","suspended","organic","dissolved_ox","chlorophyl","pheophytin","lab","collector","agency","data_id","notes","alt_name"
"Halifax","55","CONROD",,"479392","4957840","11D14","59X5","7330400","119.5","27.4","6.1","71.2","2.6","3.2","No","2017-08-22T00:00:00.000","25","B","24.4","5.4","8.73","8.87","2.05","0.66",,"72.8",,,"23.1",,"1","4.9","0.265","0.6","1","0.002","0.255","0.025","0.5","2.6","1","0.005","0.23","0.02","0.03","0.011",,"3.8",,,"6.9",,,,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"CONROD Chezzetcook R."
"Digby","966","PROVOST",,"272599","4914770","21A05","71W3","1057810","33.8","9","3.1","33.3","2.5","1.8","Yes","2016-08-31T00:00:00.000","0","S","23.9","15.9","7.18","0.74","2.4","1.24",,"29",,,"33.6","4.5","1.3","6.3","0.097","0.8","6.2","0.002","0.283","0.054","0.5","4.1","2.8","0.005","0.27","0.01","0.03","0.016","0.004","1",,,"5",,"9.83",,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"PROVOST Sissiboo R."
"Digby","966","PROVOST",,"272599","4914770","21A05","71W3","1057810","33.8","9","3.1","33.3","2.5","1.8","Yes","2016-08-31T00:00:00.000","4.8","T","23.9","15.9","7.18","0.74","2.4","1.67",,"30.4",,,"33.7","4.5","1.3","6.3","0.113","0.8","6.4","0.002","0.338","0.00060","0.5","4.1","2.6","0.005","0.27","0.01","0.04","0.018","0.005","1",,,"5.1",,"1.52",,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"PROVOST Sissiboo R."
"Digby","966","PROVOST",,"272599","4914770","21A05","71W3","1057810","33.8","9","3.1","33.3","2.5","1.8","Yes","2016-08-31T00:00:00.000","6.5","B","23.9","15.9","7.18","0.74","2.4","2.83",,"39.6",,,,"4.7","1.9","6.5","0.138","0.9","6.4","0.002","0.767","0.14","0.5","4.1","2.6","0.005","0.36","0.01","0.11","0.022","0.006","1",,,"5.4",,,,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"PROVOST Sissiboo R."
"Digby","969","NOWLANS",,"265977","4910720","21A05","71V4","925834","28.4","8","3.3","27.6","2.1",,"Yes","2016-08-31T00:00:00.000","0","S","23.1","16.2","8.17","0.73","0.85","15.1",,"14.7",,,"65.4","12.6","9.9","7.4","0.015","2.9","11","0.002","0.173","0.093","1.5","7.1","1.3","0.005",,"0.01","0.01","0.548","0.515","2",,,"6.3",,"78.2",,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"NOWLANS Meteghan R."
"Digby","969","NOWLANS",,"265977","4910720","21A05","71V4","925834","28.4","8","3.3","27.6","2.1",,"Yes","2016-08-31T00:00:00.000","1.7","T","23.1","16.2","8.17","0.73","0.85","14.2",,"15.9",,,"65.4","12.6","9.9","7.3","0.015","2.9","11.1","0.002","0.21","0.096","1.5","7","1.5","0.005",,"0.01","0.02","0.564","0.535","2",,,"6.4",,"69.6",,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"NOWLANS Meteghan R."
"Digby","969","NOWLANS",,"265977","4910720","21A05","71V4","925834","28.4","8","3.3","27.6","2.1",,"Yes","2016-08-31T00:00:00.000","6.5","B","23.1","16.2","8.17","0.73","0.85","37.2",,"130",,,"121","21.5","38.3","7.3","0.036","5.8","10.7","0.002","11.99","1.705","2.1","7","1","0.005","5.6","0.01","3.91","4.18","3.73","3.4",,,"11.1",,,,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"NOWLANS Meteghan R."
"Digby","84","PORCUPINE",,"265320","4906310","21A05","71V5","1410041","146.9","13","1","0","2.2",,"Unknown","2016-08-30T00:00:00.000","0","S","22.6","12.5","7.45","0.65","2.3","0.8",,"29.7",,,"41.6","7","3.1","6.8","0.031","1.3","7.6","0.002","0.307","0.031","0.6","4.9","2.6","0.005","0.29","0.01","0.02","0.017","0.004","2.1",,,"4.9",,"4.54",,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"PORCUPINE Tusket R."
"Digby","84","PORCUPINE",,"265320","4906310","21A05","71V5","1410041","146.9","13","1","0","2.2",,"Unknown","2016-08-30T00:00:00.000","4.6","T","22.6","12.5","7.45","0.65","2.3","0.94",,"31.4",,,"41.5","6.7","3.1","6.8","0.032","1.2","7.6","0.002","0.352","0.047","0.6","4.9","2.6","0.005","0.22","0.01","0.01","0.019","0.007","2.2",,,"4.7",,"1.86",,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"PORCUPINE Tusket R."
"Digby","84","PORCUPINE",,"265320","4906310","21A05","71V5","1410041","146.9","13","1","0","2.2",,"Unknown","2016-08-30T00:00:00.000","8.5","B","22.6","12.5","7.45","0.65","2.3","15.5",,"47.8",,,"47.6","7.9","6.8","7","0.086","1.7","7.2","0.02","2.602","0.848","0.6","4.8","2.4","0.005","0.44","0.01","0.22","0.056","0.034","3",,,"6",,,,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"PORCUPINE Tusket R."
"Digby","161","PLACIDES",,"265860","4908310","21A05","71V5","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","2016-08-30T00:00:00.000","0","S","22.1","16","8.5","0.9","1.4","3.15",,"66.2",,,"59.4","9.8","4.5","6.9","0.063","1.8","10.5","0.002","0.476","0.063","1.2","7","3.6","0.005","0.38","0.01","0.02","0.621","0.57",,,,"7.7",,"17.7",,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"PLACIDES Tusket R."
"Digby","161","PLACIDES",,"265860","4908310","21A05","71V5","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","2016-08-30T00:00:00.000","2.8","T","22.1","16","8.5","0.9","1.4","2.89",,"65.8",,,"59.4","9.4","4.8","6.9","0.065","1.8","10.6","0.002","0.475","0.062","1.2","6.9","3.6","0.005","0.38","0.01","0.02","0.627","0.575","1",,,"7.9",,"12.4",,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"PLACIDES Tusket R."
"Digby","161","PLACIDES",,"265860","4908310","21A05","71V5","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","2016-08-30T00:00:00.000","5.5","B","22.1","16","8.5","0.9","1.4","18.4",,"148",,,"80.5","18","17.1","7.2","0.124","4.4","10.1","0.002","5.696","0.908","1.6","6.8","2.1","0.005","1.47","0.01","0.85","3.02","2.78","4.8",,,"10.3",,,,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"PLACIDES Tusket R."
"Richmond","1","UIST",,"689002","5074350","11F15","23Z5",,"280","24",,"0","2.2",,"Unknown","2016-08-18T00:00:00.000","0","S","20.6","11.8","6.71","3.25","4.35","0.44",,"15.4",,,"47.1","13.9","7.2","7","0.029","4.4","5","0.002","0.05","0.006","0.5","3.3","4.7","0.005","0.13","0.01","0.01","0.004","0.003","1.4",,,"4.2",,"2.35",,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"UIST Grand R."
"Richmond","1","UIST",,"689002","5074350","11F15","23Z5",,"280","24",,"0","2.2",,"Unknown","2016-08-18T00:00:00.000","12","T","20.6","11.8","6.71","3.25","4.35","0.34",,"16.2",,,"47.3","13.9","6.9","7","0.033","4.4","5.2","0.002","0.05","0.005","0.5","3.3","5.1","0.005","0.13","0.01","0.01","0.004","0.003","1.7",,,"3.6",,"0.85",,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"UIST Grand R."
"Richmond","1","UIST",,"689002","5074350","11F15","23Z5",,"280","24",,"0","2.2",,"Unknown","2016-08-18T00:00:00.000","23","B","20.6","11.8","6.71","3.25","4.35","0.12",,"18.2",,,"49.5","14.1","7.9","7","0.045","4.5","5.2","0.002","0.08","0.102","0.5","3.2","5","0.005","0.21","0.05","0.03","0.007","0.004","2.4",,,"3.3",,,,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"UIST Grand R."
"Richmond","2","LOCH LOMOND (SOUTH)",,"686513","5069492","11F15","23Z5","6818653","210.4","19","3.2","176","3","7.2","No","2016-08-18T00:00:00.000","0","S","20.7","10.4","7.3","3.41","3.1","0.64",,"23.8",,,"47.3","13.9","5.3","6.9","0.043","4.4","4.8","0.002","0.05","0.014","0.5","3.1","6.8","0.005","0.16","0.01","0.002","0.004","0.002","1",,,"5.2",,"2.32",,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"LOCH LOMOND (SOUTH) Grand R."
"Richmond","2","LOCH LOMOND (SOUTH)",,"686513","5069492","11F15","23Z5","6818653","210.4","19","3.2","176","3","7.2","No","2016-08-18T00:00:00.000","9","T","20.7","10.4","7.3","3.41","3.1","0.54",,"45.2",,,"40.9","12.1","4","6.6","0.098","3.7","4.4","0.002","0.064","0.015","0.5","3","5.9","0.005","0.2","0.01","0.01","0.006","0.002","1.3",,,"6.8",,"0.85",,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"LOCH LOMOND (SOUTH) Grand R."
"Richmond","2","LOCH LOMOND (SOUTH)",,"686513","5069492","11F15","23Z5","6818653","210.4","19","3.2","176","3","7.2","No","2016-08-18T00:00:00.000","17","B","20.7","10.4","7.3","3.41","3.1","0.71",,"31.8",,,"48.2","13.4","5.1","6.7","0.088","4.2","5","0.002","0.183","0.195","0.5","3.1","6.3","0.005","0.25","0.05","0.04","0.008","0.004","2",,,"4.7",,,,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"LOCH LOMOND (SOUTH) Grand R."
"Halifax","155","PORTERS",,"475275","4951100","11D14","24C4","92,536,957","1,651.10","23",,"1,037.50","5",,"N","1992-10-19T00:00:00.000","0","S","14.5","13","5.5","6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ralph Heighton","NS Dept. of Fisheries","FI",,"PORTERS Porters Lake"
"Richmond","17","LOCH LOMOND (NORTH)",,"688861","5072111","11F15","23Z5","6818653","210.4","19","3.2","176","3","7.2","No","2016-08-18T00:00:00.000","0","S","20.6","9.4","8.09","2.25","2.75","0.65",,"23.8",,,"61.7","20.2","7.2","7","0.046","6.6","5","0.002","0.05","0.021","0.5","3.2","11","0.005","0.18","0.01","0.01","0.005","0.002","1",,,"5.5",,"2.45",,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"LOCH LOMOND (NORTH) Grand R."
"Richmond","17","LOCH LOMOND (NORTH)",,"688861","5072111","11F15","23Z5","6818653","210.4","19","3.2","176","3","7.2","No","2016-08-18T00:00:00.000","10","T","20.6","9.4","8.09","2.25","2.75","0.91",,"28.1",,,"73.5","24.2","7.3","6.9","0.054","7.9","5.2","0.002","0.05","0.0011","0.5","3.5","14.7","0.005","0.18","0.02","0.01","0.006","0.002","1.2",,,"4.7",,"0.85",,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"LOCH LOMOND (NORTH) Grand R."
"Richmond","17","LOCH LOMOND (NORTH)",,"688861","5072111","11F15","23Z5","6818653","210.4","19","3.2","176","3","7.2","No","2016-08-18T00:00:00.000","20","B","20.6","9.4","8.09","2.25","2.75","1.47",,"28.6",,,"59","18.4","7.2","6.9","0.084","5.9","5.2","0.002","0.132","0.9","0.5","3.3","9","0.005","0.25","0.06","0.04","0.008","0.003","1.8",,,"4.2",,,,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"LOCH LOMOND (NORTH) Grand R."
"Annapolis","6","ALMA",,"332331","4942630","21A11","64Y3","9085074","276.7","8","3.3","276.2","3.4","7","No","2016-07-07T00:00:00.000","0","S",,,,,,"0.83",,"69.6",,,"19.6",,"1.2","5.8","0.191","0.7",,"0.002","0.119","0.5","0.5","2.4","1","0.005","0.19","0.01","0.01","0.007","0.002","1",,,"6.7",,"4",,"Nova Scotia Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"ALMA Medway R."
"Annapolis","6","ALMA",,"332331","4942630","21A11","64Y3","9085074","276.7","8","3.3","276.2","3.4","7","No","2016-07-07T00:00:00.000","9","B",,,,,,"5.61",,"141",,,"21.2",,"1.3","5.7","0.452","0.7",,"0.002","2.64","0.0054","0.5","2.4","1","0.005","0.53","0.01","0.16","0.07","0.04","5.4",,,"12",,,,"Nova Scotia Health Authority","bowencw","NS Department of Lands and Forests",,,"ALMA Medway R."
"Digby","84","PORCUPINE",,"265320","4906310","21A05","71V5","1410041","146.9","13","1","0","2.2",,"Unknown","2015-08-26T00:00:00.000","0","S","25.5","8.3","6.59","1.19","1.9","0.98",,"53.2",,,"41","7","2.6","6.7","0.031","1.3","7.5","0.002","0.219","0.034","0.6","5","2.5","0.005","0.24","0.01","0.01","0.016","0.003","1.3",,,"5.9",,"7.3",,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PORCUPINE Tusket R."
"Digby","84","PORCUPINE",,"265320","4906310","21A05","71V5","1410041","146.9","13","1","0","2.2",,"Unknown","2015-08-26T00:00:00.000","6","T","25.5","8.3","6.59","1.19","1.9","4.08",,"102",,,"46.9","8.4","5.5","6.9","0.063","1.7","7.5","0.002","1.167","0.98","0.6","5","2.5","0.005","0.22","0.01","0.02","0.023","0.008","4.1",,,"6",,"3.3",,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PORCUPINE Tusket R."
"Digby","84","PORCUPINE",,"265320","4906310","21A05","71V5","1410041","146.9","13","1","0","2.2",,"Unknown","2015-08-26T00:00:00.000","11","B","25.5","8.3","6.59","1.19","1.9","4.19",,"102",,,"51.2","7.9","5.4","6.9","0.096","1.7","8.2","0.002","1.341","0.84","0.6","5.1","2.4","0.005","0.61","0.14","0.25","0.062","0.039","6.1",,,"5.6",,,,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PORCUPINE Tusket R."
"Digby","161","PLACIDES",,"265860","4908310","21A05","71V5","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","2015-08-26T00:00:00.000","0","S","25.9","12.9","6.18","0.98","0.95","3.3",,"126",,,"54.1","9.2","3.8","6.8","0.064","1.7","9.2","0.002","0.627","0.078","1.2","6.5","2.6","0.005","0.5","0.01","0.03","0.698","0.592","1",,,"10.7",,,,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PLACIDES Tusket R."
"Digby","161","PLACIDES",,"265860","4908310","21A05","71V5","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","2015-08-26T00:00:00.000","3","T","25.9","12.9","6.18","0.98","0.95","12.3",,"259",,,"91.8","16","9.6","7","0.184","3.6","11.1","0.002","1.696","0.37","2.7","8.2","6.2","0.01","2.7","0.47","1.08","1.5","1.03","3.6",,,"14",,"10",,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PLACIDES Tusket R."
"Digby","161","PLACIDES",,"265860","4908310","21A05","71V5","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","2015-08-26T00:00:00.000","6.5","B","25.9","12.9","6.18","0.98","0.95","4.59",,"291",,,"82.2","17.5","22.1","7.2","0.242","4.2","8.4","0.002","7.857","0.63","1.8","6.4","1","0.005","2.8","0.01","1.96","4.32","4.06","5.9",,,"17.1",,,,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PLACIDES Tusket R."
"Digby","966","PROVOST",,"272599","4914770","21A05","71W3","1057810","33.8","9","3.1","33.3","2.5","1.8","Yes","2015-08-25T00:00:00.000","0","S","28.7","13.6","6.23","0.86","2.65","0.76",,"42.1",,,"33","5.1","1.6","6.4","0.084","0.9","6.3","0.002","0.231","0.3","0.5","4.3","2.2","0.005","0.25","0.01","0.01","0.016","0.002","1",,,"6.3",,"4.8",,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PROVOST Sissiboo R."
"Digby","966","PROVOST",,"272599","4914770","21A05","71W3","1057810","33.8","9","3.1","33.3","2.5","1.8","Yes","2015-08-25T00:00:00.000","5","T","28.7","13.6","6.23","0.86","2.65","11.6",,"213",,,"40.8","5.9","5.8","6.9","0.178","1.2","6.2","0.002","3.742","0.627","0.6","4.3","13","0.005","0.86","0.01","0.42","0.042","0.012","2.7",,,"8.5",,"12",,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PROVOST Sissiboo R."
"Digby","966","PROVOST",,"272599","4914770","21A05","71W3","1057810","33.8","9","3.1","33.3","2.5","1.8","Yes","2015-08-25T00:00:00.000","8","B","28.7","13.6","6.23","0.86","2.65","17.4",,"372",,,"45.8","6.8","8.9","7","0.393","1.4","6.2","0.002","6.801","0.576","0.7","4.3","1","0.005","1.51","0.01","0.96","0.091","0.045","4.6",,,"11.9",,,,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PROVOST Sissiboo R."
"Digby","969","NOWLANS",,"265977","4910720","21A05","71V4","925834","28.4","8","3.3","27.6","2.1",,"Yes","2015-08-25T00:00:00.000","0","S","28.5","18.2","7.82","0.72","0.625","23.2",,"58.9",,,"68.5","12.5","7.5","7.9","0.02","2.7","11.4","0.002","0.1","0.05","1.6","7.4","2","0.005","0.77","0.01","0.02","0.497","0.43",,,,"9.9",,"90",,"Capitol District Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"NOWLANS Meteghan R."
"Digby","969","NOWLANS",,"265977","4910720","21A05","71V4","925834","28.4","8","3.3","27.6","2.1",,"Yes","2015-08-25T00:00:00.000","3.5","T","28.5","18.2","7.82","0.72","0.625","8.38",,"38",,,"69.22","12.8","8.8","7.3","0.018","2.8","11.4","0.002","0.162","0.094","1.6","7.6","2","0.005","0.69","0.01","0.06","0.542","0.488","1.5",,,"9.2",,"35",,"Capitol District Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"NOWLANS Meteghan R."
"Digby","969","NOWLANS",,"265977","4910720","21A05","71V4","925834","28.4","8","3.3","27.6","2.1",,"Yes","2015-08-25T00:00:00.000","6","B","28.5","18.2","7.82","0.72","0.625","7.75",,"89.7",,,"101","20","28","7.4","0.03","5.2","11.2","0.002","5.047","1.448","1.9","7.5","1","0.005","2.6","0.01","1.93","2.16","1.98","2.5",,,"8.8",,,,"Capitol District Health Authority","bowencw","NS Department of Fisheries & Aquaculture",,,"NOWLANS Meteghan R."
"Halifax","20","LOON",,"460023","4949970","11D12","24A4","2,180,480","68.1","6","3.2","68.1","1.7","1.3","N","1990-06-17T00:00:00.000","0","S",,,,,,"0.46",,"5",,,"311",,,"6.7",,,,,,,,,,,,,,"0.0056",,,,,,,"0.42",,,,"Soil and Water Conservation Society of Metro","unknown",,"LOON Shubenacadie R."
"Queens","14","CANNON",,"329126","4912900","21A06","72Y4","359473","33.6","2","1.1","33.6","2",,"No","2014-09-11T00:00:00.000","0","S",,,,,,"1.95",,"147",,,"18.2",,"1.5","6.1","0.156","0.9","2.5","0.002","0.637","0.065","0.5","2.6","1.2","0.005","0.42","0.01","0.03","0.014","0.008","4",,,"13.1",,"5.8",,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"CANNON Mersey R."
"Digby","84","PORCUPINE",,"265320","4906310","21A05","71V5","1410041","146.9","13","1","0","2.2",,"Unknown","2014-08-25T00:00:00.000","0","S",,,,,,"0.9",,"73.2",,,"42","7.2","3.3","6.8","0.055","1.4","7.3","0.002","0.471","0.032","0.7","5.2","2.6","0.005","0.28","0.01","0.02","0.016","0.005","1",,,"7.9",,"6.9",,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PORCUPINE Tusket R."
"Digby","84","PORCUPINE",,"265320","4906310","21A05","71V5","1410041","146.9","13","1","0","2.2",,"Unknown","2014-08-25T00:00:00.000","8","T",,,,,,"1.56",,"60.9",,,"44.9","7","3.4","6.8","0.079","1.5","8.7","0.002","0.602","0.458","0.6","5","2.8","0.005","0.49","0.24","0.05","0.042","0.028","4.7",,,"5.3",,"3.8",,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PORCUPINE Tusket R."
"Digby","84","PORCUPINE",,"265320","4906310","21A05","71V5","1410041","146.9","13","1","0","2.2",,"Unknown","2014-08-25T00:00:00.000","11.5","B",,,,,,"6.44",,"111.6",,,"49.1","7.9","6","7","0.101","1.7","7.4","0.002","1.521","1.102","0.6","4.7","2.9","0.005","0.61","0.17","0.21","0.058","0.038","5.6",,,"6.8",,,,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PORCUPINE Tusket R."
"Digby","161","PLACIDES",,"265860","4908310","21A05","71V5","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","2014-08-25T00:00:00.000","0","S",,,,,,"3.22",,"149.5",,,"60.6","11.7","6.2","7","0.098","2.7","11.9","0.002","0.793","0.06","1.6","7.3","1.7","0.005","0.57","0.01","0.03","0.806","0.611","4.5",,,"14.7",,"32",,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PLACIDES Tusket R."
"Digby","161","PLACIDES",,"265860","4908310","21A05","71V5","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","ERROR: #N/A","2014-08-25T00:00:00.000","5.5","B",,,,,,"7.29",,"305.6",,,"90.4","17.3","26.9","7.3","0.236","4.3","9.6","0.002","9.608","1.476","2.2","7","1","0.008","3.22","0.01","2.39","4.46","3.92","6",,,"15",,"39",,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PLACIDES Tusket R."
"Digby","966","PROVOST",,"272599","4914770","21A05","71W3","1057810","33.8","9","3.1","33.3","2.5","1.8","Yes","2014-08-24T00:00:00.000","0","S",,,,,,"5.56",,"82.6",,,"32.2","4.7","1.8","6.4","0.16","0.9","7.1","0.002","0.582","0.1","0.6","4.5","2.2","0.005","0.52","0.02","0.02","0.016","0.006","1",,,"10.7",,"31",,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PROVOST Sissiboo R."
"Digby","966","PROVOST",,"272599","4914770","21A05","71W3","1057810","33.8","9","3.1","33.3","2.5","1.8","Yes","2014-08-24T00:00:00.000","6.5","T",,,,,,"8.31",,"405.8",,,"53.1","7.3","11.9","7.1","0.329","1.6","6","0.002","7.456","1.001","0.8","4.6","1","0.005","22.5","0.01","1.71","0.143","0.076","3.6",,,"13.3",,"13",,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PROVOST Sissiboo R."
"Digby","966","PROVOST",,"272599","4914770","21A05","71W3","1057810","33.8","9","3.1","33.3","2.5","1.8","Yes","2014-08-24T00:00:00.000","8","B",,,,,,"9.12",,"431",,,"60.1","7.5","14.8","7.1","0.395","1.7","6.2","0.002","9.74","1.108","0.8","4.5","1","0.005","2.7","0.001","2.04","0.166","0.098","3.9",,,"13.1",,,,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PROVOST Sissiboo R."
