"the_geom","objectid","block_face","globalidte","globalid","globalid_1","ns_ew","street_1","from_sor_1","to_nore_1","side_1","location_i","total_sp_1","spaces_by_","space_reg","order_","metered","limits","reg_code","definition","enforce_be","enforce_en","enforce_da","meter_rate","permit_typ","notes","feet","enforcebeg","enforceend","parkingt","globalid_2","shape_len"
"MULTILINESTRING ((-122.27253731198576 37.797954910909475, -122.27344186351672 37.79832059856784))","861","731604","{5016C4DA-498F-4789-B006-D9970CED9EF2}","{AD13A931-3E90-4A56-AC5D-DC3731C6FA40}","{AD13A931-3E90-4A56-AC5D-DC3731C6FA40}_2","E-W","6th","WEBSTER","FRANKLIN","South","6th from WEBSTER to FRANKLIN , South","13.0","13.0","Unmarked","2.0",,,,,,,,,,,"293.31863119",,,"0","{4903473E-56DB-4D5A-92BD-31FE9FD5BD28}","293.318721767"
"MULTILINESTRING ((-122.2655266469896 37.80814085573129, -122.26459717889398 37.80792734330366))","862","731606","{A769D806-576C-4AFB-B412-D8750783A961}","{9A596D02-0C1E-48D9-A982-CB294881EDE8}","{9A596D02-0C1E-48D9-A982-CB294881EDE8}_3","E-W","20th","WEBSTER ST","HARRISON","South","20th from WEBSTER ST to HARRISON , South","15.0","13.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"279.54521819","8:00 AM","6:00 PM","0","{D71EC0C8-1169-43ED-AADE-FA41EF006B33}","279.545161032"
"MULTILINESTRING ((-122.27385651685707 37.80917817515972, -122.27344441649784 37.80899310601252, -122.27339881855086 37.80894648578545))","863","731607","{BEA6DC6F-EE33-4EF4-A4E6-F0DBC04BA2EA}","{4D3BABC6-BEDB-40BB-BC5B-CD4A50F8BEF3}","{4D3BABC6-BEDB-40BB-BC5B-CD4A50F8BEF3}_1","E-W","19th","18th","MLK JR WAY","North","19th from 18TH to MLK JR WAY , North","6.0","6.0","Unmarked","1.0",,,,,,,,,,"confirmed - naming convention is up for grabs -- basically, confirm whether 18th - north is 18th or 19th (I'd say 19th)","158.28707992",,,"0","{4ACACF77-600C-416E-9D76-7801000730C7}","158.287292322"
"MULTILINESTRING ((-122.27213958828082 37.80022170935453, -122.2720880202201 37.80030566365932))","864","731609","{EBD3E28A-84FA-495F-92C1-6749F7A170FE}","{8D4B5662-D551-40A5-92E5-FA883015AF07}","{8D4B5662-D551-40A5-92E5-FA883015AF07}_5","N-S","FRANKLIN","8th","9th","East","FRANKLIN from 8th to 9th , East","8.0","0.0","No Parking","5.0",,,,,,,,,,,"34.0070884",,,"0","{31B59C88-9EB8-47BF-A6FB-8B48EC658A1D}","34.0072334651"
"MULTILINESTRING ((-122.27178806631345 37.806243754951225, -122.27174515108712 37.806114484051754))","865","731612","{F35C2017-FBD2-402A-A1CC-DA24A778FAD7}","{EAC7D9C4-8D92-4C3A-A8A1-8B33420DCDE4}","{EAC7D9C4-8D92-4C3A-A8A1-8B33420DCDE4}_","N-S","SAN PABLO","FRANK OGAWA PLAZA","16th","East","SAN PABLO from FRANK OGAWA PLAZA to 16th , East","3.0","3.0","Official Vehicles Only","0.0",,,,,,,,,,,"48.67571601",,,"0","{46903C26-A753-4DE8-A9DD-9E411D4259C4}","48.6759899731"
"MULTILINESTRING ((-122.26159896164904 37.81070410313765, -122.26190680809735 37.810678668629045, -122.26212406702923 37.810610859601326, -122.2622984104461 37.810418025219676, -122.26246738998486 37.81017857057259, -122.26275200113191 37.80928843651801))","866","731614","{32754E32-313F-4111-87AF-0030CC8BE2F3}","{3E3F1B07-F16C-4E01-8C37-E95461060551}","{3E3F1B07-F16C-4E01-8C37-E95461060551}_","N-S","HARRISON","21st","GRAND","East","HARRISON from 21st to GRAND , East","0.0","0.0","No Parking","0.0",,,,,,,,,,,"677.57879853",,,"0","{D67640A4-7E9E-453F-92D0-B8015427A5F9}","677.578632319"
"MULTILINESTRING ((-122.27377969290089 37.812582778811695, -122.27306221484822 37.812467291762665))","867","731615","{BA25FE85-B00E-45CE-B465-D080324D4D8F}","{CA526370-8980-4945-A884-389709605593}","{CA526370-8980-4945-A884-389709605593}_1","E-W","GRAND","SAN PABLO","MLK JR WAY","South","GRAND from SAN PABLO to MLK JR WAY , South","7.0","7.0","Unmarked","1.0",,,,,,,,,,,"211.48484526",,,"0","{9D21F243-8C05-4B9F-A240-789A7CAD166A}","211.484696554"
"MULTILINESTRING ((-122.26489105463656 37.797493897641985, -122.26408511251186 37.79717372986342))","868","731616","{6CF522A3-2950-4EDB-99D0-E6456A71A9C6}","{553FECDE-5A96-459E-BE6E-BABAD5712BE9}","{553FECDE-5A96-459E-BE6E-BABAD5712BE9}_2","E-W","9th","OAK","FALLON","South","9th from OAK to FALLON , South","11.0","11.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"260.41661958","8:00 AM","6:00 PM","0","{E26F34D7-661F-4A35-A07B-45A67D91E8EC}","260.416697353"
"MULTILINESTRING ((-122.27971385353237 37.80184131791301, -122.27975802588797 37.80176361518392))","869","731618","{7FD4D04C-9373-4A78-AC11-678FCBDF2E2F}","{45BB22D7-F15D-4FF6-B5AC-A8C716D04ED6}","{45BB22D7-F15D-4FF6-B5AC-A8C716D04ED6}_","N-S","CASTRO","7th","7th","East","CASTRO from 7th to 7th , East","2.0","2.0","Unmarked","0.0",,,,,,,,,,,"31.03859606",,,"0","{5BE7EB22-2BAD-400E-98D5-F2E655DB7EEC}","31.0384629662"
"MULTILINESTRING ((-122.26471779395095 37.795580828340306, -122.26506800706358 37.795056636882045, -122.26522942404343 37.79501282291232))","870","731619","{0F0BAB86-3F9D-4F33-A11F-CED2B51556B8}","{EFAAC46D-EC2E-409C-92E9-BFB83865A8EE}","{EFAAC46D-EC2E-409C-92E9-BFB83865A8EE}_1","N-S","FALLON","6th","7th","East","FALLON from 6th to 7th , East","11.0","11.0","Unmarked","1.0",,,,,,,,,,,"265.32835672",,,"0","{B6EFA996-6190-4974-AAEC-34A2FCAB1CD5}","265.328247808"
"MULTILINESTRING ((-122.2725286945094 37.79990162903735, -122.27247078079613 37.799995915466646))","871","731620","{DBDFB14A-5A90-4604-ACF6-5ACEDB9E95D5}","{02BC2967-7BFC-41C6-AEFD-746F50A7FD18}","{02BC2967-7BFC-41C6-AEFD-746F50A7FD18}_3","N-S","FRANKLIN","9th","8th","West","FRANKLIN from 9th to 8th , West","4.0","2.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"38.19254595","8:00 AM","6:00 PM","0","{25AC325C-F004-42D7-A195-FB9423FF1166}","38.1923849612"
"MULTILINESTRING ((-122.26128051614818 37.803462424964465, -122.2620474144499 37.80225508151062))","872","731621","{63786060-A7C7-41E8-B865-F9FB3FAA1A7E}","{E1E80BC5-7E1E-431A-8B17-AAA81F2A25CB}","{E1E80BC5-7E1E-431A-8B17-AAA81F2A25CB}_3","N-S","LAKESIDE","14th","17th","East","LAKESIDE from 14th to 17th , East","37.0","21.0","No Meter","3.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Fri",,,,"492.29977727","8:00 AM","6:00 PM","0","{DF0C88B3-BC64-4B2E-AE3E-1E852F29512B}","492.299757991"
"MULTILINESTRING ((-122.27459016401832 37.80119212273485, -122.27485575634846 37.800775112512774))","873","731622","{5849CD09-BC34-42F4-AE3E-0C2F04311C3E}","{7B56FFB6-B1DA-43C1-BFCA-1E777D93F34E}","{7B56FFB6-B1DA-43C1-BFCA-1E777D93F34E}_2","N-S","WASHINGTON","8th","9th","East","WASHINGTON from 8th to 9th , East","6.0","6.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"170.13096219","8:00 AM","6:00 PM","0","{9AB0A8AF-4D7E-4E2D-83BE-E68C5E16E5A6}","170.130999791"
"MULTILINESTRING ((-122.26112557027254 37.8038680667798, -122.26111189471482 37.8038795817392, -122.26105540059433 37.803935284836584, -122.26102024767624 37.803990926074775, -122.2609980811925 37.80405220854648, -122.26099126787742 37.80412180136826, -122.26100015108267 37.80419037938668, -122.26102690547575 37.80425203441655, -122.26107113562864 37.80431820204895, -122.26112880109977 37.80437655764944, -122.261235998688 37.80445337952935, -122.26146110224516 37.804589329659265, -122.26146162776892 37.804589649840615, -122.26176103429543 37.804780686459445))","874","132687","{238D89A7-A29D-4C67-824D-A33676FE0B48}","{9AADD771-5C22-4897-8192-D88398B5DC67}","{9AADD771-5C22-4897-8192-D88398B5DC67}_2","N-S","LAKESIDE","MADISON","17th","West","LAKESIDE from MADISON to 17th , West","19.0","19.0","No Meter","2.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Fri",,,,"440.86474681","8:00 AM","6:00 PM","0","{F9DEDC37-5CDF-420F-81D9-4F63B836950F}","440.864501618"
"MULTILINESTRING ((-122.26453300903017 37.8096459885345, -122.26443453416994 37.80963033748654))","875","731624","{664A3A22-2E40-479E-B997-B68AA67EAB07}","{0F550D36-73D4-4679-907A-AF8E5B03237B}","{0F550D36-73D4-4679-907A-AF8E5B03237B}_8","E-W","21st","HARRISON","KAISER","North","21st from HARRISON to KAISER , North","12.0","0.0","No Parking","8.0",,,,,,,,,,,"29.01312016",,,"0","{B057EF9E-F68C-4871-B0F3-375F84AA2FBB}","29.0132806409"
"MULTILINESTRING ((-122.27339881855086 37.80894648578545, -122.27318691880917 37.808999799191284))","876","731625","{89709F99-38E5-4471-A4EA-34F2A1EB9D69}","{B11E0FB4-7D92-422E-8CE7-38DBF5C91786}","{B11E0FB4-7D92-422E-8CE7-38DBF5C91786}_3","E-W","19th","SAN PABLO","18th (NORTH)","North","19TH from SAN PABLO to 18TH (NORTH) , North","3.0","1.0","Yellow Curb","3.0",,,,,,,,,,,"64.21999728",,,"0","{1503B420-71A3-4775-BE9C-EA156644C2A1}","64.2199004807"
"MULTILINESTRING ((-122.26937946700343 37.797547977461136, -122.26889576435968 37.79734841663314))","877","731628","{2D3F85BE-BCE4-44FB-94C6-B24D5A1A1066}","{96228A0F-6733-44FB-B8CB-6F74F26279AC}","{96228A0F-6733-44FB-B8CB-6F74F26279AC}_1","E-W","7th","ALICE","JACKSON","South","7th from ALICE to JACKSON , South","7.0","6.0","Unmarked","1.0",,,,,,,,,,,"157.51988447",,,"0","{6F379BEA-059B-40BA-AE55-0ABD588A9B90}","157.519828677"
"MULTILINESTRING ((-122.26159896164904 37.81070410313765, -122.26060593743789 37.81054304955624, -122.26048418991111 37.810503251196984))","878","731629","{6D2888EE-A9A8-4CE9-80B6-5A8F099A3081}","{C140ADFA-DD79-4F26-AC0C-D15F54E2253F}","{C140ADFA-DD79-4F26-AC0C-D15F54E2253F}_","E-W","GRAND","BAY","HARRISON","South","GRAND from BAY to HARRISON , South","0.0","0.0","No Parking","0.0",,,,,,,,,,"New entry - within study area but not counted (0 spaces)","330.83969136",,,"0","{3CDE0D9D-55DE-44D8-8EE6-9616901ADC11}","330.839748778"
"MULTILINESTRING ((-122.27076802150489 37.80483217224191, -122.27057308906821 37.80512532165787))","879","731631","{90DB8555-F434-429C-B055-B09752B750C8}","{2A7BB379-3509-46A7-BC90-39B15FD8C4A6}","{2A7BB379-3509-46A7-BC90-39B15FD8C4A6}_3","N-S","BROADWAY","14th","15th","East","BROADWAY from 14th to 15th , East","7.0","6.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"120.68781113","8:00 AM","6:00 PM","0","{17C05355-9D15-4605-B86A-A2317DE73844}","120.687851759"
"MULTILINESTRING ((-122.26766906512829 37.79795244872186, -122.26740731045797 37.79839223634599))","880","731632","{155D5FD4-8D6A-4CA4-A79F-8A6E862976DA}","{9D6FCD7B-9868-4996-97A7-9FB1F5F75D9C}","{9D6FCD7B-9868-4996-97A7-9FB1F5F75D9C}_2","N-S","JACKSON","8th","9th","East","JACKSON from 8th to 9th , East","8.0","8.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"177.09737686","8:00 AM","6:00 PM","0","{8EB52B83-DC95-45BB-963A-78F3E8F84888}","177.097482979"
"MULTILINESTRING ((-122.27527498813235 37.80241138506969, -122.27547110408429 37.80209992537822))","815","731549","{2D4DCD8A-78DB-48CC-98BA-0B863CF51DD8}","{6A93057D-CB98-4490-8825-37BE996585A7}","{6A93057D-CB98-4490-8825-37BE996585A7}_4","N-S","CLAY","9th","10th","East","CLAY from 9th to 10th , East","8.0","5.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"126.77604626","8:00 AM","6:00 PM","0","{CDC25894-EB10-494C-98DA-E3F941128579}","126.776208514"
"MULTILINESTRING ((-122.27231926269694 37.80795326194885, -122.27219319806339 37.80794902281326, -122.27201617307992 37.80797657156499, -122.27139136061457 37.807877135892035))","816","731550","{EC23858C-AB24-4EC4-963F-4F49A399D66F}","{E176D921-9498-4B6F-9AAD-F8A2EA0E67CB}","{E176D921-9498-4B6F-9AAD-F8A2EA0E67CB}_4","E-W","18th","TELEGRAPH","SAN PABLO","North","18th from TELEGRAPH to SAN PABLO , North","18.0","10.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"272.66741697","8:00 AM","6:00 PM","0","{05511EF4-9C20-47C0-BFE2-9A15B36C82AA}","272.667369102"
"MULTILINESTRING ((-122.27430503489626 37.801931943331006, -122.27456001596282 37.80154051868958))","817","731551","{C84EBD8E-1E94-4982-AEBA-33DCA7BA34CF}","{1DCCD392-3DD1-4694-AAB1-F8FD6D247B11}","{1DCCD392-3DD1-4694-AAB1-F8FD6D247B11}_2","N-S","WASHINGTON","10th","9th","West","WASHINGTON from 10th to 9th , West","8.0","8.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"160.4396118","8:00 AM","6:00 PM","0","{B3F15EF9-21CE-4577-8ECE-82F51FD81BE7}","160.439728903"
"MULTILINESTRING ((-122.26668363056025 37.809684309743325, -122.2667661238557 37.80928618148582))","818","731552","{9805F08C-C381-49CC-B320-0F5B885C7A7E}","{5296E347-9A0F-4153-96C8-88E2D43414A6}","{5296E347-9A0F-4153-96C8-88E2D43414A6}_5","N-S","FRANKLIN","20th","21st","East","FRANKLIN from 20th to 21st , East","12.0","6.0","Meter","5.0","Y","1-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"146.91348623","8:00 AM","6:00 PM","0","{67869B86-16F0-4D93-9C53-FED880F3E076}","146.913615294"
"MULTILINESTRING ((-122.27205896917002 37.80629461475223, -122.27200532488429 37.80612719941275))","819","731553","{0DA53668-D349-49A9-AD0E-A3B6192FD1C0}","{89969304-E242-4FD9-92EA-2166E4CD9AAD}","{89969304-E242-4FD9-92EA-2166E4CD9AAD}_","N-S","SAN PABLO","16th","FRANK OGAWA PLAZA","West","SAN PABLO from 16th to FRANK OGAWA PLAZA , West","3.0","3.0","Official Vehicles Only","0.0",,,,,,,,,,,"62.89901655",,,"0","{2DCEDA68-56E5-43B5-9ABF-2F9F55A96392}","62.8989918299"
"MULTILINESTRING ((-122.26647731839667 37.79752181954202, -122.26623490646396 37.797908720738256))","820","731554","{D2A21196-D9A4-4DAF-9AEE-BCFAE690ED4A}","{FBA4450E-ECCB-4843-90CC-D76DCF66BCD1}","{FBA4450E-ECCB-4843-90CC-D76DCF66BCD1}_2","N-S","MADISON","8th","9th","East","MADISON from 8th to 9th , East","8.0","8.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"157.33002838","8:00 AM","6:00 PM","0","{7B518B19-E50C-4FB7-8CD1-7E506E3AC496}","157.330081094"
"MULTILINESTRING ((-122.26608229808981 37.80920942558584, -122.26615161902943 37.80892536033648, -122.26615324430591 37.80866480228483))","821","731555","{D33F9F66-ED65-4D0F-9FCA-A81D2C9105BF}","{86A5F146-ABAD-458D-A39A-D0C747712BD4}","{86A5F146-ABAD-458D-A39A-D0C747712BD4}_3","N-S","WEBSTER","21st","20th","West","WEBSTER from 21st to 20th , West","7.0","0.0","No Parking","3.0",,,,,,,,,,,"200.23228467",,,"0","{8D6A2F18-73E1-4E8C-A825-A7511FB5CF6E}","200.232085707"
"MULTILINESTRING ((-122.2652893916562 37.80649857969844, -122.26452493880726 37.80773266473427))","822","731556","{A73A2D9E-85FE-489F-9069-E36C71A02120}","{28F8FDD5-0245-42D6-AA6F-7072BDEC3E85}","{28F8FDD5-0245-42D6-AA6F-7072BDEC3E85}_2","N-S","HARRISON","19th","20th","East","HARRISON from 19th to 20th , East","21.0","21.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"500.69710307","8:00 AM","6:00 PM","0","{DD6746B4-3D6D-413F-A79F-4FE12B9C5647}","500.696913236"
"MULTILINESTRING ((-122.26983974937377 37.80662252617116, -122.27014553169342 37.806139077753514))","823","731558","{981CAEEA-325B-4C57-B6D0-03B3F3163AE8}","{FA1022FF-1EA7-4712-80A8-24E7DBE2D3A5}","{FA1022FF-1EA7-4712-80A8-24E7DBE2D3A5}_1","N-S","BROADWAY","17th","15th","West","BROADWAY from 17th to 15th , West","0.0","0.0","Bus Stop","1.0",,,,,,,,,,,"196.95753685",,,"0","{B62CEA52-8933-4796-8D71-246D332A1437}","196.957542863"
"MULTILINESTRING ((-122.27471504458678 37.80050202880043, -122.2739725345666 37.80020260058199))","824","731559","{731B68E4-F48A-4496-BD1F-CB7EC8A91849}","{475119ED-FA87-4AEF-8420-0AAC16B9490B}","{475119ED-FA87-4AEF-8420-0AAC16B9490B}_3","E-W","8th","WASHINGTON","BROADWAY","South","8th from WASHINGTON to BROADWAY , South","13.0","11.0","Yellow Curb","3.0","Y",,,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"240.64414174","8:00 AM","6:00 PM","0","{534E3415-B048-4091-883F-02C6AB643C00}","240.644008875"
"MULTILINESTRING ((-122.26354101396514 37.79782234589228, -122.26386265262568 37.797307387701224))","825","731560","{2FE6D19A-3E05-4FFF-B1AC-EBAFA5270A32}","{1C619321-08C3-4F7F-AE00-62746AB0F702}","{1C619321-08C3-4F7F-AE00-62746AB0F702}_1","N-S","FALLON","10th","9th","West","FALLON from 10th to 9th , West","7.0","7.0","Unmarked","1.0",,,,,,,,,,,"209.27406959",,,"0","{61AB0AF3-DE5D-4BC2-A940-57D3AD7BD223}","209.274075294"
"MULTILINESTRING ((-122.27861189398693 37.80458267176258, -122.27899843250853 37.80398502215254))","928","731701","{A1F84284-763B-461A-868F-CD556722AB1A}","{6FDBAE1E-C7FA-4E8F-8557-7E9CC8406B1F}","{6FDBAE1E-C7FA-4E8F-8557-7E9CC8406B1F}_","N-S","CASTRO","11th","10th","West","CASTRO from 11th to 10th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"244.59901094",,,"0","{5C8BC22C-05EC-4998-8C5A-367AC05AFBC8}","244.599013457"
"MULTILINESTRING ((-122.27616417054496 37.79864950032984, -122.2750957649419 37.79822915835946))","929","731703","{599A8329-3E02-40B1-990E-47B5BF41D08C}","{599A8329-3E02-40B1-990E-47B5BF41D08C}","{599A8329-3E02-40B1-990E-47B5BF41D08C}_","E-W","5th","WASHINGTON","BROADWAY","North","5th from WASHINGTON to BROADWAY , North","0.0","0.0","No Parking","0.0",,,,,,,,,,,"344.55540948",,,"0","{C68EAC99-38BB-4A15-9EB1-A42AF1772798}","344.555601771"
"MULTILINESTRING ((-122.28054070282391 37.80105673817156, -122.27949686822743 37.800662901710005))","930","731705","{0CEF97F5-A326-420A-AA00-982C4E5D3B61}","{A57EE351-C807-4B6F-A2EE-43BC9C6C7A22}
{A57EE351-C807-4B6F-A2EE-43BC9C6C7A22}_","{A57EE351-C807-4B6F-A2EE-43BC9C6C7A22}_","E-W","6th","JEFFERSON","MLK JR WAY","South","6th from JEFFERSON to MLK JR WAY , South","0.0","0.0","No Parking","0.0",,,,,,,,,,,"333.94439467",,,"0","{9569C7FA-35C6-4514-86B8-8CCB758A9046}","333.944298536"
"MULTILINESTRING ((-122.27924393345904 37.80318735938242, -122.27918484587514 37.80344143360504, -122.27912047334891 37.803583424106456))","931","731707","{DD9FFC1C-9808-4C03-8F24-474DAD31AEC5}","{0C84D563-BADD-4903-8519-18B602D81672}","{0C84D563-BADD-4903-8519-18B602D81672}_","N-S","CASTRO","10th","9th","West","CASTRO from 10th to 9th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"149.02119005",,,"0","{73A3D9AE-0D47-4418-AB0F-7BC5051A0B56}","149.02137289"
"MULTILINESTRING ((-122.27215586857058 37.79772206390277, -122.27254022038186 37.79719466657304))","932","731711","{1A2A1F28-3272-4AA3-B98A-657CD09E9C2B}","{90D184EB-CEB4-4A7E-9DF3-90B0383D6E9C}","{90D184EB-CEB4-4A7E-9DF3-90B0383D6E9C}_2","N-S","WEBSTER","5th","6th","East","WEBSTER from 5th to 6th , East","9.0","9.0","Unmarked","2.0",,,,,,,,,,,"221.83573652",,,"0","{631FDC0C-39F5-423B-ACE4-DD9853E485D2}","221.835432735"
"MULTILINESTRING ((-122.27554957554672 37.809414134010225, -122.27532514709395 37.80996847207741))","933","731712","{AE053B4C-1F21-4D48-9066-D184F760031B}","{A5AF60A0-0E49-4B47-8B6F-BA469319D86C}","{A5AF60A0-0E49-4B47-8B6F-BA469319D86C}_","N-S","CASTRO","19th","18th","West","CASTRO from 19th to 18th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"212.00451732",,,"0","{9BA936AF-BBBC-4DEE-BB3A-F253EDA7ED05}","212.004527116"
"MULTILINESTRING ((-122.27153116219294 37.79754858978027, -122.27114760605613 37.79740658738009))","934","731670","{11600269-9D6D-4BAB-B8B9-7DFE6737B439}","{11600269-9D6D-4BAB-B8B9-7DFE6737B439}","{11600269-9D6D-4BAB-B8B9-7DFE6737B439}_","E-W","6th","HARRISON","WEBSTER PL","South","6th from HARRISON to WEBSTER PL , South","0.0","0.0","No Parking","0.0",,,,,,,,,,,"122.29122888",,,"0","{E496EE43-D136-40A5-9F83-EB9B75BA41C6}","122.291228297"
"MULTILINESTRING ((-122.27199490476633 37.79786161794408, -122.27153324948097 37.797677393709336))","935","100","{8B9BCD68-9A6D-4143-9F50-6C05151D77CA}","{8B9BCD68-9A6D-4143-9F50-6C05151D77CA}","{8B9BCD68-9A6D-4143-9F50-6C05151D77CA}_2","E-W","6th","WEBSTER ST","HARRISON","North","6th from WEBSTER ST to HARRISON , North","7.0","5.0","Unmarked","2.0",,,,,,,,,,,"149.30509453",,,"0","{829E6B1D-4699-4A40-9F80-9346FE1E106A}","149.304879626"
"MULTILINESTRING ((-122.26197591513552 37.81090767908853, -122.26063234101974 37.810690459076866))","936","731518","{CDAA4837-FCCD-4671-8083-359CC9DE683A}","{CDAA4837-FCCD-4671-8083-359CC9DE683A}","{CDAA4837-FCCD-4671-8083-359CC9DE683A}_2","E-W","GRAND","HARRISON","BAY","North","GRAND from HARRISON to BAY , North","0.0","0.0","No Parking","2.0",,,,,,,,,,,"396.11145665",,,"0","{D0AF5071-A154-4099-BDBA-77D66DD341B0}","396.11165318"
"MULTILINESTRING ((-122.2742188099977 37.80917332773596, -122.27431333780522 37.80902423498551))","937","101","{5D307712-E0E4-4D33-BC3B-01E785C558E6}","{5D307712-E0E4-4D33-BC3B-01E785C558E6}","{5D307712-E0E4-4D33-BC3B-01E785C558E6}_4","N-S","MLK JR WAY","19th","18th","West","MLK JR WAY from 19th to 18th , West","5.0","3.0","Unmarked","4.0",,,,,,,,,,,"60.76934618",,,"0","{6F04EB3A-C5DF-45F5-97F0-FE183478D14F}","60.7695131448"
"MULTILINESTRING ((-122.27040307448816 37.79810131015291, -122.26960476765414 37.79779026704713))","938","102","{6F95B6EF-571D-4019-8AA5-0B6C37F22065}","{6F95B6EF-571D-4019-8AA5-0B6C37F22065}","{6F95B6EF-571D-4019-8AA5-0B6C37F22065}_2","E-W","7th","ALICE","HARRISON","North","7th from ALICE to HARRISON , North","13.0","13.0","Unmarked","2.0",,,,,,,,,,,"256.96254536",,,"0","{C317DD0C-8E0D-46D7-83A2-C3AC140707F7}","256.962579477"
"MULTILINESTRING ((-122.27452689461312 37.80867598028317, -122.27470225366827 37.80838560082211))","939","103","{5FD67EB6-59EF-4154-BC04-504D8086C552}","{5FD67EB6-59EF-4154-BC04-504D8086C552}","{5FD67EB6-59EF-4154-BC04-504D8086C552}_3","N-S","MLK JR WAY","18th","17th","West","MLK JR WAY from 18th to 17th , West","6.0","5.0","Unmarked","3.0",,,,,,,,,,,"117.24348983",,,"0","{95C8461F-3569-4379-952D-7271A63F834D}","117.243646869"
"MULTILINESTRING ((-122.2693057584694 37.79767230603183, -122.26840429304706 37.79731800652907))","940","104","{26FC2017-119C-4BEE-B3D4-A183332DDBED}","{26FC2017-119C-4BEE-B3D4-A183332DDBED}","{26FC2017-119C-4BEE-B3D4-A183332DDBED}_2","E-W","7th","JACKSON","ALICE","North","7th from JACKSON to ALICE , North","10.0","10.0","Unmarked","2.0",,,,,,,,,,,"290.66237125",,,"0","{4182FE96-19BD-4158-82D6-6CEFB3FE492A}","290.662421537"
"MULTILINESTRING ((-122.26271264271574 37.81284825435341, -122.26216043787892 37.812758348908694))","941","136071","{066B3C3F-9047-4318-A985-8AA3674AC195}","{066B3C3F-9047-4318-A985-8AA3674AC195}","{066B3C3F-9047-4318-A985-8AA3674AC195}_1","E-W","24th","WAVERLY","HARRISON","South","24th from WAVERLY to HARRISON , South","9.0","6.0","Unmarked","1.0",,,,,,,,,,,"162.84218991",,,"0","{E40FE64D-F2A5-467E-AD8F-972464E7EF3C}","162.842322426"
"MULTILINESTRING ((-122.27418059185992 37.80872828692792, -122.27411354666545 37.808705219417895, -122.27394188517965 37.8086776703671, -122.27367634656413 37.80868402777147, -122.27345104096024 37.808751839654846, -122.27328742563694 37.80879422130255, -122.27313185763308 37.808794221618506, -122.27294962421534 37.80877378359806))","942","105","{01FE73FD-11BA-4B82-B4AA-B148DCC71389}","{01FE73FD-11BA-4B82-B4AA-B148DCC71389}","{01FE73FD-11BA-4B82-B4AA-B148DCC71389}_2","E-W","18th (North)","MLK JR WAY","JEFFERSON","South","18th (NORTH) from MLK JR WAY to JEFFERSON , South","17.0","17.0","Unmarked","2.0",,,,,,,,,,"AKA 18TH from SAN PABLO to MARTIN LUTHER KING JR , South","365.90172593",,,"0","{FEB5AC08-D407-4D5D-87AA-405D64F99723}","365.90159588"
"MULTILINESTRING ((-122.26130853010369 37.81283172371749, -122.26114352351556 37.81269315366506, -122.26099236609382 37.81259588051379, -122.2608361838624 37.81251920568547, -122.26070566058135 37.81247779474535, -122.26069785231294 37.81247588274613))","943","136044","{515A8024-2B6C-469A-80FF-A993B6932B72}","{515A8024-2B6C-469A-80FF-A993B6932B72}","{515A8024-2B6C-469A-80FF-A993B6932B72}_","E-W","BAY","VERNON","HARRISON","North","BAY from VERNON to HARRISON , North","0.0","0.0","No Parking","0.0",,,,,,,,,,,"221.66188521",,,"0","{98337EED-3D9C-4F4B-8BED-A63A0D95E35E}","221.661962992"
