"address","city","state","zip","date_incident","jurisdiction","incident_tract","zone","ucr_incident_code","incident_description","incident_type","case_number","case_status","case_status_description","latitude","longitude","location","citydst"
"2000 S Willow St","Chattanooga","TN","37404","2022-09-01T17:47:00.000","TN0330100","B6","Baker S","23H","All Other Larceny","Part 1 Crimes","22-095718","3","Pending/Possible Leads","35.019363000000006","-85.279552","POINT (-85.279552 35.019363)","8"
"5500 Trailhead Dr","Chattanooga","TN","37415","2022-09-01T17:45:00.000","TN0330100","A3","Adam N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095378","3","Pending/Possible Leads","35.107192","-85.229973","POINT (-85.229973 35.107192)","3"
"5500 Trailhead Dr","Chattanooga","TN","37415","2022-09-01T17:45:00.000","TN0330100","A3","Adam N","240","Motor Vehicle Theft","Part 1 Crimes","22-095378","3","Pending/Possible Leads","35.107782","-85.230146","POINT (-85.230146 35.107782)","3"
"5600 Lake Resort Terrace","Chattanooga","TN","37411","2022-09-01T17:27:00.000","TN0330100","A2","Adam N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095400","4","Inactive/Suspended","35.027932","-85.224874","POINT (-85.224874 35.027932)","5"
"3700 Dodds Ave","Chattanooga","TN","37407","2022-09-01T11:11:00.000","TN0330100","B8","Baker S","23H","All Other Larceny","Part 1 Crimes","22-095221","3","Pending/Possible Leads","34.997754","-85.282057","POINT (-85.282057 34.997754)","7"
"2200 Hamilton Place Blvd","Chattanooga","TN","37421","2022-09-01T11:00:00.000","TN0330100","C7","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095261","4","Inactive/Suspended","35.036051","-85.155946","POINT (-85.155946 35.036051)","4"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-09-01T10:44:00.000","TN0330100","A13","Adam S","23C","Shoplifting","Part 1 Crimes","22-095225","3","Pending/Possible Leads","35.014602999999994","-85.376631","POINT (-85.376631 35.014603)","1"
"6900 Lee Hwy","Chattanooga","TN","37421","2022-09-01T09:50:00.000","TN0330100","C6","Charlie N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-095204","4","Inactive/Suspended","35.044538","-85.164908","POINT (-85.164908 35.044538)","6"
"700 E 11th St","Chattanooga","TN","37403","2022-09-01T09:30:00.000","TN0330100","A9","Adam S","23H","All Other Larceny","Part 1 Crimes","22-095249","3","Pending/Possible Leads","35.039811","-85.298971","POINT (-85.298971 35.039811)","8"
"400 Tunnel Blvd","Chattanooga","TN","37411","2022-09-01T09:23:00.000","TN0330100","C2","Charlie S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-095179","3","Pending/Possible Leads","35.035415","-85.241618","POINT (-85.241618 35.035415)","9"
"1700 Union Ave","Chattanooga","TN","37404","2022-09-01T09:00:00.000","TN0330100","B5","Baker S","23H","All Other Larceny","Part 1 Crimes","22-095642","3","Pending/Possible Leads","35.033198999999996","-85.278324","POINT (-85.278324 35.033199)","9"
"4400 Delashmitt Rd","Chattanooga","TN","37343","2022-09-01T08:21:00.000","TN0330100","A3","Adam N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-095175","3","Pending/Possible Leads","35.125890999999996","-85.263932","POINT (-85.263932 35.125891)","2"
"6300 Highway 58","Chattanooga","TN","37341","2022-09-01T08:00:00.000","TN0330100","C5","Charlie N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-095446","4","Inactive/Suspended","35.125102999999996","-85.12553100000001","POINT (-85.125531 35.125103)","6"
"3600 7th Ave","Chattanooga","TN","37407","2022-09-01T07:05:00.000","TN0330100","B8","Baker S","23H","All Other Larceny","Part 1 Crimes","22-095155","3","Pending/Possible Leads","34.999565","-85.28555700000001","POINT (-85.285557 34.999565)","7"
"6200 Artesian Cir","Chattanooga","TN","37363","2022-09-01T04:00:00.000","TN0330100","C9","Charlie N","23D","Theft From Buildings","Part 1 Crimes","22-095232","3","Pending/Possible Leads","35.086721","-85.062386","POINT (-85.062386 35.086721)","6"
"2500 Market St","Chattanooga","TN","37408","2022-09-01T00:01:00.000","TN0330100","A10","Adam S","23D","Theft From Buildings","Part 1 Crimes","22-096201","3","Pending/Possible Leads","35.026781","-85.310901","POINT (-85.310901 35.026781)","7"
"900 Creek Dr","Chattanooga","TN","37415","2022-08-31T22:00:00.000","TN0330100","A1","Adam N","23H","All Other Larceny","Part 1 Crimes","22-097762","3","Pending/Possible Leads","35.133387","-85.303632","POINT (-85.303632 35.133387)","1"
"1700 Newton St","Chattanooga","TN","37406","2022-08-31T22:00:00.000","TN0330100","B2","Baker N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095177","4","Inactive/Suspended","35.056357","-85.268128","POINT (-85.268128 35.056357)","8"
"2600 Amnicola Hwy","Chattanooga","TN","37406","2022-08-31T21:06:00.000","TN0330100","B2","Baker N","23C","Shoplifting","Part 1 Crimes","22-095051","3","Pending/Possible Leads","35.073776","-85.268288","POINT (-85.268288 35.073776)","8"
"3900 Hixson Pike","Chattanooga","TN","37415","2022-08-31T20:25:00.000","TN0330100","A3","Adam N","23H","All Other Larceny","Part 1 Crimes","22-095030","3","Pending/Possible Leads","35.11324","-85.261644","POINT (-85.261644 35.11324)","2"
"8000 Volkswagen Dr","Chattanooga","TN","37416","2022-08-31T19:39:00.000","TN0330100","C6","Charlie N","23H","All Other Larceny","Part 1 Crimes","22-095006","3","Pending/Possible Leads","35.079782","-85.13344","POINT (-85.13344 35.079782)","6"
"1400 Jenkins Rd","Chattanooga","TN","37421","2022-08-31T19:22:00.000","TN0330100","C8","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095005","3","Pending/Possible Leads","35.009632","-85.15001","POINT (-85.15001 35.009632)","4"
"1100 E 36th St","Chattanooga","TN","37407","2022-08-31T19:00:00.000","TN0330100","B7","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095026","4","Inactive/Suspended","35.003599","-85.29947899999999","POINT (-85.299479 35.003599)","8"
"900 Dallas Rd","Chattanooga","TN","37405","2022-08-31T18:30:00.000","TN0330100","A4","Adam N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-097500","4","Inactive/Suspended","35.07208","-85.30523","POINT (-85.30523 35.07208)","2"
"2000 Gunbarrel Rd","Chattanooga","TN","37421","2022-08-31T18:25:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-094995","2","Cleared by Arrest","35.034478","-85.152932","POINT (-85.152932 35.034478)","4"
"2100 Hamilton Place Blvd","Chattanooga","TN","37421","2022-08-31T18:22:00.000","TN0330100","C7","Charlie N","23D","Theft From Buildings","Part 1 Crimes","22-094982","2","Cleared by Arrest","35.035555","-85.157291","POINT (-85.157291 35.035555)","4"
"3300 Char Mac Ln","Chattanooga","TN","37421","2022-08-31T18:00:00.000","TN0330100","A13","Adam S","23H","All Other Larceny","Part 1 Crimes","22-095190","4","Inactive/Suspended","35.039854","-85.365376","POINT (-85.365376 35.039854)","1"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-08-31T17:53:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-094969","2","Cleared by Arrest","35.008252","-85.20474","POINT (-85.20474 35.008252)","6"
"700 E 11th St","Chattanooga","TN","37403","2022-08-31T17:00:00.000","TN0330100","A9","Adam S","23H","All Other Larceny","Part 1 Crimes","22-094957","3","Pending/Possible Leads","35.040727000000004","-85.30063999999999","POINT (-85.30064 35.040727)","8"
"1900 Northpoint Blvd","Chattanooga","TN","37343","2022-08-31T15:00:00.000","TN0330100","A1","Adam N","23C","Shoplifting","Part 1 Crimes","22-094904","3","Pending/Possible Leads","35.137304","-85.243302","POINT (-85.243302 35.137304)","3"
"2000 Laura St","Chattanooga","TN","37406","2022-08-31T15:00:00.000","TN0330100","B3","Baker N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-095164","3","Pending/Possible Leads","35.051218","-85.264326","POINT (-85.264326 35.051218)","8"
"6900 Shallowford Rd","Chattanooga","TN","37421","2022-08-31T13:23:00.000","TN0330100","C6","Charlie N","240","Motor Vehicle Theft","Part 1 Crimes","22-094851","2","Cleared by Arrest","35.043386000000005","-85.160899","POINT (-85.160899 35.043386)","6"
"2200 Hamilton Place Blvd","Chattanooga","TN","37421","2022-08-31T13:03:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-094873","3","Pending/Possible Leads","35.041106","-85.15314599999999","POINT (-85.153146 35.041106)","4"
"3900 Hixson Pike","Chattanooga","TN","37415","2022-08-31T13:00:00.000","TN0330100","A3","Adam N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-097178","3","Pending/Possible Leads","35.113974999999996","-85.261663","POINT (-85.261663 35.113975)","2"
"400 E Martin Luther King Blvd","Chattanooga","TN","37403","2022-08-31T12:32:00.000","TN0330100","A9","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-094837","3","Pending/Possible Leads","35.043763999999996","-85.304569","POINT (-85.304569 35.043764)","8"
"1900 E Main St","Chattanooga","TN","37404","2022-08-31T11:00:00.000","TN0330100","B5","Baker S","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-094823","4","Inactive/Suspended","35.026347","-85.27897499999999","POINT (-85.278975 35.026347)","8"
"1600 Jefferson St","Chattanooga","TN","37408","2022-08-31T10:53:00.000","TN0330100","A9","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-094801","4","Inactive/Suspended","35.03278","-85.30023","POINT (-85.30023 35.03278)","7"
"2300 Rossville Blvd","Chattanooga","TN","37408","2022-08-31T10:50:00.000","TN0330100","B6","Baker S","240","Motor Vehicle Theft","Part 1 Crimes","22-094841","I","Closed","35.022214000000005","-85.297175","POINT (-85.297175 35.022214)","8"
"2200 Union Ave","Chattanooga","TN","37404","2022-08-31T10:00:00.000","TN0330100","B5","Baker S","23H","All Other Larceny","Part 1 Crimes","22-095643","3","Pending/Possible Leads","35.031232","-85.270416","POINT (-85.270416 35.031232)","9"
"2000 Hamilton Place Blvd","Chattanooga","TN","37421","2022-08-31T10:00:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-094810","3","Pending/Possible Leads","35.030922","-85.15956700000001","POINT (-85.159567 35.030922)","4"
"3800 Atlanta Dr","Chattanooga","TN","37415","2022-08-31T09:15:00.000","TN0330100","A3","Adam N","23H","All Other Larceny","Part 1 Crimes","22-095067","3","Pending/Possible Leads","35.107638","-85.255531","POINT (-85.255531 35.107638)","2"
"300 E Martin Luther King Blvd","Chattanooga","TN","37403","2022-08-31T07:50:00.000","TN0330100","A9","Adam S","23H","All Other Larceny","Part 1 Crimes","22-094736","3","Pending/Possible Leads","35.04468000000001","-85.305213","POINT (-85.305213 35.04468)","8"
"2000 Raulston St","Chattanooga","TN","37404","2022-08-31T06:30:00.000","TN0330100","B4","Baker N","23H","All Other Larceny","Part 1 Crimes","22-094722","3","Pending/Possible Leads","35.043152","-85.26921399999999","POINT (-85.269214 35.043152)","8"
"1700 S Kelley St","Chattanooga","TN","37404","2022-08-31T06:00:00.000","TN0330100","B6","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-094868","3","Pending/Possible Leads","35.022569000000004","-85.276701","POINT (-85.276701 35.022569)","9"
"1900 E 26th St","Chattanooga","TN","37407","2022-08-31T04:34:00.000","TN0330100","B7","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-094706","4","Inactive/Suspended","35.013574","-85.283649","POINT (-85.283649 35.013574)","8"
"500 N Willow St","Chattanooga","TN","37404","2022-08-31T00:50:00.000","TN0330100","B4","Baker N","23H","All Other Larceny","Part 1 Crimes","22-094531","3","Pending/Possible Leads","35.041886","-85.268788","POINT (-85.268788 35.041886)","8"
"1400 Fagan St","Chattanooga","TN","37408","2022-08-30T22:00:00.000","TN0330100","B5","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-094967","4","Inactive/Suspended","35.032435","-85.29360700000001","POINT (-85.293607 35.032435)","8"
"200 E 28th St","Chattanooga","TN","37410","2022-08-30T21:25:00.000","TN0330100","A11","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-094634","4","Inactive/Suspended","35.019631999999994","-85.308057","POINT (-85.308057 35.019632)","7"
"3200 Rossville Blvd","Chattanooga","TN","37407","2022-08-30T17:49:00.000","TN0330100","B7","Baker S","23C","Shoplifting","Part 1 Crimes","22-094565","3","Pending/Possible Leads","35.005566","-85.294118","POINT (-85.294118 35.005566)","7"
"3500 N Hawthorne St","Chattanooga","TN","37406","2022-08-30T16:49:00.000","TN0330100","B1","Baker N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-094592","4","Inactive/Suspended","35.080348","-85.24955","POINT (-85.24955 35.080348)","8"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-08-30T16:40:00.000","TN0330100","A13","Adam S","23C","Shoplifting","Part 1 Crimes","22-094521","2","Cleared by Arrest","35.016309","-85.375685","POINT (-85.375685 35.016309)","1"
"300 N Holly St","Chattanooga","TN","37404","2022-08-30T16:30:00.000","TN0330100","B4","Baker N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-094519","3","Pending/Possible Leads","35.041905","-85.277295","POINT (-85.277295 35.041905)","8"
"3700 Chula Vista Dr","Chattanooga","TN","37411","2022-08-30T16:00:00.000","TN0330100","C2","Charlie S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-094504","3","Pending/Possible Leads","35.019446","-85.245535","POINT (-85.245535 35.019446)","6"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-08-30T16:00:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-094501","2","Cleared by Arrest","35.009693000000006","-85.20506400000001","POINT (-85.205064 35.009693)","6"
"2900 Silverdale Rd","Chattanooga","TN","37421","2022-08-30T15:50:00.000","TN0330100","C9","Charlie N","23D","Theft From Buildings","Part 1 Crimes","22-094574","3","Pending/Possible Leads","35.06122","-85.137044","POINT (-85.137044 35.06122)","6"
"5900 Lee Hwy","Chattanooga","TN","37421","2022-08-30T15:50:00.000","TN0330100","C4","Charlie S","23C","Shoplifting","Part 1 Crimes","22-095296","2","Cleared by Arrest","35.022781","-85.19815600000001","POINT (-85.198156 35.022781)","5"
"3500 Brainerd Rd","Chattanooga","TN","37411","2022-08-30T15:40:00.000","TN0330100","C2","Charlie S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-094489","4","Inactive/Suspended","35.024287","-85.247249","POINT (-85.247249 35.024287)","9"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-08-30T15:25:00.000","TN0330100","A13","Adam S","23C","Shoplifting","Part 1 Crimes","22-094490","2","Cleared by Arrest","35.015394","-85.377416","POINT (-85.377416 35.015394)","1"
"2100 Hamilton Place Blvd","Chattanooga","TN","37421","2022-08-30T15:20:00.000","TN0330100","C7","Charlie N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-094545","4","Inactive/Suspended","35.033665","-85.159348","POINT (-85.159348 35.033665)","4"
"4200 Quinn Adams St","Chattanooga","TN","37410","2022-08-30T14:29:00.000","TN0330100","A12","Adam S","23H","All Other Larceny","Part 1 Crimes","22-094470","3","Pending/Possible Leads","34.999435000000005","-85.309616","POINT (-85.309616 34.999435)","7"
"500 Signal Mountain Rd","Chattanooga","TN","37405","2022-08-30T14:15:00.000","TN0330100","A5","Adam N","23C","Shoplifting","Part 1 Crimes","22-094463","3","Pending/Possible Leads","35.095015000000004","-85.33090899999999","POINT (-85.330909 35.095015)","1"
"5000 Brainerd Rd","Chattanooga","TN","37411","2022-08-30T14:00:00.000","TN0330100","C3","Charlie S","23D","Theft From Buildings","Part 1 Crimes","22-094478","3","Pending/Possible Leads","35.01142","-85.226746","POINT (-85.226746 35.01142)","6"
"1100 E 8th St","Chattanooga","TN","37403","2022-08-30T13:25:00.000","TN0330100","A8","Adam S","23H","All Other Larceny","Part 1 Crimes","22-094452","3","Pending/Possible Leads","35.042196000000004","-85.29248600000001","POINT (-85.292486 35.042196)","8"
"3800 Agawela Dr","Chattanooga","TN","37406","2022-08-30T13:05:00.000","TN0330100","C1","Charlie S","23H","All Other Larceny","Part 1 Crimes","22-094446","3","Pending/Possible Leads","35.04481800000001","-85.22604199999999","POINT (-85.226042 35.044818)","5"
"7400 Commons Blvd","Chattanooga","TN","37421","2022-08-30T12:06:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-094410","3","Pending/Possible Leads","35.037022","-85.147603","POINT (-85.147603 35.037022)","4"
"2500 Olive St","Chattanooga","TN","37406","2022-08-30T12:00:00.000","TN0330100","B2","Baker N","240","Motor Vehicle Theft","Part 1 Crimes","22-095366","2","Cleared by Arrest","35.054947999999996","-85.251659","POINT (-85.251659 35.054948)","9"
"4100 Hixson Pike","Chattanooga","TN","37415","2022-08-30T10:03:00.000","TN0330100","A3","Adam N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-094369","4","Inactive/Suspended","35.115707","-85.256412","POINT (-85.256412 35.115707)","2"
"3000 Broad St","Chattanooga","TN","37408","2022-08-30T09:34:00.000","TN0330100","A11","Adam S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-094344","3","Pending/Possible Leads","35.021809999999995","-85.319195","POINT (-85.319195 35.02181)","7"
"800 E 3rd St","Chattanooga","TN","37403","2022-08-30T08:53:00.000","TN0330100","A8","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-094351","4","Inactive/Suspended","35.049606","-85.294561","POINT (-85.294561 35.049606)","8"
"7000 Shallowford Rd","Chattanooga","TN","37421","2022-08-30T07:30:00.000","TN0330100","C9","Charlie N","240","Motor Vehicle Theft","Part 1 Crimes","22-094314","4","Inactive/Suspended","35.04448","-85.158574","POINT (-85.158574 35.04448)","6"
"2000 S Lyerly St","Chattanooga","TN","37404","2022-08-30T06:00:00.000","TN0330100","B6","Baker S","23D","Theft From Buildings","Part 1 Crimes","22-094549","3","Pending/Possible Leads","35.018348","-85.278684","POINT (-85.278684 35.018348)","9"
"3600 Central Ave","Chattanooga","TN","37410","2022-08-30T05:17:00.000","TN0330100","A11","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095027","4","Inactive/Suspended","35.007677","-85.310034","POINT (-85.310034 35.007677)","7"
