"address","city","state","zip","date_incident","jurisdiction","incident_tract","zone","ucr_incident_code","incident_description","incident_type","case_number","case_status","case_status_description","latitude","longitude","location","citydst"
"2500 Market St","Chattanooga","TN","37408","2022-08-25T20:30:00.000","TN0330100","A10","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-092649","3","Pending/Possible Leads","35.026773","-85.309283","POINT (-85.309283 35.026773)","7"
"4100 Virginia Ave","Chattanooga","TN","37409","2022-08-25T19:10:00.000","TN0330100","A12","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-092606","2","Cleared by Arrest","35.005705999999996","-85.327658","POINT (-85.327658 35.005706)","7"
"1200 Peeples St","Chattanooga","TN","37403","2022-08-25T16:00:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-092527","3","Pending/Possible Leads","35.036791","-85.299565","POINT (-85.299565 35.036791)","8"
"5200 Rotary Dr","Chattanooga","TN","37416","2022-08-25T05:00:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-092320","2","Cleared by Arrest","35.101789999999994","-85.175007","POINT (-85.175007 35.10179)","3"
"Kirby Ave","Chattanooga","TN","37404","2022-08-25T02:00:00.000","TN0330100","B5","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-092571","3","Pending/Possible Leads","35.033958","-85.277051","POINT (-85.277051 35.033958)","9"
"600 Hamilton Ave","Chattanooga","TN","37405","2022-08-25T02:00:00.000","TN0330100","A4","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-093091","3","Pending/Possible Leads","35.069263","-85.308859","POINT (-85.308859 35.069263)","1"
"1200 Peeples St","Chattanooga","TN","37403","2022-08-24T20:54:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-092247","3","Pending/Possible Leads","35.03775","-85.30128500000001","POINT (-85.301285 35.03775)","8"
"5300 Central Ave","Chattanooga","TN","37410","2022-08-24T20:20:00.000","TN0330100","A12","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-092237","2","Cleared by Arrest","34.98853","-85.318601","POINT (-85.318601 34.98853)","7"
"800 E 12th St","Chattanooga","TN","37403","2022-08-24T20:00:00.000","TN0330100","A9","Adam S","11A","Forcible Rape","Part 1 Crimes","22-092411","3","Pending/Possible Leads","35.03832499999999","-85.299519","POINT (-85.299519 35.038325)","8"
"E 12th St & Peeples St","Chattanooga","TN","37403","2022-08-24T17:52:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-092180","3","Pending/Possible Leads","35.03973","-85.300812","POINT (-85.300812 35.03973)","8"
"4800 Hwy 58","Chattanooga","TN","37421","2022-08-24T17:45:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-092183","3","Pending/Possible Leads","35.081592","-85.262057","POINT (-85.262057 35.081592)","8"
"700 N Germantown Rd","Chattanooga","TN","37411","2022-08-24T16:47:00.000","TN0330100","C2","Charlie S","120","Robbery","Part 1 Crimes","22-092140","3","Pending/Possible Leads","35.0319","-85.24127999999999","POINT (-85.24128 35.0319)","9"
"100 River St","Chattanooga","TN","37405","2022-08-24T09:27:00.000","TN0330100","A7","Adam S","11A","Forcible Rape","Part 1 Crimes","22-091616","3","Pending/Possible Leads","35.061330999999996","-85.30757700000001","POINT (-85.307577 35.061331)","2"
"7200 Bonny Oaks Dr","Chattanooga","TN","37421","2022-08-23T20:14:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-091746","3","Pending/Possible Leads","35.064249000000004","-85.142638","POINT (-85.142638 35.064249)","6"
"300 Rowe Rd","Chattanooga","TN","37411","2022-08-23T09:00:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-091575","2","Cleared by Arrest","35.033858","-85.250356","POINT (-85.250356 35.033858)","9"
"2100 Laura St","Chattanooga","TN","37406","2022-08-23T03:09:00.000","TN0330100","B3","Baker N","120","Robbery","Part 1 Crimes","22-091446","3","Pending/Possible Leads","35.049849","-85.26384","POINT (-85.26384 35.049849)","8"
"1000 Airport Rd","Chattanooga","TN","37421","2022-08-22T20:00:00.000","TN0330100","C4","Charlie S","11A","Forcible Rape","Part 1 Crimes","22-091645","3","Pending/Possible Leads","35.038068","-85.19619599999999","POINT (-85.196196 35.038068)","5"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-08-22T17:13:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-091320","2","Cleared by Arrest","34.9904947","-85.289108","POINT (-85.289108 34.9904947)","7"
"7000 Shallowford Rd","Chattanooga","TN","37421","2022-08-22T12:30:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-091640","3","Pending/Possible Leads","35.045133","-85.15773300000001","POINT (-85.157733 35.045133)","6"
"400 W 38th St","Chattanooga","TN","37410","2022-08-21T22:09:00.000","TN0330100","A12","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-091024","3","Pending/Possible Leads","35.006884","-85.316068","POINT (-85.316068 35.006884)","7"
"3800 Wilcox Blvd","Chattanooga","TN","37411","2022-08-21T20:56:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-091005","3","Pending/Possible Leads","35.043200999999996","-85.224514","POINT (-85.224514 35.043201)","5"
"2200 Taylor St","Chattanooga","TN","37406","2022-08-21T14:20:00.000","TN0330100","B2","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-090893","3","Pending/Possible Leads","35.0410321","-85.24260100000001","POINT (-85.242601 35.0410321)","9"
"3200 Crestfield Dr","Chattanooga","TN","37411","2022-08-21T06:10:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-090777","2","Cleared by Arrest","35.049286","-85.240789","POINT (-85.240789 35.049286)","5"
"5400 Hwy 153","Chattanooga","TN","37343","2022-08-20T22:13:00.000","TN0330100","A3","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-090663","3","Pending/Possible Leads","35.140032999999995","-85.24967099999999","POINT (-85.249671 35.140033)","2"
"Camden St & Bradt St","Chattanooga","TN","37406","2022-08-20T13:38:00.000","TN0330100","B2","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-090510","3","Pending/Possible Leads","35.054308999999996","-85.26129","POINT (-85.26129 35.054309)","8"
"4900 Jeffery Ln","Chattanooga","TN","37410","2022-08-19T23:43:00.000","TN0330100","A12","Adam S","120","Robbery","Part 1 Crimes","22-090345","3","Pending/Possible Leads","34.990013999999995","-85.30688400000001","POINT (-85.306884 34.990014)","7"
"200 Broad St","Chattanooga","TN","37402","2022-08-19T21:01:00.000","TN0330100","A7","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-090288","3","Pending/Possible Leads","35.054223","-85.310197","POINT (-85.310197 35.054223)","7"
"3600 Hixson Pike","Chattanooga","TN","37415","2022-08-19T18:24:00.000","TN0330100","A3","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-090268","3","Pending/Possible Leads","35.107867","-85.272418","POINT (-85.272418 35.107867)","2"
"600 Sylvan Dr","Chattanooga","TN","37411","2022-08-19T14:54:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-090146","3","Pending/Possible Leads","35.034972999999994","-85.23828","POINT (-85.23828 35.034973)","9"
"300 Mcbrien Rd","Chattanooga","TN","37411","2022-08-19T14:32:00.000","TN0330100","C3","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-090116","3","Pending/Possible Leads","35.005944","-85.223181","POINT (-85.223181 35.005944)","6"
"7800 Scrapeshin Trl","Chattanooga","TN","37421","2022-08-18T23:00:00.000","TN0330100","C8","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-090321","2","Cleared by Arrest","34.987376","-85.16554900000001","POINT (-85.165549 34.987376)","4"
"7800 Scrapeshin Trl","Chattanooga","TN","37421","2022-08-18T23:00:00.000","TN0330100","C8","Charlie N","120","Robbery","Part 1 Crimes","22-090020","2","Cleared by Arrest","34.987173","-85.16603","POINT (-85.16603 34.987173)","4"
"7800 Scrapeshin Trl","Chattanooga","TN","37421","2022-08-18T23:00:00.000","TN0330100","C8","Charlie N","120","Robbery","Part 1 Crimes","22-090321","2","Cleared by Arrest","34.98682","-85.16585500000001","POINT (-85.165855 34.98682)","4"
"700 E Henderson Dr","Chattanooga","TN","37411","2022-08-18T21:27:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-089866","2","Cleared by Arrest","35.029303999999996","-85.22541799999999","POINT (-85.225418 35.029304)","5"
"900 Mountain Creek Rd","Chattanooga","TN","37405","2022-08-18T10:38:00.000","TN0330100","A5","Adam N","11A","Forcible Rape","Part 1 Crimes","22-089582","3","Pending/Possible Leads","35.111065","-85.32220199999999","POINT (-85.322202 35.111065)","1"
"600 N Parkdale Ave","Chattanooga","TN","37411","2022-08-18T09:45:00.000","TN0330100","C2","Charlie S","120","Robbery","Part 1 Crimes","22-089593","3","Pending/Possible Leads","35.02702","-85.22442099999999","POINT (-85.224421 35.02702)","5"
"800 Broad St","Chattanooga","TN","37402","2022-08-18T07:55:00.000","TN0330100","A7","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-089565","3","Pending/Possible Leads","35.046884999999996","-85.30946","POINT (-85.30946 35.046885)","7"
"2700 Rossville Blvd","Chattanooga","TN","37404","2022-08-18T04:38:00.000","TN0330100","B7","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-089520","3","Pending/Possible Leads","35.015332","-85.293837","POINT (-85.293837 35.015332)","8"
"7000 Shallowford Rd","Chattanooga","TN","37421","2022-08-18T01:14:00.000","TN0330100","C9","Charlie N","120","Robbery","Part 1 Crimes","22-089488","3","Pending/Possible Leads","35.04445","-85.15736700000001","POINT (-85.157367 35.04445)","6"
"5500 Brainerd Rd","Chattanooga","TN","37411","2022-08-17T20:00:00.000","TN0330100","C3","Charlie S","11A","Forcible Rape","Part 1 Crimes","22-089671","3","Pending/Possible Leads","35.010833","-85.21925","POINT (-85.21925 35.010833)","5"
"3900 Dahlia St","Chattanooga","TN","37421","2022-08-17T15:18:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-089257","3","Pending/Possible Leads","35.059007","-85.21011200000001","POINT (-85.210112 35.059007)","5"
"100 Southview St","Chattanooga","TN","37405","2022-08-17T15:06:00.000","TN0330100","A5","Adam N","11A","Forcible Rape","Part 1 Crimes","22-089252","3","Pending/Possible Leads","35.105954000000004","-85.331598","POINT (-85.331598 35.105954)","1"
"800 Market St","Chattanooga","TN","37402","2022-08-17T12:00:00.000","TN0330100","A7","Adam S","120","Robbery","Part 1 Crimes","22-089559","1","Unfounded","35.04728","-85.309021","POINT (-85.309021 35.04728)","7"
"2500 Broad St","Chattanooga","TN","37408","2022-08-16T19:58:00.000","TN0330100","A10","Adam S","120","Robbery","Part 1 Crimes","22-088982","1","Unfounded","35.028047","-85.31486699999999","POINT (-85.314867 35.028047)","7"
"600 Tunnel Blvd","Chattanooga","TN","37411","2022-08-16T19:50:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-088959","2","Cleared by Arrest","35.036049","-85.240878","POINT (-85.240878 35.036049)","9"
"600 W 14th Street Ct","Chattanooga","TN","37402","2022-08-16T18:00:00.000","TN0330100","A6","Adam S","11A","Forcible Rape","Part 1 Crimes","22-088920","3","Pending/Possible Leads","35.041796000000005","-85.31799600000001","POINT (-85.317996 35.041796)","7"
"2000 Gunbarrel Rd","Chattanooga","TN","37421","2022-08-16T17:51:00.000","TN0330100","C7","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-088916","3","Pending/Possible Leads","35.031786000000004","-85.155343","POINT (-85.155343 35.031786)","4"
"4400 Norcross Rd","Chattanooga","TN","37343","2022-08-16T16:25:00.000","TN0330100","A3","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-088870","3","Pending/Possible Leads","35.126738","-85.256101","POINT (-85.256101 35.126738)","2"
"1200 Peeples St","Chattanooga","TN","37403","2022-08-16T12:53:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-088790","3","Pending/Possible Leads","35.037665","-85.299057","POINT (-85.299057 35.037665)","8"
"3500 Ohls Ave","Chattanooga","TN","37410","2022-08-15T23:14:00.000","TN0330100","A11","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-088512","3","Pending/Possible Leads","35.008753999999996","-85.315463","POINT (-85.315463 35.008754)","7"
"3500 Ohls Ave","Chattanooga","TN","37410","2022-08-15T22:34:00.000","TN0330100","A11","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-088602","3","Pending/Possible Leads","35.009124","-85.315768","POINT (-85.315768 35.009124)","7"
"E 3rd St & Highland Park Ln","Chattanooga","TN","37404","2022-08-15T21:20:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-088574","2","Cleared by Arrest","35.043825","-85.27745300000001","POINT (-85.277453 35.043825)","8"
"5700 Brainerd Rd","Chattanooga","TN","37411","2022-08-15T04:01:00.000","TN0330100","C3","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-088177","3","Pending/Possible Leads","35.012682","-85.213472","POINT (-85.213472 35.012682)","5"
"5100 Sunbeam Ave","Chattanooga","TN","37411","2022-08-15T01:00:00.000","TN0330100","C3","Charlie S","09A","Murder & Non-Negligent Manslaughter","Part 1 Crimes","22-088228","2","Cleared by Arrest","35.010755","-85.227064","POINT (-85.227064 35.010755)","6"
"3900 Jasmine St","Chattanooga","TN","37421","2022-08-14T23:30:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-088165","3","Pending/Possible Leads","35.060452","-85.213489","POINT (-85.213489 35.060452)","5"
"2600 Glenwood Pkwy","Chattanooga","TN","37404","2022-08-14T22:08:00.000","TN0330100","B4","Baker N","09A","Murder & Non-Negligent Manslaughter","Part 1 Crimes","22-088104","3","Pending/Possible Leads","35.032588999999994","-85.26245899999999","POINT (-85.262459 35.032589)","9"
"6900 E Brainerd Rd","Chattanooga","TN","37421","2022-08-14T21:00:00.000","TN0330100","C8","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-089096","3","Pending/Possible Leads","35.017407","-85.174673","POINT (-85.174673 35.017407)","6"
"7300 E Brainerd Rd","Chattanooga","TN","37421","2022-08-14T20:43:00.000","TN0330100","C8","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-088095","2","Cleared by Arrest","35.01625","-85.16445800000001","POINT (-85.164458 35.01625)","4"
"2700 Curtis St","Chattanooga","TN","37406","2022-08-14T14:22:00.000","TN0330100","B2","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-087956","3","Pending/Possible Leads","35.070653","-85.252884","POINT (-85.252884 35.070653)","8"
"1800 Tunnel Blvd","Chattanooga","TN","37406","2022-08-14T02:30:00.000","TN0330100","C1","Charlie S","120","Robbery","Part 1 Crimes","22-087910","3","Pending/Possible Leads","35.049284","-85.236399","POINT (-85.236399 35.049284)","5"
"4400 Norcross Rd","Chattanooga","TN","37343","2022-08-14T02:00:00.000","TN0330100","A3","Adam N","11A","Forcible Rape","Part 1 Crimes","22-090473","3","Pending/Possible Leads","35.127386","-85.256775","POINT (-85.256775 35.127386)","2"
"4100 Clio Ave","Chattanooga","TN","37407","2022-08-14T01:30:00.000","TN0330100","B9","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-087818","3","Pending/Possible Leads","34.995113","-85.29003900000001","POINT (-85.290039 34.995113)","7"
"2100 Mccallie Ave & N Kelley St","Chattanooga","TN","37404","2022-08-14T01:00:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-092107","3","Pending/Possible Leads","35.035258999999996","-85.271544","POINT (-85.271544 35.035259)","8"
"4500 Hixson Pike","Chattanooga","TN","37343","2022-08-13T11:52:00.000","TN0330100","A3","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-087535","2","Cleared by Arrest","35.12104600000001","-85.245423","POINT (-85.245423 35.121046)","3"
"5500 Brainerd Rd","Chattanooga","TN","37411","2022-08-13T07:00:00.000","TN0330100","C3","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-087457","2","Cleared by Arrest","35.009924","-85.218995","POINT (-85.218995 35.009924)","6"
"2400 Williams St","Chattanooga","TN","37408","2022-08-13T00:56:00.000","TN0330100","A10","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-087390","3","Pending/Possible Leads","35.0282","-85.31389700000001","POINT (-85.313897 35.0282)","7"
"7700 Lee Hwy","Chattanooga","TN","37421","2022-08-12T23:30:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-087383","3","Pending/Possible Leads","35.062199","-85.133044","POINT (-85.133044 35.062199)","6"
"1000 Sheridan Ave","Chattanooga","TN","37406","2022-08-12T17:50:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-087277","3","Pending/Possible Leads","35.051494000000005","-85.270093","POINT (-85.270093 35.051494)","8"
"900 Ashland Ter","Chattanooga","TN","37415","2022-08-12T17:00:00.000","TN0330100","A3","Adam N","120","Robbery","Part 1 Crimes","22-087309","3","Pending/Possible Leads","35.115195","-85.26403499999999","POINT (-85.264035 35.115195)","2"
"3900 7th Ave","Chattanooga","TN","37407","2022-08-12T16:55:00.000","TN0330100","B9","Baker S","09A","Murder & Non-Negligent Manslaughter","Part 1 Crimes","22-087241","2","Cleared by Arrest","34.997634","-85.28657799999999","POINT (-85.286578 34.997634)","7"
"1200 Dodson Ave","Chattanooga","TN","37406","2022-08-12T08:55:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-087026","3","Pending/Possible Leads","35.050686","-85.26145","POINT (-85.26145 35.050686)","8"
"00 Station St","Chattanooga","TN","37408","2022-08-12T01:43:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-086956","2","Cleared by Arrest","35.03691","-85.30679400000001","POINT (-85.306794 35.03691)","8"
"4700 Brainerd Rd","Chattanooga","TN","37411","2022-08-12T00:35:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-086937","3","Pending/Possible Leads","35.013552","-85.23091500000001","POINT (-85.230915 35.013552)","6"
