"date","program_area","program_type","service_category","provider","program_site_name","borough","street_address","city","state","zipcode","latitude","longitude","x_coordinate","y_coordinate","communitydistrict","community_name","city_council_district","census_tract_2010","nda","nta","bin","bbl","geocoded_column","ntaname","totalslots","totalparticipants","contract","portfolioid"
"2020","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL","Educational Services","BronxWorks, Inc.","Carolyn McLaughlin Community Center","Bronx","1130 GRAND CONCOURSE","Bronx","NY","10456","40.83259201","-73.91871643","1006502","242528","Bronx CD 004","Bronx CD 004","Council District 016 Bronx","181.02","NDA001X","BX14","2002833","2024620042","POINT (-73.91871643 40.83259201)","East Concourse-Concourse Village","381","469","766601A",
"2020","Discretionary","Over Threshold","Community Services","Asian American Coalition for Children and Families Inc","PASE","Manhattan","120 BROADWAY","New York","NY","10271","40.7082281","-74.010524","981189","197419","Manhattan CD 001","Manhattan CD 001","Council District 001 Manhattan","7","NDA001X","MN25","1001026","1000477501","POINT (-74.010524 40.7082281)","Battery Park City-Lower Manhattan","N/A","N/A","43022R",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Global Kids, Inc.","Washington Heights Expeditionary Learning School","Manhattan","511 WEST 182 STREET","New York","NY","10033","40.84890783","-73.9309481","1003354","248565","Manhattan CD 012","Manhattan CD 012","Council District 010 Manhattan","269","NDA012M","MN35","1063703","1021550035","POINT (-73.9309481 40.84890783)","Washington Heights North","90","109","142038A","142038"
"2020","Discretionary","Over Threshold","Community Services","HANAC INC","Training and Employment Services","Manhattan","127 WEST 127TH STREET","New York","NY","10027","40.80947287","-73.94535899","999338","234200","Manhattan CD 010","Manhattan CD 010","Council District 005 Manhattan","224","NDA001Q","MN03","1057904","1019120012","POINT (-73.94535899 40.80947287)","Central Harlem North-Polo Grounds","N/A","N/A","42185R",
"2020","Discretionary","Over Threshold","Community Services","New York City Parents of Lesbians and Gay Men Inc","St Bartholomews church","Manhattan","109 EAST 50 STREET","New York","NY","10022","40.7569979","-73.973497","991669","215026","Manhattan CD 005","Manhattan CD 005","Council District 004 Manhattan","100","NDA009K","MN19","1036450","1013050001","POINT (-73.973497 40.7569979)","Turtle Bay-East Midtown","N/A","N/A","32384R",
"2021","Literacy and Immigrant Services","ESL Civics","Educational Services; Family Support; Immigrant Services","Jewish Community Council of Greater Coney Island, Inc.","The Gerard Carter Community Center","Staten Island","230 BROAD STREET","Staten Island","NY","10304","40.6234887","-74.0816822","961427","166538","Richmond CD 001","Richmond CD 001","Council District 049 Richmond","29","Richmond Neighborhood Development Area 001","SI37","5154565","5005450100","POINT (-74.0816822 40.6234887)","Stapleton-Rosebank","83","83","77187B",
"2020","Discretionary","Under Threshold","Community Services","NY Softball, Inc","THE VITO LOCASCIO FIELD","Queens","155 - 03 79 STREET","HOWARD BEACH","NY","11414","40.6638657","-73.854625","1024582","181121","Queens CD 010","Queens CD 010","Council District 027 Queens","62.02","NDA Not-defined","QN57",,,"POINT (-73.854625 40.6638657)","Lindenwood-Howard Beach","N/A","N/A","42794R",
"2020","Discretionary","Over Threshold","Community Services","Girls For Gender Equity, Inc.","Girls for Gender Equity","Brooklyn","25 CHAPEL STREET","Brooklyn","NY","11201","40.69729686","-73.98648195","988128","193305","Brooklyn CD 002","Brooklyn CD 002","Council District 033 Brooklyn","13","NDA Not-defined","BK38","3335884","3001180006","POINT (-73.98648195 40.69729686)","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","N/A","N/A","62263R",
"2021","CSBG","Seniors","Community Services; Family Support; Housing Support; Immigrant Services","Brooklyn Chinese American Association Inc","BCA Avenue U Asian Senior Center","Brooklyn","2072 EAST 15TH STREET","Brooklyn","NY","11229","40.59933472","-73.95677948","996314","157726","Brooklyn CD 015","Brooklyn CD 015","Council District 021 Brooklyn","580","NDA Not-defined","BK44","3198079","3073190036","POINT (-73.95677948 40.59933472)","Madison","N/A","N/A","821504B",
"2020","Discretionary","Over Threshold","Community Services","Brooklyn Queens Land Trust","BQLT Gardens","Brooklyn","30 3RD AVE","Brooklyn","NY","11217","40.68580969","-73.98038508","989690","189136","Brooklyn CD 002","Brooklyn CD 002","Council District 033 Brooklyn","39","Brooklyn Neighborhood Development Area 002","BK38","3000753","3001797503","POINT (-73.98038508 40.68580969)","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","N/A","N/A","28742R",
"2020","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","The Salvation Army","Bedford Community Center","Brooklyn","110 KOSCIUSZKO STREET","Brooklyn","NY","11216","40.69070839","-73.95056243","997960","190924","Brooklyn CD 003","Brooklyn CD 003","Council District 036 Brooklyn","253","NDA003K","BK75","3049768","3017840011","POINT (-73.95056243 40.69070839)","Bedford","90","103","126162A","126162-2"
"2020","Discretionary","Over Threshold","Community Services","Southern Queens Park Association,Inc.","Southern Queens Park Association - Adult Literacy","Queens","177-01 BAISLEY BLVD","Rochdale Village","NY","11434","40.68636619","-73.76838751","1048466","189393","Queens CD 012","Queens CD 012","Council District 027 Queens","426","NDA Not-defined","QN08","4268835","4124060180","POINT (-73.76838751 40.68636619)","St. Albans","N/A","N/A","76743R",
"2021","Discretionary","Over Threshold","Community Services","Bergen Basin Community Development Corporation","Beraca Food Pantry","Brooklyn","9602 FLATLANDS AVENUE","Brooklyn","NY","11236","40.64304352","-73.90099335","1011725","173570","Brooklyn CD 018","Brooklyn CD 018","Council District 046 Brooklyn","966","NDA Not-defined","BK50","3230107","3082040036","POINT (-73.90099335 40.64304352)","Canarsie","N/A","N/A","28340S",
"2020","SYEP","General NYCHA","Educational Services; Jobs and Internships","The Children's Aid Society","Children's Aid: Harlem Office","Manhattan","4 WEST 43RD STREET","New York","NY","10036","40.75437111","-73.98093156","989533","214115","Manhattan CD 005","Manhattan CD 005","Council District 004 Manhattan","96","NDA Not-defined","MN17","1034201","1012580042","POINT (-73.98093156 40.75437111)","Midtown-Midtown South","N/A","N/A","91033",
"2021","CSBG","Seniors","Community Services; Family Support; Housing Support; Immigrant Services","East Side House, Inc.","Mitchel Senior Center","Bronx","188 LINCOLN AVENUE","bronx","NY","10454","40.809505","-73.926849","1004200","234344","Bronx CD 001","Bronx CD 001","Council District 008 Manhattan","23","NDA001X","BX39","2091142","2023110001","POINT (-73.926849 40.809505)","Mott Haven-Port Morris","N/A","N/A","810109B",
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Inwood Community Services, Inc.","Harold O. Levy School","Manhattan","650 ACADEMY STREET","New York","NY","10034","40.86601652","-73.92486691","1005040","254813","Manhattan CD 012","Manhattan CD 012","Council District 010 Manhattan","291","NDA012M","MN01","1076776","1022330020","POINT (-73.92486691 40.86601652)","Marble Hill-Inwood","90","66","134303C","134303"
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Good Shepherd Services","Prince Joshua Avitto Community Center","Brooklyn","876 SCHENCK AVENUE","Brooklyn","NY","11207","40.6582135","-73.881762","1017013","179176","Brooklyn CD 005","Brooklyn CD 005","Council District 042 Brooklyn","1106","NDA005K","BK82","3413735","3043750060","POINT (-73.881762 40.6582135)","East New York","60","64","134206C","134206"
"2021","Discretionary","Under Threshold","Community Services","Committee for Environmentally Sound Development Inc","Main site","Manhattan","305 WEST 72ND STREET","New York","NY","10023","40.78027725","-73.98484802","988407","223464","Manhattan CD 007","Manhattan CD 007","Council District 006 Manhattan","159","NDA Not-defined","MN14","1030986","1011840007","POINT (-73.98484802 40.78027725)","Lincoln Square","N/A","N/A","93143S",
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Cypress Hills Local Development Corporation, Inc.","Liberty Avenue Middle School","Brooklyn","350 LINWOOD STREET","Brooklyn","NY","11208","40.67710353","-73.88343259","1016583","185985","Brooklyn CD 005","Brooklyn CD 005","Council District 037 Brooklyn","1170","NDA005K","BK82","3088357","3039690001","POINT (-73.88343259 40.67710353)","East New York","134","145","142127A","142127-1"
"2021","Discretionary","Under Threshold","Community Services","Green Guerillas, Inc.","Community Gardening","Brooklyn","1031 BEDFORD AVENUE","Brooklyn","NY","11216","40.6885819","-73.954641","996826","190155","Brooklyn CD 003","Brooklyn CD 003","Council District 036 Brooklyn","243","Brooklyn Neighborhood Development Area 003","BK75","3000000","3017930009","POINT (-73.954641 40.6885819)","Bedford","N/A","N/A","68266S",
"2021","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL (Discretionary)","Educational Services","SCO Family of Services","Center for Family Life","Brooklyn","443 39 STREET","Brooklyn","NY","11232","40.6520088","-74.0047416","982840","176812","Brooklyn CD 007","Brooklyn CD 007","Council District 038 Brooklyn","84","NDA007K","BK32","3396141","3007050059","POINT (-74.0047416 40.6520088)","Sunset Park West","156","166","68250S",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Kingsbridge Heights Community Center Inc","International School for Liberal Arts","Bronx","2780 RESERVOIR AVENUE","Bronx","NY","10468","40.87029235","-73.89830876","1012375","256365","Bronx CD 007","Bronx CD 007","Council District 011 Bronx","409","NDA008X","BX28","2015241","2032470070","POINT (-73.89830876 40.87029235)","Van Cortlandt Village","90","92","142050A","142050"
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","KIPP Academy Charter School","KIPP Academy Charter School","Bronx","250 EAST 156 STREET","Bronx","NY","10451","40.82315923","-73.92163127","1005940","239186","Bronx CD 004","Bronx CD 004","Council District 017 Bronx","61","NDA004X","BX14","2002458","2024430190","POINT (-73.92163127 40.82315923)","East Concourse-Concourse Village","90","155","142051A","142051"
"2021","Compass","COMPASS Explore","Afterschool Programs; Community Services; Educational Services","The Young Womens Christian Association of Queens","The Young Women's Christian Association of Queens","Queens","42-07 PARSONS BOULEVARD","Flushing","NY","11355","40.75827956","-73.81962441","1034373","215436","Queens CD 007","Queens CD 007","Council District 020 Queens","861","Out of NDA","QN52","4583346","4053750006","POINT (-73.81962441 40.75827956)","East Flushing","60","61","210034A","210034"
"2020","CSBG","Seniors","Community Services; Family Support; Housing Support; Immigrant Services","Neighborhood Self-Help by Older Persons Projects, Inc.","Lafayette Estates","Bronx","825 BOYNTON AVE","Bronx","NY","10473","40.8201387","-73.8762596","1018499","238100","Bronx CD 009","Bronx CD 009","Council District 017 Bronx","28","NDA009X","BX09","2092720","2036230020","POINT (-73.8762596 40.8201387)","Soundview-Castle Hill-Clason Point-Harding Park","N/A","N/A","810905A",
"2020","Discretionary","Over Threshold","Community Services","Capitol District Management Association Inc.","NYC Cleanup Initiative","Bronx","900 GRAND CONCOURSE","Bronx","NY","10451","40.82741123","-73.92227667","1005760","240735","Bronx CD 004","Bronx CD 004","Council District 016 Bronx","18301","NDA004X","BX14","2002802","2024600001","POINT (-73.92227667 40.82741123)","East Concourse-Concourse Village","N/A","N/A","68391R",
"2020","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","The Children's Aid Society","P.S. 152 Dyckman Valley","Manhattan","93 NAGLE AVENUE","New York","NY","10040","40.8601407","-73.9275778","1004184","252757","Manhattan CD 012","Manhattan CD 012","Council District 010 Manhattan","283","NDA012M","MN35","1064149","1021730001","POINT (-73.9275778 40.8601407)","Washington Heights North","200","163","126078A","126078"
"2020","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Maspeth Town Hall, Inc.","P.S. 229 Emanuel Kaplan","Queens","67-25 51 ROAD","QUEENS","NY","11377","40.7342932","-73.8975565","1012641","206816","Queens CD 005","Queens CD 005","Council District 030 Queens","513","NDA Not-defined","QN30","4440274","4024230001","POINT (-73.8975565 40.7342932)","Maspeth","393","418","124408B",
"2020","Discretionary","Over Threshold","Community Services","Bella Abzug Leadership Institute, Inc","University Heights","Bronx","701 ST ANNS AVENUE","Bronx","NY","10455","40.81824947","-73.91102969","1008876","237400","Bronx CD 001","Bronx CD 001","Council District 017 Bronx","71","NDA002K","BX34","2001153","2023590240","POINT (-73.91102969 40.81824947)","Melrose South-Mott Haven North","N/A","N/A","32499R",
"2020","Discretionary","Under Threshold","Community Services","Sauti Yetu Center for African Women, Inc.","kAPPA Middle School X215","Bronx","3630 3 AVENUE","Bronx","NY","10456","40.83351035","-73.90449018","1010680","242962","Bronx CD 003","Bronx CD 003","Council District 016 Bronx","14701","NDA001X","BX01","2009611","2029250001","POINT (-73.90449018 40.83351035)","Claremont-Bathgate","N/A","N/A","13022R",
"2021","Literacy and Immigrant Services","ESL Civics","Educational Services; Family Support; Immigrant Services","Jewish Community Council of Greater Coney Island, Inc.","Jewish Community Council of Greater Coney Island","Staten Island","350 PORT RICHMOND AVENUE","Staten Island","NY","10302","40.63331223","-74.13692474","946315","170007","Richmond CD 001","Richmond CD 001","Council District 049 Richmond","213","Richmond Neighborhood Development Area 001","SI28","5025698","5010910032","POINT (-74.13692474 40.63331223)","Port Richmond","83","83","77187B",
"2021","WIOA","Learn and Earn","Afterschool Programs; Educational Services; Jobs and Internships","Global Kids, Inc.","Transit Tech Career and Technical Education High School","Brooklyn","1 WELLS STREET","Brooklyn","NY","11208","40.67822099","-73.87591191","1018655","186415","Brooklyn CD 005","Brooklyn CD 005","Council District 037 Brooklyn","1196","NDA005K","BK82","3327249","3041550075","POINT (-73.87591191 40.67822099)","East New York","N/A","N/A","90335A",
