"cb_link_id","boro","community_board","council_district","latitude","longitude","link_installation_status","smallest_ppt","street_address","postcode","link_site_id","link_smoke_tested_and_activated_a","link_installation","neighborhood_tabulation_area_nta","building_identification_number_bin","borough_block_lot_bbl","census_tract_ct","cross_street_1","cross_street_2","ixn_corner","location"
"qu-06-124230","Queens","406","29","40.720017000000000","-73.844787000000000","Live","124230","106-20 71 AVENUE","11375","qu-06-124230","2017-03-09T00:00:00.000","2017-02-25T00:00:00.000","Forest Hills","4077914","4032550012","4073700","AUSTIN STREET","BURNS STREET","SE","(40.720017, -73.844787)"
"LINK-011721","Bronx","205","14","40.857231380000000","-73.904741220000000","Live","119615","2201 JEROME AVENUE","10453","bx-05-119615","2022-04-28T00:00:00.000","2021-11-19T00:00:00.000","Fordham South","2014209","2031960038","2023900","WEST 182 STREET","EAST 182 STREET","NW","(40.85723138, -73.90474122)"
,"Queens","412","27","40.6826704","-73.7818589","Installed","155138","118-37 GUY R BREWER BLVD","11434","qu-12-155138",,"2022-04-28T00:00:00.000","Baisley Park",,"4123540001",,"GUY R. BREWER BOULEVARD","164TH STREET","NE","(40.6826704, -73.7818589)"
"mn-08-135088","Manhattan","108","5","40.765665450000000","-73.957408730000000","Live","135088","1284 1 AVENUE","10065","mn-08-135088","2018-05-11T00:00:00.000","2017-12-07T00:00:00.000","Lenox Hill-Roosevelt Island","1045578","1014630045","1011600","EAST 69 STREET","EAST 68 STREET","SE","(40.76566545, -73.95740873)"
"bx-01-123214","Bronx","201","17","40.81850954098598","-73.91461401256561","Repair Pending","123214","2969 3 AVENUE","10455","bx-01-123214","2016-12-28T00:00:00.000","2016-10-22T00:00:00.000","Melrose South-Mott Haven North","2001382","2023750048","2006700","EAST 153 STREET","EAST 154 STREET","NW","(40.81850954098598, -73.91461401256561)"
"mn-08-136989","Manhattan","108","4","40.763037000000000","-73.965653000000000","Live","136989","1030 3 AVENUE","10065","mn-08-136989","2016-03-29T00:00:00.000","2016-02-27T00:00:00.000","Upper East Side-Carnegie Hill","1041986","1013960033","1011402","EAST 61 STREET","EAST 62 STREET","NW","(40.763037, -73.965653)"
"qu-06-124234","Queens","406","29","40.722499170000000","-73.850776960000000","Live","124234","70-25 YELLOWSTONE BOULEVARD","11375","qu-06-124234","2017-03-09T00:00:00.000","2017-02-25T00:00:00.000","Forest Hills","4433878","4032360035","4071100","AUSTIN STREET","GERARD PLACE","SE","(40.72249917, -73.85077696)"
"mn-10-119880","Manhattan","110","9","40.816688920000000","-73.946548090000000","Live","119880","2527 FREDERICK DOUGLASS BOULEVARD","10030","mn-10-119880","2016-10-31T00:00:00.000","2016-10-14T00:00:00.000","Central Harlem North-Polo Grounds","1059461","1019600011","1022102","WEST 135 STREET","WEST 136 STREET","NW","(40.81668892, -73.94654809)"
"LINK-019363","Brooklyn","303","36","40.679485430000000","-73.949522500000000","Removal Pending","145830","517 NOSTRAND AVENUE","11216","bk-03-145830","2017-04-28T00:00:00.000","2017-03-31T00:00:00.000","Crown Heights North","3000000","3018670018","3024700","HERKIMER STREET","HERKIMER PLACE","SE","(40.67948543, -73.9495225)"
"qu-02-124987","Queens","402","26","40.742211270000000","-73.918995050000000","Live","124987","45-23 GREENPOINT AVENUE","11104","qu-02-124987","2017-03-09T00:00:00.000","2017-02-25T00:00:00.000","Hunters Point-Sunnyside-West Maspeth","4001953","4001640001","4018300","46 STREET","45 STREET","NW","(40.74221127, -73.91899505)"
"mn-08-121015","Manhattan","108","5","40.774855000000000","-73.956665000000000","Live","121015","200 EAST 80 STREET","10075","mn-08-121015","2016-03-30T00:00:00.000","2016-02-15T00:00:00.000","Yorkville","1048509","1015250001","1013800","3 AVENUE","2 AVENUE","SE","(40.774855, -73.956665)"
"LINK-013376","Manhattan","112","7","40.837357700000000","-73.938883800000000","Live","120466","2100 AMSTERDAM AVENUE","10032","mn-12-120466","2022-04-25T00:00:00.000","2021-11-19T00:00:00.000","Washington Heights South","1062901","1021210047","1024301","WEST 163 STREET","WEST 164 STREET","NW","(40.8373577, -73.9388838)"
"qu-04-125330","Queens","404","21","40.747980950000000","-73.880026820000000","Live","125330","86-10 ROOSEVELT AVENUE","11372","qu-04-125330","2017-09-07T00:00:00.000","2017-08-19T00:00:00.000","Elmhurst","4037053","4015020006","4026901","86 STREET","ELBERSTON AVENUE","SE","(40.74798095, -73.88002682)"
"mn-04-122426","Manhattan","104","3","40.737886450000000","-73.996604100000000","Live","122426","545 6 AVENUE","10011","mn-04-122426","2019-01-17T00:00:00.000","2018-05-12T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1014529","1007900039","1008100","WEST 15 STREET","WEST 14 STREET","SW","(40.73788645, -73.9966041)"
"mn-07-107810","Manhattan","107","7","40.799330670000000","-73.968232240000000","Live","107810","2704 BROADWAY","10025","mn-07-107810","2016-07-07T00:00:00.000","2016-06-11T00:00:00.000","Upper West Side","1056563","1018757501","1019100","WEST 103 STREET","WEST 104 STREET","NE","(40.79933067, -73.96823224)"
"80040","Manhattan","104","3","40.742418550000000","-74.004444130000000","Repair Pending","135171","89 9 AVENUE","10011","mn-04-135171",,"2018-08-07T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1078408","1007140031","1008300","WEST 16 STREET","WEST 17 STREET","NW","(40.74241855, -74.00444413)"
"bk-02-126505","Brooklyn","302","35","40.683625000000000","-73.977006000000000","Live","126505","171 FLATBUSH AVENUE","11217","bk-02-126505","2017-07-25T00:00:00.000","2017-06-30T00:00:00.000","Park Slope-Gowanus","3348849","3020017501","3012901","ATLANTIC AVENUE","PACIFIC STREET","SE","(40.683625, -73.977006)"
"mn-09-120387","Manhattan","109","7","40.806760000000000","-73.965108000000000","Live","120387","600 WEST 114 STREET","10025","mn-09-120387","2017-02-27T00:00:00.000","2017-02-04T00:00:00.000","Morningside Heights","1057351","1018950062","1019900","BROADWAY","RIVERSIDE DRIVE","SW","(40.80676, -73.965108)"
"mn-06-134118","Manhattan","106","4","40.758275050000000","-73.969129720000000","Live","134118","892 3 AVENUE","10022","mn-06-134118","2016-06-24T00:00:00.000","2016-02-28T00:00:00.000","Turtle Bay-East Midtown","1036474","1013087501","1010000","EAST 54 STREET","EAST 53 STREET","SW","(40.75827505, -73.96912972)"
"mn-09-135244","Manhattan","109","7","40.827925070000000","-73.945775430000000","Live","135244","1800 AMSTERDAM AVENUE","10031","mn-09-135244","2018-01-12T00:00:00.000","2017-10-19T00:00:00.000","Hamilton Heights","1062098","1020810029","1023300","WEST 150 STREET","WEST 149 STREET","NW","(40.82792507, -73.94577543)"
"mn-03-123270","Manhattan","103","2","40.730881000000000","-73.985882000000000","Live","123270","190 2 AVENUE","10003","mn-03-123270","2016-09-13T00:00:00.000","2016-07-02T00:00:00.000","East Village","1006476","1004530008","1004000","EAST 12 STREET","EAST 11 STREET","SE","(40.730881, -73.985882)"
"mn-06-134661","Manhattan","106","4","40.748120830000000","-73.973603710000000","Live","134661","733 2 AVENUE","10016","mn-06-134661","2018-04-04T00:00:00.000","2017-11-11T00:00:00.000","Turtle Bay-East Midtown","1020379","1009200030","1008800","EAST 39 STREET","EAST 40 STREET","NW","(40.74812083, -73.97360371)"
"mn-11-120309","Manhattan","111","8","40.801404560000000","-73.934704390000000","Live","120309","2397 2 AVENUE","10035","mn-11-120309","2018-10-18T00:00:00.000","2018-03-19T00:00:00.000","East Harlem North","1054629","1017870080","1019400","EAST 123 STREET","EAST 122 STREET","SW","(40.80140456, -73.93470439)"
"mn-06-134218","Manhattan","106","4","40.760206930000000","-73.967177050000000","Live","134218","201 EAST 57 STREET","10022","mn-06-134218","2016-05-17T00:00:00.000","2016-04-23T00:00:00.000","Turtle Bay-East Midtown","1089950","1013310001","1010800","3 AVENUE","2 AVENUE","NE","(40.76020693, -73.96717705)"
"bk-14-126536","Brooklyn","314","40","40.640666230000000","-73.955924390000000","Live","126536","1216 FLATBUSH AVENUE","11226","bk-14-126536","2018-05-10T00:00:00.000","2018-01-26T00:00:00.000","Flatbush","3119589","3051860033","3051602","DITMAS AVENUE","EAST 23 STREET","NW","(40.64066623, -73.95592439)"
"LINK-021123","Brooklyn","301","34","40.714190880000000","-73.951552410000000","Live","146081","458 UNION AVENUE","11211","bk-01-146081","2018-06-13T00:00:00.000","2018-03-04T00:00:00.000","East Williamsburg","3068630","3027560001","3050100","CONSELYEA STREET","METROPOLITAN AVENUE","NE","(40.71419088, -73.95155241)"
"LINK-021925","Brooklyn","305","37","40.685130940000000","-73.866777330000000","Live","145938","3480 FULTON STREET","11208","bk-05-145938","2017-12-20T00:00:00.000","2017-09-29T00:00:00.000","Cypress Hills-City Line","3093078","3041520033","3118400","ELDERT LANE","GRANT AVENUE","SW","(40.68513094, -73.86677733)"
"mn-08-119832","Manhattan","108","5","40.782765620000000","-73.951257290000000","Live","119832","1644 3 AVENUE","10128","mn-08-119832","2016-03-23T00:00:00.000","2016-02-22T00:00:00.000","Upper East Side-Carnegie Hill","1048352","1015210033","1015801","EAST 92 STREET","EAST 93 STREET","NW","(40.78276562, -73.95125729)"
"mn-03-123269","Manhattan","103","2","40.730249000000000","-73.986348000000000","Live","123269","170 2 AVENUE","10003","mn-03-123269","2016-09-13T00:00:00.000","2016-07-10T00:00:00.000","East Village","1006435","1004520006","1004000","EAST 11 STREET","EAST 10 STREET","SE","(40.730249, -73.986348)"
"LINK-018405","Staten Island","502","50","40.597715080000000","-74.083828350000000","Live","145732","1232 HYLAN BOULEVARD","10305","si-02-145732","2017-02-28T00:00:00.000","2017-02-19T00:00:00.000","Grasmere-Arrochar-Ft. Wadsworth","5047236","5032200006","5006400","PARKINSON AVENUE","BEND","SW","(40.59771508, -74.08382835)"
"mn-07-120401","Manhattan","107","7","40.802944000000000","-73.967379000000000","Live","120401","2800 BROADWAY","10025","mn-07-120401","2016-07-20T00:00:00.000","2016-06-11T00:00:00.000","Morningside Heights","1056673","1018800001","1019500","WEST 108 STREET","WEST 109 STREET","NE","(40.802944, -73.967379)"
"mn-08-121021","Manhattan","108","5","40.777561000000000","-73.954752000000000","Live","121021","1495 3 AVENUE","10028","mn-08-121021","2016-04-15T00:00:00.000","2016-02-26T00:00:00.000","Yorkville","1048724","1015300001","1014601","EAST 84 STREET","EAST 85 STREET","NE","(40.777561, -73.954752)"
"mn-06-121413","Manhattan","106","4","40.752342970000000","-73.970523580000000","Live","121413","857 2 AVENUE","10017","mn-06-121413","2018-05-17T00:00:00.000","2018-03-18T00:00:00.000","Turtle Bay-East Midtown","1037591","1013190029","1009000","EAST 46 STREET","EAST 45 STREET","SW","(40.75234297, -73.97052358)"
"mn-05-122053","Manhattan","105","4","40.748138940000000","-73.988100900000000","Live","122053","1256 BROADWAY","10001","mn-05-122053","2017-04-10T00:00:00.000","2016-11-12T00:00:00.000","Midtown-Midtown South","1015805","1008330011","1007600","WEST 32 STREET","WEST 31 STREET","NE","(40.74813894, -73.9881009)"
"mn-07-133488","Manhattan","107","6","40.774894000000000","-73.982571000000000","Live","133488","121 WEST 67 STREET","10023","mn-07-133488","2016-07-19T00:00:00.000","2016-04-16T00:00:00.000","Lincoln Square","1028850","1011390014","1015300","BROADWAY","AMSTERDAM AVENUE","NW","(40.774894, -73.982571)"
"mn-06-123801","Manhattan","106","2","40.731959570000000","-73.983802290000000","Live","123801","325 EAST 14 STREET","10003","mn-06-123801","2016-11-18T00:00:00.000","2016-10-01T00:00:00.000","Gramercy","1020398","1009210015","1004800","2 AVENUE","1 AVENUE","NE","(40.73195957, -73.98380229)"
"LINK-012592","Manhattan","112","10","40.85704494733762","-73.92838720111861","Live","118141","1653 ST NICHOLAS AVENUE","10040","mn-12-118141","2022-04-25T00:00:00.000","2021-12-09T00:00:00.000","Washington Heights North","1064072","1021700251","1027900","FAIRVIEW AVENUE","FORT GEORGE AVENUE","MIDBLOCK","(40.85704494733762, -73.92838720111861)"
"mn-07-143295","Manhattan","107","6","40.785612980000000","-73.978438510000000","Live","143295","2276 BROADWAY","10024","mn-07-143295","2017-07-20T00:00:00.000","2017-06-19T00:00:00.000","Upper West Side","1032695","1012290045","1016700","WEST 82 STREET","WEST 81 STREET","SE","(40.78561298, -73.97843851)"
"bk-06-125626","Brooklyn","306","39","40.669018000000000","-73.986317000000000","Live","125626","445 5 AVENUE","11215","bk-06-125626","2017-06-05T00:00:00.000","2017-02-24T00:00:00.000","Park Slope-Gowanus","3000000","3010110005","3013900","9 STREET","10 STREET","SE","(40.669018, -73.986317)"
"qu-06-124181","Queens","406","29","40.718602000000000","-73.838184000000000","Live","124181","110-88 QUEENS BOULEVARD","11375","qu-06-124181","2016-07-29T00:00:00.000","2016-07-20T00:00:00.000","Forest Hills","4078802","4032930041","4076901","75 AVENUE","75 ROAD","SW","(40.718602, -73.838184)"
"mn-11-120221","Manhattan","111","8","40.793008800000000","-73.943783530000000","Live","120221","1966 3 AVENUE","10029","mn-11-120221","2016-03-22T00:00:00.000","2016-02-27T00:00:00.000","East Harlem South","1052113","1016360033","1017200","EAST 108 STREET","EAST 109 STREET","NW","(40.7930088, -73.94378353)"
"mn-11-107218","Manhattan","111","8","40.797835250000000","-73.940256210000000","Live","107218","2120 3 AVENUE","10029","mn-11-107218","2016-03-22T00:00:00.000","2016-03-05T00:00:00.000","East Harlem North","1084329","1016430040","1018200","EAST 116 STREET","EAST 115 STREET","SW","(40.79783525, -73.94025621)"
"bx-06-144410","Bronx","206","17","40.846522450000000","-73.893397670000000","Live","144410","1961 ARTHUR AVENUE","10457","bx-06-144410","2018-08-24T00:00:00.000","2018-05-17T00:00:00.000","East Tremont","2011973","2030680047","2037504","EAST TREMONT AVENUE","EAST 178 STREET","NW","(40.84652245, -73.89339767)"
"mn-05-122532","Manhattan","105","3","40.764671960000000","-73.982362640000000","Live","122532","1725 BROADWAY","10019","mn-05-122532","2016-07-19T00:00:00.000","2016-05-14T00:00:00.000","Midtown-Midtown South","1078860","1010267502","1013700","WEST 55 STREET","WEST 54 STREET","NW","(40.76467196, -73.98236264)"
"mn-06-136486","Manhattan","106","2","40.733693790000000","-73.987043510000000","Live","136486","130 3 AVENUE","10003","mn-06-136486","2016-02-01T00:00:00.000","2016-01-29T00:00:00.000","Gramercy","1084936","1008700024","1005000","EAST 15 STREET","EAST 14 STREET","SW","(40.73369379, -73.98704351)"
"qu-03-136452","Queens","403","21","40.748311040000000","-73.878165480000000","Live","136452","88-03 ROOSEVELT AVENUE","11372","qu-03-136452","2017-09-08T00:00:00.000","2017-08-19T00:00:00.000","Jackson Heights","4307356","4014760107","4027700","88 STREET","89 STREET","NE","(40.74831104, -73.87816548)"
"bk-17-126527","Brooklyn","317","45","40.638559610000000","-73.953603240000000","Live","126527","1339 FLATBUSH AVENUE","11226","bk-17-126527","2018-05-11T00:00:00.000","2017-12-18T00:00:00.000","Erasmus","3120360","3052110064","3079000","FOSTER STREET","BEDFORD STREET","NE","(40.63855961, -73.95360324)"
"mn-06-133470","Manhattan","106","2","40.746217000000000","-73.977614000000000","Live","133470","521 3 AVENUE","10016","mn-06-133470","2017-05-05T00:00:00.000","2017-03-11T00:00:00.000","Murray Hill-Kips Bay","1020174","1009150062","1007800","EAST 35 STREET","EAST 34 STREET","SE","(40.746217, -73.977614)"
"bx-05-119592","Bronx","205","14","40.853157000000000","-73.905403000000000","Live","119592","101 EAST BURNSIDE AVENUE","10453","bx-05-119592","2016-07-07T00:00:00.000","2016-06-09T00:00:00.000","Mount Hope","2092406","2031690001","2024100","MORRIS AVENUE","CRESTON AVENUE","NE","(40.853157, -73.905403)"
"LINK-018083","Brooklyn","314","40","40.650028920000000","-73.958501530000000","Live","145813","895 FLATBUSH AVENUE","11226","bk-14-145813","2017-05-01T00:00:00.000","2017-03-06T00:00:00.000","Erasmus","3117221","3051030023","3079400","CHURCH AVENUE","SNYDER AVENUE","SE","(40.65002892, -73.95850153)"
"mn-06-138042","Manhattan","106","2","40.737627000000000","-73.980968000000000","Live","138042","392 2 AVENUE","10010","mn-06-138042","2017-07-19T00:00:00.000","2017-03-11T00:00:00.000","Gramercy","1088559","1009287504","1006400","EAST 22 STREET","EAST 23 STREET","SE","(40.737627, -73.980968)"
"mn-06-121683","Manhattan","106","4","40.756878750000000","-73.963817970000000","Live","121683","1000 1 AVENUE","10022","mn-06-121683","2018-03-06T00:00:00.000","2017-10-20T00:00:00.000","Turtle Bay-East Midtown","1040355","1013660047","1010601","EAST 55 STREET","EAST 54 STREET","SE","(40.75687875, -73.96381797)"
"bk-03-126638","Brooklyn","316","37","40.678079000000000","-73.908374000000000","Live","126638","2208 FULTON STREET","11233","bk-16-126638","2017-01-17T00:00:00.000","2016-12-22T00:00:00.000","Ocean Hill","3042262","3015520041","3036900","EASTERN PARKWAY","ROCKAWAY AVENUE","SW","(40.678079, -73.908374)"
"bk-02-126628","Brooklyn","302","35","40.687889610000000","-73.978201690000000","Live","126628","691 FULTON STREET","11217","bk-02-126628","2017-03-24T00:00:00.000","2017-02-23T00:00:00.000","Fort Greene","3331261","3020960069","3003300","ASHLAND PLACE","ST FELIX STREET","NE","(40.68788961, -73.97820169)"
"20545","Manhattan","102","1","40.723013380000000","-74.006770650000000","Live","133383","431 CANAL STREET","10013","mn-02-133383","2019-01-17T00:00:00.000","2018-08-02T00:00:00.000","SoHo-TriBeCa-Civic Center-Little Italy","1002934","1002260001","1003700","VARICK STREET","HUDSON STREET","MIDBLOCK","(40.72301338, -74.00677065)"
"LINK-018381","Staten Island","502","50","40.571437020000000","-74.108959420000000","Live","145822","2455 HYLAN BOULEVARD","10306","si-02-145822","2017-05-25T00:00:00.000","2017-04-10T00:00:00.000","New Dorp-Midland Beach","5052857","5036480059","5012200","BACHE AVENUE","JACQUES AVENUE","SW","(40.57143702, -74.10895942)"
"mn-10-119898","Manhattan","110","9","40.821595510000000","-73.942699300000000","Live","119898","2690 FREDERICK DOUGLASS BOULEVARD","10030","mn-10-119898","2017-02-22T00:00:00.000","2017-01-25T00:00:00.000","Central Harlem North-Polo Grounds","1060431","1020290001","1023200","WEST 143 STREET","WEST 144 STREET","NE","(40.82159551, -73.9426993)"
"mn-10-142515","Manhattan","110","9","40.805827000000000","-73.950407000000000","Live","142515","2001 ADAM CLAYTON POWELL JR. BOULEVARD","10027","mn-10-142515","2017-09-12T00:00:00.000","2017-07-29T00:00:00.000","Central Harlem South","1057606","1019050001","1022000","WEST 120 STREET","WEST 121 STREET","NE","(40.805827, -73.950407)"
"mn-05-122775","Manhattan","105","4","40.750092080000000","-73.987791730000000","Live","122775","1313 BROADWAY","10001","mn-05-122775","2016-07-18T00:00:00.000","2016-04-30T00:00:00.000","Midtown-Midtown South","1015220","1008100040","1010900","WEST 34 STREET","WEST 35 STREET","NE","(40.75009208, -73.98779173)"
"mn-07-107980","Manhattan","107","7","40.800404550000000","-73.961891270000000","Live","107980","975 COLUMBUS AVENUE","10025","mn-07-107980","2018-05-31T00:00:00.000","2018-04-03T00:00:00.000","Morningside Heights","1055704","1018430061","1019300","WEST 107 STREET","WEST 108 STREET","SE","(40.80040455, -73.96189127)"
