"fy","type","received","address","bor_name","block","lot","bbl","landm_type","app_status","staff_action","board_action","amount","prj_status","latitude","longitude","community_board","council_district","census_tract","bin","nta","postcode"
"92","HO","1992-02-19T00:00:00.000","323 Convent Avenue","Manhattan","2050","25","1020500025","Hamilton Heights Historic District","Closed","Withdrawn",,,,"40.823536","-73.947024","109","7","227","1060936","Hamilton Heights","10031"
"92","HO","1992-02-21T00:00:00.000","94 Hicks Street","Brooklyn","225","16","3002250016","Brooklyn Heights Historic District","Closed","Presented to board","Approved","14800.00","Completed","40.698863","-73.994147","302","33","1","3001676","Brooklyn Heights-Cobble Hill","11201"
"92","HO","1992-03-01T00:00:00.000","432 West 162nd Street","Manhattan","2109","97","1021090097","Jumel Terrace Historic District","Closed","Withdrawn",,,,"40.835362","-73.938894","112","10","24301","1062581","Washington Heights South","10032"
"92","HO","1992-03-02T00:00:00.000","297 MacDonough Street","Brooklyn","1670","79","3016700079","Stuyvesant Heights Historic District","Closed","Denied at staff level",,,,"40.68212","-73.934149","303","36","297","3046856","Crown Heights North","11233"
"92","HO","1992-03-16T00:00:00.000","324 Convent Avenue","Manhattan","2059","12","1020590012","Hamilton Heights Historic District","Closed","Denied at staff level",,,,"40.823616","-73.946991","109","7","227","1061280","Hamilton Heights","10031"
"92","HO","1992-04-07T00:00:00.000","122 Lincoln Road","Brooklyn","5028","32","3050280032","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.661068","-73.958658","309","40","79801","3114687","Prospect Lefferts Gardens-Wingate","11225"
"92","HO","1992-04-09T00:00:00.000","469 West 144th Street","Manhattan","2059","135","1020590135","Hamilton Heights Historic District Extension","Closed","Denied at staff level",,,,"40.824247","-73.947327","109","7","227","1061332","Hamilton Heights","10031"
"92","HO","1992-04-14T00:00:00.000","257 Carlton Avenue","Brooklyn","2090","7","3020900007","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.690156","-73.972242","302","35","183","3058482","Fort Greene","11205"
"92","HO","1992-04-16T00:00:00.000","11 Cheever Place","Brooklyn","322","25","3003220025","Cobble Hill Historic District","Closed","Denied at staff level",,,,"40.686462","-73.99916","306","39","49","3003788","Carroll Gardens-Columbia Street-Red Hook","11231"
"92","HO","1992-04-24T00:00:00.000","2475 Richmond Road","Staten Island","942","37","5009420037","Individual Landmark","Closed","Denied at staff level",,,,"40.575474","-74.12071","502","50","181","5023384","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","10306"
"92","HO","1992-04-28T00:00:00.000","103 St. Felix Street","Brooklyn","2112","22","3021120022","Brooklyn Academy of Music Historic District","Closed","Withdrawn",,,,"40.686378","-73.977248","302","35","35","3059208","Fort Greene","11217"
"92","HO","1992-04-28T00:00:00.000","238 Cumberland Street","Brooklyn","2101","51","3021010051","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.688688","-73.972949","302","35","181","3058974","Fort Greene","11205"
"92","HO","1992-04-28T00:00:00.000","396 Clermont Avenue","Brooklyn","1958","30","3019580030","Fort Greene Historic District","Closed","Withdrawn",,,,"40.685734","-73.969388","302","35","179","3055882","Fort Greene","11238"
"92","HO","1992-04-28T00:00:00.000","279 Clermont Avenue","Brooklyn","2105","23","3021050023","Fort Greene Historic District","Closed","Withdrawn",,,,"40.688983","-73.970017","302","35","197","3059131","Clinton Hill","11205"
"92","HO","1992-04-29T00:00:00.000","1134 Jackson Avenue","Bronx","2651","17","2026510017","Morris High School Historic District","Closed","Withdrawn",,,,"40.827822","-73.903046","203","16","135","2004620","Morrisania-Melrose","10456"
"92","HO","1992-05-03T00:00:00.000","226 Cumberland Street","Brooklyn","2101","45","3021010045","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.688946","-73.973003","302","35","181","3058968","Fort Greene","11205"
"92","NFP","1992-05-06T00:00:00.000","421 East 61st Street","Manhattan","1456","12","1014560012","Individual Landmark","Closed","Presented to board","Approved","14980.00","Completed","40.760589","-73.960401","108","5","10602","1045284","Lenox Hill-Roosevelt Island","10065"
"92","HO","1992-05-06T00:00:00.000","409 Clermont Avenue","Brooklyn","1959","17","3019590017","Fort Greene Historic District","Closed","Presented to board","Approved","7620.00","Completed","40.685264","-73.969273","302","35","199","3055919","Clinton Hill","11238"
"92","HO","1992-05-07T00:00:00.000","101 Bainbridge Street","Brooklyn","1680","65","3016800065","Stuyvesant Heights Historic District","Closed","Denied at staff level",,,,"40.680723","-73.933267","303","36","297","3047461","Crown Heights North","11233"
"92","HO","1992-05-13T00:00:00.000","6 Sylvan Terrace","Manhattan","2109","60","1021090060","Jumel Terrace Historic District","Closed","Denied at staff level",,,,"40.834618","-73.939184","112","10","24301","1062555","Washington Heights South","10032"
"92","HO","1992-05-18T00:00:00.000","68 South Portland Avenue","Brooklyn","2099","76","3020990076","Fort Greene Historic District","Closed","Presented to board","Approved","14350.00","Completed","40.687873","-73.974759","302","35","33","3058842","Fort Greene","11217"
"92","HO","1992-05-19T00:00:00.000","21-48 45th Avenue","Queens","77","36","4000770036","Hunters Point Historic District","Closed","Denied at staff level",,,,"40.747271","-73.947197","402","26","7","4000603","Hunters Point-Sunnyside-West Maspeth","11101"
"92","HO","1992-05-20T00:00:00.000","299 DeKalb Avenue","Brooklyn","1917","62","3019170062","Clinton Hill Historic District","Closed","Withdrawn",,,,"40.689622","-73.966664","302","35","195","3055081","Clinton Hill","11205"
"92","HO","1992-05-21T00:00:00.000","70 South Portland Avenue","Brooklyn","2099","77","3020990077","Fort Greene Historic District","Closed","Presented to board","Approved","14250.00","Completed","40.687829","-73.974752","302","35","33","3058843","Fort Greene","11217"
"92","HO","1992-05-29T00:00:00.000","294 Carlton Avenue","Brooklyn","2102","44","3021020044","Fort Greene Historic District","Closed","Withdrawn",,,,"40.688762","-73.971986","302","35","181","3059026","Fort Greene","11205"
"92","HO","1992-06-01T00:00:00.000","219 MacDonough Street","Brooklyn","1669","73","3016690073","Stuyvesant Heights Historic District","Closed","Withdrawn",,,,"40.681779","-73.937128","303","36","273","3046783","Stuyvesant Heights","11233"
"92","HO","1992-06-08T00:00:00.000","87 South Portland Avenue","Brooklyn","2117","7","3021170007","Not Landmarked","Closed","Denied at staff level",,,,"40.686841","-73.974533","302","35","181","3059312","Fort Greene","11217"
"92","HO","1992-06-09T00:00:00.000","2 Sylvan Terrace","Manhattan","2109","58","1021090058","Jumel Terrace Historic District","Closed","Withdrawn",,,,"40.834574","-73.939079","112","10","24301","1062553","Washington Heights South","10032"
"92","HO","1992-06-16T00:00:00.000","67 South Elliott Place","Brooklyn","2099","5","3020990005","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.687848","-73.975726","302","35","33","3058777","Fort Greene","11217"
"92","HO","1992-06-17T00:00:00.000","519 Second Street","Brooklyn","1076","65","3010760065","Park Slope Historic District","Closed","Withdrawn",,,,"40.670669","-73.977116","306","39","155","3025223","Park Slope-Gowanus","11215"
"92","HO","1992-06-17T00:00:00.000","12 Sylvan Terrace","Manhattan","2109","63","1021090063","Jumel Terrace Historic District","Closed","Withdrawn",,,,"40.834682","-73.93934","112","10","24301","1062558","Washington Heights South","10032"
"92","HO","1992-06-17T00:00:00.000","296 Cumberland Street","Brooklyn","2118","27","3021180027","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.686928","-73.9726","302","35","181","3059356","Fort Greene","11238"
"92","HO","1992-06-19T00:00:00.000","322 Clermont Avenue","Brooklyn","2104","51","3021040051","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.688352","-73.969913","302","35","181","3059104","Fort Greene","11205"
"92","HO","1992-06-23T00:00:00.000","97 Bainbridge Street","Brooklyn","1680","67","3016800067","Stuyvesant Heights Historic District","Closed","Presented to board","Approved","14600.00","Completed","40.680709","-73.933394","303","36","297","3047463","Crown Heights North","11233"
"92","NFP","1992-06-24T00:00:00.000","128 West 80th Street","Manhattan","1210","47","1012100047","Upper West Side/Central Park West Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.783067","-73.976038","107","6","165","1031775","Upper West Side","10024"
"92","HO","1992-06-25T00:00:00.000","108 MacDonough Street","Brooklyn","1855","24","3018550024","Stuyvesant Heights Historic District","Closed","Withdrawn",,,,"40.681197","-73.942061","303","36","269","3053502","Bedford","11216"
"93","HO","1992-07-01T00:00:00.000","74 Downing Street","Brooklyn","1982","63","3019820063","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.683686","-73.960905","302","35","231","3056858","Clinton Hill","11238"
"93","HO","1992-07-07T00:00:00.000","767 Beck Street","Bronx","2708","56","2027080056","Longwood Historic District","Closed","Withdrawn",,,,"40.816368","-73.898705","202","8","85","2005575","Longwood","10455"
"93","HO","1992-07-21T00:00:00.000","155 Sterling Street","Brooklyn","1314","76","3013140076","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","4000.00","Completed","40.662832","-73.955734","309","40","327","3034786","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1992-07-21T00:00:00.000","155 Sterling Street","Brooklyn","1314","76","3013140076","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","9230.00","Completed","40.662832","-73.955734","309","40","327","3034786","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1992-07-21T00:00:00.000","7 South Elliott Place","Brooklyn","2099","38","3020990038","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.689204","-73.975989","302","35","33","3058806","Fort Greene","11217"
"93","HO","1992-07-27T00:00:00.000","235 Cumberland Street","Brooklyn","2102","19","3021020019","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.688712","-73.972935","302","35","181","3059003","Fort Greene","11205"
"93","HO","1992-07-27T00:00:00.000","297 Cumberland Street","Brooklyn","2119","13","3021190013","Fort Greene Historic District","Closed","Presented to board","Approved","14800.00","Completed","40.686733","-73.972542","302","35","181","3059384","Fort Greene","11238"
"93","HO","1992-07-28T00:00:00.000","209 Maple Street","Brooklyn","5029","54","3050290054","Prospect Lefferts Gardens Historic District","Closed","Withdrawn",,,,"40.660617","-73.954178","309","40","800","3114758","Prospect Lefferts Gardens-Wingate","11225"
"93","HO","1992-08-04T00:00:00.000","42 Downing Street","Brooklyn","1982","47","3019820047","Clinton Hill Historic District","Closed","Presented to board","Approved","14800.00","Completed","40.68437","-73.961041","302","35","231","3056842","Clinton Hill","11238"
"93","HO","1992-08-12T00:00:00.000","217 MacDonough Street","Brooklyn","1669","74","3016690074","Stuyvesant Heights Historic District","Closed","Withdrawn",,,,"40.681771","-73.937186","303","36","273","3046784","Stuyvesant Heights","11233"
"93","HO","1992-08-18T00:00:00.000","185 Lenox Avenue","Manhattan","1904","130","1019040130","Mount Morris Park Historic District","Closed","Denied at staff level",,,,"40.804178","-73.948127","110","9","220","1057592","Central Harlem South","10026"
"93","HO","1992-08-21T00:00:00.000","5 Sylvan Terrace","Manhattan","2109","78","1021090078","Jumel Terrace Historic District","Closed","Denied at staff level",,,,"40.834632","-73.939173","112","10","24301","1062571","Washington Heights South","10032"
"93","HO","1992-08-24T00:00:00.000","128 Noble Street","Brooklyn","2569","26","3025690026","Greenpoint Historic District","Closed","Presented to board","Approved","12345.00","Completed","40.728619","-73.955622","301","33","561","3064966","Greenpoint","11222"
"93","NFP","1992-08-24T00:00:00.000","772 Hewitt Place","Bronx","2695","9","2026950009","Longwood Historic District","Closed","Presented to board","Approved","13250.00","Completed","40.818008","-73.900647","202","17","85","2005317","Longwood","10455"
"93","NFP","1992-08-24T00:00:00.000","774 Hewitt Place","Bronx","2695","10","2026950010","Longwood Historic District","Closed","Presented to board","Approved","13250.00","Completed","40.818041","-73.900611","202","17","85","2005318","Longwood","10455"
"93","NFP","1992-08-24T00:00:00.000","781 Dawson Street","Bronx","2695","29","2026950029","Longwood Historic District","Closed","Presented to board","Approved","11650.00","Completed","40.817618","-73.899849","202","17","85","2005326","Longwood","10455"
"93","NFP","1992-08-24T00:00:00.000","782 Dawson Street","Bronx","2701","28","2027010028","Longwood Historic District","Closed","Presented to board","Approved","14100.00","Completed","40.817609","-73.899831","202","17","85","2005432","Longwood","10455"
"93","NFP","1992-08-24T00:00:00.000","753 Kelly Street","Bronx","2701","43","2027010043","Longwood Historic District","Closed","Presented to board","Approved","14600.00","Completed","40.817178","-73.899058","202","17","85","2005437","Longwood","10455"
"93","NFP","1992-08-24T00:00:00.000","747 Kelly Street","Bronx","2701","46","2027010046","Longwood Historic District","Closed","Presented to board","Approved","12080.00","Completed","40.817016","-73.899228","202","17","85","2005440","Longwood","10455"
