"queens_condominium_property_boro_block_lot","queens_condominium_property_condo_section","queens_condominium_property_address","borough","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","queens_condominium_property_neighborhood","queens_condominium_property_building_classification","queens_condominium_property_total_units","queens_condominium_property_year_built","queens_condominium_property_gross_sqft","queens_condominium_property_est_gross_income","queens_condominium_property_gross_income_per_sqft","queens_condominium_property_full_market_value","queens_condominium_property_market_value_per_sqft","_comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"4-02796-7501","266-R1","57-15 69 LANE","4","11378","40.726418","-73.893542","5","30","49302","4062719","4027967501","Maspeth                                                                    ","ELMHURST","R2-WALK-UP","13","1989","10170","157635","15.5","532997","52","4-01505-0076","40-23 ITHACA STREET","ELMHURST","D1-ELEVATOR","21","1991","19250","260493","13.53","811000","42.1","1.45","4-02265-0086","75-10 GRND CNTRL PARKWAY","FOREST HILLS","D3-ELEVATOR","39","1964","20220","332320","16.44","1120000","55","3.1"
"4-02851-7501","113-R1","87-12 GRAND AVENUE","4","11373","40.736369","-73.87818","4","25","475","4064658","4028517501","Elmhurst                                                                   ","ELMHURST","R4-ELEVATOR","20","1986","20679","325694","15.75","1100000","53","4-01505-0076","40-23 ITHACA STREET","ELMHURST","D1-ELEVATOR","21","1991","19250","260493","13.53","811000","42.1","0.75","4-02265-0086","75-10 GRND CNTRL PARKWAY","FOREST HILLS","D3-ELEVATOR","39","1964","20220","332320","16.44","1120000","55","2.55"
"4-02858-7501","133-R1","87-14 57 ROAD","4","11373","40.73306","-73.87417","4","25","475","4064886","4028587501","Elmhurst                                                                   ","ELMHURST","R4-ELEVATOR","25","1987","20333","315161","15.5","1070001","53","4-01505-0076","40-23 ITHACA STREET","ELMHURST","D1-ELEVATOR","21","1991","19250","260493","13.53","811000","42.1","1","4-02265-0086","75-10 GRND CNTRL PARKWAY","FOREST HILLS","D3-ELEVATOR","39","1964","20220","332320","16.44","1120000","55","2.25"
"4-02875-7501","395-R1","85-26 GRAND AVENUE","4","11373","40.735475","-73.881234","4","25","479","4065259","4028757501","Elmhurst-Maspeth                                                           ","ELMHURST","R2-WALK-UP","16","1990","12700","203200","16","687001","54","4-01349-0016","70-06 WOODSIDE AVENUE","ELMHURST","C1-WALK-UP","23","1961","13772","247437","17.97","925000","67","0.85","4-01855-0013","90-32 53 AVENUE","ELMHURST","C1-WALK-UP","32","1975","16900","251519","14.88","850000","50","0.5"
"4-02882-7501","400-R1","85-36 57 AVENUE","4","11373","40.731965","-73.877001","4","25","475","4065457","4028827501","Elmhurst                                                                   ","ELMHURST","R2-WALK-UP","19","1998","10770","199245","18.5","745001","69","4-02734-0001","60-06 60 DRIVE","MASPETH","C9-WALK-UP","31","1996","25036","491174","19.62","1840000","73","1.9","4-01855-0013","90-32 53 AVENUE","ELMHURST","C1-WALK-UP","32","1975","16900","251519","14.88","850000","50","0.5"
"4-02882-7502","425-R1","85-24 57 AVENUE","4","11373","40.731902","-73.877091","4","25","475","4065455","4028827502","Elmhurst                                                                   ","ELMHURST","R2-WALK-UP","15","2002","12234","247738","20.25","925999","76","4-00598-0018","26-39 30 STREET","ASTORIA","C1-WALK-UP","14","1999","10000","193214","19.32","722000","72","3.4","4-03166-0067","68-12 AUSTIN STREET","REGO PARK","D7-ELEVATOR","17","1998","16949","370481","21.86","1530000","90","1.35"
"4-02885-7501","569-R1","60-70 WOODHAVEN BOULEVARD","4","11373","40.730183","-73.871588","6","29","687","4536967","4028857501","Rego Park                                                                  ","MIDDLE VILLAGE","R4-ELEVATOR","46","2007","38062","989612","26","4099998","108","4-03155-0019","66-02 AUSTIN STREET","REGO PARK","D1-ELEVATOR","66","1998","57600","1271409","22.07","5270000","91","0.95","4-03169-0021","99-22 67 ROAD","REGO PARK","D3-ELEVATOR","29","2001","22662","550569","24.29","2280000","101","1.1"
"4-02891-7502","527-R1","84-32 GRAND AVENUE","4","11373","40.734302","-73.882896","4","25","479","4534253","4028917502","Elmhurst-Maspeth                                                           ","ELMHURST","R4-ELEVATOR","21","2006","18328","476528","26","1969995","107","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","3.35","4-03169-0021","99-22 67 ROAD","REGO PARK","D3-ELEVATOR","29","2001","22662","550569","24.29","2280000","101","1.55"
"4-03029-7501","102-R1","71-09 JUNIPER VALLEY ROAD","4","11379","40.714732","-73.883958","5","30","659","4070522","4030297501","Middle Village                                                             ","MIDDLE VILLAGE","R2-WALK-UP","12","1985","13338","206739","15.5","698997","52","4-03050-0019","69-16 66 DRIVE","MIDDLE VILLAGE","C1-WALK-UP","16","1971","11209","158400","14.13","493000","44","0.2","4-05285-0010","163-02 CROCHERON AVENUE","FLUSHING-NORTH","C7-WALK-UP","15","1964","11866","224163","18.89","838000","71","5.3"
"4-03054-7501","634-R1","66-83 70 STREET","4","11379","40.712595","-73.88512","5","30","65702","4537589","4030547501","Middle Village                                                             ","MIDDLE VILLAGE","R4-ELEVATOR","16","2007","9742","272776","28","1946443","200","4-00040-0015","10-28 JACKSON AVENUE","LONG ISLAND CITY","D9-ELEVATOR","25","2005","24464","625842","25.6","2590000","106","4.1","4-03169-0021","99-22 67 ROAD","REGO PARK","D3-ELEVATOR","29","2001","22662","550569","24.29","2280000","101","1.8"
"4-03055-7501","142-R1","66-57 71 STREET","4","11379","40.713047","-73.884272","5","30","65702","4071350","4030557501","Middle Village                                                             ","MIDDLE VILLAGE","R2-WALK-UP","12","1985","11160","167400","15","566001","51","4-00619-0033","31-20 28 ROAD","ASTORIA","C1-WALK-UP","12","1987","9053","136528","15.08","462000","51","4.2","4-01606-0052","40-37 97 STREET","CORONA","C1-WALK-UP","16","1990","12304","175895","14.3","595000","48.4","2.6"
"4-03055-7502","169-R1","71-57 METROPOLITAN AVENUE","4","11379","40.712363","-73.88309","5","30","65702","4308083","4030557502","Middle Village                                                             ","MIDDLE VILLAGE","R2-WALK-UP","49","1987","50670","747382","14.75","2530004","49.9","4-03156-0133","98-05 67 AVENUE","REGO PARK","D3-ELEVATOR","181","1960","177710","2758144","15.52","9330000","53","1.65","4-02324-0035","44-20 63 STREET","WOODSIDE","D9-ELEVATOR","78","1982","58000","1335483","23.03","2830000","48.8","2.1"
"4-03057-7501","204-R1","72-29 METROPOLITAN AVENUE","4","11379","40.712575","-73.880943","5","30","65702","4312065","4030577501","Middle Village                                                             ","MIDDLE VILLAGE","R4-ELEVATOR","28","1987","31080","512820","16.5","1729993","56","4-02098-0018","63-36 98 PLACE","REGO PARK","D1-ELEVATOR","66","1980","66962","1104553","16.5","3730000","56","1.75","4-03322-0043","83-33 118 STREET","KEW GARDENS","D1-ELEVATOR","79","1979","72147","1257395","17.43","4700000","65","2.55"
"4-03068-7501","163-R1","66-70 79 STREET","4","11379","40.713935","-73.87435","5","30","65703","4308186","4030687501","Middle Village                                                             ","MIDDLE VILLAGE","R2-WALK-UP","18","1987","18696","308484","16.5","1040004","56","4-02886-0019","60-16 86 STREET","MIDDLE VILLAGE","C7-WALK-UP","12","1982","7331","141608","19.32","530000","72","1.1","4-03050-0019","69-16 66 DRIVE","MIDDLE VILLAGE","C1-WALK-UP","16","1971","11209","158400","14.13","493000","44","0.6"
"4-03081-7501","404-R1","63-47 BOOTH STREET","4","11374","40.728995","-73.864154","6","29","693","4072109","4030817501","Rego Park                                                                  ","REGO PARK","R4-ELEVATOR","21","2001","40000","860000","21.5","3560000","89","4-03155-0019","66-02 AUSTIN STREET","REGO PARK","D1-ELEVATOR","66","1998","57600","1271409","22.07","5270000","91","0.5","4-03169-0021","99-22 67 ROAD","REGO PARK","D3-ELEVATOR","29","2001","22662","550569","24.29","2280000","101","0.65"
"4-03096-7501","137-R1","63-80 WETHEROLE STREET","4","11374","40.727885","-73.863327","6","29","693","4072485","4030967501","Rego Park                                                                  ","REGO PARK","R4-ELEVATOR","42","1960","26118","398299","15.25","1350009","52","4-03321-0111","83-96 118 STREET","KEW GARDENS","D1-ELEVATOR","44","1960","30900","482266","15.61","1630000","53","2.15","4-03117-0017","89-10 63 DRIVE","REGO PARK","D1-ELEVATOR","36","1957","23100","344846","14.93","1170000","51","0.2"
"4-03097-7503","236-R1","64-49 WETHEROLE STREET","4","11374","40.72713","-73.861214","6","29","69701","4072550","4030977503","Rego Park                                                                  ","REGO PARK","R4-ELEVATOR","56","1961","39840","577680","14.5","1949997","48.9","4-03087-0021","65-62 SAUNDERS STREET","REGO PARK","D3-ELEVATOR","38","1954","26400","373860","14.16","1160000","43.9","0.15","4-03117-0017","89-10 63 DRIVE","REGO PARK","D1-ELEVATOR","36","1957","23100","344846","14.93","1170000","51","0.3"
"4-03097-7504","288-R1","65-04 BOOTH STREET","4","11374","40.727232","-73.859381","6","29","69701","4072539","4030977504","Rego Park                                                                  ","REGO PARK","R9-CONDOPS","68","1961","23531","352965","15","1190000","51","4-03087-0021","65-62 SAUNDERS STREET","REGO PARK","D3-ELEVATOR","38","1954","26400","373860","14.16","1160000","43.9","0.15","4-03117-0017","89-10 63 DRIVE","REGO PARK","D1-ELEVATOR","36","1957","23100","344846","14.93","1170000","51","0.3"
"4-03097-7505","337-R1","65-20 BOOTH STREET","4","11374","40.727224","-73.859356","6","29","69701","4072540","4030977505","Rego Park                                                                  ","REGO PARK","R4-ELEVATOR","67","1941","63693","898071","14.1","2800007","44","4-03078-0110","93-54 QUEENS BOULEVARD","REGO PARK","D7-ELEVATOR","65","1939","64935","909584","14.01","2830000","43.6","0.4","4-03086-0002","65-41 SAUNDERS STREET","REGO PARK","D1-ELEVATOR","61","1940","60000","835237","13.92","2600000","43.3","0.15"
"4-03097-7506","547-R1","64-48 BOOTH STREET","4","11374","40.727758","-73.860819","6","29","69701","4072535","4030977506","Rego Park                                                                  ","REGO PARK","R4-ELEVATOR","36","1955","23172","347580","15","1180005","51","4-03097-0038","64-85 WETHEROLE STREET","REGO PARK","D1-ELEVATOR","56","1952","50400","708197","14.05","2210000","43.8","0","4-03117-0017","89-10 63 DRIVE","REGO PARK","D1-ELEVATOR","36","1957","23100","344846","14.93","1170000","51","0.3"
"4-03100-7501","56-R1","65-36 WETHEROLE STREET","4","11374","40.726309","-73.859011","6","29","69701","4072627","4031007501","Rego Park                                                                  ","REGO PARK","R4-ELEVATOR","64","1941","66324","928536","14","2890006","43.6","4-03078-0110","93-54 QUEENS BOULEVARD","REGO PARK","D7-ELEVATOR","65","1939","64935","909584","14.01","2830000","43.6","0.55","4-03086-0002","65-41 SAUNDERS STREET","REGO PARK","D1-ELEVATOR","61","1940","60000","835237","13.92","2600000","43.3","0.15"
"4-03102-7501","262-R1","87 62 AVENUE","4",,,,,,,,,,"REGO PARK","R4-ELEVATOR","78","1988","67502","1221786","18.1","4570002","68","4-02098-0018","63-36 98 PLACE","REGO PARK","D1-ELEVATOR","66","1980","66962","1104553","16.5","3730000","56","0.55","4-03104-0108","65-90 AUSTIN STREET","REGO PARK","D1-ELEVATOR","66","1998","57600","1289329","22.38","5340000","93","0.4"
"4-03115-7501","72-R1","63-85 WOODHAVEN BOULEVARD","4","11374","40.72182","-73.866864","6","29","69702","4449369","4031157501","Rego Park                                                                  ","REGO PARK","R4-ELEVATOR","164","1952","149558","2258325","15.1","7639985","51","4-03155-0027","98-01 67 AVENUE","REGO PARK","D3-ELEVATOR","286","1959","275197","4351703","15.81","14700000","53","0.5","4-03085-0008","64-20 SAUNDERS STREET","REGO PARK","D1-ELEVATOR","150","1950","127152","1914641","15.06","6470000","51","0.5"
"4-03159-7501","259-R1","98-76 QUEENS BOULEVARD","4","11374","40.727579","-73.85543","6","29","71306","4074783","4031597501","Forest Hills                                                               ","REGO PARK","R4-ELEVATOR","66","1939","63000","913500","14.5","3090004","49","4-03080-0001","63-07 SAUNDERS STREET","REGO PARK","D1-ELEVATOR","60","1939","62400","858571","13.76","2670000","42.8","0.5","4-03080-0006","95-08 QUEENS BOULEVARD","REGO PARK","D1-ELEVATOR","60","1941","62400","909617","14.58","2830000","45.4","0.5"
"4-03169-7501","356-R1","99-34 67 ROAD","4","11375","40.724366","-73.854127","6","29","71305","4075094","4031697501","Forest Hills                                                               ","REGO PARK","R4-ELEVATOR","67","1941","63998","927971","14.5","3140003","49.1","4-03155-0027","98-01 67 AVENUE","REGO PARK","D3-ELEVATOR","286","1959","275197","4351703","15.81","14700000","53","0.2","4-03080-0006","95-08 QUEENS BOULEVARD","REGO PARK","D1-ELEVATOR","60","1941","62400","909617","14.58","2830000","45.4","0.65"
"4-03171-7501","68-R1","100-10 67 ROAD","4","11375","40.725583","-73.853363","6","29","71305","4075150","4031717501","Forest Hills                                                               ","REGO PARK","R4-ELEVATOR","64","1941","71316","1034082","14.5","3499995","49.1","4-02214-0040","107-19 70 AVENUE","FOREST HILLS","D1-ELEVATOR","67","1938","61700","858219","13.91","2670000","43.3","0.4","4-02225-0006","109-05 QUEENS BOULEVARD","FOREST HILLS","D1-ELEVATOR","65","1936","72800","1052751","14.46","3560000","48.9","0.65"
"4-03171-7502","419-R1","101-18 QUEENS BOULEVARD","4","11375","40.726381","-73.852275","6","29","71305","4075147","4031710028","Forest Hills                                                               ","REGO PARK","R9-CONDOPS","31","1964","26930","417415","15.5","1410000","52","4-03171-0001","101-01 BOOTH STREET","REGO PARK","D1-ELEVATOR","62","1954","61242","876046","14.3","2960000","48.3","0","4-03083-0079","95-11 64 ROAD","REGO PARK","C1-WALK-UP","32","1993","27907","498000","17.84","1860000","67","0.55"
"4-03173-7501","330-R1","102-30 QUEENS BOULEVARD","4","11375","40.725514","-73.850931","6","29","71305","4075223","4031737501","Forest Hills                                                               ","REGO PARK","R9-CONDOPS","98","1991","145717","2185755","15","7390000","51","4-03156-0133","98-05 67 AVENUE","REGO PARK","D3-ELEVATOR","181","1960","177710","2758144","15.52","9330000","53","0.25","4-03100-0014","65-50 WETHEROLE STREET","REGO PARK","D1-ELEVATOR","144","1963","144444","2419441","16.75","9050000","63","0.4"
"4-03173-7502","576-R1","102-10 QUEENS BOULEVARD","4","11375","40.72588","-73.851407","6","29","71305","4536985","4031737502","Forest Hills                                                               ","REGO PARK","R4-ELEVATOR","33","2007","22930","687900","30","3200001","140","4-03169-0021","99-22 67 ROAD","REGO PARK","D3-ELEVATOR","29","2001","22662","550569","24.29","2280000","101","0.15","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","2.85"
"4-03239-7501","201-R1","107 QUEENS BOULEVARD","4",,,,,,,,,,"FOREST HILLS","R9-CONDOPS","162","1965","181853","2909648","16","9840000","54","4-03161-0001","66-22 FLEET STREET","FOREST HILLS","D1-ELEVATOR","130","1962","112800","1933460","17.14","7230000","64","0.6","4-03234-0051","68-09 BURNS STREET","FOREST HILLS","D1-ELEVATOR","228","1929","174480","3404125","19.51","12700000","73","0.2"
"4-03255-7501","118-R1","72-34 AUSTIN STREET","4","11375","40.718774","-73.84138","6","29","737","4077933","4032557501","Forest Hills                                                               ","FOREST HILLS","R4-ELEVATOR","58","1932","38582","626957","16.25","2480001","64","4-03255-0028","71-50 AUSTIN STREET","FOREST HILLS","D7-ELEVATOR","53","1932","40398","840366","20.8","3140000","78","0","4-03258-0023","72-25 AUSTIN STREET","FOREST HILLS","D7-ELEVATOR","50","1920","48000","801480","16.7","2710000","56","0.1"
"4-03257-7501","450-R1","108-24 71 ROAD","4","11375","40.720097","-73.843447","6","29","737",,,"Forest Hills                                                               ","FOREST HILLS","R4-ELEVATOR","95","2004","108788","2719700","25","11299998","104","4-00021-0060","47-05 CENTER BOULEVARD","LONG ISLAND CITY","D8-ELEVATOR","395","2007","466000","11898889","25.5","25200000","54","6.3","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","2.5"
