"objectid","globalid","seating_interest_sidewalk","restaurant_name","legal_business_name","doing_business_as_dba","bulding_number","street","borough","zip","business_address","food_service_establishment","sidewalk_dimensions_length","sidewalk_dimensions_width","sidewalk_dimensions_area","roadway_dimensions_length","roadway_dimensions_width","roadway_dimensions_area","approved_for_sidewalk_seating","approved_for_roadway_seating","qualify_alcohol","sla_serial_number","sla_license_type","landmark_district_or_building","landmarkdistrict_terms","healthcompliance_terms","time_of_submission","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"10722","{0CF0A5FA-7013-4E53-814E-921B57DB82AD}","both","YU KITCHEN","YU KITCHEN INC","yu kitchen inc","undefined","2656 BROADWAY","Manhattan","10025","2656 BROADWAY, Manhattan, NY","50079330","7","8","56","8","8","64","yes","yes","yes","Dec-97","RW","yes","yes","yes","2020-08-28T17:01:00.000","40.797697","-73.969546","7","7","187","1056485","1018720043","Upper West Side"
"10723","{10088577-57E5-4117-828B-BEAABAEE0FFF}","both","BASQUIAT'S BOTTLE","ATC BROOKLYN LLC","BASQUIAT'S BOTTLE","undefined","1198 FULTON STREET","Brooklyn","11216","1198 FULTON STREET, Brooklyn, NY","50071313","18","8","144","18","8","144","yes","yes","yes","Apr-55","OP","no",,"yes","2020-08-28T17:19:00.000","40.680581","-73.952704","3","36","247","3323676","3018600011","Crown Heights North"
"10724","{416B0E84-7051-4F7B-8D82-520299CDE8D9}","roadway","SYMPOSIUM GREEK RESTAURANT","UNITED HELLENES, INC","SYMPOSIUM GREEK RESTAURANT","undefined","544 WEST  113 STREET","Manhattan","10025","544 WEST  113 STREET, Manhattan, NY","40381210",,,,"21","8","168","no","yes","yes","Feb-13","OP","no",,"yes","2020-08-28T18:04:00.000","40.805496","-73.963947","9","7","199","1057007","1018840052","Morningside Heights"
"10725","{A7E9FD25-9528-4B34-8188-CBA64106946B}","both","LAS DELICIAS RESTAURANT &amp; BAKERY","1801 BAKERY CORP.","1801 bakery Corp DBA Las Delicias Bakery","undefined","1801 COLLEGE POINT BLVD","Queens","11356","1801 COLLEGE POINT BLVD, Queens, NY","50032652","200","4","800","200","8","1600","yes","yes","yes","Mar-32","OP","no",,"yes","2020-08-28T18:20:00.000","40.782991","-73.845856","7","19","925","4443901","4041280019","College Point"
"10726","{3E49D363-0C2C-4782-8721-514A28ADAD67}","both","PHO 32","IKE CORP","PHO 32","undefined","4534 BELL BLVD","Queens","11361","4534 BELL BLVD, Queens, NY","50008585","25","12","300","25","8","200","yes","yes","yes","Nov-96","RW","no",,"yes","2020-08-28T18:38:00.000","40.759326","-73.768819","11","19","1447","4156902","4073140029","Bayside-Bayside Hills"
"10727","{51C25351-63E1-422D-8B8B-B7D3E8F496A1}","both","GUACUCO","AREPERA GUAYOYO RESTAURANT LLC","GUACUCO","undefined","44 IRVING AVENUE","Brooklyn","11237","44 IRVING AVENUE, Brooklyn, NY","41488055","30","10","300","20","8","160","yes","yes","yes","Apr-66","OP","no",,"yes","2020-08-28T19:18:00.000","40.704753","-73.924479","4","34","427","3072560","3031870028","Bushwick North"
"10728","{1511AF75-228B-4EAF-8AD6-847AE505019A}","both","LA TRONCALENA RESTAURANT","LA TRONCALENA RESTAURANT &amp; FOOD OPERATIONS, INC.","LA TRONCALENA RESTAURANT","undefined","10210 37TH AVE","Queens","11368","10210 37TH AVE, Queens, NY","50011304","25","5","125","25","7","175","yes","yes","yes","Apr-03","RW","no",,"yes","2020-08-28T19:46:00.000","40.753059","-73.865188","3","21","405","4044219","4017680007","North Corona"
"10729","{39D60EE6-4CBA-4A45-88CB-237E9ADB86BF}","both","SAKURA KAI","SAKURA KAI I INC","SAKURA KAI","undefined","3515 DITMARS BLVD","Queens","11105","3515 DITMARS BLVD, Queens, NY","50043723","12","20","240","12","8","96","yes","yes","yes","Dec-33","RW","no",,"yes","2020-08-28T21:01:00.000","40.774741","-73.908719","1","22","113","4016613","4008240164","Steinway"
"1073","071f5461-f8ff-426a-8ba2-c5f904e8f3e5","both","Wise Bar & Grill","Wise Bar & Grill LLC","Wise Bar & Grill LLC","35","Neptune ave","Brooklyn","11235","35  Neptune ave , Brooklyn, NY","FA0225077","50","8","400","35","8","280","yes","yes","yes","1315516","OP","no",,"yes","2020-06-19T14:43:00.000","40.582865","-73.955466","15","48","608","3246950","3087650046","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"10730","{2B3D0979-59CA-4117-8C21-7E449D60B14D}","openstreets","ACENTO LATIN KITCHEN &amp; BAR","RIGAL CORP","ACENTO LATIN KITCHEN &amp; BAR","undefined","3306 DITMARS BLVD","Queens","11105","3306 DITMARS BLVD, Queens, NY","50084090",,,,,,,"no","no","yes","Oct-96","OP","no",,"yes","2020-08-28T22:09:00.000","40.775285","-73.909517","1","22","117","4017008","4008320054","Steinway"
"10731","{B1E7C9F1-B3D9-4E74-8B3D-050A92C2E3D9}","openstreets","TASTY'S DINER","STELIATA CORP.","TASTY'S DINER","undefined","3304 DITMARS BOULEVARD","Queens","11105","3304 DITMARS BOULEVARD, Queens, NY","41416119",,,,,,,"no","no","yes","Sep-33","RW","no",,"yes","2020-08-29T13:15:00.000","40.775285","-73.909517","1","22","117","4017007","4008320053","Steinway"
"10732","{AC9F3FC2-BD4E-4132-809D-2604E9F33BFF}","sidewalk","OCEAN TREASURES","NEW TORCH INC","OCEAN TREASURES","undefined","1706 CHURCH AVENUE","Brooklyn","11226","1706 CHURCH AVENUE, Brooklyn, NY","50103347","12","11","132",,,,"yes","no","no",,,"no",,"yes","2020-08-29T13:41:00.000","40.649177","-73.963722","14","40","512","3117078","3050970082","Flatbush"
"10733","{AD119F83-8A35-4CB7-89F4-BCADE30ED504}","both","LE MXICANO","141 LINCOLN AVENUE LLC","Maisonetta","undefined","141 LINCOLN AVENUE","Bronx","10454","141 LINCOLN AVENUE, Bronx, NY","50101921","79","15","1185","60","8","480","yes","yes","yes","B0923270","OP","no",,"yes","2020-08-29T13:54:00.000","40.808472","-73.928996","1","8","19","2091112","2023170043","Mott Haven-Port Morris"
"10734","{3FB53A60-FA45-4F30-8B14-AAFD67DE444D}","sidewalk","AMAZING GRACE RESTAURANT","AMAZING GRACE RESTAURANT CORPORATION","NONE","undefined","6902 ROOSEVELT AVE","Queens","11377","6902 ROOSEVELT AVE, Queens, NY","50100520","42","3","126",,,,"yes","no","no",,,"no",,"yes","2020-08-29T14:07:00.000","40.746342","-73.896174","2","26","263","4030347","4013010025","Woodside"
"10735","{DC580E53-885C-4BB0-869B-1C258906928F}","both","ART BAR","RABTRA, LLC","ART BAR","undefined","52 8 AVENUE","Manhattan","10014","52 8 AVENUE, Manhattan, NY","40976304","9","5","45","20","8","160","yes","yes","yes","Oct-21","OP","yes","yes","yes","2020-08-29T14:43:00.000","40.738585","-74.00363","2","3","77","1082554","1006160107","West Village"
"10736","{B44EA71A-2A54-4633-8310-1D7D305B09ED}","openstreets","TAVERNA KYCLADES","ARDIAN CORPORATION","TAVERNA KYCLADES","undefined","33-07 DITMARS BOULEVARD","Queens","11105","33-07 DITMARS BOULEVARD, Queens, NY","40901879",,,,,,,"no","no","yes","Jun-73","RW","yes","yes","yes","2020-08-29T17:21:00.000","40.775296","-73.909502","1","22","113","4311899","4008307501","Steinway"
"10737","{3D399360-CF5D-4E73-8190-1E37AD15748D}","both","FOUR FOUR SOUTH VILLAGE TAIPEI BEEF NOODLES","FOUR FOUR SOUTH VILLAGE NOODLE AMERICAN INC.","FOUR FOUR SOUTH VILLAGE TAIPEI BEEF NOODLES","undefined","3806 PRINCE ST","Queens","11354","3806 PRINCE ST, Queens, NY","50100205","40","4","160","36","5","180","yes","yes","no",,,"no",,"yes","2020-08-29T21:35:00.000","40.760073","-73.832571","7","20","871","4439964","4049720049","Flushing"
"10738","{55A4585F-51E0-4145-8DFE-27D948019BE5}","both","FOUR FOUR SOUTH VILLAGE TAIPEI BEEF NOODLES","FOUR FOUR SOUTH VILLAGE NOODLE AMERICAN INC.","FOUR FOUR SOUTH VILLAGE TAIPEI BEEF NOODLES","undefined","3806 PRINCE ST","Queens","11354","3806 PRINCE ST, Queens, NY","50100205","6","3","18","39","5","195","yes","yes","no",,,"no",,"yes","2020-08-29T21:54:00.000","40.760073","-73.832571","7","20","871","4439964","4049720049","Flushing"
"10739","{17FDC9E3-BDB8-41D8-89FF-77782F264F2C}","roadway","SEBASTIAN - CHLOE 81/ FARM HOUSE","L.E.S. RESTAURANT CORP","SEBASTIAN - CHLOE 81/ FARM HOUSE","undefined","81 LUDLOW STREET","Manhattan","10002","81 LUDLOW STREET, Manhattan, NY","41468117",,,,"60","8","480","no","yes","yes","Jun-78","OP","no",,"yes","2020-08-29T21:56:00.000","40.718021","-73.989419","3","1","18","1005293","1004090026","Chinatown"
"1074","a27b01d3-3cd6-4b40-86ca-3694401a78b7","sidewalk","BARFLY NY","BARFLY NYC INC","BARFLY NY","244","3RD AVE","Manhattan","10010","244  3RD AVE, Manhattan, NY","50059249","39","16","624",,,,"yes","no","yes","1297077","OP","no",,"yes","2020-06-19T14:56:00.000","40.737053","-73.984455","6","2","50","1076149","1008767502","Gramercy"
"10740","{BA4DED9B-5F4B-4747-825E-648E1B6F45CC}","sidewalk","CARROT TOP PASTRIES","CARROT TOP PASTRIES INC","CARROT TOP PASTRIES","undefined","3931 BROADWAY","Manhattan","10032","3931 BROADWAY, Manhattan, NY","41711831","20","10","200",,,,"yes","no","no",,,"no",,"yes","2020-08-30T07:11:00.000","40.838731","-73.941475","12","7","245","1063378","1021370190","Washington Heights South"
"10741","{581DFA07-5F64-4FC0-8960-B5BCB2077C68}","openstreets","BEER STREET SOUTH","HOPS 550 LLC","BEER STREET SOUTH","undefined","550 VANDERBILT AVENUE","Brooklyn","11238","550 VANDERBILT AVENUE, Brooklyn, NY","50101749",,,,,,,"no","no","yes","Mar-00","OP","no",,"yes","2020-08-30T09:48:00.000","40.680309","-73.967923","8","35","163","3418187","3011297501","Prospect Heights"
"10742","{CE6DECE1-9C8F-4CA4-88D4-9E74D5C24C43}","both","THE STRAND SMOKE HOUSE","BROADWAY BARBECUE CORP","THE STRAND SMOKE HOUSE","undefined","25-27 BROADWAY","Queens","11106","25-27 BROADWAY, Queens, NY","41702610","47","7","329","32","8","256","yes","yes","yes","Sep-40","OP","no",,"yes","2020-08-30T10:31:00.000","40.763315","-73.928196","1","22","75","4007101","4005790005","Astoria"
"10743","{76FBC63B-4D3D-4856-8C93-8EEEFE4A63FF}","both","SOMPONG THAI","SOMPONG THAI, INC.","SOMPONG THAI","undefined","3709 83RD ST","Queens","11372","3709 83RD ST, Queens, NY","50042404","22","15","330","22","8","176","yes","yes","yes","Nov-32","RW","yes","yes","yes","2020-08-30T14:21:00.000","40.749524","-73.883313","3","21","281","4036224","4014710001","Jackson Heights"
"10744","{3D7A5132-C45C-4AA2-8CF1-0C0F93E1EB26}","both","JAGALCHI CORP","JAGALCHI CORP","uh ga sushi house","undefined","35-02 154 STREET","Queens","11354","35-02 154 STREET, Queens, NY","50104312","25","8","200","40","8","320","yes","yes","yes","Oct-31","RW","no",,"yes","2020-08-30T15:49:00.000","40.765831","-73.810853","7","20","1155","4119170","4052640117","Murray Hill"
"10745","{6A355A79-2B2C-4424-8517-3A2FC8E191A8}","roadway","SLICE &amp; CO","SLICE &amp; CO. II INC","SLICE & Co","undefined","3439 EAST TREMONT AVENUE","Bronx","10465","3439 EAST TREMONT AVENUE, Bronx, NY","50084730",,,,"52","8","416","no","yes","yes","Jul-97","OP","no",,"yes","2020-08-30T16:36:00.000","40.832488","-73.827778","10","13","164","2076426","2054190110","Schuylerville-Throgs Neck-Edgewater Park"
"10746","{136FEF73-8001-4B0B-8DF5-87DD4DB26360}","both","SIP N CHAT COCKTAIL","SIP N CHAT COCKTAIL LOUNGE INC.","SIP N CHAT COCKTAIL","undefined","2910 AVENUE D","Brooklyn","11226","2910 AVENUE D, Brooklyn, NY","40927832","57","8","456","14","5","70","yes","yes","yes","Jun-88","OP","no",,"yes","2020-08-30T18:06:00.000","40.64089","-73.94927","17","45","828","3120515","3052160001","Erasmus"
"10747","{BD45D158-9EF2-45CA-828F-49420616FA34}","roadway","PEE DEE STEAK","PEE DEE CORP.","PEE DEE STEAK","undefined","2006 3 AVENUE","Manhattan","10029","2006 3 AVENUE, Manhattan, NY","41538850",,,,"22","8","176","no","yes","no",,,"no",,"yes","2020-08-30T18:10:00.000","40.794292","-73.942706","11","8","172","1082322","1016380033","East Harlem South"
"10748","{0717BFCC-CEF9-46F3-865F-769F0779729F}","both","ATLAS KITCHEN","BELONG CAFE, LLC","ATLAS KITCHEN","undefined","258 WEST  109 STREET","Manhattan","10025","258 WEST  109 STREET, Manhattan, NY","50084510","24","6","144","24","8","192","yes","yes","no",,,"no",,"yes","2020-08-30T19:08:00.000","40.80309","-73.966025","7","7","195","1056690","1018800061","Morningside Heights"
"10749","{2F4E8400-11FE-40D8-87E4-4F86BCFEE30D}","both","ZENITH THAI","ZENITH THAI INC","ZENITH THAI","undefined","7002 FRESH POND RD","Queens","11385","7002 FRESH POND RD, Queens, NY","50078693","30","12","360","10","8","80","yes","yes","yes","Jan-98","RW","yes","yes","yes","2020-08-30T19:24:00.000","40.702477","-73.895175","5","30","583","4085294","4035370022","Ridgewood"
"1075","5239f479-6319-4af0-8bd7-40d410cb30c9","both","Bar Crudo","Chela INC.","Bar Crudo","412","5th ave.","Brooklyn","11215","412  5th ave., Brooklyn, NY","50101694","16","8","128","16","8","128","yes","yes","yes","1284652","RW","no",,"yes","2020-06-19T14:58:00.000","40.67013","-73.985519","6","39","137","3021861","3009980040","Park Slope-Gowanus"
"10750","{42B2D0CF-2162-4D5E-85E9-C355F24943AA}","both","MYRTLE SENECA PUB","MYRTLE SENECA PUB LLC","MYRTLE SENECA PUB","undefined","5653 MYRTLE AVE","Queens","11385","5653 MYRTLE AVE, Queens, NY","50105113","95","9","855","55","8","440","yes","yes","yes","Aug-18","OP","no",,"yes","2020-08-30T21:23:00.000","40.70033","-73.904429","5","34","551","4082812","4034640026","Ridgewood"
"10751","{AA5E15D6-9F70-4D04-8345-56F8BF62EBC6}","sidewalk","HAPPY TOWN CHINESE RESTAURANT","J &amp; N RST INC.","1801 bakery Corp DBA Las Delicias Bakery","undefined","1803 COLLEGE POINT BOULEVARD","Queens","11356","1803 COLLEGE POINT BOULEVARD, Queens, NY","41674322","20","8","160",,,,"yes","no","no",,,"no",,"yes","2020-08-30T21:52:00.000","40.782988","-73.845856","7","19","925","4443901","4041280019","College Point"
"10752","{D9198744-BB6A-4DE1-882D-BF3435435EEC}","roadway","EUGENE MILLER","THE BRONX ICE CO LLC","EUGENE MILLER","undefined","782 AMSTERDAM AVENUE","Manhattan","10025","782 AMSTERDAM AVENUE, Manhattan, NY","50105426",,,,"8","8","64","no","yes","no",,,"no",,"yes","2020-08-31T10:53:00.000","40.795548","-73.969294","7","7","187","1056400","1018700030","Upper West Side"
"10753","{8EBADDD2-645E-4761-8610-6DD9566B0468}","roadway","ELEVA COFFEE BAR","ELEVA COFFEE GRAND STREET LLC","ELEVA COFFEE","undefined","649 GRAND STREET","Brooklyn","11211","649 GRAND STREET, Brooklyn, NY","50088120",,,,"18","8","144","no","yes","no",,,"no",,"yes","2020-08-31T12:09:00.000","40.711419","-73.946345","1","34","503","3069393","3027810034","East Williamsburg"
"10754","{96329CD5-76C1-4DFB-84E6-5105F8BE8550}","sidewalk","SOB's","HENSAM ENTERPRISES INC.","SOB's","undefined","200 VARICK STREET","Manhattan","10014","200 VARICK STREET, Manhattan, NY","40388194","72","20","1440",,,,"yes","no","yes","Nov-07","OP","no",,"yes","2020-08-31T12:45:00.000","40.728347","-74.005343","2","3","37","1008118","1005200001","SoHo-TriBeCa-Civic Center-Little Italy"
"10755","{B5D6C211-B052-49F4-8EE0-23562F8F1A62}","both","TONG SAM GYUP GOO YI RESTAURANT","TONG SAM GYUP GOO YI CORP.","TONG SAM GYUP GOO YI RESTAURANT","undefined","16223 DEPOT ROAD","Queens","11358","16223 DEPOT ROAD, Queens, NY","41458695","3","3","9","12","6","72","yes","yes","yes","Sep-47","RW","no",,"yes","2020-08-31T13:34:00.000","40.761991","-73.802937","7","19","1171","4119565","4052850133","Murray Hill"
"10756","{7F5A1971-D649-4DE4-8D80-A8004A5DE13C}","roadway","ZURILEE","ZURILEE RESTAURANT INC","ZURILEE","undefined","755 FLATBUSH AVENUE","Brooklyn","11226","755 FLATBUSH AVENUE, Brooklyn, NY","50043710",,,,"10","7","70","no","yes","yes","Nov-91","OP","no",,"yes","2020-08-31T13:58:00.000","40.654358","-73.959592","14","40","79602","3116190","3050640014","Prospect Lefferts Gardens-Wingate"
"10757","{2A8144B7-52D1-4834-824F-2EBA03473A03}","both","LAST STOP BAR &amp; GRILL","JOHN &amp; JOE'S RESTAURANT CORP","LAST STOP BAR &amp; GRILL","undefined","4609 WHITE PLAINS ROAD","Bronx","10470","4609 WHITE PLAINS ROAD, Bronx, NY","50049598","30","5","150","30","8","240","yes","yes","yes","###############################################################################################################################################################################################################################################################","OP","no",,"yes","2020-08-31T16:13:00.000","40.902346","-73.851309","12","11","414","2071123","2050830061","Woodlawn-Wakefield"
"10758","{F97BFEB2-F5A6-4A4A-82F9-E7FC222F2A4A}","sidewalk","MCDONALD'S","SDJR SYSTEMS 1, LLC","MCDONALD'S","undefined","208 DYCKMAN STREET","Manhattan","10040","208 DYCKMAN STREET, Manhattan, NY","50010395","11","11","121",,,,"yes","no","no",,,"no",,"yes","2020-08-31T16:53:00.000","40.865028","-73.926954","12","10","287","1064227","1021750049","Washington Heights North"
"10759","{653C3C43-0A1F-46FE-8169-9ABC472500F8}","sidewalk","MCDONALD'S","SDJR SYSTEMS 3, LLC","MCDONALD'S","undefined","16 WESTCHESTER SQ","Bronx","10461","16 WESTCHESTER SQ, Bronx, NY","50039189","45","15","675",,,,"yes","no","no",,,"no",,"yes","2020-08-31T17:01:00.000","40.841082","-73.843314","10","13","200","2041855","2039810021","Van Nest-Morris Park-Westchester Square"
"1076","1ef2d07a-ce9b-4c73-81f0-85a39ad23eab","sidewalk","YANKEE TAVERN RESTAURANT","J&L YANKEE INC.","YANKEE TAVERN","72 EAST","I6I STREET","Bronx","10451","72 EAST  I6I STREET, Bronx, NY","720143","80","5","400",,,,"yes","no","yes","1004262","OP","no",,"yes","2020-06-19T13:50:00.000",,,,,,,,
"10760","{6FD59FD8-588C-43E0-8CBF-EDB725D9BD23}","roadway","JUST SALAD","JUST SALAD 1290 AVENUE OF THE AMERICAS LLC","Just Salad 1290 Avenue of the Americas LLC","undefined","1290 AVE AMERICAS","Manhattan","10104","1290 AVE AMERICAS, Manhattan, NY","50093300",,,,"20","8","160","no","yes","no",,,"no",,"yes","2020-08-31T18:12:00.000",,,,,,,,
"10761","{1800CC83-8011-4CAC-8AE5-8B05CF8708AA}","roadway","JUST SALAD","JUST SALAD PARK SLOPE LLC","Just Salad Park Slope LLC","undefined","252 7 AVENUE","Brooklyn","11215","252 7 AVENUE, Brooklyn, NY","50035721",,,,"40","8","320","no","yes","no",,,"no",,"yes","2020-08-31T18:17:00.000","40.669407","-73.9795","6","39","155","3021291","3009860046","Park Slope-Gowanus"
"10762","{49922736-8EF8-4DBD-8D94-26F53F7D5818}","both","THE MAZE","DA ROOM LLC","THE MAZE","undefined","32 WEST   32 STREET","Manhattan","10001","32 WEST   32 STREET, Manhattan, NY","50050424","40","8","320","20","8","160","yes","yes","yes","Mar-38","OP","no",,"yes","2020-08-31T18:47:00.000","40.747793","-73.987029","5","4","76","1015831","1008330062","Midtown-Midtown South"
"10763","{72A651D2-89FB-409C-864E-05A1BFB2CA40}","both","BANGIA","32 CAFE INC","BANGIA","undefined","11 EAST   32 STREET","Manhattan","10016","11 EAST   32 STREET, Manhattan, NY","50043003","35","4","140","52","8","416","yes","yes","yes","###############################################################################################################################################################################################################################################################","OP","no",,"yes","2020-08-31T19:21:00.000","40.746843","-73.984741","5","4","74","1017010","1008620011","Midtown-Midtown South"
"10764","{4C640CFE-EFE9-48D5-867D-502B13A97E94}","both","CHINA GLATT","CHINA GLATT INC.","china glatt","undefined","4413 13 AVENUE","Brooklyn","11219","4413 13 AVENUE, Brooklyn, NY","40400149","30","4","120","30","8","240","yes","yes","yes","1013002","RW","no",,"yes","2020-09-01T08:52:00.000","40.637687","-73.989335","12","39","232","3136459","3056110005","Borough Park"
"10765","{B94703FD-9F68-495F-8F9D-B393B1177383}","both","NAOMI KOSHER PIZZA","MANNA KOSHER PIZZA, INC.","NAOMI KOSHER PIZZA","undefined","68-28 MAIN STREET","Queens","11367","68-28 MAIN STREET, Queens, NY","40366425","14","6","84","14","8","112","yes","yes","no",,,"no",,"yes","2020-09-01T10:03:00.000","40.732474","-73.824818","8","24","809","4141570","4064860039","Kew Gardens Hills"
"10766","{65626C0B-2922-4CFE-8AB9-DD8D6CCF299E}","both","PITANT SPORT TEAM","PITANT SPORT TEAM INC","PITANT SPORT TEAM","undefined","502 EAST   95 STREET","Brooklyn","11212","502 EAST   95 STREET, Brooklyn, NY","50105826","24","6","144","24","6","144","yes","yes","yes","Apr-99","OP","no",,"yes","2020-09-01T10:05:00.000","40.655509","-73.916765","17","42","888","3102596","3046910037","Rugby-Remsen Village"
"10767","{00D471B3-C91A-4837-8259-1EF7A22853B2}","both","Sakura of Japan Teriyaki","60 WEST 30TH STREET INC","Sakura of Japan","undefined","65 WEST   30 STREET","Manhattan","10001","65 WEST   30 STREET, Manhattan, NY","50090994","16","8","128","16","8","128","yes","yes","no",,,"no",,"yes","2020-09-01T10:38:00.000","40.747017","-73.988975","5","3","76","1082272","1008320001","Midtown-Midtown South"
"10768","{C42FEC0F-0B4B-4EDD-821C-F21A06BB5F76}","both","HOU YI HOT POT","HOU YI HOT POT INC","HOU YI HOT POT","undefined","92 HESTER STREET","Manhattan","10002","92 HESTER STREET, Manhattan, NY","50002780","15","3","45","18","8","144","yes","yes","yes","Jun-28","RW","no",,"yes","2020-09-01T11:16:00.000","40.71641","-73.992623","3","1","16","1003885","1003000015","Chinatown"
"10769","{33D9F0E1-D8D2-455B-8289-5C13C49C93FD}","both","TUOME","TUN LLC","tuome","undefined","536 EAST    5 STREET","Manhattan","10009","536 EAST    5 STREET, Manhattan, NY","50011835","32","4","128","32","8","256","yes","yes","yes","Jun-98","RW","no",,"yes","2020-09-01T11:20:00.000","40.724457","-73.983462","3","2","32","1005024","1004000024","East Village"
"1077","3046bb89-c0cc-469f-87de-bf4e1057af0e","both","Espresso 77","Espresso 77, Inc.","Espresso 77","35-57","77th Street","Queens","11372","35-57 77th Street, Queens, NY","41271202","24","7","168","24","8","192","yes","yes","yes","1220884","TW","yes","yes","yes","2020-06-19T14:49:00.000","40.750919","-73.889255","3","25","287","4029588","4012770036","Jackson Heights"
"10770","{39AAEE12-7626-444E-8781-1D501B470B15}","roadway","THE KIOSK","MN BUSINESS GROUP, INC","mn business group inc","undefined","7680 EAST  116 STREET","Manhattan","10029","7680 EAST  116 STREET, Manhattan, NY","41314155",,,,"18","8","144","no","yes","yes","Jan-06","OP","no",,"yes","2020-09-01T12:14:00.000",,,,,,,,
"10771","{186253DA-5052-46E0-895A-D57A9BDB393D}","both","POLLOS A LA BRASA MARIO","POLLOS A LA BRAZA MARIO, INC","POLLOS A LA BRASA MARIO","undefined","8101 ROOSEVELT AVENUE","Queens","11372","8101 ROOSEVELT AVENUE, Queens, NY","40396445","25","20","500","20","8","160","yes","yes","yes","Jul-51","RW","no",,"yes","2020-09-01T13:10:00.000","40.747558","-73.884717","3","21","283","4030027","4012920049","Jackson Heights"
"10772","{63498C13-E8AD-4F2D-8F4A-F529D8A49C5E}","both","NORIKOH","NORIKOH K.O.H INC","NORIKOH","undefined","43 WEST   24 STREET","Manhattan","10010","43 WEST   24 STREET, Manhattan, NY","50092996","25","10","250","25","8","200","yes","yes","yes","Oct-08","OP","no",,"yes","2020-09-01T13:34:00.000","40.742883","-73.990686","5","3","58","1015593","1008260013","Hudson Yards-Chelsea-Flatiron-Union Square"
"10773","{CB7C6C04-6E27-4B8F-8903-20D8D4906EE7}","both","THE WOLFHOUND","WOLFHOUND BAR CORP","THE WOLFHOUND","undefined","3814 30TH AVE","Queens","11103","3814 30TH AVE, Queens, NY","50053940","15","16","240","15","8","120","yes","yes","yes","Oct-50","TW","no",,"yes","2020-09-01T14:05:00.000","40.764201","-73.915668","1","22","155","4010649","4006600046","Astoria"
"10774","{B63836CF-4364-4537-83AC-D0CDE4A03868}","openstreets","KEENS STEAKHOUSE","BLIEBURG RESTAURANT INC.","keens steakhouse","undefined","72 WEST   36 STREET","Manhattan","10018","72 WEST   36 STREET, Manhattan, NY","40373656",,,,,,,"no","no","yes","May-09","OP","no",,"yes","2020-09-01T14:06:00.000","40.75076","-73.986108","5","4","84","1083645","1008370084","Midtown-Midtown South"
"10775","{98DECECD-2729-453A-8F66-42A19FA5C6AF}","both","MISHKA SOHO","MISHKA SOHO INC","MISHKA SOHO","undefined","519 BROOME STREET","Manhattan","10013","519 BROOME STREET, Manhattan, NY","50104815","15","8","120","15","8","120","yes","yes","no",,,"yes","yes","yes","2020-09-01T14:08:00.000","40.723763","-74.003821","2","3","47","1007103","1004760025","SoHo-TriBeCa-Civic Center-Little Italy"
"10776","{07BFAB1E-FB97-4AA7-83FA-671FA20B7054}","openstreets","LIDO","SKDL CORP","LIDO","undefined","2168 FREDERICK DOUGLAS BOULEVARD","Manhattan","10026","2168 FREDERICK DOUGLAS BOULEVARD, Manhattan, NY","41564170",,,,,,,"no","no","yes","Dec-25","OP","no",,"yes","2020-09-01T14:12:00.000","40.804991","-73.954939","10","9","218","1085332","1019220061","Central Harlem South"
"10777","{7F53356D-FD84-41DC-8598-34BBB67C4469}","roadway","FREVO","FREVO LLC","FREVO","undefined","48 WEST    8 STREET","Manhattan","10011","48 WEST    8 STREET, Manhattan, NY","50091156",,,,"25","8","200","no","yes","yes","Mar-04","OP","yes","yes","yes","2020-09-01T14:25:00.000","40.733178","-73.998549","2","1","63","1077822","1005530017","West Village"
"10778","{0D0C0B56-5938-4E8A-86A4-CA36037D3056}","both","BLACK CAT LES","MANSIN &amp; MISCHA CORP","BLACK CAT LES","undefined","172 RIVINGTON STREET","Manhattan","10002","172 RIVINGTON STREET, Manhattan, NY","50099929","30","3","90","30","6","180","yes","yes","no",,,"no",,"yes","2020-09-01T14:47:00.000","40.718951","-73.984607","3","1","2201","1004122","1003440170","Lower East Side"
"10779","{9CFFF826-1B7C-447D-859F-1D176ACD0C88}","both","TASTE OF CHINA","TASTE OF CHINA WU INC","TASTE OF CHINA","undefined","67-08 FRESH POND ROAD","Queens","11385","67-08 FRESH POND ROAD, Queens, NY","40908374","8","8","64","8","8","64","yes","yes","no",,,"no",,"yes","2020-09-01T14:49:00.000","40.705552","-73.896479","5","30","585","4085083","4035320023","Ridgewood"
"1078","30cd345f-8134-49a6-8cf7-4f9ad9ae6c48","sidewalk","The Wolfhound","The Wolfhound Bar Corp","The Wolfhound","3814","38","Queens","11103","3814 38, Queens, NY","50053940","10","13","130",,,,"yes","no","yes","1296913","TW","no",,"yes","2020-06-19T14:42:00.000",,,,,,,,
"10780","{49C59FFA-A5EF-4289-8474-42B07601F2CF}","both","ZAMAAN","8915 ECA, INC","ZAMAAN","undefined","8915 5 AVENUE","Brooklyn","11209","8915 5 AVENUE, Brooklyn, NY","50105284","25","17","425","34","8","272","yes","yes","no",,,"no",,"yes","2020-09-01T14:54:00.000","40.619601","-74.027826","10","43","160","3154226","3060670005","Bay Ridge"
