"calendarnumber","premiseaddressnumber","premiseaddressstreet","borough","block","lot","c1","c2","c3","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"215-17-S","90-02,91-38","Atlantic Ave","Queens","00344,00347","1,11-12","1917","1917","S",,,,,,,,,
"2609-17-S","90-02,91-38","Atlantic Ave","Queens","00344,00347","1,11-12","1917","1917","S",,,,,,,,,
"1070-17-S","121","Spring St","Manhattan","00499","43","1917","1917","S","10012","40.723717","-74.000188","102","1","49","1007626","1004997503","SoHo-TriBeCa-Civic Center-Little Italy"
"417-17-S","550","Broadway","Manhattan","00497","11","1917","1917","S","10012","40.723673","-73.99825","102","1","43","1007565","1004970011","SoHo-TriBeCa-Civic Center-Little Italy"
"1094-17-S","11","West 17th St","Manhattan","00819","31","1917","1917","S","10011","40.738225","-73.992931","105","3","54","1015418","1008190031","Hudson Yards-Chelsea-Flatiron-Union Square"
"774-17-S","101-103","Wooster St","Manhattan","00501","28","1917","1917","S","10012","40.724543","-74.000823","102","1","49","1007714","1005010028","SoHo-TriBeCa-Civic Center-Little Italy"
"2610-17-S","90-02,91-38","Atlantic Ave","Queens","00344,00347","1,11-12","1917","1917","S",,,,,,,,,
"2611-17-S","90-02,91-38","Atlantic Ave","Queens","00344,00347","1,11-12","1917","1917","S",,,,,,,,,
"1552-17-S","155-157","Wooster St","Manhattan","00515","25","1917","1917","S","10012","40.726209","-73.999416","102","1","49","1008012","1005150025","SoHo-TriBeCa-Civic Center-Little Italy"
"2252-17-S","78-94","Front St","Manhattan","00033","1, 10, 13, 34, 41","1917","1917","S","10005","40.703891","-74.008234","101","1","7","1000863","1000330001","Battery Park City-Lower Manhattan"
"292-17-BZ","228-232","East 85th St","Manhattan","01530","34 & 132","1917","1917","BZ","10028","40.777801","-73.953704","108","5","14601","1048745","1015300034","Yorkville"
"1778-17-S","49","Crosby St","Manhattan","00482","5","1917","1917","S","10012","40.721859","-73.998651","102","1","45","1007209","1004820005","SoHo-TriBeCa-Civic Center-Little Italy"
"2383-17-S","45","Vesey St","Manhattan","00085","13","1917","1917","S","10007","40.712345","-74.010724","101","1","13","1000000","1000580001","Battery Park City-Lower Manhattan"
"347-17-S","173-175","East 87th St","Manhattan","01516","30","1917","1917","S","10128","40.779843","-73.954288","108","5","14802","1048052","1015160030","Upper East Side-Carnegie Hill"
"1092-17-S","513/519","Broadway","Manhattan","00484","15 & 16","1917","1917","S",,,,,,,,,
"1700-17-S","83","Mercer St","Manhattan","00485","27","1917","1917","S","10012","40.722855","-74.000101","102","1","49","1007269","1004857504","SoHo-TriBeCa-Civic Center-Little Italy"
"1893-17-S","80-82","Wooster St","Manhattan","00486","9","1917","1917","S","10012","40.723687","-74.001519","102","1","49","1007285","1004860009","SoHo-TriBeCa-Civic Center-Little Italy"
"2278-17-S","81","Greene St","Manhattan","00486","19","1917","1917","S","10012","40.723489","-74.000635","102","1","49","1007289","1004860019","SoHo-TriBeCa-Civic Center-Little Italy"
"586-17-S","62","Pearl St","Manhattan","00007","39 & 26","1917","1917","S","10004","40.703573","-74.01108","101","1","9","1087449","1000077502","Battery Park City-Lower Manhattan"
"577-17-S","62","Pearl St","Manhattan","00007","39 & 26","1917","1917","S","10004","40.703573","-74.01108","101","1","9","1087449","1000077502","Battery Park City-Lower Manhattan"
"2280-17-S","192-194","Front St","Manhattan","00074","24 & 25","1917","1917","S","10038","40.706724","-74.004072","101","1","1502","1001162","1000747501","Battery Park City-Lower Manhattan"
"1777-17-S","14-26","William St","Manhattan","00029","73, 86 & 88-91","1917","1917","S","10004","40.705209","-74.009976","101","1","7",,,"Battery Park City-Lower Manhattan"
"279-17-S","2-8","East End Ave","Manhattan","01576","23","1917","1917","S",,,,,,,,,
"1632-17-S","91-95","Wall St","Manhattan","00033","20, 31, 32","1917","1917","S","10005","40.705261","-74.007527","101","1","7",,,"Battery Park City-Lower Manhattan"
"1646-17-S","54-55","South St","Manhattan","00035","35","1917","1917","S","10005","40.703998","-74.00668","101","1","7","1000868","1000350010","Battery Park City-Lower Manhattan"
"1026-17-S","78-80","Pine St","Manhattan","00039","12-24 & 26","1917","1917","S","10005","40.705994","-74.007343","101","1","7","1000880","1000390012","Battery Park City-Lower Manhattan"
"134-17-S","79-83","Pine St","Manhattan","00039","36 & 8-10","1917","1917","S","10005","40.705931","-74.007275","101","1","7","1000884","1000397501","Battery Park City-Lower Manhattan"
"670-17-S","22","Thames St","Manhattan","00051","14","1917","1917","S","10006","40.709295","-74.012873","101","1","13","1090832","1000510014","Battery Park City-Lower Manhattan"
"1595-17-S","22","Thames St","Manhattan","00051","14","1917","1917","S","10006","40.709295","-74.012873","101","1","13","1090832","1000510014","Battery Park City-Lower Manhattan"
"1543-17-S","25-27","Thames St","Manhattan","00052","8","1917","1917","S","10006","40.709246","-74.012711","101","1","13","1089248","1000520008","Battery Park City-Lower Manhattan"
"1276-17-S","108","Greenwich St","Manhattan","00053","35","1917","1917","S","10006","40.708499","-74.013374","101","1","13","1001052","1000530035","Battery Park City-Lower Manhattan"
"1342-17-S","102-104","Greenwich St","Manhattan","00053","38","1917","1917","S","10006","40.708321","-74.01345","101","1","13","1001054","1000530037","Battery Park City-Lower Manhattan"
"1672-17-S","161","Washington St","Manhattan","00058","11, 30","1917","1917","S",,,,,,,,,
"2061-17-S","12-16","John St","Manhattan","00065","20","1917","1917","S",,,,,,,,,
"2229-17-S","23","West 24th Street","Manhattan","00826","25","1917","1917","S","10010","40.742674","-73.990195","105","3","58","1015597","1008260025","Hudson Yards-Chelsea-Flatiron-Union Square"
"1837-17-S","2-6","Montgomery St","Manhattan","00286","60","1917","1917","S",,,,,,,,,
"1892-17-S","131","Chrystie St","Manhattan","00424","32","1917","1917","S","10002","40.719369","-73.993218","103","1","18","1005668","1004240032","Chinatown"
"235-22-S",,,,,,"235","1922","S",,,,,,,,,
"265-17-S","61-65","Stanton St","Manhattan","00416","14","1917","1917","S","10002","40.721891","-73.989967","103","1","3601","1077637","1004160001","Chinatown"
"2418-17-S","1-5","2nd Ave","Manhattan","00456","34","1917","1917","S",,,,,,,,,
"1209-17-S","314-320","Grand St","Manhattan","00413","51","1917","1917","S","10002","40.717288","-73.990971","103","1","18","1005451","1004130051","Chinatown"
"2513-17-S","214-228","Ave C","Manhattan","00383","1, 5, 9, 21, 29, 31, 35","1917","1917","S","10009","40.727854","-73.976094","103","2","28","1088218","1003830001","Lower East Side"
"1561-17-BZ","192-196","DeGraw St","Manhattan","00331","17 & 31","1917","1917","BZ",,,,,,,,,
"374-17-S","192-196","DeGraw St","Manhattan","00331","17 & 31","1917","1917","S",,,,,,,,,
"1919-17-S","125-131","Canal St","Manhattan","00303","35","1917","1917","S","10002","40.715916","-73.995127","103","1","16","1003917","1003030035","Chinatown"
"1249-17-S","17","Orchard St","Manhattan","00297","31","1917","1917","S","10002","40.715238","-73.991729","103","1","16","1003873","1002997501","Chinatown"
"1834-17-S","196-204","Mulberry St","Manhattan","00480","9","1917","1917","S","10012","40.721436","-73.996461","102","1","41","1007179","0","SoHo-TriBeCa-Civic Center-Little Italy"
"1844-17-S","2-6","Montgomery St","Manhattan","00286","60","1917","1917","S",,,,,,,,,
"473-17-S","8-14","Grand St","Manhattan","00477","28","1917","1917","S",,,,,,,,,
"1315-17-S","429","Broome St","Manhattan","00473","18","1917","1917","S","10013","40.721472","-73.999163","102","1","45","1007017","1004730018","SoHo-TriBeCa-Civic Center-Little Italy"
"308-17-S","2-6","Montgomery St","Manhattan","00286","60","1917","1917","S",,,,,,,,,
"825-17-BZ","1505","Park Ave","Manhattan","01637","72","1917","1917","BZ","10029","40.794985","-73.946371","111","8","172","1078929","1016370001","East Harlem South"
"286-17-S","644-646","Broadway","Manhattan","00429","1","1917","1917","S","10012","40.726626","-73.99575","102","1","5502","1008418","1005290001","West Village"
"1385-17-S","429","Broome St","Manhattan","00473","18","1917","1917","S","10013","40.721472","-73.999163","102","1","45","1007017","1004730018","SoHo-TriBeCa-Civic Center-Little Italy"
"955-17-S","132-140","East 107 St","Manhattan","01634","158","1917","1917","S","10029","40.793094","-73.946221","111","8","172","1000000","1016340158","East Harlem South"
"1578-17-S","174-176","East 104 St","Manhattan","01631","44","1917","1917","S","10029","40.790536","-73.94631","111","8","166","1051932","1016310044","East Harlem South"
"1052-17-S","174-176","East 104 St","Manhattan","01631","44","1917","1917","S","10029","40.790536","-73.94631","111","8","166","1051932","1016310044","East Harlem South"
"2491-17-S","40-42","Mercer St","Manhattan","00474","45","1917","1917","S","10013","40.721447","-74.00127","102","1","47","1087559","1004747506","SoHo-TriBeCa-Civic Center-Little Italy"
"744-17-S","68-70","Grand St","Manhattan","00475","28","1917","1917","S","10013","40.722095","-74.003157","102","1","47","1077732","1004750028","SoHo-TriBeCa-Civic Center-Little Italy"
"1721-17-S","85-109","William St","Manhattan","00067","1, 3, 8, 16, 17","1917","1917","S","10038","40.708039","-74.007957","101","1","1502","1079043","1000670001","Battery Park City-Lower Manhattan"
"1097-17-S","17","Orchard St","Manhattan","00297","31","1917","1917","S","10002","40.715238","-73.991729","103","1","16","1003873","1002997501","Chinatown"
"2333-17-S","140","5th Ave","Manhattan","00820","47","1917","1917","S","10011","40.739005","-73.991448","105","3","54","1015455","1008207501","Hudson Yards-Chelsea-Flatiron-Union Square"
"1665-17-S","26","John St","Manhattan","00065","25","1917","1917","S","10038","40.709724","-74.008707","101","1","1502","1000000","1000650024","Battery Park City-Lower Manhattan"
"870-17-S","68","Beekman St","Manhattan","00099","12","1917","1917","S",,,,,,,,,
"322-17-S","357-359","Canal St","Manhattan","00228","1","1917","1917","S","10013","40.720934","-74.004026","102","1","47","1002953","1002280001","SoHo-TriBeCa-Civic Center-Little Italy"
"711-17-S","357-359","Canal St","Manhattan","00228","1","1917","1917","S","10013","40.720934","-74.004026","102","1","47","1002953","1002280001","SoHo-TriBeCa-Civic Center-Little Italy"
"598-17-S","343","Canal St","Manhattan","00229","3","1917","1917","S","10013","40.720538","-74.003467","102","1","47","1002967","1002290003","SoHo-TriBeCa-Civic Center-Little Italy"
"1690-17-S","128-138","Mott St","Manhattan","00230","6 & 9","1917","1917","S","10013","40.718362","-73.996793","102","1","41","1087662","1002387501","SoHo-TriBeCa-Civic Center-Little Italy"
"1691-17-S","128-138","Mott St","Manhattan","00230","6 & 9","1917","1917","S","10013","40.718362","-73.996793","102","1","41","1087662","1002387501","SoHo-TriBeCa-Civic Center-Little Italy"
"1863-17-S","19","Mercer St","Manhattan","00230","37","1917","1917","S","10013","40.720736","-74.001898","102","1","47","1003000","1002300037","SoHo-TriBeCa-Civic Center-Little Italy"
"1202-17-S","32","West 20th Street","Manhattan","00821","62","1917","1917","S","10011","40.740166","-73.992137","105","3","54","1015483","1008210062","Hudson Yards-Chelsea-Flatiron-Union Square"
"472-17-S","458","Broadway","Manhattan","00232","12","1917","1917","S","10013","40.720651","-74.000808","102","1","45","1003034","1002320012","SoHo-TriBeCa-Civic Center-Little Italy"
"1527-17-S","153-155","Lafayette St","Manhattan","00234","pt-15","1917","1917","S","10013","40.719682","-73.99938","102","1","45","1003057","1002340015","SoHo-TriBeCa-Civic Center-Little Italy"
"1166-17-S","99-103","Beekman St","Manhattan","00095","27","1917","1917","S","10038","40.708313","-74.003618","101","1","1501",,,"Battery Park City-Lower Manhattan"
"1323-17-S","210","Centre St","Manhattan","00235","6","1917","1917","S","10013","40.719229","-73.998965","102","1","41","1079580","1002350006","SoHo-TriBeCa-Civic Center-Little Italy"
"2572-17-S","63-65","Beekman St","Manhattan","00094","17 & 19","1917","1917","S",,,,,,,,,
"2387-17-S","165-171","Grand St","Manhattan","00235","13","1917","1917","S","10013","40.719748","-73.99846","102","1","41","1003065","1002350013","SoHo-TriBeCa-Civic Center-Little Italy"
"527-17-S","132-138","Mulberry St","Manhattan","00237","1-3 & 5","1917","1917","S","10013","40.718392","-73.997774","102","1","41","1066508","1002377501","SoHo-TriBeCa-Civic Center-Little Italy"
"1932-17-S","9-10","East St","Manhattan","00264","20","1917","1917","S",,,,,,,,,
"1059-17-BZ","68-70","Madison St","Manhattan","00278","48","1917","1917","BZ","10002","40.712104","-73.996494","103","1","8",,,"Chinatown"
"2397-17-S","39-41","East Broadway","Manhattan","00280","40","1917","1917","S","10002","40.713553","-73.996148","103","1","8","1003423","1002800040","Chinatown"
"2347-17-S","28","East Broadway","Manhattan","00281","28","1917","1917","S","10002","40.713547","-73.996422","103","1","8","1003488","1002810012","Chinatown"
"2592-17-S","48","East Broadway","Manhattan","00281","22","1917","1917","S","10002","40.713597","-73.995826","103","1","8","1003497","1002810022","Chinatown"
"100264-17-S","52","East Broadway","Manhattan","00281","24","1917","1917","S","10002","40.713608","-73.995707","103","1","8","1003499","1002810024","Chinatown"
"2545-17-S","120-122","East Broadway","Manhattan","00283","50","1917","1917","S","10002","40.713882","-73.992284","103","1","6","1003583","1002830050","Lower East Side"
"1346-17-S","124","East Broadway","Manhattan","00283","53","1917","1917","S","10002","40.713896","-73.992125","103","1","6","1003584","1002830053","Lower East Side"
"2424-17-S","361-363","Broadway","Manhattan","00174","31","1917","1917","S","10013","40.717511","-74.003871","101","1","33","1001905","1001747505","SoHo-TriBeCa-Civic Center-Little Italy"
"1147-17-S","138","Baxter St","Manhattan","00235","4","1917","1917","S","10013","40.71868","-73.998608","102","1","41","1003060","1002350004","SoHo-TriBeCa-Civic Center-Little Italy"
"1861-17-S","72-78","Nassau St","Manhattan","00078","35","1917","1917","S","10038","40.70963","-74.00831","101","1","1502","1001200","1000787505","Battery Park City-Lower Manhattan"
"2191-17-S","56-60","Leonard St","Manhattan","00176","26-29","1917","1917","S","10013","40.717898","-74.006273","101","1","33","1088646","1001767501","SoHo-TriBeCa-Civic Center-Little Italy"
"2163-17-S","85-109","William St","Manhattan","00067","1, 3, 8, 16, 17","1917","1917","S","10038","40.708039","-74.007957","101","1","1502","1079043","1000670001","Battery Park City-Lower Manhattan"
"1042-17-S","85-109","William St","Manhattan","00067","1, 3, 8, 16, 17","1917","1917","S","10038","40.708039","-74.007957","101","1","1502","1079043","1000670001","Battery Park City-Lower Manhattan"
"2239-17-S","64-66","Nassau St","Manhattan","00067","25","1917","1917","S","10038","40.709307","-74.008624","101","1","1502","1001109","1000670023","Battery Park City-Lower Manhattan"
"2122-17-S","23","West 24th Street","Manhattan","00826","25","1917","1917","S","10010","40.742674","-73.990195","105","3","58","1015597","1008260025","Hudson Yards-Chelsea-Flatiron-Union Square"
"1682-17-S","34-38","Platt St","Manhattan","00068","22","1917","1917","S","10038","40.708039","-74.007152","101","1","1502","1087755","1000687502","Battery Park City-Lower Manhattan"
"1642-17-S","217","Pearl St","Manhattan","00069","3","1917","1917","S","10038","40.707116","-74.006175","101","1","1502","1000000","1000690001","Battery Park City-Lower Manhattan"
"1219-17-S","15-23","Platt St","Manhattan","00069","39","1917","1917","S","10038","40.707476","-74.006301","101","1","1502","1001127","1000697502","Battery Park City-Lower Manhattan"
"107-17-S","144-154","John St","Manhattan","00071","25 & 28","1917","1917","S","10038","40.706782","-74.004945","101","1","1502","1001137","1000717501","Battery Park City-Lower Manhattan"
"590-17-S","144-154","John St","Manhattan","00071","25 & 28","1917","1917","S","10038","40.706782","-74.004945","101","1","1502","1001137","1000717501","Battery Park City-Lower Manhattan"
"157-17-S","32-38","Fulton St","Manhattan","00075","1-7, 10, 11, 15, 17, 19","1917","1917","S","10038","40.707561","-74.004155","101","1","1502","1001163","1000750001","Battery Park City-Lower Manhattan"
"588-17-S","45","Fulton St","Manhattan","00095","38","1917","1917","S","10038","40.708047","-74.004505","101","1","1501","1001290","1000950027","Battery Park City-Lower Manhattan"
"2423-17-S","45-49","John St","Manhattan","00078","28","1917","1917","S","10038","40.709241","-74.008","101","1","1502","1001199","1000787508","Battery Park City-Lower Manhattan"
"1773-17-S","26","John St","Manhattan","00065","25","1917","1917","S","10038","40.709724","-74.008707","101","1","1502","1000000","1000650024","Battery Park City-Lower Manhattan"
"2225-17-S","30-32","West 21st Street","Manhattan","00822","58","1917","1917","S","10010","40.740737","-73.99166","105","3","54","1015506","1008220058","Hudson Yards-Chelsea-Flatiron-Union Square"
"932-17-S","120","Fulton St","Manhattan","00078","45","1917","1917","S","10038","40.710081","-74.007485","101","1","1502","1001208","1000780045","Battery Park City-Lower Manhattan"
"750-17-S","15","John St","Manhattan","00079","14","1917","1917","S","10038","40.709954","-74.008999","101","1","1502","1001217","1000790014","Battery Park City-Lower Manhattan"
"1069-17-S","15","John St","Manhattan","00079","14","1917","1917","S","10038","40.709954","-74.008999","101","1","1502","1001217","1000790014","Battery Park City-Lower Manhattan"
"2134-17-S","206-208","Fulton St","Manhattan","00081","24","1917","1917","S",,,,,,,,,
"1516-17-S","217-221","Washington St","Manhattan","00084","41","1917","1917","S","10007","40.713357","-74.012481","101","1","21","1086510","1000840036","SoHo-TriBeCa-Civic Center-Little Italy"
"1174-17-S","45","Vesey St","Manhattan","00085","13","1917","1917","S","10007","40.712345","-74.010724","101","1","13","1000000","1000580001","Battery Park City-Lower Manhattan"
"436-17-S","20-24","Vesey St","Manhattan","00088","5","1917","1917","S","10007","40.711843","-74.009562","101","1","21","1001235","1000880005","SoHo-TriBeCa-Civic Center-Little Italy"
"778-17-S","12","Barclay St","Manhattan","00088","14","1917","1917","S","10007","40.712224","-74.008617","101","1","21","1087947","1000880014","SoHo-TriBeCa-Civic Center-Little Italy"
"498-17-S","93-99","Nassau St","Manhattan","00089","1","1917","1917","S","10038","40.710278","-74.007697","101","1","1501","1001242","1000890001","Battery Park City-Lower Manhattan"
"2135-17-S","61","Beekman St","Manhattan","00093","36","1917","1917","S","10038","40.709765","-74.004949","101","1","1501","1001288","1000930034","Battery Park City-Lower Manhattan"
"866-17-S","32-38","Fulton St","Manhattan","00075","1-7, 10, 11, 15, 17, 19","1917","1917","S","10038","40.707561","-74.004155","101","1","1502","1001163","1000750001","Battery Park City-Lower Manhattan"
"55-17-BZ","282-296","Chester St","Brooklyn","03559","39-45","1917","1917","BZ","11212","40.664812","-73.910467","316","41","924","3081783","3035590138","Brownsville"
"2334-17-S","109-111","West 31st St","Manhattan","00807","34, 35","1917","1917","S","10001","40.748153","-73.989747","105","3","101","1088533","1008077502","Midtown-Midtown South"
"2533-17-S","34","West 15th St","Manhattan","00816","61","1917","1917","S","10011","40.737333","-73.994667","105","3","54","1015297","1008160061","Hudson Yards-Chelsea-Flatiron-Union Square"
"946-17-S","29","West 15th St","Manhattan","00817","25","1917","1917","S","10011","40.737183","-73.994259","105","3","54","1015308","1008170025","Hudson Yards-Chelsea-Flatiron-Union Square"
"810-17-S","43-47","West 16th St","Manhattan","00818","10","1917","1917","S","10011","40.737948","-73.994096","105","3","54","1015376","1008180010","Hudson Yards-Chelsea-Flatiron-Union Square"
"2144-17-S","5302-5324","2nd Ave","Brooklyn","00812","(26) 1","1917","1917","S","11220","40.647326","-74.018778","307","38","18","3014135","3008120026","Sunset Park West"
"2274-17-S","5502-5520","2nd Ave","Brooklyn","00828","1","1917","1917","S","11220","40.646206","-74.019942","307","38","22","3014856","3008280001","Sunset Park West"
"343-17-S","140","East 41st St","Manhattan","01295","45","1917","1917","S","10017","40.750586","-73.976111","106","4","80","1036148","1012950033","Murray Hill-Kips Bay"
"83-17-BZ","581-","Howard Ave","Brooklyn","03512","35","1917","1917","BZ",,,,,,,,,
"1931-17-S","(455-457) 803","6th Ave","Manhattan","00803","69","1917","1917","S",,,,,,,,,
"597-17-S","102","43rd St","Brooklyn","00726","1","1917","1917","S","11232","40.654133","-74.014693","307","38","18","3010890","3007260001","Sunset Park West"
"1757-17-S","674","Union St","Brooklyn","00955","45","1917","1917","S","11215","40.67675","-73.981361","306","39","133","3020063","3009550036","Park Slope-Gowanus"
"792-17-BZ","86-90","Butler St","Brooklyn","00409","18","1917","1917","BZ","11231","40.683805","-73.99126","306","33","69","3330481","3004097501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"2454-17-S","232-250","3rd St","Brooklyn","00980","1","1917","1917","S","11215","40.674909","-73.987671","306","39","119","3337594","3009800008","Park Slope-Gowanus"
"2151-17-S","333-335","Carroll St","Brooklyn","00444","18,50","1917","1917","S","11231","40.679177","-73.991686","306","39","75","3007468","3004440061","Carroll Gardens-Columbia Street-Red Hook"
"2251-17-S","55-57","3rd Ave","Brooklyn","00460","34","1917","1917","S","11217","40.684855","-73.981006","302","33","39","3425041","3001867502","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"1972-17-S","14-18","Glenmore Ave","Brooklyn","03504","15","1917","1917","S","11212","40.671089","-73.910116","316","41","906","3080678","3034890171","Brownsville"
"1709-17-S","147","West 24th St","Manhattan","00800","14","1917","1917","S","10011","40.744146","-73.99367","104","3","91","1014974","1008000014","Hudson Yards-Chelsea-Flatiron-Union Square"
"291-17-BZ","1917",,"Manhattan","1917","1917","1917","1917","BZ",,,,,,,,,
"2584-17-S","643-655","Lexington Ave","Manhattan","01309","20,21,47,53","1917","1917","S","10022","40.759236","-73.97035","106","4","100","1036487","1013090050","Turtle Bay-East Midtown"
"57-17-BZ","494-498","7th Ave","Manhattan","00786","51","1917","1917","BZ","10018","40.752701","-73.989399","105","3","109","1014445","1007860051","Midtown-Midtown South"
"2470-17-S","550-554","8th Ave","Manhattan","00787","1-10","1917","1917","S","10018","40.754354","-73.991875","105","3","109","1014453","1007870001","Midtown-Midtown South"
"2258-17-S","40","East 14th St","Manhattan","00625","7,9","1917","1917","S","10003","40.735148","-73.991571","102","2","61","1009216","1005650011","West Village"
"3509-17-S","40","East 14th St","Manhattan","00625","7,9","1917","1917","S","10003","40.735148","-73.991571","102","2","61","1009216","1005650011","West Village"
"2244-17-S","127-133","West 30th St","Manhattan","00806","58","1917","1917","S","10001","40.747684","-73.990566","105","3","101","1015171","1008060058","Midtown-Midtown South"
"1193-17-S","147-149","West 22nd St","Manhattan","00798","17","1917","1917","S","10011","40.742815","-73.994645","104","3","91","1014794","1007980017","Hudson Yards-Chelsea-Flatiron-Union Square"
"953-17-S","143-145","West 29th St","Manhattan","00805","17","1917","1917","S","10001","40.747206","-73.991342","105","3","95","1015141","1008050017","Midtown-Midtown South"
"1689-17-S","(143-149) 139-149","West 19th St","Manhattan","00795","14, 17","1917","1917","S",,,,,,,,,
"1386-17-S","124","West 18th St","Manhattan","00793","53","1917","1917","S","10011","40.740237","-73.995937","104","3","81","1014663","1007937504","Hudson Yards-Chelsea-Flatiron-Union Square"
"939-17-S","132-134","West 21st St","Manhattan","00796","58","1917","1917","S","10011","40.742065","-73.994818","104","3","87","1014757","1007960058","Hudson Yards-Chelsea-Flatiron-Union Square"
"1968-17-S","120","West 20th St","Manhattan","00795","54","1917","1917","S","10011","40.741393","-73.995049","104","3","87","1014733","1007950054","Hudson Yards-Chelsea-Flatiron-Union Square"
"2123-17-S","119-125","West 25th St","Manhattan","00801","24","1917","1917","S","10001","40.744527","-73.992656","104","3","91","1015007","1008010024","Hudson Yards-Chelsea-Flatiron-Union Square"
"1889-17-S","151-163","West 26th St","Manhattan","00802","8","1917","1917","S","10001","40.745428","-73.992872","105","3","95","1015034","1008020008","Midtown-Midtown South"
"2320-17-S","754-774","Pacific St","Brooklyn","01129","13","1917","1917","S","11238","40.681427","-73.969959","308","35","163","3330630","3011290050","Prospect Heights"
"1916-17-S","103-105","West 14th St","Manhattan","00790","28","1917","1917","S","10011","40.737564","-73.997301","104","3","81","1014525","1007900028","Hudson Yards-Chelsea-Flatiron-Union Square"
"1507-17-S","369-373","Dekalb Ave","Brooklyn","01921","1","1917","1917","S","11205","40.690027","-73.963162","302","35","193","3055114","3019210001","Clinton Hill"
"2046-17-S","102-106","Commerce St","Brooklyn","00507","1","1917","1917","S","11231","40.681324","-74.008931","306","38","59","3008225","3005070001","Carroll Gardens-Columbia Street-Red Hook"
"1106-17-BZ","137","Jefferson Ave","Brooklyn","01827","82","1917","1917","BZ","11216","40.683071","-73.951956","303","36","245","3342633","3018270031","Bedford"
"1029-17-BZ","(1368-1376) 1368-1378","St Johns Pl","Brooklyn","01384","16, 18, 20","1917","1917","BZ",,,,,,,,,
"1216-17-S","1193-1195","Atlantic Ave","Brooklyn","01866","16","1917","1917","S","11216","40.678541","-73.951101","303","36","247","3053926","3018660008","Crown Heights North"
"1313-17-S","68-72","Emerson Pl","Brooklyn","01879","26,31","1917","1917","S","11205","40.6955","-73.962539","302","35","191","3334729","3018940026","Clinton Hill"
"2430-17-S","20-40","Skillman St","Brooklyn","01885","23,6","1917","1917","S","11205","40.698046","-73.957813","303","33","1237","3000000","3018850041","Bedford"
"2447-17-BZ","956-978","Nostrand Ave","Brooklyn","01305","40, 46-48, 50, 52","1917","1917","BZ","11225","40.665534","-73.95092","309","35","321",,,"Crown Heights South"
"647-17-BZ","1894-1898","Sterling Pl","Brooklyn","01472","25","1917","1917","BZ","11233","40.670646","-73.915859","316","41","361","3039487","3014720025","Ocean Hill"
"520-17-BZ","1302-1306","60th St","Brooklyn","05719","7","1917","1917","BZ","11219","40.628643","-73.998224","312","44","192","3141303","3057190007","Borough Park"
"336-17-S","369-373","Dekalb Ave","Brooklyn","01921","1","1917","1917","S","11205","40.690027","-73.963162","302","35","193","3055114","3019210001","Clinton Hill"
"1935-17-A",,"213th St & Jerome Ave","Bronx","NONE",,"1935","1917","A",,,,,,,,,
"819-17--S","251-271","Classon Ave","Brooklyn","01924","6-14,28","1917","1917","S","11205","40.692115","-73.960658","303","33","193","3343740","3019247501","Clinton Hill"
"1962-17-S","325-341","Classon Ave","Brooklyn","01938","7","1917","1917","S","11205","40.690026","-73.96022","303","35","233","3321871","3019380001","Bedford"
"2175-17-S","1050","Broadway","Brooklyn","01596","37","1917","1917","S","11221","40.695066","-73.931861","303","36","287","3391304","3015960038","Stuyvesant Heights"
"128-17-BZ","1060-64","Bedford Ave","Brooklyn","01954","22-24","1917","1917","BZ","11216","40.6886","-73.954967","303","36","233","3055817","3019547503","Bedford"
"1585-17-S","30","Greenwich Ave","Manhattan","00606","10","1917","1917","S","10011","40.735121","-74.000227","102","3","71","1078112","1006060009","West Village"
"2197-17-BZ","28-30","Quincy Ave","Brooklyn","01972","17","1917","1917","BZ",,,,,,,,,
"390-17-S","71-77","Clinton Ave","Brooklyn","01888","39,40,41,60,61,69,81","1917","1917","S","11205","40.695332","-73.969243","302","35","191","3054323","3018880034","Clinton Hill"
"1825-17-BZ","1000-1002","Flatbush Ave","Brooklyn","05125","18,38","1917","1917","BZ","11226","40.646968","-73.958134","314","40","51001","3328206","3051250018","Flatbush"
"2375-17-BZ","1314-1332","Ocean Ave","Brooklyn","06703","55","1917","1917","BZ","11230","40.630156","-73.957243","314","45","764","3179457","3067030055","Flatbush"
"223-17-BZ","611-613","Bergen St","Brooklyn","01137","69, 71, 73","1917","1917","BZ","11238","40.679703","-73.969538","308","35","163","3027886","3011370069","Prospect Heights"
"1765-17-BZ","103-111","Underhill Ave","Brooklyn","01153","5","1917","1917","BZ","11238","40.67757","-73.965783","308","35","205",,,"Prospect Heights"
"1137-17-S","165-181","Sullivan St","Brooklyn","00564","1","1917","1917","S","11231","40.679319","-74.014461","306","38","53","3336588","3005640001","Carroll Gardens-Columbia Street-Red Hook"
"435-17-S","41 & 43","Bond St","Manhattan","00529","29 & 30","1917","1917","S",,,,,,,,,
"3312-17-BZ","2231-2237","Church Ave","Brooklyn","05089","65","1917","1917","BZ","11226","40.650432","-73.957969","314","40","79602","3116880","3050890065","Prospect Lefferts Gardens-Wingate"
"2138-17-BZ","692-710","Jamaica Ave","Brooklyn","04102","19,35","1917","1917","BZ","11208","40.687095","-73.878645","305","37","117601",,,"Cypress Hills-City Line"
