"vote_year","council_district","category","project_number","title","description","address","votes","winner","cost","bp_funding","borough_code","latitude","longitude","postcode","community_board","census_track","bin","bbl","nta"
"2015","39","Parks & Recreation","11"," Water Service for Thomas Cuite Park","Restore water service to the water fountain in Thomas Cuite Park by excavating the street and replacing broken pipes. This local park has a playground and grassy area, located near the Prospect Expy.","11th Avenue and 19th Street (Windsor Terrace)","453","0","350000","0","3",,,," ",,,,
"2015","44","Streets and Transportation","4"," Street Repair and Resurfacing","Potholes, street caves, and ridges can cause major damage to both cars and pedestrians.These funds will go towards fixing the worst streets.","To Be Determined by the DOT (District Wide)","1555","1","200000","0","3",,,," ",,,,
"2015","44","Streets and Transportation","6"," B11 Bus Time Signs - Real Time Passenger Information","Electronic signs will be installed along the B11 and B6 lines to inform passengers of the next bus' arrival.The Department of Transportation will install 10 signs along the B11 route.","To Be Determined by the DOT (District Wide)","1395","1","200000","0","3",,,," ",,,,
"2015","44","Streets and Transportation","5"," Beautify Boro Park","Planting 100 new trees throughout Boro Park to beautify the neighborhood.","To Be Determined by the DOT (Borough Park)","1110","1","170000","0","3",,,," ",,,,
"2015","44","Culture and Community Facilities","12"," New OHEL Headquarters","Funding for the new OHEL headquarters to be located on Avenue M. This will serve as the main campus for the well-respected charity and allow for expanded community services to families and residents.","E.14th St. and Avenue M (Midwood)","1040","1","500000","0","3",,,," ",,,,
"2015","47","Streets and Transportation","6"," Coney Island Hospital Bus Stop Improvements","Funds will be used to reconfigure the bus stop at Coney Island Hospital to improve safety.","Ocean Parkway and Avenue Z (Gravesend)","396","1","500000","0","3",,,," ",,,,
"2015","44","Schools","9"," Support the Arts- Auditorium Upgrade at I.S. 96 The Seth Low School","Art programs are vital to the growth of a young mind. Refurbishing the auditorium at I.S. 96 will have a drastic impact on the school's productions and meetings.","99 Avenue P (Bensonhurst)","398","0","75000","0","3","40.60754","-73.984661","11204","11","430","3174076","3065950033","Bensonhurst East                                                           "
"2015","44","Culture and Community Facilities","14"," New LED Lighting at Highlawn Library","Installing new lights to increase visibility and readership.","1664 W. 13th St. (Gravesend)","387","0","150000","0","3","40.605751","-73.985962","11223","11","404","3175253","3066180034","Bensonhurst East                                                           "
"2015","44","Parks & Recreation","3"," Renovations to Samuel Goldberg Triangle","This triangle is an important green space in the neighborhood. With a large tree providing shade to the benches in this plaza, this site is a popular destination for senior citizens.","65th Street and Avenue 0 (Bensonhurst)","310","0","150000","0","3",,,," ",,,,
"2015","44","Schools","8"," Electrical Upgrade at P.S. 99","Upgrade the school's electrical system so it can support adequate lighting and necessary new technologies.","1120 E. 10th St. (Midwood)","270","0","400000","0","3","40.621565","-73.965595","11230","12","454","3171478","3065350011","Ocean Parkway South                                                        "
"2015","44","Schools","11"," E-Tech Support at P.S. 192","Establish equal access to technology by upgrading and installing 20 new computers at the school.","4715 18th Ave. (Borough Park)","223","0","90000","0","3","40.629303","-73.979995","11204","12","476","3128909","3054450001","Borough Park                                                               "
"2015","44","Schools","7"," E-Tech Support at P.S. 231","Establish equal access to technology by purchasing three laptop carts with 24 laptops each.","5601 16th Ave. #5 (Borough Park)","189","0","195000","0","3","40.627029","-73.989672","11204","12","470","3130809","3054920001","Borough Park                                                               "
"2015","45","Schools","6"," A Room With a View","Improve experience for 534 youth & adults. Replace 50 year old seats, which are in poor condition, add seating for disabled and people in wheelchairs and replace curtains on the stage and windows.","4801 Avenue D (Public School in 45th District)","654","1","342000","0","3","40.642031","-73.931151","11203","17","840","3105680","3047690025","East Flatbush-Farragut                                                     "
"2015","45","Schools","7"," Improve Our Restrooms","Repair 4 adult and 4 youth bathrooms. Repair these 8 spaces and move the radiators in the 4 youth bathrooms to make them less accessible to children. This will increase the safety of 468 children.","4801 Avenue D (Public School in 45th District)","648","1","150000","0","3","40.642031","-73.931151","11203","17","840","3105680","3047690025","East Flatbush-Farragut                                                     "
"2015","45","Schools","9"," Computers for Job Readiness & Placement at HABNET","This Job Readiness and Job Placement Program will help reduce unemployment and underemployment in the 45th District for 20 neighbors at a time via these desktop computers.","1401 Flatbush Ave. Suite 203 (District Wide)","481","1","36025","0","3","40.636511","-73.951539","11210","14","788","3120877","3052280008","Flatbush                                                                   "
"2015","45","Streets and Transportation","2"," Safe Neighborhood Streets","There is a safety concern on East 59th Street and Glenwood Road in the form of a damaged sidewalk. Help us to protect the humans and animals who travel down that street.","59th Street near Glenwood Road (Street near Glenwood Housing)","457","1","40000","0","3",,,," ",,,,
"2015","45","Culture and Community Facilities","1"," Technology & Media Space - Rugby Library","Technology space to be incorporated into the schematic of the youth section of the branch renovation plan. Includes computers, printer/3D printer, and wiring for technology.","1000 Utica Ave. (District Wide)","453","1","35000","0","3","40.648725","-73.930067","11203","17","860","3103730","3047210028","East Flatbush-Farragut                                                     "
"2015","45","Schools","8"," Tech Upgrade - IS 285","Installing computers will address the lack of access to innovative learning resources at I.S. 285. Computers will be accessible to all students and benefit their learning experience.","5909 Beverley Rd. (Helps 813 6-8th grade students)","362","1","35000","0","3","40.646877","-73.920977","11203","17","936","3104599","3047440001","Rugby-Remsen Village                                                       "
"2015","45","Schools","5"," Smart Boards for Smart Children","Install Smart Boards to the Kurt Hahn School in Tilden High School Campus to decrease the digital divide for 338 students and increase their chances for success.","5800 Tilden Ave. (Public School in 45th District)","321","1","100000","0","3","40.648657","-73.922171","11203","17","936","3104598","3047420001","Rugby-Remsen Village                                                       "
"2015","45","Schools","4"," Can You Hear Me Now? - Part 1","Improve Safety for over 1,000 students in Tilden H.S. Campus by repairing the P.A. system in the school. Currently they have to share emergency information one room at a time.","5800 Tilden Ave. (Tilden H.S. Campus)","261","0","500000","0","3","40.648657","-73.922171","11203","17","936","3104598","3047420001","Rugby-Remsen Village                                                       "
"2016","15","Parks & Recreation","5","Brown Park East Physical Exercise Equipment","Construct physical exercise equipment in Bronx Park.","Between Waring Avenue and Rosewood Street","1165","1","200000","0","2",,,," ",,,,
"2015","45","Schools","3"," Upgrade My Workout","Upgrade the gym at Tilden High School Campus. Improve the gym that is used by 1,000 plus students and the staff that support them.","5800 Tilden Ave. (Tilden High School Campus)","233","0","400000","0","3","40.648657","-73.922171","11203","17","936","3104598","3047420001","Rugby-Remsen Village                                                       "
