"reporting_year","borough_block_lot","property_street_address_or","borough","zip_code","sold_date","vacant_on_12_31","construction_reported","vacant_6_30_or_date_sold","primary_business_activity","property_number","property_street","unit","borough_1","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","nbhd"
"2020 and 2021","1001640022","81 BAYARD STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","81","BAYARD STREET",,"MANHATTAN","10013","40.7155783","-73.9988745","3","1","29","1001812","1001640022","MN27","Chinatown"
"2020 and 2021","1001640024","79 Bayard","MANHATTAN","10013",,"NO",,,"RETAIL","77","BAYARD STREET",,"MANHATTAN","10013","40.7155646","-73.9987266","3","1","29","1001813","1001640024","MN27","Chinatown"
"2020 and 2021","1001640026","47 MOTT STREET","MANHATTAN","10013",,"YES",,"YES","RETAIL","47","MOTT STREET",,"MANHATTAN","10013","40.7153972","-73.9989106","3","1","29","1001815","1001640026","MN27","Chinatown"
"2020 and 2021","1001640029","43 MOTT STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","43","MOTT STREET",,"MANHATTAN","10013","40.7152352","-73.9989972","3","1","29","1001816","1001640029","MN27","Chinatown"
"2020 and 2021","1001740020","89 FRANKLIN STREET","MANHATTAN","10013",,"NO",,,"WHOLESALE","89","FRANKLIN STREET",,"MANHATTAN","10013","40.7178756","-74.0049746","1","1","33","1001897","1001740020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001740033","359 BROADWAY","MANHATTAN","10013",,"NO",,,"OTHER","359","BROADWAY",,"MANHATTAN","10013","40.7174035","-74.0040727","1","1","33","1001906","1001740033","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001750004","78 Franklin Street","MANHATTAN","10013",,"NO",,,"NO BUSINESS ACTIVITY IDENTIFIED","78","FRANKLIN STREET",,"MANHATTAN","10013","40.7180705","-74.0043866","1","1","33","1001920","1001750004","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001750014","275 CHURCH STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","275","CHURCH STREET",,"MANHATTAN","10013","40.718474","-74.0048159","1","1","33","1001926","1001750014","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001750017","281 CHURCH STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","281","CHURCH STREET",,"MANHATTAN","10013","40.7186579","-74.0046717","1","1","33","1001929","1001750017","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001750020","43 White Street","MANHATTAN","10013",,"NO",,,"RETAIL","43","WHITE STREET",,"MANHATTAN","10013","40.7184026","-74.004383","1","1","33","1001932","1001750020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001750033","365 BROADWAY","MANHATTAN","10013",,"YES","YES",,"NO BUSINESS ACTIVITY IDENTIFIED","365","BROADWAY",,"MANHATTAN","10013","40.7177192","-74.0037914","1","1","33","1001939","1001750033","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001881201","127 Hudson St","MANHATTAN","10013",,"NO",,,"FINANCE & INSURANCE","53","NORTH MOORE STREET","COMM","MANHATTAN","10013","0","0","1","1","39","1002127","1001881201","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001890025","36 N. Moore St","MANHATTAN","10013",,"NO",,,"OTHER","34","NORTH MOORE STREET",,"MANHATTAN","10013","40.7196733","-74.0078283","1","1","33","1002143","1001890025","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001890041","228 WEST BROADWAY","MANHATTAN","10013",,"NO",,,"RETAIL","228","WEST BROADWAY",,"MANHATTAN","10013","40.7195361","-74.0064394","1","1","33","1002152","1001890041","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001891202","112 HUDSON STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","112","HUDSON STREET","2","MANHATTAN","10013","0","0","1","1","33","1002136","1001891202","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001900041","250 WEST BROADWAY","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","248","WEST BROADWAY",,"MANHATTAN","10013","40.7200659","-74.0060174","1","1","33","1002172","1001900041","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001901211","35 NORTH MOORE STREET","MANHATTAN","10013",,"NO",,,"RETAIL","35","NORTH MOORE STREET","COM C","MANHATTAN","10013","0","0","1","1","33","1002162","1001901211","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001901424","25 NORTH MOORE STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","25","NORTH MOORE STREET","COMM","MANHATTAN","10013","0","0","1","1","33","1002160","1001901424","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001910001","2 AVENUE OF THE AMER","MANHATTAN","10013",,"NO",,,"RETAIL","2","AVENUE OF THE AMERICAS",,"MANHATTAN","10013","40.7193578","-74.0048449","1","1","33","1088221","1001910001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001960015","264 CANAL ST","MANHATTAN","10013",,"NO",,,"RETAIL","264","CANAL STREET",,"MANHATTAN","10013","40.7185811","-74.0012554","1","1","31","1002345","1001960015","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001960022","106 Lafayette","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","92","WALKER STREET",,"MANHATTAN","10013","40.7181639","-74.0010606","1","1","31","1002348","1001960022","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001970007","101 LAFAYETTE STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","101","LAFAYETTE STREET",,"MANHATTAN","10013","40.717711","-74.0008874","1","1","31","1002356","1001970007","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001971002","109B Lafayette Street","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","109","LAFAYETTE STREET","101","MANHATTAN","10013","0","0","1","1","31","1075741","1001971002","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001971005","109 LAFAYETTE STREET","MANHATTAN","10013",,"NO",,,"OTHER","109","LAFAYETTE STREET","201","MANHATTAN","10013","0","0","1","1","31","1075741","1001971005","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001971239","139 CENTRE STREET","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","139","CENTRE STREET","PH2","MANHATTAN","10013","0","0","1","1","31","1002357","1001971239","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002000028","63 Mott","MANHATTAN","10013",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","63","MOTT STREET",,"MANHATTAN","10013","40.7161191","-73.9984885","3","1","29","1002398","1002000028","MN27","Chinatown"
"2020 and 2021","1002000033","84 BAYARD STREET","MANHATTAN","10013",,"NO",,,"OTHER","78","BAYARD STREET",,"MANHATTAN","10013","40.7158473","-73.9986942","3","1","29","1002401","1002000033","MN27","Chinatown"
"2020 and 2021","1002000033","82 Bayard Street","MANHATTAN","10013",,"NO",,,"OTHER","78","BAYARD STREET",,"MANHATTAN","10013","40.7158473","-73.9986942","3","1","29","1002401","1002000033","MN27","Chinatown"
"2020 and 2021","1002010001","72 Bayard Street","MANHATTAN","10013",,"NO",,,"RETAIL","72","BAYARD STREET",,"MANHATTAN","10013","40.7157293","-73.9982469","3","1","29","1002402","1002010001","MN27","Chinatown"
"2020 and 2021","1002010004","60 MOTT STREET","MANHATTAN","10013",,"NO",,,"RETAIL","60","MOTT STREET",,"MANHATTAN","10013","40.7159434","-73.9979258","3","1","29","1002403","1002010004","MN27","Chinatown"
"2020 and 2021","1002010007","68 MOTT STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","68","MOTT STREET",,"MANHATTAN","10013","40.7161437","-73.9979005","3","1","29","1002405","1002010007","MN27","Chinatown"
"2020 and 2021","1002010010","74 MOTT STREET","MANHATTAN","10013",,"NO",,,"RETAIL","74","MOTT STREET",,"MANHATTAN","10013","40.7163276","-73.9977851","3","1","29","1002408","1002010010","MN27","Chinatown"
"2020 and 2021","1002010014","174 CANAL STREET","MANHATTAN","10013",,"NO",,,"FINANCE & INSURANCE","174","CANAL STREET",,"MANHATTAN","10013","40.7164594","-73.9976083","3","1","29","1002411","1002010014","MN27","Chinatown"
"2020 and 2021","1002010017","170 CANAL STREET","MANHATTAN","10013",,"NO",,,"RETAIL","170","CANAL STREET",,"MANHATTAN","10013","40.7164621","-73.9973919","3","1","29","1002413","1002010017","MN27","Chinatown"
"2020 and 2021","1002030015","146 Hester Street","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","58","ELIZABETH STREET",,"MANHATTAN","10013","40.7173734","-73.9962267","2","1","41","1079529","1002030015","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002030015","58 ELIZABETH STREET","MANHATTAN","10013",,"NO",,,"RETAIL","58","ELIZABETH STREET",,"MANHATTAN","10013","40.7173734","-73.9962267","2","1","41","1079529","1002030015","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002030016","144 Hester Street","MANHATTAN","10013",,"NO",,,"RETAIL","144","HESTER STREET",,"MANHATTAN","10013","40.7173157","-73.9960607","2","1","41","1002605","1002030016","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002030021","BOWERY","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","80","BOWERY",,"MANHATTAN","10013","40.7170248","-73.996003","2","1","41","1002609","1002030021","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002030026","70 BOWERY","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","70","BOWERY",,"MANHATTAN","10013","40.7167283","-73.9962375","2","1","41","1002613","1002030026","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002030031","64 BOWERY","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","64","BOWERY",,"MANHATTAN","10013","40.7165527","-73.9962772","2","1","41","1002614","1002030031","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002040005","102 MOTT STREET","MANHATTAN","10013",,"NO",,,"OTHER","102","MOTT STREET",,"MANHATTAN","10013","40.7173569","-73.9971502","2","1","41","1002617","1002040005","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002040027","37 Elizabeth","MANHATTAN","10013",,"NO",,,"RETAIL","167","CANAL STREET",,"MANHATTAN","10013","40.7168052","-73.9970023","2","1","41","1002622","1002040027","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002060031","213 Canal Street","MANHATTAN","10013",,"NO",,,"RETAIL","213","CANAL STREET",,"MANHATTAN","10013","40.717593","-73.9989466","2","1","41","1002661","1002060031","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002061101","123 BAXTER STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","123","BAXTER STREET","C1","MANHATTAN","10013","0","0","2","1","41","1086548","1002061101","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002070012","202 HESTER STREET","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","202","HESTER STREET",,"MANHATTAN","10013","40.7183972","-73.9990368","2","1","41","1002665","1002070012","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002070014","128 BAXTER STREET","MANHATTAN","10013",,"NO",,,"OTHER","128","BAXTER STREET",,"MANHATTAN","10013","40.7182847","-73.9990765","2","1","41","1002667","1002070014","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002070020","114 BAXTER S TREET aka 225 Canal Street","MANHATTAN","10013",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","114","BAXTER STREET",,"MANHATTAN","10013","40.7178839","-73.9993795","2","1","41","1002670","1002070020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002080004","123 LAFAYETTE STREET","MANHATTAN","10013",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","123","LAFAYETTE STREET",,"MANHATTAN","10013","40.7187184","-73.999982","2","1","45","1002672","1002080004","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002080019","191 Centre Street","MANHATTAN","10013",,"NO",,"YES","RETAIL","239","CANAL STREET",,"MANHATTAN","10013","40.7186031","-73.9997439","2","1","45","1002675","1002080019","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002141001","405 GREENWICH STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","405","GREENWICH STREET","COM-1","MANHATTAN","10013","0","0","1","1","39","1002798","1002141001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002141301","407 GREENWICH STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","407","GREENWICH STREET","COMM","MANHATTAN","10013","0","0","1","1","39","1002799","1002141301","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002151102","415 GREENWICH STREET","MANHATTAN","10013",,"NO",,,"RETAIL","415","GREENWICH STREET","COM-B","MANHATTAN","10013","0","0","1","1","39","1002807","1002151102","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002170010","28 Hubert Street","MANHATTAN","10013",,"NO",,,"OTHER","397","WASHINGTON STREET",,"MANHATTAN","10013","40.7216411","-74.0104188","1","1","39","1002816","1002170010","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002171101","408 GREENWICH STREET","MANHATTAN","10013",,"NO",,,"RETAIL","408","GREENWICH STREET","RETL1","MANHATTAN","10013","0","0","1","1","39","1087757","1002171101","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002181102","416 Washington Street","MANHATTAN","10013",,"NO",,,"OTHER","92","LAIGHT STREET","RETL1","MANHATTAN","10013","0","0","1","1","39","1002832","1002181102","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002181170","92 LAIGHT STREET","MANHATTAN","10013",,"NO",,,"OTHER","92","LAIGHT STREET","RETL4","MANHATTAN","10013","0","0","1","1","39","1002832","1002181170","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002281002","3-7 Wooster Street","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","3","WOOSTER STREET","COM-2","MANHATTAN","10013","0","0","2","1","47","1087574","1002281002","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002281402","325 WEST BROADWAY","MANHATTAN",,,"NO",,,"RETAIL","325","WEST BROADWAY","COMMB","MANHATTAN","10013","0","0","2","1","47","1090164","1002281402","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002290006","351 CANAL STREET","MANHATTAN","10013",,"YES","YES","YES","NO BUSINESS ACTIVITY IDENTIFIED","351","CANAL STREET",,"MANHATTAN","10013","40.7209635","-74.0036184","2","1","47","1084859","1002290006","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002290020","71 GRAND STREET","MANHATTAN","10013",,"NO",,,"REAL ESTATE","71","GRAND STREET",,"MANHATTAN","10013","40.7216442","-74.0030052","2","1","47","1077454","1002290020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002290022","79 Grand Street","MANHATTAN","10013",,"NO",,,"RETAIL","75","GRAND STREET",,"MANHATTAN","10013","40.7216113","-74.0026588","2","1","47","1077408","1002290022","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002290032","25 greene street","MANHATTAN","10013",,"NO",,,"RETAIL","23","GREENE STREET",,"MANHATTAN","10013","40.7212572","-74.0028356","2","1","47","1002977","1002290032","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002300020","28 GREENE STREET","MANHATTAN","10013",,"NO",,,"RETAIL","28","GREENE STREET",,"MANHATTAN","10013","40.72112","-74.0023233","2","1","47","1002991","1002300020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002300031","31 MERCER STREET","MANHATTAN","10013",,"NO",,,"OTHER","31","MERCER STREET",,"MANHATTAN","10013","40.7211612","-74.0018687","2","1","47","1002998","1002300031","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002330030","22 HOWARD STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","22","HOWARD STREET",,"MANHATTAN","10013","40.7196324","-74.0002056","2","1","45","1003052","1002330030","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002340009","155 GRAND STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","155","GRAND STREET",,"MANHATTAN","10013","40.7198382","-73.9990332","2","1","45","1003054","1002340009","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002340017","211 CENTRE STREET","MANHATTAN","10013",,"NO",,,"OTHER","211","CENTRE STREET",,"MANHATTAN","10013","40.7194485","-73.9991919","2","1","45","1003058","1002340017","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002760030","118 MADISON STREET","MANHATTAN","10002",,"NO",,,"RETAIL","118","MADISON STREET",,"MANHATTAN","10002","40.7120979","-73.9947084","3","1","8","1003308","1002760030","MN27","Chinatown"
"2020 and 2021","1002350011","220 CENTRE STREET","MANHATTAN","10013",,"YES","YES",,"NO BUSINESS ACTIVITY IDENTIFIED","220","CENTRE STREET",,"MANHATTAN","10013","40.7193881","-73.9986291","2","1","41","1003064","1002350011","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002350029","217 HESTER STREET","MANHATTAN","10013",,"NO",,,"OTHER","217","HESTER STREET",,"MANHATTAN","10013","40.7187568","-73.9991378","2","1","41","1003070","1002350029","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002360026","139 Mulberry Street","MANHATTAN","10013",,"NO",,,"RETAIL","139","MULBERRY STREET",,"MANHATTAN","10013","40.718765","-73.9978499","2","1","41","1003080","1002360026","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002360033","197 HESTER STREET","MANHATTAN","10013",,"NO",,,"RETAIL","197","HESTER STREET",,"MANHATTAN","10013","40.7184521","-73.9981494","2","1","41","1003085","1002360033","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002380021","95A ELIZABETH ST","MANHATTAN","10013",,"NO",,,"RETAIL","95","ELIZABETH STREET",,"MANHATTAN","10013","40.7185179","-73.9960823","2","1","41","1003106","1002380021","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002380027","85 ELIZABETH STREET","MANHATTAN","10013",,"NO",,,"RETAIL","83","ELIZABETH STREET",,"MANHATTAN","10013","40.7181748","-73.9962555","2","1","41","1079594","1002380027","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002380033","161 HESTER STREET","MANHATTAN","10013",,"NO",,,"OTHER","161","HESTER STREET",,"MANHATTAN","10013","40.7177659","-73.9963637","2","1","41","1003112","1002380033","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002380036","167 HESTER STREET","MANHATTAN","10013",,"NO",,,"OTHER","167","HESTER STREET",,"MANHATTAN","10013","40.7179004","-73.9965693","2","1","41","1079598","1002380036","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002380038","171 Hester St","MANHATTAN","10013",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","171","HESTER STREET",,"MANHATTAN","10013","40.7179608","-73.9967317","2","1","41","1083322","1002380038","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002381201","128 MOTT STREET","MANHATTAN","10013",,"NO",,,"RETAIL","128","MOTT STREET","101","MANHATTAN","10013","0","0","2","1","41","1087662","1002381201","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002390012","96 ELIZABETH STREET","MANHATTAN","10013",,"NO",,,"RETAIL","92","ELIZABETH STREET",,"MANHATTAN","10013","40.7183615","-73.9956061","2","1","41","1003120","1002390012","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002731001","142 HENRY STREET","MANHATTAN","10002",,"NO",,,"OTHER","142","HENRY STREET","CU","MANHATTAN","10002","0","0","3","1","6","1087057","1002731001","MN28","Lower East Side"
"2020 and 2021","1002740038","42 MARKET STREET","MANHATTAN","10002",,"NO",,"YES","FOOD SERVICES","42","MARKET STREET",,"MANHATTAN","10002","40.7122159","-73.9940843","3","1","8","1083406","1002740038","MN27","Chinatown"
"2020 and 2021","1002741102","148 madison st","MANHATTAN","10002",,"NO",,,"FINANCE & INSURANCE","148","MADISON STREET","C-1","MANHATTAN","10002","0","0","3","1","8","1084603","1002741102","MN27","Chinatown"
