"pops_number","borough_name","borocode","community_district","address_number","street_name","zip_code","building_address_with_zip","tax_block","tax_lot","building_name","building_location","year_completed","building_constructed","public_space_type","developer","building_architect","principal_public_space","size_required","hour_of_access_required","amenities_required","other_required","permitted_amenities","physically_disabled","latitude","longitude","xcoordinate","ycoordinate","council_district","census_tract","bin","bbl","nta","geocoded_column"
"M090001","Manhattan","1","9","614","WEST 131 STREET","10027","614 WEST 131 STREET, New York, NY 10027","1997","1","Manhattanville",,,,"Grove; Large Square; Midblock Open Area; Small Square",,,,,,,,,,"40.817859","-73.958615","995705","237248","7","219","1000000","1019970001","Manhattanville","POINT (-73.958615 40.817859)"
"M060064","Manhattan","1","6","301","EAST 45 STREET","10017","301 EAST 45 STREET, New York, NY 10017","1338","7501","Delegate","Northeast corner of East 45th Street and Second Avenue","1979","Completed","Plaza",,"Philip Birnbaum","Philip Birnbaum","Plaza 1460.00 sf","24 Hours","None",,,"Full/Partial","40.751775","-73.970372","992459","213170","4","90","1038781","1013387501","Turtle Bay-East Midtown","POINT (-73.970372 40.751775)"
"M060014","Manhattan","1","6","240","EAST 27 STREET","10016","240 EAST 27 STREET, New York, NY 10016","907","25","Parc East Tower Apartments","Southwest corner of East 27th Street and Second Avenue","1977","Completed","Mini-Park; Public Open Area",,"Philip Birnbaum","Lawrence Halprin Associates; Barteluce Architect and Associates (for alteration in 2006)","Mini-Park 7486.00 sf; Public Open Area 5532.77 sf","24 Hours; Restricted Hours","Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space; Water Feature","closed circuit television surveillance system, daily cleaning",,"Full/Partial","40.740247","-73.97964","989892","208969","2","66","1019855","1009070025","Murray Hill-Kips Bay","POINT (-73.97964 40.740247)"
"M050018","Manhattan","1","5","550","MADISON AVENUE","10022","550 MADISON AVENUE, New York, NY 10022","1291","10","Sony","West side of Madison Avenue between East 55th and 56th Streets","1983","Completed","Arcade; Covered Pedestrian Space","AT&T","Johnson/Burgee","Johnson/Burgee; Gwathmey Siegel & Associates (for alteration in 1992 and 1998)","Arcade 3542.00 sf; Covered Pedestrian Space 10164.00 sf","24 Hours; Closing for Events; Restricted Hours","Climate Control; Food Service; Lighting; Litter Receptacles; Other Required; Plaque/Sign; Restrooms; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space","10,600 sf exhibit area (Sony Wonder) required to be open Tuesday through Saturday, 9:30 am to 5:00 pm; 70-seat assembly space within the exhibit area available for use by the city's non-profit community for meetings when not in use by Sony Wonder; access to and from Covered Pedestrian Space and Madison Avenue through Sony office building lobby; mobile vendor cart of approximately 65 sf to sell merchandise and/or food",,"Full/Partial","40.761462","-73.973504","991590","216699","4","102","1035769","1012910010","Midtown-Midtown South","POINT (-73.973504 40.761462)"
"M080055","Manhattan","1","8","303","EAST 83 STREET","10028","303 EAST 83 STREET, New York, NY 10028","1546","1","Camargue","Northeast corner of Second Avenue and East 83rd Street. Additional lot: 1546/1, 50","1977","Completed","Plaza","Romford Realty Corporation","Philip Birnbaum","Philip Birnbaum","Plaza 6518.10 sf","24 Hours","None",,,"Full/Partial","40.776028","-73.952651","997364","222008","5","138","1049916","1015460001","Yorkville","POINT (-73.952651 40.776028)"
"M050030","Manhattan","1","5","1301","SIXTH AVENUE","10019","1301 SIXTH AVENUE, New York, NY 10019","1005","29",,"West side of Sixth Avenue between West 52nd and 53rd Streets","1964","Completed","Arcade; Plaza","Percy and Harold D. Uris","Shreve Lamb Harmon Associates","Shreve Lamb Harmon Associates","Arcade 6274.00 sf; Plaza 18376.07 sf","24 Hours","None",,,"Full/Partial","40.761768","-73.980027","989783","216810","4","131","1023161","1010050029","Midtown-Midtown South","POINT (-73.980027 40.761768)"
"M080071","Manhattan","1","8","515","EAST 79 STREET","10075","515 EAST 79 STREET, New York, NY 10075","1576","14","Austen House","North side of East 79th Street between East End and York Avenues","1982","Completed","Residential Plaza",,"Philip Birnbaum","Philip Birnbaum","Residential Plaza 5965.62 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.771028","-73.948828","998424","220187","5","136","1050766","1015760014","Yorkville","POINT (-73.948828 40.771028)"
"M050109","Manhattan","1","5","325","FIFTH AVENUE","10016","325 FIFTH AVENUE, New York, NY 10016","862","7503",,"East side of Fifth Avenue between 32nd Street and 33rd Street. Original BBL: 862/1,3,4,9,11,73.","2005","Completed","Residential Plaza","Douglaston Development","Stephen B. Jacobs","Thomas Balsley Associates","Residential Plaza 8270.00 sf","Restricted Hours","Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space",,,"Full/Partial","40.747329","-73.98486","988445","211549","4","74","1087309","1008627503","Midtown-Midtown South","POINT (-73.98486 40.747329)"
"M050053","Manhattan","1","5","1515","BROADWAY","10036","1515 BROADWAY, New York, NY 10036","1016","36","One Astor Place","Full blockfront on west side of Broadway between West 44th and 45th Streets","1971","Completed","Pedestrian Thoroughfare; Shubert Alley","Samuel Minskoff & Sons","Kahn and Jacobs","Kahn and Jacobs","Pedestrian Thoroughfare 0.00 sf; Shubert Alley 0.00 sf","24 Hours","None",,,"Full/Partial","40.757929","-73.986439","988007","215411","3","119","1024714","1010160036","Midtown-Midtown South","POINT (-73.986439 40.757929000000004)"
"M010034","Manhattan","1","1","32","OLD SLIP","10005","32 OLD SLIP, New York, NY 10005","35","1","Financial Square","Full block bounded by Old Slip, Front Street, Gouverneur Lane, and South Street","1987","Completed","Arcade; Sidewalk Widening; Urban Plaza","Howard Ronson","Edward Durell Stone Associates","Edward Durell Stone Associates; Deaprtment of Parks and Recreation (for alteration of Piazza in 2004)","Arcade 12004.25 sf; Sidewalk Widening 1406.00 sf; Urban Plaza 5887.00 sf","24 Hours","Lighting; Litter Receptacles; Other Required; Plaque/Sign; Seating; Subway; Trees on Street; Trees within Space","improvements to city-owned property on Old Slip to create a ""Piazza"" with 1,292.43 sf planting, 10 trees, 30 1964 World's Fair benches, 12 wood and stone backless benches, lighting, 1 fountain, a heritage trail sign featuring police museum and history, and 6 litter receptacles",,"Full/Partial","40.703809","-74.007693","982117","195693","1","7","1000867","1000350001","Battery Park City-Lower Manhattan","POINT (-74.007693 40.703809)"
"M010052","Manhattan","1","1","50","WEST STREET","10006","50 WEST STREET, New York, NY 10006","17","7501",,"East side of West Street between Joseph P. Ward Street and Rector Street","2014","Completed","Public Open Space","Time Equities, Inc., 50 West Street Development, LLC","SLCE Architects, LLP","SLCE Architects, LLP; W Architecture and Landscape","Public Open Space 0.00 sf","24 Hours","Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees within Space",,,"Full/Partial","40.707761","-74.014994","980093","197133","1","13","1090192","1000177501","Battery Park City-Lower Manhattan","POINT (-74.014994 40.707761)"
"M070026","Manhattan","1","7","200","WEST 60 STREET","10023","200 WEST 60 STREET, New York, NY 10023","1151","7501","Concerto","Full blockfront on west side of Amsterdam Avenue between West 59th and 60th Streets","1991","Completed","Public Open Space",,"Buck/Cane","Buck/Cane","Public Open Space 7320.00 sf","Restricted Hours","Lighting; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space; Water Feature","children's play equipment in ""poured in place"" safety surface, surveillance camera",,"Full/Partial","40.770898","-73.987797","987630","220136","6","147","1077845","1011517501","Lincoln Square","POINT (-73.987797 40.770898)"
"M010004","Manhattan","1","1","1","LIBERTY PLAZA","10006","1 LIBERTY PLAZA, New York, NY 10006","62","7501","One Liberty Plaza","Full block bounded by Broadway, Church Street, Liberty Street, and Cortlandt Street. Original BBL: 62/1001-1017.","1972","Completed","Open Area; Plaza",,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill; Cooper, Robertson and Partners Architects (for alteration in 2005)","Open Area 0.00 sf; Plaza 30361.50 sf","24 Hours","Artwork; Lighting; None; Planting; Plaque/Sign; Seating; Subway; Tables; Trees within Space",,,"Full/Partial","40.709754","-74.010843","981244","197859","1","13","1001068","1000627501","Battery Park City-Lower Manhattan","POINT (-74.010843 40.709754)"
"M070009","Manhattan","1","7","80","CENTRAL PARK WEST","10023","80 CENTRAL PARK WEST, New York, NY 10023","1121","29",,"Northwest corner of Central Park West and West 68th Street","1967","Completed","Arcade; Plaza","Julius Hoffman, Irving Klein, Michael Hoffman, Pasquale Dario","Paul Resnick, Harry F. Green Architects","Paul Resnick, Harry F. Green Architects","Arcade 2264.00 sf; Plaza 3980.00 sf","24 Hours","None",,,"Full/Partial","40.774012","-73.978139","990305","221271","6","153","1028458","1011210029","Lincoln Square","POINT (-73.978139 40.774012)"
"M050059","Manhattan","1","5","120","PARK AVENUE","10017","120 PARK AVENUE, New York, NY 10017","1276","33","Philip Morris","Southwest corner of East 42nd Street and Park Avenue","1982","Completed","Arcade; Covered Pedestrian Space","Philip Morris Company, Inc.","Ulrich Franzen","Ulrich Franzen","Arcade 4081.00 sf; Covered Pedestrian Space 5102.50 sf","24 Hours; Restricted Hours","Artwork; Climate Control; Escalator; Food Service; Lighting; Other Required; Planting; Plaque/Sign; Programs; Restrooms; Retail Frontage; Seating; Subway; Tables; Trees within Space","special exhibition area adjacent to Covered Pedestrian Space used by Whitney Museum of American Art with changing exhibits about six times a year",,"Full/Partial","40.751928","-73.978305","990261","213225","4","82","1035334","1012760033","Murray Hill-Kips Bay","POINT (-73.978305 40.751928)"
"M040016","Manhattan","1","4","401","WEST 31 STREET","10001","401 WEST 31 STREET, New York, NY 10001","729","51","Hudson Yards / Manhattan West (Subarea B2)",,,,"Art Plaza; Central Plaza; Entry Plaza",,,,,,,,,,"40.752087","-73.997957","984816","213282","3","103","1000000","1007290051","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-73.997957 40.752087)"
"M080036","Manhattan","1","8","40","EAST 94 STREET","10128","40 EAST 94 STREET, New York, NY 10128","1505","7502","Carnegie Hill Tower","Southeast corner of Madison Avenue and East 94th Street","1983","Completed","Access to Public Open Area; Public Open Area","East 93rd Street Equities Corp./Lifford Properties","Edward V. Giannasca","Edward V. Giannasca","Access to Public Open Area 3083.00 sf; Public Open Area 11040.21 sf","Restricted Hours","Lighting; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space","Public Open Area: decorative paving; sidewalk",,"Full/Partial","40.785523","-73.954963","996722","225467","4","160.01","1047171","1015057502","Upper East Side-Carnegie Hill","POINT (-73.954963 40.785523)"
"M060075","Manhattan","1","6","400","EAST 54 STREET","10022","400 EAST 54 STREET, New York, NY 10022","1365","7502","Revere","Southeast corner of First Avenue and East 54th Street","1972","Completed","Plaza",,"H.I. Feldman/Schuman, Lichtenstein & Claman","H.I. Feldman/Schuman, Lichtenstein & Claman","Plaza 10228.11 sf","24 Hours","None",,,"None","40.756003","-73.964003","994223","214711","4","86.03","1076281","1013657502","Turtle Bay-East Midtown","POINT (-73.964003 40.756003)"
"M080013","Manhattan","1","8","265","EAST 66 STREET","10065","265 EAST 66 STREET, New York, NY 10065","1421","21",,"Full blockfront on west side of Second Avenue between East 66th and 67th Streets","1975","Completed","Plaza","Second Avenue Solow Development Corp.","Gruzen & Partners","Gruzen & Partners","Plaza 7531.17 sf","24 Hours","None",,,"None","40.765598","-73.96142","994937","218207","4","118","1043873","1014210021","Lenox Hill-Roosevelt Island","POINT (-73.96142 40.765598)"
"M010038","Manhattan","1","1","10","LIBERTY STREET","10005","10 LIBERTY STREET, New York, NY 10005","42","22","Liberty Tower","Southeast corner of Liberty Street and William Street","2002","Completed","Pedestrian Circulation Space; Urban Plaza",,"The Stephen B. Jacobs Group P.C.","Abel Bainsnson Butz","Pedestrian Circulation Space 0.00 sf; Urban Plaza 4856.00 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space; Water Feature",,,"Full/Partial","40.707363","-74.008195","981978","196988","1","7","1086256","1000420022","Battery Park City-Lower Manhattan","POINT (-74.008195 40.707363)"
"M010056","Manhattan","1","1","43","PARK PLACE","10007","43 PARK PLACE, New York, NY 10007","126","8",,"North side of Park Place midblock between Church Street and West Broadway","0","Under Construction","Public Access Area; Public Plaza","Soho Properties","SOMA","Thomas Balsley Associates","Public Access Area 0.00 sf; Public Plaza 2866.92 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; None; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space; Water Feature","glass pavers, greenwall",,"Full/Partial","40.713726","-74.009794","981535","199306","1","21","1090860","1001260008","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-74.009794 40.713726)"
"M060002","Manhattan","1","6","155","EAST 29 STREET","10016","155 EAST 29 STREET, New York, NY 10016","885","42","Biltmore Plaza","Northwest corner of East 29th Street and Third Avenue","1981","Completed","Plaza",,"Brizee Levitt Associates","Brizee Levitt Associates","Plaza 6121.00 sf","24 Hours","None",,,"Full/Partial","40.742964","-73.98057","989634","209959","2","72","1018263","1008850042","Murray Hill-Kips Bay","POINT (-73.98057 40.742964)"
"M050088","Manhattan","1","5","31","WEST 52 STREET","10019","31 WEST 52 STREET, New York, NY 10019","1268","7501","Deutsche Bank","North side of West 52nd Street between Fifth and Sixth Avenues","1985","Completed","Urban Plaza","Gerald D. Hines","Kevin Roche John Dinkeloo and Associates","Kevin Roche John Dinkeloo and Associates","Urban Plaza 7654.00 sf","24 Hours","Artwork; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space",,"Open Air Cafe","Full/Partial","40.760925","-73.978013","990341","216503","4","104","1071418","1012687501","Midtown-Midtown South","POINT (-73.978013 40.760925)"
"M050093","Manhattan","1","5","407","PARK AVENUE SOUTH","10016","407 PARK AVENUE SOUTH, New York, NY 10016","884","1","Ascot","Northeast corner of East 28th Street and Park Avenue South","1984","Completed","Residential Plaza",,"Philip Birnbaum & Associates","Thomas Balsley Associates","Residential Plaza 3686.07 sf","Restricted Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.743374","-73.983627","988787","210108","2","72","1018204","1008840001","Murray Hill-Kips Bay","POINT (-73.983627 40.743374)"
"M080041","Manhattan","1","8","111","EAST 85 STREET","10028","111 EAST 85 STREET, New York, NY 10028","1514","8",,"North side of East 85th Street between Lexington and Park Avenues","1971","Completed","Arcade; Plaza",,"Philip Birnbaum","Philip Birnbaum","Arcade 566.70 sf; Plaza 5581.19 sf","24 Hours","Lighting; Planting; Seating; Trees on Street; Trees within Space",,,"None","40.779485","-73.956624","996263","223267","4","148.01","1047928","1015140008","Upper East Side-Carnegie Hill","POINT (-73.956624 40.779485)"
"M010002","Manhattan","1","1","101","BARCLAY STREET","10007","101 BARCLAY STREET, New York, NY 10007","128","2",,"Full block bounded by Barclay, Greenwich, Murray, and West Streets","1983","Completed","Pedestrian Easement; Public Lobby",,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill","Pedestrian Easement 0.00 sf; Public Lobby 0.00 sf","24 Hours","None; Trees on Street; Trees within Space",,,"Full/Partial","40.71451","-74.012236","980858","199592","1","21","1001416","1001280002","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-74.012236 40.71451)"
