"objectid","boroughcode","buildingnumber","streetname","pssite","plantingspaceonstreet","width","length","parkname","parkzone","crossstreet1","crossstreet2","communityboard","sanitationzone","zipcode","citycouncil","statesenate","stateassembly","congressional","physicalid","psstatus","geometry","globalid","createddate","updateddate","jurisdiction","overheadutilities","treeguard","latitude","longitude","census_tract","bin","bbl","nta","location"
"150448","Staten Island","327","MILL ROAD","Street",,"0.00000000","0.00000000",,,"EVA AVENUE","TYSENS LANE","503",,"10306","50","24","64","11","0063117","Empty","POINT (952955.56416688859 143717.68833351135)","D91F11F8-2FC7-4EB0-AE73-2CF937DE14A5","2015-03-24T04:00:00.000","2021-08-10T13:06:04.000",,"0",,"40.561006","-74.112564","12806","5055438","5040070117","Oakwood-Oakwood Beach","
,  
(40.561092437475565, -74.11262724607465)"
"150449","Staten Island","333","MILL ROAD","Street",,"0.00000000","0.00000000",,,"EVA AVENUE","TYSENS LANE","503",,"10306","50","24","64","11","0063117","Empty","POINT (952930.91833356023 143655.28187517822)","9C8DF2A2-96FA-4B30-91AB-3FBBBBD80D4E","2015-03-24T04:00:00.000","2021-08-10T13:11:56.000",,"0",,"40.560899","-74.112633","12806","5055439","5040070119","Oakwood-Oakwood Beach","
,  
(40.56092105690754, -74.11271565620484)"
"150450","Manhattan","121","WEST 105 STREET","Street","W 105 ST","0.00000000","0.00000000",,,"AMSTERDAM AVENUE","COLUMBUS AVENUE","107",,"10025","7","30","69","13","0023429","Populated","POINT (994104.48895856738 230394.84354184568)","40247CC4-9B91-47B0-BB50-6CB428EF2DBB","2015-03-24T04:00:00.000","2017-08-10T14:20:40.000",,"0",,"40.798818","-73.963936","189","1081585","1018600020","Upper West Side","
,  
(40.7990511228639, -73.96440737562669)"
"150451","Manhattan","121","WEST 105 STREET","Street","W 105 ST","0.00000000","0.00000000",,,"AMSTERDAM AVENUE","COLUMBUS AVENUE","107",,"10025","7","30","69","13","0023429","Populated","POINT (994132.91770856082 230379.21854184568)","BE34D6CA-B8A6-41CB-85C2-E14F754ED09A","2015-03-24T04:00:00.000","2017-08-10T14:21:07.000",,"0",,"40.798818","-73.963936","189","1081585","1018600020","Upper West Side","
,  
(40.79900820475169, -73.96430471915296)"
"150452","Manhattan","469","WEST 153 STREET","Street","1F W 153 ST","0.00000000","0.00000000",,,"AMSTERDAM AVENUE","ST NICHOLAS AVENUE","109",,"10031","7","30","71","13","0096029","Populated","POINT (999854.6645835638 241741.94958351552)","1A902816-A632-4CCB-A8DD-3D4210F1C3B7","2015-03-24T04:00:00.000","2022-04-28T19:06:07.000",,"0",,"40.829913","-73.943062","23501","1061650","1020680001","Hamilton Heights","
,  
(40.83018746669655, -73.94361240849614)"
"150453","Bronx","2222","SEWARD AVENUE","Street",,"0.00000000","0.00000000",,,"HAVEMEYER AVENUE","CASTLE HILL AVENUE","209",,"10473","18","34","87","15","0057683","Empty","POINT (1026452.4731252342 238495.85270851851)","73F2D1C3-FECB-4A80-BDF6-861A401C0335","2015-03-24T04:00:00.000",,,"0",,"40.821241","-73.847577","90","2021957","2035750040","Soundview-Castle Hill-Clason Point-Harding Park","
,  
(40.82119082501266, -73.84752154621762)"
"150454","Brooklyn","215","CORBIN PLACE","Street",,"0.00000000","0.00000000",,,"ESPLANADE","ORIENTAL BOULEVARD","315",,"11235","48","23","45","8","0046690","Populated","POINT (997121.55979189277 149232.84791685641)","AB1F1434-3CB4-4689-B237-A4393483C72B","2015-03-24T04:00:00.000","2016-10-17T16:01:02.000",,"0",,"40.576376","-73.95375","61002","3245781","3087240224","Brighton Beach","
,  
(40.576276353948366, -73.95366532358727)"
"150455","Staten Island","127","RUGBY AVENUE","Street",,"0.00000000","0.00000000",,,"GRAND AVENUE","ALPINE AVENUE","501",,"10301","49","24","63","11","0094148","Populated","POINT (957005.70854189992 163699.94770851731)","491BEC1F-2E35-419F-9E6C-87CCF5FB4B70","2015-03-24T04:00:00.000","2017-08-17T11:12:29.000",,"0",,"40.616047","-74.098206","47","5015619","5006100341","Grymes Hill-Clifton-Fox Hills","
,  
(40.61595308309089, -74.09813153805736)"
"150456","Queens","147-028","BAYSIDE AVENUE","Street",,"0.00000000","0.00000000",,,"148 STREET","146 STREET","407",,"11354","19","16","40","6","0120610","Populated","POINT (1034503.6281252354 220308.30750018358)","138C6510-2DEF-4165-97C8-4DA157603180","2015-03-24T04:00:00.000","2016-10-20T15:47:09.000",,"0",,"40.771186","-73.819336","1159","4108550","4047980059","Murray Hill","
,  
(40.771228923419386, -73.81856872699412)"
"150457","Staten Island","93","KATAN AVENUE","Street",,"0.00000000","0.00000000",,,"SCHLEY AVENUE","MILES AVENUE","503",,"10308","51","24","62","11","0053652","Empty","POINT (942764.10520856082 141098.63187518716)","EE6824D1-BE2B-47DD-A584-911A97D767E3","2015-03-24T04:00:00.000","2017-04-24T16:24:00.000",,"0",,"40.553847","-74.149182","14605","5062516","5046230024","Great Kills","
,  
(40.55386181737867, -74.14928971510872)"
"150458","Staten Island","525","FALCON AVENUE","Street",,"0.00000000","0.00000000",,,"ISABELLA AVENUE","OAK AVENUE","503",,"10306","50","24","64","11","0088562","Populated","POINT (951790.47229190171 143392.22854185104)","603847C3-7E21-4732-B686-F3BD9869DFBB","2015-03-24T04:00:00.000","2016-10-12T20:23:34.000",,"0",,"40.560203","-74.116731","12806","5055513","5040170001","Oakwood-Oakwood Beach","
,  
(40.56019492558031, -74.11681879161475)"
"150459","Queens","202-019","36 AVENUE","Street","36avenue","0.00000000","0.00000000",,,"203 STREET","202 STREET","411",,"11361","19","11","26","6","0083411","Populated","POINT (1044111.3802085668 217995.95312517881)","C02E47E2-F048-4DA4-8AD2-89ABE0C94BCE","2015-03-24T04:00:00.000",,,"0",,"40.764631","-73.784377","1133","4136084","4061470022","Bayside-Bayside Hills","
,  
(40.764822289904956, -73.78390246930908)"
"150460","Brooklyn","1315","EAST 10 STREET","Street","E 10 ST","22.00000000","0.00000000",,,"RODER AVENUE","AVENUE M","312",,"11230","44","22","48","10","0084930","Populated","POINT (994055.55479189754 164114.55916684866)","16D454C9-42C1-46B8-A107-34A61947D304","2015-03-24T04:00:00.000","2016-10-20T14:47:53.000",,"0",,"40.617104","-73.964729","454","3173181","3065730082","Ocean Parkway South","
,  
(40.61712756614473, -73.96468064034777)"
"150822","Manhattan","355","GREENWICH STREET","Street","GREENWICH STREET","0.00000000","0.00000000",,,"FRANKLIN STREET","HARRISON STREET","101",,"10013","1","26","66","10","0000448","Populated","POINT (981357.84166689217 201225.80937518179)","63BC8198-E298-4769-BEB1-3390827CF908","2015-03-24T04:00:00.000","2020-02-18T18:08:50.000",,"0",,"40.718899","-74.010375","39","1002083","1001817501","SoHo-TriBeCa-Civic Center-Little Italy","
,  
(40.71899461750332, -74.01043340289675)"
"150823","Brooklyn","2117","EAST 9 STREET","Street",,"0.00000000","0.00000000",,,"AVENUE V","AVENUE U","315",,"11223","47","22","45","11","0038649","Populated","POINT (994819.0443752259 157037.85666684806)","3253DE31-AFC8-4799-98B5-B260B159E158","2015-03-24T04:00:00.000",,,"0",,"40.597648","-73.961985","392","3193207","3071360066","Homecrest","
,  
(40.59770259003359, -73.96194164524773)"
"150825","Brooklyn","1239","EAST 35 STREET","Street",,"0.00000000","0.00000000",,,"AVENUE L","AVENUE K","318",,"11210","45","17","41","9","0048856","Populated","POINT (1000520.6502085626 166560.20916685462)","90F27068-0E2A-4294-96DC-60A39448C0A4","2015-03-24T04:00:00.000",,,"0",,"40.6238","-73.941462","738","3208972","3076350027","Flatlands","
,  
(40.62383085076015, -73.9413876418868)"
"150826","Staten Island","15","EVA AVENUE","Street","1F","0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095327","Populated","POINT (953096.78750023246 143521.13479185104)","007B07DE-A47D-4513-8B03-A564C29B41FA","2015-03-24T04:00:00.000","2017-03-06T12:33:20.000",,"0",,"40.560444","-74.112034","12806","5056405","5040580332","Oakwood-Oakwood Beach","
,  
(40.56055343359517, -74.11211808489699)"
"150827","Staten Island","19","EVA AVENUE","Street","1F","0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095327","Populated","POINT (953134.11375023425 143494.00791685283)","F2DDE200-77AD-4F33-8CBE-D68967BB3C5D","2015-03-24T04:00:00.000","2019-07-10T04:52:30.000",,"0",,"40.560403","-74.111959","12806","5056404","5040580330","Oakwood-Oakwood Beach","
,  
(40.560479106664616, -74.11198362585134)"
"150828","Manhattan","328","EAST 109 STREET","Street","E 109 ST","0.00000000","0.00000000",,,"1 AVENUE","2 AVENUE","111",,"10029","8","29","68","13","0089929","Empty","POINT (1000961.3235418946 227800.82958351076)","812C1A9A-FE00-4CE7-BC0E-23880364FE2B","2015-03-24T04:00:00.000","2017-07-25T13:45:41.000",,"0",,"40.792194","-73.940205","170","1087781","1016807502","East Harlem South","
,  
(40.79192095200983, -73.93964819568755)"
"150829","Brooklyn","750","EAST  82 STREET","Street",,"0.00000000","0.00000000",,,"FLATLANDS AVENUE","GLENWOOD ROAD","318",,"11236","46","19","59","8","0065816","Populated","POINT (1008530.9841668904 171378.12437517941)","AEE60B96-3954-40DC-9692-96F772CC3FF0","2015-03-24T04:00:00.000","2016-11-03T11:33:56.000",,"0",,"40.637059","-73.912467","954","3224385","3080020057","Canarsie","
,  
(40.63703667095785, -73.91251440539719)"
"150830","Staten Island","54","EVA AVENUE","Street",,"0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095327","Populated","POINT (953356.55312523246 143282.20250017941)","22215755-9734-423E-AAB3-2A8DE70BD2CE","2015-03-24T04:00:00.000","2016-10-12T18:43:15.000",,"0",,"40.560033","-74.111325","12806","5056418","5040580360","Oakwood-Oakwood Beach","
,  
(40.55989851979027, -74.11118211740296)"
"150831","Staten Island","161","MANILA AVENUE","Street","Roberts Dr","0.00000000","0.00000000",,,"ROBERTS DRIVE","EVA AVENUE","503",,"10306","50","24","64","11","0098844","Populated","POINT (953488.29312522709 142929.05145852268)","1CBAD8A3-84B2-46CD-BF49-67F150F658A4","2015-03-24T04:00:00.000","2021-08-12T13:15:13.000",,"0",,"40.558982","-74.110481","12806","5056426","5040580412","Oakwood-Oakwood Beach","
,  
(40.55892964688132, -74.110706393896)"
"150832","Staten Island","49","ROBERTS DRIVE","Street","1F","0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095882","Populated","POINT (953276.62812523544 143089.47145850956)","6911D950-8AE4-49FF-A6DC-0E5C30434200","2015-03-24T04:00:00.000","2018-07-26T17:37:31.000",,"0",,"40.559491","-74.111802","12806","5056431","5040580426","Oakwood-Oakwood Beach","
,  
(40.55936923179541, -74.11146887573778)"
"150833","Brooklyn","8612","AVENUE N","Street",,"0.00000000","0.00000000",,,"EAST   87 STREET","EAST   86 STREET","318",,"11236","46","19","59","8","0074800","Populated","POINT (1012177.8735418916 168935.96916684508)","39C0A121-FB00-4AF1-9080-97908FAB6A50","2015-03-24T04:00:00.000","2021-11-11T15:07:12.000",,"0",,"40.630271","-73.899597","1026","3227772","3080830006","Canarsie","
,  
(40.63032272949886, -73.89938459913647)"
"150834","Manhattan","1","EAST 117 STREET","Street",,"0.00000000","0.00000000",,,"MADISON AVENUE","5 AVENUE","111",,"10035","9","30","68","13","0026993","Populated","POINT (999360.21937522292 231178.81375017762)","CCFFD247-75D2-4601-85E0-8CCB35A29073","2015-03-24T04:00:00.000","2019-07-23T15:58:56.000",,"0",,"40.801246","-73.945716","184","1086001","1016230102","East Harlem North","
,  
(40.80119548211087, -73.9454228717596)"
"150835","Staten Island","20","ROBERTS DRIVE","Street","1F","0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095882","Populated","POINT (952968.31083355844 143269.67395851016)","7E892AA9-1B50-454A-83E2-6734FCDBDC2C","2015-03-24T04:00:00.000","2017-03-06T12:00:47.000",,"0",,"40.559817","-74.112429","12806","5057127","5041300449","Oakwood-Oakwood Beach","
,  
(40.55986277031644, -74.112579299232)"
"150836","Manhattan","121","WEST 105 STREET","Street","W 105 ST","0.00000000","0.00000000",,,"AMSTERDAM AVENUE","COLUMBUS AVENUE","107",,"10025","7","30","69","13","0023429","Empty","POINT (994133.56895856559 230383.12479184568)","57332F4F-65C5-45A2-8F2B-D53895C601E4","2015-03-24T04:00:00.000","2017-08-10T14:18:04.000",,"0",,"40.798818","-73.963936","189","1081585","1018600020","Upper West Side","
,  
(40.79901892561369, -73.96430236120845)"
"150837","Staten Island","521","WAINWRIGHT AVENUE","Street",,"0.00000000","0.00000000",,,"SERRELL AVENUE","LAMOKA AVENUE","503",,"10312","51","24","62","11","0049624","Populated","POINT (937278.31208355725 138913.63833351433)","66762C59-32C3-4404-81D5-09B09515F329","2015-03-24T04:00:00.000",,,"0",,"40.547838","-74.169125","17011","5074080","5055990027","Annadale-Huguenot-Prince's Bay-Eltingville","
,  
(40.54783707863018, -74.16901548452797)"
"150839","Staten Island","353","MILL ROAD","Street",,"0.00000000","0.00000000",,,"ROBERTS DRIVE","EVA AVENUE","503",,"10306","50","24","64","11","0063116","Populated","POINT (952849.06604190171 143484.24229185283)","CC4099AB-F6E1-4747-AB1F-CA9866D50D34","2015-03-24T04:00:00.000","2016-10-13T15:35:50.000",,"0",,"40.560418","-74.112959","12806","5055442","5040070126","Oakwood-Oakwood Beach","
,  
(40.560451297130996, -74.11300944364623)"
"150840","Staten Island","352","MILL ROAD","Street",,"0.00000000","0.00000000",,,"ROBERTS DRIVE","EVA AVENUE","503",,"10306","50","24","64","11","0063116","Populated","POINT (952892.33166690171 143480.25458352268)","24D6898B-E08D-4DCE-AC45-086040877B68","2015-03-24T04:00:00.000",,,"0",,"40.560371","-74.112966","12806","5056445","5040580455","Oakwood-Oakwood Beach","
,  
(40.56044050475053, -74.11285371581391)"
"150841","Brooklyn","369A","MADISON STREET","Street","MADISON STREET","16.00000000","0.00000000",,,,,"303",,"0","0","0","0","0",,"Populated","POINT (999932.55729189515 189061.69791685045)","654B96F5-CA9B-46E9-BEA3-CB2BAA6889DE","2015-03-24T04:00:00.000","2017-08-03T05:45:30.000",,"0",,,,,,,,"
,  
(40.685593563745606, -73.94345382501102)"
"151222","Staten Island","100","MONTICELLO TERRACE","Street",,"0.00000000","0.00000000",,,"BEND","CLEVELAND AVENUE","503",,"10308","51","24","64","11","0098409","Empty","POINT (943189.45375022292 137934.74583351612)","13231BF0-7A38-4F21-8935-E9C6E07BD308","2015-03-25T04:00:00.000",,,"0",,"40.54529","-74.147641","13203","5151925","5051560012","Great Kills","
,  
(40.54517954359381, -74.14773987091003)"
"151223","Queens","136-014","38 AVENUE","Street",,"0.00000000","0.00000000",,,"138 STREET","BEND","407",,"11354","20","16","40","6","0084124","Populated","POINT (1031278.4850002229 216549.82250018418)","EEB33C25-5965-4B4D-B4F0-1C2788EF8EF4","2015-03-25T04:00:00.000","2016-10-18T17:16:09.000",,"0",,"40.760948","-73.830334","871","4112486","4049780110","Flushing","
,  
(40.76093062031824, -73.83023876646308)"
"151225","Staten Island","397","HYLAN BOULEVARD","Street",,"0.00000000","0.00000000",,,"MARYLAND LANE","REYNOLDS STREET","501",,"10305","49","23","64","11","0055710","Empty","POINT (963459.761666894 161427.53187517822)","77E10DFA-2FE5-4CBA-BD48-FF69777B57B7","2015-03-25T04:00:00.000","2016-10-11T16:27:42.000",,"0",,"40.609826","-74.074528","36","5131633","5029840054","Stapleton-Rosebank","
,  
(40.60973326713894, -74.07487762375384)"
"151226","Staten Island","463","OLD MILL ROAD","Street",,"0.00000000","0.00000000",,,"PELICAN CIRCLE","STONEHAM STREET","503",,"10306","50","24","64","11","0088085","Empty","POINT (952750.3989585638 142640.22625018656)","796E1A92-CC9D-4ACE-9BD5-42AD332D7893","2015-03-25T04:00:00.000","2021-08-10T13:29:45.000",,"0",,"40.558236","-74.113305","12806","5055615","5040250001","Oakwood-Oakwood Beach","
,  
(40.55813428746272, -74.11336060725043)"
"151227","Staten Island","75","CHANDLER AVENUE","Street",,"0.00000000","0.00000000",,,"WESTCOTT BOULEVARD","SOUTH GREENLEAF AVENUE","501",,"10314","50","24","63","11","0087182","Populated","POINT (949503.2372919023 163159.21916684508)","96962DF6-A40E-4A76-9E0B-FAE3B91F6CA2","2015-03-25T04:00:00.000","2018-12-03T20:39:52.000",,"0",,"40.614382","-74.125434","151","5010570","5003730152","Westerleigh","
,  
(40.6144426510436, -74.12515196319562)"
"151228","Staten Island","269","CLAWSON STREET","Street",,"0.00000000","0.00000000",,,"BACHE AVENUE","BURBANK AVENUE","502",,"10306","50","24","64","11","0062896","Empty","POINT (953556.639791891 147995.85270851851)","943F9EF4-CB76-4C68-80CE-006373364D13","2015-03-25T04:00:00.000","2017-05-03T12:43:00.000",,"0",,"40.572857","-74.110399","122","5052722","5036410065","New Dorp-Midland Beach","
,  
(40.572837259406484, -74.11048342425575)"
"151229","Queens","68-035","75 STREET","Street","75","0.00000000","0.00000000",,,"69 AVENUE","68 ROAD","405",,"11379","30","15","28","6","0010023","Empty","POINT (1018396.9741668999 197887.37770850956)","39AD7D19-E999-45B7-BB99-2D9F503FD31B","2015-03-25T04:00:00.000",,,"0",,"40.709991","-73.876998","619","4091941","4037880041","Middle Village","
,  
(40.70976600063558, -73.87683249321684)"
"151231","Staten Island","375","ISABELLA AVENUE","Street",,"0.00000000","0.00000000",,,"AMHERST AVENUE","LYNN STREET","503",,"10306","50","24","64","11","0064955","Populated","POINT (952025.06437523663 143111.62958352268)","543C3ADF-04B2-4DCF-8279-4C87C147584D","2015-03-25T04:00:00.000","2018-08-07T17:22:47.000",,"0",,"40.559424","-74.116031","12806","5055580","5040220006","Oakwood-Oakwood Beach","
,  
(40.55942559173646, -74.11597318075427)"
"151232","Staten Island","375","ISABELLA AVENUE","Street",,"0.00000000","0.00000000",,,"AMHERST AVENUE","LYNN STREET","503",,"10306","50","24","64","11","0064955","Populated","POINT (952007.70312522352 143125.73541684449)","38BB971D-A339-4C9C-BBA7-7B33011888C2","2015-03-25T04:00:00.000","2019-07-18T15:35:39.000",,"0",,"40.559424","-74.116031","12806","5055580","5040220006","Oakwood-Oakwood Beach","
,  
(40.559464246394015, -74.11603572871549)"
"151234","Staten Island","351","ISABELLA AVENUE","Street",,"0.00000000","0.00000000",,,"LYNN STREET","FALCON AVENUE","503",,"10306","50","24","64","11","0064954","Populated","POINT (951805.01229189336 143293.27020852268)","B4673CA7-C8CB-4575-9012-5D51C2D6E051","2015-03-25T04:00:00.000","2016-10-12T20:18:25.000",,"0",,"40.559841","-74.116708","12806","5055568","5040210007","Oakwood-Oakwood Beach","
,  
(40.55992335746207, -74.11676598885028)"
"151235","Staten Island","342","ISABELLA AVENUE","Street",,"0.00000000","0.00000000",,,"FALCON AVENUE","TARRYTOWN AVENUE","503",,"10306","50","24","64","11","0064953","Populated","POINT (951659.25645856559 143366.7679168433)","FF087066-D0BA-4FED-838F-BCD75A43A0B6","2015-03-25T04:00:00.000",,,"0",,"40.560145","-74.117245","12806","5055561","5040200025","Oakwood-Oakwood Beach","
,  
(40.56012455985098, -74.11729090182067)"
"151237","Queens","93-009","224 STREET","Street",,"0.00000000","0.00000000",,,"93 ROAD","93 AVENUE","413",,"11428","23","11","33","5","0080359","Empty","POINT (1058658.8533335626 202915.99145852029)","D021368B-916B-41E5-96F8-2549EEA9ACFB","2015-03-25T04:00:00.000","2021-04-19T14:51:46.000",,"0",,"40.723344","-73.731651","562","4230326","4107460029","Queens Village","
,  
(40.72332128856192, -73.73155371482777)"
"151238","Queens","114-021","148 STREET","Street",,"0.00000000","0.00000000",,,"115 AVENUE","LINDEN BOULEVARD","412",,"11436","28","10","32","5","0082533","Populated","POINT (1041078.1410418898 188991.43208351731)","82BCDA05-D5F1-44A1-B905-70DBFDAA8AFC","2015-03-25T04:00:00.000","2016-10-14T16:10:54.000",,"0",,"40.685349","-73.795209","190","4259565","4119790055","Baisley Park","
,  
(40.685232162990985, -73.79509723833358)"
