"number","street","borough","block","lot","bin","saf_type","primary","x","y","geocode_status","construction_status","assignment_type","created_date","last_modified_date","postcode","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"2","COOPER SQUARE","Manhattan","544","59","1088207","Vanity address","true","986552.884216308","204250.432189941","Successfully geocoded","Completed",,"2011-02-15T00:00:00.000","2017-05-16T00:00:00.000","10003","40.727167","-73.991536","2","2","57","1005440065","West Village                                                               "
"4","COOPER SQUARE","Manhattan","544","59","1088207",,"false","986559.277832031","204275.960815429","Successfully geocoded","Completed",,"2011-02-15T00:00:00.000","2017-05-16T00:00:00.000","10003","40.727222","-73.991514","2","2","57","1005440065","West Village                                                               "
"8","COOPER SQUARE","Manhattan","544","65","1088207",,"false","986565.594787597","204301.182800292","Successfully geocoded","Completed",,"2011-02-15T00:00:00.000","2017-05-16T00:00:00.000","10003","40.727329","-73.991467","2","2","57","1005440065","West Village                                                               "
"10","COOPER SQUARE","Manhattan","544","59","1088594",,"false","986576.195617675","204343.512023925","Successfully geocoded","Completed",,"2011-02-15T00:00:00.000","2017-05-16T00:00:00.000","10003","40.727384","-73.991446","2","2","57","1005440065","West Village                                                               "
"12","COOPER SQUARE","Manhattan","544","59","1088594",,"false","986581.19140625","204363.459228515","Successfully geocoded","Completed",,"2011-02-15T00:00:00.000","2017-05-16T00:00:00.000","10003","40.727438","-73.991424","2","2","57","1005440065","West Village                                                               "
"611","5 AVENUE","Manhattan","1285","7501","1081145",,"true","990549.260192871","215492.895019531","Successfully geocoded","Completed","Verification","2011-02-15T00:00:00.000","2017-05-16T00:00:00.000","10022","40.758002","-73.977577","5","4","102","1012857501","Midtown-Midtown South                                                      "
"134","EAST 26 STREET","Manhattan","881","60","1088613",,"true","988939.633605957","209310.024414062","Successfully geocoded","Completed",,"2010-10-08T00:00:00.000","2017-05-16T00:00:00.000","10010","40.741288","-73.98309","6","2","68","1008810060","Gramercy                                                                   "
"501","WEST 165 STREET","Manhattan","2123","45","1085733",,"true","1001229.76043701","244691.350585937","Successfully geocoded","Completed",,"2010-10-08T00:00:00.000","2017-05-16T00:00:00.000","10032","40.838167","-73.938642","12","10","251","1021230045","Washington Heights South                                                   "
"73","EAST 130 STREET","Manhattan","1755","31","1054285",,"true","1001621.71142578","233861.236206054","Successfully geocoded","Completed",,"2010-10-08T00:00:00.000","2017-05-16T00:00:00.000","10037","40.808576","-73.937535","11","9","206","1017550031","Central Harlem North-Polo Grounds                                          "
"517","WEST 173 STREET","Manhattan","2130","55","1063144",,"true","1002154.10260009","246539.846801757","Successfully geocoded","Completed",,"2010-10-08T00:00:00.000","2017-05-16T00:00:00.000","10032","40.843213","-73.935269","12","10","261","1021300055","Washington Heights South                                                   "
"2077","BROADWAY","Manhattan","1163","7503","1081034",,"false","989166.040588378","222971.984436035","Successfully geocoded","Completed",,"2010-10-18T00:00:00.000","2017-05-16T00:00:00.000","10023","40.778624","-73.98208","7","6","159","1011637503","Lincoln Square                                                             "
"2069","BROADWAY","Manhattan","1163","7503","1081034",,"false","989156.41442871","222890.267395019","Successfully geocoded","Completed",,"2010-10-18T00:00:00.000","2017-05-16T00:00:00.000","10023","40.778405","-73.982095","7","6","159","1011637503","Lincoln Square                                                             "
"150","EAST 24 STREET","Manhattan","879","52","1088467",,"true","988750.0","208825.0","Successfully geocoded","Completed",,"2010-10-18T00:00:00.000","2017-09-11T00:00:00.000","10010","40.739978","-73.983833","6","2","68","1008790052","Gramercy                                                                   "
"154","ATTORNEY STREET","Manhattan","345","7501","1087572",,"true","988936.014587402","201725.404235839","Successfully geocoded","Completed",,"2010-10-18T00:00:00.000","2017-05-16T00:00:00.000","10002","40.720392","-73.98342","3","2","2201","1003457501","Lower East Side                                                            "
"304","RIVERSIDE DRIVE","Manhattan","1897","19",,,"true","991798.0","230654.0","Successfully geocoded","Application",,"2010-10-20T00:00:00.000","2010-10-20T00:00:00.000","10025","40.80027","-73.972098","7","6","191","1018970019","Upper West Side                                                            "
"2300","FREDERICK DOUGLASS BOULEVARD","Manhattan","1929","4","1087917","Vanity address","true","997638.210998535","234100.380432128","Successfully geocoded","Completed",,"2010-10-20T00:00:00.000","2017-05-16T00:00:00.000","10027","40.809197","-73.951865","10","9","222","1019297504","Central Harlem South                                                       "
"260","WEST 124 STREET","Manhattan","1929","4",,,"false","997952.0","234019.0","Successfully geocoded","Application",,"2010-10-20T00:00:00.000","2010-10-20T00:00:00.000","10027","40.808994","-73.950503","10","9","222","1019297504","Central Harlem South                                                       "
"2296","FREDERICK DOUGLASS BOULEVARD","Manhattan","1929","4","1087917",,"false","997625.24621582","234067.733215332","Successfully geocoded","Completed",,"2010-10-20T00:00:00.000","2017-05-16T00:00:00.000","10027","40.809099","-73.951938","10","9","222","1019297504","Central Harlem South                                                       "
"60","GOLD STREET","Manhattan","94","2",,,"false","982787.0","197691.0","Successfully geocoded","Application",,"2010-10-20T00:00:00.000","2010-10-20T00:00:00.000","10038","40.709293","-74.005277","1","1","1501","1000940002","Battery Park City-Lower Manhattan                                          "
"420","EAST 11 STREET","Manhattan","438","18","1087563",,"true","988968.080810546","204806.505798339","Successfully geocoded","Completed",,"2010-10-20T00:00:00.000","2017-05-16T00:00:00.000","10009","40.729093","-73.983356","3","2","34","1004380018","East Village                                                               "
"270","SOUTH STREET","Manhattan","241","13",,,"true","987483.0","198049.0","Successfully geocoded","Application",,"2010-10-21T00:00:00.000","2010-10-21T00:00:00.000","10002","40.710456","-73.986755","3","1","6","1002410013","Lower East Side                                                            "
"557A","WEST 23 STREET","Manhattan","695","7503",,,"false","982623.0","211945.0","Successfully geocoded","Application","New/Permanent","2014-12-02T00:00:00.000","2014-12-02T00:00:00.000",,,,,,,,
"221","12 AVENUE","Manhattan","662","66","1087749",,"true","981846.923217773","213398.663391113","Outside of existing street range","Completed",,"2010-10-22T00:00:00.000","2017-05-16T00:00:00.000","10001","40.752328","-74.007717","4","3","99","1006620066","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"801","12 AVENUE","Manhattan","1109","15","1086226",,"true","985469.807800292","220267.960205078","Successfully geocoded","Completed",,"2010-10-22T00:00:00.000","2017-05-16T00:00:00.000","10019","40.770852","-73.99453","4","3","135","1011090015","Clinton                                                                    "
"100","CHURCH STREET","Manhattan","155","20","1001409",,"true","981619.0","199030.0","Successfully geocoded","Completed","New/Permanent","2011-11-04T00:00:00.000","2017-09-11T00:00:00.000","10007","40.712968","-74.00949","1","1","21","1001250020","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"44","PARK PLACE","Manhattan","125","20","1001409",,"false","981593.019226074","199142.323242187","Successfully geocoded","Completed","New/Permanent","2011-11-04T00:00:00.000","2017-05-16T00:00:00.000","10007","40.713306","-74.009389","1","1","21","1001250020","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"400","WEST 13 STREET","Manhattan","645","44","1012214",,"true","982537.287597656","208983.139404296","Successfully geocoded","Completed","New/Permanent","2011-11-04T00:00:00.000","2017-05-16T00:00:00.000","10014","40.740358","-74.006113","2","3","79","1006450044","West Village                                                               "
"570","LEXINGTON AVENUE","Manhattan","1305","60","1036459",,"true","991954.610412597","215065.92199707","Successfully geocoded","Completed","Verification","2011-11-04T00:00:00.000","2017-05-16T00:00:00.000","10022","40.756925","-73.972066","5","4","100","1013050060","Turtle Bay-East Midtown                                                    "
"88","MORNINGSIDE AVENUE","Manhattan","1948","7502",,,"true","996572.0","234142.0","Successfully geocoded","Application","New/Permanent","2011-11-04T00:00:00.000","2011-11-04T00:00:00.000","10027","40.809333","-73.955488","10","9","257","1019487502","Central Harlem South                                                       "
"86","MORNINGSIDE AVENUE","Manhattan","1948","7502",,,"false","996563.0","234124.0","Successfully geocoded","Application","New/Permanent","2011-11-04T00:00:00.000","2011-11-04T00:00:00.000","10027","40.809284","-73.955521","10","9","257","1019487502","Central Harlem South                                                       "
"304","WEST 114 STREET","Manhattan","1847","7502","1088150",,"true","996163.66821289","231936.158020019","Successfully geocoded","Completed",,"2011-07-12T00:00:00.000","2017-05-16T00:00:00.000","10026","40.803238","-73.95663","10","9","19702","1018477502","Central Harlem South                                                       "
"20","WEST STREET","Manhattan","15","7502",,,"true","979710.0","196639.0","Successfully geocoded","Application",,"2011-07-14T00:00:00.000","2011-07-14T00:00:00.000","10004","40.706358","-74.016151","1","1","13","1000157502","Battery Park City-Lower Manhattan                                          "
"112","READE STREET","Manhattan","146","11","1001598",,"true","981868.948608398","200139.056396484","Successfully geocoded","Completed",,"2011-07-14T00:00:00.000","2017-05-16T00:00:00.000","10013","40.715935","-74.008625","1","1","33","1001460011","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"1045","AVENUE OF THE AMERICAS","Manhattan","815","26","1088833",,"true","988281.16040039","213731.942199707","Successfully geocoded","Completed","Tentative","2011-11-28T00:00:00.000","2017-05-16T00:00:00.000","10018","40.753129","-73.985361","5","4","113","1008150026","Midtown-Midtown South                                                      "
