CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Cross Street 1,Cross Street 2,IxN Corner,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
qu-06-124230,Queens,406,29,40.720017,-73.844787,Live,106-20 71 AVENUE,11375,qu-06-124230,03/09/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Forest Hills,4077914,4032550012,4073700,AUSTIN STREET,BURNS STREET,SE,"(40.720017, -73.844787)",14786,40,3,28,70
LINK-011721,Bronx,205,14,40.85723138,-73.90474122,Live,2201 JEROME AVENUE,10453,bx-05-119615,04/28/2022 12:00:00 AM,11/19/2021 12:00:00 AM,Fordham South,2014209,2031960038,2023900,WEST 182 STREET,EAST 182 STREET,NW,"(40.85723138, -73.90474122)",10931,6,5,29,29
,Queens,412,27,40.6826704,-73.7818589,Installed,118-37 GUY R BREWER BLVD,11434,qu-12-155138,,04/28/2022 12:00:00 AM,Baisley Park,,4123540001,,GUY R. BREWER BOULEVARD,164TH STREET,NE,"(40.6826704, -73.7818589)",24669,41,3,6,71
mn-08-135088,Manhattan,108,5,40.76566545,-73.95740873,Live,1284 1 AVENUE,10065,mn-08-135088,05/11/2018 12:00:00 AM,12/07/2017 12:00:00 AM,Lenox Hill-Roosevelt Island,1045578,1014630045,1011600,EAST 69 STREET,EAST 68 STREET,SE,"(40.76566545, -73.95740873)",10090,23,4,1,11
bx-01-123214,Bronx,201,17,40.81850954098598,-73.91461401256561,Repair Pending,2969 3 AVENUE,10455,bx-01-123214,12/28/2016 12:00:00 AM,10/22/2016 12:00:00 AM,Melrose South-Mott Haven North,2001382,2023750048,2006700,EAST 153 STREET,EAST 154 STREET,NW,"(40.81850954098598, -73.91461401256561)",10933,49,5,43,23
mn-08-136989,Manhattan,108,4,40.763037,-73.965653,Live,1030 3 AVENUE,10065,mn-08-136989,03/29/2016 12:00:00 AM,02/27/2016 12:00:00 AM,Upper East Side-Carnegie Hill,1041986,1013960033,1011402,EAST 61 STREET,EAST 62 STREET,NW,"(40.763037, -73.965653)",10090,23,4,51,11
qu-06-124234,Queens,406,29,40.72249917,-73.85077696,Live,70-25 YELLOWSTONE BOULEVARD,11375,qu-06-124234,03/09/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Forest Hills,4433878,4032360035,4071100,AUSTIN STREET,GERARD PLACE,SE,"(40.72249917, -73.85077696)",14786,40,3,28,70
mn-10-119880,Manhattan,110,9,40.81668892,-73.94654809,Live,2527 FREDERICK DOUGLASS BOULEVARD,10030,mn-10-119880,10/31/2016 12:00:00 AM,10/14/2016 12:00:00 AM,Central Harlem North-Polo Grounds,1059461,1019600011,1022102,WEST 135 STREET,WEST 136 STREET,NW,"(40.81668892, -73.94654809)",12427,18,4,36,20
LINK-019363,Brooklyn,303,36,40.67948543,-73.9495225,Removal Pending,517 NOSTRAND AVENUE,11216,bk-03-145830,04/28/2017 12:00:00 AM,03/31/2017 12:00:00 AM,Crown Heights North,3000000,3018670018,3024700,HERKIMER STREET,HERKIMER PLACE,SE,"(40.67948543, -73.9495225)",17618,69,2,49,51
qu-02-124987,Queens,402,26,40.74221127,-73.91899505,Live,45-23 GREENPOINT AVENUE,11104,qu-02-124987,03/09/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4001953,4001640001,4018300,46 STREET,45 STREET,NW,"(40.74221127, -73.91899505)",16861,53,3,33,66
mn-08-121015,Manhattan,108,5,40.774855,-73.956665,Live,200 EAST 80 STREET,10075,mn-08-121015,03/30/2016 12:00:00 AM,02/15/2016 12:00:00 AM,Yorkville,1048509,1015250001,1013800,3 AVENUE,2 AVENUE,SE,"(40.774855, -73.956665)",10092,23,4,1,11
LINK-013376,Manhattan,112,7,40.8373577,-73.9388838,Live,2100 AMSTERDAM AVENUE,10032,mn-12-120466,04/25/2022 12:00:00 AM,11/19/2021 12:00:00 AM,Washington Heights South,1062901,1021210047,1024301,WEST 163 STREET,WEST 164 STREET,NW,"(40.8373577, -73.9388838)",13090,47,4,23,21
qu-04-125330,Queens,404,21,40.74798095,-73.88002682,Live,86-10 ROOSEVELT AVENUE,11372,qu-04-125330,09/07/2017 12:00:00 AM,08/19/2017 12:00:00 AM,Elmhurst,4037053,4015020006,4026901,86 STREET,ELBERSTON AVENUE,SE,"(40.74798095, -73.88002682)",14784,66,3,21,68
mn-04-122426,Manhattan,104,3,40.73788645,-73.9966041,Live,545 6 AVENUE,10011,mn-04-122426,01/17/2019 12:00:00 AM,05/12/2018 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1014529,1007900039,1008100,WEST 15 STREET,WEST 14 STREET,SW,"(40.73788645, -73.9966041)",12074,12,4,10,7
mn-07-107810,Manhattan,107,7,40.79933067,-73.96823224,Live,2704 BROADWAY,10025,mn-07-107810,07/07/2016 12:00:00 AM,06/11/2016 12:00:00 AM,Upper West Side,1056563,1018757501,1019100,WEST 103 STREET,WEST 104 STREET,NE,"(40.79933067, -73.96823224)",12422,20,4,23,15
80040,Manhattan,104,3,40.74241855,-74.00444413,Repair Pending,89 9 AVENUE,10011,mn-04-135171,,08/07/2018 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1078408,1007140031,1008300,WEST 16 STREET,WEST 17 STREET,NW,"(40.74241855, -74.00444413)",12074,12,4,10,6
bk-02-126505,Brooklyn,302,35,40.683625,-73.977006,Live,171 FLATBUSH AVENUE,11217,bk-02-126505,07/25/2017 12:00:00 AM,06/30/2017 12:00:00 AM,Park Slope-Gowanus,3348849,3020017501,3012901,ATLANTIC AVENUE,PACIFIC STREET,SE,"(40.683625, -73.977006)",17619,68,2,48,50
mn-09-120387,Manhattan,109,7,40.80676,-73.965108,Live,600 WEST 114 STREET,10025,mn-09-120387,02/27/2017 12:00:00 AM,02/04/2017 12:00:00 AM,Morningside Heights,1057351,1018950062,1019900,BROADWAY,RIVERSIDE DRIVE,SW,"(40.80676, -73.965108)",12422,37,4,23,17
mn-06-134118,Manhattan,106,4,40.75827505,-73.96912972,Live,892 3 AVENUE,10022,mn-06-134118,06/24/2016 12:00:00 AM,02/28/2016 12:00:00 AM,Turtle Bay-East Midtown,1036474,1013087501,1010000,EAST 54 STREET,EAST 53 STREET,SW,"(40.75827505, -73.96912972)",12419,71,4,51,9
mn-09-135244,Manhattan,109,7,40.82792507,-73.94577543,Live,1800 AMSTERDAM AVENUE,10031,mn-09-135244,01/12/2018 12:00:00 AM,10/19/2017 12:00:00 AM,Hamilton Heights,1062098,1020810029,1023300,WEST 150 STREET,WEST 149 STREET,NW,"(40.82792507, -73.94577543)",12428,37,4,23,19
mn-03-123270,Manhattan,103,2,40.730881,-73.985882,Live,190 2 AVENUE,10003,mn-03-123270,09/13/2016 12:00:00 AM,07/02/2016 12:00:00 AM,East Village,1006476,1004530008,1004000,EAST 12 STREET,EAST 11 STREET,SE,"(40.730881, -73.985882)",11724,70,4,50,5
mn-06-134661,Manhattan,106,4,40.74812083,-73.97360371,Live,733 2 AVENUE,10016,mn-06-134661,04/04/2018 12:00:00 AM,11/11/2017 12:00:00 AM,Turtle Bay-East Midtown,1020379,1009200030,1008800,EAST 39 STREET,EAST 40 STREET,NW,"(40.74812083, -73.97360371)",12078,71,4,51,9
mn-11-120309,Manhattan,111,8,40.80140456,-73.93470439,Live,2397 2 AVENUE,10035,mn-11-120309,10/18/2018 12:00:00 AM,03/19/2018 12:00:00 AM,East Harlem North,1054629,1017870080,1019400,EAST 123 STREET,EAST 122 STREET,SW,"(40.80140456, -73.93470439)",13093,7,4,35,16
mn-06-134218,Manhattan,106,4,40.76020693,-73.96717705,Live,201 EAST 57 STREET,10022,mn-06-134218,05/17/2016 12:00:00 AM,04/23/2016 12:00:00 AM,Turtle Bay-East Midtown,1089950,1013310001,1010800,3 AVENUE,2 AVENUE,NE,"(40.76020693, -73.96717705)",12419,71,4,51,9
bk-14-126536,Brooklyn,314,40,40.64066623,-73.95592439,Live,1216 FLATBUSH AVENUE,11226,bk-14-126536,05/10/2018 12:00:00 AM,01/26/2018 12:00:00 AM,Flatbush,3119589,3051860033,3051602,DITMAS AVENUE,EAST 23 STREET,NW,"(40.64066623, -73.95592439)",13510,60,2,11,43
LINK-021123,Brooklyn,301,34,40.71419088,-73.95155241,Live,458 UNION AVENUE,11211,bk-01-146081,06/13/2018 12:00:00 AM,03/04/2018 12:00:00 AM,East Williamsburg,3068630,3027560001,3050100,CONSELYEA STREET,METROPOLITAN AVENUE,NE,"(40.71419088, -73.95155241)",17613,36,2,30,57
LINK-021925,Brooklyn,305,37,40.68513094,-73.86677733,Live,3480 FULTON STREET,11208,bk-05-145938,12/20/2017 12:00:00 AM,09/29/2017 12:00:00 AM,Cypress Hills-City Line,3093078,3041520033,3118400,ELDERT LANE,GRANT AVENUE,SW,"(40.68513094, -73.86677733)",17215,45,2,37,47
mn-08-119832,Manhattan,108,5,40.78276562,-73.95125729,Live,1644 3 AVENUE,10128,mn-08-119832,03/23/2016 12:00:00 AM,02/22/2016 12:00:00 AM,Upper East Side-Carnegie Hill,1048352,1015210033,1015801,EAST 92 STREET,EAST 93 STREET,NW,"(40.78276562, -73.95125729)",10099,23,4,1,11
mn-03-123269,Manhattan,103,2,40.730249,-73.986348,Live,170 2 AVENUE,10003,mn-03-123269,09/13/2016 12:00:00 AM,07/10/2016 12:00:00 AM,East Village,1006435,1004520006,1004000,EAST 11 STREET,EAST 10 STREET,SE,"(40.730249, -73.986348)",11724,70,4,50,5
LINK-018405,Staten Island,502,50,40.59771508,-74.08382835,Live,1232 HYLAN BOULEVARD,10305,si-02-145732,02/28/2017 12:00:00 AM,02/19/2017 12:00:00 AM,Grasmere-Arrochar-Ft. Wadsworth,5047236,5032200006,5006400,PARKINSON AVENUE,BEND,SW,"(40.59771508, -74.08382835)",10692,30,1,14,76
mn-07-120401,Manhattan,107,7,40.802944,-73.967379,Live,2800 BROADWAY,10025,mn-07-120401,07/20/2016 12:00:00 AM,06/11/2016 12:00:00 AM,Morningside Heights,1056673,1018800001,1019500,WEST 108 STREET,WEST 109 STREET,NE,"(40.802944, -73.967379)",12422,20,4,23,15
mn-08-121021,Manhattan,108,5,40.777561,-73.954752,Live,1495 3 AVENUE,10028,mn-08-121021,04/15/2016 12:00:00 AM,02/26/2016 12:00:00 AM,Yorkville,1048724,1015300001,1014601,EAST 84 STREET,EAST 85 STREET,NE,"(40.777561, -73.954752)",12425,23,4,1,11
mn-06-121413,Manhattan,106,4,40.75234297,-73.97052358,Live,857 2 AVENUE,10017,mn-06-121413,05/17/2018 12:00:00 AM,03/18/2018 12:00:00 AM,Turtle Bay-East Midtown,1037591,1013190029,1009000,EAST 46 STREET,EAST 45 STREET,SW,"(40.75234297, -73.97052358)",12079,71,4,51,9
mn-05-122053,Manhattan,105,4,40.74813894,-73.9881009,Live,1256 BROADWAY,10001,mn-05-122053,04/10/2017 12:00:00 AM,11/12/2016 12:00:00 AM,Midtown-Midtown South,1015805,1008330011,1007600,WEST 32 STREET,WEST 31 STREET,NE,"(40.74813894, -73.9881009)",11722,11,4,51,8
mn-07-133488,Manhattan,107,6,40.774894,-73.982571,Live,121 WEST 67 STREET,10023,mn-07-133488,07/19/2016 12:00:00 AM,04/16/2016 12:00:00 AM,Lincoln Square,1028850,1011390014,1015300,BROADWAY,AMSTERDAM AVENUE,NW,"(40.774894, -73.982571)",12420,20,4,19,12
mn-06-123801,Manhattan,106,2,40.73195957,-73.98380229,Live,325 EAST 14 STREET,10003,mn-06-123801,11/18/2016 12:00:00 AM,10/01/2016 12:00:00 AM,Gramercy,1020398,1009210015,1004800,2 AVENUE,1 AVENUE,NE,"(40.73195957, -73.98380229)",11724,71,4,50,7
LINK-012592,Manhattan,112,10,40.85704494733762,-73.92838720111861,Live,1653 ST NICHOLAS AVENUE,10040,mn-12-118141,04/25/2022 12:00:00 AM,12/09/2021 12:00:00 AM,Washington Heights North,1064072,1021700251,1027900,FAIRVIEW AVENUE,FORT GEORGE AVENUE,MIDBLOCK,"(40.85704494733762, -73.92838720111861)",13098,47,4,39,22
mn-07-143295,Manhattan,107,6,40.78561298,-73.97843851,Live,2276 BROADWAY,10024,mn-07-143295,07/20/2017 12:00:00 AM,06/19/2017 12:00:00 AM,Upper West Side,1032695,1012290045,1016700,WEST 82 STREET,WEST 81 STREET,SE,"(40.78561298, -73.97843851)",12421,20,4,19,12
bk-06-125626,Brooklyn,306,39,40.669018,-73.986317,Live,445 5 AVENUE,11215,bk-06-125626,06/05/2017 12:00:00 AM,02/24/2017 12:00:00 AM,Park Slope-Gowanus,3000000,3010110005,3013900,9 STREET,10 STREET,SE,"(40.669018, -73.986317)",17617,14,2,27,50
qu-06-124181,Queens,406,29,40.718602,-73.838184,Live,110-88 QUEENS BOULEVARD,11375,qu-06-124181,07/29/2016 12:00:00 AM,07/20/2016 12:00:00 AM,Forest Hills,4078802,4032930041,4076901,75 AVENUE,75 ROAD,SW,"(40.718602, -73.838184)",14786,40,3,28,70
mn-11-120221,Manhattan,111,8,40.7930088,-73.94378353,Live,1966 3 AVENUE,10029,mn-11-120221,03/22/2016 12:00:00 AM,02/27/2016 12:00:00 AM,East Harlem South,1052113,1016360033,1017200,EAST 108 STREET,EAST 109 STREET,NW,"(40.7930088, -73.94378353)",12426,7,4,35,14
mn-11-107218,Manhattan,111,8,40.79783525,-73.94025621,Live,2120 3 AVENUE,10029,mn-11-107218,03/22/2016 12:00:00 AM,03/05/2016 12:00:00 AM,East Harlem North,1084329,1016430040,1018200,EAST 116 STREET,EAST 115 STREET,SW,"(40.79783525, -73.94025621)",12426,7,4,35,16
bx-06-144410,Bronx,206,17,40.84652245,-73.89339767,Live,1961 ARTHUR AVENUE,10457,bx-06-144410,08/24/2018 12:00:00 AM,05/17/2018 12:00:00 AM,East Tremont,2011973,2030680047,2037504,EAST TREMONT AVENUE,EAST 178 STREET,NW,"(40.84652245, -73.89339767)",10935,35,5,43,31
mn-05-122532,Manhattan,105,3,40.76467196,-73.98236264,Live,1725 BROADWAY,10019,mn-05-122532,07/19/2016 12:00:00 AM,05/14/2016 12:00:00 AM,Midtown-Midtown South,1078860,1010267502,1013700,WEST 55 STREET,WEST 54 STREET,NW,"(40.76467196, -73.98236264)",12081,11,4,10,10
mn-06-136486,Manhattan,106,2,40.73369379,-73.98704351,Live,130 3 AVENUE,10003,mn-06-136486,02/01/2016 12:00:00 AM,01/29/2016 12:00:00 AM,Gramercy,1084936,1008700024,1005000,EAST 15 STREET,EAST 14 STREET,SW,"(40.73369379, -73.98704351)",11724,71,4,50,7
qu-03-136452,Queens,403,21,40.74831104,-73.87816548,Live,88-03 ROOSEVELT AVENUE,11372,qu-03-136452,09/08/2017 12:00:00 AM,08/19/2017 12:00:00 AM,Jackson Heights,4307356,4014760107,4027700,88 STREET,89 STREET,NE,"(40.74831104, -73.87816548)",14783,65,3,21,73
bk-17-126527,Brooklyn,317,45,40.63855961,-73.95360324,Live,1339 FLATBUSH AVENUE,11226,bk-17-126527,05/11/2018 12:00:00 AM,12/18/2017 12:00:00 AM,Erasmus,3120360,3052110064,3079000,FOSTER STREET,BEDFORD STREET,NE,"(40.63855961, -73.95360324)",13510,61,2,26,40
mn-06-133470,Manhattan,106,2,40.746217,-73.977614,Live,521 3 AVENUE,10016,mn-06-133470,05/05/2017 12:00:00 AM,03/11/2017 12:00:00 AM,Murray Hill-Kips Bay,1020174,1009150062,1007800,EAST 35 STREET,EAST 34 STREET,SE,"(40.746217, -73.977614)",12078,71,4,50,9
bx-05-119592,Bronx,205,14,40.853157,-73.905403,Live,101 EAST BURNSIDE AVENUE,10453,bx-05-119592,07/07/2016 12:00:00 AM,06/09/2016 12:00:00 AM,Mount Hope,2092406,2031690001,2024100,MORRIS AVENUE,CRESTON AVENUE,NE,"(40.853157, -73.905403)",10931,6,5,29,29
LINK-018083,Brooklyn,314,40,40.65002892,-73.95850153,Live,895 FLATBUSH AVENUE,11226,bk-14-145813,05/01/2017 12:00:00 AM,03/06/2017 12:00:00 AM,Erasmus,3117221,3051030023,3079400,CHURCH AVENUE,SNYDER AVENUE,SE,"(40.65002892, -73.95850153)",13510,60,2,11,43
mn-06-138042,Manhattan,106,2,40.737627,-73.980968,Live,392 2 AVENUE,10010,mn-06-138042,07/19/2017 12:00:00 AM,03/11/2017 12:00:00 AM,Gramercy,1088559,1009287504,1006400,EAST 22 STREET,EAST 23 STREET,SE,"(40.737627, -73.980968)",12073,71,4,50,7
mn-06-121683,Manhattan,106,4,40.75687875,-73.96381797,Live,1000 1 AVENUE,10022,mn-06-121683,03/06/2018 12:00:00 AM,10/20/2017 12:00:00 AM,Turtle Bay-East Midtown,1040355,1013660047,1010601,EAST 55 STREET,EAST 54 STREET,SE,"(40.75687875, -73.96381797)",12419,71,4,51,9
bk-03-126638,Brooklyn,316,37,40.678079,-73.908374,Live,2208 FULTON STREET,11233,bk-16-126638,01/17/2017 12:00:00 AM,12/22/2016 12:00:00 AM,Ocean Hill,3042262,3015520041,3036900,EASTERN PARKWAY,ROCKAWAY AVENUE,SW,"(40.678079, -73.908374)",13516,55,2,37,46
bk-02-126628,Brooklyn,302,35,40.68788961,-73.97820169,Live,691 FULTON STREET,11217,bk-02-126628,03/24/2017 12:00:00 AM,02/23/2017 12:00:00 AM,Fort Greene,3331261,3020960069,3003300,ASHLAND PLACE,ST FELIX STREET,NE,"(40.68788961, -73.97820169)",17619,68,2,48,55
20545,Manhattan,102,1,40.72301338,-74.00677065,Live,431 CANAL STREET,10013,mn-02-133383,01/17/2019 12:00:00 AM,08/02/2018 12:00:00 AM,SoHo-TriBeCa-Civic Center-Little Italy,1002934,1002260001,1003700,VARICK STREET,HUDSON STREET,MIDBLOCK,"(40.72301338, -74.00677065)",12076,57,4,32,1
LINK-018381,Staten Island,502,50,40.57143702,-74.10895942,Live,2455 HYLAN BOULEVARD,10306,si-02-145822,05/25/2017 12:00:00 AM,04/10/2017 12:00:00 AM,New Dorp-Midland Beach,5052857,5036480059,5012200,BACHE AVENUE,JACQUES AVENUE,SW,"(40.57143702, -74.10895942)",10693,30,1,14,76
mn-10-119898,Manhattan,110,9,40.82159551,-73.9426993,Live,2690 FREDERICK DOUGLASS BOULEVARD,10030,mn-10-119898,02/22/2017 12:00:00 AM,01/25/2017 12:00:00 AM,Central Harlem North-Polo Grounds,1060431,1020290001,1023200,WEST 143 STREET,WEST 144 STREET,NE,"(40.82159551, -73.9426993)",12427,18,4,36,20
mn-10-142515,Manhattan,110,9,40.805827,-73.950407,Live,2001 ADAM CLAYTON POWELL JR. BOULEVARD,10027,mn-10-142515,09/12/2017 12:00:00 AM,07/29/2017 12:00:00 AM,Central Harlem South,1057606,1019050001,1022000,WEST 120 STREET,WEST 121 STREET,NE,"(40.805827, -73.950407)",12424,18,4,36,18
mn-05-122775,Manhattan,105,4,40.75009208,-73.98779173,Live,1313 BROADWAY,10001,mn-05-122775,07/18/2016 12:00:00 AM,04/30/2016 12:00:00 AM,Midtown-Midtown South,1015220,1008100040,1010900,WEST 34 STREET,WEST 35 STREET,NE,"(40.75009208, -73.98779173)",11722,11,4,51,8
mn-07-107980,Manhattan,107,7,40.80040455,-73.96189127,Live,975 COLUMBUS AVENUE,10025,mn-07-107980,05/31/2018 12:00:00 AM,04/03/2018 12:00:00 AM,Morningside Heights,1055704,1018430061,1019300,WEST 107 STREET,WEST 108 STREET,SE,"(40.80040455, -73.96189127)",12422,20,4,23,15
mn-05-121966,Manhattan,105,4,40.76024945,-73.9736332,Live,527 MADISON AVENUE,10022,mn-05-121966,03/01/2018 12:00:00 AM,12/21/2016 12:00:00 AM,Midtown-Midtown South,1035734,1012890052,1010200,MADISON AVENUE,PARK AVENUE,SE,"(40.76024945, -73.9736332)",12419,11,4,51,10
mn-09-135619,Manhattan,109,7,40.82531855,-73.95148795,Live,3501 BROADWAY,10031,mn-09-135619,08/18/2017 12:00:00 AM,06/17/2017 12:00:00 AM,Hamilton Heights,1062361,1020900029,1022900,WEST 143 STREET,WEST 144 STREET,NW,"(40.82531855, -73.95148795)",12428,37,4,23,19
mn-07-133637,Manhattan,107,6,40.797394,-73.970011,Live,2641 BROADWAY,10025,mn-07-133637,11/24/2020 12:00:00 AM,02/24/2018 12:00:00 AM,Upper West Side,1056479,1018720010,1018700,WEST 100 STREET,WEST 101 STREET,NW,"(40.797394, -73.970011)",12422,20,4,19,15
bk-08-126609,Brooklyn,308,35,40.672302,-73.95745774,Live,764 FRANKLIN AVENUE,11238,bk-08-126609,01/05/2018 12:00:00 AM,11/04/2017 12:00:00 AM,Crown Heights North,3029594,3011780042,3021700,ST JOHNS PLACE,STERLING PLACE,NW,"(40.672302, -73.95745774)",13829,16,2,48,49
mn-03-123803,Manhattan,103,2,40.73274736,-73.98610741,Live,226 EAST 14 STREET,10003,mn-03-123803,10/28/2016 12:00:00 AM,10/16/2016 12:00:00 AM,East Village,1006902,1004690021,1004000,3 AVENUE,2 AVENUE,MIDBLOCK,"(40.73274736, -73.98610741)",11724,70,4,50,5
mn-03-138878,Manhattan,103,2,40.72529099,-73.98684237,Live,80 1 AVENUE,10009,mn-03-138878,10/25/2017 12:00:00 AM,08/26/2017 12:00:00 AM,East Village,1077561,1004320001,1003200,EAST 4 STREET,EAST 5 STREET,NE,"(40.72529099, -73.98684237)",11729,70,4,50,5
bx-01-123212,Bronx,201,17,40.81855965,-73.91430035,Live,2976A 3 AVENUE,10455,bx-01-123212,03/30/2017 12:00:00 AM,01/21/2017 12:00:00 AM,Melrose South-Mott Haven North,2001180,2023630012,2007100,EAST 153 STREET,EAST 154 STREET,NE,"(40.81855965, -73.91430035)",10933,49,5,43,23
,Bronx,202,17,40.8239453,-73.8956821,Installed,1020 KELLY STREET,10459,bx-02-GF22622,,06/30/2022 12:00:00 AM,Longwood,,2027160001,,KELLY STREET,TIFFANY STREET,NE,"(40.8239453, -73.8956821)",10937,8,5,43,24
mn-05-136857,Manhattan,105,4,40.75980064,-73.97007156,Live,660 LEXINGTON AVENUE,10022,mn-05-136857,05/08/2018 12:00:00 AM,12/06/2017 12:00:00 AM,Turtle Bay-East Midtown,1036511,1013100014,1010000,EAST 55 STREET,EAST 56 STREET,NW,"(40.75980064, -73.97007156)",12419,11,4,51,10
qu-03-134030,Queens,403,25,40.754507,-73.893639,Live,73-02 NORTHERN BOULEVARD,11372,qu-03-134030,06/20/2018 12:00:00 AM,04/28/2018 12:00:00 AM,Jackson Heights,4028633,4012460001,4028900,73 STREET,74 STREET,SE,"(40.754507, -73.893639)",14783,65,3,5,73
mn-08-121741,Manhattan,108,4,40.76210714,-73.96580928,Live,201 EAST 60 STREET,10065,mn-08-121741,03/29/2016 12:00:00 AM,02/27/2016 12:00:00 AM,Lenox Hill-Roosevelt Island,1043547,1014157501,1011000,3 AVENUE,2 AVENUE,NE,"(40.76210714, -73.96580928)",10090,23,4,51,11
bk-09-126617,Brooklyn,309,35,40.66965209,-73.95826142,Live,837 FRANKLIN AVENUE,11225,bk-09-126617,12/09/2016 12:00:00 AM,11/11/2016 12:00:00 AM,Crown Heights South,3337861,3012730011,3032500,UNION STREET,PRESIDENT STREET,SE,"(40.66965209, -73.95826142)",13509,17,2,48,44
mn-04-140359,Manhattan,104,3,40.75196913,-74.00491217,Live,279 11 AVENUE,10001,mn-04-140359,06/27/2017 12:00:00 AM,05/26/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1079184,1006730001,1009900,WEST 28 STREET,WEST 27 STREET,SW,"(40.75196913, -74.00491217)",11722,12,4,10,6
bk-01-126673,Brooklyn,301,34,40.70892202,-73.94338965,Live,202 GRAHAM AVENUE,11206,bk-01-126673,05/23/2017 12:00:00 AM,04/28/2017 12:00:00 AM,Bushwick South,3344974,3030260001,3049300,SCHOLES STREET,STAGG STREET,NE,"(40.70892202, -73.94338965)",17213,36,2,30,56
bk-06-125915,Brooklyn,306,39,40.665618,-73.989159,Live,555 5 AVENUE,11215,bk-06-125915,06/12/2017 12:00:00 AM,02/27/2017 12:00:00 AM,Park Slope-Gowanus,3023689,3010420001,3014100,15 STREET,14 STREET,NE,"(40.665618, -73.989159)",17617,14,2,27,50
mn-05-121964,Manhattan,105,4,40.76096333,-73.97310142,Live,51 EAST 55 STREET,10022,mn-05-121964,05/10/2017 12:00:00 AM,03/18/2017 12:00:00 AM,Midtown-Midtown South,1035775,1012910051,1010200,MADISON AVENUE,PARK AVENUE,NE,"(40.76096333, -73.97310142)",12419,11,4,51,10
mn-08-121005,Manhattan,108,5,40.77435,-73.95709,Live,1391 3 AVENUE,10075,mn-08-121005,03/30/2016 12:00:00 AM,02/26/2016 12:00:00 AM,Yorkville,1048509,1015250001,1013800,EAST 79 STREET,EAST 80 STREET,NE,"(40.77435, -73.95709)",10092,23,4,1,11
mn-07-107918,Manhattan,107,6,40.79382166,-73.97203479,Live,230 WEST 95 STREET,10025,mn-07-107918,07/07/2016 12:00:00 AM,06/04/2016 12:00:00 AM,Upper West Side,1033686,1012420042,1018300,BROADWAY,AMSTERDAM AVENUE,SE,"(40.79382166, -73.97203479)",12422,20,4,19,15
mn-05-122656,Manhattan,105,4,40.762366,-73.982552,Live,200 WEST 52 STREET,10019,mn-05-122656,11/10/2016 12:00:00 AM,10/15/2016 12:00:00 AM,Midtown-Midtown South,1024818,1010230029,1013100,7 AVENUE,BROADWAY,SE,"(40.762366, -73.982552)",12081,11,4,51,10
mn-08-120956,Manhattan,108,5,40.76394756,-73.95853038,Live,401 EAST 66 STREET,10065,mn-08-120956,05/10/2018 12:00:00 AM,11/29/2017 12:00:00 AM,Lenox Hill-Roosevelt Island,1081232,1014610001,1011600,1 AVENUE,YORK AVENUE,NE,"(40.76394756, -73.95853038)",10090,23,4,1,11
mn-04-108148,Manhattan,104,3,40.76107343,-73.98725149,Live,300 WEST 48 STREET,10036,mn-04-108148,04/15/2016 12:00:00 AM,03/06/2016 12:00:00 AM,Clinton,1025105,1010380036,1012700,8 AVENUE,9 AVENUE,SW,"(40.76107343, -73.98725149)",13094,12,4,10,10
mn-08-121017,Manhattan,108,5,40.778272,-73.954541,Live,1518 3 AVENUE,10028,mn-08-121017,06/09/2016 12:00:00 AM,03/19/2016 12:00:00 AM,Upper East Side-Carnegie Hill,1047938,1015140039,1014801,EAST 85 STREET,EAST 86 STREET,NW,"(40.778272, -73.954541)",12425,23,4,1,11
LINK-019724,Queens,406,29,40.72073474,-73.84588685,Live,107-09 70 ROAD,11375,qu-06-145961,10/27/2017 12:00:00 AM,09/30/2017 12:00:00 AM,Forest Hills,4314647,4032380023,4071100,AUSTIN STREET,QUEENS BOULEVARD,SE,"(40.72073474, -73.84588685)",14786,40,3,28,70
mn-06-121429,Manhattan,106,4,40.74857853,-73.97296141,Live,748 2 AVENUE,10017,mn-06-121429,12/05/2017 12:00:00 AM,08/26/2017 12:00:00 AM,Turtle Bay-East Midtown,1038645,1013330001,1008800,EAST 40 STREET,EAST 41 STREET,NE,"(40.74857853, -73.97296141)",12079,71,4,51,9
mn-05-137879,Manhattan,105,3,40.73663894,-73.99328247,Live,96 5 AVENUE,10011,mn-05-137879,04/04/2018 12:00:00 AM,09/30/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1015292,1008160042,1005400,EAST 15 STREET,EAST 14 STREET,SW,"(40.73663894, -73.99328247)",12074,11,4,10,7
