"school_year","building_code","dbn","location_name","location_code","address","borough","geographical_district_code","register","building_name","schools","schools_in_building","major_n","oth_n","nocrim_n","prop_n","vio_n","engroupa","rangea","avgofmajor_n","avgofoth_n","avgofnocrim_n","avgofprop_n","avgofvio_n","borough_name","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"2015-16","M134","01M134","P.S. 134 Henrietta Szold","M134","293 EAST BROADWAY","M","1","263","293 EAST BROADWAY CONSOLIDATED LOCATION","2","P.S. 134 Henrietta Szold |  P.S. 137 John L. Bernstein |  293 EAST BROADWAY CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10002","40.71457","-73.983724","3","1","202","1003736","1002880015","Lower East Side                                                            "
"2015-16","M136",,"6 EDGECOMBE AVENUE CONSOLIDATED LOCATION",,"6 EDGECOMBE AVENUE","M","5","788","6 EDGECOMBE AVENUE CONSOLIDATED LOCATION","4","Eagle Academy for Young Men of Harlem |  KAPPA IV |  Mott Hall High School |  Bread & Roses Integrated Arts High School |  6 EDGECOMBE AVENUE CONSOLIDATED LOCATION","2","6","27","2","6","5C","751-1000","0.38","1.71","2.38","0.98","0.82","MANHATTAN","10030","40.817372","-73.947712","10","9","22102","1059460","1019600001","Central Harlem North-Polo Grounds                                          "
"2015-16","M144","03M242","P.S. 242 - The Young Diplomats Magnet Academy","M242","134 WEST 122 STREET","M","3","214","134 WEST 122 STREET CONSOLIDATED LOCATION","2","P.S. 242 - The Young Diplomats Magnet Academy |  Future Leaders Institute Charter School |  134 WEST 122 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10027","40.8063","-73.948013","10","9","220","1057683","1019060011","Central Harlem South                                                       "
"2015-16","M154","05M154","P.S. 154 Harriet Tubman","M154","250 WEST 127 STREET","M","5","321",,"2","P.S. 154 Harriet Tubman | Democracy Prep Endurance Charter School","0","1","2","1","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","MANHATTAN","10027","40.810928","-73.948938","10","9","224","1058671","1019320010","Central Harlem North-Polo Grounds                                          "
"2015-16","M161","05M161","P.S. 161 Pedro Albizu Campos","M161","499 WEST 133 STREET","M","5","888",,"1","P.S. 161 Pedro Albizu Campos","0","0","6","0","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","MANHATTAN","10027","40.81755","-73.953041","9","9","21303","1059645","1019710001","Manhattanville                                                             "
"2015-16","M166","03M166","P.S. 166 The Richard Rodgers School of The Arts an","M166","132 WEST  89 STREET","M","3","614",,"1","P.S. 166 The Richard Rodgers School of The Arts an","0","0","0","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","MANHATTAN","10024","40.788865","-73.971847","7","6","173","1032308","1012190047","Upper West Side                                                            "
"2015-16","M173","06M349","Harbor Heights","M349","306 FORT WASHINGTON AVENUE","M","6","137","306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION","2","P.S. 173 |  Harbor Heights |  306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10033","40.845469","-73.940468","12","10","263","1063503","1021420154","Washington Heights South                                                   "
"2015-16","M188","01M188","P.S. 188 The Island School","M188","442 EAST HOUSTON STREET","M","1","489",,"2","P.S. 188 The Island School l Girls Prep Charter School","1","3","3","1","3","3C","251-500","0.27","0.9","1.67","0.63","0.44","MANHATTAN","10002","40.719598","-73.977904","3","2","20","1004349","1003560100","Lower East Side                                                            "
"2015-16","M192",,"500 WEST 138 STREET CONSOLIDATED LOCATION",,"500 WEST 138 STREET","M","6","715","500 WEST 138 STREET CONSOLIDATED LOCATION","3","P.S. 192 Jacob H. Schiff| Hamilton Grange Middle School| P.S. 325| 500 WEST 138 STREET CONSOLIDATED LOCATION","1","2","2","3","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","MANHATTAN","10031","40.820953","-73.951145","9","7","22301","1084132","1019880166","Manhattanville                                                             "
"2015-16","M263","06M366","Washington Heights Academy","M366","202 SHERMAN AVE","M","6","511",,"1","Washington Heights Academy","0","0","0","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","MANHATTAN","10034","40.8654","-73.921101","12","10","293","1081910","1022260041","Marble Hill-Inwood                                                         "
"2015-16","M206","04M206","P.S. 206 Jose Celso Barbosa","M206","508 EAST 120 STREET","M","4","484","508 EAST 120 STREET CONSOLIDATED LOCATION","2","River East Elementary |  P.S. 206 Jose Celso Barbosa |  508 EAST 120 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10035","40.797467","-73.930868","11","8","192","1084005","1018160001","East Harlem North                                                          "
"2015-16","M267","02M267","East Side Elementary School, PS 267","M267","213 EAST 63RD STREET","M","2","365",,"1","East Side Elementary School, PS 267","0","0","0","0","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","MANHATTAN","10065","40.763842","-73.964222","8","4","110","1087680","1014180007","Lenox Hill-Roosevelt Island                                                "
"2015-16","M282","02M896","Lower Manhattan Community Middle School","M896","26 BROADWAY","M","2","388","26 BROADWAY CONSOLIDATED LOCATION","3","Richard R. Green High School of Teaching |  Lower Manhattan Community Middle School |  26 BROADWAY CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10004","40.70568","-74.013302","1","1","9","1000811","1000220013","Battery Park City-Lower Manhattan                                          "
"2015-16","M486","02M529","Jacqueline Kennedy Onassis High School","M529","120 WEST  46 STREET","M","2","650",,"1","Jacqueline Kennedy Onassis High School","2","7","19","4","3","4C","501-750","0.28","1.11","1.74","0.75","0.53","MANHATTAN","10036","40.757729","-73.983078","5","4","119","1069583","1009980041","Midtown-Midtown South                                                      "
"2015-16","M440","02M605","Humanities Preparatory Academy","M605","351 WEST  18 STREET","M","2","209","351 WEST  18 STREET CONSOLIDATED LOCATION","6","James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10011","40.742867","-74.002136","4","3","89","1013096","1007420007","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"2015-16","M451","02M550","Liberty High School Academy for Newcomers","M550","250 WEST  18 STREET","M","2","427",,"1","Liberty High School Academy for Newcomers","0","0","1","0","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","MANHATTAN","10011","40.741657","-73.999307","4","3","81","1013858","1007670068","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"2015-16","M814","06M346","Community Health Academy of the Heights","M346","504 WEST 158TH STREET","M","6","645",,"1","Community Health Academy of the Heights","0","1","1","0","1","4C","501-750","0.28","1.11","1.74","0.75","0.53","MANHATTAN","10032","40.833687","-73.942072","12","7","241","1089242","1021160031","Washington Heights South                                                   "
"2015-16","M465","06M463","High School for Media and Communications","M463","549 AUDUBON AVENUE","M","6","427","549 AUDUBON AVENUE CONSOLIDATED LOCATION","5","George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10040","40.855954","-73.927051","12","10","277","1076751","1021600018","Washington Heights North                                                   "
"2015-16","M465",,"549 AUDUBON AVENUE CONSOLIDATED LOCATION",,"549 AUDUBON AVENUE","M","6","2045","549 AUDUBON AVENUE CONSOLIDATED LOCATION","5","George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION","2","7","18","2","7","10C","2001-2500","1.69","7.16","17.44","3.63","3.94","MANHATTAN","10040","40.855954","-73.927051","12","10","277","1076751","1021600018","Washington Heights North                                                   "
"2015-16","M470","84M523      ","Success Academy Charter School - Upper West","M577","145 WEST  84 STREET","M","3","542","145 WEST  84 STREET CONSOLIDATED LOCATION","5","The Urban Assembly School for Green Careers|The Global Learning Collaborative|Innovation Diploma Plus|FRANK McCOURT HIGH SCHOOL|Success Academy Charter School - Upper West|145 WEST  84 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10024","40.785803","-73.974614","7","6","169","1032128","1012150001","Upper West Side                                                            "
"2015-16","M475","02M420","High School for Health Professions and Human Servi","M420","345 EAST  15TH STREET","M","2","1700","345 EAST  15TH STREET CONSOLIDATED LOCATION","3","P.S. M226 |  Institute for Collaborative Education |  High School for Health Professions and Human Servi |  345 EAST  15TH STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","8C","1501-1750","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10003","40.732447","-73.983031","6","2","48","1020419","1009220008","Gramercy                                                                   "
"2015-16","M480","02M225","Ella Baker School","M225","317 EAST  67 STREET","M","2","335","317 EAST  67 STREET CONSOLIDATED LOCATION","5","Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10065","40.765359","-73.960059","8","5","118","1083343","1014420001","Lenox Hill-Roosevelt Island                                                "
"2015-16","M480","02M519","Talent Unlimited High School","M519","317 EAST  67 STREET","M","2","509","317 EAST  67 STREET CONSOLIDATED LOCATION","5","Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10065","40.765359","-73.960059","8","5","118","1083343","1014420001","Lenox Hill-Roosevelt Island                                                "
"2015-16","K008","13K008","P.S. 008 Robert Fulton","K008","37 HICKS STREET","K","13","924",,"1","P.S. 008 Robert Fulton","3","0","0","3","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11201","40.70071","-73.993241","2","33","1","3001540","3002110001","Brooklyn Heights-Cobble Hill                                               "
"2015-16","K002","17K002","Parkside Preparatory Academy","K002","655 PARKSIDE AVENUE","K","17","475","655 PARKSIDE AVENUE CONSOLIDATED LOCATION","3","Parkside Preparatory Academy |  P.S. K141 |Explore Charter High School |655 PARKSIDE AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11226","40.656183","-73.951583","9","40","802","3378201","3050500051","Prospect Lefferts Gardens-Wingate                                          "
"2015-16","K003","13K003","P.S. 003 The Bedford Village","K003","50 JEFFERSON AVENUE","K","13","450",,"1","P.S. 003 The Bedford Village","0","0","2","0","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11216","40.682663","-73.955338","3","36","227","3057406","3019980001","Clinton Hill                                                               "
"2015-16","K007","19K007","P.S. 007 Abraham Lincoln","K007","858 JAMAICA AVENUE","K","19","969",,"1","P.S. 007 Abraham Lincoln","0","0","0","0","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11208","40.689697","-73.873109","5","37","118201","3090998","3041060039","Cypress Hills-City Line                                                    "
"2015-16","K011","13K011","P.S. 011 Purvis J. Behan","K011","419 WAVERLY AVENUE","K","13","831",,"1","P.S. 011 Purvis J. Behan","1","0","0","1","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11238","40.685491","-73.966291","2","35","199","3332865","3019620010","Clinton Hill                                                               "
"2015-16","K048","20K048","P.S. 048 Mapleton","K048","6015 18 AVENUE","K","20","597",,"1","P.S. 048 Mapleton","0","0","0","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11204","40.621871","-73.987396","12","44","244","3132140","3055190001","Borough Park                                                               "
"2015-16","K013",,"557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION",,"557 PENNSYLVANIA AVENUE","K","19","519","557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION","2","P.S. 013 Roberto Clemente| Achievement First East New York Charter School| 557 PENNSYLVANIA AVENUE CONDOLIDATED LOCATION","0","2","2","0","2","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11207","40.663673","-73.893754","5","42","1126","3085070","3038230001","East New York (Pennsylvania Ave)                                           "
"2015-16","K014",,"2424 BATCHELDER STREET CONSOLIDATED LOCATION ",,"2424 BATCHELDER STREET","K","22","837","2424 BATCHELDER STREET CONSOLIDATED LOCATION ","2","J.H.S 014 Shell Bank | PS 77 (Brooklyn) |CONDOLIDATED LOCATION","1","2","3","3","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11235","40.593521","-73.937672","15","48","596","3203617","3074240001","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"2015-16","K017","14K017","P.S. 017 Henry D. Woodworth","K017","208 NORTH  5 STREET","K","14","292","208 NORTH  5 STREET CONSOLIDATED LOCATION","2","P.S. 017 Henry D. Woodworth |  Conselyea Preparatory School |  208 NORTH  5 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11211","40.715351","-73.956716","1","34","519","3062337","3023450001","North Side-South Side                                                      "
"2015-16","K018","14K018","P.S. 018 Edward Bush","K018","101 MAUJER STREET","K","14","192",,"1","P.S. 018 Edward Bush","0","0","0","0","0","2C","1-250","0.24","0.71","1.71","0.51","0.32","BROOKLYN ","11206","40.710609","-73.946977","1","34","503","3069559","3027870001","East Williamsburg                                                          "
"2015-16","K020","13K492","Academy of Arts and Letters","K492","225 ADELPHI STREET","K","13","515","225 ADELPHI STREET CONSOLIDATED LOCATION","2","P.S. 020 Clinton Hill |  Academy of Arts and Letters |  225 ADELPHI STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11205","40.690765","-73.971376","2","35","183","3058531","3020910003","Fort Greene                                                                "
