FID,NITG,INTERN_NR,MV_TOV_NAP,LENGTE_BORING,DIEPTE_TOV_NAP,DATUM_BORING,BOORSTAAT_TNO_LINK,META_DATA_TNO_LINK,PDF_BOORSTAAT_AANWEZIG_JANEE,PDF_BESTAND_LINK,KLASSE,GEOMETRIE
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ce3,B40C3315,9002,24.75,40,-15.25,15-05-2003,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3315"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/3079.pdf#page=159"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten30_40,POINT (186457 427374)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ce4,B40C3316,9035,22.91,50,-27.09,20-05-2003,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3316"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/3079.pdf#page=170"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (186407 427464)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ce5,B40C3317,1,31.5,24.5,7,14-03-2000,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3317"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2501.pdff#page=16"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (188208 426291)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ce6,B40C3318,2,31.5,24.3,7.2,05-02-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3318"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2501.pdff#page=18"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (188208 426300)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ce7,B40C3319,3,31.5,20,11.5,08-02-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3319"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2501.pdff#page=19"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (188209 426291)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ce8,B40C3320,4,31.5,24.3,7.2,06-02-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3320"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2501.pdff#page=20"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (188217 426293)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ce9,B40C3321,5,31.5,15,16.5,08-02-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3321"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2501.pdff#page=21"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (188212 426291)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cea,B40C3322,6,31.5,10,21.5,09-02-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3322"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2501.pdff#page=22"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten0_10,POINT (188210 426289)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ceb,B40C3323,7,31.5,15,16.5,09-02-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3323"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2501.pdff#page=23"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (188207 426289)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cec,B40C3324,8,31.5,10,21.5,09-02-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3324"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2501.pdff#page=24"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten0_10,POINT (188205 426291)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2ced,B40C3325,9,31.5,15,16.5,08-02-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3325"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2501.pdff#page=25"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (188207 426296)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cee,B40C3326,10,31.5,10,21.5,07-02-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3326"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2501.pdff#page=26"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten0_10,POINT (188211 426295)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cef,B40C3327,1,24.75,20,4.75,01-07-1987,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3327"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/139.pdf#page=22"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (187180 426176)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cf0,B40C3328,2,25.5,20,5.5,25-02-1987,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3328"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/139.pdf#page=23"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (187251 426260)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cf1,B40C3329,1000,24,26.25,-2.25,18-01-2010,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3329"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"ja, maar rapport is nog niet digitaal","<A HREF=""http://145.11.60.41/imap/multimedia/in welke rapport?"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (186424 426978)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cf2,B40C3330,1001,25,27.8,-2.8,20-01-2010,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3330"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"ja, maar rapport is nog niet digitaal","<A HREF=""http://145.11.60.41/imap/multimedia/in welke rapport?"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (186456 427056)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cf3,B40C3331,1002,23.5,28.1,-4.6,13-01-2010,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3331"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"ja, maar rapport is nog niet digitaal","<A HREF=""http://145.11.60.41/imap/multimedia/in welke rapport?"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (186534 426977)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cf4,B40C3332,1003,23.75,28.1,-4.35,11-01-2010,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3332"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"ja, maar rapport is nog niet digitaal","<A HREF=""http://145.11.60.41/imap/multimedia/in welke rapport?"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (186467 426940)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cf5,B40C3333,1004,24.75,28,-3.25,12-01-2010,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3333"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"ja, maar rapport is nog niet digitaal","<A HREF=""http://145.11.60.41/imap/multimedia/in welke rapport?"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (186623 427056)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cf6,B40C3334,11,27,21,6,06-06-1994,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3334"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"ja, maar rapportage nog niet digitaal","<A HREF=""http://145.11.60.41/imap/multimedia/in welke rapport?"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (187739 426122)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cf7,B40C3335,12,27,16,11,09-06-1994,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3335"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"ja, maar rapportage nog niet digitaal","<A HREF=""http://145.11.60.41/imap/multimedia/in welke rapport?"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (187739 426120)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cf8,B40C3336,13,27,23,4,09-06-1994,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3336"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"ja, maar rapportage nog niet digitaal","<A HREF=""http://145.11.60.41/imap/multimedia/in welke rapport?"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (187740 426124)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cf9,B40C3337,PBB,24.5,19,5.5,29-05-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3337"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2980.pdf#page=101"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (186525 427016)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cfa,B40C3338,PBC,24,18.5,5.5,29-05-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3338"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2980.pdf#page=101"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (186480 426978)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cfb,B40C3339,1001,28,35,-7,05-11-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3339"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/ja, maar rapportage nog niet digitaal"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten30_40,POINT (187295 428074)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cfc,B40C3340,1002,25.4,25,0.4,22-11-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3340"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/ja, maar rapportage nog niet digitaal"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (187037 427889)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cfd,B40C3341,1003,25.6,45,-19.4,22-11-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3341"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/ja, maar rapportage nog niet digitaal"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187143 428089)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cfe,B40C3342,601,24.2,20.4,3.8,04-11-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3342"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"ja, maar rapportage is nog niet aanwezig","<A HREF=""http://145.11.60.41/imap/multimedia/rapport nog niet aanwezig"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (187132 428509)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2cff,B40C3343,603,15,11.2,3.8,22-11-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3343"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"ja, maar rapportage is nog niet aanwezig","<A HREF=""http://145.11.60.41/imap/multimedia/rapport nog niet aanwezig"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (187151 428573)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d00,B40C3344,604,24.2,40,-15.8,04-11-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3344"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,"ja, maar rapportage is nog niet aanwezig","<A HREF=""http://145.11.60.41/imap/multimedia/rapport nog niet aanwezig"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten30_40,POINT (187124 428486)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d01,B40C2933,-,8.71,1.4,7.31,05-09-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2933"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186577 435662)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d02,B40C2987,-,8.72,1.4,7.32,05-10-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2987"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186625 435260)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d03,B40C2993,-,8.76,1.4,7.36,04-11-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2993"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186550 435220)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d04,B40C3036,-,8.76,1.4,7.36,04-12-2001,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3036"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186668 435210)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d05,B40C3026,-,8.78,1.4,7.38,03-01-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3026"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186713 435240)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d06,B40C2942,-,8.67,1.45,7.22,02-02-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2942"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186600 435540)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d07,B40C2961,-,8.69,1.45,7.24,04-03-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2961"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186525 435420)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d08,B40C3038,-,8.71,1.45,7.26,03-04-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3038"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186656 435194)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d09,B40C3001,-,8.72,1.45,7.27,03-05-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3001"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186575 435180)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d0a,B40C2877,-,,1.5,-1.5,02-06-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2877"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (187960 428608)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d0b,B40C2995,-,8.6,1.5,7.1,02-07-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2995"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186650 435220)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d0c,B40C2935,-,8.66,1.5,7.16,01-08-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2935"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186650 435621)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d0d,B40C2940,-,8.66,1.5,7.16,31-08-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2940"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186575 435580)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d0e,B40C2978,-,8.67,1.5,7.17,30-09-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2978"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186550 435300)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d0f,B40C3007,-,8.69,1.5,7.19,30-10-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3007"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186650 435191)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d10,B40C2943,-,8.7,1.5,7.2,29-11-2002,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C2943"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten0_10,POINT (186650 435540)
