BOOMSOORT,LATIJNSENA,STATUS,PLANTJAAR,HOOGTE,DIAMETER,EINDBEELD,VITALITEIT,LEVENSVERW,BEHEERDER,KORTETERM,OPPERVLAK,RANDLENGTE,LANGETERM,VTACONTROL,WEGTYPE,STANDPLAAT,GEOID,longitude,latitude
Es,Fraxinus excelsior Diversifolia,Basis,1999,6-9,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,79439,5.48903945295,51.429386557199997
Berk,Betula pendula,Basis,1990,15-18,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,82409,5.43706521763,51.419166045300003
Haagbeuk,Carpinus betulus,Basis,1990,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,45021,5.44717313958,51.489673052400001
Eik,Quercus robur,Basis,1965,18-24,40 t/m 45,TR 4.20,Basis,>15 jr,REB Buitengebied,BgsA,0,0,Geen actie,C 1 x 5jr,Voetpad,Beplanting,65137,5.50411583452,51.4884242503
Es,Fraxinus excelsior Den Bosch,Basis,1985,9-12,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,28348,5.51989352331,51.442707517700001
Haagbeuk,Carpinus betulus Fastigiata,Basis,1970,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,30355,5.48951397814,51.465578387699999
Eik,Quercus robur,Basis,1985,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,Fietspad,Verharding,109216,5.45200828844,51.491027864599999
Linde,Tilia europaea Pallida,Waardevol,1970,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,111147,5.43894548164,51.439431783800003
Eik,Quercus robur,Waardevol,1950,18-24,65 t/m 70,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Berm,49801,5.43839436253,51.473425894199998
Eik,Quercus robur,Basis,1980,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,3,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Gazon,45897,5.4529124984,51.4718488149
Sierappel,Malus tschonoskii,Basis,1975,9-12,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,112236,5.43351763445,51.439800316300001
Plataan,Platanus hispanica,Waardevol,1975,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,>2.5-5,0,Geen actie,C 1 x 3jr,Fietspad,Verharding,3512,5.46620358153,51.424452010300001
,,,0,,,,,,REB Stedelijk,,,0,,,,,10746,5.49123209006,51.414052929900002
Valse acasia,Robinia pseudoacacia,Waardevol,1940,12-15,85 t/m 90,TR 4.20,Laag,10-15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x jr,EB geen rijstr.ind,Gazon,135497,5.46133476983,51.422229964800003
Populier,Populus euramericana,Basis,1980,18-24,45 t/m 50,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,82645,5.44837613659,51.428310130699998
Eik,Quercus robur,Basis,1985,6-9,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Beplanting,15290,5.51442451408,51.421777538500002
Eik,Quercus robur,Basis,2006,,,TR 3.00,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,,Gazon,103876,5.42963027961,51.484910566300002
Wilg,Salix alba,Basis,2000,< 6,15 t/m 20,Knot,Basis,>15 jr,REB Buitengebied,Altijd,0,0,Geen actie,C 1 x 5jr,NVT,Berm,122610,5.52948906881,51.455690064800002
Esdoorn,Acer platanoides,Basis,1965,9-12,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,21241,5.50349446711,51.423205996299998
Haagbeuk,Carpinus betulus Purpurea,Basis,1978,6-9,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,91263,5.45818477079,51.440792104700002
Es,Fraxinus angustifolia Raywood,Basis,1970,15-18,40 t/m 45,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,62104,5.44011148558,51.416241549799999
Haagbeuk,Carpinus betulus Purpurea,Basis,1986,9-12,15 t/m 20,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,16755,5.50163043436,51.443066595099999
Esdoorn,Acer platanoides Royal Red,Basis,1990,6-9,20 t/m 25,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,2.5,3,Geen actie,C 1 x 3jr,Fietspad,Gazon,82663,5.43628129132,51.424691554299997
Eik,Quercus robur,Waardevol,1970,18-24,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Berm,49402,5.43645906678,51.474117849599999
Peer,Pyrus calleryana Chanticleer,Basis,1990,6-9,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,3450,5.44894075903,51.423272644599997
Esdoorn,Acer platanoides Cleveland,Basis,2008,,,TR 4.20,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,,Verharding,103713,5.46450455392,51.420724858600003
Valse Christusdoorn,Gleditsia triacanthos Elegantissima,Basis,1985,< 6,20 t/m 25,Bol,Basis,10-15 jr,REB Stedelijk,Altijd,2.5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,65320,5.51256299241,51.445221464299998
Eik,Quercus robur,Waardevol,1940,18-24,65 t/m 70,TR 4.20,Basis,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,EB geen rijstr.ind,Berm,140288,5.42820137569,51.466031395199998
Berk,Betula pendula,Basis,1971,9-12,20 t/m 25,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,2.5,4,Geen actie,C 1 x 3jr,Voetpad,Gazon,131417,5.50415693283,51.453870033699999
Peer,Pyrus calleryana Chanticleer,Basis,1985,6-9,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Beplanting,124888,5.48068922474,51.4837543314
Els,Alnus incana,Basis,1990,12-15,20 t/m 25,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,2.5,2,Geen actie,C 1 x 3jr,Voetpad,Gazon,135793,5.45430210946,51.430556686599999
Eik,Quercus robur,Waardevol,1960,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Berm,72162,5.49441745912,51.486539681799997
Iep,Ulmus hollandica Vegeta,Waardevol,1970,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Eenrw.> 1 rijstr,Berm,39455,5.48647384424,51.468641820199998
Populier,Populus balsamifera,Basis,1975,< 6,0 t/m 5,TR 4.20,Geen,Geen,REB Stedelijk,BgsA,0,0,Boomspiegel verwijderen,C 1 x 3jr,EB geen rijstr.ind,Berm,72629,5.48457233005,51.495406197500003
Beuk,Fagus sylvatica,Waardevol,1954,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,67509,5.53412141852,51.439518636300001
Linde,Tilia europaea Pallida,Basis,1975,15-18,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,136421,5.46274054425,51.430220947400002
Linde,Tilia cordata Rancho,Waardevol,1995,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Gazon,96054,5.46730945933,51.433636199399999
Populier,Populus alba,Waardevol,1960,18-24,80 t/m 85,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Berm,126044,5.44546667563,51.412758837799998
Eik,Quercus robur,Basis,1970,18-24,60 t/m 65,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,69828,5.47385288046,51.477326928399997
Linde,Tilia europaea Euchlora,Basis,1980,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,18460,5.50249809164,51.425791002300002
Es,Fraxinus excelsior,Basis,1980,9-12,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,45563,5.44827225927,51.487120585500001
Els,Alnus glutinosa,Basis,1990,9-12,20 t/m 25,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,120082,5.43142351191,51.415862792299997
Paardenkastanje,Aesculus hippocastanum Baumannii,Basis,1960,15-18,60 t/m 65,TR 3.00,Zeer laag,<5 jr,REB Stedelijk,BgsB,0,0,Kapvergunning,C 1 x 3jr,NVT,Gazon,25688,5.51235946983,51.436190832299999
Eik,Quercus robur,Monumentaal,1930,> 24,55 t/m 60,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsA,0,0,Geen actie,C 1 x 3jr,Voetpad,Anders,71845,5.44110944352,51.457321639900002
Populier,Populus canescens,Waardevol,1970,> 24,>100,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Berm,123471,5.5194524458,51.4542858724
Hemelboom,Ailanthus altissima,Basis,2007,,,TR 3.00,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,,Beplanting,100311,5.44657261043,51.488119798
Wilg,Salix alba,Basis,1960,18-24,65 t/m 70,Knot,Basis,10-15 jr,Sportparken,OhsA,0,0,Geen actie,C 1 x jr,NVT,Beplanting,13631,5.48081786907,51.407682428800001
Linde,Tilia europaea Euchlora,Basis,1965,12-15,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,48,5.48940192774,51.472841624200001
Wilg,Salix alba,Basis,1980,6-9,50 t/m 55,Knot,Basis,>15 jr,REB Stedelijk,Altijd,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,130028,5.44101703685,51.412612327399998
Valse Tulpenboom,Magnolia kobus,Basis,1980,6-9,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,16715,5.51763269271,51.451389272100002
Paardenkastanje,Aesculus hippocastanum Baumannii,Basis,1970,12-15,40 t/m 45,TR 4.20,Basis,5-10 jr,REB Stedelijk,BgsB,>5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,131979,5.46158140678,51.4571491552
Es,Fraxinus ornus Arie Peters,Basis,1980,9-12,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,133129,5.44006026083,51.415024899800002
Trompetboom,Catalpa bignonioides Nana,Basis,1990,< 6,25 t/m 30,Knot,Basis,>15 jr,REB Stedelijk,Altijd,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,102579,5.46796382666,51.450903610099999
Els,Alnus glutinosa,Basis,1990,15-18,25 t/m 30,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,121584,5.44682005051,51.4247631673
Eik,Quercus robur,Waardevol,1970,12-15,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x jr,EB geen rijstr.ind,Beplanting,19628,5.51583112855,51.418094637000003
Es,Fraxinus angustifolia,Basis,1990,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,47812,5.46492054936,51.483531600299997
Lijsterbes,Sorbus intermedia,Basis,1975,6-9,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,76348,5.47972592438,51.483922999299999
Linde,Tilia americana,Basis,1960,18-24,65 t/m 70,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Beplanting,8803,5.48836244915,51.416146840499998
Els,Alnus incana,Waardevol,1990,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,44340,5.4267026289,51.4791545458
Beuk,Fagus sylvatica,Monumentaal,1910,18-24,90 t/m 95,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,9870,5.48355025232,51.427012066300001
Linde,Tilia vulgaris europaea,Waardevol,1975,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,100459,5.45349389154,51.4236280776
Populier,Populus euramericana,Basis,1970,> 24,50 t/m 55,Vrij uitgroei,Basis,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,NVT,Berm,68546,5.49712276064,51.456466869700002
Eik,Quercus palustris,Basis,1960,18-24,70 t/m 75,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,15773,5.5071359413,51.416630020900001
Eik,Quercus robur,Basis,1957,15-18,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,131442,5.50675649263,51.453642435900001
Eik,Quercus robur,Waardevol,1995,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Berm,13518,5.48158912975,51.408468128300001
Linde,Tilia europaea Pallida,Basis,1965,15-18,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,7773,5.49448767829,51.432912278300002
Plataan,Platanus hispanica,Basis,1975,15-18,55 t/m 60,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,118822,5.43448987083,51.422923691999998
Linde,Tilia europaea Euchlora,Basis,1970,12-15,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,130360,5.46314722715,51.420102116999999
Kers,Prunus sargentii,Basis,1970,9-12,25 t/m 30,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,101491,5.52083583919,51.440878196100002
Eik,Quercus palustris,Waardevol,1960,> 24,75 t/m 80,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,38080,5.45496868328,51.468538209000002
Esdoorn,Acer platanoides Olmsted,Basis,1980,6-9,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,56002,5.43231294432,51.476630953200001
Berk,Betula pendula,Basis,1995,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,129227,5.4424654254,51.4209882177
Esdoorn,Acer pseudoplatanus,Waardevol,2005,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Berm,65227,5.45156882406,51.492389088400003
Iep,Ulmus hollandica Commelin,Basis,1970,18-24,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Gazon,23558,5.51833356494,51.453046887799999
Berk,Betula pendula,Waardevol,1960,18-24,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Gazon,38167,5.4615370235,51.464891634899999
Esdoorn,Acer saccharinum Elegant,Waardevol,1965,12-15,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Berm,100062,5.46619736961,51.433128541499997
Esdoorn,Acer pseudoplatanus,Basis,1975,9-12,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,82919,5.44015314868,51.419823514699999
Eik,Quercus rubra,Waardevol,1950,18-24,55 t/m 60,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Berm,131598,5.43566457346,51.414290318200003
Amberboom,Liquidambar styraciflua,Basis,2005,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,3,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,109152,5.4267580161,51.484872550200002
Linde,Tilia europaea Euchlora,Waardevol,1975,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,>2.5-5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,66706,5.46105382388,51.462920889899998
Paardenkastanje,Aesculus carnea Briotii,Basis,1970,15-18,65 t/m 70,TR 4.20,Laag,5-10 jr,REB Stedelijk,OhsA,2.5,0,Kapvergunning,C 1 x jr,EB geen rijstr.ind,Verharding,35994,5.46254461845,51.463511155299997
Esdoorn,Acer platanoides Drummondii,Basis,1980,9-12,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,15777,5.50536802057,51.417786624000001
Berk,Betula pendula,Basis,2006,,,TR 3.00,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,,Beplanting,103926,5.42504990197,51.482527764099999
Eik,Quercus robur,Basis,1985,9-12,20 t/m 25,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,85956,5.43196542068,51.423476318500001
Es,Fraxinus excelsior,Basis,1985,9-12,20 t/m 25,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,82356,5.43839436951,51.4185243043
Valse acasia,Robinia pseudoacacia Umbraculifera,Basis,2005,< 6,5 t/m 10,Bol,Basis,>15 jr,REB Stedelijk,Altijd,2.5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,128904,5.48912976533,51.4188816737
Es,Fraxinus americana Microcarpa,Basis,1990,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,55494,5.45466757171,51.479789793599998
Berk,Betula populifolia,Basis,1995,6-9,25 t/m 30,TR 3.00,Laag,10-15 jr,REB Buitengebied,BgsB,0,0,Geen actie,C 1 x 5jr,EB geen rijstr.ind,Beplanting,27412,5.5042530046,51.444263304499998
Eik,Quercus robur,Waardevol,2003,< 6,5 t/m 10,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,104730,5.51445895212,51.4293561291
Eik,Quercus robur,Waardevol,1965,18-24,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Berm,12876,5.52326119226,51.432828858900002
Berk,Betula pendula,Basis,1990,6-9,5 t/m 10,TR 4.20,Laag,>15 jr,REB Stedelijk,OhsB,2.5,4,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,128119,5.50515311696,51.451643648800001
Peer,Pyrus calleryana Chanticleer,Basis,2005,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,20310,5.50686797911,51.427145765699997
Kers,Prunus sargentii Rancho,Basis,1990,6-9,20 t/m 25,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,10008,5.49196551235,51.429678655799997
Berk,Betula papyrifera,Basis,1980,12-15,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,123447,5.46405648199,51.482709999400001
Haagbeuk,Carpinus betulus Fastigiata,Basis,1985,9-12,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,33552,5.48933513187,51.458392417900001
Esdoorn,Acer rubrum Morgan,Basis,2008,,,TR 4.20,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,,Verharding,103287,5.45596708443,51.424096624699999
Esdoorn,Acer campestre Elsrijk,Basis,1985,6-9,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,51386,5.46284089054,51.476931475800001
Els,Alnus glutinosa,Basis,1990,9-12,20 t/m 25,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,131273,5.43470960425,51.410059492199998
Japanse Noteboom,Ginkgo biloba,Basis,1990,< 6,0 t/m 5,TR 4.20,Geen,Geen,REB Stedelijk,BgsA,0,0,Boomspiegel verwijderen,C 1 x 3jr,EB geen rijstr.ind,Verharding,82935,5.44145683399,51.420292707500003
Haagbeuk,Carpinus betulus Columnaris,Waardevol,1966,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,45864,5.46677746293,51.4758440118
Es,Fraxinus ornus Arie Peters,Basis,1985,< 6,25 t/m 30,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,2.5,4,Geen actie,C 1 x 3jr,Voetpad,Gazon,3929,5.47527038162,51.428951407200003
Esdoorn,Acer platanoides Cleveland,Basis,1980,12-15,45 t/m 50,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsA,0,0,Geen actie,C 1 x 3jr,Voetpad,Gazon,18026,5.52318007263,51.439987168000002
Eik,Quercus robur,Basis,1960,18-24,65 t/m 70,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x jr,EB geen rijstr.ind,Berm,14688,5.51612602357,51.425956210700001
Es,Fraxinus excelsior Geessink,Basis,1985,9-12,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,22918,5.51808814788,51.445843778799997
Eik,Quercus robur,Waardevol,1960,18-24,60 t/m 65,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,68028,5.54074094223,51.432016220900003
Plataan,Platanus hispanica,Waardevol,1966,15-18,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsA,>2.5-5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,27335,5.49359405728,51.438647969000002
Linde,Tilia cordata Greenspire,Basis,1990,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,45973,5.43102245048,51.474091081499999
Es,Fraxinus excelsior Diversifolia,Basis,1985,9-12,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,128809,5.44373692329,51.421748534899997
Es,Fraxinus excelsior Westhofs Glorie,Basis,1985,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,16448,5.51953876712,51.446169382400001
Haagbeuk,Carpinus betulus,Basis,1975,9-12,25 t/m 30,Vrij uitgroei,Basis,>15 jr,Sportparken,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,60978,5.4812301274,51.408523600400002
Kers,Prunus avium Plena,Basis,1970,9-12,30 t/m 35,TR 4.20,Laag,5-10 jr,REB Stedelijk,OhsA,2.5,0,Advies rooien,C 1 x jr,EB geen rijstr.ind,Verharding,57050,5.4468570065,51.485301225400001
Iep,Ulmus hollandica Commelin,Waardevol,1960,15-18,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Gazon,70508,5.48518590189,51.4761592841
Haagbeuk,Carpinus betulus Purpurea,Basis,1990,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,52388,5.4636056376,51.484712392799999
Eik,Quercus robur,Waardevol,1965,18-24,55 t/m 60,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsA,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Gazon,30158,5.47718545224,51.455751380599999
Berk,Betula pendula,Basis,1980,15-18,35 t/m 40,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,26363,5.51980527284,51.442571673300002
Plataan,Platanus hispanica,Basis,1975,9-12,25 t/m 30,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsA,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,26781,5.52178688155,51.445925776000003
