FID,vrt_code,vrtnaam,haven_vaar,meetpunt_b,meetpunt_e,trajectlen,trajectnr,traject_v_,ysc_naam,ysc_nr,ysc_tel_nr,kenmerk_id,id,se_anno_cad_data,gdb_geomattr_data,shape
ijstraject.11,201,Vaarweg vanaf de Oude-Wetering via Leiden en Delft naar Rotterdam,,14.1,18.7,,04 - 06,Voorschoten - Leiden,Prov. Zuid-Holland,,,,25110945,,,"LINESTRING (52.160599999 4.514699999000015, 52.160199999999975 4.514600001000019, 52.154499999999985 4.513700001000018, 52.152899999 4.513300001999994, 52.151999999 4.5128999990000125, 52.15129999800001 4.512400001000003, 52.15050000000002 4.511700001000008, 52.149700000999985 4.5108000000000175, 52.14950000099998 4.51049999899999, 52.14860000099998 4.509199998999975, 52.14789999999999 4.508000001000028, 52.14730000100002 4.506799999999998, 52.146600001000024 4.505100001000017, 52.14579999799997 4.502500000999987, 52.14469999800002 4.499499999000022, 52.14280000000002 4.493400000000008, 52.14180000099998 4.489799999000013, 52.140600000000006 4.487199998999984, 52.13989999900002 4.485500000000002, 52.13919999799998 4.484399999999994, 52.138900001000025 4.48380000100002, 52.13870000100002 4.483100001000025, 52.13839999999999 4.482399999999984, 52.13809999799997 4.481600001000004, 52.13729999999998 4.479200002000027, 52.136199999999974 4.4769000000000005, 52.134799998000005 4.473099998999999, 52.134000000000015 4.47120000000001, 52.133699998 4.469799998999974)"
ijstraject.12,206,Oude Rijn,,39,39.4,,08 - 09,Koudekerk a/d Rijn - Heimanswetering,Prov. Zuid-Holland,,,,25110971,,,"LINESTRING (52.14209999899998 4.647399999000015, 52.141899998999975 4.646299999000007, 52.14180000099998 4.645799997999973, 52.14090000099998 4.642200000999992, 52.14090000099998 4.642099998999981)"
ijstraject.13,150g,Burgemeester Delenkanaal en havens van Oss,,1.6,3.2,,02 - 03,Sluis Macharen-Havens Oss,Gem. Oss,,0412-462743,,28498107,,,"LINESTRING (51.80490000200001 5.548500000999979, 51.804400000999976 5.548300002000019, 51.80290000100001 5.548099997999998, 51.800900001 5.547499999000024, 51.79910000000001 5.546599999000023, 51.795000001999995 5.544399999000007, 51.79390000199999 5.543999999999983, 51.79180000000002 5.5432999989999985, 51.790899998999976 5.543099998999992)"
ijstraject.14,150g,Burgemeester Delenkanaal en havens van Oss,,3.2,4.9,,03 - 04,Havens Oss,Gem. Oss,,0412-462743,,28498115,,,"LINESTRING (51.790899998999976 5.543099998999992, 51.790700000000015 5.543000000999996, 51.78860000100002 5.542100000999994, 51.78200000200002 5.541200000999993, 51.78139999899997 5.541099998999982, 51.78119999900002 5.541200000999993, 51.78090000200001 5.541299998999989, 51.78049999799998 5.541800000000023, 51.78049999799998 5.542500000000018, 51.780200001000026 5.54910000000001)"
ijstraject.15,233,"Noordzeekanaal, Afgesloten-IJ en Buiten-IJ",,14.2,25.8,,01 - 02,Oranjesluizen - Zijkanaal G,Gem. Amsterdam CNB,,020-6221515,,29360569,,,"LINESTRING (52.42179999899997 4.812399997999989, 52.41809999899999 4.8405999990000055, 52.416000000999986 4.856600001000004, 52.41550000000001 4.858699999999999, 52.41490000099998 4.861400000999993, 52.41429999799999 4.863099999999974, 52.413400002 4.865099999999984, 52.412099997999974 4.867600001000028, 52.411400001000004 4.8691000009999925, 52.41120000199999 4.869399998000006, 52.410199999999975 4.8709999989999915, 52.409100000000024 4.872599999999977, 52.408199998999976 4.873799997999981, 52.405099999000015 4.87779999899999, 52.403399999999976 4.880800001000011, 52.395399999000006 4.890900000999977, 52.393899999999974 4.892299998999988, 52.39160000200002 4.893800001999978, 52.38819999999998 4.895500001000016, 52.38610000199998 4.896200001000011, 52.385400000999994 4.896499999000014, 52.38459999899999 4.897100002000002, 52.38349999899998 4.89820000200001, 52.38259999799999 4.899300002000018, 52.38219999900002 4.899700000999985, 52.38089999900001 4.901900001000001, 52.379999999000006 4.904300001000024, 52.37959999999998 4.907600000999992, 52.379500001999986 4.910399998999992, 52.379799999 4.912799999000015, 52.37990000100001 4.913099999999986, 52.38039999799997 4.917300001000001, 52.38100000100002 4.922400001000028, 52.38190000100002 4.9295999999999935, 52.38219999900002 4.932100002000027, 52.38239999899997 4.937800001000028, 52.38239999899997 4.943100001999994, 52.38190000100002 4.952300001000026)"
ijstraject.16,403b4,Slenk,,0,5.7,,11 - 12,Slenk,RWS Noord-Nederland Waddenzee,,0562-443100,,27872321,,,"LINESTRING (53.316700000000026 5.2608999980000135, 53.31740000100001 5.259700000000009, 53.31839999900001 5.257599997999989, 53.319600001000026 5.254299998000022, 53.32040000000001 5.251300000000015, 53.320599999000024 5.250399999000024, 53.32070000099998 5.249400001000026, 53.3211 5.245400000000018, 53.32140000200002 5.241300002000003, 53.321500000000015 5.240099999999984, 53.321699998999975 5.239300001000004, 53.32200000099999 5.238699999000005, 53.32279999899998 5.237700000000018, 53.323199998999996 5.2371000009999875, 53.32679999999999 5.232399999999984, 53.327199999000015 5.231899999000007, 53.329399998999975 5.229499998999984, 53.33100000000002 5.227800000000002, 53.33159999899999 5.227100000000007, 53.33219999800002 5.226300001000027, 53.33249999999998 5.2254999990000215, 53.33280000100001 5.224599997999974, 53.332899999000006 5.223900001000004, 53.33339999999998 5.22120000000001, 53.33370000100001 5.219400000000007, 53.333999999000014 5.217500001000019, 53.334100001000024 5.216699999000014, 53.334299999999985 5.215500001000009, 53.334899999000015 5.213000000000022, 53.33529999899997 5.21139999899998, 53.33570000200001 5.210499997999989, 53.33639999899998 5.209399997999981, 53.33680000200002 5.208900001000018, 53.33749999899999 5.208299997999973, 53.33879999800001 5.207600001000003, 53.33960000100001 5.207100000000025, 53.340300001 5.206799998999998, 53.34140000100001 5.206200000000024, 53.34239999900001 5.205499998999983, 53.34309999999999 5.204599998999981, 53.34400000099998 5.20369999899998, 53.344799998999974 5.203100000000006, 53.34760000199998 5.202300001000026)"
ijstraject.17,403c1,Schuitengat en Oosterom,,5.3,6.6,,12 - 13,Schuitengat - Terschelling,RWS Noord-Nederland Waddenzee,,0562-443100,,27872325,,,"LINESTRING (53.340700001000016 5.186999999000022, 53.341899997999974 5.189300000999992, 53.3433 5.192299998999999, 53.34389999899997 5.193799999000021, 53.345800000999986 5.198600001999978, 53.34600000099999 5.199000001000002, 53.34760000199998 5.202300001000026, 53.348299999000005 5.203800000000001, 53.34910000100001 5.205899998999996, 53.350599999999986 5.210200000999976, 53.35159999899997 5.213100000999987, 53.352499998999974 5.21629999999999, 53.35310000200002 5.217799999000022, 53.353500000999986 5.218600001000027, 53.35390000000001 5.2190000009999835)"
ijstraject.18,006,"Vaarwegen in de stad Groningen, Reitdiep en Lauwersmeer",,35.3,46.3,,12 - 13,Zoutkamp - Oostmahorn,Prov. Groningen,,050-3164579,,9928569,,,"LINESTRING (53.33740000099999 6.296799998999973, 53.33810000099999 6.295699999000021, 53.338500001 6.294799997999974, 53.33900000199998 6.291999998999984, 53.33909999999997 6.291900000999988, 53.339999999999975 6.290600002000019, 53.340599999000005 6.289600000000007, 53.34109999999998 6.288099999999986, 53.34219999999999 6.282200000999978, 53.34250000100002 6.2809999990000165, 53.34250000100002 6.280699997999989, 53.34299999799998 6.2791000010000175, 53.34409999799999 6.2765999999999735, 53.34530000000001 6.27389999899998, 53.345699998999976 6.271200001000011, 53.34609999899999 6.267099998999981, 53.34640000000002 6.2642999999999915, 53.347199999 6.260400000999994, 53.348000001 6.257199999000022, 53.34849999800002 6.254700001000003, 53.34849999800002 6.253699998999991, 53.348599999999976 6.252500000999987, 53.34820000100001 6.250100002000011, 53.347800001999985 6.248399999000014, 53.34609999899999 6.245000000999994, 53.34360000100003 6.240400001000012, 53.342900000999975 6.238499998999998, 53.34279999900002 6.236900002000027, 53.342900000999975 6.234800000000007, 53.34299999799998 6.233600002000003, 53.34340000200001 6.232399999999984, 53.34409999799999 6.231199998000022, 53.34499999899998 6.230200000000025, 53.34589999899998 6.229499998999984, 53.346900000999995 6.22890000000001, 53.347699999999975 6.228399998999976, 53.348599999999976 6.227899997999998, 53.350299999000015 6.227299999000024, 53.35200000200001 6.226500000999977, 53.35330000099998 6.225400001000025, 53.35420000200003 6.224800001999995, 53.35590000100001 6.222199998999997, 53.356699999 6.220699998999976, 53.35759999999999 6.2184999990000165, 53.358299999999986 6.216499999000007, 53.3587 6.215100001999986, 53.35900000100003 6.213700000000017, 53.35929999899997 6.211300000999984, 53.35949999799999 6.209499999999991, 53.36010000099998 6.200599997999973, 53.36080000200002 6.19599999899998, 53.362500001 6.189199998999982, 53.36389999800002 6.185199997999973, 53.36549999900001 6.182000000000016, 53.36740000200001 6.179499998999972, 53.36910000099999 6.177200001000017, 53.370499998000014 6.175799998999992, 53.37240000100002 6.1746000009999875, 53.37269999799997 6.174400002000027, 53.374000002 6.173500000999979, 53.375700000999984 6.172400001000028, 53.378300000000024 6.170899997999982, 53.378600000999995 6.170799999999986)"
ijstraject.19,060,Lemmer - Delfzijl,,94.8,115.8,,05 - 06,Sluis Terhorne - Pr.Margrietsluis,RWS Noord-Nederland Lemmer-Delfzijl,,000-0000000,,9928593,,,"LINESTRING (53.04650000100003 5.773300000000006, 53.045799999999986 5.77169999900002, 53.042700000000025 5.763999999000021, 53.04129999899999 5.760400000999994, 53.03629999999998 5.748599999000021, 53.03290000200002 5.739999997999973, 53.03200000200002 5.738499998999998, 53.02879999999999 5.734399999999994, 53.02800000100001 5.733399997999982, 53.02710000100001 5.732299997999974, 53.02450000099998 5.72890000000001, 53.02069999999998 5.725000001000012, 53.01969999800002 5.724399999000013, 53.01729999899999 5.723599999999976, 53.01720000099999 5.723599999999976, 53.009900000000016 5.721999998999991, 53.009300000999986 5.721799998999984, 53.008699998 5.721299998000006, 53.008099999000024 5.721000000999993, 53.006999999000016 5.719799998999974, 53.00569999999999 5.718199997999989, 53.004200000000026 5.715199999999982, 53.00180000099999 5.71070000200001, 53.00180000099999 5.7105999999999995, 52.99969999899997 5.706300001999978, 52.99759999999998 5.702399999000022, 52.99740000100002 5.701999999999998, 52.99689999999998 5.701000001000011, 52.996199999 5.699900001000003, 52.99470000000002 5.698100001, 52.99040000100001 5.693300001000011, 52.989599999000006 5.692200001000003, 52.98770000000002 5.69029999899999, 52.98680000000002 5.689399998999988, 52.98600000099998 5.688800000000015, 52.985199998999974 5.68829999899998, 52.984399999999994 5.688000000999978, 52.983600002 5.687600002000011, 52.98279999900001 5.6875, 52.98200000100002 5.687399997999989, 52.98140000199999 5.687399997999989, 52.980799999 5.6875, 52.980099998000014 5.687700000000007, 52.97879999899999 5.6884000000000015, 52.97610000100002 5.689599998000006, 52.974699999999984 5.690200000999994, 52.973599999999976 5.690400001, 52.96930000200001 5.690900001999978, 52.966699999000014 5.690900001999978, 52.96400000199998 5.690999999999974, 52.941700000000026 5.688999998999975, 52.94090000199998 5.688900000999979, 52.93919999899998 5.688800000000015, 52.93569999900001 5.688600000000008, 52.93499999900001 5.688600000000008, 52.93259999899999 5.6895000000000095, 52.93210000200003 5.689800002000027, 52.930199999000024 5.690900001999978, 52.91939999900001 5.696600000999979, 52.917599998000014 5.697600000000023, 52.91660000000002 5.6983999980000135, 52.914999998999974 5.699499998000022, 52.91400000099998 5.699999998999999, 52.913400002 5.70010000100001, 52.91250000100001 5.700199999000006, 52.90790000200002 5.699700001999986, 52.901000001 5.699099998999998, 52.8981 5.698800000999995, 52.895399999000006 5.698600001999978, 52.89310000099999 5.69799999899999, 52.89160000200002 5.697600000000023, 52.86609999799998 5.684900001000017, 52.864399999 5.683899999000005, 52.86360000100001 5.683400000999995)"
ijstraject.20,056a,Heeger Var,,0,1.8,,05 - 07,Jeltesloot - Heeg,Prov. Friesland,,0566-689209,,9928603,,,"LINESTRING (52.96849999900002 5.628400001999978, 52.96880000099998 5.6180999989999805, 52.96889999899997 5.617800000999978, 52.96880000099998 5.612700000000018, 52.96849999900002 5.6121000009999875, 52.9683 5.612000000000023, 52.967900000999975 5.612199998999984, 52.96649999900001 5.612599998999997, 52.96609999999998 5.612300000999994, 52.965899999999976 5.611699998000006, 52.965899999999976 5.610399998999981, 52.965899999999976 5.610100000999978, 52.96579999800002 5.609700002000011, 52.965399999 5.609299998999973, 52.96409999999997 5.609299998999973)"
ijstraject.21,039b,Diepesloot en Polsloot naar de Boorne te Akkrum,,0,1.8,,13 - 14,Vaarweg naar Akkrum,Prov. Friesland,,0566-689209,,9928633,,,"LINESTRING (53.03390000000002 5.831500000999995, 53.036099999999976 5.835900001000027, 53.037099997999974 5.837800000000016, 53.037900001000025 5.838900000000024, 53.03799999900002 5.8390999999999735, 53.03829999999999 5.8390999999999735, 53.03950000200001 5.838500001, 53.040399998 5.837600000000009, 53.04170000200003 5.837099998999975, 53.04589999799998 5.836100000999977, 53.04650000100003 5.835999999000023, 53.046899999999994 5.836100000999977, 53.04730000000001 5.835999999000023, 53.04760000099998 5.835999999000023, 53.047800000999985 5.835999999000023)"
ijstraject.204,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,119.2,128.7,,07 - 08,Ketelmond - Ketelbrug,RWS Midden-Nederland Noord,,0320-261111,,41472,,,"LINESTRING (52.583500001999994 5.775199998000005, 52.58390000100002 5.765900000999977, 52.58760000000001 5.746599998000022, 52.60179999799999 5.672300000000007, 52.604600000999994 5.657099999000025, 52.612599999 5.645399999000006, 52.61619999999999 5.6389000010000245)"
ijstraject.22,013,"Winschoterdiep, Rensel en havens te Winschoten",,35.5,38,,05 - 06,Rensel Winschoten,Prov. Groningen,,050-3164579,,15966518,,,"LINESTRING (53.14620000100001 7.070900000999984, 53.14579999799997 7.069499999000016, 53.144200001 7.062700000000007, 53.143899999999974 7.060899999000014, 53.143700000000024 7.059399999999982, 53.143399998999996 7.055500000999984, 53.14319999899999 7.052700001999995, 53.14290000099999 7.049400002000027, 53.14280000000002 7.0467000009999765, 53.14280000000002 7.04630000100002, 53.14079999900002 7.045899997999982, 53.13989999900002 7.045799999999986, 53.1395 7.045799999999986, 53.139400002 7.046500001000027, 53.1395 7.050900001000002, 53.13960000100002 7.05200000100001, 53.139699999000015 7.052599999999984)"
ijstraject.23,151,Maximakanaal,,0,8.3,,22 - 23,Maximakanaal,RWS Zuid-Nederland Noord-Brabant,,013-5811881,,13174210,,,"LINESTRING (51.68010000100003 5.372799999999984, 51.68090000000001 5.373100001000012, 51.681299998999975 5.372900001999994, 51.68210000200003 5.371899999999982, 51.683699999 5.370000000999994, 51.68490000100002 5.368700000999979, 51.68670000100002 5.366900000999976, 51.68930000099999 5.364599999000006, 51.690999999999974 5.363299998999992, 51.692499999000006 5.362300000999994, 51.69489999899997 5.361000000999979, 51.69830000000002 5.359000001000027, 51.699599999999975 5.358199999000021, 51.70179999999999 5.356600001000004, 51.70340000099998 5.355500000999996, 51.703899998 5.355099998000014, 51.71889999899997 5.342999997999982, 51.71970000099998 5.342399999000008, 51.720699998999976 5.341800001000024, 51.72140000000002 5.341400001000011, 51.722399998000014 5.340899999999976, 51.72370000199999 5.340500001000009, 51.724800001999995 5.340300001000003, 51.72700000200001 5.339899998000021, 51.73030000199998 5.339200000999995, 51.73149999999998 5.338900000000024, 51.732299997999974 5.338500001, 51.73319999900002 5.338000000000022, 51.73380000100002 5.337699998000005, 51.73570000000001 5.336300000999984, 51.738699999000005 5.33419999900002, 51.744399998000006 5.329999998000005, 51.74749999900001 5.327799997999989, 51.74769999799997 5.327699999999993, 51.74810000100001 5.327100001000019)"
ijstraject.24,121,"Gekan. Dieze, Zuid-Willemsvaart, Verbindingskanaal in het Bossche Veld",,7.2,11.2,,21 - 22,Den Bosch - Maximakanaal,RWS Zuid-Nederland Noord-Brabant,,013-5811881,,13174489,,,"LINESTRING (50.88089999900001 5.675999998999998, 50.881099999000014 5.675900001000002, 50.881399999999985 5.675799998999992, 50.8818 5.675799998999992, 50.88219999900002 5.675900001000002, 50.88280000200001 5.676199999000005, 50.8836 5.676499999999976, 50.88450000099999 5.67700000100001, 50.885600001 5.677700001999995, 50.886300000999995 5.678300001000025, 50.88729999999998 5.67900000100002, 50.88789999900001 5.6795999999999935, 50.888300001999994 5.680000000000007, 50.88870000100002 5.680399998999974, 50.889800001000026 5.681400000999986, 50.89229999899999 5.684000000000026, 50.89350000000002 5.685299999999984, 50.89440000100001 5.686399999999992, 50.894799999999975 5.686900001000026, 50.895500001000016 5.687700000000007, 50.89579999799997 5.688200000999984, 50.89609999999999 5.688600000000008, 50.89689999799998 5.689399998999988, 50.89759999900002 5.690099998999983, 50.8981 5.690400001, 50.89840000100003 5.6904999989999965, 50.89869999899997 5.690600000000018, 50.899099998 5.690699998000014, 50.899700000999985 5.690699998000014, 50.903399999999976 5.690800000000024, 50.905099999000015 5.690800000000024, 50.907299998999974 5.690800000000024, 50.90760000099999 5.690900001999978, 50.90790000200002 5.690999999999974, 50.908199998999976 5.691300001000002, 50.910300001999985 5.6933999990000075, 50.91429999799999 5.697600000000023, 50.92069999900002 5.704700000999992, 50.92150000100003 5.705400000999987, 50.923400000000015 5.707400001999986, 50.92430000000002 5.708299997999973, 50.925599999999974 5.709699999999998, 50.926800001000004 5.710999999000023, 50.92739999999998 5.711500000000001, 50.928199999000014 5.7120000009999785, 50.9289 5.712299998999981, 50.92959999999999 5.712499998999988, 50.930399998999974 5.712400000999992, 50.934199999999976 5.712099998999975, 50.94440000100002 5.710800000000006, 50.95560000099999 5.709499999999991, 50.961900000000014 5.708900001000018, 50.96880000099998 5.708099999000012, 50.98119999800002 5.7067000010000015, 50.987799998000014 5.705899998999996, 50.988499999 5.705899998999996, 50.989599999000006 5.706300001999978, 50.99109999799998 5.706999999000004, 50.997000001 5.709499999999991, 51.003899999 5.712499998999988, 51.00719999900002 5.713900000000024, 51.011799999000004 5.715899999999976, 51.01350000100001 5.716400001000011, 51.01489999900002 5.7166000010000175, 51.01619999899998 5.716499999000007, 51.01780000000002 5.715899999999976, 51.019000000999995 5.715199999999982, 51.02069999999998 5.713900000000024, 51.02479999899998 5.710200000999976, 51.02679999899999 5.70859999999999, 51.028099999000005 5.707600001000003, 51.02910000100002 5.706799998999998, 51.03000000100002 5.706399999999974, 51.03260000099999 5.705800001, 51.037099997999974 5.704900000000009, 51.044100001000004 5.703400000999977, 51.051800001000004 5.701699997999981, 51.057700001 5.700499999999977, 51.064599998000006 5.699000001000002, 51.07160000099998 5.697500002000027, 51.072400000000016 5.697299998000005, 51.073100001 5.697299998000005, 51.07389999899999 5.697500002000027, 51.07449999800002 5.697900000999994, 51.07559999799997 5.698600001999978, 51.07710000100002 5.699400000000026, 51.07829999900002 5.699700001999986, 51.079500000999985 5.699700001999986, 51.08049999899998 5.699599999999975, 51.08190000100001 5.699000001000002, 51.08329999799997 5.698199998999996, 51.08599999900002 5.6965000000000146, 51.08819999899998 5.695099997999989, 51.090300001 5.693999997999981, 51.09389999899997 5.692099999999982, 51.098099999 5.689900000000023, 51.102600000999985 5.6875, 51.104800001 5.686299997999981, 51.10619999800002 5.685299999999984, 51.107299997999974 5.684000000000026, 51.10880000100002 5.681499998999982, 51.111099998999975 5.677399999999977, 51.11619999999999 5.668000000999996, 51.12040000000002 5.660300001999985, 51.125 5.651999998999997, 51.12840000199998 5.645599999000012, 51.131099999000014 5.640600000000006, 51.136199999999974 5.631099999000014, 51.1413 5.621800001999986, 51.144900001999986 5.6156999990000145, 51.14609999999999 5.6141000019999865, 51.14689999799998 5.613299998999992, 51.14820000200001 5.612599998999997, 51.149700000999985 5.612300000999994, 51.15469999999999 5.611400000999993, 51.159699999 5.610500000000002, 51.162300001999995 5.609999999000024, 51.163400002 5.6096, 51.16470000100003 5.60880000100002, 51.165899998999976 5.607999999000015, 51.167399999 5.606499999999983, 51.169199999 5.604300000000023, 51.17230000000001 5.599599997999974, 51.173599998999975 5.597600001999979, 51.17460000099999 5.5958999989999825, 51.175400000000025 5.594300002000011, 51.176300000000026 5.591800001000024, 51.176800001000004 5.589699998000015, 51.17810000100002 5.583999999000014, 51.17859999799998 5.581799998999998, 51.17920000100003 5.580400000999987, 51.18010000100003 5.579300000999979, 51.182999998000014 5.576000001000011, 51.18409999800002 5.574599999999975, 51.184799999000006 5.573500000000024, 51.18549999999999 5.571699998999975, 51.18629999799998 5.569200002000002, 51.18719999899997 5.566799998000022, 51.18829999899998 5.564700000000016, 51.188999998999975 5.5634999979999975, 51.189599998000006 5.562199998999972, 51.19029999899999 5.561399999999992, 51.19090000199998 5.560699999000008, 51.191599999000005 5.560099999999977, 51.19240000100001 5.55970000100001, 51.193599999000014 5.559199999999976, 51.196699998999975 5.557799998999997, 51.200800001999994 5.555900000000008, 51.20490000000001 5.55400000100002, 51.20569999899999 5.553699999999992, 51.20609999800001 5.553699999999992, 51.206500000999995 5.55400000100002, 51.206700001 5.5545999999999935, 51.207299999999975 5.556100000000015, 51.21099999900002 5.567099999999982, 51.213900000000024 5.575499999999977, 51.21649999900001 5.583199999999977)"
ijstraject.25,121,"Gekan. Dieze, Zuid-Willemsvaart, Verbindingskanaal in het Bossche Veld",,103.2,116.6,,22 - 24,Maximakanaal - Veghel,RWS Zuid-Nederland Noord-Brabant,,013-5811881,,13174641,,,"LINESTRING (51.61070000000001 5.527699999999982, 51.61329999899999 5.522799998999972, 51.613499999 5.522500001000026, 51.61360000100001 5.522300001000019, 51.61389999800002 5.521499999000014, 51.616300002 5.517099998999981, 51.6173 5.515000000999976, 51.6173 5.514899999000022, 51.618000000999984 5.513300001999994, 51.61899999899998 5.511300000999995, 51.62310000100001 5.503600000999995, 51.62469999899997 5.5009999979999975, 51.62520000000001 5.500200000000007, 51.63259999799999 5.48660000000001, 51.6336 5.4846, 51.63459999899999 5.482799999000008, 51.63989999900002 5.472899998999992, 51.641700000000014 5.469400000000007, 51.64220000099999 5.468299999999999, 51.642700002000026 5.467199999999991, 51.64299999899998 5.465899999999976, 51.644299999 5.461199998999973, 51.645399999000006 5.456900001000008, 51.64689999799998 5.451099999000007, 51.64799999799999 5.4464000020000185, 51.64820000200001 5.445700000999977, 51.64889999899998 5.442999999999984, 51.64990000099999 5.439100000999986, 51.65080000099999 5.435600001000012, 51.651400000000024 5.433299999999974, 51.652199998000015 5.4298, 51.653700001999994 5.423999998999989, 51.65590000200001 5.415199998999981, 51.65650000099998 5.413099999999986, 51.65690000000001 5.411899999000013, 51.657299998999974 5.4109000000000265, 51.657699998 5.409899998000014, 51.658100002000026 5.409200001999977, 51.65920000199998 5.407499998999981, 51.66070000100001 5.405099999000015, 51.66329999999999 5.401000001, 51.66660000000002 5.395699999999977, 51.66939999900001 5.39119999899998, 51.670600001000025 5.389199997999981, 51.673099998 5.385299998999983, 51.67450000000002 5.383099999000024, 51.67660000199999 5.37990000100001, 51.678800002 5.376300000000015, 51.67929999900002 5.375399999000024, 51.67959999999999 5.374899997999989, 51.67969999799999 5.374499999000022, 51.67990000200001 5.3740000020000025, 51.68000000000001 5.373300001000018, 51.68010000100003 5.372799999999984)"
ijstraject.26,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,0.6,9.5,,01 - 02,Lobith - Pannerdensche Kop,RWS Oost-Nederland Zuid,,026-3642747,,28879233,,,"LINESTRING (51.838500001 6.174400002000027, 51.840100001999986 6.169199999, 51.840899999999976 6.166600000000017, 51.841800001000024 6.163400002000003, 51.84239999900001 6.161299999999983, 51.842900000999975 6.159299998999984, 51.84360000100003 6.15659999799999, 51.844799998999974 6.1515000019999775, 51.84600000099999 6.145899999999983, 51.846600000000024 6.142400000000009, 51.847199999 6.138300001999994, 51.847500000000025 6.1358999980000135, 51.84789999899999 6.1319000010000195, 51.848000001 6.127700000999994, 51.84789999899999 6.122099999, 51.84789999899999 6.118200000000002, 51.84789999899999 6.1156999990000145, 51.84789999899999 6.113099999999974, 51.848000001 6.110300000999985, 51.84820000100001 6.108299999999986, 51.848599999999976 6.105399999999975, 51.848900001000004 6.103100002000019, 51.84919999900001 6.101300001000027, 51.849800001999995 6.0984999980000225, 51.85020000100002 6.096700001999977, 51.85079999999999 6.094700000999978, 51.85220000100003 6.090899999999976, 51.85370000099999 6.087499998999988, 51.854499998999984 6.085999999000023, 51.855700001 6.083999999000014, 51.857500001999995 6.081300001999978, 51.85880000100002 6.078800000000001, 51.859999999000024 6.076499999000021, 51.86160000000001 6.0733000000000175, 51.863400001 6.069200002000002, 51.86450000100001 6.066100000999995, 51.86549999900001 6.0634999979999975, 51.86750000000001 6.057399998999983, 51.86850000200002 6.0545999999999935, 51.86989999899998 6.049699998999984)"
ijstraject.27,050,Johan Frisokanaal,,1.5,22.3,,04 - 05,Johan Frisokanaal,Prov. Friesland,,0566-689209,,29362425,,,"LINESTRING (52.87929999800002 5.364899999999977, 52.879399999999976 5.365499999000008, 52.87959999999998 5.366799999000023, 52.879799999 5.367899998999974, 52.88010000100002 5.369800000999987, 52.880499999999984 5.371899999999982, 52.88100000100002 5.373799997999981, 52.88239999899997 5.378100000000018, 52.88410000099998 5.386999998000022, 52.884199998999975 5.388999999000021, 52.884199998999975 5.392400000000009, 52.88380000000001 5.397700000999976, 52.88380000000001 5.399300002000018, 52.88450000099999 5.401900001000001, 52.88510000000002 5.404300001000024, 52.886000000000024 5.408100002000026, 52.886799999000004 5.411099999999976, 52.887499999 5.413899999000023, 52.88789999900001 5.41640000000001, 52.88789999900001 5.4193000010000105, 52.887200001999986 5.425900001000002, 52.887099999999975 5.426100001000009, 52.887200001999986 5.429900002000011, 52.887200001999986 5.435299999999984, 52.88729999999998 5.436099999000021, 52.887400001 5.436999999000022, 52.89099999899997 5.4464000020000185, 52.893300001 5.452699999999993, 52.89840000100003 5.461500000000001, 52.89990000099999 5.4640999999999735, 52.90080000099999 5.466800001000024, 52.901099998999996 5.467500001000019, 52.90269999999998 5.476399999000023, 52.90269999999998 5.476500000999977, 52.904199999000014 5.479600000999994, 52.905200001000026 5.481199998000022, 52.90900000200003 5.485599997999998, 52.90949999899999 5.48660000000001, 52.911499999 5.4891999999999825, 52.9153 5.494600002000027, 52.92020000100001 5.508000001000028, 52.94630000000001 5.5604999999999905, 52.94949999800002 5.569200002000002, 52.96400000199998 5.609299998999973, 52.964999999999975 5.613200000999996, 52.96550000100001 5.6167000010000265, 52.966200001999994 5.621100001000002, 52.96739999900001 5.6279999989999965)"
