FID,aanlegjaar,omschrijving,thema,verhardingsfunctie,verhardingssoort,geometrie
O10002_GBI_Wegen_en_bruggen.1794,2016,wegdeel vlak,Fietspad,Vrijliggend fietspad,cementbeton,"MULTIPOLYGON (((175310.985 504615.746, 175310.376 504621.603, 175306.941 504621.25, 175307.557 504615.377, 175310.985 504615.746)))"
O10002_GBI_Wegen_en_bruggen.1795,2008,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((177788.785 503211.014, 177788.772 503210.996, 177799.685 503208.888, 177809.952 503206.869, 177810.907 503211.841, 177789.787 503215.936, 177788.785 503211.014)))"
O10002_GBI_Wegen_en_bruggen.1796,2008,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((177808.847 503201.098, 177798.575 503203.083, 177778.992 503206.87, 177770.387 503208.484, 177769.418 503203.587, 177807.849 503196.15, 177808.847 503201.098)))"
O10002_GBI_Wegen_en_bruggen.1797,2005,wegdeel vlak,Voetpad,Aanliggend voetpad,tegels grijs,"MULTIPOLYGON (((177817.187 503294.379, 177817.117 503296.73, 177814.921 503295.95, 177815.761 503293.839, 177817.187 503294.379)))"
O10002_GBI_Wegen_en_bruggen.1798,2008,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((177766.001 503215.143, 177762.563 503213.865, 177753.794 503210.664, 177755.502 503205.944, 177768.149 503210.492, 177766.001 503215.143)))"
O10002_GBI_Wegen_en_bruggen.1799,1983,wegdeel vlak,Voetpad,Aanliggend voetpad,tegels grijs,"MULTIPOLYGON (((177580.003 503169.442, 177579.759 503169.04, 177559.929 503160.84, 177543.289 503153.96, 177534.899 503150.49, 177526.659 503147.09, 177515.689 503142.49, 177513.549 503141.85, 177511.379 503141.53, 177509.309 503141.65, 177507.239 503142.13, 177505.569 503142.71, 177501.877 503144.24, 177499.249 503145.33, 177490.999 503148.75, 177482.679 503152.2, 177474.309 503155.67, 177465.929 503159.14, 177449.499 503165.9, 177449.296 503164.711, 177449.517 503163.43, 177449.96 503162.475, 177450.292 503161.908, 177451.012 503161.341, 177451.705 503161.008, 177452.457 503160.838, 177453.048 503160.704, 177454.668 503160.344, 177455.984 503160.067, 177457.379 503159.761, 177458.839 503159.16, 177476.879 503151.71, 177493.009 503145.03, 177499.999 503142.144, 177505.749 503139.77, 177506.176 503139.612, 177506.654 503139.453, 177507.369 503139.25, 177508.18 503139.067, 177509.038 503138.927, 177510.045 503138.831, 177511.218 503138.81, 177512.002 503138.851, 177512.783 503138.934, 177513.648 503139.079, 177514.538 503139.286, 177515.225 503139.488, 177515.809 503139.69, 177531.769 503146.3, 177532.619 503146.649, 177539.782 503149.591, 177549.809 503153.71, 177564.949 503159.99, 177579.179 503165.89, 177580.322 503166.402, 177580.425 503166.459, 177580.524 503166.53, 177580.596 503166.596, 177580.67 503166.68, 177580.743 503166.788, 177580.796 503166.894, 177580.835 503167.004, 177580.861 503167.122, 177580.871 503167.223, 177580.87 503167.322, 177580.861 503167.415, 177580.837 503167.524, 177580.809 503167.609, 177580.779 503167.68, 177580.003 503169.442)))"
O10002_GBI_Wegen_en_bruggen.1800,1987,wegdeel vlak,Rijbaan,Verkeersplateau,gebakken overig,"MULTIPOLYGON (((177554.438 502857.909, 177556.813 502863.59, 177551.189 502865.94, 177549.165 502866.766, 177547.927 502867.36, 177546.631 502868.199, 177545.151 502869.519, 177544.286 502870.552, 177543.365 502872.012, 177542.961 502872.854, 177541.882 502875.38, 177535.909 502872.83, 177536.33 502871.83, 177536.499 502871.421, 177536.796 502870.728, 177537.286 502869.678, 177537.895 502868.505, 177538.679 502867.159, 177539.506 502865.896, 177540.144 502865.009, 177541.202 502863.676, 177541.779 502863.011, 177541.819 502862.964, 177541.885 502862.84, 177541.909 502862.696, 177541.91 502862.444, 177541.889 502862.012, 177541.841 502861.595, 177541.754 502861.135, 177541.598 502860.568, 177541.473 502860.221, 177541.308 502859.839, 177539.609 502855.82, 177545.259 502853.61, 177545.505 502854.104, 177545.82 502854.631, 177546.14 502855.087, 177546.514 502855.544, 177547.01 502856.056, 177547.491 502856.474, 177548.002 502856.85, 177548.461 502857.137, 177549.1 502857.468, 177549.557 502857.661, 177550.028 502857.826, 177550.482 502857.954, 177550.974 502858.06, 177551.446 502858.131, 177551.864 502858.169, 177552.183 502858.184, 177552.575 502858.184, 177553.03 502858.159, 177553.509 502858.103, 177553.931 502858.03, 177554.438 502857.909)))"
O10002_GBI_Wegen_en_bruggen.1801,1998,wegdeel vlak,Voetpad,Aanliggend voetpad,beton keiformaat,"MULTIPOLYGON (((172001.802 508157.175, 172008.781 508167.504, 172025.887 508192.901, 172024.272 508193.98, 172024.127 508193.746, 172023.995 508193.511, 172013.695 508178.284, 172012.781 508176.896, 172001.878 508160.782, 172000.207 508158.234, 172001.802 508157.175)))"
O10002_GBI_Wegen_en_bruggen.1802,1995,wegdeel vlak,Rijbaan,verkeersdrempel,gebakken overig,"MULTIPOLYGON (((172386.474 508269.352, 172391.462 508277.094, 172386.234 508280.51, 172385.46 508279.376, 172383.64 508276.744, 172382.497 508275.091, 172382.049 508274.469, 172381.548 508273.918, 172380.672 508273.189, 172379.757 508272.653, 172378.326 508272.148, 172377.188 508271.988, 172376.569 508271.982, 172376.181 508272.007, 172375.528 508272.101, 172375.106 508272.198, 172374.412 508272.42, 172373.973 508272.606, 172373.47 508272.866, 172380.831 508267.851, 172388.193 508262.836, 172387.602 508263.394, 172387.203 508263.889, 172386.933 508264.306, 172386.615 508264.946, 172386.397 508265.575, 172386.243 508266.339, 172386.2 508267.036, 172386.189 508267.344, 172386.197 508267.753, 172386.251 508268.332, 172386.362 508268.934, 172386.474 508269.352)))"
O10002_GBI_Wegen_en_bruggen.1803,1994,wegdeel vlak,Fietspad,Fietspad,tegels grijs,"MULTIPOLYGON (((176556.836 504842.983, 176554.649 504845.101, 176552.318 504842.587, 176550.803 504841.09, 176549.524 504841.038, 176546.045 504840.897, 176546.356 504840.609, 176552.446 504834.943, 176552.196 504837.977, 176556.836 504842.983)))"
O10002_GBI_Wegen_en_bruggen.1804,1991,wegdeel vlak,Rijbaan,verkeersdrempel,betonstraatstenen overig,"MULTIPOLYGON (((172099.909 509570.7, 172097.999 509569.47, 172095.964 509568.179, 172098.928 509563.527, 172103.883 509566.684, 172104.575 509567.125, 172101.721 509571.843, 172100.989 509571.4, 172099.909 509570.7)))"
O10002_GBI_Wegen_en_bruggen.1805,2004,wegdeel vlak,Parkeren,Inrit,betonstraatsteen waalformaat,"MULTIPOLYGON (((170343.5 492734.349, 170340.377 492738.375, 170339.986 492738.879, 170339.442 492738.634, 170338.438 492738.466, 170331.813 492738.906, 170341.747 492724.917, 170342.237 492725.297, 170342.319 492725.49, 170342.409 492726.462, 170342.896 492730.405, 170343.187 492731.753, 170343.685 492733.399, 170343.905 492733.827, 170343.5 492734.349)))"
O10002_GBI_Wegen_en_bruggen.1806,1966,wegdeel vlak,Parkeren,Inrit,betonstraatstenen overig,"MULTIPOLYGON (((172794.506 509645.532, 172797.329 509649.986, 172785.699 509657.62, 172771.989 509666.573, 172769.071 509662.092, 172794.506 509645.532)))"
O10002_GBI_Wegen_en_bruggen.1807,1994,wegdeel vlak,Rijbaan,Rijbaan,beton keiformaat,"MULTIPOLYGON (((176027.464 503377.623, 176025.464 503377.809, 176002.396 503380.108, 175977.793 503382.592, 175977.179 503382.671, 175976.47 503382.847, 175975.747 503383.129, 175975.133 503383.462, 175974.556 503383.871, 175974.022 503384.357, 175973.549 503384.91, 175973.136 503385.537, 175972.784 503386.268, 175972.59 503386.836, 175972.449 503387.46, 175972.379 503388.053, 175972.366 503388.538, 175972.394 503389.021, 175972.442 503389.587, 175974.062 503405.895, 175975.799 503423.456, 175976.277 503428.289, 175977.602 503441.435, 175977.951 503444.923, 175978.036 503445.631, 175978.253 503446.464, 175978.594 503447.26, 175979.131 503448.106, 175979.657 503448.706, 175980.378 503449.314, 175981.055 503449.729, 175981.745 503450.034, 175982.616 503450.279, 175983.479 503450.384, 175984.215 503450.371, 175987.059 503450.086, 176008.415 503447.989, 176010.431 503447.797, 176032.353 503445.63, 176034.1 503445.451, 176034.524 503445.402, 176034.92 503445.327, 176035.385 503445.201, 176035.932 503444.997, 176036.442 503444.746, 176036.941 503444.435, 176037.352 503444.119, 176037.877 503443.617, 176038.076 503443.389, 176038.181 503443.285, 176038.305 503443.154, 176038.424 503443.019, 176038.538 503442.879, 176038.647 503442.736, 176038.751 503442.589, 176038.944 503442.284, 176039.075 503442.048, 176039.192 503441.804, 176039.297 503441.555, 176039.389 503441.301, 176039.467 503441.042, 176039.532 503440.779, 176039.567 503440.603, 176039.597 503440.425, 176039.609 503440.335, 176039.629 503440.156, 176039.636 503440.066, 176039.642 503439.976, 176039.65 503439.796, 176039.651 503439.706, 176039.658 503439.615, 176041.222 503455.294, 176041.031 503454.712, 176040.888 503454.383, 176040.723 503454.066, 176040.485 503453.687, 176040.327 503453.47, 176040.039 503453.128, 176039.788 503452.873, 176039.588 503452.693, 176039.308 503452.471, 176039.088 503452.317, 176038.937 503452.221, 176038.612 503451.969, 176038.252 503451.731, 176037.864 503451.517, 176037.417 503451.318, 176036.853 503451.131, 176036.476 503451.042, 176035.994 503450.968, 176035.596 503450.94, 176035.068 503450.947, 176034.801 503450.97, 176034.617 503450.994, 176033.285 503451.114, 176022.144 503452.232, 176011.1 503453.297, 176002.227 503454.152, 175987.804 503455.603, 175982.924 503456.016, 175982.027 503456.042, 175981.095 503455.962, 175979.93 503455.722, 175979.145 503455.476, 175978.344 503455.148, 175977.409 503454.656, 175976.753 503454.228, 175976.074 503453.702, 175975.353 503453.027, 175974.585 503452.134, 175973.927 503451.156, 175973.471 503450.287, 175973.097 503449.363, 175972.848 503448.53, 175972.689 503447.782, 175972.369 503444.766, 175971.184 503432.869, 175970.309 503424.109, 175969.594 503416.699, 175967.981 503400.543, 175967.024 503390.943, 175966.866 503389.306, 175966.81 503388.513, 175966.795 503387.584, 175966.86 503386.36, 175966.966 503385.484, 175967.248 503384.326, 175967.682 503383.205, 175968.151 503382.295, 175968.71 503381.432, 175969.225 503380.776, 175969.878 503380.077, 175970.71 503379.347, 175971.652 503378.688, 175972.468 503378.231, 175973.779 503377.682, 175974.823 503377.387, 175979.665 503376.853, 176001.584 503374.64, 176024.503 503372.338, 176026.89 503372.091, 176027.25 503372.043, 176027.6 503371.974, 176028.1 503371.838, 176028.493 503371.697, 176028.9 503371.517, 176029.321 503371.29, 176029.777 503370.992, 176030.157 503370.694, 176030.563 503370.315, 176030.858 503369.989, 176031.04 503369.819, 176031.216 503369.639, 176031.328 503369.515, 176031.487 503369.321, 176031.636 503369.118, 176031.818 503368.837, 176031.941 503368.618, 176032.053 503368.393, 176032.153 503368.163, 176032.24 503367.928, 176032.316 503367.688, 176032.359 503367.526, 176032.396 503367.363, 176032.441 503367.116, 176032.464 503366.95, 176032.482 503366.783, 176032.488 503366.7, 176034.059 503382.695, 176033.951 503382.221, 176033.873 503381.941, 176033.746 503381.575, 176033.634 503381.306, 176033.417 503380.873, 176033.268 503380.623, 176033.107 503380.381, 176032.934 503380.148, 176032.873 503380.072, 176032.618 503379.78, 176032.483 503379.641, 176032.272 503379.441, 176032.05 503379.253, 176031.897 503379.134, 176031.739 503379.023, 176031.336 503378.68, 176030.753 503378.29, 176030.327 503378.069, 176029.789 503377.856, 176029.07 503377.671, 176028.514 503377.599, 176027.894 503377.588, 176027.464 503377.623)))"
O10002_GBI_Wegen_en_bruggen.1808,1974,wegdeel vlak,Voetpad,Aanliggend voetpad,tegels grijs,"MULTIPOLYGON (((172518.719 508613.04, 172490.829 508637.996, 172489.958 508637.01, 172491.5 508635.845, 172500.083 508628.312, 172516.831 508613.219, 172517.971 508612.171, 172518.757 508611.171, 172519.383 508609.934, 172519.526 508609.562, 172520.3 508610.669, 172520.148 508611.047, 172519.931 508611.49, 172519.62 508611.999, 172519.289 508612.44, 172518.982 508612.783, 172518.719 508613.04)))"
O10002_GBI_Wegen_en_bruggen.1809,1971,wegdeel vlak,Rijbaan,Rijbaan,gebakken keiformaat,"MULTIPOLYGON (((172828.232 508778.488, 172828.309 508778.588, 172836.985 508789.861, 172836.512 508789.397, 172836.137 508789.093, 172835.762 508788.836, 172835.198 508788.519, 172834.763 508788.325, 172834.214 508788.137, 172833.912 508788.058, 172833.618 508787.998, 172833.232 508787.941, 172832.794 508787.907, 172832.359 508787.906, 172831.715 508787.962, 172831.211 508788.056, 172830.764 508788.178, 172830.365 508788.319, 172830.069 508788.445, 172829.795 508788.578, 172829.575 508788.699, 172809.08 508802.506, 172809.028 508802.526, 172808.856 508802.558, 172808.754 508802.556, 172808.595 508802.522, 172808.496 508802.478, 172808.41 508802.423, 172808.353 508802.373, 172808.298 508802.315, 172788.192 508772.496, 172788.141 508772.446, 172788.069 508772.349, 172788.013 508772.223, 172787.988 508772.1, 172787.993 508771.953, 172788.035 508771.807, 172788.108 508771.683, 172788.223 508771.569, 172788.35 508771.496, 172804.824 508760.348, 172804.904 508760.277, 172805.016 508760.202, 172805.182 508760.127, 172805.363 508760.086, 172805.568 508760.084, 172805.709 508760.109, 172805.881 508760.173, 172806.036 508760.268, 172806.173 508760.396, 172806.256 508760.507, 172821.741 508783.304, 172821.951 508783.548, 172822.344 508783.917, 172822.793 508784.238, 172823.189 508784.452, 172823.768 508784.672, 172824.102 508784.755, 172824.688 508784.83, 172825.375 508784.809, 172825.93 508784.705, 172826.587 508784.472, 172826.971 508784.272, 172827.435 508783.951, 172827.903 508783.511, 172828.284 508783.021, 172828.614 508782.413, 172828.834 508781.769, 172828.943 508781.082, 172828.916 508780.246, 172828.833 508779.814, 172828.65 508779.257, 172828.493 508778.918, 172828.232 508778.488), (172795.925 508773.477, 172810.825 508795.494, 172818.917 508789.469, 172804.384 508767.922, 172795.925 508773.477)))"
O10002_GBI_Wegen_en_bruggen.1810,1963,wegdeel vlak,Voetpad,Bushalte,tegels grijs,"MULTIPOLYGON (((177199.331 504256.868, 177199.537 504258.851, 177201.061 504266.722, 177201.056 504268.08, 177200.815 504280.381, 177203.059 504302.593, 177200.711 504302.861, 177198.988 504285.823, 177197.065 504286.002, 177196.541 504280.952, 177195.331 504271.758, 177194.203 504260.2, 177197.659 504260.11, 177197.362 504257.057, 177199.331 504256.868)))"
O10002_GBI_Wegen_en_bruggen.2012,2013,wegdeel vlak,Parkeren,Parkeerstrook,waterdoorlatende verharding,"MULTIPOLYGON (((175631.622 505472.935, 175630.662 505471.06, 175640.74 505465.997, 175641.691 505467.882, 175631.622 505472.935)))"
O10002_GBI_Wegen_en_bruggen.1811,1998,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((176683.115 504908.241, 176683.004 504908.342, 176667.559 504922.614, 176667.416 504922.772, 176667.717 504922.072, 176667.755 504920.461, 176668.073 504919.757, 176679.918 504908.797, 176680.614 504908.511, 176682.445 504908.485, 176683.115 504908.241)))"
O10002_GBI_Wegen_en_bruggen.1812,1979,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((176356.559 496409.49, 176348.379 496379.33, 176350.519 496370.43, 176355.615 496361.323, 176356.632 496359.506, 176357.379 496358.171, 176359.098 496360.313, 176353.049 496371.02, 176351.049 496379.43, 176351.764 496382.012, 176352.789 496381.698, 176352.839 496381.86, 176352.669 496381.926, 176352.573 496382.006, 176352.532 496382.057, 176352.478 496382.161, 176352.452 496382.28, 176352.455 496382.394, 176352.469 496382.46, 176356.669 496397.99, 176356.714 496398.102, 176356.766 496398.175, 176356.85 496398.252, 176356.927 496398.295, 176357.024 496398.327, 176357.09 496398.336, 176357.174 496398.333, 176357.28 496398.307, 176356.269 496398.68, 176358.699 496408.077, 176356.559 496409.49)))"
O10002_GBI_Wegen_en_bruggen.1813,1983,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((177533.528 502904.4, 177533.583 502904.53, 177536.369 502911.19, 177540.533 502921.239, 177540.586 502921.351, 177540.478 502921.215, 177540.383 502921.147, 177540.282 502921.106, 177540.141 502921.086, 177540.025 502921.1, 177539.925 502921.135, 177536.49 502922.568, 177536.396 502922.597, 177536.287 502922.607, 177536.177 502922.593, 177536.059 502922.549, 177535.977 502922.495, 177535.882 502922.394, 177535.826 502922.29, 177529.485 502907.005, 177529.473 502906.953, 177529.469 502906.866, 177529.484 502906.775, 177529.499 502906.729, 177529.535 502906.659, 177529.583 502906.595, 177529.639 502906.544, 177529.711 502906.5, 177529.798 502906.468, 177533.196 502905.051, 177533.302 502905.008, 177533.349 502904.979, 177533.409 502904.928, 177533.482 502904.838, 177533.538 502904.717, 177533.559 502904.568, 177533.528 502904.4)))"
O10002_GBI_Wegen_en_bruggen.1814,1983,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((177819.188 503086.551, 177823.659 503086.99, 177823.059 503091.41, 177823.027 503091.541, 177822.967 503091.659, 177822.888 503091.748, 177822.796 503091.813, 177822.736 503091.841, 177822.597 503091.874, 177822.496 503091.873, 177820.008 503091.547, 177819.549 503091.5, 177818.926 503091.467, 177818.153 503091.478, 177817.299 503091.556, 177816.925 503091.612, 177816.2 503091.76, 177815.592 503091.926, 177814.758 503092.218, 177814.042 503092.534, 177813.565 503092.785, 177813.475 503092.883, 177813.317 503093.032, 177813.116 503093.193, 177812.879 503093.347, 177812.595 503093.49, 177812.273 503093.606, 177811.931 503093.682, 177811.677 503093.709, 177811.457 503093.714, 177811.179 503093.49, 177808.999 503089.49, 177812.259 503087.98, 177813.05 503087.64, 177814.412 503087.171, 177815.6 503086.873, 177816.967 503086.651, 177818.354 503086.551, 177819.188 503086.551)))"
O10002_GBI_Wegen_en_bruggen.1815,1980,wegdeel vlak,Rijbaan,Rijbaan,beton dikformaat,"MULTIPOLYGON (((177537.692 502900.094, 177532.609 502902.212, 177532.39 502901.691, 177531.149 502898.74, 177530.509 502897.13, 177530.403 502897.016, 177530.29 502896.92, 177530.075 502896.788, 177529.806 502896.692, 177529.612 502896.661, 177529.381 502896.662, 177529.169 502896.7, 177528.949 502896.78, 177530.013 502896.137, 177530.884 502895.449, 177531.847 502894.648, 177532.832 502893.8, 177533.749 502892.86, 177534.506 502891.944, 177535.592 502890.228, 177535.452 502890.737, 177535.333 502891.319, 177535.25 502891.959, 177535.215 502892.639, 177535.225 502893.144, 177535.271 502893.705, 177535.338 502894.169, 177535.437 502894.66, 177536.329 502896.82, 177537.485 502899.597, 177537.692 502900.094)))"
O10002_GBI_Wegen_en_bruggen.1816,1988,wegdeel vlak,Voetpad,Aanliggend voetpad,tegels grijs,"MULTIPOLYGON (((177541.419 502862.69, 177541.409 502863.15, 177541.482 502863.151, 177541.6 502863.127, 177541.697 502863.079, 177541.779 502863.011, 177541.202 502863.676, 177540.144 502865.009, 177539.506 502865.896, 177538.679 502867.159, 177537.895 502868.505, 177537.286 502869.678, 177536.796 502870.728, 177536.499 502871.421, 177536.33 502871.83, 177536.343 502871.743, 177536.331 502871.603, 177536.283 502871.481, 177536.217 502871.391, 177536.139 502871.323, 177536.037 502871.27, 177537.009 502868.92, 177537.281 502868.419, 177537.666 502867.745, 177538.047 502867.118, 177538.522 502866.38, 177538.921 502865.795, 177539.607 502864.855, 177540.296 502863.982, 177540.976 502863.182, 177541.419 502862.69)))"
O10002_GBI_Wegen_en_bruggen.1817,1988,wegdeel vlak,Voetpad,Voetpad,dicht asfaltbeton,"MULTIPOLYGON (((178279.645 502931.158, 178276.97 502929.897, 178277.876 502927.963, 178280.569 502929.326, 178279.645 502931.158)))"
O10002_GBI_Wegen_en_bruggen.1818,2015,wegdeel vlak,Voetpad,Voetpad,cementbeton,"MULTIPOLYGON (((176915.054 504492.263, 176914.525 504491.698, 176918.262 504488.183, 176918.791 504488.764, 176915.054 504492.263)))"
O10002_GBI_Wegen_en_bruggen.1819,1998,wegdeel vlak,Voetpad,Aanliggend voetpad,tegels grijs,"MULTIPOLYGON (((176760.687 505238.959, 176753.906 505206.613, 176753.574 505205.03, 176748.879 505182.639, 176751.087 505182.222, 176754.233 505197.045, 176755.5 505196.81, 176755.094 505197.983, 176755.041 505198.3, 176754.994 505198.723, 176754.975 505199.178, 176754.983 505199.537, 176755.02 505199.987, 176755.068 505200.313, 176755.108 505200.528, 176757.978 505214.473, 176761.41 505230.746, 176764.467 505245.539, 176767.641 505260.683, 176767.825 505261.6, 176768.103 505262.989, 176768.135 505263.161, 176768.172 505263.397, 176768.2 505263.638, 176768.218 505263.878, 176768.225 505264.017, 176765.062 505264.659, 176765.85 505263.673, 176760.687 505238.959)))"
O10002_GBI_Wegen_en_bruggen.1820,1998,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((176713.396 504880.26, 176712.184 504878.947, 176714.568 504876.75, 176729.667 504862.811, 176730.886 504861.678, 176737.466 504855.632, 176738.203 504855.347, 176739.93 504855.428, 176740.65 504855.141, 176713.396 504880.26)))"
O10002_GBI_Wegen_en_bruggen.1821,1997,wegdeel vlak,Rijbaan,Rijbaan,gebakken keiformaat,"MULTIPOLYGON (((176685.546 505289.211, 176679.201 505290.492, 176678.25 505290.732, 176677.046 505291.045, 176676.045 505291.512, 176675.22 505292.077, 176671.189 505295.371, 176670.554 505295.897, 176670.26 505296.112, 176669.997 505296.29, 176669.532 505296.575, 176668.913 505296.902, 176668.357 505297.148, 176667.787 505297.359, 176667.175 505297.541, 176666.681 505297.657, 176666.353 505297.718, 176666.043 505297.766, 176650.388 505301.043, 176638.029 505303.594, 176636.087 505303.998, 176634.986 505298.611, 176639.706 505297.641, 176646.622 505296.234, 176665.094 505292.329, 176665.744 505292.217, 176666.054 505292.147, 176666.312 505292.062, 176666.591 505291.939, 176666.859 505291.788, 176667.11 505291.612, 176667.266 505291.481, 176672.304 505287.391, 176672.55 505287.198, 176672.853 505286.978, 176673.131 505286.793, 176673.426 505286.611, 176673.724 505286.442, 176674.103 505286.249, 176674.517 505286.062, 176674.879 505285.918, 176675.256 505285.786, 176675.519 505285.706, 176675.752 505285.641, 176678.891 505284.958, 176681.435 505284.434, 176690.035 505282.66, 176692.593 505282.133, 176693.615 505287.533, 176685.546 505289.211)))"
O10002_GBI_Wegen_en_bruggen.1822,1991,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((177230.43 503236.947, 177230.493 503237.179, 177230.57 503237.95, 177230.513 503238.467, 177230.282 503239.17, 177229.938 503239.736, 177229.487 503240.21, 177229.068 503240.508, 177227.716 503236.185, 177226.929 503233.67, 177224.949 503232.29, 177224.789 503231.84, 177216.839 503206.45, 177216.368 503204.74, 177216.98 503204.801, 177217.867 503205.008, 177218.723 503205.359, 177219.6 503205.905, 177220.305 503206.534, 177221.069 503207.533, 177221.368 503208.095, 177221.608 503208.7, 177221.918 503209.629, 177221.935 503209.676, 177221.939 503209.726, 177221.93 503209.774, 177221.91 503209.817, 177221.884 503209.848, 177221.854 503209.873, 177221.836 503209.883, 177221.811 503209.893, 177221.789 503209.899, 177220.269 503210.37, 177226.729 503231.04, 177228.269 503230.549, 177228.285 503230.545, 177228.315 503230.542, 177228.35 503230.544, 177228.384 503230.552, 177228.418 503230.567, 177228.449 503230.59, 177228.474 503230.616, 177228.499 503230.658, 177228.509 503230.69, 177228.869 503231.87, 177230.43 503236.947)))"
O10002_GBI_Wegen_en_bruggen.1823,1995,wegdeel vlak,Parkeren,Inrit,beton keiformaat,"MULTIPOLYGON (((176659.86 510743.52, 176665.3 510752.48, 176666.34 510754.123, 176661.179 510752.816, 176658.091 510753.899, 176657.955 510753.67, 176655.516 510749.539, 176657.22 510747.989, 176659.238 510742.313, 176659.86 510743.52)))"
O10002_GBI_Wegen_en_bruggen.1824,2003,wegdeel vlak,Fietspad,Fietspad,cementbeton,"MULTIPOLYGON (((175802.471 505442.527, 175792.126 505443.613, 175793.029 505443.135, 175793.794 505442.458, 175794.434 505441.522, 175794.807 505440.457, 175794.809 505440.451, 175794.829 505440.204, 175794.689 505438.568, 175781.285 505409.371, 175784.065 505408.233, 175796.627 505435.58, 175799.061 505440.941, 175799.377 505441.325, 175799.74 505441.664, 175800.144 505441.953, 175800.582 505442.188, 175801.034 505442.362, 175801.505 505442.478, 175801.986 505442.533, 175802.471 505442.527)))"
O10002_GBI_Wegen_en_bruggen.1869,1993,wegdeel vlak,Parkeren,Inrit,betonstraatsteen waalformaat,"MULTIPOLYGON (((168866.15 494610.544, 168868.838 494607.069, 168869.896 494607.902, 168870.49 494608.37, 168876.692 494607.592, 168877.564 494607.483, 168868.871 494618.59, 168868.757 494617.653, 168868.07 494612.03, 168867.21 494611.364, 168866.15 494610.544)))"
O10002_GBI_Wegen_en_bruggen.1825,1967,wegdeel vlak,Rijbaan,Punaise,betonstraatstenen overig,"MULTIPOLYGON (((177740.702 504311.671, 177740.545 504311.283, 177740.402 504310.808, 177740.31 504310.334, 177740.261 504309.796, 177740.268 504309.307, 177740.315 504308.874, 177740.404 504308.428, 177740.553 504307.937, 177740.763 504307.443, 177740.987 504307.034, 177741.226 504306.679, 177741.507 504306.332, 177741.79 504306.038, 177742.133 504305.739, 177742.423 504305.526, 177742.762 504305.315, 177743.229 504305.08, 177743.662 504304.915, 177744.092 504304.794, 177744.57 504304.707, 177745.008 504304.67, 177745.457 504304.671, 177745.938 504304.718, 177746.409 504304.811, 177746.929 504304.971, 177747.462 504305.204, 177747.858 504305.429, 177748.246 504305.7, 177748.565 504305.969, 177748.888 504306.294, 177749.197 504306.671, 177749.514 504307.156, 177749.728 504307.574, 177749.964 504308.205, 177750.126 504308.955, 177750.17 504309.535, 177750.166 504309.853, 177750.138 504310.193, 177750.054 504310.692, 177749.928 504311.155, 177749.73 504311.666, 177749.457 504312.185, 177749.175 504312.602, 177748.81 504313.033, 177748.503 504313.33, 177748.208 504313.572, 177747.671 504313.926, 177747.353 504314.093, 177746.804 504314.316, 177746.333 504314.45, 177745.802 504314.543, 177745.366 504314.576, 177744.728 504314.554, 177744.244 504314.482, 177743.67 504314.331, 177743.149 504314.127, 177742.654 504313.865, 177742.131 504313.502, 177741.766 504313.182, 177741.45 504312.846, 177741.139 504312.442, 177740.848 504311.967, 177740.702 504311.671)))"
O10002_GBI_Wegen_en_bruggen.1826,1967,wegdeel vlak,Rijbaan,Punaise,betonstraatstenen overig,"MULTIPOLYGON (((177814.139 504293.014, 177814.067 504292.757, 177814.012 504292.444, 177813.995 504292.019, 177814.026 504291.686, 177814.098 504291.349, 177814.206 504291.035, 177814.332 504290.769, 177814.511 504290.478, 177814.723 504290.213, 177814.963 504289.976, 177815.22 504289.776, 177815.494 504289.609, 177815.802 504289.468, 177816.118 504289.365, 177816.377 504289.31, 177816.671 504289.278, 177816.899 504289.274, 177817.262 504289.306, 177817.599 504289.378, 177817.887 504289.476, 177818.182 504289.613, 177818.506 504289.817, 177818.758 504290.024, 177818.974 504290.245, 177819.175 504290.505, 177819.37 504290.834, 177819.519 504291.187, 177819.62 504291.556, 177819.674 504292.051, 177819.664 504292.367, 177819.581 504292.838, 177819.499 504293.098, 177819.372 504293.391, 177819.157 504293.75, 177818.986 504293.969, 177818.718 504294.241, 177818.469 504294.437, 177818.183 504294.615, 177817.952 504294.726, 177817.65 504294.836, 177817.348 504294.908, 177817.027 504294.949, 177816.751 504294.954, 177816.368 504294.917, 177816.026 504294.838, 177815.668 504294.705, 177815.253 504294.475, 177814.976 504294.263, 177814.709 504294, 177814.46 504293.674, 177814.276 504293.351, 177814.139 504293.014)))"
