FID,OVW_STARTDATUM,BOOMHOOGTE,BOOMKLASSE,BOOMSOORT,BUURT,EIGENAAR,FOTO,FUNCTIE,GEOMETRIE,GEOVISIA_ID,KROONDIAMETER,NEDERLANDSE_NAAM,OBJECT_EINDDATUM,PLANTJAAR,PLANTWIJZE,REDEN_WAARDEVOL,STAMDIAMETER,STANDPLAATS,STATUS,STRAATNAAM,WIJKNAAM,LATITUDE,LONGITUDE,STATUS_AFVALLIJST,FOTO_ORG,OVW_MAX_SIZE
Monumentale_bomen.142648,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Muziekbuurt-Zuid,Gemeente Amersfoort,16BBB3CE-29FB-4CF1-9928-AA01DDFB6378,Buurt- en blokgroen,POINT (52.18031830428758 5.404587828581535),BFE1B729-D081-4635-9349-FB35D8BC813F,18,zomereik,,1920,Groep,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Gazon,Monumentaal,Fagotpad,Zielhorst,52.1803147418386,5.40458749047622,Monumentale boom APV 2017,16BBB3CE-29FB-4CF1-9928-AA01DDFB6378,0

Monumentale_bomen.142649,2023-02-03,15-18 m,Geen vrije uitgroei,Fagus sylvatica,Muziekbuurt-Noord,Gemeente Amersfoort,,Buurt- en blokgroen,POINT (52.183096120673234 5.4067383146907675),7974504E-1839-4681-9D36-A8D2E1899757,15,gewone beuk,,1935,Bomenrij,Beeldbepalendheid,51-75 cm,Elementverharding,Monumentaal,Triangelstraat,Zielhorst,52.1830925545013,5.40673792410282,,,0

Monumentale_bomen.142650,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Muziekbuurt-Noord,Gemeente Amersfoort,,Buurt- en blokgroen,POINT (52.18275644269678 5.406350694674402),DCD93A91-FAD3-4E78-89D6-26B2CF850674,15,zomereik,,1935,Solitair,Beeldbepalendheid,76-100 cm,Gazon,Monumentaal,Triangelstraat,Zielhorst,52.1827528763128,5.40635031125437,,,0

Monumentale_bomen.142651,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Vlinderbuurt,Gemeente Amersfoort,70800560-1EB1-461B-BC84-BE1873AEF07C,Buurt- en blokgroen,POINT (52.18412896059357 5.408518288522863),A929C6EE-E7B7-47AA-B2D2-A22B93CFAEB9,18,zomereik,,1930,Groep,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Heidevlinder,Zielhorst,52.1841253983757,5.40851787255851,Monumentale boom APV 2017,70800560-1EB1-461B-BC84-BE1873AEF07C,0

Monumentale_bomen.142652,2023-02-03,12-15 m,Geen vrije uitgroei,Tilia europaea,Koperhorst,Gemeente Amersfoort,0C7D7139-D65D-4BD6-AB31-AB27900C3D26,Buurt- en blokgroen,POINT (52.16826133010311 5.392249372357533),7414AF9B-B1CC-4949-A40B-11A4377AEF8C,9,Hollandse linde,,1930,Bomenrij,"Cultuurhistorische waarde; Bijzondere ecologische waarde; Zeldzaamheid, uniciteit en dendrologie; Beeldbepalendheid",51-75 cm,Gazon,Monumentaal,Paladijnenweg,Schothorst-Zuid,52.1682577642053,5.39224926887454,Monumentale boom APV 2017,0C7D7139-D65D-4BD6-AB31-AB27900C3D26,0

Monumentale_bomen.142653,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus rubra,De Lichtenberg,Gemeente Amersfoort,93A56A80-4FD9-49DC-B737-0636B8C3188B,Buurt- en blokgroen,POINT (52.14540242444377 5.372227467683284),5E667738-A480-4011-AE78-808A37F18B3E,27,Amerikaanse eik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Asfalt,Monumentaal,Jacob Catslaan,De Berg-Zuid,52.1453988543558,5.37222775031904,Monumentale boom APV 2017,93A56A80-4FD9-49DC-B737-0636B8C3188B,0

Monumentale_bomen.142654,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Muziekbuurt-Zuid,Gemeente Amersfoort,,Buurt- en blokgroen,POINT (52.1780926786505 5.403698881723957),DC79D1E0-FF27-43AE-AC8F-8878A902541F,18,zomereik,,1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Albert Schweitzersingel,Zielhorst,52.1780891234708,5.40369858062149,,,0

Monumentale_bomen.142655,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,Camera Obscurastraat e.o.,Gemeente Amersfoort,,Stadsdeel- en wijkgroen,POINT (52.17762345608899 5.38861609766573),9EF76995-7784-4F4D-AEA9-552367EF4B5A,12,zomereik,,1930*,Bomenrij,Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1776198238186,5.38861588529278,Categorie 1,,0

Monumentale_bomen.142708,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Nimmerdor,Gemeente Amersfoort,1F38F66F-DB6E-42FF-B890-849F5DD26F38,Bos- en natuurgebieden,POINT (52.134399499684775 5.385046509910062),9BEDE5BF-B0A3-41AB-AB4F-48392983709C,12,gewone beuk,,1931,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Open grond,Monumentaal,Hagedispad,Leusderkwartier,52.1343960278488,5.38504689268261,,1F38F66F-DB6E-42FF-B890-849F5DD26F38,0

Monumentale_bomen.142709,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Birkhoven / Bokkeduinen,Gemeente Amersfoort,B850880B-8928-4206-BABC-1E1E8F7BB7AF,Stadsdeel- en wijkgroen,POINT (52.15828638577715 5.3445291972882645),EA61766D-FA9F-4481-A72F-D2CC79ABB565,24,gewone beuk,,1935,Groep,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Birkstraat,Bosgebied,52.1582826417575,5.34452943804743,,B850880B-8928-4206-BABC-1E1E8F7BB7AF,0

Monumentale_bomen.142710,2023-02-03,9-12 m,Geen vrije uitgroei,Fagus sylvatica,Birkhoven / Bokkeduinen,Gemeente Amersfoort,76373C58-E74A-4607-9FC4-58AA69EA1486,Stadsdeel- en wijkgroen,POINT (52.15827717576804 5.344636350024043),A871CD9E-6939-47A1-BDAC-3DA4E38F0E9D,24,gewone beuk,,1935,Groep,Beeldbepalendheid,100-125 cm,Bosplantsoen,Monumentaal,Birkstraat,Bosgebied,52.1582734322347,5.34463659041904,,76373C58-E74A-4607-9FC4-58AA69EA1486,0

Monumentale_bomen.142711,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Nimmerdor,Gemeente Amersfoort,1F38F66F-DB6E-42FF-B890-849F5DD26F38,Bos- en natuurgebieden,POINT (52.13442722727946 5.385008715200929),8A31B1F3-B5CD-43E7-9735-A33ACA290936,12,gewone beuk,,1931,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Open grond,Monumentaal,Hagedispad,Leusderkwartier,52.1344237551724,5.38500909771752,,1F38F66F-DB6E-42FF-B890-849F5DD26F38,0

Monumentale_bomen.142712,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Nimmerdor,Gemeente Amersfoort,1F38F66F-DB6E-42FF-B890-849F5DD26F38,Bos- en natuurgebieden,POINT (52.13443496327615 5.385045195035228),F483B9E3-BE5F-46BD-B61C-C1D41F38BC70,12,gewone beuk,,1931,Bomenrij,Beeldbepalendheid,51-75 cm,Open grond,Monumentaal,Hagedispad,Leusderkwartier,52.1344314913304,5.38504557733988,,1F38F66F-DB6E-42FF-B890-849F5DD26F38,0

Monumentale_bomen.142713,2023-02-03,18-24 m,Vrije uitgroei,Fagus sylvatica,Birkhoven / Bokkeduinen,Onderhoud Utrechts Landschap,D29B5EA9-1EFF-4BB2-AF24-64A2BE4C2D7F,Bos- en natuurgebieden,POINT (52.15783842444208 5.344902403068431),8798D87E-4F5C-4A47-B180-2B101B50B0C6,18,gewone beuk,,1935,Groep,Beeldbepalendheid,76-100 cm,Open grond,Monumentaal,Barchman Wuytierslaan,Bosgebied,52.1578346838838,5.34490264715356,,D29B5EA9-1EFF-4BB2-AF24-64A2BE4C2D7F,0

Monumentale_bomen.142714,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Nimmerdor,Gemeente Amersfoort,,Bos- en natuurgebieden,POINT (52.13541694543942 5.390182040136278),5F4E8158-C882-402B-8E00-7C8CDD37D3AA,24,gewone beuk,,<1930,Bomenrij,Beeldbepalendheid,126-150 cm,Bosplantsoen,Monumentaal,Hagedispad,Leusderkwartier,52.1354134967713,5.39018239373808,,,0

Monumentale_bomen.142715,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Rustenburg-Zuid,Gemeente Amersfoort,FA2DCB16-784E-4A29-A6FE-85C62A09337C,Stadsdeel- en wijkgroen,POINT (52.1632158430675 5.414263497262347),46176CE7-26F5-4E46-96B7-8D6BE646E688,24,zomereik,,1931,Groep,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Weg van de Vrijheid,Rustenburg,52.1632124203192,5.41426336144109,Monumentale boom APV 2017,FA2DCB16-784E-4A29-A6FE-85C62A09337C,0

Monumentale_bomen.142716,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Nimmerdor,Gemeente Amersfoort,A2A07DA8-B1FF-4E22-A9ED-3104BA5BFE2C,Bos- en natuurgebieden,POINT (52.13578353643412 5.390367423436639),065448A1-967E-4075-8F23-6AA85150B863,21,gewone beuk,,1930*,Solitair,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Open grond,Monumentaal,Hagedispad,Leusderkwartier,52.1357800876298,5.39036777148609,,A2A07DA8-B1FF-4E22-A9ED-3104BA5BFE2C,0

Monumentale_bomen.142717,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Componistenbuurt-Midden,Gemeente Amersfoort,F667D996-7A7E-46B9-A8F2-409D2CA0F0A7,Pareltjes,POINT (52.15058420620923 5.3972140993660584),9522B418-981E-4481-AE8C-70CBCABE232A,15,gewone beuk,,1930*,Groep,Beeldbepalendheid,51-75 cm,Bosplantsoen,Monumentaal,Bisschopsweg,Randenbroek,52.1505807427904,5.39721421922666,,F667D996-7A7E-46B9-A8F2-409D2CA0F0A7,0

Monumentale_bomen.142718,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Componistenbuurt-Midden,Gemeente Amersfoort,325DC171-610F-4F1F-89C2-00DAB6FB7D87,Pareltjes,POINT (52.15113827472535 5.398799545775404),A5724679-45AD-4E6A-9015-FB554886CFDB,18,gewone beuk,,1930*,Groep,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Bisschopsweg,Randenbroek,52.1511348176087,5.39879965163983,,325DC171-610F-4F1F-89C2-00DAB6FB7D87,0

Monumentale_bomen.142719,2023-02-03,12-15 m,Vrije uitgroei,Taxus baccata,Componistenbuurt-Midden,Gemeente Amersfoort,FDF1E095-73DE-46AF-9C92-D4C3BC19EC3A,Pareltjes,POINT (52.14937175471988 5.398091748722087),63D352F6-FE39-405A-BDA8-9195140D1ABD,9,venijnboom,,<1930,Groep,"Zeldzaamheid, uniciteit en dendrologie",51-75 cm,Bosplantsoen,Monumentaal,Bisschopsweg,Randenbroek,52.1493683005547,5.39809188219891,,FDF1E095-73DE-46AF-9C92-D4C3BC19EC3A,0

Monumentale_bomen.142720,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Nimmerdor,Gemeente Amersfoort,448DE99D-5C86-4082-BBBF-90AB3F11E6BC,Bos- en natuurgebieden,POINT (52.13522468806181 5.389929520648363),F4F7030A-4B4D-45FD-8065-12E170D01791,21,gewone beuk,,1930*,Bomenrij,Beeldbepalendheid,100-125 cm,Open grond,Monumentaal,Hagedispad,Leusderkwartier,52.1352212386635,5.38992987762998,,448DE99D-5C86-4082-BBBF-90AB3F11E6BC,0

Monumentale_bomen.142721,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Componistenbuurt-Midden,Gemeente Amersfoort,2B731235-EE75-4BAE-9DE6-33BDBE81A044,Pareltjes,POINT (52.15016117637325 5.397187891582233),81E10D4E-363C-4EB3-A1EA-CD5B1A04F2A3,15,gewone beuk,,1930*,Groep,Beeldbepalendheid,76-100 cm,Heesters,Monumentaal,Bisschopsweg,Randenbroek,52.1501577144279,5.39718801746916,,2B731235-EE75-4BAE-9DE6-33BDBE81A044,0

Monumentale_bomen.142722,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Componistenbuurt-Midden,Gemeente Amersfoort,5028DA5E-B962-449D-BE97-437DA44B1A37,Pareltjes,POINT (52.150137506569216 5.396971787483476),02D946D6-83D1-4E77-80DE-F0F075C619F3,12,zomereik,,1930,Solitair,Beeldbepalendheid,76-100 cm,Heesters,Monumentaal,Bisschopsweg,Randenbroek,52.1501340435691,5.39697191453965,,5028DA5E-B962-449D-BE97-437DA44B1A37,0

Monumentale_bomen.142723,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Componistenbuurt-Midden,Gemeente Amersfoort,4A9CEF8B-C1C4-4F4B-9709-EE869A5C7DCE,Pareltjes,POINT (52.15045788257953 5.39640914609879),A0825017-19F7-404F-98F1-0104B124B3DB,15,gewone beuk,,1930*,Groep,Beeldbepalendheid,100-125 cm,Bosplantsoen,Monumentaal,Bisschopsweg,Randenbroek,52.1504544153841,5.39640927086386,,4A9CEF8B-C1C4-4F4B-9709-EE869A5C7DCE,0

Monumentale_bomen.142724,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Componistenbuurt-Midden,Gemeente Amersfoort,DA54D64C-C6F0-4648-B9F6-FE22DA0C8BFF,Pareltjes,POINT (52.151136505144244 5.397209199007198),EC9F7258-5917-4537-990C-E31E159F26A1,18,gewone beuk,,1930*,Groep,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Bisschopsweg,Randenbroek,52.1511330395791,5.39720931115173,,DA54D64C-C6F0-4648-B9F6-FE22DA0C8BFF,0

Monumentale_bomen.142725,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Regentesselaan e.o.,Gemeente Amersfoort,22A7C585-D90B-4C07-A691-C7D3C009DE53,Buurt- en blokgroen,POINT (52.15180739836848 5.373645577900073),7520E916-DA3B-400E-B746-2F3D50524226,30,Amerikaanse eik,,<1930,Bomenrij,Beeldbepalendheid,76-100 cm,Asfalt,Monumentaal,Prins Hendriklaan,De Berg-Noord,52.1518038112789,5.37364577427143,Monumentale boom APV 2017,22A7C585-D90B-4C07-A691-C7D3C009DE53,0

Monumentale_bomen.142726,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Leusderkwartier-West,Gemeente Amersfoort,B412176B-8AAF-4ECB-AA5D-DA93E1D9B7C5,Buurt- en blokgroen,POINT (52.14101983490467 5.382220758166011),A43CFACA-8601-4BF0-B245-C5DCF354BB8C,21,Amerikaanse eik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Asfalt,Monumentaal,Voltastraat,Leusderkwartier,52.1410163284233,5.38222106234412,Categorie 2,B412176B-8AAF-4ECB-AA5D-DA93E1D9B7C5,0

Monumentale_bomen.142727,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Birkhoven / Bokkeduinen,Gemeente Amersfoort,DC95187F-7B8E-4C08-A95F-186FBB9D7C32,Industrie,POINT (52.15963733488453 5.345060285340592),F1DCA07C-E111-4CF7-A8B0-A2CEC4E6C313,21,zomereik,,<1930,Groep,Beeldbepalendheid,100-125 cm,Bosplantsoen,Monumentaal,Amsterdamseweg,Bosgebied,52.1596335872737,5.34506050885581,Categorie 2,DC95187F-7B8E-4C08-A95F-186FBB9D7C32,0

Monumentale_bomen.142728,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Leusderkwartier-West,Gemeente Amersfoort,31C4F3BF-0FB1-4C68-9529-A831573C6A56,Buurt- en blokgroen,POINT (52.13927975408245 5.381898122879196),3520264E-EF6E-4A7C-8757-77816B4ED706,15,Amerikaanse eik,,1935,Bomenrij,Beeldbepalendheid,76-100 cm,Elementverharding,Monumentaal,Jan van der Heijdenstraat,Leusderkwartier,52.1392762516233,5.38189845098974,Categorie 2,31C4F3BF-0FB1-4C68-9529-A831573C6A56,0

Monumentale_bomen.142729,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Willem III,Gemeente Amersfoort,B42B69EE-7DA8-4A30-9480-2EE0EBBBE484,Buurt- en blokgroen,POINT (52.15634248244675 5.399951552313919),D5A77DC0-4661-463D-B5C6-6648C2AA175F,12,zomereik,,1931,Groep,Beeldbepalendheid,51-75 cm,Gazon,Monumentaal,Hogeweg,Randenbroek,52.1563390106619,5.39995157994026,Monumentale boom APV 2017,B42B69EE-7DA8-4A30-9480-2EE0EBBBE484,0

Monumentale_bomen.142730,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus rubra,Leusderkwartier-West,Gemeente Amersfoort,B3C3853C-16DA-4E69-9D20-1708CD4981CF,Buurt- en blokgroen,POINT (52.13941434585435 5.378089952284797),F6108059-1A15-4D43-984B-57E1DD4E7B00,18,Amerikaanse eik,,1920,Bomenrij,Beeldbepalendheid,51-75 cm,Asfalt,Monumentaal,Pasteurstraat,Leusderkwartier,52.139410824192,5.3780902910881,Monumentale boom APV 2017,B3C3853C-16DA-4E69-9D20-1708CD4981CF,0

Monumentale_bomen.142731,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus palustris,De Lichtenberg,Gemeente Amersfoort,41900954-B441-41CD-B5D2-DFBC19719B03,Bos- en natuurgebieden,POINT (52.14173712390842 5.372097210004114),19E8729F-E382-4B24-B054-25179FB59449,21,moeraseik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Gazon,Monumentaal,Hugo de Grootlaan,De Berg-Zuid,52.1417335657638,5.37209753921009,Categorie 1,41900954-B441-41CD-B5D2-DFBC19719B03,0

Monumentale_bomen.142732,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Nimmerdor,Gemeente Amersfoort,4433DAE0-D004-4821-BA47-F214F4E0FC59,Bos- en natuurgebieden,POINT (52.137714701265516 5.396283145409214),E462F44A-D0DD-41D2-AD3F-CBA59191D4BB,9,zomereik,,1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,26-50 cm,Ruw gras,Monumentaal,Arnhemseweg,Leusderkwartier,52.1377112774435,5.39628344840678,Categorie 2,4433DAE0-D004-4821-BA47-F214F4E0FC59,0

Monumentale_bomen.142733,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Nimmerdor,Gemeente Amersfoort,4433DAE0-D004-4821-BA47-F214F4E0FC59,Bos- en natuurgebieden,POINT (52.1376787481621 5.39629920552815),8FE57E8C-7782-4933-8B12-739A41FE6870,21,zomereik,,1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Arnhemseweg,Leusderkwartier,52.1376753245362,5.3962995089761,Categorie 2,4433DAE0-D004-4821-BA47-F214F4E0FC59,0

Monumentale_bomen.142734,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Nimmerdor,Gemeente Amersfoort,C2660D2C-21A3-46C5-B6B4-2EC23DF8BD0D,Bos- en natuurgebieden,POINT (52.13761133652739 5.396324023214622),F19E936D-3966-47D4-A860-E0760F0481F8,21,zomereik,,1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Arnhemseweg,Leusderkwartier,52.1376079132409,5.39632432752397,Categorie 2,C2660D2C-21A3-46C5-B6B4-2EC23DF8BD0D,0

Monumentale_bomen.142735,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Leusderkwartier-West,Gemeente Amersfoort,3BD57501-A4FF-4E08-BB0F-3E9910CB1543,Buurt- en blokgroen,POINT (52.139086371530794 5.379303885905619),D63F50AD-FF5B-440D-9CCB-723C3CD11FCB,18,Amerikaanse eik,,1920,Bomenrij,Beeldbepalendheid,51-75 cm,Asfalt,Monumentaal,Pasteurstraat,Leusderkwartier,52.1390828568632,5.37930422499478,Monumentale boom APV 2017,3BD57501-A4FF-4E08-BB0F-3E9910CB1543,0

Monumentale_bomen.142736,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Leusderkwartier-West,Gemeente Amersfoort,3BD57501-A4FF-4E08-BB0F-3E9910CB1543,Buurt- en blokgroen,POINT (52.13904863171727 5.379451426191235),993AC4BC-2CD1-41A3-8C77-8E8533590C23,21,Amerikaanse eik,,1920,Bomenrij,Beeldbepalendheid,76-100 cm,Asfalt,Monumentaal,Pasteurstraat,Leusderkwartier,52.1390451178949,5.37945176529065,Monumentale boom APV 2017,3BD57501-A4FF-4E08-BB0F-3E9910CB1543,0

Monumentale_bomen.142737,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Leusderkwartier-West,Gemeente Amersfoort,687FF148-13E0-4766-A4BA-77DDF661FFA1,Buurt- en blokgroen,POINT (52.13918883930182 5.379382747816443),A95B031E-91DF-4083-9DAA-502D272F4680,18,Amerikaanse eik,,1920,Bomenrij,Beeldbepalendheid,51-75 cm,Asfalt,Monumentaal,Pasteurstraat,Leusderkwartier,52.1391853246965,5.37938308531829,Monumentale boom APV 2017,687FF148-13E0-4766-A4BA-77DDF661FFA1,0

Monumentale_bomen.142738,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Leusderkwartier-West,Gemeente Amersfoort,687FF148-13E0-4766-A4BA-77DDF661FFA1,Buurt- en blokgroen,POINT (52.13922747813158 5.379239589075421),0D0D2598-42D7-4D29-B5E5-DD7D9880326B,18,Amerikaanse eik,,1920,Bomenrij,Beeldbepalendheid,76-100 cm,Asfalt,Monumentaal,Pasteurstraat,Leusderkwartier,52.1392239626996,5.37923992654236,Monumentale boom APV 2017,687FF148-13E0-4766-A4BA-77DDF661FFA1,0

Monumentale_bomen.142739,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Componistenbuurt-Midden,Gemeente Amersfoort,B7CC9839-3340-4385-9547-D03CE39031D1,Pareltjes,POINT (52.14947084104424 5.400587923573456),98F9D96A-5A1E-49AF-B41B-597B2D7A8374,15,gewone beuk,,1930*,Groep,Beeldbepalendheid,100-125 cm,Bosplantsoen,Monumentaal,Bisschopsweg,Randenbroek,52.1494673998493,5.40058804607586,,B7CC9839-3340-4385-9547-D03CE39031D1,0

Monumentale_bomen.142740,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,Componistenbuurt-Midden,Gemeente Amersfoort,2F1B98BB-DAC9-4B39-A569-9E3544B3C42E,Pareltjes,POINT (52.14924554566573 5.397859785153041),372282F2-7436-4E8B-A213-F60542B3849E,33,zomereik,,1930*,Groep,Beeldbepalendheid,100-125 cm,Heesters,Monumentaal,Bisschopsweg,Randenbroek,52.1492420907409,5.39785992129115,Monumentale boom APV 2017,2F1B98BB-DAC9-4B39-A569-9E3544B3C42E,0

Monumentale_bomen.142741,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Leusderkwartier-West,Gemeente Amersfoort,687FF148-13E0-4766-A4BA-77DDF661FFA1,Buurt- en blokgroen,POINT (52.13930385699344 5.378962035379013),07393B55-3FDF-4588-999C-01B4245CDEAC,18,Amerikaanse eik,,1920,Bomenrij,Beeldbepalendheid,51-75 cm,Asfalt,Monumentaal,Pasteurstraat,Leusderkwartier,52.1393003399554,5.37896237276106,Monumentale boom APV 2017,687FF148-13E0-4766-A4BA-77DDF661FFA1,0

Monumentale_bomen.142656,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,De Ham,Gemeente Amersfoort,78920F20-E561-4C40-9741-BA461858A776,,POINT (52.17958012270965 5.378785510860882),6DDB2AB3-7439-49C1-8CCE-D98942F7307C,,zomereik,,<1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Elementverharding,Monumentaal,Park Schoonoord,Hoogland,52.1795764305922,5.37878532653757,Monumentale boom APV 2017,78920F20-E561-4C40-9741-BA461858A776,0

Monumentale_bomen.142657,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Muziekbuurt-Noord,Gemeente Amersfoort,,Buurt- en blokgroen,POINT (52.183101495519715 5.406845057239498),51FBA9C5-3BEC-43CF-A99E-39027A160B54,15,zomereik,,1935,Bomenrij,Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Triangelstraat,Zielhorst,52.1830979299051,5.4068446659601,,,0

Monumentale_bomen.142658,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Camera Obscurastraat e.o.,Gemeente Amersfoort,,Stadsdeel- en wijkgroen,POINT (52.177559517860075 5.388813819564886),B4A3EF68-8B6F-4002-B9AD-8644DB83B0F5,12,zomereik,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1775558869439,5.38881360698338,Categorie 1,,0

Monumentale_bomen.142659,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Camera Obscurastraat e.o.,Gemeente Amersfoort,,Stadsdeel- en wijkgroen,POINT (52.177170220279486 5.389967147403005),A983CF88-150A-4D2D-9B7B-3889EC54E1E5,12,zomereik,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.177166597362,5.38996693385605,Categorie 2,,0

Monumentale_bomen.142660,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,Camera Obscurastraat e.o.,Gemeente Amersfoort,,Stadsdeel- en wijkgroen,POINT (52.177205743893666 5.385473804246015),D0054BE9-C649-42BC-B328-351F57EC35FE,12,zomereik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.177202097883,5.38547361453659,Categorie 1,,0

Monumentale_bomen.142661,2023-02-03,18-24 m,Geen vrije uitgroei,Tilia americana,Rivierenbuurt-Oost,Gemeente Amersfoort,,Pareltjes,POINT (52.16005994336083 5.372231370932856),7F6143BB-6B95-445F-9A25-C39BFC71AE32,15,Amerikaanse linde,,1965,Groep,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Gazon,Monumentaal,IJsselstraat,Soesterkwartier,52.1600563154522,5.37223146899724,Monumentale boom APV 2017,,0

Monumentale_bomen.142662,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,Elly Takmastraat e.o.,Gemeente Amersfoort,1FBAAA15-2A71-4146-A621-0861CFFBDDF7,Buurt- en blokgroen,POINT (52.174168233138055 5.3809261837905185),BAAF8CA3-811D-416C-BA16-DA948FBF438C,12,zomereik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Amelisweerd,Schothorst-Noord,52.1741645803181,5.38092605849181,Categorie 1,1FBAAA15-2A71-4146-A621-0861CFFBDDF7,0

Monumentale_bomen.142663,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,Elly Takmastraat e.o.,Gemeente Amersfoort,A22538C1-69DB-4C97-B5CC-C93561751360,Buurt- en blokgroen,POINT (52.174148803178376 5.380832993069634),875B07C2-EADC-4DBF-8280-F66E1183DE19,12,zomereik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Amelisweerd,Schothorst-Noord,52.1741451499973,5.38083286851381,Categorie 1,A22538C1-69DB-4C97-B5CC-C93561751360,0

