FID,ADRES,LIGGING_TANK,VOLUME_TANK,DATUM_BEHANDELING,BEHANDELD_DOOR,IMAPCONCL,CERTIFICERING,TANK_AFGEDAAN,TANK_PDF,GEENCERT,GEOMETRIE,DOCUMENTNR
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a75,Grameystr. 022,Onbekend,3000,1997-07-02,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Grameystr_022.pdf,,POINT (188907 425969),D151894637
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a76,Grameystr. 016,Onbekend,3000,1998-01-05,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Grameystr_016.pdf,,POINT (188900 426001),D151894638
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a77,Grameystr. 012,Onbekend,3000,1998-01-07,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Grameystr_012.pdf,,POINT (188896 426025),D151894639
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a78,Grameystr. 026,Onbekend,3000,1998-01-14,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Grameystr_026.pdf,,POINT (188912 425944),D151894640
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a79,Grameystr. 008,Onbekend,3000,1998-01-21,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Grameystr_008.pdf,,POINT (188892 426049),D151894641
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a7a,Grameystr. 024,Onbekend,3000,1999-04-08,Laura/Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Grameystr_024.pdf,,POINT (188907 425954),D151894642
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a7b,Grameystr. 010,Onbekend,3000,1999-03-31,Laura(?)/Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Grameystr_010.pdf,,POINT (188896 426040),D151894643
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a7c,Grameystr. 014,Onbekend,3000,1999-04-09,Laura/Milieutec,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Grameystr_014.pdf,,POINT (188900 426015),D151894644
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a7d,Durenstr. 009 G.v.,Onbekend,3000,1998-12-17,Laura/Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_009_G.v.pdf,,POINT (188833 426030),D151894645
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a7e,Durenstr. 015 G.v.,Onbekend,3000,1997-04-08,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_015_G.v.pdf,,POINT (188844 425996),D151894646
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a7f,Durenstr. 011 G.v.,Onbekend,3000,1998-12-17,Laura/Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_011_G.v.pdf,,POINT (188838 426018),D151894647
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a80,Durenstr. 003 G.v.,Oprit.,3000,1993-04-28,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_003_G.v.pdf,,POINT (188822 426062),D151894648
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a81,Durenstr. 001 G.v.,Onbekend,3000,1997-12-22,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_001_G.v.pdf,,POINT (188816 426077),D151894649
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a82,Durenstr. 012 G.v.,Onbekend,3000,1997-12-29,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_012_G.v.pdf,,POINT (188816 425960),D151894650
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a83,Durenstr. 013 G.v.,Onbekend,3000,1998-02-06,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_013_G.v.pdf,,POINT (188841 426008),D151894651
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a84,Durenstr. 005 G.v.,Onbekend,3000,1998-02-19,Laura/Milieutec,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_005_G.v.pdf,,POINT (188826 426053),D151894652
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a85,Durenstr. 007 G.v.,Onbekend,3000,1998-05-28,Laura/Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_007_G.v.pdf,,POINT (188830 426041),D151894653
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a86,Durenstr. 021 G. v.,Oprit.,3000,1998-06-12,Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_021_G_v.pdf,,POINT (188855.937515875 425964.338540344),D151894654
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a87,Durenstr. 019 G.v.,Onbekend,3000,1995-06-26,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_019_G.v.pdf,,POINT (188852 425974),D151894655
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a88,Durenstr. 017 G.v.,Onbekend,3000,1996-10-14,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_017_G.v.pdf,,POINT (188848 425985),D151894656
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a89,Durenstr. 027 G.v.,Onbekend,3000,1997-10-03,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_027_G.v.pdf,,POINT (188867 425930),D151894657
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a8a,Durenstr. 029 G.v.,Onbekend,3000,1998-01-19,Laura/Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_029_G.v.pdf,,POINT (188870 425919),D151894658
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a8b,Durenstr. 025 G.v.,Onbekend,3000,1998-04-28,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_025_G.v.pdf,,POINT (188863 425940),D151894659
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a8c,Durenstr. 023 G.v.,Onbekend,3000,1998-05-28,Laura/Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_023_G.v.pdf,,POINT (188859 425951),D151894660
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a8d,Durenstr. 020 G.v.,Zijtuin.,2000,1993-05-14,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_020_G.v.pdf,,POINT (188862 425869),D151894661
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a8e,Durenstr. 008 G.v.,Onbekend,3000,1993-03-31,Laura/ Chemclean,De tank is gevuld met zand,,Ja,GeenCertificaat.pdf,Durenstr. 008 G.,POINT (188805 425998),D151894662
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a8f,Durenstr. 018 G.v.,Oprit.,3000,1993-11-04,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_018_G.v.pdf,,POINT (188849 425887),D151894663
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a90,Durenstr. 006 G.v.,Onbekend,3000,1997-12-29,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_006_G.v.pdf,,POINT (188797 426021),D151894664
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a91,Durenstr. 002 G.v,Onbekend,3000,1998-01-29,Laura(?)/Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_002_G.v.pdf,,POINT (188779 426066),D151894665
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a92,Durenstr. 004 G.v.,Onbekend,3000,1998-04-14,Laura/ Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_004_G.v.pdf,,POINT (188788 426047),D151894666
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a93,Durenstr. 010 G.v.,Onbekend,4000,1998-04-28,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_010_G.v.pdf,,POINT (188811 425976),D151894667
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a94,Durenstr. 014 G.v.,Onbekend,5000,1998-01-23,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_014_G.v.pdf,,POINT (188828 425932),D151894668
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a95,Durenstr. 016 G.v.,Onbekend,5000,1998-02-23,Laura,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Durenstr_016_G.v.pdf,,POINT (188836 425912),D151894669
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a96,Almarasweg 002 d`,Onbekend,3000,1999-03-05,Laura/Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Almarasweg_002_d_.pdf,,POINT (188976 425897),D151894670
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a97,Almarasweg 006 d`,Onbekend,3000,1999-09-03,Laura/Milieutec,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Almarasweg_006_d_.pdf,,POINT (188942 425874),D151894671
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a98,Almarasweg 012 d`,Onbekend,3000,1994-04-27,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Almarasweg_012_d_.pdf,,POINT (188882 425843),D151894672
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a99,Almarasweg 018 d`,Onbekend,3000,1998-02-18,Laura/Milieutec,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Almarasweg_018_d_.pdf,,POINT (188695.7498095 425740.693675387),D151894673
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a9a,Driehuizerweg 283,Onbekend,3000,2000-05-01,Milieutec,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Driehuizerweg_283.pdf,,POINT (188453.719 425699.34),D151894674
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a9b,Almarasweg 014 d`,Onbekend,5000,1998-03-04,Laura/ Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Almarasweg_014_d_.pdf,,POINT (188866 425825),D151894675
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a9c,Almarasweg 004 d',Onbekend,,,Zelf,Volgens eigenaar geen tank aanwezig,Geen certificaat,Ja,GeenCertificaat.pdf,Almarasweg 004 d,POINT (188961 425887),D151894676
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a9d,Sionsweg 003,Onbekend,3000,2000-01-04,Laura/Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sionsweg_003.pdf,,POINT (189325 424685),D151894677
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a9e,Sionsweg 001,Voortuin.,5000,1993-07-12,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sionsweg_001.pdf,,POINT (189442 424813),D151894678
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1a9f,Sionsweg 002,Zij en achter,25000,1989-07-06,Chemclean,De tanks zijn verwijderd,Tanks zijn conform de richtlijnen (KIWA) gesaneerd,Ja,Sionsweg_002.pdf,,POINT (189326 424887),D151894679
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aa0,Heyendaalseweg 100,Onbekend,3000,1997-02-12,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Heyendaalseweg_100.pdf,,POINT (188220 426624),D151894680
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aa1,Groenestr. 001 Verl.,"Bovengronds, achtertuin.",3000,1993-06-02,Chemclean,De tanks zijn gevuld met zand,Tanks zijn conform de richtlijnen (KIWA) gesaneerd,Ja,Groenestr_001_Verl.pdf,,POINT (188140 426498),D151894681
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aa2,Groenestr. 005 Verl.,Oprit,3000,1997-09-11,Chemclean,De tank is gevuld met grind,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groenestr_005_Verl.pdf,,POINT (188123 426516),D151894682
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aa3,Groenestr. 033 Verl.,Oprit.,3000,1992-12-09,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groenestr_033_Verl.pdf,,POINT (188027 426613),D151894683
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aa4,Groenestr. 017 Verl.,Oprit.,3000,1992-12-09,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groenestr_017_Verl.pdf,,POINT (188085 426555),D151894684
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aa5,Groenestr. 035 Verl.,Zijtuin.,3000,1992-12-09,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groenestr_035_Verl.pdf,,POINT (188022 426618),D151894685
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aa6,Groenestr. 003 Verl.,Oprit.,3000,1993-09-20,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groenestr_003_Verl.pdf,,POINT (188129 426510),D151894686
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aa7,Groenestr. 045 Verl.,Oprit.,3000,1992-12-09,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groenestr_045_Verl.pdf,,POINT (187972 426668),D151894687
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aa8,Groenestr. 049 Verl.,Voortuin.,3000,1992-12-09,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groenestr_049_Verl.pdf,,POINT (187959 426683),D151894688
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aa9,Groenestr. 047 Verl.,Voortuin.,3000,1993-09-20,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groenestr_047_Verl.pdf,,POINT (187965 426675),D151894690
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aaa,Kapittelweg 001,Oprit.,2000,1993-02-03,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kapittelweg_001.pdf,,POINT (187455 426510),D151894691
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aab,Kapittelweg 003,Voortuin.,3000,1993-02-03,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kapittelweg_003.pdf,,POINT (187474 426512),D151894692
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aac,Kapittelweg 013,Onbekend,3000,1993-10-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kapittelweg_013.pdf,,POINT (187501 426515),D151894693
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aad,Kapittelweg 011,Oprit.,3000,1994-12-01,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kapittelweg_011.pdf,,POINT (187489 426514),D151894694
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aae,Proosdijweg 007,Onbekend,2000,1993-10-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Proosdijweg_007.pdf,,POINT (187494 426581),D151894696
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aaf,Proosdijweg 001,Voortuin.,3000,1993-02-08,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Proosdijweg_001.pdf,,POINT (187464 426581),D151894697
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ab0,Proosdijweg 005,Oprit.,3000,1993-10-06,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Proosdijweg_005.pdf,,POINT (187486 426581),D151894698
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ab1,Proosdijweg 015,Onder terras.,3000,1993-05-18,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Proosdijweg_015.pdf,,POINT (187545 426583),D151894699
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ab2,Proosdijweg 011,Onbekend,3000,1993-06-15,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Proosdijweg_011.pdf,,POINT (187516 426583),D151894700
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ab3,Proosdijweg 009,Oprit.,3000,1995-03-23,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Proosdijweg_009.pdf,,POINT (187507 426583),D151894701
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ab4,Proosdijweg 004,Oprit.,3000,1993-05-18,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Proosdijweg_004.pdf,,POINT (187472 426557),D151894702
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ab5,Proosdijweg 012,Voortuin.,3000,1992-08-04,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Proosdijweg_012.pdf,,POINT (187519 426557),D151894704
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ab6,Proosdijweg 014,Voortuin.,3000,1993-02-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Proosdijweg_014.pdf,,POINT (187532 426555),D151894705
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ab7,Proosdijweg 016,Voortuin.,3000,1993-02-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Proosdijweg_016.pdf,,POINT (187546 426557),D151894706
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ab8,Proosdijweg 008,Oprit.,3000,1993-10-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Proosdijweg_008.pdf,,POINT (187496.639995324 426556.759999175),D151894707
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ab9,Proosdijweg 002,Oprit.,3000,1993-11-10,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Proosdijweg_002.pdf,,POINT (187462 426557),D151894708
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aba,Proosdijweg 006,Oprit.,3000,1994-06-24,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Proosdijweg_006.pdf,,POINT (187488.339996012 426556.913332462),D151894709
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1abb,Proosdijweg 010,Voortuin.,3000,1995-07-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Proosdijweg_010.pdf,,POINT (187508 426557),D151894710
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1abc,Grooteplein Zuid 010 Geert,Onbekend,5000,1997-12-11,?,"Het betreft een bovengrondse tank, deze is in gebruik. Info bij bureau MKB",,Ja,GeenCertificaat.pdf,Grooteplein Zuid,POINT (187582 426221),D151894711
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1abd,Annastr. 271 St.,Achtertuin.,3000,1997-05-17,Chemclean,De tank is gevuld met zand en puin,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_271_St.pdf,,POINT (187462.595313691 426876.031242063),D151894712
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1abe,Annastr. 277 St.,Onbekend,3000,1993-03-10,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_277_St.pdf,,POINT (187463 426849),D151894713
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1abf,Annastr. 275 St.,Achtertuin.,3000,1993-03-10,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_275_St.pdf,,POINT (187464 426858),D151894714
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ac0,Annastr. 279 St.,Achtertuin.,3000,1993-06-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_279_St.pdf,,POINT (187463 426841),D151894715
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ac1,Annastr. 267 St.,Achtertuin.,3000,1993-06-11,Chemclean,De tanks zijn gevuld met zand,Tanks zijn conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_267_St.pdf,,POINT (187464.793751588 426894.237490475),D151894716
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ac2,Annastr. 281 St.,Terras achter huis.,3000,1993-03-10,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_281_St.pdf,,POINT (187461 426832),D151894717
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ac3,Annastr. 297 St.,Oprit.,3000,1993-05-04,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_297_St.pdf,,POINT (187436 426595),D151894718
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ac4,Annastr. 299 St.,Achtertuin.,3000,1993-06-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_299_St.pdf,,POINT (187432 426583),D151894719
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ac5,Annastr. 285 St.,Onbekend,3000,1993-06-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_285_St.pdf,,POINT (187458 426775),D151894720
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ac6,Annastr. 287 St.,Onbekend,3000,1994-04-22,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_287_St.pdf,,POINT (187455 426760),D151894721
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ac7,Annastr. 293 St.,Oprit.,5000,1993-05-04,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_293_St.pdf,,POINT (187442 426625),D151894722
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ac8,Annastr. 283 St.,Onbekend,5000,1993-06-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_283_St.pdf,,POINT (187462 426805),D151894723
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ac9,Annastr. 309 St.,Voortuin.,3000,1993-05-13,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_309_St.pdf,,POINT (187427.190627381 426514.381254763),D151894725
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aca,Annastr. 307 St.,Voortuin.,3000,1993-05-13,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_307_St.pdf,Annastr. 307 St.,POINT (187426 426524),D151894726
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1acb,Annastr. 301 St.,Parkeerplaats.,3000,1993-06-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_301_St.pdf,,POINT (187431 426553),D151894727
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1acc,Annastr. 311 St.,Achtertuin tussen garage en,9,1984-01-01,?,De tank is verwijderd in eigen beheer,"Geen certificaat, kwaliteit bodem onbekend",Ja,GeenCertificaat.pdf,Annastr. 311 St.,POINT (187425 426505),D151894728
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1acd,Annastr. 224 St.,voortuin,3000,1997-04-28,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_224_St.pdf,,POINT (187451 427017),D151894729
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ace,Annastr. 228 St.,Onbekend,3000,1998-02-12,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_228_St.pdf,,POINT (187449 427005),D151894730
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1acf,Annastr. 208 St.,Oprit.,4000,1993-10-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_208_St.pdf,,POINT (187452 427026),D151894731
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ad0,Annastr. 242 St.,Voortuin,3000,1998-02-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_242_St.pdf,,POINT (187438 426926),D151894732
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ad1,Annastr. 244 St.,Oprit.,5000,1993-05-12,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_244_St.pdf,,POINT (187439 426917),D151894733
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ad2,Annastr. 258 St.,Achtertuin.,2000,1993-05-04,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_258_St.pdf,,POINT (187422 426820),D151894734
