FID,wpeil_verf,poten_peil,se_anno_cad_data,gdb_geomattr_data,shape
potentiele_waterdiepte_laagste_punt_wegvak__m_.82,1.88,1.88,,,"LINESTRING (44093.19099999964 413689.563000001, 44228.75 413726.7879999988, 44388.23699999973 413765.6279999986, 44579.71499999985 413803.9459999986)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.83,1.46,1.46,,,"LINESTRING (44579.71499999985 413803.9459999986, 44596.27199999988 413807.26000000164, 44929.699999999255 413860.9600000009, 45073.6090000011 413881.6559999995)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.84,0.64,0.64,,,"LINESTRING (45073.6090000011 413881.6559999995, 45571.00299999863 413953.18400000036)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.85,0,0,,,"LINESTRING (27996.46499999985 374479.8590000011, 28163.7490000017 374212.8909999989, 28244.39400000125 374086.4070000015, 28263.576999999583 374057.1979999989)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.86,0,0,,,"LINESTRING (28263.576999999583 374057.1979999989, 28317.462000001222 373975.15199999884, 28384.947000000626 373876.6499999985, 28448.48699999973 373788.6700000018, 28509.37200000137 373709.1860000007, 28555.92399999872 373651.93299999833)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.87,0,0,,,"LINESTRING (28555.92399999872 373651.93299999833, 28568.537000000477 373636.4210000001, 28626.596000000834 373568.9059999995, 28683.892000000924 373505.5229999982, 28740.574999999255 373445.51300000027, 28796.677000001073 373388.4279999994, 28852.20600000024 373334.03599999845, 28899.662999998778 373289.3209999986)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.88,0,0,,,"LINESTRING (28899.662999998778 373289.3209999986, 28907.21499999985 373282.20600000024, 28961.855000000447 373232.7950000018, 29016.397999998182 373185.5709999986, 29071.20699999854 373140.1799999997, 29126.677999999374 373096.1730000004, 29183.144999999553 373053.0720000006, 29288.752000000328 372975.8960000016)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.89,0,0,,,"LINESTRING (29288.752000000328 372975.8960000016, 29299.570000000298 372967.98999999836, 29536.633999999613 372798.61100000143, 29592.68299999833 372756.69099999964, 29645.929999999702 372714.92500000075, 29690.061999998987 372677.94000000134)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.90,0,0,,,"LINESTRING (29690.061999998987 372677.94000000134, 29695.846000000834 372673.0920000002, 29742.107999999076 372630.8599999994, 29784.60300000012 372587.8429999985, 29823.40799999982 372543.6790000014, 29858.7509999983 372498.0929999985, 29890.97599999979 372450.95600000024, 29920.495999999344 372402.2870000005, 29947.756999999285 372352.2410000004, 29973.210000000894 372301.05799999833, 29983.57899999991 372278.63899999857)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.91,0,0,,,"LINESTRING (29983.57899999991 372278.63899999857, 29997.28299999982 372249.01000000164, 30042.76900000125 372143.2820000015, 30175.43299999833 371816.9600000009)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.92,0,0,,,"LINESTRING (30175.43299999833 371816.9600000009, 30195.252000000328 371768.2100000009, 30260.166999999434 371613.1020000018, 30303.10599999875 371517.8189999983, 30324.574999999255 371473.87900000066, 30346.13800000027 371432.86499999836, 30367.88599999994 371394.9970000014, 30387.109999999404 371364.78500000015)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.93,0,0,,,"LINESTRING (30387.109999999404 371364.78500000015, 30389.914999999106 371360.375, 30412.329999998212 371328.9780000001, 30435.234999999404 371300.6799999997, 30458.73699999973 371275.28400000185, 30482.9459999986 371252.55099999905, 30507.97899999842 371232.23900000006, 30533.96499999985 371214.1259999983, 30561.052000001073 371198.0300000012, 30589.412000000477 371183.8110000007, 30619.243000000715 371171.3740000017, 30650.769999999553 371160.65100000054, 30684.22500000149 371151.59800000116, 30719.83199999854 371144.1739999987, 30757.76900000125 371138.3350000009, 30798.13800000027 371134.0170000009, 30807.31500000134 371133.3990000002)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.94,0.17,0.17,,,"LINESTRING (38281.40900000185 370975.006000001, 38318.732999999076 370960.19099999964, 38389.66000000015 370933.5859999992, 38462.18200000003 370908.01099999994, 38536.27100000158 370883.49500000104, 38611.76399999857 370860.03500000015, 38688.36600000039 370837.6099999994, 38756.09400000051 370818.84099999815)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.95,0.52,0.52,,,"LINESTRING (38756.09400000051 370818.84099999815, 38765.68100000173 370816.18400000036, 38920.56599999964 370776.188000001, 39147.06199999899 370722.6490000002, 39242.10300000012 370701.58100000024)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.96,-0.64,-0.64,,,"LINESTRING (39242.10300000012 370701.58100000024, 39362.870999999344 370674.80999999866, 39730.61699999869 370595.0309999995)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.97,-3.95,-3.95,,,"LINESTRING (39730.61699999869 370595.0309999995, 40219.2509999983 370489.02600000054)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.98,0,0,,,"LINESTRING (40219.2509999983 370489.02600000054, 40572.2509999983 370412.4459999986, 40707.72399999946 370382.2899999991)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.99,0,0,,,"LINESTRING (40707.72399999946 370382.2899999991, 40786.96599999815 370364.6499999985, 40927.175000000745 370331.81799999997, 41066.03000000119 370296.6240000017, 41192.710000000894 370261.0850000009)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.100,0,0,,,"LINESTRING (41192.710000000894 370261.0850000009, 41206.51099999994 370257.2129999995, 41351.05700000003 370212.48099999875, 41424.91299999878 370188.1860000007, 41574.01199999824 370136.74500000104, 41647.96200000122 370110.2120000012, 41667.006999999285 370103.1339999996)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.101,0,0,,,"LINESTRING (41667.006999999285 370103.1339999996, 41790.67000000179 370057.17599999905, 41921.664999999106 370005.8350000009, 41981.72300000116 369981.02800000086, 42038.19000000134 369956.65100000054, 42091.48800000176 369932.4310000017, 42129.65700000152 369914.08300000057)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.102,0,0,,,"LINESTRING (42129.65700000152 369914.08300000057, 42142.30200000107 369908.00400000066, 42191.482999999076 369882.95600000024, 42239.93299999833 369856.8770000003, 42337.89699999988 369800.313000001, 42388.61400000006 369769.438000001, 42494.89799999818 369702.4789999984, 42560.01900000125 369660.2039999999)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.103,-1.62,-1.62,,,"LINESTRING (42560.01900000125 369660.2039999999, 42664.70499999821 369592.24599999934, 42978.49799999967 369386.5720000006)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.104,-1.67,-1.67,,,"LINESTRING (42978.49799999967 369386.5720000006, 43301.9290000014 369174.58199999854, 43397.300000000745 369113.44000000134)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.105,0,0,,,"LINESTRING (43397.300000000745 369113.44000000134, 43478.096999999136 369061.6409999989, 43536.87700000033 369025.61199999973, 43595.85200000182 368990.8900000006, 43655.29500000179 368957.69900000095, 43715.54600000009 368926.18499999866, 43776.95399999991 368896.4059999995, 43833.85599999875 368870.9910000004)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.106,-1.1,-1.1,,,"LINESTRING (43833.85599999875 368870.9910000004, 43839.80700000003 368868.33300000057, 43904.28000000119 368841.8579999991, 43970.40199999884 368816.80799999833, 44038.05999999866 368792.96499999985, 44177.01999999955 368747.94299999997, 44306.56700000167 368709.0179999992)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.107,-0.51,-0.51,,,"LINESTRING (44306.56700000167 368709.0179999992, 44390.2509999983 368683.8729999997, 44747.52499999851 368579.118999999, 44786.2509999983 368567.9439999983)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.108,-0.19,-0.19,,,"LINESTRING (44786.2509999983 368567.9439999983, 44960.70899999887 368517.6000000015, 45166.960000000894 368459.6979999989, 45267.51399999857 368432.37999999896)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.109,-0.03,-0.03,,,"LINESTRING (45267.51399999857 368432.37999999896, 45357.5 368407.93299999833, 45532.625 368361.81500000134, 45646.92700000107 368332.68400000036, 45751.63899999857 368307.48900000006)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.110,-0.34,-0.34,,,"LINESTRING (45751.63899999857 368307.48900000006, 45762.9299999997 368304.7729999982, 45879.59400000051 368280.0240000002, 45936.91899999976 368269.8370000012, 45992.80700000003 368261.66699999943, 46046.83199999854 368255.8420000002, 46098.78500000015 368252.5549999997, 46148.677999999374 368251.8359999992, 46196.699999999255 368253.54300000146, 46243.13300000131 368257.3740000017, 46246.59299999848 368257.7980000004)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.111,0,0,,,"LINESTRING (30807.31500000134 371133.3990000002, 30840.929999999702 371131.1319999993, 30886.01399999857 371129.561999999, 30933.129000000656 371129.16000000015, 30981.912000000477 371129.7589999996, 31082.76300000027 371133.23699999973, 31236.45300000161 371141.7019999996, 31306.76399999857 371146.2890000008)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.112,0,0,,,"LINESTRING (27451.10599999875 375318.0240000002, 27726.348000001162 374900.6009999998)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.113,-3.13,-3.13,,,"LINESTRING (46246.59299999848 368257.7980000004, 46288.27699999884 368262.90100000054, 46332.379000000656 368269.61199999973, 46502.085999999195 368298.8350000009, 46679.46599999815 368326.8229999989, 46729.824000000954 368336.2589999996, 46739.971999999136 368338.4479999989)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.114,0,0,,,"LINESTRING (27726.348000001162 374900.6009999998, 27787.13500000164 374808.4140000008, 27959.232000000775 374539.2809999995, 27996.46499999985 374479.8590000011)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.115,0,0,,,"LINESTRING (31306.76399999857 371146.2890000008, 31489.765000000596 371158.2280000001, 31643.43100000173 371169.2010000013, 31747.050999999046 371178.30799999833, 31798.71799999848 371183.9770000018, 31805.21700000018 371184.8379999995)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.116,0,0,,,"LINESTRING (46739.971999999136 368338.4479999989, 46783.585999999195 368347.8579999991, 46840.734999999404 368362.12099999934, 46900.90900000185 368379.4219999984, 46963.495999999344 368400.0210000016, 47027.78799999878 368424.0879999995, 47093.153000000864 368451.7490000017, 47159.175000000745 368483.1180000007, 47208.02100000158 368508.9530000016)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.117,0,0,,,"LINESTRING (31805.21700000018 371184.8379999995, 31849.95300000161 371190.7659999989, 31900.526000000536 371199.0210000016, 31950.278000000864 371209.1270000003, 31999.16000000015 371221.4910000004, 32047.247999999672 371236.5170000009, 32094.732000000775 371254.5720000006, 32141.879999998957 371275.9459999986, 32188.984999999404 371300.811999999, 32236.311999998987 371329.1889999993, 32270.49199999869 371351.9140000008)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.118,-0.29,-0.29,,,"LINESTRING (37350.31899999827 371336.93299999833, 37412.43800000101 371318.9670000002, 37488.16600000113 371295.84699999914, 37562.631999999285 371271.6229999997, 37635.63500000164 371246.2170000002, 37707.11300000176 371219.631000001, 37777.1240000017 371191.9609999992, 37822.375 371173.13899999857)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.119,0.09,0.09,,,"LINESTRING (37822.375 371173.13899999857, 37845.835000000894 371163.37999999896, 38181.10099999979 371016.15900000185, 38249.289999999106 370987.75499999896, 38281.40900000185 370975.006000001)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.120,0,0,,,"LINESTRING (47208.02100000158 368508.9530000016, 47225.721000000834 368518.3139999993, 47292.914000000805 368557.43400000036, 47360.9990000017 368600.5009999983, 47430.18200000003 368647.41899999976, 47500.47599999979 368697.9290000014, 47571.6240000017 368751.63500000164, 47620.58199999854 368790.27600000054)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.121,0,0,,,"LINESTRING (32662.122999999672 371662.47399999946, 32667.414999999106 371666.6469999999, 32712.30600000173 371700.1039999984, 32756.526000000536 371730.4690000005, 32800.57999999821 371757.5399999991, 32845.16600000113 371781.30799999833, 32891.10599999875 371801.936999999, 32939.25200000033 371819.72300000116, 32990.37799999863 371835.0560000017, 33045.085999999195 371848.3680000007, 33103.734999999404 371860.08999999985, 33113.81799999997 371861.78400000185)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.122,0,0,,,"LINESTRING (32270.49199999869 371351.9140000008, 32284.041000001132 371360.9219999984, 32332.23999999836 371395.66899999976, 32380.848000001162 371432.9140000008, 32429.68499999866 371471.98999999836, 32621.56899999827 371630.48900000006, 32662.122999999672 371662.47399999946)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.123,-1.37,-1.37,,,"LINESTRING (36869.43100000173 371473.63599999994, 36895.958000000566 371464.7659999989, 36962.58999999985 371444.3449999988, 37033.07299999893 371424.08399999887, 37335.80700000003 371341.12999999896, 37350.31899999827 371336.93299999833)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.124,-0.44,-0.44,,,"LINESTRING (47620.58199999854 368790.27600000054, 47643.14400000125 368808.08199999854, 47714.5159999989 368866.91699999943, 47785.46799999848 368928.0850000009, 47856.29399999976 368992.0179999992, 47928.11699999869 369059.75400000066, 47993.16899999976 369123.30799999833)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.125,0,0,,,"LINESTRING (33113.81799999997 371861.78400000185, 33166.40599999949 371870.62099999934, 33302.85599999875 371889.4200000018, 33527.33999999985 371915.118999999, 33609.8759999983 371923.743999999)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.126,-0.24,-0.24,,,"LINESTRING (47993.16899999976 369123.30799999833, 48003.05799999833 369132.9690000005, 48301.177999999374 369432.55000000075, 48345.28599999845 369478.2800000012)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.127,0.11,0.11,,,"LINESTRING (36453.6799999997 371737.59099999815, 36460.68699999899 371729.44299999997, 36492.64999999851 371694.8029999994, 36525.30600000173 371662.2049999982, 36559.324999999255 371631.7490000017, 36595.47599999979 371603.3960000016, 36634.5700000003 371576.9930000007, 36677.392999999225 371552.2980000004, 36724.61400000006 371529.0240000002, 36776.70300000161 371506.8660000004, 36833.85599999875 371485.5329999998, 36869.43100000173 371473.63599999994)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.128,0,0,,,"LINESTRING (33609.8759999983 371923.743999999, 34107.16800000146 371975.71499999985)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.129,-0.16,-0.16,,,"LINESTRING (48345.28599999845 369478.2800000012, 48486.9990000017 369625.2019999996)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.130,0,0,,,"LINESTRING (34107.16800000146 371975.71499999985, 34604.460000000894 372027.6860000007)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.131,-0.6,-0.6,,,"LINESTRING (34604.460000000894 372027.6860000007, 35101.75200000033 372079.6570000015)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.132,-0.61,-0.61,,,"LINESTRING (35101.75200000033 372079.6570000015, 35167.85500000045 372086.56500000134, 35478.7490000017 372117.368999999, 35599.51099999994 372126.6770000011)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.133,0.03,0.03,,,"LINESTRING (36091.49700000137 372076.41099999845, 36097.72700000182 372073.7529999986, 36141.4990000017 372049.7030000016, 36182.83799999952 372021.72100000083, 36222.10500000045 371990.22300000116, 36259.61400000006 371955.7899999991, 36295.62299999967 371919.12900000066, 36330.34800000116 371881.0240000002, 36453.6799999997 371737.59099999815)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.134,-0.39,-0.39,,,"LINESTRING (35599.51099999994 372126.6770000011, 35627.40900000185 372128.8280000016, 35698.21299999952 372132.3579999991, 35766.0009999983 372133.80700000003, 35830.38500000164 372132.68299999833, 35891.11300000176 372128.5029999986, 35948.08399999887 372120.82499999925, 36001.357999999076 372109.28599999845, 36051.13699999824 372093.6319999993, 36091.49700000137 372076.41099999845)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.135,1.81,1.81,,,"LINESTRING (104491.08100000024 421610.83300000057, 104308.73999999836 421994.6409999989, 104284.11800000072 422065.5689999983)"
