OBJECTID,NAAM,DIENSTREGELPUNT_TYPE,LANDCODE,STATIONSGROOTTE,HEEFT_TANKPLAATS,HEEFT_WERKPLAATS,BLOKPUNT_INDICATIE,BEDIEND,AFKORTING,DOORKOMST_VERPLICHT,BEDIENINGSCODE,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,GELDIG_VANAF,PUBLICATIEDATUM,PPLG_PUIC,PPLG_NAAM,VLPOST_PUIC,VLPOST_NAAM,PPLG_OMSCHRIJVING,VLPOST_OMSCHRIJVING,REF_DIENSTREGELPUNT_PUIC
57,Amersfoort Vlasakkers aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Amfva,Nee,OA Overloop-aansluiting,Ut-Amf,Utrecht - Amersfoort ,090,,90,090__,Den Dolder - Amersfoort,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,d52c36b1-5356-4957-bddb-d265a1bf15aa,AMF,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort,Amersfoort,f56ad2b8-bb8a-4b9b-b0ca-bd32e182f711
58,Centraal Magazijn Bovenbouw,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Cmb,Nee,Goederen emplacement,Asd-Zp,Amsterdam Centraal - Zutphen ,087,,87,087__,Weesp Aansl. - Hilversum,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,43718e58-792e-43c7-b408-4f2510411ed6,CR,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Crailoo,Amersfoort,e47c621b-e456-4f03-ab8d-84ae05991b2c
59,Amersfoort goed Aansl,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Amfga,Ja,OA Overloop-aansluiting,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,d52c36b1-5356-4957-bddb-d265a1bf15aa,AMF,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort,Amersfoort,28d2ae32-8574-499e-b712-1b6febb86c57
60,Barneveld aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Bnva,Ja,OA Overloop-aansluiting,Asd-Zp,Amsterdam Centraal - Zutphen ,612,b,612,612_b,Barneveld Noord,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,8f670b19-36a8-4b61-b546-ff005f58bcb0,BNVA,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Barneveld aansl.,Amersfoort,e0dfa0d3-6c28-4de6-93da-3f9c4ebd6efd
61,Dieren,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Dr,Ja,Stop-station,Ah-Zl,Arnhem - Zwolle ,610,,610,610__,Dieren,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,b25e554b-fac1-4e20-98a0-97b5bd672b95,DR,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Dieren,Arnhem,918d0614-ebb3-4800-9e6f-0fee7d2f2b20
62,Vork,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Vrk,Ja,OA Overloop-aansluiting,Est-Gdm,Elst - Geldermalsen ,511,,511,511__,Vork,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,26c897f4-8198-4ee0-b9ab-e272c7d82c96,ESTA,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Elst aansl.,Arnhem,8940cc38-0317-43d4-a890-36ac8da02182
63,Elst,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Est,Ja,Stop-station,Ah-Vl,Arnhem - Venlo ,510,b,510,510_b,Elst,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,26c897f4-8198-4ee0-b9ab-e272c7d82c96,ESTA,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Elst aansl.,Arnhem,7a036d20-d8cf-405c-a6f5-ee33161aaa5b
64,Didam,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Did,Ja,Stop-station,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a4876d30-e127-4af0-8c12-a9507e94037f,DID,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Didam,Arnhem,0454b803-773d-425f-8179-fadf84dcf098
65,Zutphen Twentekanaal aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Zpta,Ja,OA Overloop-aansluiting,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,9ad751db-e425-4fac-b2d3-e56702b05671,ZP,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Zutphen,Arnhem,6129582c-b8e7-4655-b8b0-c63e2783885f
66,Doetinchem De Huet,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Dtch,Ja,Stop-station,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,db0709e7-54fa-45bd-a797-b3d8879e4c28
67,Arnhem Centraal,Station,Nederland,Groot,Ja,Nee,Ja,Ja,Ah,Ja,IC Intercity-station,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,8d938307-10ac-45fd-b8ce-2ce1d8be0f13,AH,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem Centraal,Arnhem,7a48d0d4-474d-4638-9308-a75429f9d178
68,Rheden,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Rh,Ja,Stop-station,Ah-Zl,Arnhem - Zwolle ,034,,34,034__,Velperbroek Aansl. - Dieren,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,1a0a28af-1aa0-4ac3-a8fc-ea4c1e4fb524
69,Ravenstein,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Rvs,Ja,Stop-station,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,61f1086f-d858-4b06-ac0f-8d8210112f6f
70,Arnhem Berg,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Ahb,Ja,OA Overloop-aansluiting,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,8d938307-10ac-45fd-b8ce-2ce1d8be0f13,AH,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem Centraal,Arnhem,754943b9-1e16-4168-8d46-482b7baf9347
71,Vorden,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Vd,Ja,Stop-station,Zp-Ww,Zutphen - Winterswijk ,210,,210,210__,Zutphen - Winterswijk,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,ae4cf2a6-055c-466c-bb55-9035ab2a99ce,VD,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Vorden,Arnhem,ea4c46d6-5d5a-49f3-893f-f3d2a5ada319
72,Delden,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Ddn,Ja,Stop-station,Zp-Esg,Zutphen - Enschede Grens ,031,a,31,031_a,Zutphen - Hengelo,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,fdb75baf-bfcb-484b-8a17-ddb5822497ac,DDN,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Delden,Arnhem,1d297373-5fad-413d-8a47-6167fd6d330e
73,Varsseveld,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Vsv,Ja,Stop-station,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,92ef1b23-b8ef-478f-b131-e41e29a5d07c,VSV,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Varseveld,Arnhem,1c1777ba-a25e-4bb7-b437-4bc2e4f6e722
74,Arnhem Goederenstation,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Ahg,Nee,Goederen emplacement,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,437,a,437,437_a,Arnhem Goederenstation - Velperbroek Aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,e05a2a8c-868a-410f-8799-ff0409d475e4,VA,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Velperbroek aansl.,Arnhem,a40ac8df-97c4-4185-ab8b-ef9518ef1132
75,Nijmegen Goffert,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Nmgo,Ja,Stop-station,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,aac81c2d-8925-44d3-be46-a49740710396
76,Wehl,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Wl,Ja,Stop-station,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6604f5d4-37d7-4f63-9a22-825b7ce4b8df,WL,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Wehl,Arnhem,44cad5fc-ea64-463a-9e80-9b03a15dcd17
77,Brummen,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Bmn,Ja,Stop-station,Ah-Zl,Arnhem - Zwolle ,033,,33,033__,Dieren - Zutphen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,2856aadf-b73d-4aca-8d6b-239866958f9e
78,Lanaken (B),Grensstation,België,Onbekend,Nee,Nee,Nee,Nee,Glk,Nee,Goederen emplacement,Has-Glk,Hasselt (B) - Lanaken (B) ,785,,785,785__,Lanaken (B) - Maastricht grens,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,4a5b0198-4f61-4304-8a6f-63c605ecf8c8
79,Sas van Gent grens,Grens Dienstregelpunt,Nederland,Onbekend,Nee,Nee,Nee,Nee,Svgg,Nee,OA Overloop-aansluiting,Fsz-Tnz,Zelzate (B) - Terneuzen ,131,,131,131__,Sas van Gent Grens - Terneuzen Aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,9ea4eced-dc25-4cf6-9b2d-1a74c18a37a7
80,HSL Breda grens,Grens Dienstregelpunt,Nederland,Onbekend,Nee,Nee,Ja,Nee,Hsbdg,Ja,OA Overloop-aansluiting,Andd-Bdgr,Antwerpen Noorderdokken - Breda Grens  ,787,,787,787__,Hazeldonk Grens - Noorderkempen (B),2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,bd59b06f-281a-4467-abbd-dca28ae1d773
81,Kaldenkirchen (D),Grensstation,Duitsland,Onbekend,Nee,Nee,Nee,Nee,Kn,Ja,IC Intercity-station,Kn-Vlgr,Kaldenkirchen (D) - Venlo Grens ,780,,780,780__,Venlo Grens - Keulen (D),2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,101144c3-65ca-4f15-ae0e-458a2239d800
82,Simpelveld Grens,Grens Dienstregelpunt,Nederland,Onbekend,Nee,Nee,Nee,Nee,Spvg,Nee,AS Aansluiting/splitsing,Vet-Mtn,Verschau (D) - Maastricht Noord ,068,,68,068__,Simpelveld Grens - Simpelveld,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,52d9e931-1822-4e98-8cb1-c88507762781
83,Zevenaar grens,Grens Dienstregelpunt,Nederland,Onbekend,Nee,Nee,Ja,Nee,Zvg,Ja,OA Overloop-aansluiting,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,039,,39,039__,Zevenaar - Zevenaar Grens,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,135204ac-eed9-457f-90d3-303791d28131
84,Weener (D),Grensstation,Duitsland,Onbekend,Nee,Nee,Nee,Nee,Wr,Ja,Stop-station,,,,,,,,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,44628537-5399-4b97-a7c9-03d8de962c46
85,Coevorden Grens,Grens Dienstregelpunt,Nederland,Onbekend,Nee,Nee,Nee,Nee,Cog,Nee,OV Overige,Lar-Coep,Laarwald (D) - Coevorden Europark ,451,b,451,451_b,Coevorden - Coevorden Grens,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,546afe57-c38c-4c92-8186-1a9139074f1c
86,Terneuzen,Goederen Emplacement,Nederland,Onbekend,Ja,Nee,Nee,Nee,Tnz,Nee,Goederen emplacement,Fsz-Tnz,Zelzate (B) - Terneuzen ,129,,129,129__,Terneuzen Aansl. - Terneuzen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,04b4411e-9d1a-47ea-a189-df384a6a7fc5
87,Sas van Gent,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Nee,Svg,Ja,Goederen emplacement,Fsz-Tnz,Zelzate (B) - Terneuzen ,131,,131,131__,Sas van Gent Grens - Terneuzen Aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,084d985f-4094-4114-90af-d77a565b6d0d
88,Dordrecht Zuid,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Ddzd,Ja,Stop-station,Bd-Rtd,Breda - Rotterdam Centraal ,119,a,119,119_a,Lage Zwaluwe - Dordrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,,Rotterdam Centraal,4798e4d2-99b3-4325-ab24-decb84c2221d
89,Rotterdam Zuid,Station,Nederland,Middel,Nee,Nee,Nee,Ja,Rtz,Ja,Stop-station,Bd-Rtd,Breda - Rotterdam Centraal ,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,720fc36c-b289-494d-ba5e-774c9fabef60,WSPT,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Willemstunnel,Rotterdam Centraal,d9abac19-92df-42ce-9fee-b5aa96e89068
90,Willemstunnel Noord,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Wiltn,Ja,OA Overloop-aansluiting,Bd-Rtd,Breda - Rotterdam Centraal ,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,720fc36c-b289-494d-ba5e-774c9fabef60,WSPT,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Willemstunnel,Rotterdam Centraal,bb6c2d2e-8879-4627-b4de-cb6eff40e615
91,Baanhoekbrug o/d Beneden-Merwede - bij Sliedrecht,Brug,Nederland,Onbekend,Nee,Nee,Nee,Nee,Bmbr,Ja,BR Beweegbare brug,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,,Rotterdam Centraal,ffc5d276-8570-4336-8ec4-710fa5805107
92,Nieuwerkerk a/d IJssel,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Nwk,Ja,Stop-station,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,,Rotterdam Centraal,adf78291-f21a-4403-8a3c-ebf0f30ee208
93,Kijfhoek aansl. Zuid,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Kfhaz,Ja,OA Overloop-aansluiting,Bd-Rtd,Breda - Rotterdam Centraal ,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5747a8a0-d14c-4da1-9a7e-391eee090252,KFHAZ,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Kijfhoek aansl. Zuid,Rotterdam Centraal,d1734851-7a00-4234-ad14-513289f6ea53
94,Rotterdam Westelijke Splitsing,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Wspl,Ja,OA Overloop-aansluiting,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,540,c,540,540_c,Rotterdam Westelijke Splitsing,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,cd874b7f-07a5-4ac4-8b05-babd30506a77,WSPL,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Westelijke Splitsing,Rotterdam Centraal,ea2e7e9e-c88c-4da8-bb5a-384636fcad8b
95,HSL Rotterdam Tunnel,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Hsrtdt,Ja,OV Overige,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,973fee31-3f2a-41e6-9236-c3109432b061,GHTRTD,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Groene Hart Tunnel Rotterdam,Rotterdam Centraal,f2f3c930-b86b-4fd7-bfbf-8a5e8f775fe0
96,Vlaardingen Vulcaanhaven,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Nee,Vdgvch,Nee,Goederen emplacement,Sdmga-Vdgvch,Schiedam Goederenoverdrachtspoor Aansluiting -  Vlaardingen Vulcaanhaven ,115,d,115,115_d,Schiedam Centrum - Vlaardingen Vulcaanhaven,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,,Rotterdam Centraal,763d70a5-eef9-4892-bfc8-34fe0d430a82
97,Delfshaven Schiebrug aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Dhsa,Ja,OA Overloop-aansluiting,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,540,d,540,540_d,Rotterdam Westelijke Splitsing,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,499e8fcd-20a6-471e-92b7-258e2c543c5d,DHSA,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Delfshaven Schiebrug aansl.,Rotterdam Centraal,18a2193f-60d7-4d08-8dff-cca8f501fe18
98,Rotterdam Noord,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Rtn,Ja,Stop-station,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,7ad492eb-0d89-4e0f-8e21-6aa6e700ffd2,HLBA,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Hillegersberg aansluiting,Rotterdam Centraal,a356ecab-ba1a-4944-8f0f-e102071ff63a
99,HSL breda grens overloop,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Hsbdgo,Ja,OV Overige,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,164,,164,164__,Prinsenbeek - Hazeldonk Grens,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,fec61095-88c4-48e0-8731-39dfe7c7be7d,BDGR,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Breda Grens,Rotterdam Centraal,410ea19d-a8ca-460b-a8b9-cd20dadcf329
100,HSL Hoogmade Overloop,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Hshmdo,Ja,OA Overloop-aansluiting,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58043c4d-4667-4bd7-8b5f-86b1e6fbe948,HFDGHT,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Hoofddorp Groene Hart tunnel,Rotterdam Centraal,f6fdccbe-cd88-4859-911e-171dc43c0210
101,Rotterdam Lombardijen,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Rlb,Ja,Stop-station,Bd-Rtd,Breda - Rotterdam Centraal ,664,b,664,664_b,Rotterdam Lombardijen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,af275dde-a803-45b6-821e-a8f49281038c,RTST,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Stadion,Rotterdam Centraal,f75c8b62-569a-4d5e-b272-01e1c349718f
102,HSL Dortse Kil,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Hstdk,Ja,OV Overige,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,165,,165,165__,Kijfhoek - Moerdijkbrug,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,dbe63b93-28e7-49ac-b3a6-faafc1fca5d6,RTDBD,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Breda HSL,Rotterdam Centraal,3565093e-a15e-48e2-98bf-ceff4313854b
103,Middelburg,Station,Nederland,Middel,Nee,Nee,Nee,Ja,Mdb,Ja,Stop-station,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,db8b6693-5588-487d-a2d0-48315485f03c,MDB,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Middelburg,Roosendaal,a59146ad-d4f4-4d1b-864a-1f05f0051c49
104,Brug o/d Arne,Brug,Nederland,Onbekend,Nee,Nee,Nee,Nee,Abr,Ja,BR Beweegbare brug,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,,Roosendaal,0555d346-e86c-4ed4-afe3-12c0c219605b
105,Goes,Station,Nederland,Middel,Nee,Nee,Nee,Ja,Gs,Ja,Stop-station,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,336547ff-fdff-4f4c-a997-acc5629059d1,GS,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Goes,Roosendaal,9406ba85-5f79-4d54-bf23-49e980b5b10c
106,Lage Zwaluwe,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Zlw,Ja,Stop-station,Bd-Rtd,Breda - Rotterdam Centraal ,625,b,625,625_b,Lage Zwaluwe,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,e59e1878-56dd-4a33-baef-525bc9be2c31,ZLW,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Lage Zwaluwe,Roosendaal,a5217943-1bd5-4d1e-8291-70c73134c139
107,Rilland-Bath,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Rb,Ja,Stop-station,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,97e63a29-e517-4b57-97e9-ef2fb73ffad7,RB,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Rilland-Bath,Roosendaal,29a1566f-125a-4fbb-a5d3-f223a5924084
108,Roosendaal,Station,Nederland,Middel,Ja,Nee,Ja,Ja,Rsd,Ja,IC Intercity-station,Zlw-Np,Lage Zwaluwe - Nispen ,545,b,545,545_b,Roosendaal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,535d8ae1-fd72-4b5c-b053-ff05f80d80a5,RSD,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal,Roosendaal,cb230c26-2902-4112-a5b2-4a7d2bb5b0c9
109,Zevenbergschenhoek aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Zha,Ja,OA Overloop-aansluiting,Bd-Rtd,Breda - Rotterdam Centraal ,121,a,121,121_a,Breda - Lage Zwaluwe,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,9a765dbb-7b19-466f-bb28-01303cc29554,ZHA,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Zevenbergschenhoek aansl.,Roosendaal,3aba6887-93c6-48e1-9aa6-94a180acaa26
110,Sloe-Denemarkenweg,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Nee,Sldw,Nee,Goederen emplacement,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,817,e,817,817_e,Vlissingen Sloehaven,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,,Roosendaal,162813f5-23e9-4330-8726-592cc28904fd
111,Zevenbergen,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Zvb,Ja,Stop-station,Zlw-Np,Lage Zwaluwe - Nispen ,120,a,120,120_a,Lage Zwaluwe - Roosendaal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,7af27e5b-d64e-4cf1-8a0e-ecb699128c65,ZVB,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Zevenbergen,Roosendaal,ca7f234f-f8bb-49c0-8bbb-e821d8ccaaca
112,Hardenberg,Station,Nederland,Middel,Nee,Nee,Ja,Ja,Hdb,Ja,Stop-station,Hea-Emn,Herfte Aansl. - Emmen ,203,,203,203__,Mariënberg - Emmen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,7e61cc1f-7ffd-4b44-873b-7b3991777e97,HDB,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Hardenberg,Zwolle,6440842a-85fe-44dc-8640-350ea1e8c42a
113,Dronten,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Dron,Ja,Stop-station,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,304ff975-47b8-4366-a282-fb77f245c93e,DRON,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Dronten,Zwolle,2a4cbde6-6c18-49d0-aafb-caf9dbe421a1
114,Zwolle West Overloop,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Zlwo,Nee,OA Overloop-aansluiting,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,604,a,604,604_a,Hattemerbroek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a55fc895-55ec-4d2f-878a-82b1ec212c29,ZL,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle,Zwolle,11f3cfaf-153e-4ebf-8775-6c696965f868
115,Apeldoorn aansl.,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Apda,Ja,OA Overloop-aansluiting,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a0478243-7fa0-43b8-a54d-6b281abf3934,APD,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Apeldoorn,Zwolle,123e534f-80bb-47b3-9607-62280ebd5ac2
