FID,klasse,gdb_geomattr_data,shape
heggen.1528,Heg/Haag,,"LINESTRING (193333.66699999943 355914.2010000013, 193328.00499999896 355907.3530000001)"
heggen.1529,Heg/Haag,,"LINESTRING (192870.48800000176 355944.5390000008, 192854.82299999893 355977.03599999845, 192858.86499999836 355984.38699999824)"
heggen.1530,Heg/Haag,,"LINESTRING (192528.125 355944.743999999, 192513.39699999988 355950.9539999999, 192510.36899999902 355952.23099999875)"
heggen.1531,Heg/Haag,,"LINESTRING (192508.91099999845 355947.063000001, 192526.13800000027 355939.5760000013)"
heggen.1532,Heg/Haag,,"LINESTRING (194551.4210000001 356000.86400000006, 194542.70600000024 356016.47399999946, 194551.44900000095 356021.1719999984)"
heggen.1533,Heg/Haag,,"LINESTRING (194293.51199999824 356012.4620000012, 194287.8209999986 356014.05999999866, 194281.11300000176 356015.9439999983, 194279.88500000164 356017.00499999896, 194279.0540000014 356018.3280000016, 194277.2250000015 356023.3530000001, 194275.1790000014 356027.3509999998)"
heggen.1534,Heg/Haag,,"LINESTRING (192864.71200000122 356023.55099999905, 192870.72700000182 356029.40199999884, 192880.1400000006 356049.0780000016, 192885.54199999943 356060.6579999998, 192895.5859999992 356081.6030000001, 192907.74500000104 356075.76000000164, 192948.94999999925 356056.9840000011)"
heggen.1535,Heg/Haag,,"LINESTRING (195263.07200000063 356029.27600000054, 195261.3040000014 356081.436999999)"
heggen.1536,Heg/Haag,,"LINESTRING (194573.5460000001 356029.6889999993, 194570.8740000017 356031.3060000017, 194570.13199999928 356031.75499999896, 194558.188000001 356025.3579999991, 194567.0780000016 356010.2030000016)"
heggen.1537,Heg/Haag,,"LINESTRING (194269.09470000118 356036.2938000001, 194272.45800000057 356035.31500000134, 194276.813000001 356034.0460000001)"
heggen.1538,Heg/Haag,,"LINESTRING (194532.57699999958 356036.7529999986, 194529.05000000075 356034.45899999887, 194527.9990000017 356032.7039999999, 194527.9360000007 356030.6160000004, 194528.47800000012 356028.80000000075, 194533.55299999937 356019.1079999991)"
heggen.1539,Heg/Haag,,"LINESTRING (194563.0850000009 356037.4050000012, 194549.22399999946 356047.9129999988, 194548.72800000012 356048.2879999988, 194546.24799999967 356046.3740000017, 194548.12799999863 356043.1169999987, 194549.52299999818 356040.7010000013)"
heggen.1540,Heg/Haag,,"LINESTRING (194613.48299999908 356037.936999999, 194610.59299999848 356036.13699999824, 194607.69900000095 356034.33399999887, 194604.72800000012 356033.19099999964, 194602.5850000009 356033.14499999955, 194600.8280000016 356033.3720000014, 194598.90799999982 356034.2580000013, 194597.86899999902 356035.47100000083, 194597.1640000008 356037.8359999992, 194597.39299999923 356040.0879999995, 194597.89499999955 356042.1169999987)"
heggen.1541,Heg/Haag,,"LINESTRING (194621.08199999854 356042.74500000104, 194642.33799999952 356055.131000001, 194653.30099999905 356062.8350000009, 194653.84800000116 356063.9600000009, 194654.02100000158 356064.31500000134, 194672.09200000018 356077.3189999983, 194673.41699999943 356079.1270000003, 194673.5300000012 356079.78599999845, 194670.5780000016 356083.6429999992)"
heggen.1542,Heg/Haag,,"LINESTRING (194219.19299999997 356050.8280000016, 194254.29289999977 356040.6050999984)"
heggen.1543,Heg/Haag,,"LINESTRING (196327.11300000176 356050.8539999984, 196333.05000000075 356047.631000001)"
heggen.1544,Heg/Haag,,"LINESTRING (195226.09899999946 356057.43400000036, 195227.7969999984 356057.8370000012, 195229.84699999914 356058.563000001, 195232.10700000077 356059.64400000125, 195234.1169999987 356060.97199999914, 195235.70100000128 356062.3669999987, 195237.21200000122 356064.01000000164, 195238.19399999827 356065.36499999836)"
heggen.1545,Heg/Haag,,"LINESTRING (194709.51900000125 356072.1810000017, 194704.8500000015 356077.88599999994, 194702.7490000017 356080.4519999996)"
heggen.1546,Heg/Haag,,"LINESTRING (194582.56899999827 356075.9600000009, 194574.7580000013 356047.8189999983)"
heggen.1547,Heg/Haag,,"LINESTRING (194676.89499999955 356082.19000000134, 194689.30200000107 356091.42599999905, 194691.06899999827 356093.6719999984)"
heggen.1548,Heg/Haag,,"LINESTRING (194601.94200000167 356093.1429999992, 194606.0469999984 356089.1710000001)"
heggen.1549,Heg/Haag,,"LINESTRING (194691.06899999827 356093.6719999984, 194685.2800000012 356095.09899999946, 194682.23200000077 356095.8500000015)"
heggen.1550,Heg/Haag,,"LINESTRING (194691.06899999827 356093.6719999984, 194691.46200000122 356095.7039999999, 194690.20899999887 356098.45600000024, 194687.86499999836 356102.73600000143)"
heggen.1551,Heg/Haag,,"LINESTRING (194568.8139999993 356096.5179999992, 194562.94000000134 356098.35500000045, 194564.19000000134 356102.19900000095, 194564.38599999994 356102.80099999905, 194566.26999999955 356106.8060000017, 194568.19299999997 356106.16800000146, 194569.2890000008 356105.8049999997)"
heggen.1552,Heg/Haag,,"LINESTRING (194651.29399999976 356109.59800000116, 194649.36899999902 356109.27600000054, 194625.36100000143 356095.69000000134, 194611.15100000054 356087.5029999986, 194607.74799999967 356074.4930000007, 194610.59800000116 356072.44900000095, 194618.03299999982 356076.65100000054, 194635.10399999842 356086.4750000015, 194653.11199999973 356096.7340000011, 194656.19700000063 356098.75499999896, 194657.13500000164 356099.9050000012, 194658.01999999955 356101.44000000134, 194658.35500000045 356102.9219999984, 194658.1409999989 356104.3509999998, 194657.70800000057 356105.9470000006, 194656.6700000018 356107.43400000036, 194655.41000000015 356108.5379999988, 194653.6000000015 356109.2589999996, 194651.29399999976 356109.59800000116)"
heggen.1553,Heg/Haag,,"LINESTRING (194568.08799999952 356110.7509999983, 194570.94999999925 356118.0159999989)"
heggen.1554,Heg/Haag,,"LINESTRING (194593.60799999908 356112.3040000014, 194597.62900000066 356114.65100000054, 194595.88100000098 356117.2960000001)"
heggen.1555,Heg/Haag,,"LINESTRING (194607.3500000015 356113.1719999984, 194594.13800000027 356105.97300000116, 194590.4450000003 356102.85599999875, 194587.92799999937 356091.60500000045, 194586.60500000045 356090.34600000083, 194586.10399999842 356088.59099999815)"
heggen.1556,Heg/Haag,,"LINESTRING (194681.64200000092 356113.3189999983, 194684.4549999982 356108.8280000016, 194678.5089999996 356107.03599999845, 194675.16699999943 356106.0300000012)"
heggen.1557,Heg/Haag,,"LINESTRING (194570.94999999925 356118.0159999989, 194573.8660000004 356115.95699999854, 194574.82699999958 356115.27899999917)"
heggen.1558,Heg/Haag,,"LINESTRING (194570.94999999925 356118.0159999989, 194572.5469999984 356120.87900000066, 194574.2659999989 356122.9070000015, 194577.2800000012 356124.9299999997, 194579.9690000005 356126.62999999896, 194582.7259999998 356122.3189999983)"
heggen.1559,Heg/Haag,,"LINESTRING (194616.5549999997 356118.2349999994, 194622.88199999928 356121.8110000007, 194623.58900000155 356120.4750000015)"
heggen.1560,Heg/Haag,,"LINESTRING (194629.99399999902 356125.9820000008, 194641.1339999996 356132.5460000001, 194645.01199999824 356134.83100000024, 194647.71599999815 356129.256000001, 194649.08799999952 356124.6710000001, 194649.44399999827 356123.4829999991)"
heggen.1561,Heg/Haag,,"LINESTRING (195414.01799999923 356128.09099999815, 195413.33100000024 356145.3289999999)"
heggen.1562,Heg/Haag,,"LINESTRING (194661.58999999985 356137.17500000075, 194663.26000000164 356142.2670000009, 194665.93299999833 356140.8680000007, 194667.6240000017 356138.1860000007, 194678.78400000185 356118.686999999)"
heggen.1563,Heg/Haag,,"LINESTRING (195278.53299999982 356141.6429999992, 195280.44700000063 356086.27899999917)"
heggen.1564,Heg/Haag,,"LINESTRING (195270.39299999923 356146.1000000015, 195275.76399999857 356163.92599999905)"
heggen.1565,Heg/Haag,,"LINESTRING (193699.37000000104 356155.45800000057, 193708.0089999996 356142.4439999983, 193715.6259999983 356131.20899999887, 193720.18299999833 356126.0560000017, 193722.7899999991 356123.8979999982, 193727.54800000042 356122.38599999994, 193757.0309999995 356114.62000000104)"
heggen.1566,Heg/Haag,,"LINESTRING (194654.3839999996 356168.37900000066, 194674.1640000008 356178.69200000167)"
heggen.1567,Heg/Haag,,"LINESTRING (194520.186999999 356171.6400000006, 194521.60599999875 356171.45699999854, 194522.7100000009 356170.30000000075, 194523.6799999997 356168.7879999988, 194526.05999999866 356165.0089999996)"
heggen.1568,Heg/Haag,,"LINESTRING (194545.99799999967 356187.2659999989, 194542.83999999985 356192.8289999999, 194541.92500000075 356192.94099999964, 194539.1700000018 356191.44299999997)"
heggen.1569,Heg/Haag,,"LINESTRING (195295.1790000014 356192.87900000066, 195296.99799999967 356146.0639999993)"
heggen.1570,Heg/Haag,,"LINESTRING (194587.69799999893 356200.63899999857, 194585.8740000017 356200.8720000014, 194583.8049999997 356201.13599999994)"
heggen.1571,Heg/Haag,,"LINESTRING (194587.69799999893 356200.63899999857, 194588.1259999983 356202.11499999836, 194588.76300000027 356204.3110000007)"
heggen.1572,Heg/Haag,,"LINESTRING (194535.6860000007 356203.6229999997, 194532.9530000016 356208.6570000015, 194537.01900000125 356210.86300000176)"
heggen.1573,Heg/Haag,,"LINESTRING (194561.82200000063 356208.9299999997, 194567.92300000042 356212.3990000002, 194567.98099999875 356213.5309999995, 194566.48299999908 356216.1770000011)"
heggen.1574,Heg/Haag,,"LINESTRING (194561.82200000063 356208.9299999997, 194554.98699999973 356220.82400000095, 194552.4530000016 356225.2329999991)"
heggen.1575,Heg/Haag,,"LINESTRING (194554.01900000125 356212.4549999982, 194557.23200000077 356207.2679999992, 194558.7950000018 356207.20800000057, 194561.82200000063 356208.9299999997)"
heggen.1647,Heg/Haag,,"LINESTRING (195804.9389999993 356525.9439999983, 195809.2659999989 356529.2870000005)"
heggen.1576,Heg/Haag,,"LINESTRING (194580.04899999872 356214.3680000007, 194587.1700000018 356201.5870000012, 194587.69799999893 356200.63899999857)"
heggen.1577,Heg/Haag,,"LINESTRING (194577.7749999985 356217.90100000054, 194584.31500000134 356221.86199999973, 194580.0780000016 356229.5639999993)"
heggen.1578,Heg/Haag,,"LINESTRING (193681.30999999866 356219.6169999987, 193682.99300000072 356196.311999999, 193683.8110000007 356184.9759999998)"
heggen.1579,Heg/Haag,,"LINESTRING (194580.0780000016 356229.5639999993, 194584.68299999833 356232.08300000057)"
heggen.1580,Heg/Haag,,"LINESTRING (194580.0780000016 356229.5639999993, 194576.68299999833 356235.7329999991)"
heggen.1581,Heg/Haag,,"LINESTRING (195240.58100000024 356237.9759999998, 195233.28200000152 356227.62000000104)"
heggen.1582,Heg/Haag,,"LINESTRING (194512.90300000086 356238.1400000006, 194516.89600000158 356240.3590000011, 194517.76999999955 356240.0159999989, 194519.7969999984 356236.60599999875)"
heggen.1583,Heg/Haag,,"LINESTRING (195270.7589999996 356249.0700000003, 195274.7749999985 356254.2710000016, 195269.40799999982 356258.118999999)"
heggen.1584,Heg/Haag,,"LINESTRING (194620.6400000006 356263.1229999997, 194622.88800000027 356259.42500000075, 194626.4360000007 356261.3779999986)"
heggen.1585,Heg/Haag,,"LINESTRING (194565.71700000018 356263.30999999866, 194563.5249999985 356267.4200000018, 194561.73699999973 356267.6169999987, 194559.29100000113 356267.88699999824)"
heggen.1586,Heg/Haag,,"LINESTRING (194642.5700000003 356275.69999999925, 194646.08799999952 356269.90399999917, 194647.90700000152 356267.4770000018, 194649.67399999872 356266.7030000016, 194651.2659999989 356266.4609999992)"
heggen.1587,Heg/Haag,,"LINESTRING (194583.36300000176 356285.98800000176, 194586.56599999964 356280.42500000075)"
heggen.1588,Heg/Haag,,"LINESTRING (194611.48900000006 356289.21400000155, 194602.23900000006 356305.08199999854, 194607.06899999827 356307.58300000057, 194610.82400000095 356301.3229999989)"
heggen.1589,Heg/Haag,,"LINESTRING (194572.39499999955 356293.06799999997, 194581.60599999875 356298.2479999997)"
heggen.1590,Heg/Haag,,"LINESTRING (195470.56500000134 356300.5210000016, 195465.20800000057 356414.85599999875)"
heggen.1591,Heg/Haag,,"LINESTRING (194530.3759999983 356361.54199999943, 194536.60599999875 356350.6559999995, 194533.62700000033 356348.8429999985, 194532.438000001 356349.15399999917)"
heggen.1592,Heg/Haag,,"LINESTRING (195298.86800000072 356364.1739999987, 195301.2899999991 356354.8060000017, 195302.3839999996 356349.06799999997)"
heggen.1593,Heg/Haag,,"LINESTRING (195260.83999999985 356367.2749999985, 195270.0549999997 356369.84699999914, 195279.1959999986 356372.2679999992, 195284.1090000011 356373.21599999815, 195287.73800000176 356373.8509999998, 195290.84200000018 356373.80000000075, 195292.8900000006 356373.28599999845, 195294.6409999989 356372.08900000155, 195295.4849999994 356370.58199999854, 195296.33399999887 356368.5450000018)"
heggen.1594,Heg/Haag,,"LINESTRING (193852.37000000104 356379.8449999988, 193859.37700000033 356387.3299999982)"
heggen.1595,Heg/Haag,,"LINESTRING (195761.9290000014 356400.8379999995, 195785.53799999878 356419.1790000014)"
heggen.1596,Heg/Haag,,"LINESTRING (195390.6090000011 356401.186999999, 195410.03700000048 356402.0480000004)"
heggen.1597,Heg/Haag,,"LINESTRING (195785.53799999878 356419.1790000014, 195800.5399999991 356430.8350000009)"
heggen.1598,Heg/Haag,,"LINESTRING (195751.44999999925 356421.375, 195747.81700000167 356418.47300000116, 195761.9290000014 356400.8379999995)"
heggen.1599,Heg/Haag,,"LINESTRING (195713.4549999982 356428.375, 195713.5159999989 356424.1000000015, 195713.436999999 356410.686999999, 195750.1950000003 356391.72199999914, 195761.9290000014 356400.8379999995)"
heggen.1600,Heg/Haag,,"LINESTRING (195713.4549999982 356428.375, 195726.9290000014 356428.48999999836)"
heggen.1601,Heg/Haag,,"LINESTRING (195800.5399999991 356430.8350000009, 195811.26399999857 356439.1649999991)"
heggen.1602,Heg/Haag,,"LINESTRING (195766.33199999854 356432.813000001, 195771.00499999896 356436.33300000057, 195785.53799999878 356419.1790000014)"
heggen.1603,Heg/Haag,,"LINESTRING (195796.5159999989 356436.1039999984, 195800.5399999991 356430.8350000009)"
heggen.1604,Heg/Haag,,"LINESTRING (195811.26399999857 356439.1649999991, 195832.08399999887 356455.33999999985)"
heggen.1605,Heg/Haag,,"LINESTRING (195400.54899999872 356446.5940000005, 195400.40100000054 356450.8359999992, 195401.24799999967 356452.44900000095, 195402.95800000057 356453.7250000015, 195404.50299999863 356454.1959999986, 195406.33999999985 356453.8669999987, 195408.23999999836 356452.96400000155, 195410.03500000015 356450.7989999987)"
heggen.1606,Heg/Haag,,"LINESTRING (195832.08399999887 356455.33999999985, 195850.66299999878 356469.7729999982)"
heggen.1607,Heg/Haag,,"LINESTRING (195797.53200000152 356457.1550000012, 195793.1550000012 356453.57499999925)"
heggen.1608,Heg/Haag,,"LINESTRING (195797.53200000152 356457.1550000012, 195811.26399999857 356439.1649999991)"
heggen.1609,Heg/Haag,,"LINESTRING (195801.11199999973 356460.08199999854, 195797.53200000152 356457.1550000012)"
heggen.1610,Heg/Haag,,"LINESTRING (195763.64699999988 356463.6970000006, 195767.58100000024 356461.7270000018)"
heggen.1611,Heg/Haag,,"LINESTRING (195763.64699999988 356463.6970000006, 195760.063000001 356465.58399999887)"
heggen.1612,Heg/Haag,,"LINESTRING (195799.84899999946 356466.375, 195788.51300000027 356457.5769999996, 195785.6550000012 356455.7250000015, 195783.39400000125 356455.3590000011, 195781.0399999991 356455.8729999997, 195777.54399999976 356457.4990000017)"
heggen.1613,Heg/Haag,,"LINESTRING (195799.84899999946 356466.375, 195804.6090000011 356469.9829999991)"
heggen.1614,Heg/Haag,,"LINESTRING (195735.22199999914 356469.1270000003, 195740.19099999964 356468.2960000001, 195743.25200000033 356466.5799999982, 195744.2190000005 356465.368999999, 195744.94000000134 356462.4149999991, 195744.9149999991 356432.90100000054, 195745.30200000107 356428.02899999917, 195743.75699999928 356425.31799999997, 195738.08199999854 356427.2740000002)"
heggen.1615,Heg/Haag,,"LINESTRING (195850.66299999878 356469.7729999982, 195852.21299999952 356470.9780000001, 195882.04300000146 356456.686999999, 195902.59600000083 356471.8379999995)"
heggen.1616,Heg/Haag,,"LINESTRING (195818.49799999967 356474.2490000017, 195814.95100000128 356471.42500000075)"
heggen.1617,Heg/Haag,,"LINESTRING (195818.49799999967 356474.2490000017, 195832.08399999887 356455.33999999985)"
heggen.1618,Heg/Haag,,"LINESTRING (195822.13100000098 356477.1409999989, 195818.49799999967 356474.2490000017)"
heggen.1619,Heg/Haag,,"LINESTRING (195907.30700000003 356477.5700000003, 195925.95899999887 356491.0450000018)"
heggen.1620,Heg/Haag,,"LINESTRING (195771.88199999928 356479.0859999992, 195763.64699999988 356463.6970000006)"
heggen.1621,Heg/Haag,,"LINESTRING (195785.9600000009 356484.2890000008, 195799.84899999946 356466.375)"
heggen.1622,Heg/Haag,,"LINESTRING (195785.9600000009 356484.2890000008, 195783.1719999984 356482.30000000075, 195780.91200000048 356481.93299999833, 195778.03799999878 356482.08399999887, 195767.7259999998 356487.34899999946)"
heggen.1623,Heg/Haag,,"LINESTRING (195832.77299999818 356485.4979999997, 195836.69099999964 356488.48600000143)"
heggen.1624,Heg/Haag,,"LINESTRING (195767.7259999998 356487.34899999946, 195746.48099999875 356498.1959999986)"
heggen.1625,Heg/Haag,,"LINESTRING (195767.7259999998 356487.34899999946, 195777.15300000086 356505.68200000003, 195777.04899999872 356507.8579999991, 195772.76300000027 356510.26099999994)"
heggen.1626,Heg/Haag,,"LINESTRING (195836.69099999964 356488.48600000143, 195850.66299999878 356469.7729999982)"
heggen.1627,Heg/Haag,,"LINESTRING (195836.69099999964 356488.48600000143, 195841.77299999818 356492.36100000143, 195846.19399999827 356494.7479999997, 195849.23800000176 356495.03400000185, 195852.46700000018 356494.1889999993, 195854.5639999993 356493.2479999997)"
heggen.1628,Heg/Haag,,"LINESTRING (195925.95899999887 356491.0450000018, 195946.29899999872 356505.73800000176, 195940.3999999985 356526.62900000066)"
heggen.1629,Heg/Haag,,"LINESTRING (195797.26399999857 356492.6640000008, 195794.77199999988 356490.5769999996, 195785.9600000009 356484.2890000008)"
heggen.1630,Heg/Haag,,"LINESTRING (193739.05700000003 356494.69900000095, 193747.36499999836 356503.30000000075)"
heggen.1631,Heg/Haag,,"LINESTRING (195838.08700000122 356496.7100000009, 195842.4149999991 356499.87900000066, 195828.61499999836 356517.5329999998)"
heggen.1632,Heg/Haag,,"LINESTRING (195746.48099999875 356498.1959999986, 195742.98999999836 356488.41699999943, 195737.43299999833 356475.6739999987, 195741.27699999884 356474.05099999905)"
heggen.1633,Heg/Haag,,"LINESTRING (195746.48099999875 356498.1959999986, 195747.27899999917 356507.16899999976)"
heggen.1634,Heg/Haag,,"LINESTRING (195806.9990000017 356501.0639999993, 195804.11100000143 356498.3999999985, 195797.26399999857 356492.6640000008)"
heggen.1635,Heg/Haag,,"LINESTRING (195806.9990000017 356501.0639999993, 195820.8669999987 356482.7899999991, 195829.00299999863 356488.77600000054)"
heggen.1636,Heg/Haag,,"LINESTRING (195904.80799999833 356504.30099999905, 195911.81899999827 356509.49500000104, 195925.95899999887 356491.0450000018)"
heggen.1637,Heg/Haag,,"LINESTRING (195747.27899999917 356507.16899999976, 195734.64699999988 356497.40399999917)"
heggen.1638,Heg/Haag,,"LINESTRING (195747.27899999917 356507.16899999976, 195759.39200000092 356516.58199999854)"
heggen.1639,Heg/Haag,,"LINESTRING (195817.35399999842 356509.32499999925, 195810.6790000014 356504.4600000009, 195806.9990000017 356501.0639999993)"
heggen.1640,Heg/Haag,,"LINESTRING (195817.35399999842 356509.32499999925, 195804.9389999993 356525.9439999983)"
heggen.1641,Heg/Haag,,"LINESTRING (195786.76900000125 356511.6799999997, 195782.61800000072 356508.1640000008, 195797.26399999857 356492.6640000008)"
heggen.1642,Heg/Haag,,"LINESTRING (195746.48999999836 356516.7010000013, 195746.5709999986 356513.97199999914, 195733.68400000036 356504.2419999987)"
heggen.1643,Heg/Haag,,"LINESTRING (195746.48999999836 356516.7010000013, 195750.79399999976 356519.3520000018)"
heggen.1644,Heg/Haag,,"LINESTRING (195828.61499999836 356517.5329999998, 195817.35399999842 356509.32499999925)"
heggen.1645,Heg/Haag,,"LINESTRING (195929.37999999896 356523.7410000004, 195940.3999999985 356526.62900000066)"
heggen.1646,Heg/Haag,,"LINESTRING (195804.9389999993 356525.9439999983, 195798.44999999925 356520.9290000014)"
heggen.1648,Heg/Haag,,"LINESTRING (195940.3999999985 356526.62900000066, 195900.94999999925 356666.3379999995, 195874.80700000003 356654.6420000009, 195874.9990000017 356654.1319999993, 195878.69299999997 356644.1220000014, 195883.2490000017 356628.36400000006)"
heggen.1649,Heg/Haag,,"LINESTRING (195893.64699999988 356528.8449999988, 195906.30700000003 356512.7589999996, 195904.05999999866 356510.73800000176)"
heggen.1650,Heg/Haag,,"LINESTRING (195893.64699999988 356528.8449999988, 195907.63599999994 356539.87900000066)"
heggen.1651,Heg/Haag,,"LINESTRING (196557.9849999994 356532.4539999999, 196564.2490000017 356525.4750000015, 196570.58799999952 356518.72199999914)"
heggen.1652,Heg/Haag,,"LINESTRING (195821.55099999905 356538.4129999988, 195827.77600000054 356543.7740000002, 195841.7580000013 356527.11199999973, 195828.61499999836 356517.5329999998)"
heggen.1653,Heg/Haag,,"LINESTRING (195794.7250000015 356539.38800000027, 195786.94900000095 356542.89400000125, 195793.01099999994 356553.2320000008)"
heggen.1654,Heg/Haag,,"LINESTRING (195907.63599999994 356539.87900000066, 195918.52699999884 356542.30000000075, 195922.21400000155 356527.7019999996, 195921.80299999937 356524.65100000054)"
heggen.1655,Heg/Haag,,"LINESTRING (195815.03700000048 356540.99599999934, 195811.53799999878 356538.2320000008, 195807.03599999845 356535.0610000007, 195804.86100000143 356534.95699999854, 195802.59200000018 356535.91000000015)"
heggen.1656,Heg/Haag,,"LINESTRING (195745.7490000017 356541.5560000017, 195746.48999999836 356516.7010000013)"
heggen.1657,Heg/Haag,,"LINESTRING (195876.26399999857 356543.8040000014, 195878.73699999973 356517.0850000009, 195893.64699999988 356528.8449999988)"
heggen.1658,Heg/Haag,,"LINESTRING (195822.00600000098 356546.4990000017, 195815.03700000048 356540.99599999934)"
heggen.1659,Heg/Haag,,"LINESTRING (195834.8759999983 356549.3449999988, 195840.2419999987 356553.3929999992, 195843.44999999925 356554.98600000143, 195846.0610000007 356555.1810000017, 195850.24300000072 356554.7800000012)"
heggen.1660,Heg/Haag,,"LINESTRING (195859.33799999952 356549.8040000014, 195856.98099999875 356550.56799999997, 195855.85500000045 356549.86199999973, 195845.3139999993 356528.43299999833, 195871.62200000137 356515.76099999994, 195869.9050000012 356534.46499999985)"
heggen.1661,Heg/Haag,,"LINESTRING (195793.01099999994 356553.2320000008, 195813.06500000134 356542.0399999991, 195815.03700000048 356540.99599999934)"
heggen.1662,Heg/Haag,,"LINESTRING (195793.01099999994 356553.2320000008, 195797.76999999955 356561.3500000015)"
heggen.1663,Heg/Haag,,"LINESTRING (195877.40100000054 356553.4620000012, 195873.8359999992 356552.91099999845, 195872.9360000007 356555.57400000095, 195872.8299999982 356558.3729999997, 195873.86499999836 356560.6739999987, 195875.25699999928 356561.84600000083, 195877.9549999982 356562.5780000016, 195879.96599999815 356562, 195881.02600000054 356560.0929999985, 195882.00699999928 356557.2270000018)"
heggen.1664,Heg/Haag,,"LINESTRING (195743.37999999896 356556.0769999996, 195735.3209999986 356550.6409999989, 195727 356543.02899999917, 195723.47199999914 356541.6039999984, 195719.67500000075 356538.96499999985, 195714.23699999973 356532.1570000015, 195713.7410000004 356524.2520000003, 195712.88100000098 356515.3189999983, 195713.09200000018 356488.7109999992, 195712.95100000128 356460.0929999985, 195713.30799999833 356438.76900000125, 195713.4549999982 356428.375)"
heggen.1665,Heg/Haag,,"LINESTRING (195743.37999999896 356556.0769999996, 195745.2410000004 356555.02699999884, 195745.51199999824 356549.9129999988)"
heggen.1666,Heg/Haag,,"LINESTRING (195902.1559999995 356560.8440000005, 195890.26300000027 356557.9620000012)"
heggen.1667,Heg/Haag,,"LINESTRING (195902.1559999995 356560.8440000005, 195907.63599999994 356539.87900000066)"
heggen.1668,Heg/Haag,,"LINESTRING (195797.76999999955 356561.3500000015, 195802.75200000033 356558.86499999836, 195815.2049999982 356569.23800000176, 195832.85200000182 356561.3720000014, 195834.17399999872 356559.4679999985, 195834.01199999824 356557.8990000002, 195833.16000000015 356555.9919999987, 195831.52299999818 356553.88899999857)"
heggen.1669,Heg/Haag,,"LINESTRING (195797.76999999955 356561.3500000015, 195789.73699999973 356564.41800000146, 195780.47399999946 356568.7829999998, 195777.6719999984 356570.8500000015)"
heggen.1670,Heg/Haag,,"LINESTRING (195762.9919999987 356566.9149999991, 195773.45899999887 356575.16800000146, 195771.59299999848 356590.6479999982, 195771.1330000013 356637.11400000006)"
heggen.1671,Heg/Haag,,"LINESTRING (195850.563000001 356570.0480000004, 195846.5940000005 356565.48800000176, 195846.9539999999 356564.09800000116, 195848.18400000036 356562.71499999985, 195853.94999999925 356560.23699999973)"
heggen.1672,Heg/Haag,,"LINESTRING (195777.6719999984 356570.8500000015, 195763.3999999985 356559.33100000024, 195763.2509999983 356556.1959999986, 195765.10599999875 356552.90300000086)"
heggen.1673,Heg/Haag,,"LINESTRING (195777.6719999984 356570.8500000015, 195781.9059999995 356574.80099999905)"
heggen.1674,Heg/Haag,,"LINESTRING (195870.71299999952 356586.73900000006, 195875.22800000012 356588.25499999896, 195876.9759999998 356587.48600000143, 195877.15199999884 356586.9230000004, 195879.74599999934 356578.6279999986)"
heggen.1675,Heg/Haag,,"LINESTRING (195812.6240000017 356586.7870000005, 195810.45800000057 356585.4629999995, 195809.8660000004 356583.368999999, 195810.6700000018 356580.76399999857, 195812.86400000006 356578.51900000125, 195823.69799999893 356573.55799999833, 195866.8509999998 356609.3359999992)"
heggen.1676,Heg/Haag,,"LINESTRING (195813.08199999854 356594.24599999934, 195807.1240000017 356609.9519999996, 195806.52100000158 356611.5549999997, 195800.97899999842 356626.2879999988, 195811.5089999996 356630.3920000009, 195811.81899999827 356630.51199999824)"
heggen.1677,Heg/Haag,,"LINESTRING (195882.74399999902 356595.62999999896, 195891.30000000075 356602.3720000014)"
heggen.1678,Heg/Haag,,"LINESTRING (195891.30000000075 356602.3720000014, 195902.1559999995 356560.8440000005)"
heggen.1679,Heg/Haag,,"LINESTRING (195899.89299999923 356608.7890000008, 195891.30000000075 356602.3720000014)"
heggen.1680,Heg/Haag,,"LINESTRING (195888.86210000142 356608.84490000084, 195889.27299999818 356607.73900000006, 195894.65199999884 356611.2529999986)"
heggen.1681,Heg/Haag,,"LINESTRING (195866.8509999998 356609.3359999992, 195870.02299999818 356604.57400000095)"
heggen.1682,Heg/Haag,,"LINESTRING (195866.8509999998 356609.3359999992, 195863.32600000128 356614.6180000007)"
heggen.1683,Heg/Haag,,"LINESTRING (195871.25499999896 356614.05099999905, 195869.13899999857 356612.37099999934)"
heggen.1684,Heg/Haag,,"LINESTRING (195871.25499999896 356614.05099999905, 195868.52899999917 356617.18400000036, 195866.39400000125 356622.82499999925)"
heggen.1685,Heg/Haag,,"LINESTRING (195881.4299999997 356621.3429999985, 195871.25499999896 356614.05099999905)"
heggen.1686,Heg/Haag,,"LINESTRING (195811.81899999827 356630.51199999824, 195818.82499999925 356615.22100000083, 195825.1160000004 356602.71499999985)"
heggen.1687,Heg/Haag,,"LINESTRING (195811.81899999827 356630.51199999824, 195822.11499999836 356634.5240000002)"
heggen.1688,Heg/Haag,,"LINESTRING (195822.11499999836 356634.5240000002, 195829.16000000015 356619.09600000083, 195834.2809999995 356610.0850000009)"
heggen.1689,Heg/Haag,,"LINESTRING (195822.11499999836 356634.5240000002, 195845.22800000012 356643.5309999995)"
heggen.1690,Heg/Haag,,"LINESTRING (195767.9050000012 356645.1229999997, 195746.51300000027 356641.4679999985, 195744.5700000003 356639.92599999905, 195744.11199999973 356615.6009999998, 195742.67599999905 356574.2479999997, 195743.2580000013 356559.70800000057, 195743.37999999896 356556.0769999996)"
