FID,materiaal,categorie,type,aanlegjaar,geometrie
O10002_Rioolkaart_put_OD.663,beton/gietijzer,kolk,Trottoirkolk,2022,MULTIPOINT ((172251.334 508678.663))
O10002_Rioolkaart_put_OD.664,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172292.402 508618.215))
O10002_Rioolkaart_put_OD.665,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172273.429 508619.321))
O10002_Rioolkaart_put_OD.666,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172189.309 508739.52))
O10002_Rioolkaart_put_OD.667,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172045.298 508367.511))
O10002_Rioolkaart_put_OD.668,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172044.31 508275.936))
O10002_Rioolkaart_put_OD.669,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((171994.643 508294.981))
O10002_Rioolkaart_put_OD.670,PVC/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172033.271 508579.973))
O10002_Rioolkaart_put_OD.671,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171982.54 508475.24))
O10002_Rioolkaart_put_OD.672,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172017.128 508205.879))
O10002_Rioolkaart_put_OD.673,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172004.903 508146.582))
O10002_Rioolkaart_put_OD.674,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((171952.953 508175.543))
O10002_Rioolkaart_put_OD.675,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173156.334 509532.467))
O10002_Rioolkaart_put_OD.676,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173123.93 509524.305))
O10002_Rioolkaart_put_OD.677,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172989.858 509610.824))
O10002_Rioolkaart_put_OD.678,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((173030.274 509603.326))
O10002_Rioolkaart_put_OD.679,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((173050.166 509590.856))
O10002_Rioolkaart_put_OD.680,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172899.435 509685.701))
O10002_Rioolkaart_put_OD.681,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172849.638 509638.092))
O10002_Rioolkaart_put_OD.682,beton/gietijzer,kolk,Straatkolk,2021,MULTIPOINT ((172822.129 509633.72))
O10002_Rioolkaart_put_OD.683,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172807.899 509651.49))
O10002_Rioolkaart_put_OD.684,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172938.181 509531.316))
O10002_Rioolkaart_put_OD.685,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173059.729 509435.503))
O10002_Rioolkaart_put_OD.686,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((172075.439 509641.76))
O10002_Rioolkaart_put_OD.687,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((172047.529 509607.34))
O10002_Rioolkaart_put_OD.688,beton/gietijzer,kolk,Straatkolk,1987,MULTIPOINT ((172158.409 509529.47))
O10002_Rioolkaart_put_OD.689,PVC/gietijzer,kolk,Trottoirkolk,1991,MULTIPOINT ((172047.089 509530.65))
O10002_Rioolkaart_put_OD.690,beton/gietijzer,kolk,Trottoirkolk,2016,MULTIPOINT ((172132.505 509398.637))
O10002_Rioolkaart_put_OD.691,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171944.129 509643.42))
O10002_Rioolkaart_put_OD.692,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171885.519 509616.88))
O10002_Rioolkaart_put_OD.693,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171867.649 509603.98))
O10002_Rioolkaart_put_OD.694,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171970.799 509584.34))
O10002_Rioolkaart_put_OD.695,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((172015.459 509532.78))
O10002_Rioolkaart_put_OD.696,PVC/gietijzer,kolk,Trottoirkolk,1991,MULTIPOINT ((172029.959 509519.78))
O10002_Rioolkaart_put_OD.697,PVC/gietijzer,kolk,Trottoirkolk,1991,MULTIPOINT ((172015.279 509510.47))
O10002_Rioolkaart_put_OD.698,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173136.141 509318.647))
O10002_Rioolkaart_put_OD.699,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173154.135 509273.621))
O10002_Rioolkaart_put_OD.700,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173291.217 509158.924))
O10002_Rioolkaart_put_OD.701,beton/gietijzer,kolk,Straatkolk,2020,MULTIPOINT ((172291.299 508980.64))
O10002_Rioolkaart_put_OD.702,PVC/gietijzer,kolk,Trottoirkolk,1967,MULTIPOINT ((172247.999 508936.93))
O10002_Rioolkaart_put_OD.703,beton/gietijzer,kolk,Trottoirkolk,1967,MULTIPOINT ((172222.321 508926.716))
O10002_Rioolkaart_put_OD.704,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172121.38 509006.955))
O10002_Rioolkaart_put_OD.705,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172214.239 508827.869))
O10002_Rioolkaart_put_OD.706,beton/gietijzer,kolk,Trottoirkolk,1966,MULTIPOINT ((172056.158 508898.394))
O10002_Rioolkaart_put_OD.707,beton/gietijzer,kolk,Trottoirkolk,1966,MULTIPOINT ((172079.981 508870.109))
O10002_Rioolkaart_put_OD.708,beton/gietijzer,kolk,Trottoirkolk,onbekend,MULTIPOINT ((172084.459 508832.851))
O10002_Rioolkaart_put_OD.709,beton/gietijzer,kolk,Trottoirkolk,1967,MULTIPOINT ((172158.206 508885.916))
O10002_Rioolkaart_put_OD.710,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172230.904 508744.348))
O10002_Rioolkaart_put_OD.711,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172345.467 508615.505))
O10002_Rioolkaart_put_OD.712,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172350.704 508656.865))
O10002_Rioolkaart_put_OD.713,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172162.19 508738.83))
O10002_Rioolkaart_put_OD.714,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172167.859 508719.9))
O10002_Rioolkaart_put_OD.715,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172165.119 508724.17))
O10002_Rioolkaart_put_OD.716,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172149.424 508797.234))
O10002_Rioolkaart_put_OD.717,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172070.808 508765.53))
O10002_Rioolkaart_put_OD.718,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172097.499 508750.51))
O10002_Rioolkaart_put_OD.719,beton/gietijzer,kolk,Trottoirkolk,2015,MULTIPOINT ((172197.215 508693.67))
O10002_Rioolkaart_put_OD.720,beton/gietijzer,kolk,Trottoirkolk,2022,MULTIPOINT ((172157.92 508674.542))
O10002_Rioolkaart_put_OD.721,beton/gietijzer,kolk,Straatkolk,2022,MULTIPOINT ((172160.915 508670.049))
O10002_Rioolkaart_put_OD.722,beton/gietijzer,kolk,Trottoirkolk,2022,MULTIPOINT ((172120.312 508639.072))
O10002_Rioolkaart_put_OD.723,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172829.519 508604.63))
O10002_Rioolkaart_put_OD.724,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172775.299 508524.19))
O10002_Rioolkaart_put_OD.725,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172767.509 508432.11))
O10002_Rioolkaart_put_OD.726,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172626.715 508583.213))
O10002_Rioolkaart_put_OD.727,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172601.019 508595.588))
O10002_Rioolkaart_put_OD.728,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172582.827 508592.536))
O10002_Rioolkaart_put_OD.729,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172721.809 508431.78))
O10002_Rioolkaart_put_OD.730,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172617.045 508511.039))
O10002_Rioolkaart_put_OD.731,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172605.358 508441.15))
O10002_Rioolkaart_put_OD.732,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172576.633 508422.559))
O10002_Rioolkaart_put_OD.733,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172578.966 508577.058))
O10002_Rioolkaart_put_OD.734,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172503.445 508572.826))
O10002_Rioolkaart_put_OD.735,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172514.636 508587.735))
O10002_Rioolkaart_put_OD.736,PVC/gietijzer,kolk,Trottoirkolk,onbekend,MULTIPOINT ((172510.076 508591.128))
O10002_Rioolkaart_put_OD.737,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172570.184 508563.994))
O10002_Rioolkaart_put_OD.738,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171871.439 509602.41))
O10002_Rioolkaart_put_OD.739,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171927.359 509553.45))
O10002_Rioolkaart_put_OD.740,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171943.819 509510.85))
O10002_Rioolkaart_put_OD.741,beton/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((172039.869 509444.37))
O10002_Rioolkaart_put_OD.742,beton/gietijzer,kolk,Trottoirkolk,2017,MULTIPOINT ((172020.019 509431.74))
O10002_Rioolkaart_put_OD.743,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((171963.404 509421.896))
O10002_Rioolkaart_put_OD.744,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((171981.182 509416.842))
O10002_Rioolkaart_put_OD.745,PVC/gietijzer,kolk,Straatkolk,1976,MULTIPOINT ((171942.359 509426.015))
O10002_Rioolkaart_put_OD.746,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173344.615 509257.023))
O10002_Rioolkaart_put_OD.747,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173278.045 509237.667))
O10002_Rioolkaart_put_OD.748,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173324.979 509225.794))
O10002_Rioolkaart_put_OD.749,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173191.639 509291.974))
O10002_Rioolkaart_put_OD.750,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173162.019 509286.138))
O10002_Rioolkaart_put_OD.751,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173067.147 509361.989))
O10002_Rioolkaart_put_OD.752,PVC/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((172843.234 508787.947))
O10002_Rioolkaart_put_OD.753,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((172836.983 508789.862))
O10002_Rioolkaart_put_OD.754,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((172827.387 508777.421))
O10002_Rioolkaart_put_OD.755,PVC/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((172822.625 508762.204))
O10002_Rioolkaart_put_OD.756,PVC/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((172833.007 508775.125))
O10002_Rioolkaart_put_OD.757,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172796.798 508765.78))
O10002_Rioolkaart_put_OD.758,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172851.729 508637.63))
O10002_Rioolkaart_put_OD.759,beton/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((172405.279 509220.09))
O10002_Rioolkaart_put_OD.760,beton/gietijzer,kolk,Trottoirkolk,1981,MULTIPOINT ((172442.703 509121.594))
O10002_Rioolkaart_put_OD.761,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172123.364 508434.367))
O10002_Rioolkaart_put_OD.762,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172250.209 508399.494))
O10002_Rioolkaart_put_OD.763,PVC/gietijzer,kolk,Trottoirkolk,1997,MULTIPOINT ((172293.978 508319.048))
O10002_Rioolkaart_put_OD.764,PVC/gietijzer,kolk,Trottoirkolk,1997,MULTIPOINT ((172255.921 508344.63))
O10002_Rioolkaart_put_OD.765,PVC/gietijzer,kolk,Trottoirkolk,1997,MULTIPOINT ((172235.87 508358.076))
O10002_Rioolkaart_put_OD.766,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172275.584 508415.902))
O10002_Rioolkaart_put_OD.767,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172265.981 508414.632))
O10002_Rioolkaart_put_OD.768,PVC/gietijzer,kolk,Straatkolk,1997,MULTIPOINT ((172357.442 508276.283))
O10002_Rioolkaart_put_OD.769,PVC/gietijzer,kolk,Straatkolk,1997,MULTIPOINT ((172315.521 508311.92))
O10002_Rioolkaart_put_OD.770,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172386.98 508281.574))
O10002_Rioolkaart_put_OD.771,PVC/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172392.158 508278.174))
O10002_Rioolkaart_put_OD.772,PVC/gietijzer,kolk,Trottoirkolk,1997,MULTIPOINT ((172376.642 508265.132))
O10002_Rioolkaart_put_OD.773,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172441.38 508414.759))
O10002_Rioolkaart_put_OD.774,PVC/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172183.733 508413.706))
O10002_Rioolkaart_put_OD.775,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172207.446 508317.477))
O10002_Rioolkaart_put_OD.776,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172151.632 508340.742))
O10002_Rioolkaart_put_OD.777,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172998.507 509365.849))
O10002_Rioolkaart_put_OD.778,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((172776.698 508713.468))
O10002_Rioolkaart_put_OD.779,beton/gietijzer,kolk,Trottoirkolk,1977,MULTIPOINT ((172544.059 509001.38))
O10002_Rioolkaart_put_OD.780,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172450.678 509099.569))
O10002_Rioolkaart_put_OD.781,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172234.922 509332.482))
O10002_Rioolkaart_put_OD.782,PVC/gietijzer,kolk,Trottoirkolk,2005,MULTIPOINT ((172255.787 509323.178))
O10002_Rioolkaart_put_OD.783,PVC/gietijzer,kolk,Straatkolk,2005,MULTIPOINT ((172364.527 509267.093))
O10002_Rioolkaart_put_OD.784,beton/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172147.929 508367.881))
O10002_Rioolkaart_put_OD.785,beton/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172336.45 508618.825))
O10002_Rioolkaart_put_OD.786,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((172421.03 508674.026))
O10002_Rioolkaart_put_OD.787,beton/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172505.286 508955.003))
O10002_Rioolkaart_put_OD.788,beton/gietijzer,kolk,Trottoirkolk,onbekend,MULTIPOINT ((172138.384 508983.517))
O10002_Rioolkaart_put_OD.789,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((171947.937 509050.821))
O10002_Rioolkaart_put_OD.790,beton/gietijzer,kolk,Trottoirkolk,onbekend,MULTIPOINT ((172090.438 508836.852))
O10002_Rioolkaart_put_OD.791,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172354.473 508716.04))
O10002_Rioolkaart_put_OD.792,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172349.894 508714.948))
O10002_Rioolkaart_put_OD.793,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172423.608 508752.212))
O10002_Rioolkaart_put_OD.794,PVC/gietijzer,kolk,Straatkolk,1976,MULTIPOINT ((172488.333 508743.906))
O10002_Rioolkaart_put_OD.795,beton/gietijzer,kolk,Trottoirkolk,2017,MULTIPOINT ((172543.583 509030.569))
O10002_Rioolkaart_put_OD.796,beton/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172239.699 508496.746))
O10002_Rioolkaart_put_OD.797,beton/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172337.445 508620.446))
O10002_Rioolkaart_put_OD.798,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((171920.671 508197.07))
O10002_Rioolkaart_put_OD.799,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((172431.507 508691.897))
O10002_Rioolkaart_put_OD.800,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172031.634 508416.751))
O10002_Rioolkaart_put_OD.801,beton/gietijzer,kolk,Trottoirkolk,1977,MULTIPOINT ((172495.772 508941.452))
O10002_Rioolkaart_put_OD.802,beton/gietijzer,kolk,Trottoirkolk,1977,MULTIPOINT ((172501.557 508937.722))
O10002_Rioolkaart_put_OD.803,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176647.039 502783.86))
O10002_Rioolkaart_put_OD.804,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176638.849 502853.69))
O10002_Rioolkaart_put_OD.805,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176648.809 502842.96))
O10002_Rioolkaart_put_OD.806,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176613.549 502852.63))
O10002_Rioolkaart_put_OD.807,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176600.669 502850.89))
O10002_Rioolkaart_put_OD.808,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176597.899 502859.23))
O10002_Rioolkaart_put_OD.809,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176547.299 502879.98))
O10002_Rioolkaart_put_OD.810,beton/gietijzer,kolk,Trottoirkolk,1989,MULTIPOINT ((176522.759 502946.39))
O10002_Rioolkaart_put_OD.811,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176568.639 502773.67))
O10002_Rioolkaart_put_OD.812,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176867.709 502642.48))
O10002_Rioolkaart_put_OD.813,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176753.059 502734.67))
O10002_Rioolkaart_put_OD.814,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176846.889 503270.549))
O10002_Rioolkaart_put_OD.815,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176845.529 503264.4))
O10002_Rioolkaart_put_OD.816,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176816.089 503214.94))
O10002_Rioolkaart_put_OD.817,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176868.469 503178.44))
O10002_Rioolkaart_put_OD.818,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171892.311 509515.802))
O10002_Rioolkaart_put_OD.819,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172019.383 508209.478))
O10002_Rioolkaart_put_OD.820,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172353.694 508698.752))
O10002_Rioolkaart_put_OD.821,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172425.875 508756.061))
O10002_Rioolkaart_put_OD.822,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172425.121 508572.13))
O10002_Rioolkaart_put_OD.823,PVC/gietijzer,kolk,Straatkolk,1972,MULTIPOINT ((172551.267 508775.18))
O10002_Rioolkaart_put_OD.824,beton/gietijzer,kolk,Straatkolk,1974,MULTIPOINT ((172688.038 508609.665))
O10002_Rioolkaart_put_OD.825,PVC/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172248.603 508854.376))
O10002_Rioolkaart_put_OD.826,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172813.669 508567.81))
O10002_Rioolkaart_put_OD.827,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172794.729 508553.06))
O10002_Rioolkaart_put_OD.828,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172756.379 508496.2))
O10002_Rioolkaart_put_OD.829,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172779.739 508445.71))
O10002_Rioolkaart_put_OD.830,PVC/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172846.749 508616.94))
O10002_Rioolkaart_put_OD.831,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172889.749 508372.14))
O10002_Rioolkaart_put_OD.832,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172643.089 508574.468))
O10002_Rioolkaart_put_OD.833,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172634.118 508561.702))
O10002_Rioolkaart_put_OD.834,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172605.671 508592.422))
O10002_Rioolkaart_put_OD.835,PVC/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172627.629 508553.258))
O10002_Rioolkaart_put_OD.836,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172596.131 508516.438))
O10002_Rioolkaart_put_OD.837,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172612.42 508563.113))
O10002_Rioolkaart_put_OD.838,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172229.761 508581.268))
O10002_Rioolkaart_put_OD.839,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172271.087 508517.347))
O10002_Rioolkaart_put_OD.840,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172387.068 508524.293))
O10002_Rioolkaart_put_OD.841,PVC/gietijzer,kolk,Straatkolk,2018,MULTIPOINT ((172384.45 508508.487))
O10002_Rioolkaart_put_OD.842,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172375.646 508490.436))
O10002_Rioolkaart_put_OD.843,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172371.54 508492.476))
O10002_Rioolkaart_put_OD.844,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172271.334 508430.875))
O10002_Rioolkaart_put_OD.845,beton/gietijzer,kolk,Straatkolk,2022,MULTIPOINT ((172172.738 508585.668))
O10002_Rioolkaart_put_OD.846,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172188.008 508538.495))
O10002_Rioolkaart_put_OD.847,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172174.413 508547.668))
O10002_Rioolkaart_put_OD.848,beton/gietijzer,kolk,Straatkolk,2022,MULTIPOINT ((172179.345 508604.351))
O10002_Rioolkaart_put_OD.849,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172052.138 508553.739))
O10002_Rioolkaart_put_OD.850,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172159.095 508479.386))
O10002_Rioolkaart_put_OD.851,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172186.787 508473.902))
O10002_Rioolkaart_put_OD.852,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172148.742 508463.983))
O10002_Rioolkaart_put_OD.853,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172144.98 508466.564))
O10002_Rioolkaart_put_OD.854,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172350.535 508471.825))
O10002_Rioolkaart_put_OD.855,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172390.603 508343.983))
O10002_Rioolkaart_put_OD.856,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172262.146 508417.245))
O10002_Rioolkaart_put_OD.857,beton/gietijzer,kolk,Trottoirkolk,1966,MULTIPOINT ((171934.551 509128.281))
O10002_Rioolkaart_put_OD.858,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((171886.596 509112.885))
O10002_Rioolkaart_put_OD.859,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171962.795 509060.445))
O10002_Rioolkaart_put_OD.860,beton/gietijzer,kolk,Trottoirkolk,1966,MULTIPOINT ((171961.385 509095.998))
O10002_Rioolkaart_put_OD.861,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171942.399 509053.439))
O10002_Rioolkaart_put_OD.862,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171945.55 509014.189))
O10002_Rioolkaart_put_OD.863,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((171824.712 509147.312))
O10002_Rioolkaart_put_OD.864,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((171737.966 509127.637))
O10002_Rioolkaart_put_OD.865,PVC/gietijzer,kolk,Straatkolk,1965,MULTIPOINT ((171854.262 509092.643))
O10002_Rioolkaart_put_OD.866,beton/gietijzer,kolk,Straatkolk,1965,MULTIPOINT ((171874.295 509069.825))
O10002_Rioolkaart_put_OD.867,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((171843.59 509036.81))
O10002_Rioolkaart_put_OD.868,beton/gietijzer,kolk,Straatkolk,1978,MULTIPOINT ((171664.311 509214.558))
O10002_Rioolkaart_put_OD.869,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((171975.181 508954.601))
O10002_Rioolkaart_put_OD.870,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172004.263 508931.479))
O10002_Rioolkaart_put_OD.871,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((171933.626 508934.287))
O10002_Rioolkaart_put_OD.872,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((171888.457 508942.235))
O10002_Rioolkaart_put_OD.873,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((172227.662 508983.548))
O10002_Rioolkaart_put_OD.874,PVC/gietijzer,kolk,Straatkolk,1967,MULTIPOINT ((172257.189 508936.89))
O10002_Rioolkaart_put_OD.875,PVC/gietijzer,kolk,Straatkolk,1967,MULTIPOINT ((172261.369 508939.85))
O10002_Rioolkaart_put_OD.876,PVC/gietijzer,kolk,Straatkolk,1967,MULTIPOINT ((172264.369 508925.69))
O10002_Rioolkaart_put_OD.877,beton/gietijzer,kolk,Trottoirkolk,1967,MULTIPOINT ((172244.704 508940.972))
O10002_Rioolkaart_put_OD.878,PVC/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172245.703 508859.351))
