Gebrek identificatie,Ingangsdatum gebrek,Einddatum gebrek,Gebrek paragraaf nummer,Gebrek artikel nummer,Gebrek omschrijving,Ingangsdatum gebrek DT,Einddatum gebrek DT
919,20190615,,,,Uiterlijke beschadiging voertuigunit,06/15/2019 12:00:00 AM,
920,20190615,,,,Uiterlijke beschadiging bewegingsensor,06/15/2019 12:00:00 AM,
921,20190515,,,,Uiterlijke beschadiging bedrading,05/15/2019 12:00:00 AM,
922,20190515,,,,Ongeoorloofde aanpassingen installatieplaat,05/15/2019 12:00:00 AM,
923,20190615,,,,Installatieplaat ontbreekt/niet te lezen,06/15/2019 12:00:00 AM,
924,20190615,,,,Fabrieksverzegeling digitale tachograaf,06/15/2019 12:00:00 AM,
925,20190515,,,,Verzegeling (digitale) bewegingssensor,05/15/2019 12:00:00 AM,
926,20190615,,,,Overige verzegeling,06/15/2019 12:00:00 AM,
927,20190615,,,,Alle gegevens voertuigunit wijken af van de installatieplaat,06/15/2019 12:00:00 AM,
928,20190615,,,,Constante (K),06/15/2019 12:00:00 AM,
929,20190615,,,,Kenmerkend coeficiel (W),06/15/2019 12:00:00 AM,
930,20190615,,,,Wielomtrek (L),06/15/2019 12:00:00 AM,
931,20190615,,,,Bandenmaat,06/15/2019 12:00:00 AM,
932,20190615,,,,Zegelnummer,06/15/2019 12:00:00 AM,
933,20190615,,,,Serienummer DSRC,06/15/2019 12:00:00 AM,
935,20190615,,,,Gegevens M1/N1 adapter,06/15/2019 12:00:00 AM,
936,20190615,,,,Naw gegevens werkplaats,06/15/2019 12:00:00 AM,
937,20190615,,,,Datum laatste uitgevoerde onderzoek,06/15/2019 12:00:00 AM,
938,20190615,,,,Snelheidsoverschrijding (meer dan 5 minuten),06/15/2019 12:00:00 AM,
939,20190615,,,,Onderbreking stroomvoorziening meer dan 5 minuten,06/15/2019 12:00:00 AM,
940,20190615,,,,Fout in bewegingsgegevens,06/15/2019 12:00:00 AM,
941,20190615,,,,Poging tot inbreuk op de beveiliging,06/15/2019 12:00:00 AM,
942,20190615,,,,Communicatiefout DSRC,06/15/2019 12:00:00 AM,
943,20190615,,,,Gegevens plaatsbepaling GNSS-ontvanger ontbreekt,06/15/2019 12:00:00 AM,
944,20190615,,,,Communicatiefout GNSS,06/15/2019 12:00:00 AM,
945,20190615,,,,Tegenstrijdige bewegingsgegevens (GNSS/IMS),06/15/2019 12:00:00 AM,
946,20190615,,,,Tijdsoverlapping GNSS,06/15/2019 12:00:00 AM,
947,20190615,,,,VU en GNSS-ontvanger,06/15/2019 12:00:00 AM,
948,20190615,,,,Fout Controleapparaat,06/15/2019 12:00:00 AM,
949,20190615,,,,Ingebouwde device aangetroffen,06/15/2019 12:00:00 AM,
950,20190615,,,,Externe ingebouwde schakeling tachograaf,06/15/2019 12:00:00 AM,
952,20190615,,,,Bewerkte bewegingsensor gemonteerd,06/15/2019 12:00:00 AM,
953,20190615,,,,Extra externe bewegingssensor gemonteerd,06/15/2019 12:00:00 AM,
956,20190616,,,TA.1F,Onterecht CoU opgemaakt en afgegeven.,06/16/2019 12:00:00 AM,
957,20190615,,,TA.1G,Onterecht Manipulatieformulier opgemaakt en afgegeven.,06/15/2019 12:00:00 AM,
958,20190615,,,TA.1H,Gegevens bewegingsensor wijkt af van de melding.,06/15/2019 12:00:00 AM,
959,20190615,,,TA.2G,Unieke zegelnummers niet in voertuigunit geprogrammeerd,06/15/2019 12:00:00 AM,
960,20190615,,,TA.2H,Oude installatieplaat voortijdig verwijderd (orgineel aanwez,06/15/2019 12:00:00 AM,
963,20190615,,,TA.3Q,Onjuiste type/versie 2e generatie voertuigunit gemonteerd.,06/15/2019 12:00:00 AM,
964,20190615,,,TA.3R,Onjuiste bewegingsensor gemonteerd.,06/15/2019 12:00:00 AM,
966,20190615,,,TA.3T,Verzegeling na de werkzaamheden niet preventief vervangen,06/15/2019 12:00:00 AM,
967,20190615,,,TA.6J,DSRC module onjuiste kalibratie,06/15/2019 12:00:00 AM,
968,20190615,,,TA.6K,GNSS module onjuiste kalibratie.,06/15/2019 12:00:00 AM,
975,20210101,,,5.*.45,Camera-monitorsysteem werkt niet (goed),01/01/2021 12:00:00 AM,
976,20210101,,,5.*.45,Camera-monitorsysteem ondeugdelijk bevestigd,01/01/2021 12:00:00 AM,
977,20210101,,,5.*.46,Ontgrendeling rugleuning werkt niet (goed),01/01/2021 12:00:00 AM,
978,20210101,,,5.*.46,Ontgrendeling rugleuning werkt niet (goed),01/01/2021 12:00:00 AM,
979,20210101,,,5.*.48,Opspatafscherming niet volgens voorschrift,01/01/2021 12:00:00 AM,
980,20210101,,,5.*.29,Stuurkoppeling vertoont speling,01/01/2021 12:00:00 AM,
982,20210101,,,5.*.6,Lengte hart koppeling - achterzijde oplegger meer dan toeges,01/01/2021 12:00:00 AM,
983,20210101,,,5.*.55,"Kentekenplaatverlichting glas gerepareerd, bewerkt of verwij",01/01/2021 12:00:00 AM,
984,20210101,,,5.*.55,"Zijrichtingaanwijzers glas gerepareerd, bewerkt of verwijder",01/01/2021 12:00:00 AM,
985,20210101,,,5.*.55,Stadslicht afgeschermd,01/01/2021 12:00:00 AM,
986,20210101,,,5.*.55,"(Zij-)markeringslichten glas gerepareerd, bewerkt of verwijd",01/01/2021 12:00:00 AM,
987,20210101,,,5.*.55,(Zij-)markeringslichten afgeschermd,01/01/2021 12:00:00 AM,
988,20210101,,,5.*.61,Verlichting niet juist aangebracht,01/01/2021 12:00:00 AM,
989,20210101,,,5.*.62,Mistlicht voor optisch signaal ontbreekt of defect,01/01/2021 12:00:00 AM,
991,20210501,,,5.*.14,Niet voorzien van achteruitrijinrichting,05/01/2021 12:00:00 AM,
992,20210501,,,5.*.27,Band bevat uitstekend metalen element,05/01/2021 12:00:00 AM,
993,20210501,,,5.*.31,Koppeling tussen linker en rechter rempedaal ontbreekt,05/01/2021 12:00:00 AM,
994,20210501,,,5.*.31,Verplicht ABS-systeem ontbreekt,05/01/2021 12:00:00 AM,
995,20210501,,,5.*.42,Ruit ernstig beschadigd,05/01/2021 12:00:00 AM,
996,20210501,,,5.*.51,Extra stadslichten of staaklichten ontbreken,05/01/2021 12:00:00 AM,
997,20210501,,,5.*.51,Breedtemarkering ontbreekt of voldoet niet aan de eisen,05/01/2021 12:00:00 AM,
999,20201015,20220310,,nl13,iom keurmeester steekproefcontrolerapport niet ondertekend i,10/15/2020 12:00:00 AM,03/10/2022 12:00:00 AM
A02,20120401,20170402,0,5.*.1,Voertuiggegevens komen niet overeen met register 5.*.1,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
A03,20120401,20170402,0,5.*.1,Kentekenplaat onjuist/niet goed leesbaar/afgeschermd 5.*.1,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
A04,20120401,20170402,0,5.*.1,Identificatienummer niet op chassis of frame 5.*.1,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
AC1,20120509,,,AC1,"Band(en) aanwezig met een profieldiepte van 1,6 t/m 2,5 mm",05/09/2012 12:00:00 AM,
AC2,,,,AC2,Schokdemper aanwezig die lekkage vertoont,,
AC3,,,,AC3,"Roestschade van 1,5 t/m 2,0E of meer dan 15% dikteafname",,
AC4,,,,AC4,"Stuur- of fuseekogel met slijtage kleiner of gelijk 1,0 mm",,
AC5,,,,AC5,Mechanische delen van het remsysteem vertonen slijtage,,
AS1,20111201,20170402,,,132 c. onregelmatigheden met betrekking tot de bedrading,12/01/2011 12:00:00 AM,04/02/2017 12:00:00 AM
AS2,20111201,20170402,,,132 c. onregelmatigheden met betrekking tot de behuizing,12/01/2011 12:00:00 AM,04/02/2017 12:00:00 AM
AS3,20111201,20170402,,,132 c.onregelmatigheden met betrekking tot de aansluitpunten,12/01/2011 12:00:00 AM,04/02/2017 12:00:00 AM
AS4,20111201,20170402,,,132 c. onregelmatigheden met betrekking tot de software,12/01/2011 12:00:00 AM,04/02/2017 12:00:00 AM
AS5,20111201,20170402,,,132 c. onregelmatigheden met betrekking tot de verzegeling,12/01/2011 12:00:00 AM,04/02/2017 12:00:00 AM
B05,20120401,20170402,1,5.*.3,Chassisraam/carrosserie gebroken/gescheurd 5.*.3,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
B06,20120401,20170402,1,5.*.3,Chassisraam/carrosserie deel corrosie 5.*.3,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
B07,20120401,20170402,1,5.5.3,"Frame, voor- of achtervork gebroken/gescheurd/vervormd 5.5.3",04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
B08,20120401,20170402,1,5.5.3,"Frame, voor- of achtervork corrosie 5.5.3",04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
B09,20120401,20170402,1,5.5.3,Onderdelen frame/zelfdragende constructie ondeug. bev. 5.5.3,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
B10,20120401,20170402,1,5.*.4,Bovenbouw ondeugdelijk bevestigd 5.*.4,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
B11,20120401,20170402,1,5.*.4,Ondersteuning laadvloer/-ruimte ondeugdelijk/corrosie 5.*.4,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
B12,20120401,20170402,1,5.12.5,Accu aanhangwagen ondeugdelijk bevestigd 5.12.5,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
B13,20120401,20170402,1,5.12.5,Elekt. bedrading aanhangwagen ondeugdelijk/geisoleerd 5.12.5,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
D02,20100227,20170402,3,5.*.10,LPG-installatie voldoet niet aan de voorschriften 5.*.10,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
D07,20100227,20170402,3,5.*.11,K-waarde bij roetmeting te hoog 5.*.11,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
D08,20100227,20170402,3,5.*.11,Emissiebestrijdingssysteem niet aanwezig 5.*.11,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
D10,20100227,20170402,3,5.*.13,Motorsteun ondeugdelijk bevestigd/ernstig beschadigd 5.*.13,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
D11,20120401,20170402,3,5.*.9,Onderdeel brandstofsysteem onveilig/ondeug./corrosie 5.*.9,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
D12,20120401,20170402,3,5.*.9,Brandstofsysteem lekt 5.*.9,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
D13,20120401,20170402,3,5.*.9,Brandstofreservoir niet deugdelijk afgesloten 5.*.9,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
D14,20120401,20170402,3,5.*.11,Uitlaatsysteem niet gasdicht/ondeugdelijk bevestigd 5.*.11,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
D15,20120402,20170402,3,5.*.11,CO-uitstoot bij stationar toerental te hoog 5.*.11,04/02/2012 12:00:00 AM,04/02/2017 12:00:00 AM
D16,20120401,20170402,3,5.*.11,CO-uitstoot/lambda wijkt af bij verhoogd toerental 5.*.11,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
D17,20120401,20170402,3,5.*.11,EOBD-systeem niet volgens voorschrift 5.*.11,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
D18,20120401,20170402,3,5.*.12,Accu niet deugdelijk bevestigd 5.*.12,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
D19,20120401,20170402,3,5.*.12,Elektr. Bedrading ondeugdelijk bevestigd/geisoleerd 5.*.12,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
D20,20110401,20170402,3,5.*.12A,Aandrijflijn hybride/elekt. voertuig ondeugdelijk 5.*.12a,04/01/2011 12:00:00 AM,04/02/2017 12:00:00 AM
D21,20150401,20170402,3,5.*.11,Geluidsniveau hoger dan toegestaan 5.*.11,04/01/2015 12:00:00 AM,04/02/2017 12:00:00 AM
E04,20120401,20170402,4,5.*.15,Snelheidsbegrenzer niet aanwezig/onjuist afgesteld 5.*.15,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
E05,20120401,20170402,4,5.*.15,Verzegeling snelheidsbegrenzer niet vlgs voorschrift 5.*.15,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
E06,20120401,20170402,4,5.*.15,Geldigheidsduur controleapparaat verlopen 5.*.15,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
E08,20120401,20170402,4,5.*.15,Bandomtrek aangedreven wiel wijkt teveel af 5.*.15,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
E09,20120719,20170402,4,5.*.15,Verzegeling controleapparaat niet vlgs voorschrift 5.*.15,07/19/2012 12:00:00 AM,04/02/2017 12:00:00 AM
E10,20120401,20170402,4,5.*.16,Aandrijving ondeugdelijk bevestigd 5.*.16,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
E11,20120401,20170402,4,5.*.16,Stofhoes van de aandrijfas dicht niet af 5.*.16,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
F04,20100227,20170402,5,5.*.21,Wielbasis wijkt te veel af 5.*.21,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
F05,20100227,20170402,5,5.*.22,Wieluitlijning niet vlgs voorschrift 5.*.22,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
F07,20100227,20170402,5,5.*.25,Wielnaven 5.*.25,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
F08,20100227,20170402,5,5.*.26,Stabilisatoren 5.*.26,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
F09,20120401,20170402,5,5.*.18,As ondeugdelijk bev./gebroken/gescheurd/corrosie 5.*.18,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
F10,20120401,20170402,5,5.*.18,Bev./beschadiging/vervorming as beinvloedt weggedrag 5.*.18,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
F11,20120401,20170402,5,5.*.19,Fusee ondeugdelijk bevestigd/teveel speling 5.*.19,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
F12,20120401,20170402,5,5.*.19,Stofhoes fuseekogel dicht niet meer af 5.*.19,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
F13,20120401,20170402,5,5.*.19,Overig draaipunt onafh. wielophanging teveel speling 5.*.19,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
F14,20120401,20170402,5,5.*.19,Zichtbaar corrosie aan binnenzijde fuseekogel/-huis 5.*.19,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
F15,20120401,20170402,5,5.*.20,Wiellager heeft teveel speling 5.*.20,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
F16,20120401,20170402,5,5.*.20,Slijtage/beschadiging wiellager hoorbaar of voelbaar 5.*.20,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
F17,20120401,20170402,5,5.*.24,Wiel of velg niet vlgs voorschrift 5.*.24,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
F18,20120401,20170402,5,5.*.24,Wiel of velg ondeugdelijk bevestigd 5.*.24,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
G02,20100227,20170402,6,5.*.28,Veersysteem werkt niet goed 5.*.28,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
G03,20100227,20170402,6,5.*.28,Schokdemper niet aanwezig/werkt niet goed 5.*.28,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
G04,20120401,20170402,6,5.*.27,Band karkas zichtbaar of vertoont uitstulping 5.*.27,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
G05,20120401,20170402,6,5.*.27,Band onvoldoende profiel 5.*.27,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
G06,20120401,20170402,6,5.*.27,Band onterecht nageprofileerd 5.*.27,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
G07,20120401,20170402,6,5.*.27,Band verkeerd gemont./verschillende maataanduiding 5.*.27,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
G08,20120401,20170402,6,5.*.27,Band met onvoldoende draagvermogen (load-index) 5.*.27,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
G09,20120401,20170402,6,5.*.27,Band met onvoldoende spanning 5.*.27,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
G10,20120401,20170402,6,5.*.28,Veersysteem gebroken/gescheurd/corrosie/ondeug. bev. 5.*.28,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
G11,20120401,20170402,6,5.*.28,Schokdemper ondeugdelijk bevestigd 5.*.28,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
H04,20120401,20170402,7,5.*.29,Wielen reageren niet goed op draaiing van stuurwiel 5.*.29,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
H05,20120401,20170402,7,5.12.29,Gestuurde wielen aanhangwagen reageren niet goed 5.12.29,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
H06,20120401,20170402,7,5.*.29,Weerstand voelbaar in de stuurinrichting 5.*.29,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
H07,20120401,20170402,7,5.*.29,Wielen kunnen in uiterste stand niet vrij draaien 5.*.29,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
H08,20120401,20170402,7,5.*.29,Stuurinrichting ondeugdelijk bevestigd/niet geborgd 5.*.29,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
H09,20120401,20170402,7,5.*.29,Stuurinrichting gebroken/gescheurd/corrosie/vervormd 5.*.29,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
H10,20120401,20170402,7,5.*.29,Stofhoes stuurhuis/-kogel dicht niet af 5.*.29,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
H11,20120401,20170402,7,5.*.29,Koppeling stuurinrichting niet spelingvrij 5.*.29,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
H12,20120401,20170402,7,5.*.29,Flexibele koppeling stuurinrichting beschadigd 5.*.29,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
H13,20120401,20170402,7,5.*.29,Verbinding stuurinrichting teveel speling 5.*.29,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
H14,20120401,20170402,7,5.*.29,Zichtbare corrosie binnenzijde stuurhuis/-kogel 5.*.29,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
H15,20120401,20170402,7,5.*.29,Stuurbekrachtiging werkt niet goed/lekt ernstig 5.*.29,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
H16,20120401,20170402,7,5.*.29,Slang stuurbekracht./stuurinricht. beschad./schuurt 5.*.29,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
H18,20120401,20170402,7,5.5.30,Zichtbare speling balhoofdlagering 5.5.30,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
H19,20120401,20170402,7,5.12.30,Draaikrans ondeugdelijk bevestigd/niet geborgd 5.12.30,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
H20,20120401,20170402,7,5.12.30,Draaikransdelen slijten op elkaar in/te veel speling 5.12.30,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I03,20100227,20170402,8,5.*.32,Remvloeistofniveau te laag 5.*.32,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
I04,20100227,20170402,8,5.*.33,Waarschuwing drukluchtremsyst. ontbreekt/werkt niet 5.*.33,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
I05,20100227,20170402,8,5.*.34,Waarschuwingsinrichting veerrem ontbreekt/werkt niet 5.*.34,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
I07,20100227,20170402,8,5.*.36,Slag drukluchtremcilinder begrensd/te groot 5.*.36,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
I08,20100227,20170402,8,5.*.37,Drukken remsysteem tbv aanhangwagen onjuist 5.*.37,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
I09,20100227,20170402,8,5.*.38,Werking bedrijfsrem onvoldoende 5.*.38,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
I10,20100227,20170402,8,5.*.39,Werking parkeerrem/vastzetinrichting onvoldoende 5.*.39,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
I11,20100227,20170402,8,5.12.40,(Losbreek)reminrichting aanhangwagen werkt niet goed 5.12.40,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
I12,20120401,20170402,8,5.*.31,Onderdeel reminrichting ondeugdelijk 5.*.31,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I13,20120401,20170402,8,5.*.31,Onderdeel reminrichting vertoont lekkage 5.*.31,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I14,20120401,20170402,8,5.*.31,Rembekrachtiger/remkrachtregelaar werkt niet goed 5.*.31,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I15,20120401,20170402,8,5.*.31,Compressor/drukregelaar werkt niet goed 5.*.31,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I16,20120401,20170402,8,5.*.31,Rempedaal/-hendel slag wordt beperkt/niet stroef 5.*.31,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I17,20120401,20170402,8,5.*.31,Remslang misvormd/schuurt/beschadigd 5.*.31,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I18,20120401,20170402,8,5.5.31,Remkabel driewielig voertuig gerafeld/niet gangbaar 5.5.31,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I19,20120401,20170402,8,5.*.31,Kunststofremleiding geknikt 5.*.31,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I20,20120401,20170402,8,5.*.31,Trommel-/schijfrem draait niet/onvoldoende vrij 5.*.31,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I21,20120401,20170402,8,5.*.31,Onvoldoende remvoering aanwezig 5.*.31,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I22,20120401,20170402,8,5.*.31,Bewegingsvrijheid remonderdeel beperkt 5.*.31,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I23,20120401,20170402,8,5.*.31,Stofhoes remcilinder beschadigd/niet aanwezig 5.*.31,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I24,20120401,20170402,8,5.*.31,Automatische remsteller ontbreekt 5.*.31,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I25,20120401,20170402,8,5.*.31,ABS-systeem ondeugdelijk bev./niet geborgd/corrosie 5.*.31,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I26,20120401,20170402,8,5.*.31,ABS-systeem beschadigd/gescheurd/gebroken/lekkage 5.*.31,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I27,20120401,20170402,8,5.*.31,ABS werkt niet goed/waarschuwingsinricht. ontbreekt 5.*.31,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I28,20120401,20170402,8,5.*.35,Drukmeetpunt ontbreekt 5.*.35,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I29,20120401,20170402,8,5.*.35,Meerkringsbeveiligingsventiel werkt niet goed 5.*.35,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I30,20120401,20170402,8,5.*.35,Drukluchtremkrachtreg. werkt niet/verkeerd afgest. 5.*.35,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I31,20120401,20170402,8,5.*.35,Afstelplaat drukluchtremkrachtregelaar ontbreekt 5.*.35,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I32,20120401,20170402,8,5.*.35,Ontwateringsventiel werkt niet goed 5.*.35,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I35,20120401,20170402,8,5.*.37,Automatische afsluiters ontbreken/werken niet goed 5.*.37,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I36,20120401,20170402,8,5.*.38,Bedrijfsrem werkt niet op alle wielen 5.*.38,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I37,20120401,20170402,8,5.*.38,Remverschil op 1 as te groot 5.*.38,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
I38,20120401,20170402,8,5.*.39,Parkeerrem/vastzetinrichting werkt niet op 2 wielen 5.*.39,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
J02,20100227,20170402,9,5.*.42,Ruit beschadigd/verkleurd 5.*.42,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
J03,20100227,20170402,9,5.*.43,Ruitenwisser/-sproeier werkt niet goed/niet aanwezig 5.*.43,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
J04,20100227,20170402,9,5.*.44,Voorruitontwaseming werkt niet goed/niet aanwezig 5.*.44,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
J05,20100227,20170402,9,5.*.45,Spiegel niet aanwezig/beschadigd/ondeugdelijk bev. 5.*.45,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
J06,20100227,20170402,9,5.*.46,Zitplaats niet volgens voorschrift 5.*.46,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
J08,20100227,20170402,9,5.*.48,Scherp/uitstekend deel levert gevaar op voor derde 5.*.48,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
J09,20100227,20170402,9,5.*.49,Stootbalk niet vlgs voorschrift/ontbreekt 5.*.49,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
J10,20100227,20170402,9,5.*.50,Frontbeschermingsinrichtingen niet goedgekeurd 5.*.50,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
J11,20120401,20170402,9,5.*.41,Deur/laadklep/motorkap/kofferdeksel sluit niet goed 5.*.41,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
J12,20120401,20170402,9,5.*.41,Deur personenruimte kan niet normaal worden geopend 5.*.41,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
J13,20120401,20170402,9,5.*.41,Bev. scharnier deur/motorkap/kofferdeksel corrosie 5.*.41,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
J14,20120401,20170402,9,5.*.47,Veiligheidsgordel ontbreekt/ondeug. bev./beschadigd 5.*.47,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
J15,20120401,20170402,9,5.*.47,Veiligheidsgordel werkt niet goed 5.*.47,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
J16,20120401,20170402,9,5.*.48,Wiel niet goed afgeschermd/loopt aan 5.*.48,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
J17,20120401,20170402,9,5.*.48,Zijdelingse afscherming niet vlgs voorschrift 5.*.48,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
J18,20120401,20170402,9,5.*.48,Gevaar voor losraken deel aan de buitenzijde 5.*.48,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
J19,20120401,20170402,9,5.*.49,Stootbalk vervormd/gebroken/gescheurd/corrosie 5.*.49,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
J20,20120401,20170402,9,5.*.49,Beschermingsinrichting voorzijde voldoet niet 5.*.49,04/01/2012 12:00:00 AM,04/02/2017 12:00:00 AM
K01,20100227,20170402,10,5.*.51,Verplicht licht/retroreflector niet vlgs voorschrift 5.*.51,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
K03,20100227,20170402,10,5.*.53,Kleur verplicht licht niet volgens voorschrift 5.*.53,02/27/2010 12:00:00 AM,04/02/2017 12:00:00 AM
