index,jaar,fase,verantwoordelijk_minister,hoofdstuk_naam,hoofdstuk_nummer,artikel_naam,artikel_nummer,beleid_of_niet_beleid,rbv_model,artikelonderdeel_naam,artikelonderdeel_nummer,instrument_of_uitsplitsing_apparaat_naam,instrument_of_uitsplitsing_apparaat_nummer,regeling_detailniveau_naam,regeling_detailniveau_nummer,vuo,bedrag
VII.9.45818.7.333130.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Uitvoering Rijksvastgoedbeleid",9,,,"9.2 Beheer materiële activa",45818,"Bijdrage aan agentschappen",7,RVB,333130,U,0
VII.9.46670.7.333131.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Uitvoering Rijksvastgoedbeleid",9,,,"9.1 Doelmatige Rijkshuisvesting",46670,"Bijdrage aan agentschappen",7,"RVB (bijdrage voor huisvesting Hoge Colleges van Staat)",333131,U,0
IV.8.24887.0.0.O,2020,OWB,"K.H. Ollongren",Koninkrijksrelaties,IV,"Wederopbouw Bovenwindse Eilanden",8,,,Ontvangsten,24887,0,0,,,O,0
XII.26.35236.0.0.V,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Bijdrage investeringsfondsen",26,,,,35236,0,0,,,V,0
VIII.14.35236.1.333132.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Cultuur,14,,,,35236,"Subsidies (regelingen)",1,"Erfgoed en fysieke leefomgeving",333132,U,0
IV.8.45706.10.333133.U,2020,OWB,"K.H. Ollongren",Koninkrijksrelaties,IV,"Wederopbouw Bovenwindse Eilanden",8,,,"8.1 Wederopbouw",45706,"Bijdrage aan (inter-)nationale organisaties",10,Wereldbank,333133,U,0
XVII.2.25512.10.333134.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Duurzame ontwikkeling, voedselzekerheid, water en klimaat",2,,,Voedselzekerheid,25512,"Bijdrage aan (inter-)nationale organisaties",10,"Realiseren ecologische houdbare voedselsystemen",333134,U,0
VIII.14.35236.4.333135.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Cultuur,14,,,,35236,Bekostiging,4,"Digitale openbare bibliotheek",333135,U,0
VII.9.46670.7.333136.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Uitvoering Rijksvastgoedbeleid",9,,,"9.1 Doelmatige Rijkshuisvesting",46670,"Bijdrage aan agentschappen",7,"RVB (bijdrage voor huisvesting Koninklijk Huis)",333136,U,0
XV.2.35236.5.333137.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Bijstand, Participatiewet en Toeslagenwet",2,,,,35236,Inkomensoverdrachten,5,"Macrobudget participatiewetuitkeringen en intertemporele tegemoetkoming",333137,U,0
VIII.15.35236.8.333138.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Media,15,,,,35236,"Bijdrage aan ZBOs/RWTs",8,"Commissariaat voor de Media",333138,U,0
XV.5.35236.8.333139.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Werkloosheid,5,,,,35236,"Bijdrage aan ZBOs/RWTs",8,"Scholing WW",333139,U,0
IIB.10.35236.0.0.V,2020,OWB,"K.H. Ollongren","Overige Hoge Colleges van Staat en Kabinetten van de Gouverneurs",IIB,"Nog onverdeeld",10,,,,35236,0,0,,,V,0
VII.6.45902.7.333140.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.2 Overheidsdienstverlening, informatiebeleid en informatiesamenleving",45902,"Bijdrage aan agentschappen",7,"Agentschap Telecom",333140,U,0
XV.8.35236.0.0.V,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Oudedagsvoorziening,8,,,,35236,0,0,,,V,0
VIII.16.35236.10.333141.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Onderzoek en wetenschapsbeleid",16,,,,35236,"Bijdrage aan (inter-)nationale organisaties",10,CERN,333141,U,0
VII.6.45842.7.333142.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.6 Investeringspost digitale overheid",45842,"Bijdrage aan agentschappen",7,"Diverse bijdragen",333142,U,0
F.1.46674.0.333143.O,2020,OWB,C.J.Schouten,Diergezondheidsfonds,F,"Bewaking en bestrijding van dierziekten en voorkomen en verminderen van welzijnsproblemen",1,,,"Ontvangsten van LNV",46674,0,0,"Ontvangsten van LNV",333143,O,0
VIII.16.35236.4.333144.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Onderzoek en wetenschapsbeleid",16,,,,35236,Bekostiging,4,"Caribisch Nederland",333144,U,0
F.1.46675.0.333145.O,2020,OWB,C.J.Schouten,Diergezondheidsfonds,F,"Bewaking en bestrijding van dierziekten en voorkomen en verminderen van welzijnsproblemen",1,,,"Saldo van de afgeloten rekeningen",46675,0,0,"Saldo van de afgesloten rekeningen",333145,O,0
VII.6.45902.7.333146.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.2 Overheidsdienstverlening, informatiebeleid en informatiesamenleving",45902,"Bijdrage aan agentschappen",7,Logius,333146,U,0
VIII.16.35236.1.333147.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Onderzoek en wetenschapsbeleid",16,,,,35236,"Subsidies (regelingen)",1,BPRC,333147,U,0
VIII.16.35236.0.0.O,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Onderzoek en wetenschapsbeleid",16,,,,35236,0,0,,,O,0
VII.6.45842.7.333148.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.6 Investeringspost digitale overheid",45842,"Bijdrage aan agentschappen",7,Logius,333148,U,0
XV.8.35236.5.333149.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Oudedagsvoorziening,8,,,,35236,Inkomensoverdrachten,5,"Inkomensondersteuning AOW",333149,U,0
VII.6.45902.7.333150.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.2 Overheidsdienstverlening, informatiebeleid en informatiesamenleving",45902,"Bijdrage aan agentschappen",7,RvIG,333150,U,0
VII.6.46623.7.333151.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.5 Identiteitsstelsel",46623,"Bijdrage aan agentschappen",7,RvIG,333151,U,0
XV.8.35236.5.333152.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Oudedagsvoorziening,8,,,,35236,Inkomensoverdrachten,5,AOW,333152,U,0
F.1.35236.0.333153.U,2020,OWB,C.J.Schouten,Diergezondheidsfonds,F,"Bewaking en bestrijding van dierziekten en voorkomen en verminderen van welzijnsproblemen",1,,,,35236,0,0,"Bestrijding van dierziekten",333153,U,0
F.1.35236.0.333154.U,2020,OWB,C.J.Schouten,Diergezondheidsfonds,F,"Bewaking en bestrijding van dierziekten en voorkomen en verminderen van welzijnsproblemen",1,,,,35236,0,0,Crisisreserve,333154,U,0
F.1.35236.0.333155.U,2020,OWB,C.J.Schouten,Diergezondheidsfonds,F,"Bewaking en bestrijding van dierziekten en voorkomen en verminderen van welzijnsproblemen",1,,,,35236,0,0,"Verwacht effect op het DGF-saldo",333155,U,0
F.1.35236.0.333156.U,2020,OWB,C.J.Schouten,Diergezondheidsfonds,F,"Bewaking en bestrijding van dierziekten en voorkomen en verminderen van welzijnsproblemen",1,,,,35236,0,0,DGF-saldo,333156,U,0
VII.6.45842.7.333157.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.6 Investeringspost digitale overheid",45842,"Bijdrage aan agentschappen",7,RvIG,333157,U,0
XV.8.35236.5.333158.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Oudedagsvoorziening,8,,,,35236,Inkomensoverdrachten,5,"AOV incl. tegemoetkoming (Caribisch Nederland)",333158,U,0
F.1.35236.0.0.V,2020,OWB,C.J.Schouten,Diergezondheidsfonds,F,"Bewaking en bestrijding van dierziekten en voorkomen en verminderen van welzijnsproblemen",1,,,,35236,0,0,,,V,0
XV.8.35236.0.0.V,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Oudedagsvoorziening,8,,,,35236,0,0,,,V,0
F.1.35236.0.0.V,2020,OWB,C.J.Schouten,Diergezondheidsfonds,F,"Bewaking en bestrijding van dierziekten en voorkomen en verminderen van welzijnsproblemen",1,,,,35236,0,0,,,V,0
VIII.16.35236.10.333159.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Onderzoek en wetenschapsbeleid",16,,,,35236,"Bijdrage aan (inter-)nationale organisaties",10,EMBC,333159,U,0
XVII.1.45723.6.333160.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Duurzame economische ontwikkeling,handel en investeringen",1,,,"1.3 Versterkte private sector en arbeidsmarkt in ontwikkelingslanden",45723,Opdrachten,6,"Dutch Good Growth Fund",333160,U,0
XVII.1.45723.21.0.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Duurzame economische ontwikkeling,handel en investeringen",1,,,"1.3 Versterkte private sector en arbeidsmarkt in ontwikkelingslanden",45723,"Nog te verdelen",21,,,U,0
A.20.46676.0.0.O,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Verkenningen, reserveringen en investeringsruimte",20,,,"20.09 Ontvangsten",46676,0,0,,,O,0
XV.96.35236.0.0.V,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Apparaat,96,,,,35236,0,0,,,V,0
VII.6.45842.6.333161.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.6 Investeringspost digitale overheid",45842,Opdrachten,6,"Doorontwikkeling en innovatie digitale overheid",333161,U,0
XV.96.35236.15.333162.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Apparaat,96,,,,35236,"Personele uitgaven",15,"Eigen personeel",333162,U,0
VII.6.46623.6.333163.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.5 Identiteitsstelsel",46623,Opdrachten,6,Identiteitsstelsel,333163,U,0
XV.96.35236.15.333164.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Apparaat,96,,,,35236,"Personele uitgaven",15,"Overige personele uitgaven",333164,U,0
A.20.46677.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Verkenningen, reserveringen en investeringsruimte",20,,,"20.02 Korte termijn mobiliteitsmaatregelen",46677,0,0,,,U,0
A.20.25547.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Verkenningen, reserveringen en investeringsruimte",20,,,"Generieke investeringsruimte",25547,0,0,,,U,0
A.20.46678.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Verkenningen, reserveringen en investeringsruimte",20,,,"20.05 Investeringsruimte",46678,"20.05.03 Investeringstruimte Hoofdvaarwegennet",0,,,U,0
A.20.46678.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Verkenningen, reserveringen en investeringsruimte",20,,,"20.05 Investeringsruimte",46678,"20.05.03 Investeringstruimte Hoofdvaarwegennet",0,,,U,0
A.20.46678.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Verkenningen, reserveringen en investeringsruimte",20,,,"20.05 Investeringsruimte",46678,"20.05.03 Investeringstruimte Hoofdvaarwegennet",0,,,U,0
VIII.16.35236.10.333165.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Onderzoek en wetenschapsbeleid",16,,,,35236,"Bijdrage aan (inter-)nationale organisaties",10,ESO,333165,U,0
VII.6.45902.6.333166.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.2 Overheidsdienstverlening, informatiebeleid en informatiesamenleving",45902,Opdrachten,6,Informatiebeleid,333166,U,0
XV.96.35236.16.333167.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Apparaat,96,,,,35236,"Materiële uitgaven",16,"Overige materiële uitgaven ",333167,U,0
VIII.16.35236.10.333168.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Onderzoek en wetenschapsbeleid",16,,,,35236,"Bijdrage aan (inter-)nationale organisaties",10,ESA,333168,U,0
VII.6.45902.6.333169.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.2 Overheidsdienstverlening, informatiebeleid en informatiesamenleving",45902,Opdrachten,6,Informatiesamenleving,333169,U,0
XV.96.35236.15.333170.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Apparaat,96,,,,35236,"Personele uitgaven",15,"Externe inhuur",333170,U,0
XV.96.35236.16.333171.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Apparaat,96,,,,35236,"Materiële uitgaven",16,SSO's,333171,U,0
VII.6.45902.6.333172.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.2 Overheidsdienstverlening, informatiebeleid en informatiesamenleving",45902,Opdrachten,6,Overheidsdienstverlening,333172,U,0
VIII.16.35236.10.333173.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Onderzoek en wetenschapsbeleid",16,,,,35236,"Bijdrage aan (inter-)nationale organisaties",10,EMBL,333173,U,0
XV.96.35236.16.333174.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Apparaat,96,,,,35236,"Materiële uitgaven",16,ICT,333174,U,0
XV.96.35236.0.0.O,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Apparaat,96,,,,35236,0,0,,,O,0
VII.6.45902.7.333175.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.2 Overheidsdienstverlening, informatiebeleid en informatiesamenleving",45902,"Bijdrage aan agentschappen",7,RVO.nl,333175,U,0
XV.8.35236.5.333176.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Oudedagsvoorziening,8,,,,35236,Inkomensoverdrachten,5,"Overbruggingsregeling AOW",333176,U,0
VII.6.45902.7.333177.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.2 Overheidsdienstverlening, informatiebeleid en informatiesamenleving",45902,"Bijdrage aan agentschappen",7,UBR,333177,U,0
VIII.15.35236.4.333178.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Media,15,,,,35236,Bekostiging,4,"Mediawijsheid Expertisecentrum (Bewust mediagebruik)",333178,U,0
XV.6.35236.0.0.V,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Ziekte en zwangerschap",6,,,,35236,0,0,,,V,0
IIA.4.24887.0.0.O,2020,OWB,"K.H. Ollongren",Staten-Generaal,IIA,"Wetgeving en controle EK en TK",4,,,Ontvangsten,24887,0,0,,,O,0
VII.7.24887.0.0.O,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Werkgevers- en bedrijfsvoeringsbeleid",7,,,Ontvangsten,24887,0,0,,,O,0
IIB.10.24887.0.0.O,2020,OWB,"K.H. Ollongren","Overige Hoge Colleges van Staat en Kabinetten van de Gouverneurs",IIB,"Nog onverdeeld",10,,,Ontvangsten,24887,0,0,,,O,0
XV.6.35236.5.333179.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Ziekte en zwangerschap",6,,,,35236,Inkomensoverdrachten,5,ZW,333179,U,0
VII.7.45845.11.333180.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Werkgevers- en bedrijfsvoeringsbeleid",7,,,"7.1 Werkgevers- en bedrijfsvoeringsbeleid",45845,"Bijdrage aan (andere) begrotingshoofdstukken",11,Bedrijfsvoeringsbeleid,333180,U,0
XV.6.35236.5.333181.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Ziekte en zwangerschap",6,,,,35236,Inkomensoverdrachten,5,"WAZO aanvullend geboorteverlof partners",333181,U,0
XV.6.35236.5.333182.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Ziekte en zwangerschap",6,,,,35236,Inkomensoverdrachten,5,Wazo,333182,U,0
XV.6.35236.5.333183.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Ziekte en zwangerschap",6,,,,35236,Inkomensoverdrachten,5,"Ziekteverzekering (Caribisch Nederland)",333183,U,0
VIII.15.35236.4.333184.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Media,15,,,,35236,Bekostiging,4,"Filmfonds van de omroep en Telefilm (COBO)",333184,U,0
VII.7.45845.1.333185.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Werkgevers- en bedrijfsvoeringsbeleid",7,,,"7.1 Werkgevers- en bedrijfsvoeringsbeleid",45845,"Subsidies (regelingen)",1,Bedrijfsvoeringsbeleid,333185,U,0
XV.6.35236.5.333186.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Ziekte en zwangerschap",6,,,,35236,Inkomensoverdrachten,5,TAS,333186,U,0
VIII.15.35236.10.333187.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Media,15,,,,35236,"Bijdrage aan (inter-)nationale organisaties",10,"Uitvoering internationale verdragen en contributies",333187,U,0
XV.6.35236.5.333188.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Ziekte en zwangerschap",6,,,,35236,Inkomensoverdrachten,5,CSE,333188,U,0
VII.7.45845.1.333189.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Werkgevers- en bedrijfsvoeringsbeleid",7,,,"7.1 Werkgevers- en bedrijfsvoeringsbeleid",45845,"Subsidies (regelingen)",1,"Diverse subsidies",333189,U,0
IIB.10.35236.21.333190.U,2020,OWB,"K.H. Ollongren","Overige Hoge Colleges van Staat en Kabinetten van de Gouverneurs",IIB,"Nog onverdeeld",10,,,,35236,"Nog te verdelen",21,"Nog onverdeeld",333190,U,0
XV.6.35236.1.333191.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Ziekte en zwangerschap",6,,,,35236,"Subsidies (regelingen)",1,"Kanker en werken",333191,U,0
VIII.15.35236.4.333192.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Media,15,,,,35236,Bekostiging,4,"Dotatie/onttrekking Algemene Mediareserve (AMR)",333192,U,0
XV.5.35236.0.0.V,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Werkloosheid,5,,,,35236,0,0,,,V,0
XV.5.35236.0.0.V,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Werkloosheid,5,,,,35236,0,0,,,V,0
VII.7.45845.1.333193.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Werkgevers- en bedrijfsvoeringsbeleid",7,,,"7.1 Werkgevers- en bedrijfsvoeringsbeleid",45845,"Subsidies (regelingen)",1,Overlegstelsel,333193,U,0
VII.6.35236.0.0.V,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,,35236,0,0,,,V,0
VIII.15.35236.4.333194.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Media,15,,,,35236,Bekostiging,4,"Nederlands Instituut voor Beeld en Geluid (NIBG)",333194,U,0
IIA.3.35236.16.333195.U,2020,OWB,"K.H. Ollongren",Staten-Generaal,IIA,"Wetgeving en controle Tweede Kamer",3,,,,35236,"Materiële uitgaven",16,"Parlementaire enquêtes",333195,U,0
XV.7.35236.0.333196.O,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Kinderopvang,7,,,,35236,0,0,"Werkgeversbijdrage kinderopvang",333196,O,0
IIA.10.24887.0.0.O,2020,OWB,"K.H. Ollongren",Staten-Generaal,IIA,"Nog onverdeeld",10,,,Ontvangsten,24887,0,0,,,O,0
VIII.15.35236.1.0.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Media,15,,,,35236,"Subsidies (regelingen)",1,,,U,0
VIII.15.35236.6.0.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Media,15,,,,35236,Opdrachten,6,,,U,0
VII.6.45842.7.333197.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.6 Investeringspost digitale overheid",45842,"Bijdrage aan agentschappen",7,UBR,333197,U,0
XV.7.35236.7.333198.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Kinderopvang,7,,,,35236,"Bijdrage aan agentschappen",7,DUO,333198,U,0
VII.6.45842.8.333199.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.6 Investeringspost digitale overheid",45842,"Bijdrage aan ZBOs/RWTs",8,"Diverse bijdragen",333199,U,0
VII.6.45902.8.333200.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.2 Overheidsdienstverlening, informatiebeleid en informatiesamenleving",45902,"Bijdrage aan ZBOs/RWTs",8,ICTU,333200,U,0
VIII.15.35236.4.333201.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Media,15,,,,35236,Bekostiging,4,"Stimuleringsfonds voor de Journalistiek",333201,U,0
VII.6.45842.8.333202.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.6 Investeringspost digitale overheid",45842,"Bijdrage aan ZBOs/RWTs",8,ICTU,333202,U,0
IIA.10.35236.21.333203.U,2020,OWB,"K.H. Ollongren",Staten-Generaal,IIA,"Nog onverdeeld",10,,,,35236,"Nog te verdelen",21,Loonbijstelling,333203,U,0
XV.7.35236.6.333204.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Kinderopvang,7,,,,35236,Opdrachten,6,"Opdrachten Caribisch Nederland",333204,U,0
IIA.10.35236.21.333205.U,2020,OWB,"K.H. Ollongren",Staten-Generaal,IIA,"Nog onverdeeld",10,,,,35236,"Nog te verdelen",21,Prijsbijstelling,333205,U,0
XV.7.35236.6.333206.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Kinderopvang,7,,,,35236,Opdrachten,6,Opdrachten,333206,U,0
VIII.15.35236.4.333207.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Media,15,,,,35236,Bekostiging,4,"Stichting Omroep Muziek",333207,U,0
IIA.10.35236.0.0.V,2020,OWB,"K.H. Ollongren",Staten-Generaal,IIA,"Nog onverdeeld",10,,,,35236,0,0,,,V,0
VII.6.45902.8.333208.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.2 Overheidsdienstverlening, informatiebeleid en informatiesamenleving",45902,"Bijdrage aan ZBOs/RWTs",8,KvK,333208,U,0
VIII.15.35236.4.333209.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Media,15,,,,35236,Bekostiging,4,"Regionale omroep",333209,U,0
XV.7.35236.5.333210.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Kinderopvang,7,,,,35236,Inkomensoverdrachten,5,Kinderopvangtoeslag,333210,U,0
XV.7.35236.1.333211.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Kinderopvang,7,,,,35236,"Subsidies (regelingen)",1,"Subsidies Caribisch Nederland",333211,U,0
VIII.15.35236.4.333212.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Media,15,,,,35236,Bekostiging,4,"Overige bekostiging media (uit rente AMR)",333212,U,0
VII.6.46623.9.333213.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.5 Identiteitsstelsel",46623,"Bijdrage aan medeoverheden",9,Gemeenten,333213,U,0
XV.7.35236.1.333214.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Kinderopvang,7,,,,35236,"Subsidies (regelingen)",1,Kinderopvang,333214,U,0
IIA.10.35236.21.333215.U,2020,OWB,"K.H. Ollongren",Staten-Generaal,IIA,"Nog onverdeeld",10,,,,35236,"Nog te verdelen",21,"Nog onverdeeld",333215,U,0
VII.6.45902.1.333216.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.2 Overheidsdienstverlening, informatiebeleid en informatiesamenleving",45902,"Subsidies (regelingen)",1,Overheidsdienstverlening,333216,U,0
VI.31.46672.1.333217.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,Politie,31,,,"31.3 Kwaliteit, Arbeidsvoorwaarden en beheer meldkamers",46672,"Subsidies (regelingen)",1,"Stichting Arbeidsmarkt en Opleidingsfonds Politie",333217,U,0
XV.2.35236.1.333218.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Bijstand, Participatiewet en Toeslagenwet",2,,,,35236,"Subsidies (regelingen)",1,SBCM,333218,U,0
J.7.35236.0.0.V,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Investeren in waterkwaliteit",7,,,,35236,0,0,,,V,0
XV.11.35236.8.333219.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Uitvoeringskosten,11,,,,35236,"Bijdrage aan ZBOs/RWTs",8,"Uitvoeringskosten IB",333219,U,0
