woonplaats;wijk;buurt;periode;aantal_ritten_in_periode;aantal_passagiers_in_periode;aantal_kilometers_per_periode;gemiddeld_aantal_km_per_rit
Zaandam;Zaandam Noord;Zaanse Schans;201612;5;5;27.40;5.5
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201812;39;;227.30;5.8
Krommenie;Krommenie West;Krommeniedijk;201509;11;11;65.00;5.9
Krommenie;Krommenie Oost;Snuiverbuurt;201704;212;214;2345.10;11.1
;;;201703;148;150;1269.90;8.6
Assendelft;Assendelft-Noord;Parkrijk;201807;125;;1187.86;9.5
Zaandam;Nieuw West;Westerwatering;201508;223;224;1729.40;7.8
Westzaan;Westzaan;Westzaan Noord;201701;89;92;812.70;9.1
Krommenie;Krommenie Oost;Snuiverbuurt;201804;155;157;1246.26;8.0
Westzaan;Westzaan;Westzaan Zuid;201712;16;16;144.20;9.0
Zaandam;Zaandam Zuid;Bomenbuurt;201710;138;144;971.60;7.0
Zaandam;Rosmolenwijk;Rosmolenbuurt;201501;616;617;3060.10;5.0
Zaandam;Rosmolenwijk;Rosmolenbuurt;201512;455;463;2780.40;6.1
Wormerveer;Wormerveer;Wormerveer Zuid;201902;133;;1164.80;8.8
Zaandam;Nieuw West;Westerwatering;201611;163;163;1250.90;7.7
Zaandam;Pelders- en Hoornseveld;Peldersveld;201607;160;163;972.30;6.1
Assendelft;Assendelft-Noord;Langeheit;201802;60;61;414.40;6.9
Wormerveer;Wormerveer;Wormerveer Zuid;201803;144;148;1202.82;8.4
Zaandam;Zaandam Zuid;Achtersluispolder;201803;2;2;28.50;14.3
Zaandam;Zaandam Noord;Zaanse Schans;201703;4;4;16.80;4.2
Zaandijk;Oud Zaandijk;Oud Zaandijk;201503;186;190;947.10;5.1
;;;201612;136;136;1163.20;8.6
Zaandam;Pelders- en Hoornseveld;Peldersveld;201901;268;;1465.00;5.5
Zaandijk;Rooswijk;Rooswijk Noord;201801;136;144;885.40;6.5
Westzaan;Westzaan;Middel;201601;2;2;16.00;8.0
Assendelft;Assendelft-Zuid;De Zuid;201511;44;44;522.50;11.9
Zaandam;Zaandam West;Oud West;201511;221;226;1590.50;7.2
Koog aan de Zaan;Westerkoog;Westerkoog;201607;288;292;2638.50;9.2
Westzaan;Westzaan;Westzaan Noord;201806;171;171;1616.21;9.5
Krommenie;Krommenie West;Zuiderham;201609;120;122;1071.30;8.9
Krommenie;Krommenie Oost;Snuiverbuurt;201811;189;;1511.08;8.0
Zaandam;Oude Haven;Havenbuurt;201506;1;1;1.70;1.7
Assendelft;Assendelft-Noord;Langeheit;201702;34;34;176.80;5.2
Westzaan;Westzaan;Westzaan Noord;201708;95;95;986.80;10.4
Krommenie;Krommenie West;Zuiderham;201704;92;92;844.10;9.2
Krommenie;Krommenie Oost;Rosariumbuurt;201808;219;;2677.78;12.2
Koog aan de Zaan;Westerkoog;Westerkoog;201901;484;;3629.60;7.5
Zaandam;Zaandam Zuid;Bomenbuurt;201709;107;109;719.40;6.7
Westzaan;Westzaan;Westzaan Noord;201604;132;132;1193.70;9.0
Wormerveer;Wormerveer;Wormerveer Zuid;201704;123;126;990.50;8.1
Wormerveer;Wormerveer;Wormerveer Zuid;201609;130;132;1141.60;8.8
Zaandam;Oude Haven;Havenbuurt;201508;4;4;36.40;9.1
Koog aan de Zaan;Westerkoog;Westerkoog;201502;331;335;2808.30;8.5
Zaandijk;Oud Zaandijk;Oud Zaandijk;201702;130;133;796.60;6.1
Zaandam;Zaandam Zuid;Bomenbuurt;201504;122;124;685.20;5.6
Zaandam;Pelders- en Hoornseveld;Peldersveld;201507;237;240;1374.60;5.8
Zaandam;Pelders- en Hoornseveld;Peldersveld;201707;281;289;2325.40;8.3
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201804;39;39;237.71;6.1
Zaandam;Nieuw West;Westerspoor;201603;81;82;632.50;7.8
Zaandijk;Rooswijk;Rooswijk;201811;179;;1398.27;7.8
Zaandam;Zaandam West;Spoorbuurt;201805;52;53;413.56;8.0
Zaandam;Oude Haven;Het Eiland;201608;155;155;1021.90;6.6
Zaandam;Oude Haven;Het Eiland;201711;141;141;647.10;4.6
Krommenie;Krommenie West;Willis;201808;8;;93.80;11.7
;;;201809;99;;838.89;8.5
Zaandam;Zaandam Noord;Zaanse Schans;201705;4;4;16.80;4.2
Krommenie;Krommenie West;Noorderham;201603;88;88;905.40;10.3
Zaandijk;Rooswijk;Rooswijk;201804;104;104;803.78;7.7
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201811;92;;1109.30;12.1
Krommenie;Krommenie West;Zuiderham;201803;136;136;1358.10;10.0
Zaandijk;Oud Zaandijk;Oud Zaandijk;201802;141;141;892.71;6.3
Zaandam;Rosmolenwijk;Rosmolenbuurt;201812;440;;3126.12;7.1
Zaandam;Pelders- en Hoornseveld;Peldersveld;201502;195;199;1127.10;5.8
Koog aan de Zaan;Westerkoog;Westerkoog;201507;222;222;1747.00;7.9
Koog aan de Zaan;Westerkoog;Westerkoog;201707;341;345;2877.30;8.4
Westknollendam;Wormerveer;Industriebuurt;201703;2;2;22.80;11.4
Krommenie;Krommenie West;Zuiderham;201902;145;;1439.40;9.9
Assendelft;Assendelft-Zuid;De Zuid;201606;58;58;503.10;8.7
Zaandam;Oude Haven;Russische buurt;201712;68;68;642.20;9.4
Zaandam;Zaandam West;Oud West;201606;194;199;1114.60;5.7
Assendelft;Assendelft-Noord;Langeheit;201503;28;28;175.80;6.3
Zaandam;Oude Haven;Havenbuurt;201706;28;28;120.80;4.3
Assendelft;Assendelft-Noord;Waterrijk;201603;101;101;1111.90;11.0
Zaandam;Zaandam West;Spoorbuurt;201604;39;39;326.20;8.4
Zaandam;Nieuw West;Westerwatering;201506;224;224;1920.60;8.6
Zaandam;Zaandam Noord;Kalf;201602;255;256;1505.30;5.9
;;;201705;141;141;1210.80;8.6
Zaandam;Kogerveldwijk;Kogerveld;201509;72;79;496.60;6.9
Assendelft;Assendelft-Noord;Parkrijk;201601;164;170;1523.60;9.3
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201712;83;83;678.00;8.2
Wormerveer;Wormerveer;Wormerveer Zuid;201811;183;;1792.20;9.8
Zaandam;Poelenburg;Poelenburg;201810;225;;1946.04;8.6
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201606;302;308;2112.90;7.0
Assendelft;Assendelft-Noord;Langeheit;201710;41;41;196.80;4.8
Zaandam;Oude Haven;Het Eiland;201808;79;;524.10;6.6
Westzaan;Westzaan;Westzaan Noord;201805;170;171;1795.97;10.6
Zaandijk;Rooswijk;Rooswijk;201609;73;77;453.50;6.2
Westknollendam;Wormerveer;Westknollendam;201707;24;24;375.90;15.7
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201501;21;21;171.20;8.2
Zaandam;Zaandam Zuid;Bomenbuurt;201802;149;151;1033.50;6.9
Zaandijk;Rooswijk;Rooswijk;201704;160;161;1243.40;7.8
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201512;13;13;59.60;4.6
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201807;416;;2874.53;6.9
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201512;221;224;1139.30;5.2
Zaandam;Zaandam Zuid;Bomenbuurt;201702;121;123;697.30;5.8
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201501;254;256;1517.30;6.0
Zaandijk;Oud Zaandijk;Oud Zaandijk;201504;165;165;904.90;5.5
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201509;245;255;2417.60;9.9
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201609;67;67;390.40;5.8
Krommenie;Krommenie West;Willis;201608;4;4;17.30;4.3
Krommenie;Krommenie West;Willis;201711;6;6;82.80;13.8
Assendelft;Assendelft-Noord;Langeheit;201709;54;56;383.60;7.1
Krommenie;Krommenie Oost;Snuiverbuurt;201803;179;179;1530.89;8.6
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201704;72;73;298.60;4.1
Westknollendam;Wormerveer;Westknollendam;201502;1;1;11.30;11.3
Assendelft;Assendelft-Zuid;Centrum;201602;178;178;1727.20;9.7
Krommenie;Krommenie Oost;Snuiverbuurt;201902;165;;1063.70;6.4
Zaandam;Oude Haven;Havenbuurt;201611;40;40;196.00;4.9
Wormerveer;Wormerveer;Wormerveer Zuid;201804;162;171;1203.37;7.4
Westzaan;Westzaan;J.J. Allanbuurt;201505;9;9;51.80;5.8
Westknollendam;Wormerveer;Westknollendam;201810;11;;110.00;10.0
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201701;239;246;1654.10;6.9
Zaandam;Poelenburg;Poelenburg;201507;326;336;2555.20;7.8
Krommenie;Krommenie West;Krommeniedijk;201512;9;9;55.20;6.1
Zaandam;Poelenburg;Poelenburg;201707;316;339;2659.50;8.4
Zaandam;Oude Haven;Havenbuurt;201608;32;32;179.00;5.6
Krommenie;Krommenie West;Krommeniedijk;201501;11;11;60.30;5.5
Zaandam;Oude Haven;Havenbuurt;201711;62;62;285.20;4.6
Krommenie;Krommenie West;Noorderham;201712;77;78;711.20;9.2
Zaandam;Oude Haven;Het Eiland;201508;100;100;610.70;6.1
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201801;36;36;226.20;6.3
Zaandam;Oude Haven;Russische buurt;201603;109;111;1131.40;10.4
Krommenie;Krommenie West;Willis;201611;5;5;20.40;4.1
Zaandam;Zaandam Noord;Zaanse Schans;201709;4;4;15.60;3.9
Zaandam;Kogerveldwijk;Kogerveld;201812;136;;844.46;6.2
Zaandam;Poelenburg;Poelenburg;201502;336;336;2570.40;7.7
Zaandam;Zaandam Noord;Zaanse Schans;201710;5;5;19.00;3.8
Assendelft;Assendelft-Noord;Parkrijk;201604;174;176;1831.00;10.5
Wormerveer;Wormerveer;Wormerveer Zuid;201605;124;127;956.50;7.7
Zaandam;Zaandam West;Oud West;201602;196;201;1554.70;7.9
Assendelft;Assendelft-Zuid;De Zuid;201602;67;67;647.90;9.7
;;;201503;91;98;734.10;8.1
Zaandijk;Oud Zaandijk;Oud Zaandijk;201612;106;109;503.10;4.7
Westzaan;Westzaan;J.J. Allanbuurt;201607;11;11;96.80;8.8
Zaandam;Oude Haven;Het Eiland;201706;145;145;772.20;5.3
Zaandam;Zaandam West;Spoorbuurt;201601;68;70;507.60;7.5
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201806;355;365;2613.17;7.4
Zaandijk;Rooswijk;Rooswijk;201801;99;99;632.80;6.4
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201812;189;;1931.05;10.2
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201708;316;320;1889.10;6.0
Zaandam;Zaandam Zuid;Bomenbuurt;201703;134;135;833.00;6.2
Zaandam;Nieuw West;Westerspoor;201712;65;65;408.10;6.3
Assendelft;Assendelft-Noord;Langeheit;201809;103;;969.00;9.4
Zaandam;Oude Haven;Havenbuurt;201808;104;;520.30;5.0
Zaandam;Pelders- en Hoornseveld;Peldersveld;201810;233;;1404.05;6.0
Westzaan;Westzaan;J.J. Allanbuurt;201610;15;15;127.70;8.5
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201605;48;48;422.90;8.8
Zaandijk;Oud Zaandijk;Oud Zaandijk;201703;118;121;693.40;5.9
Krommenie;Krommenie Oost;Rosariumbuurt;201506;131;134;1306.90;10.0
Zaandam;Zaandam Noord;Zaanse Schans;201503;17;17;121.80;7.2
;;;201710;220;221;1568.80;7.1
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201602;350;353;2349.20;6.7
Assendelft;Assendelft-Noord;Langeheit;201705;22;22;154.00;7.0
Westknollendam;Wormerveer;Industriebuurt;201802;4;4;24.50;6.1
Zaandam;Zaandam Noord;Kalf;201606;201;205;1443.60;7.2
Zaandam;Zaandam Zuid;Bomenbuurt;201612;112;115;584.00;5.2
Wormerveer;Wormerveer;Industriebuurt;201505;2;2;16.20;8.1
Krommenie;Krommenie West;Willis;201706;7;7;64.70;9.2
Assendelft;Assendelft-Zuid;Centrum;201606;193;193;1963.00;10.2
Assendelft;Assendelft-Noord;Waterrijk;201712;62;62;482.40;7.8
Zaandijk;Rooswijk;Rooswijk Noord;201902;62;;512.90;8.3
Koog aan de Zaan;Westerkoog;Westerkoog;201810;417;;3180.50;7.6
Zaandam;Oude Haven;Het Eiland;201611;170;170;955.40;5.6
Westzaan;Westzaan;Westzaan Noord;201601;59;60;473.60;8.0
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201603;80;81;631.70;7.9
Krommenie;Krommenie West;Willis;201508;12;12;120.80;10.1
;;;201709;105;106;779.90;7.4
Zaandijk;Rooswijk;Rooswijk Noord;201803;100;100;718.59;7.2
Zaandijk;Rooswijk;Rooswijk;201605;140;141;1086.50;7.8
Zaandam;Rosmolenwijk;Rosmolenbuurt;201509;383;386;2458.90;6.4
Wormerveer;Wormerveer;Wormerveer Zuid;201801;151;156;1259.63;8.3
Assendelft;Assendelft-Noord;Parkrijk;201805;146;148;1502.31;10.3
Zaandam;Zaandam Noord;Zaanse Schans;201702;3;3;12.20;4.1
Krommenie;Krommenie West;Zuiderham;201801;131;133;1139.36;8.7
Zaandam;Zaandam Noord;Kalf;201511;218;222;1770.40;8.1
Krommenie;Krommenie Oost;Rosariumbuurt;201706;172;172;1748.20;10.2
Krommenie;Krommenie West;Willis;201506;5;5;55.40;11.1
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201805;388;398;2775.31;7.2
;;;201504;105;113;950.60;9.1
Westzaan;Westzaan;Westzaan Noord;201807;173;;1796.06;10.4
Krommenie;Krommenie Oost;Snuiverbuurt;201605;133;133;1216.00;9.1
Zaandam;Pelders- en Hoornseveld;Peldersveld;201505;239;244;1421.10;5.9
Assendelft;Assendelft-Noord;Langeheit;201703;36;36;218.90;6.1
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201510;409;419;2588.50;6.3
Zaandijk;Rooswijk;Rooswijk Noord;201609;192;194;1162.30;6.1
Zaandam;Zaandam Zuid;Bomenbuurt;201809;156;;1614.05;10.3
Zaandijk;Rooswijk;Rooswijk Noord;201704;185;186;1216.90;6.6
Assendelft;Assendelft-Zuid;Centrum;201511;192;192;1769.40;9.2
Zaandam;Poelenburg;Poelenburg;201610;361;371;2240.70;6.2
Krommenie;Krommenie Oost;Rosariumbuurt;201508;139;139;1278.40;9.2
Zaandijk;Oud Zaandijk;Oud Zaandijk;201705;126;131;769.90;6.1
Wormerveer;Wormerveer;Wormerveer Noord;201712;495;497;4373.70;8.8
Zaandam;Nieuw West;Westerwatering;201608;168;168;1368.80;8.1
Zaandam;Nieuw West;Westerwatering;201711;189;191;1520.30;8.0
Koog aan de Zaan;Westerkoog;Westerkoog;201505;293;295;2348.60;8.0
Zaandam;Zaandam Noord;Zaanse Schans;201802;1;1;3.80;3.8
Assendelft;Assendelft-Noord;Langeheit;201612;26;26;206.90;8.0
Krommenie;Krommenie Oost;Rosariumbuurt;201611;158;159;1171.60;7.4
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201604;215;219;1674.80;7.8
Krommenie;Krommenie Oost;Snuiverbuurt;201801;135;135;982.36;7.3
Zaandam;Zaandam Zuid;Bomenbuurt;201705;121;126;888.90;7.3
Assendelft;Assendelft-Noord;Parkrijk;201806;118;118;1152.61;9.8
Zaandam;Poelenburg;Poelenburg;201901;238;;2222.30;9.3
Zaandam;Zaandam West;Oud West;201510;202;206;1398.50;6.9
Assendelft;Assendelft-Zuid;De Zuid;201510;39;39;478.40;12.3
Westzaan;Westzaan;J.J. Allanbuurt;201502;16;16;230.00;14.4
;;;201802;119;130;1145.65;9.6
Assendelft;Assendelft-Noord;Parkrijk;201708;72;72;823.50;11.4
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201501;280;280;2403.30;8.6
Zaandam;Zaandam West;Spoorbuurt;201807;51;;447.99;8.8
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201512;205;208;1949.00;9.5
Zaandam;Poelenburg;Poelenburg;201607;268;274;1879.00;7.0
Zaandijk;Rooswijk;Rooswijk Noord;201804;71;71;548.70;7.7
Westknollendam;Wormerveer;Westknollendam;201505;1;1;23.00;23.0
Zaandijk;Oud Zaandijk;Oud Zaandijk;201809;250;;1943.27;7.8
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201509;174;175;959.50;5.5
Krommenie;Krommenie West;Zuiderham;201605;172;174;1552.60;9.0
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201509;29;33;294.50;10.2
Westzaan;Westzaan;Westzaan Zuid;201603;16;16;116.50;7.3
Krommenie;Krommenie West;Krommeniedijk;201812;4;;45.30;11.3
Assendelft;Assendelft-Noord;Parkrijk;201701;133;133;1293.20;9.7
Zaandam;Oude Haven;Het Eiland;201506;109;109;541.90;5.0
Zaandijk;Rooswijk;Rooswijk Noord;201811;73;;653.00;8.9
;;;201702;172;172;1222.20;7.1
Zaandam;Zaandam Noord;Zaanse Schans;201504;16;16;126.80;7.9
Zaandam;Kogerveldwijk;Kogerveld;201512;79;80;486.00;6.2
Westzaan;Westzaan;J.J. Allanbuurt;201507;19;19;159.40;8.4
Zaandam;Nieuw West;Westerwatering;201808;163;;1355.42;8.3
Zaandam;Kogerveldwijk;Kogerveld;201501;88;88;678.30;7.7
Westzaan;Westzaan;J.J. Allanbuurt;201707;4;4;23.00;5.8
Krommenie;Krommenie Oost;Snuiverbuurt;201604;186;187;1821.30;9.8
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201505;242;244;2370.50;9.8
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201801;368;370;2083.21;5.7
Westzaan;Westzaan;Westzaan Zuid;201709;21;21;152.10;7.2
Krommenie;Krommenie West;Noorderham;201703;72;72;612.90;8.5
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201707;52;52;463.00;8.9
Zaandijk;Rooswijk;Rooswijk;201806;127;129;999.22;7.9
Westknollendam;Wormerveer;Westknollendam;201501;5;5;46.70;9.3
Westknollendam;Wormerveer;Westknollendam;201512;2;2;37.10;18.6
Assendelft;Assendelft-Noord;Waterrijk;201612;76;76;757.80;10.0
Zaandam;Zaandam Noord;Kalf;201608;165;167;1237.70;7.5
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201508;447;454;4069.50;9.1
Zaandam;Zaandam Noord;Kalf;201711;261;267;2246.70;8.6
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201507;22;22;216.60;9.8
Krommenie;Krommenie West;Krommeniedijk;201810;2;;12.00;6.0
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201702;83;83;621.30;7.5
Zaandam;Oude Haven;Russische buurt;201504;119;120;1097.50;9.2
Assendelft;Assendelft-Zuid;De Zuid;201611;56;56;548.30;9.8
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201502;236;236;1507.30;6.4
Zaandam;Zaandam West;Oud West;201611;289;292;2904.20;10.0
Westzaan;Westzaan;J.J. Allanbuurt;201509;8;8;54.20;6.8
Zaandijk;Rooswijk;Rooswijk;201708;93;93;879.40;9.5
Krommenie;Krommenie Oost;Rosariumbuurt;201510;162;167;1532.80;9.5
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201701;48;48;401.80;8.4
Krommenie;Krommenie West;Zuiderham;201805;163;167;1921.54;11.8
Wormerveer;Wormerveer;Wormerveer Noord;201809;535;;5110.61;9.6
Zaandam;Rosmolenwijk;Rosmolenbuurt;201610;418;424;2931.80;7.0
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201708;36;36;217.30;6.0
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201502;22;24;178.80;8.1
Krommenie;Krommenie West;Willis;201602;12;12;75.70;6.3
Zaandijk;Rooswijk;Rooswijk;201701;131;131;1019.90;7.8
Zaandam;Kogerveldwijk;Kogerveld;201505;61;63;473.70;7.8
Zaandam;Zaandam West;Spoorbuurt;201803;54;56;436.70;8.1
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201802;87;87;705.00;8.1
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201507;187;190;1060.20;5.7
Zaandam;Nieuw West;Westerspoor;201703;86;86;659.70;7.7
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201806;25;25;134.31;5.4
Zaandam;Nieuw West;Westerwatering;201511;220;221;1599.40;7.3
Zaandam;Zaandam West;Spoorbuurt;201902;64;;435.50;6.8
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201707;164;169;1132.00;6.9
Assendelft;Assendelft-Zuid;Centrum;201608;139;141;1555.50;11.2
Assendelft;Assendelft-Zuid;Centrum;201711;171;171;1737.30;10.2
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201706;324;332;2625.40;8.1
Zaandam;Zaandam Zuid;Bomenbuurt;201712;123;127;939.50;7.6
Westzaan;Westzaan;Westzaan Zuid;201710;13;13;109.70;8.4
Krommenie;Krommenie West;Zuiderham;201604;175;177;1589.80;9.1
Zaandam;Pelders- en Hoornseveld;Peldersveld;201512;214;216;1323.70;6.2
Zaandam;Zaandam Noord;Kalf;201808;255;;2410.75;9.5
Zaandam;Pelders- en Hoornseveld;Peldersveld;201501;214;219;1204.70;5.6
Zaandam;Rosmolenwijk;Rosmolenbuurt;201607;464;471;3662.70;7.9
Wormerveer;Wormerveer;Wormerveer Zuid;201708;181;183;1464.10;8.1
Wormerveer;Wormerveer;Wormerveer Noord;201705;417;417;3292.40;7.9
Zaandijk;Oud Zaandijk;Oud Zaandijk;201712;116;116;700.20;6.0
Zaandam;Zaandam Zuid;Achtersluispolder;201708;2;2;36.90;18.5
Zaandam;Nieuw West;Westerspoor;201612;80;82;748.40;9.4
Zaandam;Oude Haven;Havenbuurt;201606;33;33;185.20;5.6
Westzaan;Westzaan;Westzaan Zuid;201503;33;33;280.30;8.5
Zaandam;Zaandam West;Oud West;201706;194;195;1008.40;5.2
Wormerveer;Wormerveer;Wormerveer Zuid;201806;142;146;1573.98;11.1
Assendelft;Assendelft-Zuid;De Zuid;201706;42;42;507.40;12.1
Zaandam;Zaandam Zuid;Achtersluispolder;201806;3;3;51.10;17.0
Zaandam;Rosmolenwijk;Rosmolenbuurt;201901;466;;3165.70;6.8
Zaandam;Oude Haven;Het Eiland;201602;141;142;735.00;5.2
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201605;276;280;1892.40;6.9
Zaandam;Oude Haven;Russische buurt;201802;70;71;680.10;9.7
Krommenie;Krommenie Oost;Snuiverbuurt;201805;122;124;1090.10;8.9
Zaandam;Oude Haven;Russische buurt;201702;85;87;854.40;10.1
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201504;121;124;1106.60;9.1
Krommenie;Krommenie West;Noorderham;201612;42;42;390.90;9.3
Koog aan de Zaan;Westerkoog;Westerkoog;201512;303;308;2568.10;8.5
Assendelft;Assendelft-Zuid;De Zuid;201508;45;45;482.40;10.7
Koog aan de Zaan;Westerkoog;Westerkoog;201501;328;340;2636.40;8.0
Zaandam;Zaandam West;Oud West;201508;181;181;1307.10;7.2
Assendelft;Assendelft-Noord;Waterrijk;201703;78;79;792.40;10.2
Westzaan;Westzaan;Westzaan Noord;201803;175;177;1448.80;8.3
Zaandijk;Rooswijk;Rooswijk Noord;201601;163;163;824.70;5.1
Assendelft;Assendelft-Zuid;Centrum;201808;133;;1358.38;10.2
Wormerveer;Wormerveer;Wormerveer Zuid;201701;133;136;941.00;7.1
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201611;386;388;3387.60;8.8
Westzaan;Westzaan;Westzaan Noord;201902;224;;1898.60;8.5
Zaandam;Oude Haven;Havenbuurt;201511;11;12;75.80;6.9
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201610;202;202;910.40;4.5
Zaandam;Zaandam West;Spoorbuurt;201804;36;38;281.70;7.8
Wormerveer;Wormerveer;Industriebuurt;201501;2;2;16.20;8.1
Zaandijk;Rooswijk;Rooswijk Noord;201807;41;;439.50;10.7
Krommenie;Krommenie West;Zuiderham;201701;87;91;692.80;8.0
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201805;35;35;187.21;5.3
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201709;99;102;833.70;8.4
Koog aan de Zaan;Westerkoog;Westerkoog;201812;418;;3434.99;8.2
;;;201603;104;104;672.30;6.5
Zaandam;Rosmolenwijk;Rosmolenbuurt;201507;403;419;2551.60;6.3
Zaandam;Zaandam West;Oud West;201506;216;218;1436.40;6.7
Assendelft;Assendelft-Noord;Waterrijk;201705;58;60;623.80;10.8
Krommenie;Krommenie West;Noorderham;201809;106;;1035.67;9.8
Assendelft;Assendelft-Zuid;De Zuid;201506;53;53;628.00;11.8
Zaandam;Rosmolenwijk;Rosmolenbuurt;201707;471;486;3893.00;8.3
Westzaan;Westzaan;Westzaan Zuid;201702;18;18;130.50;7.3
Westzaan;Westzaan;Westzaan Zuid;201802;29;29;194.30;6.7
Assendelft;Assendelft-Noord;Langeheit;201712;38;42;262.60;6.9
Krommenie;Krommenie West;Zuiderham;201806;134;137;1465.96;10.9
Zaandam;Oude Haven;Russische buurt;201503;171;171;1445.40;8.5
Zaandam;Nieuw West;Westerspoor;201809;66;;659.20;10.0
Zaandam;Pelders- en Hoornseveld;Peldersveld;201812;232;;1316.42;5.7
Krommenie;Krommenie West;Zuiderham;201708;77;80;727.60;9.4
Westzaan;Westzaan;Westzaan Noord;201704;61;61;600.90;9.9
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201710;85;87;689.90;8.1
Zaandam;Oude Haven;Het Eiland;201510;141;141;1029.00;7.3
Zaandam;Rosmolenwijk;Rosmolenbuurt;201502;538;544;3020.30;5.6
Zaandam;Zaandam West;Spoorbuurt;201811;64;;397.40;6.2
Zaandijk;Rooswijk;Rooswijk;201805;127;127;1191.30;9.4
Westzaan;Westzaan;Westzaan Noord;201609;107;109;1002.40;9.4
Wormerveer;Wormerveer;Wormerveer Zuid;201604;86;90;653.90;7.6
Assendelft;Assendelft-Noord;Parkrijk;201605;135;137;1330.70;9.9
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201610;20;20;184.30;9.2
Wormerveer;Wormerveer;Wormerveer Noord;201703;576;579;4833.60;8.4
Zaandam;Nieuw West;Westerspoor;201705;64;64;389.40;6.1
Zaandam;Oude Haven;Russische buurt;201710;118;118;1175.50;10.0
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201901;50;;385.80;7.7
Krommenie;Krommenie West;Willis;201510;8;8;25.10;3.1
Westzaan;Westzaan;Westzaan Noord;201804;195;195;1704.77;8.7
Krommenie;Krommenie Oost;Snuiverbuurt;201701;159;159;1410.20;8.9
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201607;40;42;506.90;12.7
Krommenie;Krommenie West;Krommeniedijk;201505;12;12;73.00;6.1
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201604;49;51;476.30;9.7
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201503;133;136;1258.30;9.5
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201810;187;;2041.11;10.9
Wormerveer;Wormerveer;Wormerveer Noord;201612;582;588;5044.80;8.7
Zaandam;Nieuw West;Westerwatering;201606;197;197;1443.50;7.3
Wormerveer;Wormerveer;Wormerveer Zuid;201805;209;211;1730.51;8.3
Assendelft;Assendelft-Noord;Parkrijk;201801;126;127;1201.71;9.5
Krommenie;Krommenie Oost;Snuiverbuurt;201806;125;128;1326.32;10.6
Zaandam;Poelenburg;Poelenburg;201509;309;312;1949.70;6.3
Zaandijk;Rooswijk;Rooswijk;201604;116;116;973.90;8.4
Westknollendam;Wormerveer;Westknollendam;201812;24;;272.90;11.4
