FID,categorie,type,aanlegjaar,geometrie
O10002_Rioolkaart_streng_OD.1517,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176805.133 504733.285, 176833.81 504766.047))"
O10002_Rioolkaart_streng_OD.1518,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176754.392 504841.563, 176711.619 504795.092))"
O10002_Rioolkaart_streng_OD.1519,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176624.731 504696.782, 176652.775 504727.007))"
O10002_Rioolkaart_streng_OD.1520,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((178073.819 502845.76, 178089.089 502882.62))"
O10002_Rioolkaart_streng_OD.1521,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((175995.098 503307.186, 176029.557 503304.852))"
O10002_Rioolkaart_streng_OD.1522,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176000.859 503266.15, 175995.098 503307.186))"
O10002_Rioolkaart_streng_OD.1523,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((178171.769 505504.56, 178212.297 505493.794))"
O10002_Rioolkaart_streng_OD.1524,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((178398.549 505487.5, 178412.158 505488.06))"
O10002_Rioolkaart_streng_OD.1525,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176522.787 504686.988, 176480.326 504641.329))"
O10002_Rioolkaart_streng_OD.1526,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176617.902 504789.543, 176661.953 504837.098))"
O10002_Rioolkaart_streng_OD.1527,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176711.877 504971.045, 176704.081 504941.204))"
O10002_Rioolkaart_streng_OD.1528,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176632.296 505040.76, 176655.72 505091.516))"
O10002_Rioolkaart_streng_OD.1529,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176523.861 505068.32, 176575.122 505057.792))"
O10002_Rioolkaart_streng_OD.1530,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176428.23 504965.212, 176474.138 505014.92))"
O10002_Rioolkaart_streng_OD.1531,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176522.714 504969.643, 176476.891 504920.196))"
O10002_Rioolkaart_streng_OD.1532,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176614.026 504970.547, 176569.358 504922.295))"
O10002_Rioolkaart_streng_OD.1533,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((172272.171 508868.055, 172295.238 508869.879))"
O10002_Rioolkaart_streng_OD.1534,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((171998.527 508874.579, 172026.266 508892.294))"
O10002_Rioolkaart_streng_OD.1535,rioolleiding,gemengd stelsel,1964,"MULTILINESTRING ((172009.033 508919.515, 172004.155 508927.198))"
O10002_Rioolkaart_streng_OD.1536,rioolleiding,gemengd stelsel,1964,"MULTILINESTRING ((172026.266 508892.294, 172009.033 508919.515))"
O10002_Rioolkaart_streng_OD.1537,rioolleiding,gemengd stelsel,1964,"MULTILINESTRING ((172009.185 509140.435, 172030.678 509106.737))"
O10002_Rioolkaart_streng_OD.1538,rioolleiding,hemelwaterafvoer,1977,"MULTILINESTRING ((172418.53 508662.278, 172385.363 508655.313))"
O10002_Rioolkaart_streng_OD.1539,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((172670.559 509080.78, 172644.449 509105.91))"
O10002_Rioolkaart_streng_OD.1540,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((172618.879 509083.84, 172644.449 509105.91))"
O10002_Rioolkaart_streng_OD.1541,rioolleiding,hemelwaterafvoer,1971,"MULTILINESTRING ((172678.674 508864.333, 172705.939 508905.06))"
O10002_Rioolkaart_streng_OD.1542,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((172784.879 508865.09, 172815.659 508870.25))"
O10002_Rioolkaart_streng_OD.1543,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((172241.096 509421.68, 172281.309 509395.69))"
O10002_Rioolkaart_streng_OD.1544,rioolleiding,droogweerafvoer,1986,"MULTILINESTRING ((172232.549 509626.5, 172264.929 509636.21))"
O10002_Rioolkaart_streng_OD.1545,rioolleiding,droogweerafvoer,1986,"MULTILINESTRING ((172298.379 509713.82, 172310.369 509676.52))"
O10002_Rioolkaart_streng_OD.1546,rioolleiding,droogweerafvoer,1991,"MULTILINESTRING ((171944.329 509492.42, 171934.799 509529.62))"
O10002_Rioolkaart_streng_OD.1547,rioolleiding,droogweerafvoer,1991,"MULTILINESTRING ((171986.779 509586.83, 171994.039 509583.17))"
O10002_Rioolkaart_streng_OD.1548,rioolleiding,droogweerafvoer,1991,"MULTILINESTRING ((172123.239 509646.9, 172135.059 509619.64))"
O10002_Rioolkaart_streng_OD.1549,rioolleiding,droogweerafvoer,1991,"MULTILINESTRING ((172048.319 509645.46, 172041.439 509626.07))"
O10002_Rioolkaart_streng_OD.1550,rioolleiding,droogweerafvoer,1991,"MULTILINESTRING ((172073.589 509639.82, 172048.319 509645.46))"
O10002_Rioolkaart_streng_OD.1551,rioolleiding,droogweerafvoer,1991,"MULTILINESTRING ((171975.769 509648.21, 171934.079 509636.39))"
O10002_Rioolkaart_streng_OD.1552,rioolleiding,gemengd stelsel,1971,"MULTILINESTRING ((172173.221 509483.247, 172192.348 509453.114))"
O10002_Rioolkaart_streng_OD.1553,rioolleiding,droogweerafvoer,1977,"MULTILINESTRING ((176288.396 496531.893, 176291.375 496549.957))"
O10002_Rioolkaart_streng_OD.1554,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176041.445 503448.656, 176043.682 503471.42))"
O10002_Rioolkaart_streng_OD.1555,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((177160.069 503223.709, 177189.789 503211.58))"
O10002_Rioolkaart_streng_OD.1556,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((177252.699 503311.469, 177216.119 503315.17))"
O10002_Rioolkaart_streng_OD.1557,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((177354.949 503279.11, 177322.859 503282.28))"
O10002_Rioolkaart_streng_OD.1558,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((177388.189 503275.809, 177354.949 503279.11))"
O10002_Rioolkaart_streng_OD.1559,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((177053.219 502919.25, 177023.989 502931.35))"
O10002_Rioolkaart_streng_OD.1560,rioolleiding,droogweerafvoer,2008,"MULTILINESTRING ((175185.952 506069.356, 175240.088 506043.6))"
O10002_Rioolkaart_streng_OD.1561,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((175732.772 505156.159, 175731.442 505143.38))"
O10002_Rioolkaart_streng_OD.1562,rioolleiding,gemengd stelsel,1959,"MULTILINESTRING ((180103.241 509995.443, 180098.082 509996.674))"
O10002_Rioolkaart_streng_OD.1563,rioolleiding,gemengd stelsel,1974,"MULTILINESTRING ((178202.355 503715.691, 178208.073 503763.52))"
O10002_Rioolkaart_streng_OD.1564,rioolleiding,gemengd stelsel,1971,"MULTILINESTRING ((175751.719 496128.09, 175776.86 496099.999))"
O10002_Rioolkaart_streng_OD.1565,rioolleiding,gemengd stelsel,1961,"MULTILINESTRING ((177750.989 505852.869, 177788.867 505831.411))"
O10002_Rioolkaart_streng_OD.1566,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((175549.209 495926.63, 175561.889 495938.02))"
O10002_Rioolkaart_streng_OD.1567,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((175589.489 496076.65, 175568.109 496057.66))"
O10002_Rioolkaart_streng_OD.1568,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((178325.879 505395.41, 178372.658 505386.06))"
O10002_Rioolkaart_streng_OD.1569,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((178039.789 503114.21, 178061.257 503083.93))"
O10002_Rioolkaart_streng_OD.1570,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((177866.809 502875.31, 177879.409 502905.76))"
O10002_Rioolkaart_streng_OD.1571,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((177939.999 502823.24, 177929.819 502827.37))"
O10002_Rioolkaart_streng_OD.1572,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((177862.399 502820.92, 177851.069 502844.83))"
O10002_Rioolkaart_streng_OD.1573,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((178222.439 505631.59, 178198.109 505577.88))"
O10002_Rioolkaart_streng_OD.1574,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((178644.029 505244.5, 178595.379 505253.91))"
O10002_Rioolkaart_streng_OD.1575,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((178499.349 505470.72, 178544.199 505461.91))"
O10002_Rioolkaart_streng_OD.1576,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((178631.379 505444.66, 178673.408 505436.25))"
O10002_Rioolkaart_streng_OD.1577,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((178671.439 505382.53, 178662.359 505336.97))"
O10002_Rioolkaart_streng_OD.1578,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((178615.908 505153.34, 178608.629 505116.09))"
O10002_Rioolkaart_streng_OD.1579,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((178668.089 505181.47, 178660.939 505144.5))"
O10002_Rioolkaart_streng_OD.1580,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((178495.845 505128.159, 178526.479 505121.94))"
O10002_Rioolkaart_streng_OD.1581,rioolleiding,hemelwaterafvoer,1983,"MULTILINESTRING ((177468.409 502569.88, 177518.049 502549.41))"
O10002_Rioolkaart_streng_OD.1582,rioolleiding,hemelwaterafvoer,1983,"MULTILINESTRING ((177312.406 502710.44, 177318.449 502695.72))"
O10002_Rioolkaart_streng_OD.1583,rioolleiding,hemelwaterafvoer,1983,"MULTILINESTRING ((177371.129 502760.56, 177405.492 502746.417))"
O10002_Rioolkaart_streng_OD.1584,rioolleiding,hemelwaterafvoer,1983,"MULTILINESTRING ((177532.449 502607.44, 177491.079 502624.66))"
O10002_Rioolkaart_streng_OD.1585,rioolleiding,hemelwaterafvoer,1983,"MULTILINESTRING ((177401.09 502735.958, 177428.579 502724.56))"
O10002_Rioolkaart_streng_OD.1586,rioolleiding,hemelwaterafvoer,1983,"MULTILINESTRING ((177532.129 502723.88, 177493.449 502739.78))"
O10002_Rioolkaart_streng_OD.1587,rioolleiding,hemelwaterafvoer,1983,"MULTILINESTRING ((177478.299 502593.63, 177468.409 502569.88))"
O10002_Rioolkaart_streng_OD.1588,rioolleiding,hemelwaterafvoer,1983,"MULTILINESTRING ((177344.064 502786.972, 177360.005 502825.675))"
O10002_Rioolkaart_streng_OD.1589,rioolleiding,hemelwaterafvoer,1983,"MULTILINESTRING ((177394.269 502811.44, 177426.979 502797.97))"
O10002_Rioolkaart_streng_OD.1590,rioolleiding,droogweerafvoer,1987,"MULTILINESTRING ((177352.559 502497.28, 177345.689 502499.79))"
O10002_Rioolkaart_streng_OD.1591,rioolleiding,droogweerafvoer,1987,"MULTILINESTRING ((177392.479 502611.15, 177378.709 502578.15))"
O10002_Rioolkaart_streng_OD.1592,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((172532.774 508493.8, 172499.374 508516.716))"
O10002_Rioolkaart_streng_OD.1593,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((172392.002 508453.86, 172364.752 508469.304))"
O10002_Rioolkaart_streng_OD.1594,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176522.787 504686.988, 176507.516 504701.193))"
O10002_Rioolkaart_streng_OD.1595,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176462.63 504742.599, 176428.733 504780.092))"
O10002_Rioolkaart_streng_OD.1596,rioolleiding,overig,1995,"MULTILINESTRING ((176403.831 504801.083, 176403.834 504803.217))"
O10002_Rioolkaart_streng_OD.1597,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176403.834 504803.217, 176384.749 504820.777))"
O10002_Rioolkaart_streng_OD.1598,rioolleiding,overig,1995,"MULTILINESTRING ((176336.225 504863.755, 176336.337 504865.908))"
O10002_Rioolkaart_streng_OD.1599,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176442.994 504883.759, 176463.997 504847.909))"
O10002_Rioolkaart_streng_OD.1600,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((176332.477 505426.102, 176414.424 505417.504))"
O10002_Rioolkaart_streng_OD.1601,rioolleiding,hemelwaterafvoer,1997,"MULTILINESTRING ((175761.182 505376.517, 175820.694 505370.332))"
O10002_Rioolkaart_streng_OD.1602,rioolleiding,hemelwaterafvoer,1977,"MULTILINESTRING ((176419.874 496603.977, 176401.433 496629.582))"
O10002_Rioolkaart_streng_OD.1603,rioolleiding,droogweerafvoer,1974,"MULTILINESTRING ((172665.699 508628.633, 172639.253 508646.424))"
O10002_Rioolkaart_streng_OD.1604,rioolleiding,droogweerafvoer,1974,"MULTILINESTRING ((172579.903 508672.985, 172599.876 508710.535))"
O10002_Rioolkaart_streng_OD.1605,rioolleiding,droogweerafvoer,1977,"MULTILINESTRING ((172464.861 508726.29, 172505.611 508763.89))"
O10002_Rioolkaart_streng_OD.1606,rioolleiding,droogweerafvoer,1971,"MULTILINESTRING ((172667.753 508773.267, 172692.779 508756.613))"
O10002_Rioolkaart_streng_OD.1607,rioolleiding,droogweerafvoer,1971,"MULTILINESTRING ((172686.037 508702.693, 172688.587 508708.329))"
O10002_Rioolkaart_streng_OD.1608,rioolleiding,droogweerafvoer,1971,"MULTILINESTRING ((172655.09 508781.722, 172667.753 508773.267))"
O10002_Rioolkaart_streng_OD.1609,rioolleiding,droogweerafvoer,1971,"MULTILINESTRING ((172771.777 508704.263, 172797.644 508737.046))"
O10002_Rioolkaart_streng_OD.1610,rioolleiding,droogweerafvoer,1971,"MULTILINESTRING ((172797.644 508737.046, 172833.213 508781.838))"
O10002_Rioolkaart_streng_OD.1611,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((172744.799 509008.97, 172760.139 508994.69))"
O10002_Rioolkaart_streng_OD.1612,rioolleiding,droogweerafvoer,1985,"MULTILINESTRING ((177957.869 502517.59, 177938.489 502470.61))"
O10002_Rioolkaart_streng_OD.1613,rioolleiding,droogweerafvoer,1985,"MULTILINESTRING ((178050.799 502498.34, 178022.339 502510.13))"
O10002_Rioolkaart_streng_OD.1614,rioolleiding,droogweerafvoer,1985,"MULTILINESTRING ((177990.689 502434.93, 178006.549 502472.43))"
O10002_Rioolkaart_streng_OD.1615,rioolleiding,droogweerafvoer,1985,"MULTILINESTRING ((177899.829 502376.93, 177871.489 502388.73))"
O10002_Rioolkaart_streng_OD.1616,rioolleiding,droogweerafvoer,1988,"MULTILINESTRING ((178250.519 502931.73, 178215.619 502929.66))"
O10002_Rioolkaart_streng_OD.1617,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((178245.079 502863.44, 178230.628 502898.43))"
O10002_Rioolkaart_streng_OD.1618,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((175968.619 503309.056, 175937.334 503311.458))"
O10002_Rioolkaart_streng_OD.1619,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((176720.306 505611.997, 176761.165 505602.717))"
O10002_Rioolkaart_streng_OD.1620,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176650.144 505630.458, 176656.964 505652.571))"
O10002_Rioolkaart_streng_OD.1621,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176665.57 505676.315, 176685.894 505737.043))"
O10002_Rioolkaart_streng_OD.1622,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176927.886 506030.201, 176957.048 506081.581))"
O10002_Rioolkaart_streng_OD.1623,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((172264.263 508685.867, 172270.731 508697.359))"
O10002_Rioolkaart_streng_OD.1624,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((172305.693 508678.726, 172345.872 508656.865))"
O10002_Rioolkaart_streng_OD.1625,rioolleiding,hemelwaterafvoer,1971,"MULTILINESTRING ((172385.363 508655.313, 172338.597 508679.728))"
O10002_Rioolkaart_streng_OD.1626,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((172287.776 508621.94, 172314.782 508604.146))"
O10002_Rioolkaart_streng_OD.1627,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((172083.617 508523.049, 172054.85 508480.549))"
O10002_Rioolkaart_streng_OD.1628,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((172024.929 508436.94, 172046.39 508422.516))"
O10002_Rioolkaart_streng_OD.1629,rioolleiding,droogweerafvoer,1997,"MULTILINESTRING ((176882.558 505603.498, 176963.153 505585.021))"
O10002_Rioolkaart_streng_OD.1630,rioolleiding,gemengd stelsel,1978,"MULTILINESTRING ((178374.255 503597.135, 178383.135 503631.665))"
O10002_Rioolkaart_streng_OD.1631,rioolleiding,droogweerafvoer,1988,"MULTILINESTRING ((178232.329 504390.06, 178237.609 504417.23))"
O10002_Rioolkaart_streng_OD.1632,rioolleiding,droogweerafvoer,1988,"MULTILINESTRING ((178237.609 504417.23, 178249.628 504414.27))"
O10002_Rioolkaart_streng_OD.1633,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((177469.489 502992.09, 177480.099 502966.83))"
O10002_Rioolkaart_streng_OD.1634,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((177505.539 503057.25, 177471.839 503071.39))"
O10002_Rioolkaart_streng_OD.1635,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((177569.459 503205.82, 177588.429 503167.45))"
O10002_Rioolkaart_streng_OD.1636,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177432.429 503129.35, 177436.769 503163.27))"
O10002_Rioolkaart_streng_OD.1637,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177460.379 503213.69, 177477.909 503220.73))"
O10002_Rioolkaart_streng_OD.1638,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177752.379 503176.1, 177729.469 503187.71))"
O10002_Rioolkaart_streng_OD.1639,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177815.459 503085.39, 177801.239 503091.38))"
O10002_Rioolkaart_streng_OD.1640,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177779.299 503110.3, 177765.809 503143.07))"
O10002_Rioolkaart_streng_OD.1641,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177567.299 503203.06, 177586.329 503164.24))"
O10002_Rioolkaart_streng_OD.1642,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177654.189 503192.71, 177635.959 503148.61))"
O10002_Rioolkaart_streng_OD.1643,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177853.487 503052.221, 177839.179 503085.92))"
O10002_Rioolkaart_streng_OD.1644,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177555.639 502944.81, 177544.299 502919.38))"
O10002_Rioolkaart_streng_OD.1645,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177742.269 502960.12, 177704.589 502975.83))"
O10002_Rioolkaart_streng_OD.1646,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177779.202 502944.792, 177761.679 502902.37))"
O10002_Rioolkaart_streng_OD.1647,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177613.369 502902.75, 177593.289 502857.62))"
O10002_Rioolkaart_streng_OD.1648,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177642.579 502839.84, 177593.289 502857.62))"
O10002_Rioolkaart_streng_OD.1649,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177438.449 502891.536, 177477.815 502875.224))"
O10002_Rioolkaart_streng_OD.1650,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177820.989 502973.97, 177837.189 503013.09))"
O10002_Rioolkaart_streng_OD.1651,rioolleiding,droogweerafvoer,1988,"MULTILINESTRING ((178213.658 502925.24, 178216.658 502924))"
O10002_Rioolkaart_streng_OD.1652,rioolleiding,droogweerafvoer,1980,"MULTILINESTRING ((178113.979 502897.23, 178087.639 502886.51))"
O10002_Rioolkaart_streng_OD.1653,rioolleiding,droogweerafvoer,1980,"MULTILINESTRING ((178058.559 503082.01, 178074.109 503045.47))"
O10002_Rioolkaart_streng_OD.1654,rioolleiding,droogweerafvoer,1980,"MULTILINESTRING ((178028.119 503018.33, 178018.009 503013.48))"
O10002_Rioolkaart_streng_OD.1655,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((175798.684 505225.505, 175801.568 505185.803))"
O10002_Rioolkaart_streng_OD.1656,rioolleiding,gemengd stelsel,2002,"MULTILINESTRING ((177585.723 504238.766, 177591.286 504292.642))"
O10002_Rioolkaart_streng_OD.1657,rioolleiding,droogweerafvoer,2003,"MULTILINESTRING ((177391.714 504126.211, 177387.784 504089.321))"
O10002_Rioolkaart_streng_OD.1658,rioolleiding,hemelwaterafvoer,1993,"MULTILINESTRING ((175971.399 496924.13, 175979.642 496912.591))"
O10002_Rioolkaart_streng_OD.1659,rioolleiding,hemelwaterafvoer,2008,"MULTILINESTRING ((178072.337 503967.609, 178083.94 503979.024))"
O10002_Rioolkaart_streng_OD.1660,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176499.834 496103.47, 176521.451 496064.071))"
O10002_Rioolkaart_streng_OD.1661,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176565.697 496088.413, 176521.451 496064.071))"
O10002_Rioolkaart_streng_OD.1662,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((175889.081 504972.446, 175828.337 504985.24))"
O10002_Rioolkaart_streng_OD.1663,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((175828.337 504985.24, 175793.829 504987.104))"
O10002_Rioolkaart_streng_OD.1664,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176004.342 504943.337, 176054.132 504932.881))"
O10002_Rioolkaart_streng_OD.1665,rioolleiding,hemelwaterafvoer,1987,"MULTILINESTRING ((177531.019 502318.03, 177527.529 502309.864))"
O10002_Rioolkaart_streng_OD.1666,rioolleiding,hemelwaterafvoer,1987,"MULTILINESTRING ((177305.699 502408.18, 177303.746 502403.648))"
O10002_Rioolkaart_streng_OD.1667,rioolleiding,hemelwaterafvoer,2007,"MULTILINESTRING ((175365.764 504920.699, 175365.125 504930.85))"
O10002_Rioolkaart_streng_OD.1668,rioolleiding,gemengd stelsel,2007,"MULTILINESTRING ((175513.201 496249.125, 175483.18 496282.465))"
O10002_Rioolkaart_streng_OD.1669,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((175472.469 496272.95, 175483.18 496282.465))"
O10002_Rioolkaart_streng_OD.1670,rioolleiding,gemengd stelsel,2007,"MULTILINESTRING ((178118.482 503414.049, 178125.157 503429.042))"
O10002_Rioolkaart_streng_OD.1671,rioolleiding,droogweerafvoer,1997,"MULTILINESTRING ((177053.621 505564.918, 177098.904 505554.449))"
O10002_Rioolkaart_streng_OD.1672,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((177119.078 505579.056, 177138.776 505574.781))"
O10002_Rioolkaart_streng_OD.1673,rioolleiding,hemelwaterafvoer,2006,"MULTILINESTRING ((176689.42 505506.665, 176728.746 505502.076))"
O10002_Rioolkaart_streng_OD.1674,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176555.429 503078.87, 176544.788 503072.492))"
O10002_Rioolkaart_streng_OD.1675,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176555.074 503080.047, 176543.026 503072.915))"
O10002_Rioolkaart_streng_OD.1676,rioolleiding,droogweerafvoer,2003,"MULTILINESTRING ((177883.2 503414.184, 177877.25 503446.953))"
O10002_Rioolkaart_streng_OD.1677,rioolleiding,hemelwaterafvoer,2004,"MULTILINESTRING ((177692.254 503266.305, 177699.66 503246.192))"
O10002_Rioolkaart_streng_OD.1678,rioolleiding,hemelwaterafvoer,2007,"MULTILINESTRING ((175501.02 504877.716, 175495.36 504933.869))"
O10002_Rioolkaart_streng_OD.1679,rioolleiding,hemelwaterafvoer,2007,"MULTILINESTRING ((175495.36 504933.869, 175492.236 504945.946))"
O10002_Rioolkaart_streng_OD.1680,rioolleiding,droogweerafvoer,2007,"MULTILINESTRING ((175496.835 504932.667, 175563.116 504939.533))"
O10002_Rioolkaart_streng_OD.1681,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((175806.132 503417.552, 175811.378 503469.898))"
O10002_Rioolkaart_streng_OD.1682,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((175798.372 503512.108, 175811.378 503469.898))"
O10002_Rioolkaart_streng_OD.1683,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((175800.842 503363.705, 175806.132 503417.552))"
O10002_Rioolkaart_streng_OD.1684,rioolleiding,gemengd stelsel,1961,"MULTILINESTRING ((177185.205 505371.024, 177209.749 505414.5))"
O10002_Rioolkaart_streng_OD.1685,rioolleiding,gemengd stelsel,1961,"MULTILINESTRING ((177250.319 505485.907, 177259.269 505501.41))"
O10002_Rioolkaart_streng_OD.1686,rioolleiding,gemengd stelsel,1961,"MULTILINESTRING ((177451.229 505507.13, 177410.409 505530.34))"
O10002_Rioolkaart_streng_OD.1687,rioolleiding,gemengd stelsel,1976,"MULTILINESTRING ((177430.329 505839.41, 177479.159 505811.81))"
O10002_Rioolkaart_streng_OD.1688,rioolleiding,gemengd stelsel,1961,"MULTILINESTRING ((177513.999 505987.25, 177550.129 505966.72))"
O10002_Rioolkaart_streng_OD.1689,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176863.779 503154.28, 176893.439 503115.82))"
O10002_Rioolkaart_streng_OD.1690,rioolleiding,gemengd stelsel,1961,"MULTILINESTRING ((177655.309 505390.94, 177639.219 505400.03))"
O10002_Rioolkaart_streng_OD.1691,rioolleiding,gemengd stelsel,1961,"MULTILINESTRING ((177573.699 505437.34, 177532.889 505460.66))"
O10002_Rioolkaart_streng_OD.1692,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176689.159 502689.67, 176655.519 502703.65))"
O10002_Rioolkaart_streng_OD.1693,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176764.329 502690.71, 176752.029 502660.76))"
O10002_Rioolkaart_streng_OD.1694,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176701.699 502719.76, 176713.069 502747.58))"
O10002_Rioolkaart_streng_OD.1695,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176670.939 502832.82, 176638.359 502846.11))"
O10002_Rioolkaart_streng_OD.1696,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176358.959 503250.49, 176322.479 503265.68))"
O10002_Rioolkaart_streng_OD.1697,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176295.419 503278.719, 176267.719 503289.01))"
O10002_Rioolkaart_streng_OD.1698,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176310.879 503237.969, 176299.509 503210.69))"
O10002_Rioolkaart_streng_OD.1699,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176463.419 503208.84, 176432.709 503220.01))"
O10002_Rioolkaart_streng_OD.1700,rioolleiding,gemengd stelsel,1961,"MULTILINESTRING ((177901.356 505767.532, 177944.828 505742.913))"
