FID,type,categorie,geometrie
O10002_Speelomgeving_OD.215,Kunstgras,speelondergrond,"MULTIPOLYGON (((177155.384 504436.035, 177154.365 504435.87, 177153.608 504435.602, 177152.871 504435.199, 177152.265 504434.732, 177151.576 504433.977, 177151.094 504433.191, 177150.745 504432.277, 177150.572 504431.26, 177150.602 504430.264, 177150.771 504429.459, 177150.997 504428.842, 177151.373 504428.141, 177151.719 504427.665, 177152.395 504426.981, 177153.31 504426.368, 177154.188 504426.006, 177155.034 504425.823, 177155.684 504425.781, 177156.675 504425.876, 177157.609 504426.152, 177158.269 504426.474, 177158.8 504426.828, 177159.55 504427.528, 177159.981 504428.094, 177160.32 504428.693, 177160.586 504429.366, 177160.8 504430.41, 177160.818 504431.181, 177160.7 504432.035, 177160.492 504432.73, 177160.184 504433.395, 177159.824 504433.958, 177159.311 504434.552, 177158.639 504435.115, 177158.076 504435.457, 177157.466 504435.728, 177156.777 504435.929, 177156.207 504436.019, 177155.384 504436.035)))"
O10002_Speelomgeving_OD.216,Kunstgras,speelondergrond,"MULTIPOLYGON (((176320.985 496000.119, 176331.313 495987.365, 176341.096 495992.778, 176328.643 496008.165, 176320.985 496000.119)))"
O10002_Speelomgeving_OD.217,Kunstgras,speelondergrond,"MULTIPOLYGON (((176316.95 495995.33, 176320.932 495990.415, 176321.88 495991.176, 176317.803 495996.224, 176316.95 495995.33)))"
O10002_Speelomgeving_OD.218,Zand,speelondergrond,"MULTIPOLYGON (((177063.956 504229.392, 177063.558 504225.404, 177063.4 504223.842, 177072.984 504222.805, 177073.759 504229.919, 177064.131 504230.978, 177063.956 504229.392)))"
O10002_Speelomgeving_OD.219,,speelondergrond,"MULTIPOLYGON (((177028.278 504163.032, 177019.321 504163.912, 177019.19 504162.648, 177028.146 504161.761, 177028.278 504163.032)))"
O10002_Speelomgeving_OD.220,Zand,speelondergrond,"MULTIPOLYGON (((177120.477 504169.86, 177126.406 504169.313, 177127.371 504178.212, 177121.456 504178.812, 177120.477 504169.86)))"
O10002_Speelomgeving_OD.221,Overig,speelondergrond,"MULTIPOLYGON (((176665.896 504237.937, 176666.35 504238.564, 176667.157 504239.624, 176667.935 504239.637, 176668.891 504240.051, 176669.778 504241.097, 176670.282 504242.414, 176670.047 504243.444, 176669.1 504244.397, 176667.565 504244.889, 176666.102 504244.453, 176665.184 504243.368, 176664.896 504241.625, 176665.505 504240.473, 176665.084 504239.383, 176664.966 504238.053, 176665.192 504237.723, 176665.544 504237.685, 176665.896 504237.937)))"
O10002_Speelomgeving_OD.223,Kunstgras,speelondergrond,"MULTIPOLYGON (((176360.258 504155.625, 176356.09 504154.465, 176357.7 504148.846, 176361.853 504150.098, 176360.258 504155.625)))"
O10002_Speelomgeving_OD.224,Beton,speelondergrond,"MULTIPOLYGON (((172241.307 509307.75, 172240.095 509308.124, 172239.131 509304.998, 172240.336 509304.677, 172241.307 509307.75)))"
O10002_Speelomgeving_OD.225,Beton,speelondergrond,"MULTIPOLYGON (((172345.16 509364.782, 172346.393 509365.573, 172345.34 509367.229, 172344.091 509366.421, 172345.16 509364.782)))"
O10002_Speelomgeving_OD.226,Kunstgras,speelondergrond,"MULTIPOLYGON (((172177.624 509216.662, 172193.831 509229.821, 172191.878 509232.256, 172192.717 509232.936, 172190.28 509235.941, 172189.408 509235.233, 172187.399 509237.71, 172171.283 509224.641, 172173.262 509222.127, 172172.46 509221.495, 172174.853 509218.456, 172175.692 509219.116, 172177.624 509216.662)))"
O10002_Speelomgeving_OD.227,Beton,speelondergrond,"MULTIPOLYGON (((172184.97 509258.544, 172184.52 509259.136, 172180.312 509255.825, 172180.716 509255.196, 172184.97 509258.544)))"
O10002_Speelomgeving_OD.228,Rubber tegels,speelondergrond,"MULTIPOLYGON (((172179.624 509284.586, 172181.034 509283.613, 172180.503 509282.893, 172190.586 509276.425, 172193.82 509276.863, 172196.222 509280.697, 172192.911 509282.814, 172189.363 509282.058, 172184.317 509285.307, 172186.304 509288.321, 172183.337 509290.285, 172179.624 509284.586)))"
O10002_Speelomgeving_OD.229,Beton,speelondergrond,"MULTIPOLYGON (((172207.155 509274.565, 172207.925 509273.856, 172208.747 509274.828, 172207.948 509275.504, 172207.155 509274.565)))"
O10002_Speelomgeving_OD.230,Kunstgras,speelondergrond,"MULTIPOLYGON (((174996.087 505970.425, 175003.87 505966.77, 175005.64 505970.481, 175005.877 505971.014, 175006.041 505971.573, 175006.128 505972.15, 175006.137 505972.733, 175006.067 505973.312, 175005.92 505973.876, 175005.698 505974.415, 175005.406 505974.92, 175005.049 505975.381, 175004.633 505975.789, 175004.166 505976.138, 175003.656 505976.421, 175003.113 505976.633, 175002.546 505976.77, 175001.966 505976.829, 175001.383 505976.81, 175000.808 505976.713, 175000.252 505976.539, 174999.724 505976.292, 174999.233 505975.977, 174998.79 505975.598, 174998.402 505975.163, 174998.075 505974.68, 174997.817 505974.157, 174996.087 505970.425)))"
O10002_Speelomgeving_OD.231,Dekowood,speelondergrond,"MULTIPOLYGON (((172632.271 508558.917, 172635.491 508563.771, 172634.751 508564.259, 172629.436 508567.764, 172625.494 508561.685, 172626.595 508560.918, 172629.591 508558.877, 172630.389 508560.025, 172631.502 508559.37, 172632.271 508558.917)))"
O10002_Speelomgeving_OD.232,Kunstgras,speelondergrond,"MULTIPOLYGON (((176269.03 496304.189, 176247.136 496307.328, 176246.935 496306.348, 176267.407 496303.542, 176272.573 496302.834, 176276.892 496301.019, 176281.369 496300.426, 176281.791 496303.612, 176277.009 496304.245, 176272.66 496303.669, 176269.03 496304.189)))"
O10002_Speelomgeving_OD.233,Beton,speelondergrond,"MULTIPOLYGON (((176146.485 496264.646, 176154.914 496271.97, 176149.363 496278.358, 176140.934 496271.033, 176146.485 496264.646)))"
O10002_Speelomgeving_OD.234,Dekowood,speelondergrond,"MULTIPOLYGON (((176274.851 496314.675, 176284.076 496320.464, 176276.955 496330.421, 176267.821 496324.276, 176274.851 496314.675)))"
O10002_Speelomgeving_OD.235,Rubber tegels,speelondergrond,"MULTIPOLYGON (((172374.822 509133.191, 172379.044 509126.287, 172387.533 509131.702, 172385.552 509134.875, 172384.055 509137.272, 172379.806 509134.609, 172379.019 509135.82, 172374.822 509133.191)))"
O10002_Speelomgeving_OD.236,Gravier d'Or,speelondergrond,"MULTIPOLYGON (((175427.22 496413.687, 175430.011 496417.316, 175433.386 496421.492, 175436.497 496425.523, 175436.3 496425.843, 175433.215 496427.786, 175426.548 496419.262, 175424.353 496416.443, 175424.516 496415.321, 175425.617 496414.555, 175427.22 496413.687)))"
O10002_Speelomgeving_OD.237,Aarde / gras,speelondergrond,"MULTIPOLYGON (((175421.214 496423.438, 175422.371 496422.532, 175424.333 496422.144, 175426.376 496422.988, 175427.948 496424.707, 175428.82 496427.212, 175428.96 496429.878, 175428.359 496432.006, 175427.09 496434.207, 175425.443 496435.58, 175423.689 496435.793, 175421.81 496435.082, 175420.259 496433.167, 175419.461 496430.578, 175419.344 496427.896, 175420.17 496425.625, 175421.214 496423.438)))"
O10002_Speelomgeving_OD.238,Kunstgras,speelondergrond,"MULTIPOLYGON (((177496.81 504068.842, 177492.351 504069.301, 177491.787 504064.848, 177496.274 504064.406, 177496.81 504068.842)))"
O10002_Speelomgeving_OD.239,Dekowood,speelondergrond,"MULTIPOLYGON (((177838.322 503328.109, 177836.887 503325.987, 177841.061 503323.03, 177839.521 503319.671, 177834.715 503305.427, 177847.451 503299.692, 177855.373 503312.488, 177857.818 503319.553, 177843.755 503326.066, 177842.253 503325.492, 177838.322 503328.109)))"
O10002_Speelomgeving_OD.240,Kunstgras,speelondergrond,"MULTIPOLYGON (((176404.677 504192.712, 176400.492 504191.369, 176399.048 504188.386, 176402.781 504177.199, 176402.813 504177.104, 176409.062 504179.121, 176409.033 504179.217, 176404.677 504192.712)))"
O10002_Speelomgeving_OD.241,Kunstgras,speelondergrond,"MULTIPOLYGON (((175175.532 505893.252, 175142.626 505908.075, 175140.741 505905.088, 175154.967 505895.966, 175164.676 505889.633, 175173.739 505889.398, 175175.532 505893.252)))"
O10002_Speelomgeving_OD.242,Rubber tegels,speelondergrond,"MULTIPOLYGON (((172065.989 508245.518, 172068.206 508248.859, 172063.266 508252.202, 172061.04 508248.87, 172065.989 508245.518)))"
O10002_Speelomgeving_OD.243,Dekowood,speelondergrond,"MULTIPOLYGON (((176981.553 502732.167, 176989.821 502727.225, 176990.645 502727.436, 176994.39 502725.762, 176995.903 502725.065, 176998.205 502724.381, 176999.991 502724.128, 177001.424 502724.09, 177002.75 502724.183, 177004.062 502724.4, 177005.104 502724.664, 177006.638 502725.213, 177007.944 502725.848, 177012.661 502728.265, 177012.764 502728.337, 177012.843 502728.438, 177012.883 502728.539, 177012.897 502728.641, 177012.886 502728.749, 177012.855 502728.835, 177012.8 502728.92, 177012.729 502728.989, 176997.702 502735.488, 176989.396 502736.857, 176984.73 502739.016, 176983.773 502739.402, 176980.993 502732.596, 176981.553 502732.167)))"
O10002_Speelomgeving_OD.244,Kunstgras,speelondergrond,"MULTIPOLYGON (((176127.208 504477.437, 176134.025 504479.865, 176130.849 504488.713, 176124.102 504486.165, 176127.208 504477.437)))"
O10002_Speelomgeving_OD.245,Dekowood,speelondergrond,"MULTIPOLYGON (((175837.326 495902.685, 175860.92 495901.292, 175862.298 495924.853, 175838.712 495926.266, 175837.326 495902.685)))"
O10002_Speelomgeving_OD.246,Kunstgras,speelondergrond,"MULTIPOLYGON (((176116.024 505256.29, 176118.989 505256.747, 176117.923 505263.665, 176114.958 505263.208, 176116.024 505256.29)))"
O10002_Speelomgeving_OD.247,Dekowood,speelondergrond,"MULTIPOLYGON (((175308.276 496538.94, 175305.321 496536.352, 175310.652 496530.478, 175313.636 496533.278, 175308.276 496538.94)))"
O10002_Speelomgeving_OD.248,Dekowood,speelondergrond,"MULTIPOLYGON (((175632.357 496274.756, 175637.106 496268.847, 175643.029 496273.861, 175638.142 496279.75, 175632.357 496274.756)))"
O10002_Speelomgeving_OD.249,Dekowood,speelondergrond,"MULTIPOLYGON (((175961.982 496283.554, 175956.607 496289.585, 175951.385 496284.88, 175956.745 496278.844, 175961.982 496283.554)))"
O10002_Speelomgeving_OD.250,Dekowood,speelondergrond,"MULTIPOLYGON (((176165.608 496034.924, 176169.54 496034.196, 176169.879 496034.151, 176170.198 496034.147, 176170.692 496034.215, 176171.225 496034.397, 176171.612 496034.615, 176171.978 496034.91, 176172.245 496035.206, 176172.484 496035.569, 176172.674 496035.994, 176172.779 496036.391, 176173.586 496040.304, 176173.635 496040.814, 176173.613 496041.191, 176173.516 496041.644, 176173.35 496042.071, 176173.101 496042.488, 176172.792 496042.85, 176172.341 496043.212, 176171.91 496043.441, 176171.423 496043.598, 176167.489 496044.342, 176166.925 496044.37, 176166.503 496044.32, 176166.052 496044.193, 176165.686 496044.028, 176165.356 496043.822, 176165.038 496043.557, 176164.67 496043.125, 176164.398 496042.643, 176164.227 496042.141, 176163.407 496038.229, 176163.362 496037.674, 176163.407 496037.213, 176163.512 496036.805, 176163.699 496036.372, 176163.896 496036.054, 176164.194 496035.702, 176164.607 496035.358, 176165.088 496035.092, 176165.608 496034.924)))"
O10002_Speelomgeving_OD.251,Gravier d'Or,speelondergrond,"MULTIPOLYGON (((176319.034 496498.281, 176317.281 496500.784, 176306.919 496493.511, 176308.756 496491.009, 176319.034 496498.281)))"
O10002_Speelomgeving_OD.252,Dekowood,speelondergrond,"MULTIPOLYGON (((176346.63 503168.719, 176355.728 503165.005, 176359.442 503174.103, 176350.344 503177.818, 176346.63 503168.719)))"
O10002_Speelomgeving_OD.253,Rubber tegels,speelondergrond,"MULTIPOLYGON (((178464.209 503866.576, 178460.136 503869.411, 178459.345 503868.426, 178458.43 503867.679, 178456.976 503866.647, 178455.999 503866.138, 178455.861 503865.901, 178454.591 503853.325, 178454.557 503851.991, 178462.616 503851.181, 178465.4 503865.747, 178464.209 503866.576)))"
O10002_Speelomgeving_OD.254,Dekowood,speelondergrond,"MULTIPOLYGON (((171906.624 508741.613, 171915.925 508736.121, 171921.987 508746.256, 171912.646 508751.748, 171906.624 508741.613)))"
O10002_Speelomgeving_OD.255,Dekowood,speelondergrond,"MULTIPOLYGON (((175631.724 496282.078, 175634.563 496278.95, 175639.997 496283.819, 175637.116 496286.968, 175631.724 496282.078)))"
O10002_Speelomgeving_OD.256,Rubber tegels,speelondergrond,"MULTIPOLYGON (((178044.288 503375.159, 178034.921 503374.949, 178035.31 503360.802, 178044.633 503361.001, 178044.288 503375.159)))"
O10002_Speelomgeving_OD.257,,speellocatie,"MULTIPOLYGON (((172313.996 508448.73, 172331.116 508428.561, 172423.989 508365.004, 172427.741 508371.102, 172407.572 508394.554, 172391.859 508408.391, 172375.676 508421.76, 172353.162 508434.893, 172313.996 508448.73)))"
O10002_Speelomgeving_OD.258,,speellocatie,"MULTIPOLYGON (((172048.781 509605.634, 172053.225 509584.299, 172063.893 509582.521, 172081.227 509593.188, 172083.894 509605.634, 172067.004 509608.745, 172048.781 509605.634)))"
O10002_Speelomgeving_OD.259,,speellocatie,"MULTIPOLYGON (((172235.653 509506.879, 172278.934 509534.119, 172270.762 509548.041, 172269.854 509557.726, 172270.157 509562.871, 172259.866 509561.055, 172237.469 509552.581, 172225.363 509527.157, 172235.653 509506.879)))"
O10002_Speelomgeving_OD.260,,speellocatie,"MULTIPOLYGON (((171829.909 509186.519, 171839.551 509155.665, 171893.931 509188.833, 171898.173 509184.205, 171928.641 509204.26, 171924.784 509209.659, 171935.583 509217.373, 171921.699 509235.499, 171889.688 509218.915, 171829.909 509186.519)))"
O10002_Speelomgeving_OD.261,,speellocatie,"MULTIPOLYGON (((172074.027 508906.73, 172082.368 508894.083, 172100.397 508904.847, 172107.393 508895.16, 172124.344 508906.461, 172118.156 508915.61, 172139.682 508929.333, 172135.646 508936.329, 172125.69 508940.634, 172074.027 508906.73)))"
O10002_Speelomgeving_OD.262,,speellocatie,"MULTIPOLYGON (((175780.521 505374.659, 175779.153 505343.196, 175841.513 505335.213, 175843.021 505305.808, 175840.005 505280.927, 175837.744 505237.951, 175873.934 505299.776, 175861.871 505332.951, 175866.394 505352.554, 175892.01 505353.683, 175930.54 505401.562, 175917.773 505413.189, 175910.933 505419.573, 175903.339 505427.197, 175889.013 505430.213, 175886.31 505395.634, 175876.196 505371.403, 175780.521 505374.659)))"
O10002_Speelomgeving_OD.263,,speellocatie,"MULTIPOLYGON (((175309.702 506031.187, 175302.925 506017.282, 175327.93 506004.78, 175334.708 506018.918, 175309.702 506031.187)))"
O10002_Speelomgeving_OD.264,,speellocatie,"MULTIPOLYGON (((174943.295 505700.554, 174940.383 505687.934, 174950.09 505624.832, 174978.891 505628.392, 174973.066 505687.287, 174943.295 505700.554)))"
O10002_Speelomgeving_OD.265,,speellocatie,"MULTIPOLYGON (((176339.499 505270.708, 176332.182 505254.814, 176357.915 505241.443, 176365.988 505258.346, 176339.499 505270.708)))"
O10002_Speelomgeving_OD.266,,speellocatie,"MULTIPOLYGON (((175004.48 506038.939, 175031.887 506017.947, 175047.048 506042.438, 175015.56 506055.849, 175004.48 506038.939)))"
O10002_Speelomgeving_OD.267,,speellocatie,"MULTIPOLYGON (((174894.496 505873.099, 174936.921 505850.84, 174960.511 505897.45, 174919.038 505914.952, 174894.496 505873.099)))"
O10002_Speelomgeving_OD.268,,speellocatie,"MULTIPOLYGON (((176999.981 505285.63, 176987.429 505228.252, 177014.773 505228.252, 177026.428 505281.596, 176999.981 505285.63)))"
O10002_Speelomgeving_OD.269,,speellocatie,"MULTIPOLYGON (((176315.545 504964.225, 176335.767 504938.651, 176381.562 504986.826, 176348.256 505010.616, 176315.545 504964.225)))"
O10002_Speelomgeving_OD.270,,speellocatie,"MULTIPOLYGON (((176528.079 504874.192, 176555.342 504847.399, 176640.422 504936.709, 176608.928 504961.152, 176528.079 504874.192)))"
O10002_Speelomgeving_OD.271,,speellocatie,"MULTIPOLYGON (((176408.081 504944.292, 176420.795 504933.022, 176434.088 504914.239, 176443.335 504888.81, 176463.274 504851.245, 176487.836 504824.371, 176512.687 504808.477, 176521.356 504809.344, 176545.051 504836.507, 176413.86 504956.14, 176405.48 504954.695, 176408.081 504944.292)))"
O10002_Speelomgeving_OD.272,,speellocatie,"MULTIPOLYGON (((176597.864 504786.717, 176588.344 504774.282, 176579.989 504746.304, 176594.561 504726.875, 176623.317 504704.92, 176653.238 504736.589, 176597.864 504786.717)))"
O10002_Speelomgeving_OD.273,,speellocatie,"MULTIPOLYGON (((176710.55 504749.431, 176748.979 504708.375, 176759.161 504725.783, 176779.525 504757.971, 176807.443 504790.816, 176764.745 504806.253, 176710.55 504749.431)))"
O10002_Speelomgeving_OD.274,,speellocatie,"MULTIPOLYGON (((176361.447 504734.087, 176381.057 504679.547, 176411.697 504699.157, 176369.414 504740.215, 176361.447 504734.087)))"
O10002_Speelomgeving_OD.275,,speellocatie,"MULTIPOLYGON (((177224.156 503106.27, 177296.082 503078.277, 177300.748 503098.494, 177262.258 503117.545, 177266.923 503136.984, 177240.485 503144.76, 177224.156 503106.27)))"
O10002_Speelomgeving_OD.276,,speellocatie,"MULTIPOLYGON (((176590.817 503109.673, 176614.485 503101.337, 176648.242 503176.577, 176647.022 503188.778, 176649.133 503188.247, 176624.579 503196.841, 176590.817 503109.673)))"
O10002_Speelomgeving_OD.277,,speellocatie,"MULTIPOLYGON (((176665.324 503170.476, 176678.745 503165.189, 176650.682 503099.303, 176636.041 503103.777, 176631.16 503092.389, 176661.663 503081.815, 176694.2 503159.089, 176697.453 503189.591, 176675.491 503191.625, 176665.324 503170.476)))"
O10002_Speelomgeving_OD.278,,speellocatie,"MULTIPOLYGON (((177146.515 504424.321, 177144.93 504419.565, 177164.483 504419.301, 177170.031 504438.061, 177172.145 504442.288, 177152.857 504448.366, 177149.158 504449.687, 177146.515 504424.321)))"
O10002_Speelomgeving_OD.279,,speellocatie,"MULTIPOLYGON (((177334.515 503902.017, 177330.058 503860.872, 177344.116 503859.843, 177347.202 503890.359, 177362.974 503888.645, 177364.689 503899.617, 177334.515 503902.017)))"
O10002_Speelomgeving_OD.280,,speellocatie,"MULTIPOLYGON (((178111.386 504874.721, 178051.814 504887.76, 178033.917 504807.99, 178029.175 504779.233, 178048.962 504772.724, 178040.63 504737.316, 178072.915 504729.245, 178090.619 504785.482, 178092.181 504797.094, 178111.386 504874.721)))"
O10002_Speelomgeving_OD.281,,speellocatie,"MULTIPOLYGON (((175374.834 496411.91, 175426.143 496354.336, 175497.738 496415.49, 175464.924 496456.358, 175448.815 496443.233, 175430.021 496462.921, 175374.834 496411.91)))"
O10002_Speelomgeving_OD.282,Rubber tegels,speelondergrond,"MULTIPOLYGON (((176356.224 505258.164, 176353.953 505253.172, 176357.093 505251.727, 176359.357 505256.709, 176356.224 505258.164)))"
O10002_Speelomgeving_OD.283,,speellocatie,"MULTIPOLYGON (((175498.555 505562.127, 175544.66 505566.967, 175543.641 505587.854, 175562.602 505589.402, 175561.343 505601.993, 175505.63 505629.377, 175487.857 505596.005, 175489.386 505582.505, 175494.989 505582.25, 175498.555 505562.127)))"
O10002_Speelomgeving_OD.284,,speellocatie,"MULTIPOLYGON (((175698.853 505406.166, 175751.196 505400.518, 175753.079 505426.124, 175741.782 505447.212, 175734.251 505431.773, 175698.853 505406.166)))"
O10002_Speelomgeving_OD.285,,speellocatie,"MULTIPOLYGON (((175530.406 505386.74, 175560.031 505389.553, 175568.843 505389.178, 175570.343 505392.928, 175537.531 505405.677, 175530.406 505386.74)))"
O10002_Speelomgeving_OD.286,,speellocatie,"MULTIPOLYGON (((175523.167 505320.403, 175548.009 505323.36, 175557.373 505323.853, 175558.458 505327.402, 175528.589 505337.063, 175523.167 505320.403)))"
O10002_Speelomgeving_OD.287,,speellocatie,"MULTIPOLYGON (((175519.07 505251.91, 175543.433 505254.252, 175552.464 505254.698, 175554.136 505259.214, 175517.677 505267.632, 175519.07 505251.91)))"
O10002_Speelomgeving_OD.288,,speellocatie,"MULTIPOLYGON (((172194.91 508015.586, 172293.19 507951.674, 172309.469 507971.872, 172321.829 507976.093, 172318.212 508032.468, 172316.403 508038.799, 172194.91 508015.586)))"
O10002_Speelomgeving_OD.289,,speellocatie,"MULTIPOLYGON (((172383.055 508718.988, 172387.589 508701.651, 172393.723 508700.051, 172411.06 508724.322, 172393.456 508735.524, 172383.055 508718.988)))"
O10002_Speelomgeving_OD.290,,speellocatie,"MULTIPOLYGON (((175479.218 505887.999, 175484.857 505884.575, 175497.545 505908.34, 175490.094 505911.764, 175479.218 505887.999)))"
O10002_Speelomgeving_OD.291,,speellocatie,"MULTIPOLYGON (((172328.248 509307.78, 172333.073 509287.102, 172346.17 509290.548, 172341.345 509311.571, 172328.248 509307.78)))"
O10002_Speelomgeving_OD.292,,speellocatie,"MULTIPOLYGON (((177947.991 503335.039, 177935.275 503349.303, 177846.751 503332.8, 177842.848 503332.771, 177827.183 503338.757, 177820.508 503298.115, 177847.977 503297.87, 177893.46 503306.347, 177938.257 503307.197, 177949.784 503319.063, 177947.991 503335.039)))"
O10002_Speelomgeving_OD.293,,speellocatie,"MULTIPOLYGON (((178028.381 503382.336, 178029.034 503338.268, 178044.376 503338.268, 178047.641 503365.362, 178050.252 503383.315, 178028.381 503382.336)))"
O10002_Speelomgeving_OD.294,,speellocatie,"MULTIPOLYGON (((178006.159 503306.078, 178007.287 503292.924, 178012.03 503292.924, 178012.376 503290.534, 178030.747 503291.099, 178028.769 503305.513, 178006.159 503306.078)))"
O10002_Speelomgeving_OD.295,,speellocatie,"MULTIPOLYGON (((175938.469 496288.65, 175950.383 496273.333, 175974.21 496294.181, 175975.486 496312.477, 175970.806 496317.157, 175938.469 496288.65)))"
O10002_Speelomgeving_OD.296,,speellocatie,"MULTIPOLYGON (((176076.096 496344.595, 176076.096 496321.137, 176087.149 496305.574, 176141.959 496242.869, 176155.492 496249.861, 176175.116 496252.793, 176188.198 496257.079, 176203.536 496273.093, 176210.979 496301.062, 176205.791 496316.4, 176202.408 496317.302, 176198.122 496291.815, 176121.884 496303.769, 176091.66 496344.144, 176076.096 496344.595)))"
O10002_Speelomgeving_OD.297,,speellocatie,"MULTIPOLYGON (((177484.691 504050.819, 177504.063 504048.667, 177506.753 504075.572, 177484.691 504076.648, 177484.691 504050.819)))"
O10002_Speelomgeving_OD.298,,speellocatie,"MULTIPOLYGON (((175880.688 496373.149, 175896.746 496354.672, 175930.181 496384.147, 175913.903 496402.184, 175880.688 496373.149)))"
O10002_Speelomgeving_OD.299,,speellocatie,"MULTIPOLYGON (((176218.307 496504.157, 176252.449 496448.771, 176280.522 496465.463, 176254.726 496514.779, 176282.798 496532.989, 176275.97 496542.852, 176237.275 496545.887, 176228.929 496517.056, 176218.307 496504.157)))"
O10002_Speelomgeving_OD.300,,speellocatie,"MULTIPOLYGON (((176427.986 496658.774, 176442.804 496638.105, 176476.341 496661.893, 176459.183 496677.882, 176442.804 496680.611, 176427.986 496658.774)))"
O10002_Speelomgeving_OD.301,,speellocatie,"MULTIPOLYGON (((177608.341 502322.439, 177599.118 502302.537, 177624.36 502293.799, 177636.01 502312.731, 177608.341 502322.439)))"
O10002_Speelomgeving_OD.302,,speellocatie,"MULTIPOLYGON (((177527.076 502376.433, 177528.595 502354.66, 177562.014 502343.014, 177565.558 502348.583, 177595.433 502424.536, 177556.95 502439.726, 177527.076 502376.433)))"
O10002_Speelomgeving_OD.303,,speellocatie,"MULTIPOLYGON (((177496.467 502631.926, 177534.056 502613.59, 177556.747 502666.536, 177517.553 502681.434, 177496.467 502631.926)))"
O10002_Speelomgeving_OD.304,,speellocatie,"MULTIPOLYGON (((177825.502 502700.096, 177842.782 502749.542, 177828.125 502775.192, 177810.72 502760.077, 177809.346 502749.542, 177805.681 502739.007, 177798.353 502733.969, 177812.094 502726.64, 177806.139 502719.769, 177796.521 502713.357, 177782.78 502686.333, 177804.307 502679.462, 177872.036 502655.43, 177873.734 502670.545, 177858.11 502676.999, 177845.882 502691.265, 177825.502 502700.096)))"
O10002_Speelomgeving_OD.305,,speellocatie,"MULTIPOLYGON (((177806.63 503163.811, 177772.98 503177.151, 177755.707 503180.51, 177752.348 503176.552, 177756.72 503168.149, 177777.418 503117.536, 177779.164 503114.405, 177781.73 503111.839, 177799.003 503094.983, 177802.488 503092.706, 177808.845 503089.587, 177814.701 503087.121, 177818.763 503086.523, 177820.932 503086.783, 177824.799 503087.308, 177831.036 503092.346, 177836.434 503092.706, 177836.804 503084.532, 177838.51 503084.448, 177841.475 503087.357, 177843.937 503090.462, 177845.783 503093.706, 177847.881 503098.545, 177849.209 503102.669, 177849.908 503106.559, 177849.952 503112.022, 177849.149 503117.416, 177846.458 503128.312, 177845.887 503132.314, 177846.516 503135.03, 177847.945 503137.688, 177850.203 503140.089, 177851.747 503141.319, 177854.319 503142.319, 177857.664 503142.948, 177857.104 503150.614, 177842.432 503152.801, 177823.24 503157.359, 177806.63 503163.811)))"
O10002_Speelomgeving_OD.306,,speellocatie,"MULTIPOLYGON (((175487.671 496006.707, 175496.568 495993.361, 175519.553 496012.639, 175510.656 496027.468, 175487.671 496006.707)))"
O10002_Speelomgeving_OD.307,,speellocatie,"MULTIPOLYGON (((178004.385 503091.062, 178001.711 503060.643, 178007.728 503044.932, 178033.133 503054.626, 178021.433 503083.708, 178015.416 503087.719, 178004.385 503091.062)))"
O10002_Speelomgeving_OD.308,,speellocatie,"MULTIPOLYGON (((175373.665 496117.284, 175401.611 496087.94, 175427.112 496116.934, 175394.624 496155.011, 175373.665 496117.284)))"
O10002_Speelomgeving_OD.309,,speellocatie,"MULTIPOLYGON (((178242.335 502852.553, 178216.894 502788.74, 178246.923 502781.232, 178269.446 502844.211, 178242.335 502852.553)))"
O10002_Speelomgeving_OD.310,,speellocatie,"MULTIPOLYGON (((175823.076 495943.43, 175820.476 495892.182, 175826.047 495887.726, 175863.554 495833.507, 175876.18 495840.563, 175883.608 495938.603, 175823.076 495943.43)))"
O10002_Speelomgeving_OD.311,,speellocatie,"MULTIPOLYGON (((177991.08 503209.068, 177991.232 503189.868, 178016.376 503190.782, 178016.376 503209.678, 177991.08 503209.068)))"
O10002_Speelomgeving_OD.312,,speellocatie,"MULTIPOLYGON (((178137.071 503701.62, 178124.974 503685.262, 178124.837 503680.725, 178126.486 503677.014, 178140.37 503669.178, 178141.882 503671.79, 178147.381 503671.103, 178148.755 503677.701, 178138.858 503701.482, 178137.071 503701.62)))"
O10002_Speelomgeving_OD.313,,speellocatie,"MULTIPOLYGON (((178125.9 503861.931, 178128.182 503854.577, 178148.976 503841.898, 178156.33 503842.912, 178158.359 503849.759, 178158.359 503858.127, 178162.923 503866.242, 178159.627 503875.117, 178156.33 503876.132, 178143.397 503859.649, 178125.9 503861.931)))"
O10002_Speelomgeving_OD.314,,speellocatie,"MULTIPOLYGON (((178264.601 503485.207, 178259.419 503450.022, 178259.146 503427.383, 178319.426 503462.296, 178373.432 503456.841, 178373.159 503465.842, 178377.796 503496.391, 178363.34 503498.027, 178349.974 503495.027, 178307.151 503502.118, 178313.152 503531.031, 178314.516 503544.942, 178307.697 503564.035, 178296.514 503576.036, 178288.331 503575.218, 178264.601 503485.207)))"
O10002_Speelomgeving_OD.315,,speellocatie,"MULTIPOLYGON (((178251.235 503392.299, 178253.069 503352.568, 178241.455 503323.84, 178245.429 503312.838, 178263.154 503311.005, 178282.103 503357.764, 178281.797 503375.49, 178272.934 503386.492, 178251.235 503392.299)))"
O10002_Speelomgeving_OD.316,,speellocatie,"MULTIPOLYGON (((177590.881 502513.004, 177611.738 502503.64, 177624.508 502503.214, 177641.96 502544.077, 177639.831 502551.314, 177657.709 502592.177, 177628.339 502604.095, 177590.881 502513.004)))"
