FID,naam_laagdefinitie,geometrie
O10002_Open_Strooiroutes.282,Wegen,"MULTILINESTRING ((177193.988 503638.371, 176953.52 503662.873, 176898.73 503701.561, 176613.888 503730.137, 176612.777 503730.387, 176611.684 503730.708, 176610.614 503731.1, 176609.572 503731.56, 176608.562 503732.087, 176607.589 503732.678, 176606.656 503733.331, 176605.767 503734.044, 176604.926 503734.812, 176604.137 503735.634, 176603.403 503736.505, 176602.727 503737.422, 176602.112 503738.38, 176601.561 503739.377, 176585.239 503792.223, 176584.933 503793.393, 176584.695 503794.58, 176584.527 503795.778, 176584.429 503796.983, 176584.402 503798.193, 176584.445 503799.402, 176584.558 503800.606, 176584.741 503801.802, 176584.994 503802.985, 176585.315 503804.152, 176585.703 503805.297, 176586.157 503806.418, 176586.676 503807.511, 176587.258 503808.572, 176598.463 503828.485, 176599.064 503829.514, 176599.6 503830.578, 176600.071 503831.673, 176600.474 503832.795, 176600.808 503833.939, 176601.072 503835.101, 176601.264 503836.277, 176601.384 503837.463, 176601.431 503838.653, 176601.406 503839.845, 176601.308 503841.033, 176601.138 503842.212, 176600.896 503843.379, 176600.583 503844.529, 176587.726 503884.517))"
O10002_Open_Strooiroutes.283,Wegen,"MULTILINESTRING ((177164.531 504063.484, 177158.269 504027.6, 177148.819 503934.52, 177139.418 503844.963, 177256.969 503833.395))"
O10002_Open_Strooiroutes.284,Wegen,"MULTILINESTRING ((176544.83 503118.999, 176669.99 503067.866))"
O10002_Open_Strooiroutes.285,Wegen,"MULTILINESTRING ((177214.239 504341.067, 177215.275 504341.055, 177216.309 504341.123, 177217.334 504341.27, 177218.346 504341.495, 177219.337 504341.797, 177220.302 504342.175, 177221.235 504342.625, 177222.131 504343.145, 177222.984 504343.732, 177223.79 504344.383, 177224.543 504345.095, 177225.24 504345.861, 177225.876 504346.679, 177226.448 504347.543, 177226.951 504348.449, 177227.383 504349.39, 177227.742 504350.362, 177228.026 504351.359, 177228.232 504352.374, 177228.356 504353.36, 177228.408 504354.352, 177228.386 504355.345, 177228.291 504356.333, 177228.124 504357.313, 177227.885 504358.277, 177227.576 504359.221, 177227.198 504360.139, 177226.754 504361.028, 177226.245 504361.881, 177225.675 504362.695, 177225.047 504363.464, 177224.364 504364.185, 177223.629 504364.854, 177222.848 504365.467, 177222.023 504366.02, 177221.16 504366.512, 177220.263 504366.939, 177219.337 504367.298, 177218.387 504367.588, 177217.418 504367.808, 177216.396 504367.962, 177215.365 504368.038, 177214.331 504368.034, 177213.3 504367.952, 177212.279 504367.79, 177211.273 504367.551, 177210.288 504367.235, 177209.331 504366.845, 177208.406 504366.382, 177207.52 504365.85, 177206.677 504365.252, 177205.882 504364.59, 177205.14 504363.87, 177204.456 504363.095, 177203.833 504362.27, 177203.275 504361.4, 177202.785 504360.489, 177202.369 504359.551, 177202.026 504358.584, 177201.757 504357.594, 177201.563 504356.586, 177201.448 504355.567, 177201.409 504354.541, 177201.449 504353.516, 177201.566 504352.497, 177201.761 504351.489, 177202.032 504350.5, 177202.376 504349.533, 177202.794 504348.596, 177203.281 504347.693, 177203.835 504346.83, 177204.454 504346.011, 177205.133 504345.241, 177205.868 504344.526, 177206.655 504343.868, 177207.49 504343.272, 177208.368 504342.741, 177209.284 504342.278, 177210.233 504341.887, 177211.208 504341.568, 177212.205 504341.324, 177213.217 504341.157, 177214.239 504341.067))"
O10002_Open_Strooiroutes.286,Wegen,"MULTILINESTRING ((177547.813 504354.13, 177500.713 504328.451, 177491.68 504327.897, 177228.232 504352.374))"
O10002_Open_Strooiroutes.287,Wegen,"MULTILINESTRING ((177224.588 504393.987, 177217.42 504367.815))"
O10002_Open_Strooiroutes.288,Wegen,"MULTILINESTRING ((177208.049 504279.55, 177214.239 504341.067))"
O10002_Open_Strooiroutes.289,Wegen,"MULTILINESTRING ((171636.901 509034.068, 171514.985 509029.217))"
O10002_Open_Strooiroutes.290,Wegen,"MULTILINESTRING ((172072.698 508953.35, 172104.3 508973.289))"
O10002_Open_Strooiroutes.291,Wegen,"MULTILINESTRING ((172142.193 508966.411, 172087.068 508931.109, 172072.698 508953.35))"
O10002_Open_Strooiroutes.292,Wegen,"MULTILINESTRING ((177388.778 502951.994, 177533.064 502892.29, 177545.897 502861.859, 177577.639 502850.046, 177596.624 502858.957, 177706.557 502812.46, 177707.726 502812.099, 177708.916 502811.813, 177710.122 502811.603, 177711.338 502811.47, 177712.561 502811.414, 177713.784 502811.436, 177715.004 502811.536, 177716.215 502811.714, 177717.412 502811.967, 177718.591 502812.296, 177719.746 502812.7, 177720.874 502813.176, 177721.969 502813.722, 177723.027 502814.337, 177724.043 502815.018, 177725.015 502815.763, 177725.937 502816.567, 177726.807 502817.428, 177727.619 502818.343, 177728.373 502819.308, 177729.063 502820.318, 177729.688 502821.37, 177730.245 502822.46, 177730.731 502823.583, 177781.157 502943.443, 177879.583 502902.934, 177907.896 502967.673, 178028.823 503019.046, 178068.094 503039.986, 178086.369 503057.296, 178110.242 503099.042))"
O10002_Open_Strooiroutes.293,Wegen,"MULTILINESTRING ((176089.714 503783.662, 176978.972 504062.409, 177016.077 504072.31, 177021.086 504073.349, 177026.109 504074.316, 177031.146 504075.213, 177036.195 504076.038, 177041.255 504076.791, 177046.325 504077.472, 177051.404 504078.082, 177056.776 504078.711, 177062.155 504079.274, 177067.54 504079.772, 177072.932 504080.205, 177078.328 504080.572, 177083.728 504080.873, 177089.131 504081.109, 177094.537 504081.279, 177099.945 504081.383, 177105.353 504081.422, 177143.396 504078.693))"
O10002_Open_Strooiroutes.294,Wegen,"MULTILINESTRING ((176550.135 505439.793, 176488.662 505461.183))"
O10002_Open_Strooiroutes.295,Wegen,"MULTILINESTRING ((177052.866 505682.503, 176786.699 505742.682))"
O10002_Open_Strooiroutes.296,Wegen,"MULTILINESTRING ((176757.629 505199.234, 176760.379 505190.895))"
O10002_Open_Strooiroutes.297,Wegen,"MULTILINESTRING ((176974.039 506123.396, 176882.206 505962.107, 176850.819 505906.981, 176831.5 505870.69, 176811.084 505824.618, 176798.609 505784.699, 176786.699 505742.682))"
O10002_Open_Strooiroutes.298,Wegen,"MULTILINESTRING ((176607.269 497016.114, 176482.168 496926.698))"
O10002_Open_Strooiroutes.299,Wegen,"MULTILINESTRING ((175735.919 496459.01, 175769.162 496421.73))"
O10002_Open_Strooiroutes.300,Wegen,"MULTILINESTRING ((175959.334 496536.06, 175904.655 496603.291))"
O10002_Open_Strooiroutes.301,Wegen,"MULTILINESTRING ((171713.287 507950.728, 171581.628 507751.729))"
O10002_Open_Strooiroutes.302,Wegen,"MULTILINESTRING ((171456.965 507507.557, 171422.811 507380.59))"
O10002_Open_Strooiroutes.303,Wegen,"MULTILINESTRING ((178350.484 505307.996, 178363.082 505375.588))"
O10002_Open_Strooiroutes.304,Wegen,"MULTILINESTRING ((177337.718 504633.239, 177305.276 504537.932))"
O10002_Open_Strooiroutes.305,Wegen,"MULTILINESTRING ((177052.866 505682.503, 177059.57 505704.887, 177067.089 505725.661, 177077.306 505749.759, 177120.392 505826.491, 177051.088 505866.093))"
O10002_Open_Strooiroutes.306,Wegen,"MULTILINESTRING ((175518.586 496218.485, 175558.927 496173.758))"
O10002_Open_Strooiroutes.307,Wegen,"MULTILINESTRING ((175909.087 496310.483, 175882.724 496294.375))"
O10002_Open_Strooiroutes.477,Fietspad,"MULTILINESTRING ((177206.861 504092.488, 177196.566 504109.37))"
O10002_Open_Strooiroutes.314,Wegen,"MULTILINESTRING ((177711.861 505357.125, 177655.295 505390.56, 177654.259 505391.024, 177653.257 505391.558, 177652.294 505392.16, 177651.374 505392.826, 177650.502 505393.554, 177649.683 505394.34, 177648.919 505395.18, 177648.215 505396.071, 177647.573 505397.008, 177646.997 505397.986, 177646.49 505399.002, 177646.053 505400.05, 177645.69 505401.126, 177645.401 505402.224, 177645.188 505403.34, 177645.053 505404.467, 177644.994 505405.601, 177645.014 505406.737, 177645.112 505407.868, 177645.287 505408.99, 177645.538 505410.097, 177645.865 505411.185, 177646.266 505412.247, 177646.739 505413.279, 177647.281 505414.277, 177647.891 505415.235, 177748.601 505591.826, 177665.905 505639.653, 177665.026 505640.042, 177664.179 505640.497, 177663.37 505641.016, 177662.602 505641.595, 177661.882 505642.232, 177661.212 505642.921, 177660.596 505643.66, 177660.04 505644.443, 177659.544 505645.267, 177659.114 505646.127, 177658.75 505647.017, 177658.455 505647.932, 177658.232 505648.867, 177658.08 505649.816, 177658.002 505650.775, 177657.997 505651.736, 177658.066 505652.695, 177658.208 505653.646, 177658.422 505654.583, 177658.708 505655.501, 177659.063 505656.394, 177659.485 505657.258, 177659.972 505658.087, 177675.61 505687.328, 177675.768 505688.465, 177675.85 505689.609, 177675.857 505690.757, 177675.789 505691.902, 177675.645 505693.041, 177675.427 505694.167, 177675.135 505695.277, 177674.771 505696.365, 177674.336 505697.427, 177673.833 505698.458, 177673.262 505699.454, 177672.628 505700.41, 177671.932 505701.322, 177671.177 505702.187, 177670.368 505703, 177669.506 505703.758, 177668.597 505704.458, 177667.643 505705.097, 177666.65 505705.671, 177430.329 505839.41, 177371.159 505735.25))"
O10002_Open_Strooiroutes.315,Buitengebied,"MULTILINESTRING ((177207.414 500096.468, 177113.072 499889.337, 176977.446 499589.557, 176903.272 499429.858, 176732.231 499053.201, 176664.236 498904.379, 176589.855 498735.477, 176529.408 498589.228, 176435.691 498356.671, 176319.677 498069.324, 176281.87 497977.168))"
O10002_Open_Strooiroutes.316,Buitengebied,"MULTILINESTRING ((180434.712 494167.292, 180469.08 494191.516, 180557.71 494255.167, 180690.473 494350.399, 180883.129 494488.522, 181059.507 494612.687, 181148.995 494675.342, 181198.794 494708.94, 181251.168 494743.589, 181321.048 494785.727, 181389.926 494824.593, 181448.422 494855.964, 181504.159 494882.8, 181596.826 494925.519, 181679.589 494963.279, 181751.862 494996.382, 181787.407 495012.946, 181888.456 495058.871, 181902.191 495065.162, 181915.895 495071.519, 181929.569 495077.943, 181943.211 495084.432, 181956.822 495090.987, 181970.401 495097.608, 181983.948 495104.295, 181997.462 495111.047, 182004.444 495114.523, 182011.393 495118.064, 182018.308 495121.672, 182025.188 495125.344, 182032.033 495129.082, 182038.843 495132.884, 182045.616 495136.75, 182052.353 495140.681, 182059.052 495144.675, 182065.713 495148.732, 182072.335 495152.852, 182078.918 495157.034, 182085.461 495161.279, 182121.079 495185.427, 182153.688 495208.784))"
O10002_Open_Strooiroutes.317,Buitengebied,"MULTILINESTRING ((183623.801 496501.402, 183632.521 496507.415, 183641.2 496513.487, 183649.837 496519.619, 183658.432 496525.809, 183666.985 496532.057, 183675.495 496538.363, 183683.962 496544.727, 183692.386 496551.149, 183700.765 496557.627, 183709.101 496564.163, 183717.392 496570.755, 183725.637 496577.404, 183733.838 496584.108, 183741.992 496590.868, 183895.057 496732.695, 184097.095 496916.75, 184177.427 496990.672, 184264.617 497069.22, 184291.155 497094.373, 184295.761 497098.985, 184300.319 497103.645, 184304.83 497108.35, 184309.291 497113.102, 184313.704 497117.9, 184318.067 497122.743, 184322.38 497127.63, 184326.643 497132.561, 184330.855 497137.536, 184335.015 497142.554, 184354.108 497168.51, 184370.023 497194.039, 184387.864 497225.316, 184410.93 497267.881, 184477.276 497398.919, 184561.578 497566.072, 184739.226 497913.837, 184819.334 498071.234, 184958.606 498343.356, 185227.256 498870.416, 185340.032 499086.996, 185446.986 499287.023, 185576.629 499529.975, 185585.608 499546.117, 185594.524 499562.294, 185603.377 499578.506, 185612.165 499594.753, 185620.89 499611.034, 185629.551 499627.349, 185638.148 499643.699, 185646.68 499660.081, 185655.148 499676.497, 185663.552 499692.947, 185671.89 499709.429, 185680.165 499725.943, 185688.374 499742.49, 185696.518 499759.07, 185704.597 499775.681, 185712.611 499792.323, 185720.559 499808.997, 185728.442 499825.702, 185736.259 499842.438, 185841.674 500061.914))"
O10002_Open_Strooiroutes.318,Buitengebied,"MULTILINESTRING ((176016.842 491246.17, 176510.165 491492.017, 176715.141 491602.116, 176803.07 491651.601, 176884.058 491697.356, 177008.472 491767.249, 177277.213 491919.217, 177326.034 491947.44, 177361.691 491970.18, 177422.634 492012.051, 177559.153 492110.128, 177676.352 492194.812, 177750.22 492250.223, 177749.684 492251.133, 177749.214 492252.079, 177748.813 492253.057, 177748.482 492254.06, 177748.223 492255.084, 177748.038 492256.124, 177747.928 492257.175, 177747.892 492258.231, 177747.932 492259.286, 177748.047 492260.336, 177748.236 492261.376, 177748.499 492262.399, 177748.834 492263.401, 177749.239 492264.377, 177749.713 492265.321, 177750.252 492266.229, 177750.855 492267.096, 177751.519 492267.919, 177752.239 492268.692, 177753.012 492269.411, 177753.834 492270.074, 177754.702 492270.677, 177755.722 492271.197, 177756.774 492271.65, 177757.853 492272.033, 177758.955 492272.346, 177760.075 492272.586, 177761.208 492272.753, 177762.35 492272.845, 177763.495 492272.864, 177764.638 492272.807, 177765.776 492272.677, 177766.903 492272.473, 177768.014 492272.196, 177769.105 492271.847, 177770.171 492271.428, 177771.208 492270.941, 177772.21 492270.387, 177773.174 492269.77, 177774.097 492269.091, 177774.973 492268.353, 177775.799 492267.56, 177866.07 492330.539, 177997.029 492424.82, 178126.165 492516.955, 178741.491 492956.83, 178843.904 493030.196, 178979.543 493126.274))"
O10002_Open_Strooiroutes.319,Buitengebied,"MULTILINESTRING ((175630.955 491757.559, 175912.969 491194.507))"
O10002_Open_Strooiroutes.320,Buitengebied,"MULTILINESTRING ((171755.307 511980.52, 171878.688 511529.513, 171988.345 511128.362, 172027.756 510983.366, 172152.54 510526.025, 172284.575 510047.974))"
O10002_Open_Strooiroutes.321,Buitengebied,"MULTILINESTRING ((172371.303 509815.992, 172355.509 509871.018, 172341.931 509907.774, 172323.286 509954.144, 172284.575 510047.974))"
O10002_Open_Strooiroutes.322,Buitengebied,"MULTILINESTRING ((178521.365 503597.696, 178495.559 503469.212, 178457.727 503301.107, 178420.208 503151.546, 178382.978 503017.224))"
O10002_Open_Strooiroutes.323,Buitengebied,"MULTILINESTRING ((178868.613 505506.554, 178863.28 505425.896, 178855.852 505350.859, 178841.635 505244.311, 178815.119 505091.808, 178771.448 504870.931))"
O10002_Open_Strooiroutes.324,Buitengebied,"MULTILINESTRING ((180409.24 494149.339, 180408.661 494150.292, 180408.152 494151.284, 180407.715 494152.31, 180407.353 494153.365, 180407.067 494154.443, 180406.859 494155.538, 180406.729 494156.646, 180406.679 494157.76, 180406.709 494158.875, 180406.819 494159.984, 180407.007 494161.084, 180407.274 494162.166, 180407.617 494163.227, 180408.035 494164.261, 180408.526 494165.262, 180409.088 494166.226, 180409.717 494167.147, 180410.41 494168.02, 180411.163 494168.842, 180411.974 494169.608, 180412.837 494170.314, 180413.749 494170.956, 180414.704 494171.532, 180415.698 494172.038, 180416.725 494172.471, 180417.781 494172.83, 180418.86 494173.113, 180419.956 494173.318, 180421.064 494173.444, 180422.178 494173.49, 180423.293 494173.457, 180424.402 494173.344, 180425.5 494173.152, 180426.582 494172.882, 180427.642 494172.535, 180428.675 494172.113, 180429.674 494171.619, 180430.636 494171.054, 180431.555 494170.423, 180432.426 494169.727, 180433.246 494168.97, 180434.009 494168.157, 180434.712 494167.292))"
O10002_Open_Strooiroutes.325,Buitengebied,"MULTILINESTRING ((178854.412 505662.896, 178854.961 505664.465, 178855.583 505666.006, 178856.277 505667.516, 178857.041 505668.993, 178857.873 505670.432, 178858.771 505671.83, 178859.734 505673.185, 178860.759 505674.493, 178861.844 505675.752, 178862.987 505676.958, 178864.186 505678.11, 178865.437 505679.204, 178866.738 505680.239, 178868.085 505681.212, 178869.477 505682.12, 178870.91 505682.962, 178872.381 505683.736, 178873.887 505684.441, 178875.423 505685.074, 178876.988 505685.634, 178878.577 505686.121, 178880.188 505686.533, 178881.815 505686.868, 178883.457 505687.128, 178885.109 505687.31, 178886.768 505687.414, 178888.43 505687.441, 178890.091 505687.39, 178891.748 505687.261, 178893.398 505687.055, 178895.035 505686.771, 178896.658 505686.411, 178898.262 505685.976, 178899.844 505685.466, 178901.4 505684.883, 178902.928 505684.227, 178904.422 505683.501, 178905.882 505682.705, 178907.302 505681.842, 178908.681 505680.913, 178910.014 505679.921, 178911.299 505678.867, 178912.534 505677.755, 178913.716 505676.585, 178914.841 505675.362, 178915.907 505674.088, 178916.913 505672.764, 178917.856 505671.396, 178918.734 505669.984, 178919.545 505668.533, 178920.286 505667.046, 178920.958 505665.525, 178921.557 505663.975, 178922.083 505662.399, 178922.535 505660.799, 178923.159 505657.895, 178923.709 505654.976, 178924.186 505652.043, 178924.588 505649.1, 178924.916 505646.148, 178925.169 505643.188, 178925.347 505640.223))"
O10002_Open_Strooiroutes.326,Buitengebied,"MULTILINESTRING ((177823.044 505914.52, 177837.421 505902.204, 177898.135 505868.43, 177986.847 505818.209))"
O10002_Open_Strooiroutes.327,Buitengebied,"MULTILINESTRING ((173207.971 508794.973, 173209.056 508795.623, 173210.103 508796.333, 173211.107 508797.102, 173212.067 508797.927, 173212.978 508798.805, 173213.837 508799.733, 173214.642 508800.708, 173215.391 508801.728, 173216.081 508802.789, 173216.709 508803.887, 173217.274 508805.019, 173217.773 508806.181, 173218.206 508807.37, 173218.57 508808.581, 173218.865 508809.811, 173219.09 508811.056))"
O10002_Open_Strooiroutes.328,Buitengebied,"MULTILINESTRING ((178871.137 505597.126, 178872.006 505567.472, 178868.613 505506.554))"
O10002_Open_Strooiroutes.471,Fietspad,"MULTILINESTRING ((177374.453 504091.662, 177477.361 504081.167, 177478.164 504089.044, 177508.723 504085.928, 177503.491 504034.629, 177370.025 504048.241, 177374.453 504091.662))"
O10002_Open_Strooiroutes.331,Buitengebied,"MULTILINESTRING ((171087.729 491056.608, 171174.482 491049.122, 171260.06 491043.628, 171440.302 491037.052, 171549.266 491035.148, 171555.672 491034.714, 171562.074 491034.215, 171568.47 491033.651, 171574.859 491033.021, 171581.243 491032.326, 171587.618 491031.566, 171593.986 491030.741, 171600.345 491029.85, 171606.694 491028.895, 171611.152 491028.144, 171615.598 491027.33, 171620.033 491026.454, 171624.454 491025.515, 171628.863 491024.514, 171633.256 491023.45, 171637.634 491022.325, 171641.996 491021.139, 171646.341 491019.891, 171688.816 491006.458, 171694.865 491003.931, 171700.888 491001.341, 171706.882 490998.686, 171712.848 490995.969, 171718.785 490993.188, 171724.692 490990.344, 171730.569 490987.438, 171736.414 490984.47, 171742.228 490981.439, 171748.009 490978.348, 171753.757 490975.195, 171757.568 490973.03, 171761.348 490970.809, 171765.094 490968.533, 171768.807 490966.203, 171772.486 490963.818, 171776.129 490961.38, 171779.736 490958.89, 171783.306 490956.346, 171786.839 490953.751, 171791.598 490950.388, 171796.315 490946.966, 171800.989 490943.486, 171805.619 490939.947, 171810.204 490936.35, 171814.744 490932.697, 171819.238 490928.987, 171823.685 490925.221, 171828.084 490921.4, 171832.436 490917.524, 171836.739 490913.594, 171840.992 490909.611, 171845.196 490905.575, 171849.348 490901.486, 171853.449 490897.346, 171856.888 490893.955, 171860.271 490890.508, 171863.597 490887.007, 171866.866 490883.452, 171870.077 490879.844, 171873.229 490876.184, 171876.32 490872.474, 171879.351 490868.714, 171882.32 490864.905, 171885.227 490861.048, 171887.91 490857.565, 171890.538 490854.04, 171893.11 490850.474, 171895.626 490846.869, 171898.085 490843.224, 171900.487 490839.541, 171902.831 490835.821, 171905.115 490832.065, 171907.341 490828.273, 171910.366 490823.564, 171913.329 490818.815, 171916.227 490814.026, 171919.062 490809.2, 171921.832 490804.336, 171924.536 490799.435, 171927.175 490794.499, 171929.748 490789.528, 171932.254 490784.523, 171934.693 490779.485, 171937.065 490774.415, 171939.369 490769.314, 171941.604 490764.182, 171943.771 490759.021, 171945.381 490755.749, 171946.922 490752.443, 171948.392 490749.105, 171949.791 490745.737, 171951.118 490742.339, 171952.372 490738.914, 171953.553 490735.464, 171954.661 490731.989, 171955.695 490728.491, 171956.654 490724.972, 171957.538 490721.434, 171959.151 490716.89, 171960.691 490712.321, 171962.159 490707.728, 171963.554 490703.113, 171964.876 490698.476, 171966.124 490693.819, 171967.298 490689.142, 171968.398 490684.448, 171969.424 490679.736, 171970.375 490675.009, 171971.251 490670.268, 171977.37 490624.665, 171978.25 490581.677, 171977.575 490560.68, 171971.895 490509.892, 171950.475 490360.383, 171915.033 490111.615, 171886.745 489913.361, 171873.223 489819.857))"
