Waarde,Unieke paginaweergaves,Paginaweergaves,Totale tijd gespendeerd door de bezoekers (in seconden),Aangeklikt in zoekresultaten,nb_hits_with_time_generation,min_time_generation,max_time_generation,Binnenkomsten,Acties na het hier in te voeren.,Totale tijd gespendeerd(in sec) na het hier in te voeren.,Bounces,Vertrekken,Unieke bezoekers (dagelijks totaal),Unieke ingangen (dagelijks totaal),Unieke uitgangen (dagelijks totaal),Gem. tijd op pagina,Bounce Ratio,Exit ratio,Gem. generatie tijd,Metadata: url,Metadata: segment,
bouwen-en-verbouwen/bouwregels-en-beleid/index,473,611,49535,14,448,0.001,13.356,119,496,37478,52,88,460,114,85,105,44%,19%,0.753,http://www.utrecht.nl/bouwen-en-verbouwen/bouwregels-en-beleid/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbouwen-en-verbouwen%2Fbouwregels-en-beleid%2F,
evenementen/omwonende-evenement/evenementenkalender/index,473,562,31932,17,418,0.001,16.104,279,950,66514,70,109,466,275,109,68,25%,23%,0.767,http://www.utrecht.nl/evenementen/omwonende-evenement/evenementenkalender/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fevenementen%2Fomwonende-evenement%2Fevenementenkalender%2F,
gemeenteraad/raadsvergadering/vergaderingen-online/index,472,617,21837,3,488,0.001,5.795,173,603,49150,48,92,443,163,90,46,28%,19%,0.609,http://www.utrecht.nl/gemeenteraad/raadsvergadering/vergaderingen-online/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgemeenteraad%2Fraadsvergadering%2Fvergaderingen-online%2F,
werken-en-leren-bij-utrecht/marktplaatsinhuur/index,469,637,41348,15,524,0.001,160.335,188,550,41720,77,192,456,180,188,88,41%,41%,0.852,http://www.utrecht.nl/werken-en-leren-bij-utrecht/marktplaatsinhuur/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwerken-en-leren-bij-utrecht%2Fmarktplaatsinhuur%2F,
wmo-in-utrecht/contactpagina/index,468,597,65684,5,459,0.001,7.445,138,528,44253,82,182,444,124,169,140,59%,39%,0.589,http://www.utrecht.nl/wmo-in-utrecht/contactpagina/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwmo-in-utrecht%2Fcontactpagina%2F,
werken-en-leren-bij-utrecht/stageplaatsen/index,465,639,36311,42,494,0.001,6.449,166,503,45602,54,154,458,162,152,78,33%,33%,0.576,http://www.utrecht.nl/werken-en-leren-bij-utrecht/stageplaatsen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwerken-en-leren-bij-utrecht%2Fstageplaatsen%2F,
sport-in-utrecht/zwembaden/contact/index,464,554,53167,4,347,0.001,4.173,37,133,19893,23,134,445,36,123,115,62%,29%,0.711,http://www.utrecht.nl/sport-in-utrecht/zwembaden/contact/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fcontact%2F,
Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=b_DeBijzondereBijstand,463,1414,25711,,1314,0.003,18.633,6,157,11207,1,11,446,6,11,56,17%,2%,0.477,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=b_DeBijzondereBijstand,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bijzonderebijstand%26state%3Db_DeBijzondereBijstand,
Formulieren/flow/stateAction.do?flow=process_update_kentekenwijzigen&state=overzicht,463,513,20282,,414,0.026,232.971,1,2,29,0,13,456,1,13,44,0%,3%,2.887,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_update_kentekenwijzigen&state=overzicht,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_update_kentekenwijzigen%26state%3Doverzicht,
leidsche-rijn/woningaanbod/index,462,621,17148,6,437,0.001,11.494,65,366,26461,19,69,453,61,65,37,29%,15%,0.644,http://www.utrecht.nl/leidsche-rijn/woningaanbod/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fwoningaanbod%2F,
Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=Gezin,461,690,14532,,640,0.031,19.127,,,,,5,444,,5,32,0%,1%,2.294,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=Gezin,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bijzonderebijstand%26state%3DGezin,
Formulieren/flow/stateAction.do?flow=process_add_zwemles&state=WieWelk,459,716,30208,,500,0.001,9.81,21,132,12124,9,52,450,20,52,66,43%,11%,0.502,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_zwemles&state=WieWelk,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_zwemles%26state%3DWieWelk,
Formulieren/flow/stateAction.do?flow=process_update_kentekenwijzigen&state=bevestiging,459,470,67790,,379,0.054,29.512,7,24,914,3,278,450,7,274,148,43%,61%,1.085,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_update_kentekenwijzigen&state=bevestiging,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_update_kentekenwijzigen%26state%3Dbevestiging,
Loket/prodcat/products/getProductDetailsAction.do?id=695,458,604,63313,3,500,0.006,18.806,58,401,32648,29,127,450,55,124,138,50%,28%,0.997,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=695,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D695,
sport-in-utrecht/zwembaden/algemene-voorwaarden-zwemles/index,458,585,75638,7,392,0.001,16.362,33,194,23609,21,96,452,31,93,165,64%,21%,0.649,http://www.utrecht.nl/sport-in-utrecht/zwembaden/algemene-voorwaarden-zwemles/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Falgemene-voorwaarden-zwemles%2F,
leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/index,454,890,20079,3,559,0.001,18.031,73,739,39065,24,61,414,62,54,44,33%,13%,0.51,http://www.utrecht.nl/leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fvrije-kavels-leidsche-rijn%2Fkavels%2F,
Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=Uitkeringssoort_edit,453,878,156824,,815,0.003,6.115,9,246,11912,1,23,436,8,23,346,11%,5%,0.602,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=Uitkeringssoort_edit,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bijzonderebijstand%26state%3DUitkeringssoort_edit,
wmo-in-utrecht/persoonsgebonden-budget/index,451,628,54090,14,479,0.001,5.469,175,709,57628,68,160,441,169,157,120,39%,35%,0.563,http://www.utrecht.nl/wmo-in-utrecht/persoonsgebonden-budget/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwmo-in-utrecht%2Fpersoonsgebonden-budget%2F,
parkeren/parkeren-gehandicapte/index,446,688,32720,22,466,0.001,12.15,175,979,74404,14,58,441,173,58,73,8%,13%,0.573,http://www.utrecht.nl/parkeren/parkeren-gehandicapte/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Fparkeren-gehandicapte%2F,
Loket/prodcat/process/checkPreconditionsAction.do?name=Bezoekers vergunning&processName=Aanvraag met DigiD,444,499,42806,2,338,0.001,7.521,9,59,5231,2,51,443,9,51,96,22%,11%,0.793,https://pki.utrecht.nl/Loket/prodcat/process/checkPreconditionsAction.do?name=Bezoekers+vergunning&processName=Aanvraag+met+DigiD,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fprocess%2FcheckPreconditionsAction.do%3Fname%3DBezoekers+vergunning%26processName%3DAanvraag+met+DigiD,
Loket/prodcat/products/getProductDetailsAction.do?id=809,443,585,89990,6,430,0.035,22.835,243,1236,141898,115,211,419,224,199,203,47%,48%,1.01,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=809,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D809,
contact/openingstijden-feestdagen/index,438,515,36191,32,362,0.001,6.749,108,293,28705,60,192,431,104,188,83,56%,44%,0.692,http://www.utrecht.nl/contact/openingstijden-feestdagen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcontact%2Fopeningstijden-feestdagen%2F,
ledigerf/index,438,537,49950,2,383,0.001,4.303,341,766,51666,222,294,431,337,291,114,65%,67%,0.519,http://www.utrecht.nl/ledigerf/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fledigerf%2F,
melding-wens-klacht-bezwaar/melding/index,438,547,22043,9,415,0.001,8.515,103,990,59745,19,59,434,102,58,50,18%,13%,0.529,http://www.utrecht.nl/melding-wens-klacht-bezwaar/melding/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fmelding-wens-klacht-bezwaar%2Fmelding%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=677,434,503,56328,2,385,0.002,16.324,316,877,88924,173,227,417,300,218,130,55%,52%,0.975,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=677,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D677,
college-van-b-en-w/persvoorlichting/index,433,540,51609,28,452,0.001,4.902,161,358,36584,103,266,399,148,241,119,64%,61%,0.595,http://www.utrecht.nl/college-van-b-en-w/persvoorlichting/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcollege-van-b-en-w%2Fpersvoorlichting%2F,
Loket/prodcat/products/getProductDetailsAction.do?name=Uittreksel Basisregistratie Personen (BRP) of Burgerlijke Stand,433,577,47899,68,495,0.016,20.221,24,119,6388,13,58,417,20,53,111,54%,13%,0.889,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?name=Uittreksel+Basisregistratie+Personen+(BRP)+of+Burgerlijke+Stand,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fname%3DUittreksel+Basisregistratie+Personen+%28BRP%29+of+Burgerlijke+Stand,
forten/index,432,612,39417,2,439,0.001,8.501,321,1391,83820,104,189,425,316,185,91,32%,44%,0.638,http://www.utrecht.nl/forten/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fforten%2F,
werk-en-inkomen/werk/index,429,597,39015,11,481,0.001,5.806,56,260,28487,17,80,422,55,78,91,30%,19%,0.641,http://www.utrecht.nl/werk-en-inkomen/werk/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwerk-en-inkomen%2Fwerk%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=715,427,482,27722,12,369,0.011,35.918,27,118,16903,10,41,421,26,40,65,37%,10%,1.005,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=715,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D715,
Formulieren/flow/stateAction.do?flow=process_add_uittrekselgba&state=overzicht,417,567,20988,,508,0.001,34.561,1,15,440,0,9,411,1,9,50,0%,2%,1.427,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_uittrekselgba&state=overzicht,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_uittrekselgba%26state%3Doverzicht,
stadsparken-en-landgoederen/park-transwijk/index,416,605,57101,12,422,0.001,17.093,230,845,98614,77,158,409,224,156,137,33%,38%,0.711,http://www.utrecht.nl/stadsparken-en-landgoederen/park-transwijk/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fstadsparken-en-landgoederen%2Fpark-transwijk%2F,
bouwen-en-verbouwen/publicatie-en-inzage-vergunningaanvragen/index,414,550,36742,32,381,0.001,8.371,129,501,34994,34,84,407,127,83,89,26%,20%,0.671,http://www.utrecht.nl/bouwen-en-verbouwen/publicatie-en-inzage-vergunningaanvragen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbouwen-en-verbouwen%2Fpublicatie-en-inzage-vergunningaanvragen%2F,
economie-bedrijf/lokaal-economisch-fonds/index,413,471,48976,11,251,0.001,5.002,318,625,56649,215,280,404,312,279,119,68%,68%,0.702,http://www.utrecht.nl/economie-bedrijf/lokaal-economisch-fonds/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Feconomie-bedrijf%2Flokaal-economisch-fonds%2F,
wonen-in-veemarkt/woningaanbod/bouwveld-e/index,413,560,30243,,350,0.001,67.026,91,520,46102,24,70,397,88,68,73,26%,17%,0.839,http://www.utrecht.nl/wonen-in-veemarkt/woningaanbod/bouwveld-e/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwonen-in-veemarkt%2Fwoningaanbod%2Fbouwveld-e%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=579,412,591,57006,5,480,0.001,17.394,86,576,43891,34,108,403,83,104,138,40%,26%,0.91,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=579,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D579,
wijken-en-participatie/wijkbureaus-en-servicecentra/index,409,699,26796,14,487,0.001,4.903,59,406,25085,10,49,404,58,49,66,17%,12%,0.513,http://www.utrecht.nl/wijken-en-participatie/wijkbureaus-en-servicecentra/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijken-en-participatie%2Fwijkbureaus-en-servicecentra%2F,
makelpunt-utrecht/index,408,617,39977,19,490,0.001,31.2,205,1095,78061,56,129,385,192,119,98,27%,32%,0.593,http://www.utrecht.nl/makelpunt-utrecht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fmakelpunt-utrecht%2F,
sport-in-utrecht/zwembaden/zwembad-fletiomare/openingstijden-tarieven/tarieven-zwembad-fletiomare/index,405,434,60548,5,236,0.001,29.192,28,39,5417,20,145,395,27,139,150,71%,36%,0.651,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-fletiomare/openingstijden-tarieven/tarieven-zwembad-fletiomare/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-fletiomare%2Fopeningstijden-tarieven%2Ftarieven-zwembad-fletiomare%2F,
Loket/prodcat/process/checkPreconditionsAction.do?name=Melding&processName=Aanvraag met DigiD,404,461,24210,4,367,0.005,13.019,86,621,22838,14,38,399,81,36,60,16%,9%,0.713,https://pki.utrecht.nl/Loket/prodcat/process/checkPreconditionsAction.do?name=Melding&processName=Aanvraag+met+DigiD,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fprocess%2FcheckPreconditionsAction.do%3Fname%3DMelding%26processName%3DAanvraag+met+DigiD,
kabinetzaken/utrechts-oranje-comite/index,403,500,26456,32,368,0.001,4.155,69,166,10832,38,106,395,66,103,66,55%,26%,0.548,http://www.utrecht.nl/kabinetzaken/utrechts-oranje-comite/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fkabinetzaken%2Futrechts-oranje-comite%2F,
werk-en-inkomen/afspraak-bijstand/index,403,496,18734,11,395,0.001,8.032,242,2150,173784,16,36,392,231,36,46,7%,9%,0.574,http://www.utrecht.nl/werk-en-inkomen/afspraak-bijstand/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwerk-en-inkomen%2Fafspraak-bijstand%2F,
parkeren/parkeren-bedrijf/index,400,561,12415,9,438,0.001,12.386,23,130,4943,5,19,391,23,19,31,22%,5%,0.546,http://www.utrecht.nl/parkeren/parkeren-bedrijf/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Fparkeren-bedrijf%2F,
sport-in-utrecht/zwembaden/zwembad-de-krommerijn/uitgelicht/index,400,485,22190,1,327,0.001,7.172,18,80,3782,7,47,397,18,46,55,39%,12%,0.693,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-de-krommerijn/uitgelicht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-de-krommerijn%2Fuitgelicht%2F,
verkeersbeleid/milieuzone/vrachtautos/index,400,518,24556,2,415,0.001,3.376,13,43,1997,7,65,393,13,64,61,54%,16%,0.512,http://www.utrecht.nl/verkeersbeleid/milieuzone/vrachtautos/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fverkeersbeleid%2Fmilieuzone%2Fvrachtautos%2F,
college-van-b-en-w/burgemeester-en-wethouders/lot-van-hooijdonk/index,399,564,33009,7,435,0.001,22.438,162,738,63896,58,125,387,156,121,83,36%,31%,0.701,http://www.utrecht.nl/college-van-b-en-w/burgemeester-en-wethouders/lot-van-hooijdonk/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcollege-van-b-en-w%2Fburgemeester-en-wethouders%2Flot-van-hooijdonk%2F,
wmo-in-utrecht/welke-hulp-hebt-u-nodig/index,397,530,26847,12,402,0.001,4.159,16,78,3580,5,36,390,16,36,68,31%,9%,0.562,http://www.utrecht.nl/wmo-in-utrecht/welke-hulp-hebt-u-nodig/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwmo-in-utrecht%2Fwelke-hulp-hebt-u-nodig%2F,
Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=a_bestaandeKlant,395,538,9200,,502,0.018,12.486,1,1,0,1,2,384,1,2,23,100%,1%,0.572,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=a_bestaandeKlant,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bijzonderebijstand%26state%3Da_bestaandeKlant,
parkeren/parkeren-bewoner/opzeggen-parkeervoorziening/index,393,471,29728,36,343,0.001,9.539,118,813,69424,31,63,375,110,58,76,26%,16%,0.694,http://www.utrecht.nl/parkeren/parkeren-bewoner/opzeggen-parkeervoorziening/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Fparkeren-bewoner%2Fopzeggen-parkeervoorziening%2F,
wmo-in-utrecht/hoe-vraagt-u-hulp-aan/index,393,585,57558,10,448,0.001,7.972,26,253,14219,8,76,382,26,75,146,31%,19%,0.518,http://www.utrecht.nl/wmo-in-utrecht/hoe-vraagt-u-hulp-aan/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwmo-in-utrecht%2Fhoe-vraagt-u-hulp-aan%2F,
vastgoedaanbod/erfpacht-in-utrecht/index,390,473,55971,26,327,0.001,160.967,204,648,50981,83,158,382,199,157,144,41%,41%,1.087,http://www.utrecht.nl/vastgoedaanbod/erfpacht-in-utrecht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fvastgoedaanbod%2Ferfpacht-in-utrecht%2F,
Formulieren/flow/stateAction.do?flow=process_update_kentekenwijzigen&state=bedrijfOfLease,388,486,25835,,399,0.021,16.693,2,30,6907,0,28,379,2,27,67,0%,7%,0.618,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_update_kentekenwijzigen&state=bedrijfOfLease,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_update_kentekenwijzigen%26state%3DbedrijfOfLease,
nieuws/artikel/toekomstvisie-utrecht-centrum-a-healty-urban-boost/index,387,493,42103,10,380,0.001,15.679,286,518,31097,199,277,369,273,261,109,70%,72%,0.668,http://www.utrecht.nl/nieuws/artikel/toekomstvisie-utrecht-centrum-a-healty-urban-boost/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Ftoekomstvisie-utrecht-centrum-a-healty-urban-boost%2F,
cookies/index,385,546,38568,12,301,0.002,4.745,39,80,3803,29,105,378,38,99,100,74%,27%,0.801,http://www.utrecht.nl/cookies/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcookies%2F,
wonen/index,384,497,34013,12,413,0.001,40.621,248,1232,76520,79,137,379,243,135,89,32%,36%,0.804,http://www.utrecht.nl/wonen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwonen%2F,
Loket/prodcat/products/getProductDetailsAction.do?name=Gft-afval,383,481,36068,48,318,0.007,6.919,151,859,86741,34,84,380,148,84,94,23%,22%,0.845,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?name=Gft-afval,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fname%3DGft-afval,
webmail-inlog-veranderd/index,383,432,18764,11,384,0.003,2.833,312,968,78955,92,113,312,244,100,49,29%,30%,0.421,http://www.utrecht.nl/webmail-inlog-veranderd/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwebmail-inlog-veranderd%2F,
parkeren/contact/stel-een-parkeervraag/index,382,459,18728,3,333,0.001,4.736,57,398,23993,17,42,373,52,38,49,30%,11%,0.547,http://www.utrecht.nl/parkeren/contact/stel-een-parkeervraag/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Fcontact%2Fstel-een-parkeervraag%2F,
sport-in-utrecht/zwembaden/zwembad-de-kwakel/vrij-zwemmen/recreatief-zwemmen/index,382,452,33067,7,282,0.001,7.818,44,142,13677,18,82,374,43,80,87,41%,21%,0.864,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-de-kwakel/vrij-zwemmen/recreatief-zwemmen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-de-kwakel%2Fvrij-zwemmen%2Frecreatief-zwemmen%2F,
sport-in-utrecht/zwembaden/zwembad-den-hommel/zwemles/informatie-zwemles/index,380,458,53558,3,265,0.001,14.706,127,438,53012,67,159,362,114,147,141,53%,42%,0.882,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-den-hommel/zwemles/informatie-zwemles/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-den-hommel%2Fzwemles%2Finformatie-zwemles%2F,
nieuws/artikel/33ste-editie-vrijmarkt-tijdens-koningsdag/index,379,457,50758,19,263,0.001,3.945,216,1035,113257,80,137,370,211,134,134,37%,36%,0.877,http://www.utrecht.nl/nieuws/artikel/33ste-editie-vrijmarkt-tijdens-koningsdag/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2F33ste-editie-vrijmarkt-tijdens-koningsdag%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=616,378,497,50224,19,416,0.003,26.276,188,1839,175436,47,91,358,176,85,133,25%,24%,1.347,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=616,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D616,
wijk-noordwest/index,377,491,31912,7,395,0.001,15.577,166,897,73191,51,90,360,160,88,85,31%,24%,0.742,http://www.utrecht.nl/wijk-noordwest/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-noordwest%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=1065,376,517,74504,37,428,0.007,20.291,151,580,63705,59,154,364,142,151,198,39%,41%,1.101,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=1065,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D1065,
parken-en-groen/index,376,476,17676,4,345,0.001,4.184,10,45,2740,2,37,371,10,37,47,20%,10%,0.507,http://www.utrecht.nl/parken-en-groen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparken-en-groen%2F,
Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=bijlagen,374,605,97580,,557,0.018,4.837,6,84,3897,2,34,365,6,34,261,33%,9%,0.65,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=bijlagen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bijzonderebijstand%26state%3Dbijlagen,
werk-en-inkomen/participatiewet/index,374,471,31529,6,370,0.001,5.718,103,662,52167,32,82,366,100,78,84,31%,22%,0.525,http://www.utrecht.nl/werk-en-inkomen/participatiewet/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwerk-en-inkomen%2Fparticipatiewet%2F,
Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=i_PersoonlijkeOmstandigheden,372,518,28305,,481,0.017,5.276,3,4,23,2,6,362,3,6,76,67%,2%,0.502,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=i_PersoonlijkeOmstandigheden,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bijzonderebijstand%26state%3Di_PersoonlijkeOmstandigheden,
Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=j_Uitbetaling,372,576,26075,,533,0.022,6.843,2,73,6470,0,4,362,2,4,70,0%,1%,0.577,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=j_Uitbetaling,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bijzonderebijstand%26state%3Dj_Uitbetaling,
toezicht-en-handhaving/index,371,480,34354,14,354,0.001,16.454,197,1124,98684,77,118,365,194,117,93,39%,32%,0.776,http://www.utrecht.nl/toezicht-en-handhaving/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Ftoezicht-en-handhaving%2F,
college-van-b-en-w/burgemeester-en-wethouders/margriet-jongerius/index,370,517,33242,9,418,0.001,7.084,156,657,38986,72,141,363,151,136,90,46%,38%,0.597,http://www.utrecht.nl/college-van-b-en-w/burgemeester-en-wethouders/margriet-jongerius/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcollege-van-b-en-w%2Fburgemeester-en-wethouders%2Fmargriet-jongerius%2F,
utrechts-onderzoek-en-cijfers/terugkerende-rapporten/wijkwijzer/index,370,572,33885,19,445,0.001,5.778,178,918,56331,43,95,362,177,94,92,24%,26%,0.623,http://www.utrecht.nl/utrechts-onderzoek-en-cijfers/terugkerende-rapporten/wijkwijzer/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrechts-onderzoek-en-cijfers%2Fterugkerende-rapporten%2Fwijkwijzer%2F,
