STRAATNAAM;BUURT;WIJK;STADSDEEL;FOTO;ID;COUNTER
Elsenburgstraat;Parkbuurt Oosteinde;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Elsenburgstraat.jpg;1198330;379
Kaatsbaan;De Velden;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Tennisbaan.jpg;1198331;380
Gooilaan;Rustenburg;Rustenburg en Oostbroek;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Gooilaan.jpg;1198332;381
Tesselsestraat;Duindorp;Duindorp;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Tesselsestraat.jpg;1198333;382
Steenuillaan;Morgenweide;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Steenuillaan.jpg;1198334;383
Krabbescheerkade;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Krabbescheerkade.jpg;1198335;384
Abrikozenplein;Eykenduinen;Vruchtenbuurt;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Abrikozenplein.jpg;1198336;385
Watermunt;De Bras;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Watermunt.jpg;1198337;386
Zomereik;De Bras;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Zomereik.jpg;1198338;387
Wieringsepad;Duindorp;Duindorp;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Wieringsepad.jpg;1198387;361
Ieplaan;Bomenbuurt;Bomen- en Bloemenbuurt;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Ieplaan.jpg;1198388;362
Beeldsnijdersgaarde;Dreven en Gaarden;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Beeldsnijdersgaarde.jpg;1198389;363
Vlietpolderstraat;Rietbuurt;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Vlietpolderstraat2.jpg;1198390;364
Watersniphof;Morgenweide;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Watersniphof.jpg;1198392;365
Wingerd;Bosweide;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Wingerd1198393.jpg;1198393;366
Hondiusstraat;Rond de Energiecentrale;Regentessekwartier;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Hondiusstraat.jpg;1198394;367
Koningsplein;Koningsplein e.o.;Regentessekwartier;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Koningsplein.jpg;1198395;368
Meidoornstraat;Heesterbuurt;Valkenboskwartier;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Meidoornstraat.jpg;1198396;369
Mient;Heesterbuurt;Valkenboskwartier;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Mient.jpg;1198397;370
Madestein noordwest;Kraayenstein;Kraayenstein en Vroondaal;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Madesteinnoordwest1.jpg;1198398;371
Charlestonplantsoen;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Charlestonplantsoen.jpg;1198399;372
Witbankstraat;Transvaalkwartier-zuid;Transvaalkwartier;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Witbankstraat.jpg;1198400;373
Moskousingel;Zonne Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Moskousingel.jpg;1198325;374
Heiloostraat;Leyenburg;Leyenburg;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Heiloostraatjpg(1).jpg;1198263;279
Abdis Eustachiastraat;De Uithof;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Uithofslaan2.jpg;1198264;280
Van Essendijk;Waterbuurt;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\VanEssendijk2.jpg;1198265;281
Meierijlaan;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Meierijlaan.jpg;1198266;282
Castricumplein;Leyenburg;Leyenburg;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Castricumplein.jpg;1198267;283
Spaarwaterstraat;Bezuidenhout-oost;Bezuidenhout;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Spaarwaterstraat.jpg;1198268;284
Katschiplaan;De Venen;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Katschiplaan.jpg;1198270;285
Fintplantsoen;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Fintplantsoen.jpg;1198283;286
Hendrinaland;Landen;Mariahoeve en Marlot;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Hendrinaland.jpg;1198284;287
Vrouw Avenweg;Rietbuurt;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\VrouwAvenweg2.jpg;1198285;288
Laakkade;Laakkwartier-west;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Laakkade.jpg;1198286;289
Fraeylemastraat;Moerwijk-zuid;Moerwijk;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Fraelemastraat4.jpg;1198287;290
Fraeylemastraat;Moerwijk-zuid;Moerwijk;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Fraelemastraat3.jpg;1198288;291
Fraeylemastraat;Moerwijk-zuid;Moerwijk;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Fraelemastraat2.jpg;1198291;292
Z.H.B.-hoven;Kortenbos;Centrum;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\ZHBhoven.JPG;1198292;293
Vigelandstraat;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Vigelandstraat(3).jpg;1198293;294
Vigelandstraat;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Vigelandstraat(2).jpg;1198294;295
New Yorksingel;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\NewYorksingel.jpg;1198295;296
Geerpolderstraat;Rietbuurt;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Geerpolderstraat.jpg;1198296;297
Gelderwoudsestraat;Rietbuurt;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Gelderwoudsestraat.jpg;1198297;298
Grietpolderstraat;Rietbuurt;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Grietpolderstraat.jpg;1198298;299
Kortenbos;Kortenbos;Centrum;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Kortenbos.JPG;1198299;300
Nicolaas Penninghof;Schildersbuurt-noord;Schildersbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\NicolaasPenninghof.jpg;1198300;301
Oranjeplein;Huygenspark;Stationsbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Oranjeplein.jpg;1198301;302
Van der Vennestraat;Schildersbuurt-west;Schildersbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\VanderVennepark.jpg;1198302;303
Bontekoekade;Laakhaven-oost;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Bontekoekade.jpg;1198303;304
Haringkade;Rijslag;Scheveningen;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Duinstraat.jpg;1198304;305
Isabellaland;Landen;Mariahoeve en Marlot;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Isabellaland3.jpg;1198305;306
Fluitekruidveld;De Velden;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Fluitekruidveld.jpg;1198306;307
Ledeganckplein;Laakkwartier-west;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Ledeganckplein.jpg;1198307;308
Johannes Camphuijsstraat;Bezuidenhout-oost;Bezuidenhout;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\JohannesCamphuijsstraat.jpg;1198308;309
Melis Stokelaan;Morgenstond-oost;Morgenstond;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\MelisStokelaan.jpg;1198309;310
Schoolzijde;Zijden, Steden en Zichten;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\schoolzijde.jpg;1198310;311
Zuiderpark;Zuiderpark;Zuiderpark;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\ZuiderparkOtenSien2.jpg;1198311;312
Abrikozenstraat;Vruchtenbuurt;Vruchtenbuurt;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Abrikozenstraat.jpg;1198312;313
Cypresstraat;Bomenbuurt;Bomen- en Bloemenbuurt;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Cypresstraat.jpg;1198313;314
Hazelaarstraat;Heesterbuurt;Valkenboskwartier;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Hazelaarstraat.jpg;1198314;315
Nachtegaalplein;Vogelwijk;Vogelwijk;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Nachtegaalplein.jpg;1198315;316
Zwolsestraat;Belgisch Park;Belgisch Park;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Zwolsestraat.jpg;1198316;317
Vrouwezandplein;Duindorp;Duindorp;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Vrouwenzandplein.jpg;1198317;318
Cantaloupenburg;Willemspark;Willemspark;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Cantaloupenburg.jpg;1198318;319
Ruijsdaelstraat;Schildersbuurt-west;Schildersbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Ruijsdaelstraat.jpg;1198319;320
Sumatrastraat;Archipelbuurt;Archipelbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Sumatrastraat.jpg;1198320;321
Bernpad;Lage Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\bernpad.jpg;1198321;322
Dallashof;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Dallashof.jpg;1198322;323
Eksterhof;Morgenweide;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Eksterhof.jpg;1198323;324
Kernheimstraat;Parkbuurt Oosteinde;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Kernheimstraat.jpg;1198324;325
Van Ruysbroekstraat;Moerwijk-noord;Moerwijk;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\VanRyusbroekstraat.jpg;1198272;326
Epicurushof;De Lanen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Epicurushof.jpg;1198273;327
Park Marlot;Marlot;Mariahoeve en Marlot;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\ParkMarlot.jpg;1198274;328
Zuiderpark;Zuiderpark;Zuiderpark;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Zuiderparkbasketbalveld.jpg;1198275;329
Westmaasstraat;Rietbuurt;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Westmaasstraat.jpg;1198276;330
Zeezwaluwhof;Duindorp;Duindorp;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Zeezwaluwhof.jpg;1198277;331
Busken Huëtstraat;Spoorwijk;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\BusketHuetstraat.jpg;1198278;332
Zuiderpark;Zuiderpark;Zuiderpark;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Zuiderparknatuurspeeltuin.jpg;1198279;333
Eendenplein;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Eendenplein1.jpg;1198280;334
Van Essendijk;Waterbuurt;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\VanEssendijk3.jpg;1198281;335
Lisdoddeveld;De Velden;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Lisdoddeveld2.jpg;1198282;336
Kingstonplantsoen;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Kingstonplantsoen.jpg;1198361;337
Buinerveenstraat;Morgenstond-west;Morgenstond;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Buinerveenstraat.jpg;1198362;338
Guido van Dethstraat;Zonne Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\GuidovanDethstraat.jpg;1198363;339
Exloostraat;Morgenstond-west;Morgenstond;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\exloostraat.jpg;1198364;340
Johannes Voetpad;Moerwijk-west;Moerwijk;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\JohannesVoetpad.jpg;1198365;341
Lau Mazirellaan;Groente- en Fruitmarkt;Groente- en Fruitmarkt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\LauMazirellalaan.jpg;1198366;342
Vermeerstraat;Schildersbuurt-west;Schildersbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Vermeerstraat.jpg;1198367;343
Hekkelaan;Uilebomen;Centrum;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\hekkelaan1.jpg;1198368;344
Hofwijckplein;Huygenspark;Stationsbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Hofwijckplein.JPG;1198369;345
De Gaarde;Dreven en Gaarden;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\DeGaarde2.jpg;1198370;346
Eendenbrink;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Eendenbrink.jpg;1198371;347
Bunschotensestraat;Rustenburg;Rustenburg en Oostbroek;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Bunschotensestraat2.jpg;1198372;348
Catsheuvel;Zorgvliet;Zorgvliet;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Catsheuvel.jpg;1198476;467
Vigelandstraat;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Vigelandstraat(1).jpg;1198421;468
Stadhoudersplantsoen;Stadhoudersplantsoen;Duinoord;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Stadhoudersplantsoen.jpg;1198422;469
Bosjes van Pex;Bosjes van Pex;Bohemen en Meer en Bos;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\BosjesvanPex.jpg;1198423;470
Rietvoorndaal;Kraayenstein;Kraayenstein en Vroondaal;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Rietvoorndaal.jpg;1198425;471
B. Thoenplantsoen;Houtwijk;Loosduinen;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\BThoenplantsoen.jpg;1198426;472
Cantateplein;Kom Loosduinen;Loosduinen;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Cantateplein.jpg;1198427;473
Karel Roosstraat;Rond de Energiecentrale;Regentessekwartier;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\KarelRoosstraat.jpg;1198428;474
Scholstraat;Geuzenkwartier;Geuzen- en Statenkwartier;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Scholstraat.jpg;1198429;475
Zeeruststraat;Oud Scheveningen;Scheveningen;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Zeerustweg.jpg;1198430;476
Mr. de Bruinplein;Schildersbuurt-oost;Schildersbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\MeesterdeBruinplein.jpg;1198431;477
Bitterzoetpad;Waterbuurt;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Bitterzoetpad.jpg;1198477;478
Santiagosingel;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\santaigosingel1.jpg;1198478;479
Architect Luthmannstraat;Houtwijk;Loosduinen;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\ArchitectLuthmannstraat.jpg;1198339;388
Kamerlingh Onnesplein;Valkenboskwartier;Valkenboskwartier;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\KamerlinghOnnesplein.jpg;1198340;389
Voorthuizenstraat;Oostbroek-zuid;Rustenburg en Oostbroek;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Voorthuizenstraat.jpg;1198341;390
Rijner Wateringkade;Parkbuurt Oosteinde;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Bovendijkboerderij.jpg;1198342;391
Spionkopstraat;Transvaalkwartier-zuid;Transvaalkwartier;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Spionkopstraat.jpg;1198343;392
Panamaplein;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Panamaplein.jpg;1198344;393
Vlaskamp;Kampen;Mariahoeve en Marlot;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Vlaskamp.jpg;1198345;394
Wim Sonneveldplein;Zonne Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\WimSonneveldplein.jpg;1198346;395
Zilvermeeuwlaan;Morgenweide;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Tureluurlaan.jpg;1198347;396
Westlandseplein;Schildersbuurt-west;Schildersbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Westlandseplein.jpg;1198348;397
Zuiderpark;Zuiderpark;Zuiderpark;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\zuiderparkBoas.jpg;1198349;398
Martina van Dethlaan;De Lanen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\MartinavanDethstraat.jpg;1198350;399
Mimi Knagelaan;De Lanen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\MimiKnagelaan.jpg;1198351;400
Spireaveld;De Velden;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Spireaveld.jpg;1198352;401
Zaagbekstraat;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Zaagbekstraat.jpg;1198353;402
Waterspinhof;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Waterspinhof.jpg;1198354;403
Drebbelstraat;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Drebbelstraat3.jpg;1198355;404
Heliotrooplaan;Bohemen en Meer en Bos;Bohemen en Meer en Bos;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Heliotrooplaan.jpg;1198356;405
Margaretha van Hennebergweg;Kraayenstein;Kraayenstein en Vroondaal;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\MargarethavanHennebergweg.jpg;1198357;406
Koekamplaan;Haagse Bos;Haagse Bos;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Koekamp.jpg;1198359;407
Jan Greshoffplantsoen;Erasmus Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\JanGreshoffplantsoen.jpg;1198360;408
Berenrade;Venen, Oorden en Raden;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Berenrade.jpg;1198401;409
Burgemeester Waldeckstraat;Houtwijk;Loosduinen;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Burg.Waldeckstraat.jpg;1198402;410
Langestede;Zijden, Steden en Zichten;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Langestede.jpg;1198403;411
Van St. Aldegondeplein;Geuzenkwartier;Geuzen- en Statenkwartier;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\VanStAlegondaplein.jpg;1198404;412
Arnold Aletrinoplantsoen;Groente- en Fruitmarkt;Groente- en Fruitmarkt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\ArnoldAletrinoplantsoen.jpg;1198405;413
Ruth Firstplein;Transvaalkwartier-noord;Transvaalkwartier;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\RuthFirstplein.JPG;1198406;414
Haagweide;Huygenspark;Stationsbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Haagweide.jpg;1198407;415
Henricuskade;Waterbuurt;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Henricuskade.jpg;1198408;416
Wapenveldestraat;Oostbroek-zuid;Rustenburg en Oostbroek;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Wapenveldestraat.jpg;1198409;417
Bratislavahof;Lage Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Bratislavahof.jpg;1198410;418
Singravenstraat;Parkbuurt Oosteinde;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Singravenstraat.jpg;1198411;419
Sportpad;De Velden;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Sportpad.jpg;1198412;420
Zwanenbloemkade;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Zwanenbloemkade.jpg;1198413;421
Wingerd;Bosweide;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Wingerd1.jpg;1198414;422
Koxwater;Waterbuurt;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Koxwater.jpg;1198415;423
Tedingeroord;De Lanen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Tedingeroord.jpg;1198416;424
Veenpluis;De Bras;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Veenpluis.jpg;1198417;425
Henriëtte van Soelenlaan;Leyenburg;Leyenburg;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\HenriettevanSoelenlaan1.jpg;1198418;426
Noordstraat;Kortenbos;Centrum;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Noordstraat.jpg;1198419;427
J.C. van der Lansstraat;Houtwijk;Loosduinen;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\J.CvanderLansstraat.jpg;1198420;428
Schapenlaan;Schildersbuurt-west;Schildersbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Schapenlaan.jpg;1198432;429
