OBJECTID,KDUVORM,KDUHGA1,KDUBOKBO,KDUBOKBE,KDULENGT,KDUBREED,XXXMATER,KDUSOORT,KWKAFSL1,KWKARCH,KWKDATUM,KWKOPME,KWKPLAAN,OSMOMSCH,KWKAFSL2,IWS_MEMO,KWKNAAM,IWS_LEGGERSTATUS,IWS_OH_RENOVATIEJAAR,KDUIDENT,IWS_WATERBEHEERFUNCTIE,IWS_AFST_B,KDUMOEBE,KDUMOEBO,KWKKEREN,OBJECTID_1,KDUIDENT_1,ONDERHOUDSPLICHTIGE_1,ONDERHOUDSVERPLICHTING_1,ONDERHOUDSPLICHTIGE_2,ONDERHOUDSVERPLICHTING_2,Shape__Length,RICHTING
303,1,,-0.5,-0.5,23.7,0.5,20,,,,2004,zie memo veld,,,,"Afsluitmiddel    = Schuif
Materiaalsoort = Staal + kunstof
",Inlaat vd Berg Raasje,1,,PS.3-D2,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,23.656654031558,
304,1,,-1.41,-1.39,18.8,0.32,20,,,,,,,,,,,1,,KO.00-D297,3,2,,,2,,,Gemeente,Onderhoud hoofdconstructie,Aangeland,Gewoon en buitengewoon,18.8096379830254,
305,1,,0,4.88,8,1,3,,,,1988,,,,,"Meetspijker zuid/oost hoek van stuw

Inlaat met schuif regelbaar ,niet automatisch
Max. klepstandhoogte = 5,81 NAP
Min. klepstandhoogte = 5,35 NAP
Doorstroombreedte = 0,8 m.

Materiaal stuw regelconstructie = RVS
Materiaal hoofdconstructie = Hout",Vierde Blok,1,,OV.80.74-D1,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,7.85081785529327,
306,1,,0.76,0.73,6.45,0.6,3,,,,2005,,,,,N.O.hoek yzer stuw xs 11,Schapendijk,1,,DV.25.42-DK447,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,8.8903913276322,
307,1,,-0.57,-0.57,13.7,0.4,3,,,,1960,zie memo veld,,,,"Afsluitmiddel    = Schuif
Materiaalsoort = Staal
",Inlaat Stoel Nesweg Ganzediep,1,,GA.5.6-D45,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,13.7218571608506,
308,1,,-1.02,-1.02,12,0.5,3,,4,Was 933A,,933 Afsluiter in onderh bij WsTelemetrie,Zomerdijk 35 Westergrift,Weg met duiker met afsluiter en inlaat,,,933 WESTERGRIFT (KIN),1,2025,933 WESTERGRIFT (KIN),3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,Gemeente,Onderhoud van de gehele dam (grondlichaam),11.1997714312228,
309,1,,-1.13,-1.13,36,0.3,20,4,4,,2004,824A,T.o. Beulakerweg 123,Dam met duiker en inlaat,,,824A,1,,824A,3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,32.1572730957266,
310,1,,0.82,0.84,13.4,0.3,20,,,,,,,,,Meetspijker in damwand  stuw  kruising Meeleweg/Buldersweg,,1,,DV.10.16-D1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,13.422362652146,
311,1,,4.89,0,7.3,0.4,3,,,,1989,,,,,Meetspijker in damwand bij HS 22/20,Maatschappijweg / Verlengde grensweg,1,,OV.80.68-D5,3,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.4712363773519,
312,1,,0,0,17,0.6,3,,,,,,,,,,,1,,SW.55.12-D4,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,16.9632250771862,
313,1,,10.45,10.45,15,0.5,3,,,WBH/WBN/KTI/434,2002,2002-1,,Dam met duiker en inlaatwerk,,,HELIOS (KIN),1,,HELIOS (KIN),3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,14.9597692459545,
314,1,,10.15,10.15,29,0.5,3,,,,,,,Dam met duiker en inlaat,,,NHV-10-36_D_8,1,,NHV-10-36_D_8,3,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Gewoon en buitengewoon en constructie,33.7005353480335,
315,1,,9.6,9.6,10,1,3,,,,,,,Dam met duiker met inlaatwerk,,,DE GRUTTO (KIN),1,,DE GRUTTO (KIN),3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,11.0618902480298,
316,1,,-1.57,-1.57,10,0.3,20,,,,,,,,,,,1,,KV.30-D59,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.12385354213142,
317,1,,,0.86,7.6,1,3,,,,,,Middelsijk,Dam met duiker en inlaat,,"Meetspijker in damwand bij peilschaal
Doorstroombreedte: 0,95
Max peil: 1,573
Min. peil: 0,373",SZ.355-D1,1,,SZ.355-D1,3,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.14351796430588,
318,1,,5.2,5.2,13.3,0.4,20,,,,,,,,,Meetspijker in beton bij stuw o.zijde N48,OV.80.76-D51,1,,OV.80.76-D51,3,2,,,2,,,Waterschap Vechtstromen,Gewoon en buitengewoon en constructie,,,13.2572082729989,
319,1,,1.3,1.3,1.8,0.4,3,,,,,,,,,,,1,,SW.65.13-D804,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,2.34566524726874,
320,1,,0.59,0.59,15,0.5,3,,,,,"Midden-West; inlaat Elshof",,,,,,1,,SW.55.8-D931,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Gewoon en buitengewoon en constructie,14.9966644622897,
321,1,,-1.5,-1.5,15,0.6,13,4,4,,2011,,,Inlaat,,"Hoek van de inlaat Ijzer. Zuidwesthoek.

De schuif is van aluminium en 0,65 meter breed",WA343I,1,,WA343I,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,4.3225043028009,
322,1,,-0.8,-0.8,11,0.3,20,,,,2002,zie memo veld,,,,"Afsluitmiddel   = Sollie Schuif  (nieuw 2005) 
Materiaalsoort = Staal",,1,,GC.15.5-D8,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,10.9968243590881,
323,1,,-1.3,-1.3,13.1,0.5,3,,,,,"Afsluitinrichting i.o.h. WS.;1 geheel met Stuw",,,,,,1,,GC.15.4-D16,3,2,,,2,,,Waterschap,Bediening afsluiter,Gemeente,Gewoon en buitengewoon en constructie,13.0631308701402,
324,1,,-1.2,-1.2,18.7,0.8,3,,,,1967,zie memo veld,,,,"Afsluitmiddel    = Schuif
Materiaalsoort = Aluminium",,1,,GC.5-D42,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,18.6965242529452,
325,1,,-1.7,-1.7,17.6,0.8,3,,,,1968,zie memo veld,,,,"Afsluitmiddel    = Schuif
Materiaalsoort = Aluminium
",,1,,GC.10-D43,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,17.5478986145561,
326,1,,-1.4,-1.4,13,0.3,20,4,4,,,,,811 BAARL-NPOL (KIN),,Let op De meetbout van het gemaal is ook het meetpunt van de inlaat HR,811 BAARL-NPOL (KIN),1,,811 BAARL-NPOL (KIN),3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,13.9722609750433,
327,1,,-1,-1,14.6,0.3,20,,,,2002,zie memo veld,,,,"Afsluitmiddel    = Schuif
Materiaalsoort = Aluminium / Kunstof
",,1,,SD-D1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,14.6415423693573,
328,1,,0.21,0.21,10.2,1,3,4,4,,,,350,658 BLIJDENSTEIN(KIN),,,658 BLIJDENSTEIN(KIN),1,,658 BLIJDENSTEIN(KIN),3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,10.2952725366621,
329,1,,-1.1,-1.1,9.1,0.3,3,,,,1962,zie memo veld,,,,"Afsluitmiddel   = Sollie Schuif
Materiaasoort = Staal",,1,,VR.10.48-D18,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.08626759132058,
330,1,,-0.69,-0.69,,0.3,20,,,,1968,zie memo veld,,,,"Afsluitmiddel    = Sollie Schuif
Materiaalsoort = Staal",,1,,GA.00-D68,3,2,,,2,,,Waterschap,Bediening afsluiter,,,5.98945239589083,
331,1,,,,5,0.3,20,,,,1987,zie memoveld,,,,"Afsluitmiddel   = Sollie Schuif
Materiaalsoort = Staal",,1,,SP.25-D70,3,2,,,2,,,Waterschap,Bediening afsluiter,Ontheffingshouder,Gewoon en buitengewoon en constructie,4.99723053275663,
332,1,,,,,0.4,20,,,,1989,zie memo veld,,,,"Aflaatduiker

Afsluitmiddel   = Sollie Schuif
Materiaalsoort = Staal",,1,,GA.00-D48,3,2,,,2,,,Waterschap,Bediening afsluiter,,,5.98939496052558,
333,1,,,,27,0.5,20,,4,,1988,"zie memo veld, was ooit IWK-101-0090","Zwartemeerpolder, Kampereiland",uitlaat,,"Afsluitmiddel   = Schuif TBS
Materiaalsoort = RVS/Kunstof",stormaflaatduiker Zwarte Meerpolder,1,,ZP.5.7-D53,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,27.0595671928771,
334,1,,-1.1,-1.1,,0.3,20,,,,1965,zie memo veld,,,,"Afsluitmiddel    = Schuif
Materiaalsoort = Staal",,1,,VR.5.58-D51,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,5.98669232573765,
335,1,,-1,-1,9.4,0.3,20,,,,1991,,,,,"Stormaflaat Ø 0,50 TBS
Afsluitmiddel    = Schuif
Materiaalsoort = Kunstof",,1,,GC.20.8-D19,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.38117148815751,
336,1,,,,,0.3,35,,,,2000,zie memo veld,,,,"Afsluitmiddel   = Sollie Schuif
Materiaalsoort = Staal",,1,,GA.00-D47,3,2,,,2,,,Waterschap,Bediening afsluiter,,,5.98864592447963,
337,1,,,,5,0.3,,,,,1989,zie memo veld,,,,"Afsluitmiddel   =Sollie Schuif
Materiaalsoort = Staal",,1,,GA.00-D55,3,2,,,2,,,Waterschap,Bediening afsluiter,,,4.99971239181119,
338,2,,,,,,28,6,4,,,,8131PC Herxen 3 Wijhe,Spindelschuif/ inlaat (geen stuw),,Meetspijker inlaat,,1,,SW.65.14-S572,3,2,,,,,,Waterschap,Geheel onderhoud,,,0.900643767522277,
339,1,,-1.68,-1.64,24,0.5,3,,,,1968,zie memo veld,,met schuif,,"Afsluitmiddel    = Schuif
Materiaalsoort = Aluminium
",,1,,GC-D41,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,23.2957692269044,
340,1,,-4,-4,10,0.5,3,,,,,,,,,,,1,,KK.200.66-D13,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,9.99582392596162,
341,1,,-1.7,-1.7,23,0.3,3,,,,,put 1 x 1 m.     inlaatduiker met spindelschuif,,,,,,1,,MB.65.21-D113,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Ontheffingshouder,Onderhoud hoofdconstructie,14.1871359930696,
342,1,,,,23,0.8,3,,,,1994,zie memo veld,,,,"Afsluitmiddel     = Klep
Materiaal soort = kunstof",,1,,KW-D62,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,23.0070666944209,
343,99,,,,7.6,,98,,,,,,,,,,,1,,KK.200.28-D119,3,2,,,2,,,Waterschap,Bediening afsluiter,Aangeland,Gewoon en buitengewoon,7.56167316354038,
344,1,,-0.95,-0.91,16.1,0.3,20,,,,1990,zie memo veld,,,,"Afsluitmiddel    = Schuif
Materiaalsoort = Staal",,1,,NO.5-D49,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,16.1079760253026,
345,1,,0,0,8,0.8,21,,,,,Afsluitinrichting i.o.h. WS.,,,,,,1,,MB.5.40-D1,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,8.69078231846487,
346,2,1,-1.75,-1.75,12,1.25,3,,,,,,,,,"Meetspijker op beton - Stuw o-zijde parallelweg N331
Afsluitinrichting i.o.h. WS.

Afsluitmiddel    = Schuif
Materiaalsoort = Aluminium

Altijd open alleen bij calamiteit kan deze dicht",,1,,VR.15.504-D329,3,2,,,2,,,Waterschap,Bediening afsluiter,Waterschap,Gewoon en buitengewoon,12.034578210099,
347,1,,-1.83,-1.83,16.3,1,3,,,,1970,,,,,Meetspijker in stuw bij peilschaal bij Baarlo xs 8,Dingstede,1,,KO.20.152-WD01,3,2,,,2,,,Waterschap,Bediening afsluiter,Waterschap,Gewoon en buitengewoon,16.5886953611143,
348,1,,-1,-1,13.7,0.5,3,,,,1988,zie memo veld,,,,"Inlaat Marie Rook

Afsluitmiddel  = schuif (vlak staal)
Matriaalsoort = Kunsstof met staal",,1,,NO.30.12-D42,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,13.6598083892032,
349,1,,-1.21,-1.21,8.5,0.6,3,,,,1955,zie memo veld,,,,"Afsluitmiddel    = Klep
Materiaalsoort = Azobé
",,1,,SD-D7,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,8.54417030316296,
350,2,2,-0.9,-0.9,25.9,3.2,3,,,,,,,,,,,1,,WV.10.28-D1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,25.8476553642627,
351,1,,12.3,12.3,8.5,0.2,20,,4,,,HV5 302RM-55,Kromme Jakken,Dam met duiker en inlaatwerk,,Meetbout,KROMME JAKKEN (KIN),1,,KROMME JAKKEN (KIN),3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,8.5,
352,1,,12,12,6,0.4,3,,4,,,,,Dam met duiker en inlaatwerk,,,H03-02_R_88,1,,H03-02_R_88,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,6.7387752592614,
353,1,,9.65,9.65,7,0.4,3,,4,,,Afsluitbaar,,Dam met duiker en inlaat,,,OD-04-52_B_2,1,,OD-04-52_B_2,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,5.83485561277852,
354,1,,1.9,1.9,9,0.6,3,4,4,,,,,Dam met duiker en inlaat,,Meetspijker,708 ACI (KIN),1,2024,708 ACI (KIN),3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,8.80390453739506,
355,1,,5.1,5.1,15.34,0.32,3,4,4,,,,,Dam met duiker en inlaatwerk,,"Hoogte zit op de put
Noordwesthoek",799 AFLAATWERK ZUIDWOLDE,1,,799 AFLAATWERK ZUIDWOLDE,3,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Aangeland,Onderhoud van de dam rechts (grondlichaam),10.0270264623569,
356,,0.5,-0.43,-0.43,7,,13,,,,,,,met schuif,,,,1,,SW.20.124-D1A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,6.99692646674624,
357,1,,-1.37,-1.37,3,0.6,21,4,4,,,HWZ kant,Inlaat Kloosterdijk,863 KLOOSTERDIJK (KIN),,,863 KLOOSTERDIJK (KIN),1,,863 KLOOSTERDIJK (KIN),3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,0.341307028606065,
358,1,,0.74,0.74,21.3,0.6,3,,,,,,,Inlaat met duiker,,,SW.20.208-D1,1,,SW.20.208-D1,3,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Railinfratrust B.V.,Onderhoud hoofdconstructie,21.2838955715957,
359,1,,-0.11,-0.11,11.25,0.3,20,4,4,,,817D,,Dam met duiker en inlaat,,Meetpunt van de stuw.,817D,1,,817D,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.66204940163051,
360,1,,-1.47,-1.43,39.4,1,3,,4,,,,,Dam met duiker,,Inlaat is een aluminium schuif en 1 meter breed,D3506,1,,D3506,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,39.4751843318904,
361,1,,4.12,4.12,17,0.7,3,2,4,,,,,Dam met duiker en uitlaatwerk,,"Meetspijker als NAP hoogte
Schuif aan zijdzijde",H3-4-02_A_2,1,,H3-4-02_A_2,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,17.0442464787913,
362,1,,9.83,9.83,7,0.3,20,,4,,,,,Dam met duiker en inlaatwerk,,,H02-02-62_K_84,1,,H02-02-62_K_84,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.07056582641319,
363,2,,,,15,0.35,1,,4,,1990,,"8035PE De Doornweg 28,  Zwolle",Inlaat met schuif,,"Meetspijker in damwand naast stuw
max 0,286
min -0,014

0,100 (zp)
0,100 (wp)",De Doornweg Kok,1,,SZ.220-S1,3,2,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,1.61440081695172,
364,1,,-0.93,-0.93,13,0.4,3,3,,,,,,666 BLOEMEN (KIN),,,666 BLOEMEN (KIN),1,,666 BLOEMEN (KIN),3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,12.7222269165362,
365,1,0.63,-1.14,-0.13,42.5,,13,,5,,,kwelscherm (Larssen22) +2.50 tot -6.50 NAP,,,,,,1,,NW.7-D198,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,45.0249452923223,
366,1,,,,38,0.5,20,,,,,,,,,,,1,,WV.10.29-D103,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,37.9717294248943,
367,1,,0.6,0.6,12,0.5,20,,,,,Revisie Vechterweerd,,,,,,1,,SW.20.100-D6,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,11.9976033027281,
368,1,,,,,0.8,3,,,,,,,,,,,1,,SW.20.13-D1003,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,3.10165223772741,
369,,,,,,,,,4,,,,,Koelwaterleiding Abbott,,,Koelwaterleiding Abbott,1,,IWK-53-1230,3,2,,,1,,,Houder vergunning,Gewoon en buitengewoon en constructie,,,5.98858914948149,
370,,,,,,,11,,5,,,eigenaar onbekend,,uitlaat tussen Achmea en GGD,4,,uitlaat tussen Achmea en GGD,1,,IWK-53-1360,3,2,,,1,,,Houder vergunning,Gewoon en buitengewoon en constructie,,,5.98880088062548,
371,1,,,,,1.6,20,,99,,,,,,,afsl=dompelpomp,duiker parkeerpl. Achmea,1,,IWK-53-1370,3,2,,,1,,,Houder vergunning,Gewoon en buitengewoon en constructie,,,5.98922766129652,
372,,,,,,,,,5,,,,,uitlaat Vilsterseweg,4,,Uitlaat Vilsterseweg,1,,IWK-53-1640,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,5.98949914463018,
373,1,,2.85,2.85,10,0.25,20,4,,,,,,Dam met duiker en inlaatwerk,,Meetbout,WO-04-04-08_A_4,1,,WO-04-04-08_A_4,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.92530823165217,
374,1,,9.97,9.97,1.9,0.3,20,4,,,2015,spindel afsluiter,,Inlaat in de stuw,,"De stuw staat in de historie, maar staat er nog wel. Is een inlaat geworden.

De Min stand is  9,966 De Max stand is 10,251.
De schuif is RVS en rechthoekig. Daar achter zit een ronde PVC buis rond 0,30. HR",RM442I1,1,,RM442I1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,1.90159845758469,
375,1,,-0.91,-0.91,12,1,3,,,,,,,,,,,1,,SW.20.41-D1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,11.9969397785375,
376,1,,-0.2,-0.2,21.2,1,21,,,,,,,,,,,1,,OV.100-D127,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,21.1968391164025,
377,2,,0.21,0.21,24,1.5,18,2,,,,,,672 RIETE (KIN),,Meetspijker op gemaal,672 RIETE (KIN),1,,672 RIETE (KIN),3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,24.1421201608234,
378,,,,,,,,,4,,,inname koelwater 5x,,procesleidingen Ausnutria 5x,,,Procesleidingen Ausnutria,1,,IWK-11-1150,3,2,,,1,,,Houder vergunning,Gewoon en buitengewoon en constructie,,,5.99016160257561,
379,,,,,,,,,4,,,,,procesleiding Ausnutria,,,Procesleidingen Ausnutria,1,,IWK-11-1130,3,2,,,1,,,Houder vergunning,Gewoon en buitengewoon en constructie,,,5.98900926481779,
380,,,,,,,,,4,,,lozing koelwater 1x,,procesleidingen Ausnutria,,,Procesleidingen Ausnutria,1,,IWK-11-1140,3,2,,,1,,,Houder vergunning,Gewoon en buitengewoon en constructie,,,5.98900926595113,
381,,,,,,,,,5,,,oud/buiten bedrijf,,effluentleiding RWZI Deventer oud,4,,effluentleiding RWZI Deventer,1,,IWK-53-0420,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,5.98963137530218,
382,,,,,,,,,6,,,,,effluentleiding nieuw,99,"afsl2=overstortgoot
afsl1=tolklep",effluentleiding nieuw RWZI Deventer,1,,IWK-53-0430,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,5.9898437381447,
383,,,,,,,,,5,,,,,RWZI Olst effluentleiding,4,,RWZI Olst effluentleiding,1,,IWK-53-0490,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,5.98987846096349,
384,1,,1.12,1.12,10.9,0.3,20,2,4,,,,,Weg met duiker en inlaat,,"Constructie hoogte 1,354 (bvk Schuifconstructie)
Min stuw 0,456
Max stuw 0,921",,2,,D770891,3,2,,,,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Onderhoud van de gehele dam (grondlichaam),10.8978471589631,
385,1,,14,14,11.89,0.31,13,,4,,2022,,,,,,,2,,10524I,3,,,,,,,Waterschap,Geheel onderhoud,,,11.8877385462481,
386,1,,0,0,7.5,0.5,3,,,,,"Luttenberg 2;Spindelschuif",,,,,,1,,OK.40.28-D149,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.49742195720829,
387,1,,1.28,1.28,11.5,0.6,3,,,,,Beton put,Inlaat Overijsselskanaal,,,,,1,,NW.15.20-D58,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,11.5390556851478,
388,1,,,-0.59,24.2,0.8,3,,,,,,Lierderholthuisweg,,,Meetspijker in beton bij peilscheiding,,1,,SW.45-D1,3,2,,,2,,,Waterschap,Bediening afsluiter,Gemeente,Onderhoud hoofdconstructie,24.6686121425157,
389,1,,,0.33,22.5,0.3,20,,,,,,,,,Meetspijker in hoek beton van inlaat Rietberg,,1,,SW.50.28-D1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,21.6000345154411,
390,1,,1.43,1.41,6,0.7,17,,,,,,Inlaat Bendijksweg,Inlaat,,Meetspijker in beton  oostk. Stuw Bendijksweg,3071 Bendijksweg,1,,NW.25-D1,3,1,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,5.97821012061676,
391,2,1,,,15.4,,28,4,,,,,,674 HARDENWEG (KIN),,Let op De meetbout is de bout van het gemaal.,674 HARDENWEG (KIN),1,,674 HARDENWEG (KIN),3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,3.47742738277373,
392,1,,9.13,9.14,10,0.5,3,,,,,"Luttenberg 2;Terugslagklep",,,,,,1,,OK.40.86-D1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,10.0000511998738,
393,1,,7.19,6.93,5,1,3,,,,,Inlaat,,,,,,1,,SW.170-D69,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,4.91116381357994,
394,1,,4.11,4.11,11.1,1,3,,,,,,,,,,,1,,OK.20.168-D855,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,11.9057902776882,
395,1,,1.81,1.85,7.9,1.25,3,,,,1996,,,,,Meetspijker Noordzijde Middenweg boven peilschaal,Middenweg v Lenthe,1,,DV.30.154-DK445,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.94052724988861,
396,1,,6.54,6.54,21.6,0.5,3,,,,,Verlengd Luttenberg 1,,,,,,1,,OK.40.20-D77,3,2,,,2,,,Waterschap,Bediening afsluiter,Waterschap,Gewoon en buitengewoon,21.5601254375529,
397,1,,6.05,6.05,12,0.5,3,,,,,Luttenberg 1,,,,,,1,,OK.55.2-D366,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,11.3738569757682,
398,1,,4.2,4.2,14,0.6,3,,,,,Inlaat Overijsselskanaal,,,,,,1,,SW.55-D51,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,13.9708425677761,
399,1,,5.45,5.45,22.8,0.5,3,,,,,Luttenberg 1,,dubbelkerende spindelschuif,,,,1,,OK.40.52-D4,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,22.7867741228623,
400,1,,0.9,0.76,10.8,0.5,3,,,,1990,,,,,Meetspijker in duiker bij peilschaal kr. Buldersleiding/Westeinde,Buldersleiding,1,,DV.10.92-DK146,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,10.7974747504951,
401,1,,0,0,14,0.5,3,,,,,Luttenberg 1,,dubbelkerende spindelschuif,,,,1,,OK.40.32-D82,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,17.8245933232631,
402,1,,0,0,12,0.5,3,,,,,Luttenberg 1,,dubbelkerende spindelschuif,,,,1,,OK.40.42-D2,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,10.6651418598986,
403,1,,5.2,5.2,10.2,0.6,3,,,,,,,,,,,1,,OK.20.162-D805,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,10.2357810300077,
404,1,,4.75,4.75,9.9,0.8,3,,,,,,,,,,,1,,OK.20.160-D806,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.88709224135901,
405,1,,4.46,4.46,7.6,0.6,3,,,,,,,,,,,1,,OK.20.166-D807,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.49905941003908,
406,1,,4.13,4.13,12.7,1,3,,,,,,,,,,,1,,OK.20.164-D808,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,12.6586977623793,
407,1,,-0.57,-0.57,16,0.5,21,,,,1988,Koedijk spoorlijn,Spoorlijn Zwolle-Meppel,Inlaat Koedijk spoorlijn,,Meetspijker in damwand naast stuw westkant spoorbaan,SZ.25.318-D2,1,,SZ.25.318-D2,3,2,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Railinfratrust B.V.,Onderhoud hoofdconstructie,20.3453804319517,
408,1,,-0.77,-0.77,20,0.3,3,,4,,1964,"zie memo veld, was ooit IWK-101-0110","Zwartemeerpolder, Kampereiland",inlaat,4,"Afsluitmiddel     = Schuif
Materiaal soort = Staal
",inlaatduiker Zwartemeerpolder,1,,ZP.5-D42,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,20.2677533305043,
409,1,,5.28,5.25,5,0.6,3,,,,,Luttenberg 1,,,,,,1,,OK.20.6-D54A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,4.64921320939725,
410,1,,,,12.1,0.3,20,,,,,,,,,,,1,,AS.85.12-D419,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,12.1004562178806,
411,1,,12.74,12.9,10.8,0.3,20,4,4,,,,,Dam met duiker en inlaat,,"benedenstroom niet gemeten ivm. schuif

Meetbout",MR-02-9.2_B_12,1,,MR-02-9.2_B_12,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,Aangeland,Onderhoud van de dam rechts (grondlichaam),10.79004127126,
