FID,omschr,voorz_vop,voorz_fop,voorz_vri,rijrtnghrb,rijrtngzij,afbuiging,invent_oms,wvk_id,wvk_begdat,afstand,fk_veld1,fk_veld4,ibn,gdb_geomattr_data,shape
kruispunten_wegvak.721,T-kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,HEINOSEWEG,600937085,2022-10-01T00:00:00,465,060093708520221001,KPK0001451989,I,,POINT (213963.69909999892 491989.1499999985)
kruispunten_wegvak.694,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,DELDENERSTRAAT,495352026,2022-07-01T00:00:00,0,049535202620220701,KPK0001428433,I,,POINT (247992.64620000124 476139.2653999999)
kruispunten_wegvak.695,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,DELDENERSTRAAT,495352016,2022-07-01T00:00:00,17,049535201620220701,KPK0001428433,I,,POINT (247992.64620000124 476139.2653999999)
kruispunten_wegvak.696,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,DAALDERSTRAATJE                DAALDERSTRAATJE,600140381,2022-07-01T00:00:00,5,060014038120220701,KPK0001428451,I,,POINT (173343.13819999993 422448.3920000009)
kruispunten_wegvak.697,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,DAALDERSTRAATJE                DAALDERSTRAATJE,600959002,2022-07-01T00:00:00,1,060095900220220701,KPK0001428452,I,,POINT (173353.51399999857 422448.76960000023)
kruispunten_wegvak.698,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIEUWE PROVINCIALEWEG (N215),120250023,2022-07-01T00:00:00,8,012025002320220701,KPK0001428638,I,,POINT (60025.69029999897 425060.692400001)
kruispunten_wegvak.699,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,FLEVOWEG,377415074,2021-11-01T00:00:00,1,037741507420211101,KPK0001432402,I,,POINT (188657.4572999999 507606.83989999816)
kruispunten_wegvak.700,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,FLEVOWEG,600144763,2019-02-01T00:00:00,8,060014476320190201,KPK0001432403,I,,POINT (188462.61100000143 507500.08960000053)
kruispunten_wegvak.701,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,FLEVOWEG,600144866,2021-10-01T00:00:00,2,060014486620211001,KPK0001432403,I,,POINT (188467.78730000183 507492.4855999984)
kruispunten_wegvak.702,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,FLEVOWEG,600948817,2022-06-01T00:00:00,11,060094881720220601,KPK0001432404,I,,POINT (188635.64759999886 507638.94150000066)
kruispunten_wegvak.703,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,FLEVOWEG,600953941,2022-06-01T00:00:00,435,060095394120220601,KPK0001432405,I,,POINT (188441.22580000013 507531.6545000002)
kruispunten_wegvak.704,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,SLAPER,381409041,2015-10-01T00:00:00,7,038140904120151001,KPK0001432406,I,,POINT (190900.8060999997 504916.18730000034)
kruispunten_wegvak.705,Kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,VISSERSWEG                     OUDE WESTERLOOSEDIJK,600460339,2022-07-01T00:00:00,1369,060046033920220701,KPK0001428659,I,,POINT (58172.20850000158 426167.3990000002)
kruispunten_wegvak.706,Kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,VISSERSWEG                     OUDE WESTERLOOSEDIJK,600460336,2022-07-01T00:00:00,2,060046033620220701,KPK0001428660,I,,POINT (58167.97789999843 426159.70329999924)
kruispunten_wegvak.707,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600978298,2022-10-01T00:00:00,4,060097829820221001,KPK0001451313,I,,POINT (31404.995000001043 387189.77149999887)
kruispunten_wegvak.708,T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",,,OUDE HOOFDWEG,600455463,2022-10-01T00:00:00,442,060045546320221001,KPK0001451314,I,,POINT (48984.19590000063 411926.0725999996)
kruispunten_wegvak.709,Rotonde,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,BOOGERDWEG                     ZWAARDWEG,600977441,2022-10-01T00:00:00,0,060097744120221001,KPK0001451315,I,,POINT (49449.69099999964 411263.8627000004)
kruispunten_wegvak.710,Rotonde,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,BOOGERDWEG                     ZWAARDWEG,600977445,2022-10-01T00:00:00,4,060097744520221001,KPK0001451316,I,,POINT (49472.727299999446 411294.1022000015)
kruispunten_wegvak.711,Kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIEUWE DEVENTERWEG             BURGEMEESTER ZUIDWIJKLAAN,600149476,2022-07-01T00:00:00,1,060014947620220701,KPK0001429269,I,,POINT (214971.31529999897 490638.7533)
kruispunten_wegvak.712,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZWOLSEWEG                      DALFSERWEG,600148483,2022-10-01T00:00:00,2,060014848320221001,KPK0001451973,I,,POINT (212220.0047999993 495859.0144999996)
kruispunten_wegvak.713,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,HEINOSEWEG,426386023,2022-10-01T00:00:00,110,042638602320221001,KPK0001451975,I,,POINT (213325.72630000114 493160.7542999983)
kruispunten_wegvak.714,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,HEINOSEWEG                     'T REELAER,426386021,2022-10-01T00:00:00,169,042638602120221001,KPK0001451976,I,,POINT (213385.0511999987 493002.9787000008)
kruispunten_wegvak.715,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,HEINOSEWEG,426385003,2022-10-01T00:00:00,91,042638500320221001,KPK0001451977,I,,POINT (213426.060899999 492920.2936999984)
kruispunten_wegvak.716,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,HEINOSEWEG,426385003,2022-10-01T00:00:00,373,042638500320221001,KPK0001451981,I,,POINT (213558.68129999936 492671.4571999982)
kruispunten_wegvak.717,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,HEINOSEWEG,426385003,2022-10-01T00:00:00,545,042638500320221001,KPK0001451985,I,,POINT (213645.2800000012 492522.8542999998)
kruispunten_wegvak.718,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,HEINOSEWEG                     'T REELAER,426385003,2022-10-01T00:00:00,700,042638500320221001,KPK0001451986,I,,POINT (213724.62299999967 492389.70169999823)
kruispunten_wegvak.719,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,HEINOSEWEG,600937085,2022-10-01T00:00:00,218,060093708520221001,KPK0001451987,I,,POINT (213836.94310000166 492201.5929999985)
kruispunten_wegvak.720,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,HEINOSEWEG,600937085,2022-10-01T00:00:00,353,060093708520221001,KPK0001451988,I,,POINT (213906.11499999836 492085.6609000005)
kruispunten_wegvak.722,Kruispunt met linksafvakken in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,DE JONGSTRAAT                  HELLENDOORNSEWEG,435377001,2022-12-01T00:00:00,1031,043537700120221201,KPK0001468914,I,,POINT (218648.20199999958 488577.74379999936)
kruispunten_wegvak.723,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,437377001,2022-12-01T00:00:00,26,043737700120221201,KPK0001468915,I,,POINT (218681.5727000013 488576.7562999986)
kruispunten_wegvak.724,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIJVERDALSEWEG,437377001,2022-12-01T00:00:00,123,043737700120221201,KPK0001468918,I,,POINT (218777.8392000012 488566.06390000135)
kruispunten_wegvak.725,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIJVERDALSEWEG,437377001,2022-12-01T00:00:00,204,043737700120221201,KPK0001468919,I,,POINT (218856.54419999942 488546.9578000009)
kruispunten_wegvak.726,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIJVERDALSEWEG,437377001,2022-12-01T00:00:00,272,043737700120221201,KPK0001468920,I,,POINT (218922.46779999882 488530.2818999998)
kruispunten_wegvak.727,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIJVERDALSEWEG,437377001,2022-12-01T00:00:00,567,043737700120221201,KPK0001468921,I,,POINT (219208.61580000073 488458.5694999993)
kruispunten_wegvak.728,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIJVERDALSEWEG,437377001,2022-12-01T00:00:00,860,043737700120221201,KPK0001468922,I,,POINT (219474.2617000006 488335.6682999991)
kruispunten_wegvak.729,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIJVERDALSEWEG,437377001,2022-12-01T00:00:00,1020,043737700120221201,KPK0001468923,I,,POINT (219618.19330000132 488265.78489999846)
kruispunten_wegvak.730,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIJVERDALSEWEG,437377001,2022-12-01T00:00:00,1079,043737700120221201,KPK0001468924,I,,POINT (219671.2511 488239.9805999994)
kruispunten_wegvak.731,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,NIJVERDALSEWEG                 KEIZERSVELDWEG,439376004,2021-10-01T00:00:00,6,043937600420211001,KPK0001468937,I,,POINT (219798.7217000015 488151.2938000001)
kruispunten_wegvak.732,Kruispunt met linksafvakken in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,STATIONSWEG,600941392,2022-12-01T00:00:00,99,060094139220221201,KPK0001468941,I,,POINT (222481.9274000004 487436.8792999983)
kruispunten_wegvak.733,Kruispunt met linksafvakken in de hoofdrijbaan,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ALMELOSEWEG                    TUNNELWEG,600950829,2022-12-01T00:00:00,1424,060095082920221201,KPK0001468942,I,,POINT (223899.80169999972 487305.18019999936)
kruispunten_wegvak.734,Kruispunt zonder voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,GROTE GENT                     VBW. C EN D RW65,600136447,2019-02-01T00:00:00,8,060013644720190201,KPK0001474963,I,,POINT (149085.99230000004 408387.95899999887)
kruispunten_wegvak.735,Pseudo kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KRUISHOEVEWEG,600135019,2022-10-01T00:00:00,36,060013501920221001,KPK0001476326,I,,POINT (145656.9710999988 405755.75609999895)
kruispunten_wegvak.736,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,,GROENEWOUDDREEF,600946613,2022-10-01T00:00:00,7,060094661320221001,KPK0001476327,I,,POINT (146017.39869999886 406029.68620000035)
kruispunten_wegvak.737,Kruispunt zonder voorrangsregeling,N,N,N,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,SPARRENDAALSEWEG,600946582,2022-10-01T00:00:00,336,060094658220221001,KPK0001476328,I,,POINT (145949.07429999858 405986.88280000165)
kruispunten_wegvak.738,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600953497,2022-06-01T00:00:00,474,060095349720220601,KPK0001475964,I,,POINT (172874.1361999996 436993.6429999992)
kruispunten_wegvak.739,Pseudo kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,SPARRENDAALSEWEG,600135019,2022-10-01T00:00:00,120,060013501920221001,KPK0001476342,I,,POINT (145606.86659999937 405688.3830000013)
kruispunten_wegvak.740,Pseudo kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ACHTERSTRAAT                   TOUWSLAGERSBAANTJE,600128424,2022-10-01T00:00:00,43,060012842420221001,KPK0001476353,I,,POINT (143905.07869999856 403994.39759999886)
kruispunten_wegvak.741,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,SCHILDERSTRAATJE,600128423,2021-10-01T00:00:00,31,060012842320211001,KPK0001476354,I,,POINT (143804.4101999998 403905.8872999996)
kruispunten_wegvak.742,Pseudo kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ACHTERSTRAAT                   TOUWSLAGERSBAANTJE,287207008,2022-10-01T00:00:00,122,028720700820221001,KPK0001476355,I,,POINT (143928.10300000012 403997.0058000013)
kruispunten_wegvak.743,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,SCHILDERSTRAATJE,286206010,2021-10-01T00:00:00,824,028620601020211001,KPK0001476356,I,,POINT (143827.78620000184 403909.7355999984)
kruispunten_wegvak.744,Pseudo kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KREITESTRAAT                   HOGE RAAM,600128423,2021-10-01T00:00:00,835,060012842320211001,KPK0001476364,I,,POINT (143198.58700000122 403377.37999999896)
kruispunten_wegvak.745,Pseudo kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KREITESTRAAT                   HOGE RAAM,600461467,2022-10-01T00:00:00,564,060046146720221001,KPK0001476365,I,,POINT (143205.9763999991 403366.9770999998)
kruispunten_wegvak.746,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),,L,'KP.JULIANAPLEIN'RW. 28,600980353,2023-01-01T00:00:00,2,060098035320230101,KPK0001458648,I,,POINT (233783.129900001 580115.9937999994)
kruispunten_wegvak.747,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),,,'KP.JULIANAPLEIN'RW. 28        EMMAVIADUCT,600150689,2022-11-01T00:00:00,2,060015068920221101,KPK0001458649,I,,POINT (233785.6414999999 580126.6722000018)
kruispunten_wegvak.748,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,LICHTENVOORDSEWEG,600984689,2022-11-01T00:00:00,6,060098468920221101,KPK0001459118,I,,POINT (230415.53440000117 441302.4811999984)
kruispunten_wegvak.749,Kruispunt met linksafvakken in de hoofdrijbaan,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,LANDSTRAAT,463284006,2021-10-01T00:00:00,3,046328400620211001,KPK0001459119,I,,POINT (231545.15249999985 442474.18189999834)
kruispunten_wegvak.750,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,VARSSEVELDSEWEG,600404773,2022-11-01T00:00:00,226,060040477320221101,KPK0001459120,I,,POINT (234483.248399999 444264.54670000076)
kruispunten_wegvak.751,Kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZIEUWENTSEWEG                  ZIEUWENTSEWEG=N312,600951176,2022-06-01T00:00:00,30,060095117620220601,KPK0001459126,I,,POINT (235189.22529999912 445313.2298000008)
kruispunten_wegvak.752,Kruispunt met voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,AANSL. 26 RW. 35 VBW. c        AANSL. 26 RW. 35 VBW. d,506339032,2022-11-01T00:00:00,330,050633903220221101,KPK0001459144,I,,POINT (253251.71599999815 469864.8200000003)
kruispunten_wegvak.753,Kruispunt met voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,AANSL. 26 RW. 35 VBW. c        AANSL. 26 RW. 35 VBW. d,600204355,2022-11-01T00:00:00,29,060020435520221101,KPK0001459145,I,,POINT (253237.11890000105 469876.37099999934)
kruispunten_wegvak.754,T-kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, keerverbod op rechter hoofdrijbaan (D4 + F7)",Alleen rechtdoor toegestaan en keerverbod voor de rechter zijstraat (D4 + F7),,'BRAILLEWEG',600987089,2022-12-01T00:00:00,1,060098708920221201,KPK0001459592,I,,POINT (233768.69640000165 579965.6343999989)
kruispunten_wegvak.755,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,WEGRESTERANT EEMSHAVEN,600153206,2022-03-01T00:00:00,2,060015320620220301,KPK0001459703,I,,POINT (251984.1239 599379.8559999987)
kruispunten_wegvak.756,Kruispunt zonder voorrangsregeling,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,N324,335231053,2022-08-01T00:00:00,5,033523105320220801,KPK0001438729,I,,POINT (167822.67419999838 415922.5144000016)
kruispunten_wegvak.757,Kruispunt zonder voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,VBW. c & d (RW59)              VORSTENGRAFDONK,600284642,2022-08-01T00:00:00,46,060028464220220801,KPK0001438730,I,,POINT (167701.45149999857 416330.5210000016)
kruispunten_wegvak.758,Kruispunt zonder voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,VBW. c & d (RW59)              VORSTENGRAFDONK,600284646,2022-08-01T00:00:00,46,060028464620220801,KPK0001438730,I,,POINT (167720.39440000057 416325.1805000007)
kruispunten_wegvak.759,Kruispunt zonder voorrangsregeling,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,N324,600140493,2022-08-01T00:00:00,425,060014049320220801,KPK0001438733,I,,POINT (167798.90419999883 415927.311900001)
kruispunten_wegvak.760,Kruispunt zonder voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,VBW. c & d RW59                VORSTENGRAFDONK,600141115,2022-08-01T00:00:00,7,060014111520220801,KPK0001438734,I,,POINT (167676.60399999842 416330.32829999924)
