FID,omschr,voorz_vop,voorz_fop,voorz_vri,rijrtnghrb,rijrtngzij,afbuiging,invent_oms,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
kruispunten_kenmerk.260,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,LOOWEG,R,122.68800354,050,KPK0001142079,I,,POINT (169649.84899999946 409114.7270000018)
kruispunten_kenmerk.261,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,WEST NIEUWLANDSEDIJK           BROUWERSDAM BINNENZ,R,35.82300186,057,KPK0001142254,I,,POINT (51307.22819999978 423716.04940000176)
kruispunten_kenmerk.262,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,PAR.WEG                        WERKVERKEER,R,58.29999924,057,KPK0001142308,I,,POINT (39790.5896999985 408387.2589999996)
kruispunten_kenmerk.263,Rotonde,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",,,DORPSDIJK=N663                 POLREDIJK=N663,R,71.17199707,057,KPK0001142331,I,,POINT (32476.08350000158 399897.4140000008)
kruispunten_kenmerk.294,T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,OSDORPERWEG,R,5.61100006,200,KPK0001144568,I,,POINT (112225.19420000166 488633.0705999993)
kruispunten_kenmerk.265,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,44.04000092,057,KPK0001142392,I,,POINT (46936.72929999977 417352.61199999973)
kruispunten_kenmerk.266,Kruispunt zonder voorrangsregeling,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de linker hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor de rechter zijstraat (D6R + F7),,BS.ARNEMUIDEN,R,163.92599487,058,KPK0001143176,I,,POINT (36357.7853000015 391168.2859000005)
kruispunten_kenmerk.267,Kruispunt zonder voorrangsregeling,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de linker hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor de rechter zijstraat (D6R + F7),,BS.ARNEMUIDEN,R,164.0269928,058,KPK0001143177,I,,POINT (36309.2210999988 391087.74020000175)
kruispunten_kenmerk.268,Pseudo T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,PPL.+ CARP.PL.,R,102.38800049,059,KPK0001143199,I,,POINT (119716.18299999833 410725.4789999984)
kruispunten_kenmerk.269,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,RW027 vbw. c                   RW059 vbw. q,R,102.73400116,059,KPK0001143200,I,,POINT (120111.95639999956 411027.1895000003)
kruispunten_kenmerk.270,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,EIGENWEG WATERSCHAP,R,116.01000214,059,KPK0001143207,I,,POINT (133156.1336000003 411684.5315000005)
kruispunten_kenmerk.271,Rotonde,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,RW059 vbw 42 b Heusden,R,122.73600006,059,KPK0001143211,I,,POINT (139681.4182999991 412150.8794)
kruispunten_kenmerk.272,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,127.13800049,059,KPK0001143215,I,,POINT (143943.0821999982 411725.8682000004)
kruispunten_kenmerk.273,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,HOOSJESWEG,R,7.91800022,059,KPK0001143227,I,,POINT (47298.13439999893 412732.4177000001)
kruispunten_kenmerk.274,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,BRASWEG,R,3.33200002,059,KPK0001143239,I,,POINT (50657.91730000079 409863.56799999997)
kruispunten_kenmerk.275,Pseudo kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,PAR.WEG                        OUDE POLDERDIJK,R,17.47999954,059,KPK0001143250,I,,POINT (55911.38280000165 407761.18180000037)
kruispunten_kenmerk.276,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIEUWE GROENEWEG,R,25.44199944,059,KPK0001143265,I,,POINT (63389.00939999893 408560.8060000017)
kruispunten_kenmerk.277,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",Rechtdoor met linksaf toegestaan en keerverbod voor de rechter zijstraat (D6L + F7),,WEG OM HELEVOETSSLUIS,R,27.8390007,059,KPK0001143270,I,,POINT (65496.36969999969 409481.4572999999)
kruispunten_kenmerk.278,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",Rechtdoor met linksaf toegestaan en keerverbod voor de rechter zijstraat (D6L + F7),,WEG OM HELEVOETSSLUIS,R,27.8390007,059,KPK0001143272,I,,POINT (65496.36969999969 409481.4572999999)
kruispunten_kenmerk.279,T-kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,STRAND GREVELINGENDAM,R,32.52299881,059,KPK0001143287,I,,POINT (69764.25400000066 411004.7168999985)
kruispunten_kenmerk.280,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,VBW. c (RW 27)                 VBW. d (RW 27),R,102.73400116,059,KPK0001143365,I,,POINT (120114.57999999821 411020.2987000011)
kruispunten_kenmerk.281,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,VBW. c (RW 27)                 VBW. d (RW 27),R,102.73699951,059,KPK0001143366,I,,POINT (120100.07499999925 411055.3839999996)
kruispunten_kenmerk.282,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,ONBEKEND,R,23.12899971,061,KPK0001143496,I,,POINT (46094.78200000152 368205.8220999986)
kruispunten_kenmerk.283,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,ONBEKEND,R,23.12899971,061,KPK0001143498,I,,POINT (46096.982200000435 368220.96869999915)
kruispunten_kenmerk.284,Pseudo T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,PAR.WEG (TRACTOREN),R,23.52899933,061,KPK0001143502,I,,POINT (46474.752700001 368257.15040000156)
kruispunten_kenmerk.285,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,J.F.KENNEDYLAAN                PAST.VAN DEN HOUTSTRAAT,R,4.48099995,065,KPK0001143519,I,,POINT (148020.13910000026 407474.30999999866)
kruispunten_kenmerk.286,Niet indeelbaar,J,J,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,VRACHTVERKEER,R,17.31999969,073,KPK0001144196,I,,POINT (199226.93470000103 355032.0423000008)
kruispunten_kenmerk.287,Niet indeelbaar,J,J,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,VRACHTVERKEER,R,17.28899956,073,KPK0001144202,I,,POINT (199195.79850000143 354991.0533999987)
kruispunten_kenmerk.288,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENROUTE,R,20.35400009,073,KPK0001144207,I,,POINT (199556.32669999823 357659.28020000085)
kruispunten_kenmerk.289,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,VRACHTVERKEER,R,20.19199944,073,KPK0001144209,I,,POINT (199707.2851999998 357603.32669999823)
kruispunten_kenmerk.290,Pseudo kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,PAR.WEG,R,2.2579999,099,KPK0001144543,I,,POINT (115034.68360000104 547700.6931000017)
kruispunten_kenmerk.291,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,VERBINDINGSWEG,R,11.44099998,099,KPK0001144545,I,,POINT (122751.36800000072 545160.7925999984)
kruispunten_kenmerk.292,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,LAAN IN 'T OOSTEN,R,17.07299995,099,KPK0001144546,I,,POINT (127969.70529999956 547211.4180000015)
kruispunten_kenmerk.293,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,KLEITELWEG,R,18.22500038,099,KPK0001144547,I,,POINT (128917.96799999848 547854.3528999984)
kruispunten_kenmerk.295,T-kruispunt met voorrangsregeling,N,N,J,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",,,HAARLEMMERSTRAATWEG,R,6.57399988,200,KPK0001144572,I,,POINT (111335.92660000175 488856.51199999824)
kruispunten_kenmerk.296,Kruispunt zonder voorrangsregeling,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor met linksaf toegestaan en keerverbod voor de rechter zijstraat (D6L + F7),,RW 9 VBW. d                    RW 9 VBW. d,R,9.27999973,200,KPK0001144592,I,,POINT (108656.18769999966 488651.63379999995)
kruispunten_kenmerk.297,Kruispunt met linksafvakken in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,HAGENWEG,R,9.73499966,835,KPK0001144657,I,,POINT (210291.8473000005 498161.8898999989)
kruispunten_kenmerk.298,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZWOLSEWEG                      DALFSERWEG,R,12.7869997,835,KPK0001144665,I,,POINT (212215.65399999917 495845.7686999999)
kruispunten_kenmerk.299,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,RAALTERDWARSWEG                BERKENDIJK,R,15.52200031,835,KPK0001144670,I,,POINT (213392 493848)
kruispunten_kenmerk.300,Pseudo T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,REST.'OCEAN',R,16.11400032,835,KPK0001144672,I,,POINT (213312.29879999906 493269.37640000135)
kruispunten_kenmerk.301,Kruispunt met linksafvakken in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIJVERDALSEWG,R,25.65699959,835,KPK0001144706,I,,POINT (220179.2734999992 487989.42770000175)
kruispunten_kenmerk.302,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,BURGERMEESTER H.BOERSINGEL,R,37.21699905,835,KPK0001144714,I,,POINT (231621.81969999894 486625.23050000146)
kruispunten_kenmerk.303,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,'HENDRIK-IDO-AMBACHT'VBW. a,R,21.98999977,915,KPK0001144740,I,,POINT (102667.53290000185 429907.2184999995)
kruispunten_kenmerk.304,Kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, keerverbod op linker hoofdrijbaan (D4 + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,GOYERWEG,R,103.27200317,027,KPK0001149899,I,,POINT (146766.27739999816 477054.71449999884)
kruispunten_kenmerk.305,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,STICHTSE PAD,R,109.56199646,027,KPK0001149901,I,,POINT (151350.12200000137 480632.48600000143)
kruispunten_kenmerk.306,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,STICHTSE PAD,R,108.98500061,027,KPK0001149902,I,,POINT (151335.71759999916 480630.7895000018)
kruispunten_kenmerk.307,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,STICHTSE PAD,R,108.99199677,027,KPK0001149903,I,,POINT (151114.73070000112 480774.91690000147)
kruispunten_kenmerk.308,Kruispunt met linksafvakken in de hoofdrijbaan,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,TEN CATEWEG                    NIJVERDALSESTRAAT,R,40.87599945,035,KPK0001150193,I,,POINT (235285.76639999822 486305.48479999974)
kruispunten_kenmerk.309,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,De OVERSTEEK,R,33.84000015,001,KPK0001150608,I,,POINT (149377.45600000024 470276.9620000012)
kruispunten_kenmerk.310,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,Tjerkwerderweg,R,110.66500092,007,KPK0001151124,I,,POINT (163178 563445.186999999)
kruispunten_kenmerk.311,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,BUSBAAN,R,184.03700256,007,KPK0001151128,I,,POINT (221280.0148999989 578134.1660000011)
kruispunten_kenmerk.312,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,AERT DE GELDERLAAN,R,76.92500305,009,KPK0001151284,I,,POINT (109555.7573999986 515561.2426000014)
kruispunten_kenmerk.313,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,TREKWEI,R,35.46500015,031,KPK0001152260,I,,POINT (177244.5837999992 579889.0949000008)
kruispunten_kenmerk.314,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OOSTERHESSELERWEG,R,18.7859993,037,KPK0001152344,I,,POINT (245671.7109999992 527272.7294000015)
kruispunten_kenmerk.315,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,VEGHELSEDIJK                   MOLENEINDSTRAAT,R,120.64099884,050,KPK0001152362,I,,POINT (169718.88589999825 407053.85500000045)
kruispunten_kenmerk.316,Kruispunt zonder voorrangsregeling,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de linker hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor de rechter zijstraat (D6R + F7),,BS.ARNEMUIDEN,R,164.06599426,058,KPK0001152579,I,,POINT (36236.82609999925 391080.91640000045)
kruispunten_kenmerk.317,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan voor de rechter hoofdrijbaan (D4),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,CALAMITEITEN,R,46.45000076,009,KPK0001155768,I,,POINT (108100.496199999 492223.8927000016)
kruispunten_kenmerk.318,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan voor de linker hoofdrijbaan (D4),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,CALIMITEITEN,R,46.78499985,009,KPK0001155769,I,,POINT (107935.67210000008 492515.48600000143)
kruispunten_kenmerk.319,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,26.33300018,009,KPK0001155862,I,,POINT (120352.10280000046 478808.06280000135)
kruispunten_kenmerk.320,Kruispunt zonder voorrangsregeling,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,RW 20O VBW. d                  RW 200 VBW.d,R,42.84799957,009,KPK0001155891,I,,POINT (108797.14029999822 488675.48589999974)
kruispunten_kenmerk.321,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,R,29.24699974,010,KPK0001156146,I,,POINT (118978.11600000039 491293.5705000013)
kruispunten_kenmerk.322,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,R,30.61300087,010,KPK0001156147,I,,POINT (119684.04560000077 492444.9050000012)
kruispunten_kenmerk.323,Kruispunt zonder voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan voor de rechter hoofdrijbaan (D4),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,PROVINCIALEWEG (N217),R,16.27000046,029,KPK0001156275,I,,POINT (93067.1286999993 425851.626699999)
kruispunten_kenmerk.324,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan voor de rechter hoofdrijbaan (D4),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,ONBEKEND,R,23.42300034,061,KPK0001156399,I,,POINT (46374.079900000244 368222.0181999989)
kruispunten_kenmerk.325,Pseudo kruispunt zonder voorrangsregeling,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor beide zijstraten (D6R + F7),,SPOORWEGOVERGANG,R,9.58199978,010,KPK0001158127,I,,POINT (126880.63129999861 486564.15210000053)
kruispunten_kenmerk.326,Kruispunt zonder voorrangsregeling,J,J,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,BUSBAAN,R,27.11000061,010,KPK0001158149,I,,POINT (117982.68400000036 489426.65520000085)
kruispunten_kenmerk.327,Niet indeelbaar,N,N,N,beide afslagen toegestaan OF rechtdoor met rechtsaf OF rechtdoor met linksaf (D7 + D6R of D7 + D6L),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,AKI                            AKI,R,28.3010006,010,KPK0001158192,I,,POINT (118481.87460000068 490470.6094999984)
kruispunten_kenmerk.328,Pseudo kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,CALAMITEITENPAD RWS,R,13.31900024,029,KPK0001159362,I,,POINT (94875.23250000179 428113.6656000018)
kruispunten_kenmerk.329,T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor de rechter hoofdrijbaan (D6L),,,VBW.a =RW. 10,B,0.264,200,KPK0001223465,I,,POINT (118107.20069999993 488694.17540000007)
kruispunten_kenmerk.330,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,,KIMPOWEG,R,0.076,200,KPK0001223469,I,,POINT (117747.5951000005 488699.93299999833)
