OBJECTID,PUIC,REF_WISSEL_KRUISING_PUIC,REF_WISSEL_KRUISING_NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,OPC_GEBIED_NAAM,OPC_GEBIED_NR,TECHNIEKVELD,PGO_GEBIED_NAAM,BEHEERDER,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,X,Y,Z,PGO_GEBIED_NR,GELDIG_VANAF,PUBLICATIEDATUM,PCA,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
503,08e10cda-416e-401a-9c89-336e63e0c2fb,d051c269-d505-408a-9367-1ffd8384c9ac,221A,60,Bestaand,543,b,543,543_b,Hengelo,Hgl-Odzg,Hengelo - Oldenzaal Grens ,"16,005648",0.391663,"0,391663",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Hengelo,HGL,PPLG,251640.956,475888.657,21.79299999,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.26253087,6.80284804,16.005648
504,1f8825cf-00de-4fbe-adad-e00aaf93b68c,3770382a-399b-4297-88b4-5d11c3c0a9eb,189B,60,Bestaand,517,a,517,517_a,Venlo,Vl-Ehv,Venlo - Eindhoven ,"0,128973",-25.028782,"-25,028782",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Venlo,VL,PPLG,209460.59099999,375456.674,22.032,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.36567294,6.16922214,0.128973
505,9ea70aed-04f3-43b0-97b7-91d55f7e3eb5,77f40bb4-de05-4436-a9d1-518373b3530b,13B,60,Bestaand,504,b,504,504_b,Heerlen,Std-Hz,Sittard - Herzogenrath (D) ,"17,058812",-0.530734,"-0,530734",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Heerlen,HRL,PPLG,195092.459,323104.21399999,104.482,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.89630977,5.95705079,17.058812
506,f2b4fcd8-2180-4058-82b1-6cca22b7ffb9,0483fa42-a6d4-45e9-989f-3bb44d93e126,653,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"44,188042",-103.101092,"-103,101092",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort Hoofdwerkplaats,AMFWPH,NCBG,153664.58799999,462906.813,5.569,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15433374,5.36769016,44.188042
507,d74f0915-c1d1-4268-a325-ad0c7900eb83,871572eb-771d-4056-bc69-9e09b721f4e6,663,60,Bestaand,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,"61,760879",-4.193627,"-4,193627",Zuid,Z,Goes,18,Baan,Zeeland,ProRail,Lewedorp,LWD,PPLG,38484.22499999,391805.992,6.003,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.5032003,3.70896526,61.760879
508,343f4bf4-2110-45cc-8bb5-230736398fba,e9d60f5c-926b-4f62-96c8-f64a7fe62966,61B,60,Bestaand,123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,"19,857207",-1.83377,"-1,833770",Zuid,Z,Breda,20,Baan,Brabant,ProRail,Tilburg Universiteit,TBU,PPLG,131709.87299999,397398.57299999,14.725,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.56504461,5.05130369,19.857207
509,66a887cd-19bc-4d8c-a83d-8e2aed0b6bb8,55efd671-4c45-4a8e-b3d8-1eb836b0cb70,919,60,Bestaand,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,"69,078177",-21.590448,"-21,590448",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Venlo,VL_38,NCBG,209991.681,374667.90299999,21.728,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.35853205,6.17672503,69.078177
510,b60c0cef-63e1-4f3a-80d2-9b9cbc7d19a9,3fb01e56-1c5e-4989-a638-ffc7d2b32d4d,207,60,Bestaand,517,a,517,517_a,Venlo,Vl-Ehv,Venlo - Eindhoven ,"0,199428",6.841613,"6,841613",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Venlo,VL,PPLG,209416.389,375521.416,22.45499999,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.3662591,6.16859743,0.199428
511,88a5c7c5-378e-487d-bf39-9cdb5b585b65,1222053d-b39a-4222-8976-ae0ae8fbc9d0,261,120,Bestaand,470,a,470,470_a,Botlek,Bot-Odma,"Rotterdam, Botlek - Oude Maas ","100,970789",-1.693985,"-1,693985",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Botlek",BOT,NCBG,81626.345,432691.423,4.718,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.87792322,4.32161105,100.970789
512,612f4c72-71d6-4b37-8408-c9ff252a5261,b281fc19-9249-48d8-b876-65146c65b24f,29,60,Bestaand,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,"17,609133",6.87959,"6,879590",Noord-Oost,NO,Maas en Waal,28,Baan,Gelre,ProRail,Nijmegen,NM,PPLG,186980.103,427843.928,23.66799999,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Oost,51.83826598,5.85122431,17.609133
513,a0112fc4-3c4f-4a0e-a4e4-a75eda3c3475,2669c5ba-4dcd-4c80-8bd7-b43c81b7a1c4,1007B,60,Bestaand,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,"57,499312",-3.947894,"-3,947894",Zuid,Z,Boxtel,23,Baan,Brabant,ProRail,Eindhoven,EHV,PPLG,160212.98199999,384169.09,22.916,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.44658744,5.46218706,57.499312
514,52871377-251e-4427-90f3-69b6a754a46f,5e0d6901-59af-4ed2-8335-f7b866788a84,911,60,Bestaand,550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"25,896608",33.198523,"33,198523",Noord-Oost,NO,Friesland,36,Baan,Wadden,ProRail,Leeuwarden,LW_TRS30,NCBG,181749.66399999,578801.956,1.204,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.19520412,5.78745268,25.896608
515,5a0aecc9-f922-4fb7-b247-37b57497fc8a,ff510f22-23de-4248-a5b6-dc1985f95dd5,1107,60,Bestaand,534,b,534,534_b,Leiden Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"46,289932",15.423905,"15,423905",Randstad Zuid,RZ,Leiden,1,Baan,Rijn en Gouwe,ProRail,Leiden Centraal,LEDN,PPLG,92611.178,464124.423,5.40399999,100,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,BAM Rail,Ja,Zuid-Holland Noord,52.16175662,4.47539044,46.289932
516,21f7df5c-5a45-4c7c-8f25-59f46bf596b9,0a7ce434-02f8-4109-98c2-52938b74f8b5,7B,60,Bestaand,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,"904,273120",0.62249,"0,622490",Randstad Noord,RN,Weesp,11,Baan,Amstelsepoort,ProRail,Amsterdam Watergraafsmeer,WGM,PPLG,124394.446,485600.96799999,3.14699999,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.35745234,4.93793747,904.27312
517,e4761e75-b4a7-446d-b90e-f0b6b0345ba3,f97ca6b4-2ff2-48f3-9842-dce5585e870a,118,60,Bestaand,486,c,486,486_c,Amsterdam Westhaven (gebied),Awhv-Asho,Amsterdam Westhaven (gebied) - Amsterdam Sloterdijk Noord Hornweg ,"204,800788",2.110804,"2,110804",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Westhaven (gebied),AWHV,NCBG,115365.64599999,491196.78399999,1.241,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.40716581,4.80474744,204.800788
518,1bb02177-4b73-4105-8246-b4310e6a80b9,d7cae5f7-0001-4437-be29-d56b4fc03160,131A,60,Bestaand,551,b,551,551_b,Tilburg,Bd-Ehv,Breda - Eindhoven ,"22,517459",2.18687,"2,186870",Zuid,Z,Breda,20,Baan,Brabant,ProRail,Tilburg,TB,PPLG,134309.89799999,396841.761,18.055,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.56014141,5.08883434,22.517459
519,770b0f02-51c2-42f6-b356-8ba1b7972d2f,efaea3a3-f96a-4e57-ae64-7df68fb71912,950,60,Bestaand,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"49,226407",-16.287551,"-16,287551",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Noord Goederenstation,RTNG,NCBG,94493.714,440044.59499999,-0.394,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.94555524,4.50716524,49.226407
520,023a6778-6cb9-45d1-b319-24036a90831a,0d229942-cb0a-4d96-a02c-ea86452f008f,71,60,Bestaand,047,,47,047__,s Hertogenbosch - Nijmegen,Ht-Nm,s-Hertogenbosch - Nijmegen ,"52,359048",-0.446378,"-0,446378",Noord-Oost,NO,Maas en Waal,28,Baan,Gelre,ProRail,Ravenstein,RVS,PPLG,174736.08499999,424166.673,8.99499999,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Oost,51.80578244,5.67335966,52.359048
521,748017a2-be09-453d-8afe-770b95248e7c,cd0f8f07-9d9b-431c-a879-24e19d79aedc,4581,60,Bestaand,938,,938,938__,CUP Valburg,Brvalw-Brvalo,Betuweroute Valburg West - Betuweroute Valburg Oost ,"2,346626",-2.56471,"-2,564710",Randstad Zuid,RZ,A15trace,71,Baan,Zee-Zevenaar,ProRail,Betuweroute Centraal Uitwissel Punt,BRCUP,PPLG,183848.083,434317.408,9.323,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.89662139,5.80632281,2.346626
522,a7cc053a-1aa5-4e2b-94ef-f4631cdfcafd,f4a8f25b-db19-47ef-9362-7c29d6aacfc4,897B,60,Bestaand,664,b,664,664_b,Rotterdam Lombardijen,Bd-Rtd,Breda - Rotterdam Centraal ,"42,860091",20.95347,"20,953470",Randstad Zuid,RZ,Dordrecht,5,Baan,Dordrecht,ProRail,Rotterdam Stadion,RTST,PPLG,95773.36,433305.139,0.1,140,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Holland Zuid,51.8851225,4.52693566,42.860091
523,2215fc2e-7c4a-4ad3-991c-8e103035662a,bea95afb-03b0-4050-8947-aeaf2f814674,37,60,Bestaand,803,h,803,803_h,Delfzijl Stamlijn Havenschap,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,"102,613663",-0.390438,"-0,390438",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Delfzijl Stamlijn Havenschap,DZSH,NCBG,258723.72899999,593639.82499999,1.965,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.3191183,6.94372397,102.613663
524,2bfb64b9-ce1e-4a0d-8ab2-eee4a5210ab6,4e3f4fc0-19d9-4759-8a1b-e078269452a4,2135,60,Bestaand,508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"92,143815",-11.204961,"-11,204961",Noord-Oost,NO,Achterhoek,30,Baan,Gelre,ProRail,Arnhem,AH,PPLG,190527.087,444174.971,27.558,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,51.98483438,5.90437551,92.143815
525,a73180fe-e46f-40d4-947b-b712f7f89231,859b05e6-e898-4945-8f0a-cba32a91c23d,2103,60,Bestaand,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,"20,364582",-83.610119,"-83,610119",Randstad Noord,RN,Haarlem,8,Baan,Kennemerland,ProRail,Hoofddorp,HFD,PPLG,107029.424,477648.72899999,-3.321,240,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Noord-West,52.28474317,4.6841799,20.364582
526,6132ba18-9941-460e-b7bd-f17785a34a4a,6811067f-e2f5-4435-8b21-8f78e73e9a83,1117B,60,Bestaand,533,,533,533__,Woerden,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"15,409628",-8.774396,"-8,774396",Randstad Noord,RN,Woerden,14,Baan,Neerlands Midden,ProRail,Woerden,WD,PPLG,121442.926,455462.30599999,1.25299999,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.08640761,4.89759952,15.409628
527,ca055efc-1524-4ec9-890a-2e394002543b,9c1d9014-3531-47f9-9da5-79fc7d52a491,910,60,Bestaand,851,a,851,851_a,Born Franciscushaven,Bon-Bonoh,Born-Born Overlaadhaven ,"100,564935",-3.529113,"-3,529113",Zuid,Z,Roermond,25,Baan,Limburg,ProRail,Born Franciscushaven,BONFH,NCBG,184624.018,339989.101,33.682,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,51.04871882,5.80964827,100.564935
528,a3a47164-d02f-4e7f-8aa0-46321f4a06d8,abac466d-12c9-44a3-ae59-bde97875d444,2483,60,Bestaand,164,,164,164__,Prinsenbeek - Hazeldonk Grens,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,"252,862490",0.2361,"0,236100",,,HSL,70,Baan,,ProRail,Breda - Breda - Grens,BD-BDGR,Vrije baan,110075.283,390305.226,6.95099999,,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Infraspeed,Ja,Zuid-Holland Zuid,51.49997607,4.74020593,252.86249
529,6ce02a1b-48e3-4780-ba0d-e62e93e0873a,27dbeecd-27fa-44a8-8349-23a92745674e,277,60,Bestaand,625,b,625,625_b,Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,"15,364527",26.378665,"26,378665",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Lage Zwaluwe,ZLW,PPLG,104822.198,411950.172,0.884,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.69407716,4.66145267,15.364527
530,3ccb8f3a-d672-4201-9efe-3d9f217fa13d,1a808173-4df0-450e-baac-62992affe9a3,2117,60,Bestaand,614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,"47,398060",3.804466,"3,804466",Zuid,Z,Den Bosch,21,Baan,Betuwe,ProRail,'s Hertogenbosch,HT,PPLG,148648.114,411815.254,7.22799999,320,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.69507581,5.29532947,47.39806
531,61c7af88-e3c3-459e-8a86-c79aa649759f,ff707103-f51c-4ee1-8fde-5271c8918e0b,X0119,60,Bestaand,810,c,810,810_c,Dordrecht Industrieterrein Aansl. De Staart,Ddri-Ddrgvl,Dordrecht Aansl. Industrieterrein De Staart ¿ Dordrecht Grevelingenweg ,"200,779841",1.704567,"1,704567",Randstad Zuid,RZ,Dordrecht,5,Baan,Dordrecht,Derden - Overig - Chemours,Dordrecht Aansl. Industrieterrein De Staart,DDRI,NCBG,109417.626,425799.71,3.581,140,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Holland Zuid,51.81894902,4.72609454,200.779841
532,bc74cdb5-a833-4b4e-a07c-31ec8f4cffde,887b9e8b-1972-46db-8a1f-d59d535647e9,969,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"22,852517",92.924641,"92,924641",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,NCBG,90619.148,395179.656,4.219,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.54189756,4.45913906,22.852517
533,aeee0ec8-851b-481f-9ea0-5eca27d6a7a4,4d6612b9-484b-4249-93e9-00a2a9f105f4,245B,60,Bestaand,536,,536,536__,Den Haag HS,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"60,702769",-8.59305,"-8,593050",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag HS,GV,PPLG,82309.13499999,454241.884,4.109,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07168526,4.32695867,60.702769
534,39b987f3-44de-4373-8db8-a301c569273e,2a7548a4-b26a-4aa3-9bd2-760cdda4c51e,125,60,Bestaand,005,,5,005__,Zuidbroek - Nieuweschans Grens,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"126,919336",2.045046,"2,045046",Noord-Oost,NO,Drenthe,35,Baan,Drenthe,ProRail,Bad Nieuweschans,NSCH,PPLG,276215.10999999,579090.32999999,2.438,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,53.18475476,7.20059177,126.919336
535,4d151798-8e1b-442d-a6d4-82d973330972,44240103-2029-4365-97d4-e76913504986,1563,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"1,751811",-79.996176,"-79,996176",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61359.089,439994.15899999,5.38999999,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.94050759,4.02535647,1.751811
536,dff64518-bb37-41cb-9937-1256659fad01,e07f940e-c248-4300-bf79-571f4b870237,956,60,Bestaand,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,"905,827643",28.045237,"28,045237",Randstad Noord,RN,Weesp,11,Baan,Amstelsepoort,ProRail,Watergraafsmeer,WGM,NCBG,125652.82799999,484774.614,2.694,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.35009425,4.95648105,905.827643
537,1bba53a4-71f4-4f06-aaf7-cad8517f7504,eed88b9f-8293-4be3-871f-990966f1229e,11,120,Bestaand,475,b,475,475_b,Rotterdam Maasvlakte,Ecta-Ect,Rotterdam Waalhaven Racc. ECT Aansl. - Rotterdam Waalhaven Racc. ECT ,"101,799406",0.534776,"0,534776",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,Derden - Overig - ECT,Maasvlakte Europahaven Zuid,MVTEZ,NCBG,63066.44999999,441326.42499999,5.077,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.95276462,4.04982412,101.799406
538,a4346832-cd7e-49f0-9d29-901f473c2e21,a46ec70f-b59d-44b9-ac99-4187b354f2f4,73B,60,Bestaand,606,a,606,606_a,Almelo,Aml-Hgl,Almelo - Hengelo ,"0,357826",6.454855,"6,454855",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Almelo,AML,PPLG,241098.576,486511.15899999,11.61999999,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Onbekend,Oost,52.35973353,6.6511697,0.357826
539,6546fc00-b7f3-4db2-b754-af2372920e03,acb38f28-f4cc-48c4-810f-e18c1ec80fff,54,60,Bestaand,817,i,817,817_i,Vlissingen Sloehaven,Frkws-Bww,Frankrijkweg Sloegebied - Belgiëweg West ,"401,536480",1.88355,"1,883550",Zuid,Z,Goes,18,Baan,Zeeland,ProRail,Sloehaven Emplacement,SLOE_VP,NCBG,39979.868,386331.522,5.484,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.45431636,3.73228885,401.53648
540,b1b26103-9c73-4726-bc70-4f64314d267e,741da42d-d31a-4155-b7fb-02d8c6a87311,31,60,Bestaand,504,b,504,504_b,Heerlen,Std-Hz,Sittard - Herzogenrath (D) ,"17,563102",0.543124,"0,543124",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Heerlen,HRL,PPLG,195521.983,322844.76199999,108.996,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.89394746,5.96312653,17.563102
541,90497e53-1d23-40d0-97d1-f3ba507b6074,42981724-312d-45fd-a0a5-37cc6dc7d019,445,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","7,145393",-4.361967,"-4,361967",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Waalhaven Zuid",WHZ,PPLG,89770.84299999,431767.18699999,4.12199999,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.87063011,4.44005058,7.145393
542,1f830935-5ddf-4ea1-9c46-4c178d02e0fd,a605e760-ce8b-4c2e-9ebc-d9d85a7fb0e6,1061B,60,Bestaand,532,,532,532__,Harmelen Aansl.,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"11,848329",0.594781,"0,594781",Randstad Noord,RN,Woerden,14,Baan,Neerlands Midden,ProRail,Harmelen Aansl.,HMLA,PPLG,124589.269,457132.43699999,2.721,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.10160009,4.94335471,11.848329
543,04e67e4f-02a8-442f-8325-b54c93870b82,5dafea89-57c3-4967-b23a-6cb45b275139,2413,60,Bestaand,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"34,137939",-36.778959,"-36,778959",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Centraal,UT,PPLG,135431.312,456489.21,9.09699999,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.09630786,5.10163005,34.137939
544,738f07fe-63e3-4d68-9723-3aecddf39ba0,8b76d13b-65d9-4069-9faa-804a2d21f5c1,613,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","7,016336",44.507381,"44,507381",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Waalhaven Zuid",WHZ,PPLG,89903.93499999,431803.097,3.879,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.87096841,4.4419761,7.016336
545,bbeb9ced-fac8-43bd-8718-8232ea0ad384,580b5484-cb57-4648-be45-3a943e745bd5,101B,60,Bestaand,550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"25,900182",-3.816053,"-3,816053",Noord-Oost,NO,Friesland,36,Baan,Wadden,ProRail,Leeuwarden,LW,PPLG,181745.06899999,578838.858,1.43399999,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.19553593,5.787387,25.900182
546,0936d866-eca2-40d4-a237-79a24b85f96d,c74fc907-7c60-4ee9-ad94-d00dfc08f8a9,957B,60,Bestaand,027,,27,027__,Diemen - Duivendrecht,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,"149,329058",-0.714055,"-0,714055",Randstad Noord,RN,Duivendrecht,10,Baan,Amstelsepoort,ProRail,Diemen Zuid,DMNZ,PPLG,125123.00599999,482316.999,6.49899999,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Midden,52.32797816,4.94892336,149.329058
547,5885ab84-4c93-4a33-ac01-cdc4078fd4a6,97fc9413-dad7-419e-883a-a4f85b6673d2,189,60,Bestaand,503,c,503,503_c,Deventer,Ah-Zl,Arnhem - Zwolle ,"40,843655",2.599265,"2,599265",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Deventer,DV,PPLG,210237.68799999,474075.95699999,9.15,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Oost,52.25195067,6.1961357,40.843655
548,ef59d7a7-95a3-4658-a239-2cddef20e938,cb4088a9-a494-4f30-86bf-b4b71ff1308b,80,120,Bestaand,476,a,476,476_a,Rotterdam Europoort 2,Bot-Bottha,"Rotterdam, Botlek - Botlek Theemsweg Aansl. ","103,045045",-0.13025,"-0,130250",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,Derden - Overig - C.RO Ports,"Rotterdam, Emplacement Botlek Theemsweg",BOTTH,NCBG,77241.70699999,434516.22499999,5.434,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.8937272,4.25753364,103.045045
549,5fd4c8bb-f9cd-4301-930e-370a18722997,ef2a3bbf-887e-4e75-bd32-c4b6e020fa3e,309A,60,Bestaand,553,c,553,553_c,Sittard,Mt-Vl,Maastricht - Venlo ,"22,250600",-11.775576,"-11,775576",Zuid,Z,Roermond,25,Baan,Limburg,ProRail,Sittard,STD,PPLG,188199.12,335210.022,49.402,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,51.00556509,5.86018826,22.2506
550,45fef7be-5cef-4e4c-84a9-81a2e75f8a61,5b85f355-4b3f-497d-87f7-c676b8c4e8a3,149B,60,Bestaand,610,,610,610__,Dieren,Ah-Zl,Arnhem - Zwolle ,"14,067610",-2.586818,"-2,586818",Noord-Oost,NO,Achterhoek,30,Baan,Gelre,ProRail,Dieren,DR,PPLG,203932.34599999,450750.602,16.907,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,52.04291331,6.10044563,14.06761
551,a41aae6d-9552-4266-b90f-2eda067f8c13,55f0f227-f2c9-44e6-b2d5-b078a525181d,994,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"22,068356",198.390438,"198,390438",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,NCBG,91080.039,395792.11599999,4.873,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.54745475,4.46567049,22.068356
