FID,vwk_id,vwk_begdtm,vwj_id_beg,vwj_id_end,vaktype,vrt_code,vrt_naam,vwg_nr,vwg_naam,begkm,endkm,gdb_geomattr_data,shape
vaarwegvakken.1248,285,2003-07-01T00:00:00,330,331,D,056,Vaarweg van het Johan Frisokanaal (ten oosten van Heeg) naar Bolsward,4,Wijde Wijmerts,3.10899997,4.78999996,,"LINESTRING (170366.30099999905 556387.5069999993, 170334 556462, 170258 556681, 170135 557042, 170071 557259, 169933 557775, 169842 557982)"
vaarwegvakken.1249,852,2003-07-01T00:00:00,833,834,D,054a,"Gons, Vlakke Brekken en Oudegaaster Brekken",4,Haven van Oudega,5.18599987,5.35300016,,"LINESTRING (165580.9290000014 556258.9450000003, 165611 556209, 165652.21799999848 556108.8640000001)"
vaarwegvakken.1250,274,2003-07-01T00:00:00,318,319,D,047,Vaarweg van het Johan Frisokanaal naar het Prinses Margrietkanaal nabij Lemmer,3,Ee,2.7190001,4.00899982,,"LINESTRING (171361 550784, 171350.12299999967 550724.9589999989, 171310 550593, 171309.61899999902 550553.5980000012, 171317.40799999982 550499.5929999985, 171332.98600000143 550401.4499999993, 171346.48800000176 550289.8049999997, 171340 550004, 171349 549851, 171415 549631, 171440 549516)"
vaarwegvakken.1251,1995,2003-05-01T00:00:00,1895,1891,D,243,Kanaal Alkmaar (Omval) - Kolhorn,1,Kanaal Alkmaar (Omval) - Kolhorn,12.15699959,15.79100037,,"LINESTRING (116472 524981, 116456 525006, 116415 525074, 116371 525128, 116337 525203, 116325 525284, 116325 525456, 116505.61499999836 525487.8350000009, 116684.88300000131 525540.7769999988, 116898 525596, 116921.81100000069 525604.2019999996, 116997.81599999964 525648.7569999993, 117080.63599999994 525702.2230000012, 117121.52100000158 525725.8110000007, 117216.39699999988 525763.550999999, 117276.15300000086 525778.2280000001, 117688.15500000119 525834.8390000015, 117986.41099999845 525882.5390000008, 118288.8599999994 525948.5850000009, 118404.70300000161 525973.2210000008, 118493.81300000101 525995.7609999999, 118564 526021, 118750.60399999842 526179.1479999982, 118852.20399999991 526259.3170000017, 118900.24599999934 526290.8680000007, 118969.97199999914 526310.6920000017, 119042.43200000003 526320.9459999986, 119256.55099999905 526351.4539999999)"
vaarwegvakken.1252,1991,2003-05-01T00:00:00,1891,1892,D,243,Kanaal Alkmaar (Omval) - Kolhorn,2,Niedorpervaart,15.79100037,17.20400047,,"LINESTRING (119256.55099999905 526351.4539999999, 119341.3740000017 526372.1970000006, 119414.60500000045 526399.2300000004, 119499.03200000152 526445.370000001, 119635.48800000176 526525.2149999999, 119754.60200000182 526598.8429999985, 119926.07299999893 526716.3200000003, 120076.27299999818 526815.7989999987, 120164.29899999872 526885.5, 120440.15799999982 527105.0749999993)"
vaarwegvakken.1253,1992,2003-05-01T00:00:00,1892,1893,D,243,Kanaal Alkmaar (Omval) - Kolhorn,3,Kanaal Alkmaar (Omval) - Kolhorn,17.20400047,25.02799988,,"LINESTRING (120440.15799999982 527105.0749999993, 120550.76300000027 527178.7019999996, 120706.20600000024 527336.7170000002, 120763.79300000146 527411.3660000004, 120856.07299999893 527613.2699999996, 120972.56799999997 527859.0229999982, 121017 527962, 121133.89499999955 528192.4750000015, 121152.21999999881 528231.0879999995, 121174.91000000015 528286.3220000006, 121237.22300000116 528396.1119999997, 121541.37099999934 528860.4930000007, 121628.9059999995 528988.0870000012, 121720.89299999923 529136.4519999996, 121752.04899999872 529209.1510000005, 121762.43499999866 529262.561999999, 121771.33700000122 529351.5810000002, 121766.88599999994 529422.7960000001, 121744.63100000098 529526.6510000005, 121711.99100000039 529597.8660000004, 121671.93200000003 529657.2120000012, 121522.18299999833 529833.8590000011, 121307.87000000104 530074.3660000004, 121174.91000000015 530229.8999999985, 121143.56300000101 530275.1849999987, 121130.86300000176 530328.3669999987, 121126.89499999955 530363.2919999994, 121126.89499999955 530436.3170000017, 121139.59499999881 530483.1479999982, 121222.38699999824 530605.2630000003, 121456.80299999937 530909.4109999985, 121500.75200000033 530968.129999999, 121532.4690000005 531011.7829999998, 121560.65900000185 531063.7100000009, 121570.60200000182 531127.6739999987, 121572.52800000086 531179.4349999987, 121574.01099999994 531582.9869999997, 121568.07699999958 532057.754999999, 121571.04399999976 532229.8579999991, 121582.91299999878 532406.4120000005, 121609.61899999902 532547.3579999991, 121649 532684, 121779.88500000164 532974.9930000007, 121816.72399999946 533051.0579999983, 121990.91699999943 533406.3900000006, 122184.57999999821 533812.9730000012, 122284 534015)"
vaarwegvakken.1254,2003,2003-05-01T00:00:00,1901,742,D,244,Vaarweg Stolpen-Schagen-Kolhorn-Medemblik-IJsselmeer,5,Westfriesche Vaart,12.99600029,18.51000023,,"LINESTRING (123079 533849, 123220.81100000069 533867.7049999982, 123304.94900000095 533877.2300000004, 123454 533897, 123604 533947, 124249.63500000164 534222.0689999983, 124899.91099999845 534492.9400000013, 125556.82200000063 534768.6130000018, 126193.04100000113 535037.4640000015, 127114.18699999899 535419.6519999988, 127834.03599999845 535717.4239999987, 128195.9840000011 535868.2699999996)"
vaarwegvakken.1255,2012,2003-05-01T00:00:00,1909,1910,D,245,"Balgzandkanaal, Amstelmeer en Waardkanaal",1,Balgzandkanaal,0,6.00600004,,"LINESTRING (115245 547639, 115306.16299999878 547633.550999999, 115571.30099999905 547477.4340000004, 115791 547341, 115991 547213, 116241 547045, 117029 546570, 117945 546007, 119126 545291, 120020 544754, 120379 544535)"
vaarwegvakken.1256,2379,2003-05-01T00:00:00,1909,1523,D,234,Noordhollandsch Kanaal,1,Noordhollandsch Kanaal,75.62400055,79.1969986,,"LINESTRING (115245 547639, 115102 548055, 114787 548955, 114609.3049999997 549482.5370000005, 114579 549567, 114574.41800000146 549673.5410000011, 114569.18499999866 550017.1730000004, 114560 550711, 114560 550865, 114611.04899999872 551094.2939999998)"
vaarwegvakken.1257,2000,2003-05-01T00:00:00,1899,1893,D,244,Vaarweg Stolpen-Schagen-Kolhorn-Medemblik-IJsselmeer,3,Kolhornerdiep,11.4630003,12.18099976,,"LINESTRING (121635.72899999842 534265.0100000016, 121773.94200000167 534231.7910000011, 121841.36400000006 534218.057, 121903 534187, 121981 534124, 122082.3350000009 534034.5190000013, 122284 534015)"
vaarwegvakken.1258,1031,2003-07-01T00:00:00,330,1023,D,056b,"Wijnsloot, Het Zouw, Jutrijpstervaart, Zoolsloot, Oosterwijmerts en het Oudhof",1,Wijnsloot,0,0.889,,"LINESTRING (170366.30099999905 556387.5069999993, 170459.66899999976 556416.3960000016, 170518.14200000092 556449.2039999999, 170572 556474, 171062 556592, 171103 556620, 171134 556664, 171151 556719)"
vaarwegvakken.1259,818,2003-07-01T00:00:00,498,804,D,021f,Idskenhuistermeer,1,Idskenhuistermeer,0,1.59800005,,"LINESTRING (175421.49799999967 549279.4200000018, 175961 549441, 176100 549409, 176522 549231, 176634 549278, 176744 549356, 176897 549265)"
vaarwegvakken.1260,1022,2003-07-01T00:00:00,1016,504,D,040a,"Gudsekop, Statenbocht en Hoitesloot",2,Hoitesloot,5.82999992,6.2670002,,"LINESTRING (175730.311999999 554520.6939999983, 175414.1339999996 554445.0229999982, 175394.02600000054 554438.4090000018, 175373.65300000086 554426.7670000009, 175354.07400000095 554414.8610000014, 175314.4690000005 554394.0289999992)"
vaarwegvakken.1261,925,2003-07-01T00:00:00,473,925,D,045b,Vaargeul naar Langweer,1,Vaargeul in Langweerderwielen,0,0.89899999,,"LINESTRING (178110 553349, 177673.01700000092 552680.9409999996, 177574.37900000066 552661.7809999995)"
vaarwegvakken.1262,926,2003-07-01T00:00:00,925,926,D,045b,Vaargeul naar Langweer,2,Haven Langweer,0.89899999,1.11300004,,"LINESTRING (177574.37900000066 552661.7809999995, 177476 552649, 177440 552646, 177374 552604)"
vaarwegvakken.1263,17,2003-07-01T00:00:00,22,23,D,018,A.G. Wildervanckkanaal,1,A.G. Wildervanckkanaal,7.3039999,7.60200024,,"LINESTRING (255403.68400000036 569233.6770000011, 255291 569069, 255245 568982)"
vaarwegvakken.1264,1018,2003-07-01T00:00:00,1013,1014,D,019,Vaarweg Veendam-Stadskanaal-Ter Apel,5,Stadskanaal,6.625,12.20100021,,"LINESTRING (252926 563990, 253062 563856, 253229.06899999827 563689.8509999998, 253420 563494, 253590.4910000004 563319.9629999995, 254038.43200000003 562865.4079999998, 254312.01099999994 562586.5359999985, 254470.49700000137 562421.9649999999, 254646.7100000009 562240.9899999984, 254877.42700000107 562006.3040000014, 255248.3740000017 561632.4470000006, 255553 561328, 256369 560500, 256635.05799999833 560227.7049999982, 256839.9549999982 560017.9800000004)"
vaarwegvakken.1265,432,2003-07-01T00:00:00,192,474,D,045,Vaarweg van het Oudhof naar het Tjeukemeer,2,Langweerderwielen,4.30200005,4.579,,"LINESTRING (178635 553065, 178842.54800000042 552882.2760000005)"
vaarwegvakken.1266,1928,2003-07-01T00:00:00,845,847,D,094,Lemster- en Zwolsevaart,1,Lemstervaart,4.67799997,9.81200027,,"LINESTRING (179237.89299999923 535577.3020000011, 179385 535056, 179662 534085, 179852 533384, 180201 531561, 180327 530920, 180385 530578)"
vaarwegvakken.1267,972,2003-07-01T00:00:00,973,974,D,093,Zwanendiep en Vollenhoverkanaal,1,"Kadoelermeer, Vollenhoverkanaal",5.36100006,5.61199999,,"LINESTRING (192001 520355, 191987.48999999836 520451.8200000003, 191928.5 520539.88899999857, 191904.4050000012 520580.6000000015)"
vaarwegvakken.1268,2871,2003-07-01T00:00:00,2587,2588,D,081,Kanaal Zutphen-Enschede van de Twenthekanalen,1,Kanaal Zutphen-Enschede,44.54999924,48.19800186,,"LINESTRING (251200 474154, 251725.37799999863 474072.67599999905, 251897.27100000158 474044.02699999884, 252283 473984, 252484.72300000116 473936.79100000113, 252664.13199999928 473871.91899999976, 252919 473753, 253127 473635, 253309 473494, 253474 473354, 254013 472827, 254320 472522)"
vaarwegvakken.1270,2166,2003-07-01T00:00:00,2026,1519,D,231,Lage Vaart,1,Lage Vaart,40.85100174,43.21500015,,"LINESTRING (177238 505765, 177238 505767, 177413 506048, 177616 506376, 178419.4050000012 507811.7120000012)"
vaarwegvakken.1271,3043,2003-07-01T00:00:00,2025,2749,H,760,"Dronten, haven te (zuidelijke haven)",1,"Dronten, haven te (zuidelijke haven)",0,0.48699999,,"LINESTRING (177034.6860000007 504956.70800000057, 177509 504848)"
vaarwegvakken.1272,1926,2003-07-01T00:00:00,1514,1854,D,231e,Gelderse Diep,1,Gelderse Diep,0,2.48799992,,"LINESTRING (164368.83799999952 501478.50499999896, 164317.18200000003 501475.7120000012, 164222.24599999934 501452.6770000011, 164134.98900000006 501427.5469999984, 164063.78700000048 501398.92599999905, 163786.65900000185 501395.4360000007, 163462 501406, 163059.28500000015 501422.66000000015, 162838.0009999983 501429.6409999989, 162565.0610000007 501445.6959999986, 162431.03400000185 501450.58199999854, 162025.46400000155 501460.35500000045, 162024.7659999989 501512.70899999887, 161945.88500000164 501515.5020000003)"
vaarwegvakken.1273,786,2003-07-01T00:00:00,775,776,D,091,Vaarweg van het Giethoornse Meer naar het Kanaal van Steenwijk naar de Linde,2,"Riete, Rietwetering",0.89099997,1.18900001,,"LINESTRING (196239 527766, 196036.40900000185 527984.6420000009)"
vaarwegvakken.1274,57,2003-07-01T00:00:00,73,74,D,089,Kanaal Beukers-Steenwijk,1,Beukersgracht,0,1.92499995,,"LINESTRING (203332 519644, 203273 519767, 203082.44000000134 520164.91000000015, 202896.62799999863 520602.11499999836, 202701 521148, 202624 521339, 202608 521385, 202597 521421)"
vaarwegvakken.1275,2848,2003-07-01T00:00:00,2564,177,D,076,Hoogeveensche Vaart en Verlengde Hoogeveensche Vaart,2,Verlengde Hoogeveensche Vaart,28.19199944,28.37700081,,"LINESTRING (231476.2890000008 527094.1160000004, 231476.2890000008 527279.0599999987)"
vaarwegvakken.1276,2856,2003-07-01T00:00:00,2571,2573,D,076,Hoogeveensche Vaart en Verlengde Hoogeveensche Vaart,2,Verlengde Hoogeveensche Vaart,60.9469986,62.02899933,,"LINESTRING (261946.26900000125 527332.2740000002, 262262 527631, 262693 527611, 262909 527602)"
vaarwegvakken.1277,2875,2003-07-01T00:00:00,2582,2591,D,082,Zijkanaal naar Almelo van de Twenthekanalen,1,Zijkanaal naar Almelo,15.49600029,15.70699978,,"LINESTRING (240105 487650, 240184.95699999854 487577.6279999986, 240256.92399999872 487503.5450000018)"
vaarwegvakken.1278,1005,2003-07-01T00:00:00,1000,1001,D,203,Trekvaart Haarlem naar Leiden,1,Veenenburger of Elsbbroekkanaal,0,2.54900002,,"LINESTRING (99510.20800000057 476286.8029999994, 99463 476335, 98968 476846, 98428 477405, 98230 477217, 97969 477340, 97949 477352, 97684 477556, 97633 477609)"
vaarwegvakken.1279,685,2003-05-01T00:00:00,676,114,D,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",1,Nieuwe Maas,21.39900017,22.29000092,,"LINESTRING (83622 434858, 83409.31399999931 434761.26199999824, 83093.79199999943 434637.2289999984, 82796 434525)"
vaarwegvakken.1280,2325,2003-05-01T00:00:00,2150,2151,D,210,"Schie-Schiekanaal, Noorderknl, Rotte, Hennipsloot en Ringvaart Zuidplaspolder",4,Rotte Meren,12.2670002,13.54699993,,"LINESTRING (97456 444111, 97445.07600000128 444127.4479999989, 97401.56500000134 444160.4459999986, 97364.77100000158 444200.4519999996, 97355.13399999961 444239.29100000113, 97356.5940000005 444296.52600000054, 97366.52299999818 444368.9470000006, 97353.67399999872 444607.2329999991, 97318.63199999928 444811.938000001, 97316.46299999952 444829.80999999866, 97304.90700000152 444895.7470000014, 97278.6259999983 444991.23699999973, 97257.0159999989 445075.631000001, 97259.64400000125 445114.76099999994, 97264.02499999851 445136.37000000104, 97301.6950000003 445170.243999999, 97362.14299999923 445216.09099999815, 97416 445269)"
vaarwegvakken.1281,2619,2003-05-01T00:00:00,2321,102,D,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",3,Noord,117.68699646,118.50499725,,"LINESTRING (105624 426185, 105538.39600000158 426696.08399999887, 105505 426994)"
vaarwegvakken.1282,2544,2003-05-01T00:00:00,1924,2317,D,111,Oude Maas,1,Oude Maas,19.36199951,26.34700012,,"LINESTRING (89168 428004, 88868.97199999914 428243.72199999914, 88613.86400000006 428383.25400000066, 88373.11800000072 428504.0780000016, 88016.95800000057 428674.493999999, 87908.75800000131 428707.85500000045, 87676.12700000033 428749.33199999854, 87463 428754, 87096.35300000012 428727.69200000167, 86842.9840000011 428686.21499999985, 86508.46400000155 428642.0329999998, 86046.80900000036 428640.23000000045, 85858.3599999994 428636.6229999997, 85780.81599999964 428660.06700000167, 85445.39499999955 428702.4450000003, 85220.87900000066 428743.01999999955, 85107.26900000125 428780.8909999989, 84741.19099999964 428923.3539999984, 84350.76700000092 429119.0170000009, 83882.80099999905 429385.01000000164, 83725.00800000131 429501.32499999925, 83537.4609999992 429670.83900000155, 83287 429944, 83055.9690000005 430228.0709999986, 83012 430373)"
vaarwegvakken.1283,1520,2003-05-01T00:00:00,64,1476,D,016,"Westerwoldsche Aa, Pekel-Aa en Pekelerhoofddiep",2,Pekel-Aa,16.01600075,20.97599983,,"LINESTRING (268161 574217, 268148 574176, 268106.79399999976 574118.8370000012, 267989.16000000015 574011.3500000015, 267840.33300000057 573874.9250000007, 267726.59699999914 573799.629999999, 267674.18299999833 573738.9659999982, 267601.91600000113 573677.9050000012, 267563.24599999934 573646.2210000008, 267514.8929999992 573609.2670000009, 267463.10500000045 573575.4059999995, 267360.09899999946 573500.5700000003, 267313.7179999985 573471.5460000001, 267244.2879999988 573443.9450000003, 267202.743999999 573418.620000001, 267138.72100000083 573370.2470000014, 267106.8509999998 573343.7840000018, 267080.95699999854 573318.743999999, 267035.4299999997 573255.8590000011, 266993.88599999994 573213.4609999992, 266954.33399999887 573190.9820000008, 266904.2529999986 573166.5109999999, 266831.1240000017 573129.2349999994, 266772.79199999943 573073.7479999997, 266741.77600000054 573047.5700000003, 266687.1429999992 573015.6999999993, 266615.20600000024 572964.2470000014, 266556.4270000011 572912.2129999995, 266492.188000001 572867.5659999996, 266379.1259999983 572793.0480000004, 266358.2479999997 572774.0980000012, 266344.1160000004 572748.7230000012, 266313.2809999995 572665.8539999984, 266273.131000001 572622.1710000001, 266174.2019999996 572495.2980000004, 266107 572415, 265917.88599999994 572211.3590000011, 265849.47100000083 572139.4109999985, 265777 572057, 265645.1889999993 571895.6220000014, 265385 571616, 265343.9059999995 571557.4010000005, 265330.41600000113 571525.6020000018, 265311.46499999985 571473.8889999986, 265284.1629999988 571268.3229999989, 265252 571205, 265201.98000000045 571154.0850000009, 265159.2170000002 571116.0749999993, 265118.42500000075 571096.1609999985, 265040 571086, 264975.4919999987 571076.568, 264922.81599999964 571043.1629999988, 264893.2650000006 571011.0430000015, 264759 570811)"
vaarwegvakken.1284,323,2003-05-01T00:00:00,366,367,D,044b,Kuinder of Tjonger en Linde naar de Ossenzijlersloot,4,Het Wijd,0.30199999,1.00199997,,"LINESTRING (186163 541596, 186151.85799999908 541573.2459999993, 186127.10599999875 541529.0119999982, 186088.81700000167 541457.699000001, 186069.59200000018 541421.4039999992, 186050.2580000013 541381.1579999998, 186019.30200000107 541309.7210000008, 185806 540996)"
