OBJECTID,VERSIE,POSITIONELE_NAUWKEURIGHEID_MM,OBEGINTIJD,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,STATUS,OPPERVLAKTE,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,DOCUMENT,Shape__Area,Shape__Length
694,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,14.773,Barendrecht,G0489,bestaand,,14.7730725,58.4063184627609
695,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,34.204,Barendrecht,G0489,bestaand,,34.203792,70.4217323480565
696,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,93.388,Barendrecht,G0489,bestaand,,93.373069205,77.5638582995925
697,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,3.913,Hendrik-Ido-Ambacht,G0531,bestaand,,3.91221817,7.56886234688657
698,01,283,2014/07/15 00:00:00+00,0,2014/12/30 12:06:35+00,,3.868,Hendrik-Ido-Ambacht,G0531,bestaand,,3.86753391,7.53833815620619
699,01,283,2014/02/10 00:00:00+00,0,2021/08/12 06:21:05+00,,7.225,Leiden,G0546,bestaand,,7.22489,17.9304352538967
700,01,283,2014/02/10 00:00:00+00,0,2020/09/10 10:50:49+00,,0.862,Leiden,G0546,bestaand,,0.8624025,5.39361064701574
701,01,283,2015/08/12 00:00:00+00,0,2020/06/04 06:36:02+00,,5.241,Leiden,G0546,bestaand,,5.240683,31.1177056745101
702,01,283,2015/05/13 00:00:00+00,0,2021/08/12 06:21:05+00,,7.47,Leiden,G0546,bestaand,,7.470327,50.4349856257742
703,01,283,2014/02/10 00:00:00+00,0,2021/08/12 06:21:05+00,,4.771,Leiden,G0546,bestaand,,4.7709905,13.5477654818949
704,01,283,2015/07/29 00:00:00+00,0,2021/08/12 06:21:05+00,,8.748,Leiden,G0546,bestaand,,8.7477355,13.1462745965972
705,01,283,2014/02/10 00:00:00+00,0,2020/09/10 10:50:49+00,,1.254,Leiden,G0546,bestaand,,1.254471,6.81646757195956
706,01,283,2015/07/29 00:00:00+00,0,2021/08/12 06:21:05+00,,8.811,Leiden,G0546,bestaand,,8.8107475,13.3855317240744
707,01,283,2015/05/13 00:00:00+00,0,2021/08/12 06:21:05+00,,24.425,Leiden,G0546,bestaand,,24.425265,55.994027372279
708,01,283,2014/02/10 00:00:00+00,0,2021/08/12 06:21:05+00,,65.014,Leiden,G0546,bestaand,,65.014258,259.983233320693
709,01,283,2015/05/11 00:00:00+00,0,2021/08/19 09:07:29+00,,10.979,Leiden,G0546,bestaand,,10.9788725,73.8708757866613
710,01,283,2014/02/10 00:00:00+00,0,2021/08/19 09:07:29+00,,27.827,Leiden,G0546,bestaand,,27.8269675,48.7412504009575
711,01,283,2014/02/10 00:00:00+00,0,2021/08/12 06:21:05+00,,42.232,Leiden,G0546,bestaand,,42.232311,75.6681831697526
712,01,283,2014/02/10 00:00:00+00,0,2021/08/19 09:07:29+00,,48.809,Leiden,G0546,bestaand,,48.809492,73.2676549694424
713,01,283,2014/07/07 00:00:00+00,0,2021/08/12 06:21:05+00,,79.377,Leiden,G0546,bestaand,,79.3770825,116.888914074935
714,01,283,2014/02/10 00:00:00+00,0,2021/08/12 06:21:05+00,,13.913,Leiden,G0546,bestaand,,13.9130855,28.0707340641725
715,01,283,2015/08/12 00:00:00+00,0,2020/06/04 06:36:02+00,,7.294,Leiden,G0546,bestaand,,7.2943375,49.2557799926425
716,01,283,2019/03/27 00:00:00+00,0,2019/03/27 15:12:19+00,,13.396,Brummen,G0213,bestaand,,13.3958395,67.7724102944433
717,01,283,2019/03/27 00:00:00+00,0,2019/06/24 15:38:18+00,,13.62,Brummen,G0213,bestaand,,13.620249,68.8893430375029
718,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:11:32+00,,66.669,Stichtse Vecht,G1904,bestaand,,66.668517,137.187617860636
719,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,11.356,Stichtse Vecht,G1904,bestaand,,11.3561145,13.5669813978394
720,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:11:32+00,,52.567,Stichtse Vecht,G1904,bestaand,,52.566935,48.793889469749
721,01,283,2015/09/24 00:00:00+00,0,2015/11/18 10:25:20+00,,28.083,Harderwijk,G0243,bestaand,,28.06920832,47.9161446408632
722,01,283,2015/09/24 00:00:00+00,0,2015/11/18 10:25:20+00,,30.019,Harderwijk,G0243,bestaand,,30.018986,49.3708815086965
723,01,283,2015/09/24 00:00:00+00,0,2015/11/18 10:25:20+00,,44.909,Harderwijk,G0243,bestaand,,44.9092025,59.1159982811087
724,01,283,2015/09/24 00:00:00+00,0,2015/11/18 10:25:20+00,,30.409,Harderwijk,G0243,bestaand,,30.408689,50.3601530832531
725,01,283,2015/12/07 00:00:00+00,0,2021/12/17 08:53:59+00,,52.771,Leiden,G0546,bestaand,,52.7709285,41.045782161959
726,01,283,2015/12/07 00:00:00+00,0,2021/08/12 06:21:05+00,,27.188,Leiden,G0546,bestaand,,27.187949,56.3808113412948
727,01,283,2015/12/08 00:00:00+00,0,2020/10/01 08:18:36+00,,30.847,Leiden,G0546,bestaand,,30.847122,89.5323211281269
728,01,283,2015/12/08 00:00:00+00,0,2020/10/01 08:18:36+00,,4.474,Leiden,G0546,bestaand,,4.4740025,19.7684039243634
729,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,42.995,Veenendaal,G0345,bestaand,,42.96611857,41.5381297800206
730,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,17.083,Veenendaal,G0345,bestaand,,17.083018175,44.020921144643
731,01,283,2015/12/08 00:00:00+00,0,2016/07/04 15:18:26+00,,23.594,Veenendaal,G0345,bestaand,,23.5940915,39.1260519119304
732,01,283,2020/07/16 00:00:00+00,0,2020/07/16 16:07:52+00,,13.959,Groningen,G0014,bestaand,,13.959464,55.841147749628
733,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,83.099,Barendrecht,G0489,bestaand,,83.09044727,69.7471948088883
734,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,16.054,Barendrecht,G0489,bestaand,,16.0541395,66.1133084296911
735,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,47.071,Barendrecht,G0489,bestaand,,47.0714525,50.9915982053978
736,01,283,2019/01/15 00:00:00+00,0,2019/03/15 09:14:45+00,,2.786,Barendrecht,G0489,bestaand,,2.785547,9.97041620763861
737,01,283,2014/07/07 00:00:00+00,0,2021/08/12 06:21:05+00,,10.131,Leiden,G0546,bestaand,,10.131046,16.6156044704465
738,01,283,2014/02/10 00:00:00+00,0,2021/08/19 09:07:29+00,,5.305,Leiden,G0546,bestaand,,5.30504,11.7362336009218
739,01,283,2014/02/10 00:00:00+00,0,2020/09/10 10:50:49+00,,1.686,Leiden,G0546,bestaand,,1.686341,9.28212837014878
740,01,283,2014/02/10 00:00:00+00,0,2021/08/12 06:21:05+00,,5.872,Leiden,G0546,bestaand,,5.8716665,14.0204282195229
741,01,283,2014/02/10 00:00:00+00,0,2021/08/19 09:07:29+00,,7.302,Leiden,G0546,bestaand,,7.301645,13.4596928038829
742,01,283,2014/02/10 00:00:00+00,0,2020/10/01 08:18:36+00,,105.347,Leiden,G0546,bestaand,,105.347165,173.345473546837
743,01,283,2014/04/09 00:00:00+00,0,2015/11/05 14:50:46+00,,25.501,Dordrecht,G0505,bestaand,,25.50055,19.4265044446487
744,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,29.84,Ommen,G0175,bestaand,,29.8396765,60.5573510256732
745,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,6.236,Ommen,G0175,bestaand,,6.236041,33.6366696931959
746,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,43.62,Ommen,G0175,bestaand,,43.6201675,97.4381790742546
747,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,30.785,Ommen,G0175,bestaand,,30.785415,60.1957394196948
748,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,34.604,Ommen,G0175,bestaand,,34.6037455,66.1494135855547
749,01,283,2015/11/12 00:00:00+00,0,2017/09/14 10:15:39+00,,22.68,Ommen,G0175,bestaand,,22.68032,57.2327749948925
750,01,283,2014/05/08 00:00:00+00,0,2015/11/06 09:11:47+00,,13.04,Dordrecht,G0505,bestaand,,13.040098,53.1683215931317
751,01,283,2014/03/05 00:00:00+00,0,2015/11/06 09:11:47+00,,8.931,Dordrecht,G0505,bestaand,,8.931161,20.7435977010296
752,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.715,Dordrecht,G0505,bestaand,,4.714821,8.68590966907859
753,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,12.481,Dordrecht,G0505,bestaand,,12.4807575,17.4344866387352
754,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.711,Dordrecht,G0505,bestaand,,4.7112675,8.68224465229095
755,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.732,Dordrecht,G0505,bestaand,,4.7316165,8.7009133001006
756,01,283,2014/03/13 00:00:00+00,0,2015/11/06 09:11:47+00,,44.735,Dordrecht,G0505,bestaand,,44.7346755,129.226555977639
757,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,43.967,Dordrecht,G0505,bestaand,,43.9673635,31.9912574771108
758,01,283,2014/03/05 00:00:00+00,0,2015/11/06 09:11:47+00,,12.782,Dordrecht,G0505,bestaand,,12.7817365,21.9352326195401
759,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.735,Dordrecht,G0505,bestaand,,4.735122,8.70414271770166
760,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,15.192,Dordrecht,G0505,bestaand,,15.1924415,32.1602738041326
761,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.641,Dordrecht,G0505,bestaand,,4.641201,8.61787631390502
762,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.799,Dordrecht,G0505,bestaand,,4.7993525,8.76334435508006
763,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,101.099,Dordrecht,G0505,bestaand,,101.099278,198.871839223773
764,01,283,2014/02/25 00:00:00+00,0,2015/11/06 09:11:47+00,,29.046,Dordrecht,G0505,bestaand,,29.046064,41.1927427504902
765,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.666,Dordrecht,G0505,bestaand,,4.6663515,8.64079750321617
766,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.757,Dordrecht,G0505,bestaand,,4.7570825,8.72458296898309
767,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,15.101,Dordrecht,G0505,bestaand,,15.101012,36.207912477903
768,01,283,2014/03/05 00:00:00+00,0,2015/11/06 09:11:47+00,,4.359,Dordrecht,G0505,bestaand,,4.358966,9.9857896706885
769,01,283,2014/02/26 00:00:00+00,0,2015/11/06 09:11:47+00,,403.501,Dordrecht,G0505,bestaand,,403.5009965,575.651884397065
770,01,283,2014/02/26 00:00:00+00,0,2015/11/06 09:11:47+00,,30.455,Dordrecht,G0505,bestaand,,30.455026,33.713451545633
771,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.747,Dordrecht,G0505,bestaand,,4.74671,8.71532080449745
772,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.811,Dordrecht,G0505,bestaand,,4.811064,8.77405812612681
773,01,283,2020/05/20 00:00:00+00,0,2020/06/02 14:28:19+00,,1.558,Amersfoort,G0307,bestaand,,1.558083,7.36709552539868
774,01,283,2014/06/03 00:00:00+00,0,2015/11/06 08:29:42+00,,89.962,Dordrecht,G0505,bestaand,,89.9620945,58.8257405177845
775,01,283,2014/06/02 00:00:00+00,0,2015/11/06 08:29:42+00,,4.017,Dordrecht,G0505,bestaand,,4.016664,10.8445962448884
776,01,283,2014/06/02 00:00:00+00,0,2015/11/06 08:29:42+00,,42.818,Dordrecht,G0505,bestaand,,42.818333,79.1607969136823
777,01,283,2014/06/02 00:00:00+00,0,2015/11/06 08:29:42+00,,38.811,Dordrecht,G0505,bestaand,,38.8106235,79.6456482321739
778,01,283,2020/05/20 00:00:00+00,0,2020/06/02 14:28:19+00,,1.554,Amersfoort,G0307,bestaand,,1.554245,7.35652642584428
779,01,283,2020/05/20 00:00:00+00,0,2020/06/02 14:28:19+00,,1.555,Amersfoort,G0307,bestaand,,1.554726,7.35850278947256
780,01,283,2020/05/20 00:00:00+00,0,2020/06/02 14:28:19+00,,1.556,Amersfoort,G0307,bestaand,,1.556484,7.36608831314101
781,01,283,2015/08/06 00:00:00+00,0,2015/11/06 08:29:42+00,,84.801,Dordrecht,G0505,bestaand,,84.801254,103.265310609635
782,01,283,2014/10/20 00:00:00+00,0,2015/11/06 08:29:42+00,,18.426,Dordrecht,G0505,bestaand,,18.4257555,39.6684394916283
783,01,283,2015/08/04 00:00:00+00,0,2015/11/06 08:29:42+00,,3.474,Dordrecht,G0505,bestaand,,3.4736835,8.00176519318588
784,01,283,2014/10/20 00:00:00+00,0,2015/11/06 08:29:42+00,,27.087,Dordrecht,G0505,bestaand,,27.0868695,29.5515996794046
785,01,283,2015/08/04 00:00:00+00,0,2015/11/06 08:29:42+00,,3.622,Dordrecht,G0505,bestaand,,3.622283,8.18910419371241
786,01,283,2014/10/20 00:00:00+00,0,2015/11/06 08:29:42+00,,16.479,Dordrecht,G0505,bestaand,,16.478756,56.71466197545
787,01,283,2014/10/20 00:00:00+00,0,2015/11/06 08:29:42+00,,29.091,Dordrecht,G0505,bestaand,,29.0907225,42.9159632130822
788,01,283,2014/10/20 00:00:00+00,0,2015/11/06 08:29:42+00,,140.472,Dordrecht,G0505,bestaand,,140.4716715,102.597010930596
789,01,283,2015/08/07 00:00:00+00,0,2015/11/06 08:29:42+00,,20.89,Dordrecht,G0505,bestaand,,20.890239,68.3794947370588
790,01,283,2015/08/06 00:00:00+00,0,2015/11/06 08:29:42+00,,18.108,Dordrecht,G0505,bestaand,,18.108126,42.8304133568239
791,01,283,2014/10/20 00:00:00+00,0,2015/11/06 08:29:42+00,,10.5,Dordrecht,G0505,bestaand,,10.5000025,26.0030122693866
792,01,283,2014/10/20 00:00:00+00,0,2019/08/23 15:22:16+00,,10.85,Dordrecht,G0505,bestaand,,10.8497125,21.8520024282926
793,01,283,2015/08/06 00:00:00+00,0,2015/11/06 08:29:42+00,,20.404,Dordrecht,G0505,bestaand,,20.403798,88.8992560919522
794,01,283,2015/08/07 00:00:00+00,0,2015/11/06 08:29:42+00,,11.064,Dordrecht,G0505,bestaand,,11.06396,17.2089509911679
795,01,283,2015/06/15 00:00:00+00,0,2015/06/16 08:10:30+00,,289.307,Dronten,G0303,bestaand,,289.307363,321.479528394987
796,01,283,2015/08/11 00:00:00+00,0,2018/12/07 10:13:02+00,,46.372,Dronten,G0303,bestaand,,46.3715885,124.776764394479
797,01,283,2015/11/12 00:00:00+00,0,2017/08/10 14:24:58+00,,7.729,Hardenberg,G0160,bestaand,,7.7294535,33.6404133779147
798,01,283,2015/11/12 00:00:00+00,0,2017/08/10 14:24:58+00,,43.719,Hardenberg,G0160,bestaand,,43.719217,138.993920292767
799,01,283,2015/11/12 00:00:00+00,0,2017/08/10 14:24:58+00,,16.761,Hardenberg,G0160,bestaand,,16.7606115,61.1031131267711
800,01,283,2015/11/12 00:00:00+00,0,2017/08/10 14:24:58+00,,370.64,Hardenberg,G0160,bestaand,,370.639866,1061.79333421395
801,01,283,2015/11/12 00:00:00+00,0,2017/08/10 14:24:58+00,,17.397,Hardenberg,G0160,bestaand,,17.3967545,60.9860491919572
802,01,283,2015/11/12 00:00:00+00,0,2017/08/10 14:24:58+00,,10.64,Hardenberg,G0160,bestaand,,10.6396435,33.4167506252533
803,01,283,2015/11/12 00:00:00+00,0,2017/08/10 14:24:58+00,,12.499,Hardenberg,G0160,bestaand,,12.498839,39.398003631937
804,01,283,2015/11/12 00:00:00+00,0,2017/08/10 14:24:58+00,,2.545,Hardenberg,G0160,bestaand,,2.545078,7.63508530975434
805,01,283,2015/11/12 00:00:00+00,0,2017/08/10 14:24:58+00,,7.819,Hardenberg,G0160,bestaand,,7.819405,36.4429778411942
806,01,283,2015/11/12 00:00:00+00,0,2017/08/10 14:24:58+00,,9.639,Hardenberg,G0160,bestaand,,9.6386985,25.6635934973771
807,01,283,2015/11/12 00:00:00+00,0,2017/08/10 14:24:58+00,,52.073,Hardenberg,G0160,bestaand,,52.0729435,36.2382006112186
808,01,283,2015/11/12 00:00:00+00,0,2017/08/10 14:24:58+00,,6.286,Hardenberg,G0160,bestaand,,6.2858,21.964861286497
809,01,283,2015/11/12 00:00:00+00,0,2017/08/10 14:24:58+00,,63.513,Hardenberg,G0160,bestaand,,63.5128465,58.2052434951978
810,01,283,2014/01/23 00:00:00+00,0,2019/04/26 15:04:32+00,,10.656,Dordrecht,G0505,bestaand,,10.656493,25.339977633472
811,01,283,2019/02/19 00:00:00+00,1,2019/02/19 10:37:19+00,,27.652,West Betuwe,G1960,bestaand,,27.6523695,53.2684169004472
812,01,283,2020/11/11 00:00:00+00,0,2020/11/13 15:40:30+00,,157.23,Vught,G0865,bestaand,,157.159339155,198.405326909507
813,01,283,2022/12/21 00:00:00+00,0,2022/12/22 16:43:34+00,,4.184,Vught,G0865,bestaand,,4.183691,18.0448327160491
814,01,283,2015/12/22 00:00:00+00,0,2015/12/23 10:10:08+00,,8.466,Bodegraven-Reeuwijk,G1901,bestaand,,8.4659005,19.6237249561329
815,01,283,2017/10/02 00:00:00+00,0,2017/10/03 16:27:42+00,,8.461,Hardenberg,G0160,bestaand,,8.461145,51.0454163569989
816,01,283,2015/12/22 00:00:00+00,0,2015/12/23 10:10:08+00,,29.002,Bodegraven-Reeuwijk,G1901,bestaand,,29.001897,70.2777713403827
817,01,283,2015/12/22 00:00:00+00,0,2015/12/23 10:10:08+00,,23.17,Bodegraven-Reeuwijk,G1901,bestaand,,23.1696425,79.0161246684072
818,01,283,2015/12/22 00:00:00+00,0,2015/12/23 12:53:48+00,,9.881,Bodegraven-Reeuwijk,G1901,bestaand,,9.881133,28.0342726973067
819,01,283,2015/12/22 00:00:00+00,0,2019/06/26 12:29:39+00,,10.564,Bodegraven-Reeuwijk,G1901,bestaand,,10.563638,20.311151126552
820,01,283,2015/12/22 00:00:00+00,0,2015/12/23 12:53:48+00,,30.762,Bodegraven-Reeuwijk,G1901,bestaand,,30.76247347,41.7462979793761
821,01,283,2015/12/22 00:00:00+00,0,2015/12/23 12:53:48+00,,22.523,Bodegraven-Reeuwijk,G1901,bestaand,,22.523467,40.1007768424544
822,01,283,2017/10/02 00:00:00+00,0,2017/10/03 16:27:42+00,,29.335,Hardenberg,G0160,bestaand,,29.335042,96.9477850975623
823,01,283,2015/12/22 00:00:00+00,0,2015/12/23 12:53:48+00,,10.136,Bodegraven-Reeuwijk,G1901,bestaand,,10.1363655,23.0074497007523
824,01,283,2017/10/02 00:00:00+00,0,2017/10/03 16:27:42+00,,6.7,Hardenberg,G0160,bestaand,,6.700139,51.4768417181467
825,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,8.212,Bodegraven-Reeuwijk,G1901,bestaand,,8.212478,18.9359512240075
826,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,30.502,Bodegraven-Reeuwijk,G1901,bestaand,,30.501884,69.7955087551815
827,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,5.949,Bodegraven-Reeuwijk,G1901,bestaand,,5.949244,14.3207996334033
828,01,283,2017/10/02 00:00:00+00,0,2017/10/03 16:27:42+00,,26.93,Hardenberg,G0160,bestaand,,26.929614,112.542083331582
829,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,12.609,Bodegraven-Reeuwijk,G1901,bestaand,,12.6089495,27.6141246508231
830,01,283,2015/12/22 00:00:00+00,0,2016/01/07 10:58:55+00,,10.917,Bodegraven-Reeuwijk,G1901,bestaand,,10.916968,26.0752419321917
831,01,283,2015/02/24 00:00:00+00,0,2015/02/24 15:57:49+00,,70.509,Tiel,G0281,bestaand,,70.5089375,128.974792425844
832,01,283,2015/02/24 00:00:00+00,0,2019/09/23 15:32:12+00,,3.466,Tiel,G0281,bestaand,,3.4656015,12.3334225972873
833,01,283,2015/06/22 00:00:00+00,1,2018/06/29 13:25:07+00,,41.126,Tiel,G0281,bestaand,,41.126106,118.570549020524
834,01,283,2015/02/24 00:00:00+00,0,2015/02/24 15:57:35+00,,3.072,Tiel,G0281,bestaand,,3.072142,8.14365591645532
835,01,283,2015/02/24 00:00:00+00,0,2018/06/18 11:16:58+00,,26.153,Tiel,G0281,bestaand,,26.1532445,71.2713341846271
836,01,283,2015/02/24 00:00:00+00,0,2019/09/23 15:32:12+00,,28.212,Tiel,G0281,bestaand,,28.2119385,45.4091147691142
837,01,283,2015/02/24 00:00:00+00,0,2018/06/29 13:25:07+00,,128.417,Tiel,G0281,bestaand,,128.410862435,254.166980350323
838,01,283,2015/09/22 00:00:00+00,0,2016/01/07 10:28:11+00,,10.572,Stadskanaal,G0037,bestaand,,10.5724605,30.5808342168895
839,01,283,2019/02/14 00:00:00+00,0,2019/02/14 11:29:01+00,,195.044,Brummen,G0213,bestaand,,195.043672,110.142771757252
840,01,283,2019/02/14 00:00:00+00,0,2019/02/14 11:29:01+00,,148.028,Brummen,G0213,bestaand,,148.0279515,100.598582334667
841,01,283,2019/02/14 00:00:00+00,0,2019/02/14 11:29:00+00,,54.318,Brummen,G0213,bestaand,,54.3183135,37.9314064973064
842,01,283,2019/02/14 00:00:00+00,0,2019/02/14 11:29:00+00,,8.719,Brummen,G0213,bestaand,,8.718837,13.4524586438555
843,01,283,2019/02/12 00:00:00+00,0,2019/02/15 12:12:20+00,,13.348,Lingewaard,G1705,bestaand,,13.3480805,15.4867118957777
844,01,283,2019/03/27 00:00:00+00,0,2019/06/24 15:38:18+00,,13.407,Brummen,G0213,bestaand,,13.406884,67.8390832967519
845,01,283,2014/10/15 00:00:00+00,0,2015/02/26 11:08:14+00,,15.667,Hendrik-Ido-Ambacht,G0531,bestaand,,15.666821,27.654563468231
846,01,283,2015/03/02 00:00:00+00,0,2015/03/02 09:26:35+00,,192.824,Hendrik-Ido-Ambacht,G0531,bestaand,,192.808173175,396.278141662601
847,01,283,2015/02/27 00:00:00+00,0,2015/03/02 12:23:01+00,,8.361,Hendrik-Ido-Ambacht,G0531,bestaand,,8.361398,25.7096006582621
848,01,283,2015/03/02 00:00:00+00,0,2015/03/02 16:05:02+00,,3.941,Hendrik-Ido-Ambacht,G0531,bestaand,,3.941158,8.83535600150694
849,01,283,2015/02/27 00:00:00+00,0,2015/03/02 12:23:01+00,,7.896,Hendrik-Ido-Ambacht,G0531,bestaand,,7.895628,31.7435820863643
850,01,283,2015/02/26 00:00:00+00,0,2015/02/26 11:08:14+00,,8.099,Hendrik-Ido-Ambacht,G0531,bestaand,,8.099449,26.8059450938068
851,01,283,2014/09/04 00:00:00+00,0,2016/11/11 08:16:42+00,,10.647,Hendrik-Ido-Ambacht,G0531,bestaand,,10.6466505,20.3058746993605
852,01,283,2014/10/06 00:00:00+00,0,2015/03/02 09:26:35+00,,12.918,Hendrik-Ido-Ambacht,G0531,bestaand,,12.917729,38.884952207749
853,01,283,2014/10/10 00:00:00+00,0,2016/11/11 08:16:42+00,,8.779,Hendrik-Ido-Ambacht,G0531,bestaand,,8.7785275,17.0303427109836
854,01,283,2015/03/02 00:00:00+00,0,2015/03/02 16:05:02+00,,4.565,Hendrik-Ido-Ambacht,G0531,bestaand,,4.5650205,11.3674851066296
855,01,283,2015/02/26 00:00:00+00,0,2020/01/13 15:46:41+00,,13.373,Hendrik-Ido-Ambacht,G0531,bestaand,,13.3732725,35.4086117296615
856,01,283,2015/02/27 00:00:00+00,0,2015/03/02 12:23:01+00,,10.458,Hendrik-Ido-Ambacht,G0531,bestaand,,10.45508402,33.0229461152214
857,01,283,2021/10/26 00:00:00+00,0,2021/10/29 16:23:52+00,,43.011,Dronten,G0303,bestaand,,43.010978,60.5447528143938
858,01,283,2014/07/15 00:00:00+00,0,2016/11/11 08:16:42+00,,4.019,Hendrik-Ido-Ambacht,G0531,bestaand,,4.018437975,7.69759373348881
859,01,283,2014/07/15 00:00:00+00,0,2014/12/30 12:06:35+00,,11.183,Hendrik-Ido-Ambacht,G0531,bestaand,,11.182547,16.6867096171586
860,01,283,2015/02/27 00:00:00+00,0,2015/03/02 12:23:01+00,,5.022,Hendrik-Ido-Ambacht,G0531,bestaand,,5.0224515,20.8693573227249
861,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,3.956,Hendrik-Ido-Ambacht,G0531,bestaand,,3.95583163,7.62116337822312
862,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,4.069,Hendrik-Ido-Ambacht,G0531,bestaand,,4.068122005,7.7575417778824
863,01,283,2021/10/26 00:00:00+00,0,2021/10/29 16:23:52+00,,7.747,Dronten,G0303,bestaand,,7.7472555,12.5709357602066
864,01,283,2014/07/15 00:00:00+00,0,2014/12/30 12:06:35+00,,4.092,Hendrik-Ido-Ambacht,G0531,bestaand,,4.091424105,7.76351792629429
865,01,283,2014/09/23 00:00:00+00,0,2015/02/27 15:32:29+00,,30.962,Hendrik-Ido-Ambacht,G0531,bestaand,,30.962172,47.208520383154
866,01,283,2014/07/15 00:00:00+00,0,2014/12/30 12:06:35+00,,4.085,Hendrik-Ido-Ambacht,G0531,bestaand,,4.084394655,7.92324737570119
867,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,12.345,Hendrik-Ido-Ambacht,G0531,bestaand,,12.344259285,14.5489301171433
868,01,283,2014/06/02 00:00:00+00,0,2015/11/06 08:29:42+00,,3.883,Dordrecht,G0505,bestaand,,3.8828705,10.6976777211942
869,01,283,2014/05/22 00:00:00+00,0,2015/11/06 08:29:42+00,,134.281,Dordrecht,G0505,bestaand,,134.2813715,112.561841850967
870,01,283,2020/06/05 00:00:00+00,0,2020/06/10 15:06:09+00,,19.626,Hardenberg,G0160,bestaand,,19.626259,47.7473246259787
871,01,283,2014/02/11 00:00:00+00,0,2015/11/06 08:29:42+00,,17.634,Dordrecht,G0505,bestaand,,17.6342985,16.7466462416971
872,01,283,2020/06/05 00:00:00+00,0,2020/06/10 15:06:09+00,,6.415,Hardenberg,G0160,bestaand,,6.4149225,12.2798231697146
873,01,283,2014/06/03 00:00:00+00,0,2015/11/06 08:29:42+00,,91.647,Dordrecht,G0505,bestaand,,91.6466625,61.0196806872506
874,01,283,2014/06/02 00:00:00+00,0,2015/11/06 08:29:42+00,,3.924,Dordrecht,G0505,bestaand,,3.9244695,10.6276516949847
875,01,283,2014/06/02 00:00:00+00,0,2015/11/06 08:29:42+00,,8.138,Dordrecht,G0505,bestaand,,8.138182,20.728845442354
876,01,283,2014/06/02 00:00:00+00,0,2015/11/06 08:29:42+00,,8.354,Dordrecht,G0505,bestaand,,8.353647,18.9860975109065
877,01,283,2020/06/05 00:00:00+00,0,2020/06/10 15:06:09+00,,9.497,Hardenberg,G0160,bestaand,,9.4972265,27.7188228303678
878,01,283,2020/06/05 00:00:00+00,0,2020/06/10 15:06:09+00,,25.69,Hardenberg,G0160,bestaand,,25.69024,68.2525685600268
