gebouwnummer;aantal_adressen_in_pand;adressen;bouwjaar;gebouwstatus;max_huisnr;max_postcode;max_straatnaam;max_woonplaats;min_huisnr;min_postcode;min_straatnaam;min_woonplaats;status_id;verdeeld_over_aantal_straten;geometrie
0479100000001905;1;Penningweg 92;1999;Pand in gebruik;92;1507DH;Penningweg;Zaandam;92;1507DH;Penningweg;Zaandam;11;1;MULTIPOLYGON(((114475.015474626 493712.466892079,114474.994 493712.369,114486.687 493709.813,114492.02 493734.236,114492.20466 493734.195445,114494.793789 493745.984478,114479.005079 493749.452023,114476.386991 493737.531132,114480.324141365 493736.66644792,114475.015474626 493712.466892079)))
0479100000001906;1;Wagenmakerij 9;1916;Pand in gebruik;9;1505SG;Wagenmakerij;Zaandam;9;1505SG;Wagenmakerij;Zaandam;11;1;MULTIPOLYGON(((117374.155549 493110.618621,117379.322199 493101.238757,117402.646509 493114.327624,117397.470823 493123.713715,117374.155549 493110.618621)))
0479100000001907;1;Ds. Martin Luther Kingweg 154;1970;Pand in gebruik;154;1503KW;Ds. Martin Luther Kingweg;Zaandam;154;1503KW;Ds. Martin Luther Kingweg;Zaandam;11;1;MULTIPOLYGON(((117389.679 495524.969,117389.734 495524.694,117407.636 495528.292,117406.508 495533.907,117410.923 495534.795,117408.692 495545.89,117402.815 495544.709,117403.575 495540.932,117395.347 495539.278,117395.495 495538.544,117391.982 495537.838,117391.827 495538.608,117387.127 495537.663,117389.054 495528.075,117387.9 495527.84,117388.54 495524.74,117389.679 495524.969)))
0479100000001909;10;Ruijterveer 11 t/m Ruijterveer 29;1993;Pand in gebruik;29;1506ER;Ruijterveer;Zaandam;11;1506ER;Ruijterveer;Zaandam;11;1;MULTIPOLYGON(((116586.175 495203.388,116566.13 495194.421,116572.027 495181.171,116575.935 495182.93,116575.225 495184.507,116578.972 495186.171,116579.682 495184.594,116584.469 495186.728,116583.824 495188.192,116591.47 495191.598,116586.175 495203.388)))
0479100000001910;3;Dampadsteeg 2 t/m Gedempte Gracht 51;1965;Pand in gebruik;51;1506SJ;Gedempte Gracht;Zaandam;2;1506CC;Dampadsteeg;Zaandam;11;2;MULTIPOLYGON(((116483.013 494756.322,116492.9 494723.94,116492.92 494723.8,116493.42 494723.89,116493.2 494724.75,116495.12 494725.32,116495.36 494724.55,116495.9 494724.69,116495.83 494724.88,116501.31 494726.55,116497.583 494738.692,116497.507 494738.939,116497.993 494739.755,116497.198 494742.36,116496.354 494742.795,116491.506 494758.683,116487.81 494757.56,116487.78 494757.76,116483.063 494756.33,116483.013 494756.322)))
0479100000001911;1;Oranjeboomkade 1;1965;Pand in gebruik;1;1566DB;Oranjeboomkade;Assendelft;1;1566DB;Oranjeboomkade;Assendelft;11;1;MULTIPOLYGON(((111441.327 498855.377,111444.955 498852.55,111447.56 498850.52,111450.77 498854.3,111452.55 498852.57,111450.27 498850.24,111452.4 498848.16,111449.62 498845.32,111454.67 498840.4,111463.47 498849.389,111464.253 498848.902,111465.073 498848.812,111465.799 498849.152,111466.373 498849.738,111466.696 498850.47,111466.589 498851.288,111466.086 498852.061,111466.31 498852.29,111463.121 498855.447,111463.041 498855.366,111458.33 498860.03,111457.393 498859.089,111456.578 498859.9,111457.529 498860.856,111457.342 498861.043,111457.105 498860.805,111454.948 498862.952,111455.122 498863.127,111451.702 498866.531,111446.217 498861.008,111441.327 498855.377)))
0479100000001912;;Pand zonder adres;1957;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((116313.679 495672.1,116320.554 495672.201,116320.456 495678.839,116323.286 495678.88,116323.384 495672.162,116347.064 495672.509,116346.917 495682.514,116323.242 495682.167,116323.267 495680.461,116313.64 495680.32,116313.679 495672.1)))
0479100000001913;1;Westerkoogweg 62;1998;Pand in gebruik;62;1541VZ;Westerkoogweg;Koog aan de Zaan;62;1541VZ;Westerkoogweg;Koog aan de Zaan;11;1;MULTIPOLYGON(((114933.741 496851.541,114933.642 496848.543,114939.235 496848.358,114939.671 496861.282,114939.971 496861.271,114940.235 496868.174,114939.934 496868.186,114940.062 496871.722,114939.233 496871.751,114938.61 496872.452,114938.638 496873.243,114928.871 496873.583,114928.843 496872.804,114928.161 496872.139,114927.362 496872.167,114927.239 496868.648,114926.938 496868.659,114926.343 496851.792,114933.741 496851.541)))
0479100000001914;2;Zomerdijk 24 t/m Zomerdijk 26;1980;Pand in gebruik (niet ingemeten);26;1505HW;Zomerdijk;Zaandam;24;1505HW;Zomerdijk;Zaandam;10;1;MULTIPOLYGON(((118122.36 493103.69,118122.32 493103.71,118118.881094 493094.9319,118114.303943 493096.725044,118112.919495 493090.98229,118116.71 493089.39,118134.77 493082.37,118140.35 493096.67,118122.36 493103.69)))
0479100000001915;1;J.J. Allanstraat 334;2002;Pand in gebruik;334;1551RT;J.J. Allanstraat;Westzaan;334;1551RT;J.J. Allanstraat;Westzaan;11;1;MULTIPOLYGON(((113316.142 497045.272,113350.655 497050.964,113349.272 497059.351,113314.759 497053.659,113316.142 497045.272)))
0479100000001916;8;Eikelaan 106 t/m Eikelaan 120;1956;Pand in gebruik;120;1561CH;Eikelaan;Krommenie;106;1561CH;Eikelaan;Krommenie;11;1;MULTIPOLYGON(((112821.466 501677.702,112835.861 501706.365,112827.578 501710.525,112813.183 501681.862,112821.466 501677.702)))
0479100000001917;8;Jacob Rekstraat 67 t/m Jacob Rekstraat 81;1954;Pand in gebruik;81;1505BC;Jacob Rekstraat;Zaandam;67;1505BC;Jacob Rekstraat;Zaandam;11;1;MULTIPOLYGON(((117789.69 494447.32,117763.484 494433.69,117766.121 494428.62,117763.954 494427.03,117766.154 494424.033,117767.855 494425.281,117767.985 494425.031,117794.19 494438.66,117789.69 494447.32)))
0479100000001918;1;Bonte Kraaiweg 22;2007;Pand in gebruik;22;1521RD;Bonte Kraaiweg;Wormerveer;22;1521RD;Bonte Kraaiweg;Wormerveer;11;1;MULTIPOLYGON(((114193.5445 502302.75,114193.827 502293.997,114193.307 502293.979,114193.319 502293.639,114215.443 502294.381,114215.54 502291.383,114223.825 502291.652,114223.789 502292.741,114223.421524 502303.746263,114193.5445 502302.75)))
0479100000001919;;Pand zonder adres;1995;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((116007.989 495295.826,116008.577 495294.446,115990.545 495286.765,115993.092 495280.785,116033.315 495297.918,116030.769 495303.896,116014.208 495296.844,116013.62 495298.224,116012.009241 495298.266564,116010.451907 495297.852961,116009.074525 495297.016795,116007.989 495295.826)))
0479100000001920;;Pand zonder adres;1990;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((116283.265 497517.569,116287.57 497504.242,116294.631 497506.478,116297.548 497507.378,116307.664 497510.565,116303.31 497524.042,116289.988 497519.74,116283.265 497517.569)))
0479100000001921;1;Bonte Kraaiweg 24;2007;Pand in gebruik;24;1521RD;Bonte Kraaiweg;Wormerveer;24;1521RD;Bonte Kraaiweg;Wormerveer;11;1;MULTIPOLYGON(((114193.5445 502302.75,114223.421524 502303.746263,114223.055 502314.723,114223.019 502315.812,114214.759 502315.548,114214.855 502312.539,114192.731 502311.836,114192.742 502311.486,114193.262 502311.503,114193.5445 502302.75)))
0479100000001922;1;Lagedijk 248;1965;Pand in gebruik;248;1544BN;Lagedijk;Zaandijk;248;1544BN;Lagedijk;Zaandijk;11;1;MULTIPOLYGON(((115735.18 499041.82,115758.98 499054.48,115757.45 499057.24,115753.38 499055.01,115751.92 499057.48,115749.27 499055.95,115748.12 499057.9,115744.99 499055.89,115740.9 499061.636,115741.12 499061.793,115740.98 499062.017,115733.97 499057.64,115726.95 499053.85,115735.18 499041.82)))
0479100000001923;12;Heiligeweg 101 t/m Heiligeweg 105 E;1981;Pand in gebruik;105;1561DH;Heiligeweg;Krommenie;101;1561DG;Heiligeweg;Krommenie;11;1;MULTIPOLYGON(((112511.72 501729.8,112517.53 501742.3,112516.593 501742.738,112517.857 501745.453,112518.94 501744.95,112522.55 501752.68,112511.44 501757.82,112507.82 501750.13,112509.717 501749.231,112508.335 501746.264,112509.673 501745.641,112503.96 501733.4,112511.72 501729.8)))
0479100000001924;1;Dorpsstraat 383;1890;Pand in gebruik (niet ingemeten);383;1566BE;Dorpsstraat;Assendelft;383;1566BE;Dorpsstraat;Assendelft;10;1;MULTIPOLYGON(((111048.89 497774.78,111052.982 497771.149,111054.937 497773.667,111059.954 497779.389,111060.165 497779.204,111063.104 497782.625,111053.027 497791.596,111047.264 497796.716,111047.252 497796.702,111046.86 497797.05,111046.515 497796.645,111046.597 497796.575,111041.964 497791.146,111041.889 497791.21,111041.667 497790.951,111042.04 497790.632,111042.077 497790.675,111050.143 497783.793,111047.409 497780.589,111046.578 497781.298,111044.334 497778.668,111048.89 497774.78)))
0479100000001925;1;Jonge Voolweg 29;2006;Pand in gebruik;29;1521RH;Jonge Voolweg;Wormerveer;29;1521RH;Jonge Voolweg;Wormerveer;11;1;MULTIPOLYGON(((113928.273 502296.261,113933.347 502320.75,113923.585 502322.775,113918.509 502298.284,113928.273 502296.261)))
0479100000001926;1;Westzijde 241;1894;Pand in gebruik;241;1506GE;Westzijde;Zaandam;241;1506GE;Westzijde;Zaandam;11;1;MULTIPOLYGON(((115927.111 496367.612,115924.635 496365.91,115926.341 496363.548,115922.638 496360.882,115924.228 496358.645,115925.978 496356.205,115923.911 496354.74,115928.213 496348.724,115930.254 496350.173,115930.3 496350.108,115941.287 496357.972,115940.442 496358.829,115948.234 496366.926,115940.473 496374.444,115936.449 496370.29,115940.69 496366.167,115936.904 496362.233,115932.974 496359.42,115927.111 496367.612)))
0479100000001927;;Pand zonder adres;1975;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((117234.382067 496423.544591,117218.597509 496422.536654,117204.244288 496421.309711,117204.932437 496413.315629,117209.703392 496413.706263,117209.933024 496411.018713,117235.250102 496413.190695,117234.382067 496423.544591)))
0479100000001928;;Pand zonder adres;1970;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((109862.905 495833.484,109865.062 495831.823,109868.705 495835.51,109866.044 495837.56,109862.905 495833.484)))
0479100000001929;1;Wandelweg 5;1934;Pand in gebruik;5;1521AA;Wandelweg;Wormerveer;5;1521AA;Wandelweg;Wormerveer;11;1;MULTIPOLYGON(((114742.394 500388.74,114753.408 500387.928,114753.474 500388.826,114755.745 500388.686,114755.969 500391.701,114756.478 500391.665,114757.424 500405.267,114743.218 500406.299,114743.058 500403.776,114742.797326 500403.768283,114742.544607 500403.703917,114742.312 500403.586,114742.296 500403.381,114742.492747 500403.251457,114742.711323 500403.163622,114742.943 500403.121,114742.769 500400.204,114742.524557 500400.191592,114742.288307 500400.127622,114742.071 500400.015,114742.053 500399.813,114742.246355 500399.680903,114742.464379 500399.595457,114742.696 500399.561,114742.507 500396.648,114742.268362 500396.635175,114742.036979 500396.575387,114741.822 500396.471,114741.82 500396.262,114742.014204 500396.133203,114742.231078 500396.047942,114742.461 500396.01,114742.259 500393.08,114742.015846 500393.074677,114741.779716 500393.016407,114741.562 500392.908,114741.571 500392.702,114741.761683 500392.565923,114741.978022 500392.476064,114742.209 500392.437,114742.016 500389.512,114741.460909 500389.316151,114741.398054 500388.730888,114741.898898 500388.421635,114742.394 500388.74)))
0479100000001931;6;Mercuriusstraat 15 t/m Mercuriusstraat 15 E;2005;Pand in gebruik;15;1561PM;Mercuriusstraat;Krommenie;15;1561PM;Mercuriusstraat;Krommenie;11;1;MULTIPOLYGON(((113357.602 502136.859,113364.024 502149.971,113351.925 502155.938,113350.554 502153.158,113346.545 502155.135,113341.458 502144.821,113357.602 502136.859)))
0479100000001932;1;Dorpsstraat 352;1980;Pand in gebruik;352;1566BR;Dorpsstraat;Assendelft;352;1566BR;Dorpsstraat;Assendelft;11;1;MULTIPOLYGON(((110961.464 497742.626,110951.82 497735.33,110957.203 497728.398,110955.63 497727.178,110956.951 497725.475,110958.524 497726.695,110960.723 497723.865,110974.05 497734.09,110968.662 497741.222,110965.37 497745.58,110961.464 497742.626)))
0479100000001933;3;Houthavenkade 32 t/m Houthavenkade 34 A;1989;Pand in gebruik;34;1506PD;Houthavenkade;Zaandam;32;1506PD;Houthavenkade;Zaandam;11;1;MULTIPOLYGON(((116471.036 494283.842,116468.848 494273.643,116490.192 494269.107,116490.203 494269.176,116492.136 494268.748,116493.677 494275.987,116494.691 494275.765,116495.654335 494275.994052,116496.18517 494276.82993,116495.982867 494277.799235,116495.162 494278.353,116493.72 494278.638,116471.036 494283.842)))
0479100000001934;1;Dorpsstraat 64;1925;Pand in gebruik;64;1566AM;Dorpsstraat;Assendelft;64;1566AM;Dorpsstraat;Assendelft;11;1;MULTIPOLYGON(((109632.1 495447.62,109635.46 495446.24,109635.88 495447.12,109645.81 495442.94,109648.66 495449.78,109645.543 495451.087,109646.645 495453.715,109647.263 495453.456,109648.689 495456.859,109641.403 495459.912,109638.883 495453.899,109635.23 495455.41,109636.45 495458.4,109633.353 495459.664,109629.495 495461.288,109625.235 495450.047,109632.1 495447.62)))
0479100000001935;1;Veenpolderdijk 12  NA;1967;Pand in gebruik;12;1566PJ;Veenpolderdijk;Assendelft;12;1566PJ;Veenpolderdijk;Assendelft;11;1;MULTIPOLYGON(((110778.44 496744.99,110786.54 496736.07,110795.41 496744.2,110791.207 496748.798,110794.166 496751.502,110790.14 496755.74,110778.44 496744.99)))
0479100000001936;;Pand zonder adres;1973;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((116952.94 496525.18,116917.66 496527.86,116917.38 496524.28,116922.38 496523.9,116922 496518.92,116932.36 496518.12,116932.46 496519.5,116937.05 496519.15,116936.94 496517.76,116947.3 496516.97,116947.68 496521.97,116952.66 496521.59,116952.94 496525.18)))
0479100000001937;1;Rosbayerweg 93;2005;Pand in gebruik;93;1521RW;Rosbayerweg;Wormerveer;93;1521RW;Rosbayerweg;Wormerveer;11;1;MULTIPOLYGON(((114409.748 502126.002,114411.741 502135.753,114398.58 502138.465,114396.14 502119.01,114407.817 502116.611,114409.748 502126.002)))
0479100000001938;1;Westzijde 87;1895;Pand in gebruik;87;1506GA;Westzijde;Zaandam;87;1506GA;Westzijde;Zaandam;11;1;MULTIPOLYGON(((116335.724 495483.371,116350.218 495489.678,116350.511 495489.807,116348.609 495494.123,116349.107 495494.343,116349.585 495495.617,116348.619 495497.808,116347.343 495498.286,116346.858 495498.072,116346.203 495499.557,116342.941 495498.129,116342.533 495498.282,116342.491 495498.378,116338.536 495496.635,116338.057 495496.814,116338.015 495496.911,116332.487 495494.474,116332.254 495495.003,116327.28 495492.81,116321.232 495490.145,116323.945 495483.99,116330.013 495486.664,116330.871 495489.602,116330.599 495490.219,116333.533 495491.512,116333.82 495490.86,116333.35 495490.49,116333.1 495489.97,116333.08 495489.39,116335.724 495483.371)))
0479100000001939;1;Dorpsstraat 116 A;1924;Pand in gebruik;116;1566AP;Dorpsstraat;Assendelft;116;1566AP;Dorpsstraat;Assendelft;11;1;MULTIPOLYGON(((109885.367918075 496096.850778213,109885.037594 496096.378013,109885.040791597 496096.375778827,109885.635998 496095.959906,109885.704728 496096.058273,109889.672223 496093.286165,109888.085706 496091.015512,109889.924634783 496089.730643559,109902.936844 496080.63895,109902.965270026 496080.679633861,109903.681 496081.704,109905.342 496080.678,109906.03 496081.791,109906.599 496081.411,109910.961 496087.745,109890.065822 496102.282497,109890.128824 496102.372667,109889.522224 496102.796502,109889.387081948 496102.603084033,109889.098389 496102.189901,109889.196757 496102.121171,109885.554069 496096.907686,109885.455702 496096.976416,109885.367918075 496096.850778213)))
0479100000001940;1;Dorpsstraat 995 B;1968;Pand in gebruik;995;1566JD;Dorpsstraat;Assendelft;995;1566JD;Dorpsstraat;Assendelft;11;1;MULTIPOLYGON(((112574.72 500434.05,112580.615 500439.906,112559.82 500460.84,112553.81 500454.87,112574.72 500434.05)))
0479100000001941;1;Provincialeweg 9;1930;Pand in gebruik;9;1561KK;Provincialeweg;Krommenie;9;1561KK;Provincialeweg;Krommenie;11;1;MULTIPOLYGON(((112686.872 500931.81,112688.099 500938.003,112684.928 500938.631,112686.268138 500945.399575,112688.722 500944.913,112690.847067 500949.455477,112701.739 500944.36,112705.156 500951.46,112688.311 500959.327,112685.291 500953.175,112684.446 500953.417,112684.303 500952.517,112684.368 500952.487,112682.757 500944.125,112681.772 500939.256,112680.425 500933.087,112686.872 500931.81)))
0479100000001943;1;Twiskeweg 106;1967;Pand in gebruik;106;1503AC;Twiskeweg;Zaandam;106;1503AC;Twiskeweg;Zaandam;11;1;MULTIPOLYGON(((118254.8 494955.86,118253.6 494962.77,118242.64 494960.83,118242.55 494961.28,118241.25 494961.1,118241.34 494960.6,118239.01 494960.14,118240.03 494954.35,118246.21 494955.5,118246.8 494952.18,118248.36 494952.46,118250.47 494940.56,118259.93 494942.27,118259.48 494944.83,118259.79 494944.88,118259.34 494947.45,118259.65 494947.49,118259.2 494950.07,118259.51 494950.13,118258.35 494956.49,118254.8 494955.86)))
0479100000001944;9;Zuiddijk 46 t/m Zuiddijk 48 C;1932;Pand in gebruik;48;1501CM;Zuiddijk;Zaandam;46;1501CM;Zuiddijk;Zaandam;11;1;MULTIPOLYGON(((117106.814 494578.589,117118.95 494587.65,117118.84 494587.82,117118.96 494588.5,117117.93 494589.88,117117.24 494590,117114.3 494594.02,117114.43 494594.7,117113.43 494596.07,117112.76 494596.16,117112.5 494596.48,117112.61 494597.183,117111.61 494598.55,117110.91 494598.68,117109.455 494600.68,117097.351 494591.561,117106.814 494578.589)))
0479100000001945;1;Dorpsstraat 641;1860;Pand in gebruik;641;1566EB;Dorpsstraat;Assendelft;641;1566EB;Dorpsstraat;Assendelft;11;1;MULTIPOLYGON(((111648.565 499064.829,111651.073 499067.766,111638.405 499078.581,111628.781 499067.308,111641.449 499056.493,111643.951 499059.424,111648.565 499064.829)))
0479100000001946;1;Frans Halsstraat 84;1931;Pand in gebruik;84;1506LJ;Frans Halsstraat;Zaandam;84;1506LJ;Frans Halsstraat;Zaandam;11;1;MULTIPOLYGON(((115718.425 496147.975,115721.548 496145.852,115719.563 496143.13,115726.036 496138.199,115726.127 496138.371,115729.669 496142.967,115728.078 496144.179,115729.905 496146.613,115725.172 496150.06,115723.575 496151.262,115718.425 496147.975)))
0479100000001947;5;Hogendijk 28 t/m Hogendijk 28 B A;1930;Pand in gebruik;28;1506AH;Hogendijk;Zaandam;28;1506AH;Hogendijk;Zaandam;11;1;MULTIPOLYGON(((116686.5 494656.1,116686.95 494648.68,116701 494649.68,116700.12 494663.49,116698.73 494664.72,116686.04 494663.74,116686.5 494656.1)))
0479100000001948;1;Bankakade 8;2008;Pand in gebruik;8;1521BW;Bankakade;Wormerveer;8;1521BW;Bankakade;Wormerveer;11;1;MULTIPOLYGON(((115383.465 500029.179,115389.845389 500025.068285,115392.59348 500025.660633,115394.566 500028.664,115386.515768 500033.878498,115383.465 500029.179)))
0479100000001949;2;Olympus 30 t/m Olympus 32;2009;Pand in gebruik;32;1567JN;Olympus;Assendelft;30;1567JN;Olympus;Assendelft;11;1;MULTIPOLYGON(((111588.647454 500789.670694,111588.624888 500789.681454,111587.998676 500788.368105,111588.021242 500788.357346,111587.446677 500787.152315,111584.467948 500788.572589,111580.788147 500780.854975,111597.416944 500772.915194,111601.096745 500780.632808,111598.118017 500782.053082,111598.694735 500783.262626,111598.717301 500783.251866,111599.345664 500784.569728,111599.323098 500784.580488,111599.998804 500785.99764,111599.599088 500786.185408,111599.586154 500786.158339,111597.898869 500786.964545,111598.071319 500787.325462,111591.571376 500790.431214,111591.398925 500790.070297,111589.707412 500790.871397,111589.720324 500790.898477,111589.32316 500791.087847,111588.647454 500789.670694)))
0479100000001950;4;van Henegouwenstraat 11 t/m van Henegouwenstraat 9;1956;Pand in gebruik;15;1561VV;van Henegouwenstraat;Krommenie;9;1561VV;van Henegouwenstraat;Krommenie;11;1;MULTIPOLYGON(((112809.891 501750.748,112800.304 501730.003,112808.709 501726.118,112818.296 501746.862,112809.891 501750.748)))
0479100000001951;4;van Henegouwenstraat 1 t/m van Henegouwenstraat 7;1956;Pand in gebruik;7;1561VV;van Henegouwenstraat;Krommenie;1;1561VV;van Henegouwenstraat;Krommenie;11;1;MULTIPOLYGON(((112809.891 501750.748,112818.296 501746.862,112827.883 501767.606,112819.478 501771.491,112809.891 501750.748)))
0479100000001952;1;J.J. Allanstraat 325;1901;Pand in gebruik;325;1551RH;J.J. Allanstraat;Westzaan;325;1551RH;J.J. Allanstraat;Westzaan;11;1;MULTIPOLYGON(((113333.478 496706.313,113332.058 496719.929,113322.251 496718.907,113323.67 496705.296,113333.478 496706.313)))
0479100000001953;1;J.J. Allanstraat 429;1995;Pand in gebruik;429;1551RK;J.J. Allanstraat;Westzaan;429;1551RK;J.J. Allanstraat;Westzaan;11;1;MULTIPOLYGON(((113239.864 497154.039,113230.145 497152.391,113229.916 497153.745,113225.434 497152.985,113226.647 497145.829,113240.848 497148.237,113240.119 497152.536,113250.971 497154.4,113250.386 497157.891,113251.836 497158.134,113250.76 497164.552,113238.432 497162.486,113239.864 497154.039)))
0479100000001954;1;Wandelweg 96;1970;Pand in gebruik;96;1521AJ;Wandelweg;Wormerveer;96;1521AJ;Wandelweg;Wormerveer;11;1;MULTIPOLYGON(((115262.365 500000.284,115270.095 500015.2,115259.235 500020.828,115258.765 500019.923,115258.428 500020.098,115251.178 500006.081,115262.365 500000.284)))
0479100000001955;2;Dorpsstraat 831 t/m Dorpsstraat 833;1925;Pand in gebruik (niet ingemeten);833;1566EH;Dorpsstraat;Assendelft;831;1566EH;Dorpsstraat;Assendelft;10;1;MULTIPOLYGON(((112107.74 500012.63,112102.72 500017.04,112100.46 500014.42,112100.33 500014.57,112095.77 500009.36,112106.281 500000,112111.62 499995.19,112116.26 500000.34,112111.74 500004.33,112111.82 500004.43,112105.53 500010.14,112106.368 500011.084,112117.302694 500001.378971,112120.663057 500005.245565,112110.45 500014.12,112108.542 500011.925,112107.74 500012.63)))
0479100000001956;1;Wandelweg 16  BY;1980;Pand in gebruik;16;1521AG;Wandelweg;Wormerveer;16;1521AG;Wandelweg;Wormerveer;11;1;MULTIPOLYGON(((114876.123 500110.856,114883.04 500107.845,114894.509 500133.046,114887.641 500136.385,114876.123 500110.856)))
0479100000001957;3;Lagedijk 258 t/m Lagedijk 260 A;1984;Pand in gebruik;260;1544BN;Lagedijk;Zaandijk;258;1544BN;Lagedijk;Zaandijk;11;1;MULTIPOLYGON(((115720.786 499065.765,115724.87 499067.89,115723.7 499070.19,115732.33 499074.23,115733.924 499074.97,115735.098 499075.515,115735.968 499073.642,115735.971 499073.634,115736.086 499073.388,115736.089 499073.389,115738.649 499074.578,115739.224 499074.845,115739.339 499074.898,115739.299 499074.983,115739.1 499075.412,115738.343 499077.042,115738.135 499077.491,115738.089 499077.59,115739.029 499078.027,115746.479 499081.485,115745.734 499083.09,115744.197 499086.401,115736.078 499082.621,115735.996 499082.582,115735.785 499082.484,115735.84 499082.365,115732.97 499081.02,115731.139 499080.162,115729.698 499079.487,115729.26 499079.282,115722.19 499075.97,115716.575 499073.055,115715.93 499072.72,115720.786 499065.765)))
0479100000001959;;Pand zonder adres;1980;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((113483.347 495596.408,113473.006 495594.992,113469.842 495594.275,113470.599 495588.034,113473.949 495588.437,113474.01 495588.01,113484.298 495589.463,113483.347 495596.408)))
0479100000001960;1;Kalverringdijk 17;1670;Pand in gebruik;17;1509BT;Kalverringdijk;Zaandam;17;1509BT;Kalverringdijk;Zaandam;11;1;MULTIPOLYGON(((116193.82 498458.1,116198.25 498464.17,116196.46 498465.76,116198.96 498469.1,116193.31 498474.19,116192.95 498474.05,116181.55 498484.66,116178.9 498481.56,116185.4 498475.41,116186.74 498475.74,116187.67 498474.93,116181.78 498468.56,116193.71 498458.33,116193.64 498458.23,116193.82 498458.1)))
0479100000001961;1;Acacialaan 10;1980;Pand in gebruik;10;1521EL;Acacialaan;Wormerveer;10;1521EL;Acacialaan;Wormerveer;11;1;MULTIPOLYGON(((114341.055 500600.582,114338.004 500601.295,114334.868 500602.029,114328.082 500603.616,114326.853 500603.903,114326.838 500603.841,114325.63 500598.856,114325.931 500598.785,114326.159 500599.759,114327.766 500599.383,114324.384 500584.954,114324.581 500584.908,114334.124 500582.671,114337.274 500596.107,114338.696 500595.773,114339.581 500595.566,114339.864 500595.508,114339.886 500595.604,114339.986 500596.028,114340.029 500596.211,114340.233 500597.077,114341.055 500600.582)))
0479100000001962;1;Jupiterstraat 40;1970;Pand in gebruik;40;1562WS;Jupiterstraat;Krommenie;40;1562WS;Jupiterstraat;Krommenie;11;1;MULTIPOLYGON(((111685.907639 501714.173659,111681.798784 501709.696186,111686.079819 501705.725637,111683.618151 501703.071473,111681.521214 501705.016327,111675.29224 501698.300265,111681.055149 501692.955316,111684.625249 501696.804587,111688.415865 501693.288889,111693.61121 501698.890495,111692.626639 501699.803659,111695.769639 501703.217659,111691.598639 501707.058659,111692.530639 501708.079659,111685.907639 501714.173659)))
0479100000001963;1;Sluispolderweg 10 a;1974;Pand in gebruik;10;1505HK;Sluispolderweg;Zaandam;10;1505HK;Sluispolderweg;Zaandam;11;1;MULTIPOLYGON(((118874.183554 492830.453819,118874.510791 492822.682668,118875.003426 492822.702953,118875.243119 492817.013396,118885.475435 492817.444089,118885.240189 492823.032694,118894.497328 492823.422757,118894.165651 492831.295868,118874.183554 492830.453819)))
0479100000001964;3;Stationsstraat 45 t/m Stationsstraat 45 B;1925;Pand in gebruik;45;1506DB;Stationsstraat;Zaandam;45;1506DB;Stationsstraat;Zaandam;11;1;MULTIPOLYGON(((116389.919 494920.894,116391.254 494918.228,116394.663 494919.904,116395.545 494918.11,116394.693 494917.691,116396.46 494914.103,116396.81 494914.275,116398.316 494911.153,116400.436 494912.176,116400.132 494912.807,116405.843 494915.53,116407.919 494916.512,116406.698 494919.094,116404.6 494918.07,116402.004 494923.528,116397.35 494932.94,116393.247 494930.911,116393.16 494931.09,116391.2 494930.13,116391.367 494929.789,116386.64 494927.44,116389.919 494920.894)))
0479100000001965;1;Dubbelebuurt 16;1930;Pand in gebruik;16;1521DC;Dubbelebuurt;Wormerveer;16;1521DC;Dubbelebuurt;Wormerveer;11;1;MULTIPOLYGON(((115353.122 500227.819,115347.533 500218.54,115354.449 500214.33,115352.636 500211.349,115354.702 500210.092,115357.052 500213.951,115362.192 500222.229,115359.45 500223.87,115359.542 500224.021,115356.948 500225.588,115356.99 500225.657,115353.542 500227.738,115353.464 500227.61,115353.122 500227.819)))
0479100000001966;1;Dorpsstraat 137;1910;Pand in gebruik;137;1566AE;Dorpsstraat;Assendelft;137;1566AE;Dorpsstraat;Assendelft;11;1;MULTIPOLYGON(((109954.726177323 496062.632694216,109956.229193 496061.370483,109963.81491 496070.396021,109954.428614 496078.314092,109954.08042504 496077.901340047,109949.479 496081.783,109942.2 496073.152,109954.726177323 496062.632694216)))
0479100000001967;1;Samsonweg 50;2006;Pand in gebruik;50;1521RM;Samsonweg;Wormerveer;50;1521RM;Samsonweg;Wormerveer;11;1;MULTIPOLYGON(((114120.34334 502570.621081,114125.526039 502569.727349,114128.953654 502590.354063,114128.956393 502590.393969,114128.649 502590.415067,114118.632956 502591.102496,114115.371945 502571.478374,114120.34334 502570.621081)))
