FID,omschr,type_div,hectobord,afritnr,afritnaam,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
divergenties_kenmerk.148,,U,68.2n,,BS.PPL.+ REST.'AALSCHOLVER',R,68.3690033,006,KPK0001128888,I,,POINT (157771.44099999964 494355.75499999896)
divergenties_kenmerk.149,Halfklaverblad-aansluiting,U,126.8a,25,'BOXTEL-NOORD'VBW. a,R,126.6760025,002,KPK0001124700,I,,POINT (150165.77540000156 403037.2793999985)
divergenties_kenmerk.150,Halfklaverblad-aansluiting,U,126.6c,25,'BOXTEL-NOORD'VBW. c,R,126.76599884,002,KPK0001124702,I,,POINT (150201.80380000174 402950.1031000018)
divergenties_kenmerk.151,Halfklaverblad-aansluiting,U,169.6c,33,'OLDENZAAL-ZUID'VBW. c,R,169.84899902,001,KPK0001123596,I,,POINT (260189.4310999997 478903.11459999904)
divergenties_kenmerk.152,Pseudo T-knooppunt,U,5.0f,,'KP.WATERGRAAFSMEER'RING-NOORD VBW. f,R,5.11800003,001,KPK0001216976,I,,POINT (126571.51159999892 484621.7360999994)
divergenties_kenmerk.153,Pseudo Overig volledig knooppunt,D,62.3g,,'KP.LUNETTEN'RING UTRECHT VBW. g,R,62.11500168,012,KPK0001113029,I,,POINT (137681.12900000066 451865.1330000013)
divergenties_kenmerk.154,Niet indeelbaar,U,0.0#,,'NIEUWERBRUG',R,39.86199951,012,KPK0001113140,I,,POINT (116202.45540000126 453112.99170000106)
divergenties_kenmerk.155,Niet indeelbaar,U,0.0#,,'NIEUWERBRUG',R,40.11500168,012,KPK0001113141,I,,POINT (116402.24709999934 453357.72199999914)
divergenties_kenmerk.156,Haarlemmermeer-aansluiting,U,0.0#,,BS.PPL.'BIJLEVELD',R,50.53300095,012,KPK0001113146,I,,POINT (126544.95699999854 454732.5940000005)
divergenties_kenmerk.157,Niet indeelbaar,D,0.0#,,'DE MEERN',R,54.26200104,012,KPK0001113150,I,,POINT (130248.48589999974 454093.8082000017)
divergenties_kenmerk.158,Pseudo Overig volledig knooppunt,U,62.6k,,'KP.LUNETTEN''S-HERTOGENBOSCH VBW. k,R,62.70399857,012,KPK0001113192,I,,POINT (138280.28720000014 451933.3374999985)
divergenties_kenmerk.159,Halfklaverblad-aansluiting,U,27.0a,9,'HILVERSUM-NOORD'VBW. a,R,26.91500092,001,KPK0001203712,I,,POINT (143106.66000000015 473535.85130000114)
divergenties_kenmerk.160,Pseudo Klaverbladknooppunt,U,0.0#,,'KP.EEMNES'SOEST VBW. p,R,29.62899971,001,KPK0001203721,I,,POINT (144873.80249999836 471531.49489999935)
divergenties_kenmerk.161,T-knooppunt,U,63.0z,8a,'UTRECHT-PAPENDORP'VBW. z,R,63.19400024,002,KPK0001203893,I,,POINT (133450.2976000011 453632.5291999988)
divergenties_kenmerk.162,Pseudo Haarlemmermeer-aansluiting,U,50.0a,4,'ALMERE-HAVEN'VBW. a,R,49.90299988,006,KPK0000915216,I,,POINT (142681.94619999826 485016.1959999986)
divergenties_kenmerk.163,Halfklaverblad-aansluiting,U,53.1a,5,'ALMERE-STAD'VBW. a,R,53.00699997,006,KPK0000915239,I,,POINT (145716.75250000134 485047.3379999995)
divergenties_kenmerk.164,Halfklaverblad-aansluiting,U,49.1c,3,'ALMERE-STEDENWIJK'VBW. c,R,49.26100159,006,KPK0000915264,I,,POINT (142086.3552000001 484778.77859999985)
divergenties_kenmerk.165,Pseudo Haarlemmermeer-aansluiting,U,52.0c,4,'ALMERE-HAVEN'VBW. c,R,52.05699921,006,KPK0000915281,I,,POINT (144785.00470000133 484995.89609999955)
divergenties_kenmerk.166,Halfklaverblad-aansluiting,U,53.3c,5,'ALMERE-STAD'VBW. c,R,53.48400116,006,KPK0000915289,I,,POINT (146140.38850000128 485307.2320000008)
divergenties_kenmerk.167,T-aansluiting halfklaverblad,U,59.3c,7,'ALMERE-REGENBOOGBUURT'VBW. c,R,59.41600037,006,KPK0000915330,I,,POINT (150525.43519999832 489142.54630000144)
divergenties_kenmerk.168,Pseudo T-knooppunt,U,57.1e,,'KP.ALMERE'UTRECHT VBW. e,R,57.0359993,006,KPK0000915355,I,,POINT (148601.53379999846 487749.4316999987)
divergenties_kenmerk.169,T-aansluiting halfklaverblad,U,59.0a,7,'ALMERE-REGENBOOGBUURT'VBW. a,R,58.9090004,006,KPK0000915362,I,,POINT (150102.1700000018 488834.3073000014)
divergenties_kenmerk.170,Pseudo T-knooppunt,U,11.5f,,'KP.HOLENDRECHT'AMSTERDAM-ZUIDOOST VBW. f,R,11.73799992,009,KPK0001085466,I,,POINT (124609.16840000078 478568.2448000014)
divergenties_kenmerk.171,Pseudo Haarlemmermeer-aansluiting,U,134.5c,,'KP.VELPERBROEK'ARNHEM VBW. c,R,134.61500549,012,KPK0001085879,I,,POINT (196077.80490000173 443503.15129999816)
divergenties_kenmerk.172,Pseudo Halfklaverblad-aansluiting,U,38.3a,20,'DORDRECHT'VBW. a,R,38.15399933,016,KPK0001076241,I,,POINT (104069.40399999917 421012.82279999927)
divergenties_kenmerk.173,Niet indeelbaar,U,0.0#,,'IND.VENRAY 1000-2000',R,66.39900208,073,KPK0001078148,I,,POINT (197007.02789999917 395547.1361999996)
divergenties_kenmerk.174,Halfklaverblad-aansluiting,U,136.0a,27,'WESTERVOORT'VBW. a,R,135.79499817,012,KPK0001085717,I,,POINT (196786.76099999994 442563.88800000027)
divergenties_kenmerk.175,Niet indeelbaar,U,10.4y,,'GAASPERDAMMERTUNNEL'RANG.BAAN y,R,10.4989996,009,KPK0001085419,I,,POINT (125289.24760000035 479327.2049999982)
divergenties_kenmerk.176,Niet indeelbaar,U,0.0#,,'SC.VOORLAND',R,3.12299991,001,KPK0001218772,I,,POINT (125441.72800000012 483892.0370000005)
divergenties_kenmerk.177,Niet indeelbaar,U,0.0#,,'BUSBAAN',R,11.56900024,001,KPK0001218790,I,,POINT (132270.09549999982 482172.48640000075)
divergenties_kenmerk.178,Niet indeelbaar,U,9.9m,,'HOOFDDORP'RANG.BAAN m,R,9.86600018,004,KPK0001103707,I,,POINT (110574.70199999958 478736.41800000146)
divergenties_kenmerk.179,Niet indeelbaar,U,7.3x,,'GAASPERDAMMERTUNNEL'RANG.BAAN x,R,7.07000017,009,KPK0001022695,I,,POINT (128252.42379999906 481030.23800000176)
divergenties_kenmerk.180,Halfklaverblad-aansluiting,U,7.9c,25,'ZEVENBERGEN'VBW. c,R,8.04199982,017,KPK0001073333,I,,POINT (98186.64699999988 407108.33100000024)
divergenties_kenmerk.181,Halfklaverblad-aansluiting,U,56.4c,6,'ALMERE-BUITEN'VBW. c,R,56.5,006,KPK0001056211,I,,POINT (148262.44590000063 487349.7987000011)
divergenties_kenmerk.182,Halfklaverblad-aansluiting,U,56.1a,6,'ALMERE-BUITEN'VBW. a,R,56.02399826,006,KPK0001056213,I,,POINT (148079.3509999998 486892.81500000134)
divergenties_kenmerk.183,Pseudo T-knooppunt,D,11.4r,,'KP.HOLENDRECHT'ZAANSTAD VBW. r,R,11.25500011,009,KPK0001022768,I,,POINT (124591.4085999988 479086.5023000017)
divergenties_kenmerk.184,Pseudo Haarlemmermeer-aansluiting,U,7.6a,1,'AMSTERDAM-BIJLMERMEER'VBW. a,R,7.4369998,009,KPK0001022938,I,,POINT (127934.77650000155 480842.4578999989)
divergenties_kenmerk.185,Halfklaverblad-aansluiting,D,10.4a,3,'AMSTERDAM-ZUIDOOST'VBW. a,R,10.24600029,009,KPK0001022939,I,,POINT (125484.18329999968 479478.9213999994)
divergenties_kenmerk.186,Haarlemmermeer-aansluiting,D,8.6a,2,'AMSTERDAM-GAASPERDAM'VBW. a,R,8.45300007,009,KPK0001022940,I,,POINT (127031.30970000103 480373.49020000175)
divergenties_kenmerk.187,Pseudo T-knooppunt,D,11.2t,,'KP.HOLENDRECHT'HAARLEM VBW. t,R,11.02499962,009,KPK0001022981,I,,POINT (124799.79509999976 479109.21609999985)
divergenties_kenmerk.188,Haarlemmermeer-aansluiting,U,70.3a,20,'DRIEBERGEN'VBW. a,R,69.91300201,012,KPK0001023380,I,,POINT (145310.625 452213.7340000011)
divergenties_kenmerk.189,,U,0.0#,,BUSH.,R,21.73500061,044,KPK0000770282,I,,POINT (88381.1559999995 461893.52800000086)
divergenties_kenmerk.190,Niet indeelbaar,U,257.1a,54,'MAASTRICHT-CENTRUM ZUID'VBW. a,B,256.88500977,002,KPK0000745695,I,,POINT (178170.98800000176 317128.2129999995)
divergenties_kenmerk.191,Haarlemmermeer-aansluiting,U,198.1c,37,'GRONINGEN-HELPMAN'VBW. c,R,198.11799622,007,KPK0000868719,I,,POINT (234480.4200000018 580608.5190000013)
divergenties_kenmerk.192,Haarlemmermeer-aansluiting,D,9.2c,2,'AMSTERDAM-BIJLMERMEER'VBW. c,R,9.41399956,009,KPK0001085580,I,,POINT (126218.30860000104 479863.89090000093)
divergenties_kenmerk.193,Niet indeelbaar,U,0.0#,,'GAASPERDAM',R,9.01399994,009,KPK0001085617,I,,POINT (126566.48250000179 480061.63159999996)
divergenties_kenmerk.194,T-knooppunt,U,82.9g,31,'RING UTRECHT MAARSSEN'VBW. g,R,82.75800323,027,KPK0001086588,I,,POINT (138650.7259999998 458367.2250000015)
divergenties_kenmerk.195,Pseudo Halfklaverblad-aansluiting,U,38.6b,,'BREDA'VBW. b (RW16),R,9.875,003,KPK0001074577,I,,POINT (103930.27739999816 420683.80260000005)
divergenties_kenmerk.196,Pseudo T-knooppunt,U,34.7g,,'KP.HOLENDRECHT'ALMERE VBW. g,R,34.59400177,002,KPK0001022126,I,,POINT (124167.63100000098 479285.9200000018)
divergenties_kenmerk.197,Niet indeelbaar,U,0.0#,,'CENTRUM',R,171.34199524,028,KPK0001036884,I,,POINT (232992.48000000045 554687.4959999993)
divergenties_kenmerk.198,Niet indeelbaar,U,0.0#,,'BIJLMERMEER',R,8.85700035,009,KPK0001063650,I,,POINT (126684.55829999968 480176.4849999994)
divergenties_kenmerk.199,Pseudo Klaverbladknooppunt,U,2.4a,2,'UTRECHT-SCIENCE PARK'VBW. a,R,2.30299997,028,KPK0001071347,I,,POINT (140824.26319999993 456036.33779999986)
divergenties_kenmerk.200,,U,48.3n,,BS.'DE MIDDELAAR',R,48.46300125,001,KPK0001111295,I,,POINT (161365.08300000057 464125.4230000004)
divergenties_kenmerk.201,Halfklaverblad-aansluiting,U,56.2a,16,'VOORTHUIZEN'VBW. a,R,56.13299942,001,KPK0001111302,I,,POINT (168963.46719999984 464505.29659999907)
divergenties_kenmerk.202,Niet indeelbaar,D,0.0#,,'SLOTEN',R,2.20099998,004,KPK0000929755,I,,POINT (115945.9886999987 483604.17720000073)
divergenties_kenmerk.203,Pseudo T-knooppunt,D,51.4z,,'KP.BENELUX'HOOGVLIET VBW. z,R,51.51399994,015,KPK0001096674,I,,POINT (87027.25499999896 432160.93299999833)
divergenties_kenmerk.204,Haarlemmermeer-aansluiting,U,58.0a,7,'UTRECHT-CENTRUM'VBW. a,R,57.90100098,002,KPK0001111805,I,,POINT (131767.61499999836 458204.48900000006)
divergenties_kenmerk.205,Pseudo Halfklaverblad-aansluiting,U,68.6c,9,'NIEUWEGEIN'VBW. c,R,68.68900299,002,KPK0001111503,I,,POINT (132900.80900000036 448226.438000001)
divergenties_kenmerk.206,Niet indeelbaar,U,0.0#,,'BUSBAAN',R,72.47200012,002,KPK0001111840,I,,POINT (134113.82009999827 444659.1966999993)
divergenties_kenmerk.207,Pseudo T-knooppunt,U,1.3q,,'KP.DE HOEK'HOOFDDORP VBW. q,R,1.41900003,005,KPK0001104003,I,,POINT (110237.02899999917 478839.1479999982)
divergenties_kenmerk.208,Niet indeelbaar,U,0.0#,,'BUSBAAN',R,22.12800026,016,KPK0001096998,I,,POINT (97802.7377000004 434546.0518999994)
divergenties_kenmerk.209,Overig volledig knooppunt,U,10.0r,,'KP.VAANPLEIN'DEN HAAG VBW. r,R,9.82900047,029,KPK0001097525,I,,POINT (94939.97549999878 431540.8740000017)
divergenties_kenmerk.210,Niet indeelbaar,D,24.4a,,'AMERSFOORT'VBW. a,R,24.26600075,030,KPK0001097582,I,,POINT (167247.92220000178 463953.2531000003)
divergenties_kenmerk.211,Niet indeelbaar,U,0.0#,,'SCHINNEN',R,10.73999977,076,KPK0000980004,I,,POINT (189764.50710000098 326970.94590000063)
divergenties_kenmerk.212,Niet indeelbaar,U,0.0#,,'HARSKAMP'(N310),R,64.24299622,001,KPK0001111169,I,,POINT (176511.7265000008 467000.0172000006)
divergenties_kenmerk.213,Niet indeelbaar,U,0.0#,,'APELDOORN'(N304),R,80.0039978,001,KPK0001111170,I,,POINT (191121.66270000115 465994.7949000001)
divergenties_kenmerk.214,Haarlemmermeer-aansluiting,U,60.9a,27,'HENGELO-ZUID'VBW. a,R,60.70399857,035,KPK0001097823,I,,POINT (248649.25299999863 473559.3449999988)
divergenties_kenmerk.215,Pseudo Haarlemmermeer-aansluiting,U,0.0#,,' GROENE KRUISWEG',R,54.76499939,015,KPK0001104896,I,,POINT (90176.74639999866 431418.42179999873)
divergenties_kenmerk.216,Pseudo Haarlemmermeer-aansluiting,U,111.4a,23,'STAPHORST'VBW. a,R,111.21199799,028,KPK0001105204,I,,POINT (210280.29960000142 516949.6634999998)
divergenties_kenmerk.217,Pseudo Halfklaverblad-aansluiting,U,0.0#,,'PARALLELSTRAAT-WESTZIJDE',R,16.52000046,013,KPK0000973936,I,,POINT (88158.48600000143 440631.62099999934)
divergenties_kenmerk.218,Pseudo T-knooppunt,U,58.0h,,'KP.ALMERE'UTRECHT VBW. h,R,58.15000153,006,KPK0000920770,I,,POINT (149425.75879999995 488495.66220000014)
divergenties_kenmerk.219,Pseudo T-aansluiting halfklaverblad,U,73.0a,9,'LELYSTAD-AIRPORT'VBW. a,R,72.78800201,006,KPK0001204134,I,,POINT (160851.6235000007 497497.50979999825)
divergenties_kenmerk.220,Halfklaverblad-aansluiting,U,74.5a,10,'LELYSTAD'VBW. a,R,74.44799805,006,KPK0001204136,I,,POINT (162102.75890000165 498595.1319999993)
divergenties_kenmerk.221,,U,90.8q,,PPL.'RIVIERDUIN',R,90.90899658,006,KPK0001204144,I,,POINT (165899.5249999985 510582.91000000015)
divergenties_kenmerk.222,,U,134.5n,,BS.PPL.'OOIENDONK',R,134.70500183,002,KPK0001149194,I,,POINT (153352.3161999993 396013.26089999825)
divergenties_kenmerk.223,,U,105.0n,,BS.PPL.'HAN STIJKEL',R,105.19200134,006,KPK0001204152,I,,POINT (175790.08049999923 519562.9332000017)
divergenties_kenmerk.224,Halfklaverblad-aansluiting,U,48.8a,3,'ALMERE-STEDENWIJK'VBW. a,R,48.65000153,006,KPK0001149663,I,,POINT (141583.01700000092 484433.8379999995)
divergenties_kenmerk.225,T-knooppunt,U,83.9f,31,'RING-NOORD UTRECHT-NOORD'VBW. f,R,84.01000214,027,KPK0001139023,I,,POINT (138553.1827000007 459590.7457999997)
divergenties_kenmerk.226,T-aansluiting Haarlemmermeer,U,93.4a,33,'HILVERSUM'VBW. a,R,93.23200226,027,KPK0001139109,I,,POINT (141761.51799999923 468192.29769999906)
divergenties_kenmerk.227,,D,14.0#,,BS.PPL.'HACKELAAR',R,14.18200016,001,KPK0001218884,I,,POINT (134715.5949999988 481335.44640000165)
divergenties_kenmerk.228,Klaverbladknooppunt,D,43.8m,,'KP.HOEVELAKEN'ZWOLLE RANG.BAAN m,R,43.61600113,001,KPK0001218933,I,,POINT (157162.1933999993 466021.09479999915)
divergenties_kenmerk.229,Halfklaverblad-aansluiting,D,10.6c,3,'AMSTERDAM-ZUIDOOST'VBW. c (RW9),R,36.07400131,002,KPK0001219118,I,,POINT (125008.69590000063 479167.74720000103)
divergenties_kenmerk.230,Halfklaverblad-aansluiting,U,21.2c,20,'GEERTRUIDENBERG'VBW. c,R,21.24699974,027,KPK0001221621,I,,POINT (120575.45320000127 414129.1420000009)
divergenties_kenmerk.231,Pseudo Haarlemmermeer-aansluiting,U,24.3c,21,'HANK'VBW. c,R,24.375,027,KPK0001221642,I,,POINT (122147.21139999852 416682.3894999996)
divergenties_kenmerk.232,Haarlemmermeer-aansluiting,U,7.7c,,'WIJTHMEN'VBW. c,R,7.83599997,835,KPK0001223507,I,,POINT (209067.0240000002 499586.55799999833)
divergenties_kenmerk.233,Haarlemmermeer-aansluiting,U,124.8a,31,'RILLAND'VBW. a,R,124.64299774,058,KPK0001222715,I,,POINT (72178.15689999983 382350.1922999993)
divergenties_kenmerk.234,Haarlemmermeer-aansluiting,U,125.7c,31,'RILLAND'VBW. c,R,125.8030014,058,KPK0001222717,I,,POINT (71015.45699999854 382288.7868000008)
divergenties_kenmerk.235,,U,131.7p,,BS.PPL.'VLIETE',R,131.57000732,058,KPK0001222719,I,,POINT (65374.64649999887 382202.2787999995)
divergenties_kenmerk.236,,U,132.5n,,BS.PPL.'VOETPOMP',R,132.60800171,058,KPK0001222720,I,,POINT (64495.53799999878 382752.3299999982)
divergenties_kenmerk.237,Haarlemmermeer-aansluiting,U,93.0a,31,'TERHEIJDEN'VBW. a,R,92.85600281,059,KPK0001222920,I,,POINT (110916.09160000086 407561.24269999936)
divergenties_kenmerk.238,Pseudo Haarlemmermeer-aansluiting,U,254.9r,53,'MAASTRICHT-CENTRUM HASSELT'VBW. r,R,254.83900452,002,KPK0001149527,A,,POINT (178078.29080000147 318991.5571999997)
divergenties_kenmerk.239,T-aansluiting Haarlemmermeer,U,61.6c,8,'ALMERE-OOSTVAARDERS'VBW. c,R,61.79299927,006,KPK0001128875,I,,POINT (152489.87920000032 490403.1851999983)
divergenties_kenmerk.240,Halfklaverblad-aansluiting,U,64.5c,17,'STROE'VBW. c,R,64.61499786,001,KPK0001218979,I,,POINT (176899.75360000134 467181.62579999864)
divergenties_kenmerk.241,Niet indeelbaar,U,0.0#,,'BUSBAAN',R,40.3030014,027,KPK0001221680,I,,POINT (126033.92969999835 431989.24280000106)
divergenties_kenmerk.242,Pseudo T-aansluiting halfklaverblad,U,8.1s,,'KP.MAANDERBROEK'VEENENDAAL VBW. s,R,8.24400043,030,KPK0001203211,I,,POINT (170440.93659999967 449032.3183999993)
divergenties_kenmerk.243,Pseudo Overig volledig knooppunt,U,20.4p,,'KP.RIDDERKERK-NOORD'RING-OOST VBW. p,R,20.20299911,038,KPK0001203416,I,,POINT (99378.24560000002 432772.18890000135)
divergenties_kenmerk.244,Pseudo Overig volledig knooppunt,U,20.8r,,'KP.RIDDERKERK-NOORD'ROTTERDAM-CENTRUM VBW. r,R,20.62999916,038,KPK0001203421,I,,POINT (99196.55600000173 432402.5331999995)
divergenties_kenmerk.245,Pseudo Halfklaverblad-aansluiting,U,100.0a,34,'EEMNES'VBW. a,R,99.84100342,027,KPK0001139161,I,,POINT (145448.57349999994 473356.8260000013)
divergenties_kenmerk.246,Halfklaverblad-aansluiting,U,21.1a,20,'GEERTRUIDENBERG'VBW. a,R,21.0170002,027,KPK0001138370,I,,POINT (120573.61580000073 413885.4215000011)
divergenties_kenmerk.247,Halfklaverblad-aansluiting,U,28.7c,22,'NIEUWENDIJK'VBW. c,R,28.81699944,027,KPK0001138448,I,,POINT (123269.19420000166 420892.4301000014)
divergenties_kenmerk.248,Niet indeelbaar,U,0.0#,,'ARNHEM-CENTRUM',R,183.227005,050,KPK0001142157,I,,POINT (191914.91000000015 448496.8220000006)
divergenties_kenmerk.249,Haarlemmermeer-aansluiting,U,1.4c,1,'PAPENDRECHT'VBW. c,R,1.54100001,003,KPK0001190343,I,,POINT (107999.496199999 426932.6977000013)
divergenties_kenmerk.250,Halfklaverblad-aansluiting,U,3.0a,2,'DORDRECHT-STAART'VBW. a,R,2.91400003,003,KPK0001190345,I,,POINT (108138.54800000042 425578.70899999887)
divergenties_kenmerk.251,Halfklaverblad-aansluiting,U,0.0#,2,'DORDRECHT-STAART'VBW. c,R,3.08599997,003,KPK0001190347,I,,POINT (108165.22129999846 425388.90309999883)
divergenties_kenmerk.252,Halfklaverblad-aansluiting,U,4.8a,3,'DORDRECHT-STADSPOLDERS'VBW. a,R,4.704,003,KPK0001190350,I,,POINT (107373.83289999887 424017.1015999988)
divergenties_kenmerk.253,Haarlemmermeer-aansluiting,U,5.8a,4,'DORDRECHT-KRISPIJN'VBW. a,R,5.69399977,003,KPK0001190355,I,,POINT (106617.02120000124 423466.2333999984)
divergenties_kenmerk.254,Niet indeelbaar,U,0.0#,,'LAAN DER VERENIGDE NATIES',R,6.27400017,003,KPK0001190370,I,,POINT (106068.60970000178 423205.617899999)
divergenties_kenmerk.255,Niet indeelbaar,D,9.6m,,'MUIDEN'RANG.BAAN m,R,9.47099972,001,KPK0001122741,I,,POINT (130243.64959999919 482678.1405999996)
divergenties_kenmerk.256,,U,13.1p,,BS.PPL.'HONSWIJCK',R,13.02400017,001,KPK0001122788,I,,POINT (133602.95450000092 481588.8783)
divergenties_kenmerk.257,Niet indeelbaar,U,15.8q,,WISSELSTROOK q,R,15.95899963,001,KPK0001122835,I,,POINT (136391.03840000182 480665.58949999884)
divergenties_kenmerk.258,Pseudo T-knooppunt,U,16.5e,5,'NAARDEN-WEST'VBW. e,R,16.37299919,001,KPK0001122842,I,,POINT (136692.82449999824 480371.22509999946)
divergenties_kenmerk.311,T-knooppunt,U,101.4c,,'KP.ZURICH'ZURICH VBW. c,R,101.51799774,007,KPK0001129483,I,,POINT (155305.69700000063 567807.5441999994)
divergenties_kenmerk.259,Pseudo Haarlemmermeer-aansluiting,U,16.8a,4,'NIEUW-VENNEP'VBW. a,R,16.67099953,004,KPK0001190444,I,,POINT (106002.02939999849 473640.23220000044)
divergenties_kenmerk.260,Niet indeelbaar,U,0.0#,,'BUSBAAN',R,18.15200043,004,KPK0001190636,I,,POINT (105270.83480000123 472477.1488999985)
divergenties_kenmerk.261,Niet indeelbaar,U,0.0#,,'BUSBAAN',R,38.72999954,027,KPK0001192677,I,,POINT (125481.89680000022 430513.13479999825)
divergenties_kenmerk.262,Niet indeelbaar,D,46.7x,,WISSELSTROOK x,R,46.55799866,006,KPK0001190725,I,,POINT (139793.66110000014 483332.25759999827)
divergenties_kenmerk.263,Haarlemmermeer-aansluiting,U,113.7a,37,'ALMERE-HOUT'VBW. a,R,113.56099701,027,KPK0001192803,I,,POINT (151820.27369999886 484347.1534000002)
divergenties_kenmerk.264,T-aansluiting halfklaverblad,U,8.3c,3,'NOORDWIJKERHOUT'VBW. c,R,8.3210001,044,KPK0001193251,I,,POINT (97357.36230000108 470726.40370000154)
divergenties_kenmerk.265,Haarlemmermeer-aansluiting,U,12.7a,6,'NOORDWIJK'VBW. a,R,12.59200001,044,KPK0001193255,I,,POINT (93515.1959999986 468936.4569000006)
divergenties_kenmerk.266,Haarlemmermeer-aansluiting,U,13.1c,6,'NOORDWIJK'VBW. c,R,13.14299965,044,KPK0001193260,I,,POINT (93045.15590000153 468636.91270000115)
divergenties_kenmerk.267,Pseudo Halfklaverblad-aansluiting,U,17.9e,8b,'LEIDEN'VBW. e,R,17.81299973,044,KPK0001193269,I,,POINT (91027.49949999899 464669.83949999884)
divergenties_kenmerk.268,T-aansluiting halfklaverblad,U,0.0#,,'KP.OMMEDIJK',R,18.93899918,044,KPK0001193270,I,,POINT (90495.89680000022 463683.30260000005)
divergenties_kenmerk.269,Pseudo Halfklaverblad-aansluiting,U,18.5n,8a,'KATWIJK'VBW. n,R,18.62599945,044,KPK0001193271,I,,POINT (90654.6202000007 463949.15370000154)
divergenties_kenmerk.270,,U,0.0#,,BS.,R,22.13999939,044,KPK0001193279,I,,POINT (88059.16519999877 461654.5934999995)
divergenties_kenmerk.271,Halfklaverblad-aansluiting,U,33.9a,11,'BAARN'VBW. a,R,33.77799988,001,KPK0001123070,I,,POINT (148704.8156999983 470355.6752999984)
divergenties_kenmerk.272,Halfklaverblad-aansluiting,U,34.3c,11,'BAARN'VBW. c,R,34.38700104,001,KPK0001123090,I,,POINT (149295.56709999964 470178.2791999988)
divergenties_kenmerk.273,,U,37.0p,,BS.PPL.'DE SLAAG',R,36.74200058,001,KPK0001123104,I,,POINT (151521.57820000127 469458.4023000002)
divergenties_kenmerk.274,Halfklaverblad-aansluiting,U,39.0a,12,'AMERSFOORT-WEST'VBW. a,R,38.64699936,001,KPK0001123121,I,,POINT (153356.7291000001 468929.3944000006)
divergenties_kenmerk.275,Halfklaverblad-aansluiting,U,39.1c,12,'BUNSCHOTEN-SPAKENBURG'VBW. c,R,39.18799973,001,KPK0001123129,I,,POINT (153904.8027999997 468851.1812000014)
divergenties_kenmerk.276,T-aansluiting halfklaverblad,U,42.3c,13,'AMERSFOORT-NOORD'VBW. c,R,42.45000076,001,KPK0001123169,I,,POINT (156431.62310000136 466925.63430000097)
divergenties_kenmerk.277,Haarlemmermeer-aansluiting,U,27.1a,,'LEIDSCHENDAM'VBW. a,R,27,044,KPK0001193291,I,,POINT (84720.10680000111 458166.73739999905)
divergenties_kenmerk.278,Niet indeelbaar,U,0.0#,,'BUSBAAN',R,26.06599998,044,KPK0001193292,I,,POINT (85382.59540000185 458824.8968000002)
divergenties_kenmerk.279,Niet indeelbaar,U,0.0#,,'ZWARTEWAAL' (N218),R,4.8579998,057,KPK0001193325,I,,POINT (73068.69830000028 434133.17749999836)
divergenties_kenmerk.280,Pseudo Haarlemmermeer-aansluiting,U,0.0#,,'BRIELSE MAAS-NOORD'VBW. a,R,3.273,057,KPK0001193327,I,,POINT (73991.45949999988 435385.3746000007)
divergenties_kenmerk.281,Pseudo Haarlemmermeer-aansluiting,D,0.0#,,'BRIELSE MAAS-NOORD'VBW. c,R,3.36299992,057,KPK0001193328,I,,POINT (73936.31560000032 435313.4946999997)
divergenties_kenmerk.282,Halfklaverblad-aansluiting,U,43.0a,,'ELLEMEET'VBW. a,R,42.85599899,057,KPK0001193348,I,,POINT (47179.237100001425 418498.2142999992)
divergenties_kenmerk.283,,U,0.0#,,BS.,R,49.41199875,057,KPK0001193352,I,,POINT (44612.655900001526 413805.9208999984)
