BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;POSTCODE LEERLING;PLAATSNAAM LEERLING;GEMEENTENUMMER LEERLING;GEMEENTENAAM LEERLING;LEER- OF VERBLIJFSJAAR 1;LEER- OF VERBLIJFSJAAR 2;LEER- OF VERBLIJFSJAAR 3;LEER- OF VERBLIJFSJAAR 4;LEER- OF VERBLIJFSJAAR 5;LEER- OF VERBLIJFSJAAR 6;TOTAAL
02UV;17;Gomarus College;0014;GRONINGEN;9852;WARFSTERMOLEN;1970;Noardeast-Fryslハ;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9861;GROOTEGAST;1969;Westerkwartier;2;0;2;1;0;0;5
02UV;17;Gomarus College;0014;GRONINGEN;9862;SEBALDEBUREN;1969;Westerkwartier;0;1;2;0;0;0;3
02UV;17;Gomarus College;0014;GRONINGEN;9863;DOEZUM;1969;Westerkwartier;1;1;0;1;0;0;3
02UV;17;Gomarus College;0014;GRONINGEN;9866;LUTJEGAST;1969;Westerkwartier;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9883;OLDEHOVE;1969;Westerkwartier;0;4;2;5;0;0;11
02UV;17;Gomarus College;0014;GRONINGEN;9891;EZINGE;1969;Westerkwartier;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9892;FEERWERD;1969;Westerkwartier;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9902;APPINGEDAM;1979;Eemsdelta;0;0;2;0;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9903;APPINGEDAM;1979;Eemsdelta;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9905;HOLWIERDE;1979;Eemsdelta;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9915;'T ZANDT GN;1979;Eemsdelta;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9917;WIRDUM GN;1979;Eemsdelta;0;1;0;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9918;GARRELSWEER;1979;Eemsdelta;0;1;0;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9919;LOPPERSUM;1979;Eemsdelta;0;0;2;2;0;0;4
02UV;17;Gomarus College;0014;GRONINGEN;9932;DELFZIJL;1979;Eemsdelta;1;0;1;0;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9934;DELFZIJL;1979;Eemsdelta;0;0;1;1;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9936;FARMSUM;1979;Eemsdelta;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9951;WINSUM GN;1966;Het Hogeland;2;0;7;9;0;0;18
02UV;17;Gomarus College;0014;GRONINGEN;9953;BAFLO;1966;Het Hogeland;0;0;1;3;0;0;4
02UV;17;Gomarus College;0014;GRONINGEN;9965;LEENS;1966;Het Hogeland;0;0;6;4;0;0;10
02UV;17;Gomarus College;0014;GRONINGEN;9966;ZUURDIJK;1966;Het Hogeland;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9971;ULRUM;1966;Het Hogeland;0;1;4;2;0;0;7
02UV;17;Gomarus College;0014;GRONINGEN;9972;NIEKERK HET HOGELAND;1966;Het Hogeland;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9974;ZOUTKAMP;1966;Het Hogeland;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9981;UITHUIZEN;1966;Het Hogeland;0;0;6;6;0;0;12
02UV;17;Gomarus College;0014;GRONINGEN;9982;UITHUIZERMEEDEN;1966;Het Hogeland;0;0;13;4;0;0;17
02UV;17;Gomarus College;0014;GRONINGEN;9983;ROODESCHOOL;1966;Het Hogeland;0;1;3;1;0;0;5
02UV;17;Gomarus College;0014;GRONINGEN;9987;ZIJLDIJK;1979;Eemsdelta;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9988;USQUERT;1966;Het Hogeland;0;0;1;0;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9989;WARFFUM;1966;Het Hogeland;1;0;1;0;0;0;2
02UV;17;Gomarus College;0014;GRONINGEN;9991;MIDDELSTUM;1979;Eemsdelta;1;0;2;0;0;0;3
02UV;17;Gomarus College;0014;GRONINGEN;9995;KANTENS;1966;Het Hogeland;0;0;0;1;0;0;1
02UV;17;Gomarus College;0014;GRONINGEN;9998;ROTTUM GN;1966;Het Hogeland;1;0;0;1;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;8401;GORREDIJK;0086;Opsterland;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;8433;HAULERWIJK;0085;Ooststellingwerf;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9113;WALTERSWALD;1891;Dantumadiel;0;1;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9201;DRACHTEN;0090;Smallingerland;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9203;DRACHTEN;0090;Smallingerland;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9204;DRACHTEN;0090;Smallingerland;0;3;0;0;0;0;3
02UV;18;Gomarus College;0014;GRONINGEN;9205;DRACHTEN;0090;Smallingerland;0;1;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9207;DRACHTEN;0090;Smallingerland;2;0;0;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9212;BOORNBERGUM;0090;Smallingerland;1;0;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9248;SIEGERSWOUDE;0086;Opsterland;1;0;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9251;BURGUM;0737;Tytsjerksteradiel;1;0;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9284;AUGUSTINUSGA;0059;Achtkarspelen;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9285;BUITENPOST;0059;Achtkarspelen;1;1;3;0;0;0;5
02UV;18;Gomarus College;0014;GRONINGEN;9298;KOLLUMERZWAAG;1970;Noardeast-Fryslハ;0;0;2;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9301;RODEN;1699;Noordenveld;4;2;3;0;0;0;9
02UV;18;Gomarus College;0014;GRONINGEN;9302;RODEN;1699;Noordenveld;3;2;5;0;0;0;10
02UV;18;Gomarus College;0014;GRONINGEN;9305;RODERESCH;1699;Noordenveld;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9306;ALTEVEER GEM NOORDENVELD;1699;Noordenveld;0;1;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9311;NIEUW-RODEN;1699;Noordenveld;2;1;0;0;0;0;3
02UV;18;Gomarus College;0014;GRONINGEN;9314;FOXWOLDE;1699;Noordenveld;0;1;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9321;PEIZE;1699;Noordenveld;0;2;0;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9351;LEEK;1969;Westerkwartier;10;4;6;0;0;0;20
02UV;18;Gomarus College;0014;GRONINGEN;9354;ZEVENHUIZEN GN;1969;Westerkwartier;1;0;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9356;TOLBERT;1969;Westerkwartier;4;0;3;0;0;0;7
02UV;18;Gomarus College;0014;GRONINGEN;9361;BOERAKKER;1969;Westerkwartier;1;0;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9402;ASSEN;0106;Assen;1;0;1;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9403;ASSEN;0106;Assen;1;0;1;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9404;ASSEN;0106;Assen;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9405;ASSEN;0106;Assen;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9406;ASSEN;0106;Assen;1;0;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9408;ASSEN;0106;Assen;0;1;1;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9467;ANLOO;1680;Aa en Hunze;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9468;ANNEN;1680;Aa en Hunze;0;2;0;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9469;SCHIPBORG;1680;Aa en Hunze;3;0;2;0;0;0;5
02UV;18;Gomarus College;0014;GRONINGEN;9471;ZUIDLAREN;1730;Tynaarlo;6;5;4;0;0;0;15
02UV;18;Gomarus College;0014;GRONINGEN;9472;ZUIDLAREN;1730;Tynaarlo;2;1;0;0;0;0;3
02UV;18;Gomarus College;0014;GRONINGEN;9482;TYNAARLO;1730;Tynaarlo;0;1;1;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9501;STADSKANAAL;0037;Stadskanaal;1;0;2;0;0;0;3
02UV;18;Gomarus College;0014;GRONINGEN;9502;STADSKANAAL;0037;Stadskanaal;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9503;STADSKANAAL;0037;Stadskanaal;1;0;1;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9515;GASSELTERNIJVEENSCHEMOND;1680;Aa en Hunze;0;1;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9523;DROUWENERMOND;1681;Borger-Odoorn;1;1;0;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9531;BORGER;1681;Borger-Odoorn;0;1;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9584;MUSSEL;0037;Stadskanaal;1;0;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9585;VLEDDERVEEN GN;0037;Stadskanaal;1;0;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9601;HOOGEZAND;1952;Midden-Groningen;2;3;0;0;0;0;5
02UV;18;Gomarus College;0014;GRONINGEN;9602;HOOGEZAND;1952;Midden-Groningen;1;3;1;0;0;0;5
02UV;18;Gomarus College;0014;GRONINGEN;9603;HOOGEZAND;1952;Midden-Groningen;1;2;0;0;0;0;3
02UV;18;Gomarus College;0014;GRONINGEN;9606;KROPSWOLDE;1952;Midden-Groningen;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9611;SAPPEMEER;1952;Midden-Groningen;1;2;2;0;0;0;5
02UV;18;Gomarus College;0014;GRONINGEN;9613;MEERSTAD;0014;Groningen;0;1;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9615;KOLHAM;1952;Midden-Groningen;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9617;HARKSTEDE;1952;Midden-Groningen;0;2;5;0;0;0;7
02UV;18;Gomarus College;0014;GRONINGEN;9619;FROOMBOSCH;1952;Midden-Groningen;1;0;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9621;SLOCHTEREN;1952;Midden-Groningen;0;2;2;0;0;0;4
02UV;18;Gomarus College;0014;GRONINGEN;9626;SCHILDWOLDE;1952;Midden-Groningen;0;4;1;0;0;0;5
02UV;18;Gomarus College;0014;GRONINGEN;9628;SIDDEBUREN;1952;Midden-Groningen;1;1;0;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9635;NOORDBROEK;1952;Midden-Groningen;1;0;1;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9636;ZUIDBROEK;1952;Midden-Groningen;1;1;0;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9642;VEENDAM;0047;Veendam;2;0;1;0;0;0;3
02UV;18;Gomarus College;0014;GRONINGEN;9646;VEENDAM;0047;Veendam;1;0;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9648;WILDERVANK;0047;Veendam;1;1;0;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9657;NIEUW ANNERVEEN;1680;Aa en Hunze;0;1;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9661;ALTEVEER GN;0037;Stadskanaal;0;1;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9665;OUDE PEKELA;0765;Pekela;1;1;0;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9673;WINSCHOTEN;1895;Oldambt;0;2;0;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9674;WINSCHOTEN;1895;Oldambt;0;0;3;0;0;0;3
02UV;18;Gomarus College;0014;GRONINGEN;9679;SCHEEMDA;1895;Oldambt;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9682;OOSTWOLD GEM OLDAMBT;1895;Oldambt;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9721;GRONINGEN;0014;Groningen;3;1;2;0;0;0;6
02UV;18;Gomarus College;0014;GRONINGEN;9722;GRONINGEN;0014;Groningen;1;1;1;0;0;0;3
02UV;18;Gomarus College;0014;GRONINGEN;9723;GRONINGEN;0014;Groningen;1;0;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9726;GRONINGEN;0014;Groningen;1;0;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9727;GRONINGEN;0014;Groningen;3;3;3;0;0;0;9
02UV;18;Gomarus College;0014;GRONINGEN;9728;GRONINGEN;0014;Groningen;3;3;0;0;0;0;6
02UV;18;Gomarus College;0014;GRONINGEN;9731;GRONINGEN;0014;Groningen;1;2;2;0;0;0;5
02UV;18;Gomarus College;0014;GRONINGEN;9732;GRONINGEN;0014;Groningen;0;1;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9733;GRONINGEN;0014;Groningen;1;0;1;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9736;GRONINGEN;0014;Groningen;1;3;1;0;0;0;5
02UV;18;Gomarus College;0014;GRONINGEN;9737;GRONINGEN;0014;Groningen;0;2;1;0;0;0;3
02UV;18;Gomarus College;0014;GRONINGEN;9738;GRONINGEN;0014;Groningen;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9742;GRONINGEN;0014;Groningen;2;0;1;0;0;0;3
02UV;18;Gomarus College;0014;GRONINGEN;9743;GRONINGEN;0014;Groningen;2;1;1;0;0;0;4
02UV;18;Gomarus College;0014;GRONINGEN;9744;GRONINGEN;0014;Groningen;1;5;1;0;0;0;7
02UV;18;Gomarus College;0014;GRONINGEN;9745;GRONINGEN;0014;Groningen;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9746;GRONINGEN;0014;Groningen;1;4;4;0;0;0;9
02UV;18;Gomarus College;0014;GRONINGEN;9751;HAREN GN;0014;Groningen;2;2;0;0;0;0;4
02UV;18;Gomarus College;0014;GRONINGEN;9752;HAREN GN;0014;Groningen;2;2;3;0;0;0;7
02UV;18;Gomarus College;0014;GRONINGEN;9753;HAREN GN;0014;Groningen;3;5;0;0;0;0;8
02UV;18;Gomarus College;0014;GRONINGEN;9755;ONNEN;0014;Groningen;1;1;1;0;0;0;3
02UV;18;Gomarus College;0014;GRONINGEN;9756;GLIMMEN;0014;Groningen;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9766;EELDERWOLDE;1730;Tynaarlo;0;0;3;0;0;0;3
02UV;18;Gomarus College;0014;GRONINGEN;9771;SAUWERD;1966;Het Hogeland;0;1;1;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9774;ADORP;1966;Het Hogeland;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9781;BEDUM;1966;Het Hogeland;1;0;1;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9784;NOORDWOLDE GN;1966;Het Hogeland;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9791;TEN BOER;0014;Groningen;4;0;1;0;0;0;5
02UV;18;Gomarus College;0014;GRONINGEN;9796;SINT ANNEN;0014;Groningen;1;0;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9801;ZUIDHORN;1969;Westerkwartier;10;12;8;0;0;0;30
02UV;18;Gomarus College;0014;GRONINGEN;9804;NOORDHORN;1969;Westerkwartier;3;1;1;0;0;0;5
02UV;18;Gomarus College;0014;GRONINGEN;9805;BRILTIL;1969;Westerkwartier;2;3;0;0;0;0;5
02UV;18;Gomarus College;0014;GRONINGEN;9811;ENUMATIL;1969;Westerkwartier;0;1;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9822;NIEKERK WESTERKWARTIER;1969;Westerkwartier;0;1;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9825;LUCASWOLDE;1969;Westerkwartier;1;0;1;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9828;OOSTWOLD WESTERKWARTIER;1969;Westerkwartier;1;0;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9831;ADUARD;1969;Westerkwartier;0;1;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9832;DEN HORN;1969;Westerkwartier;0;1;1;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9843;GRIJPSKERK;1969;Westerkwartier;1;0;1;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9861;GROOTEGAST;1969;Westerkwartier;1;1;2;0;0;0;4
02UV;18;Gomarus College;0014;GRONINGEN;9862;SEBALDEBUREN;1969;Westerkwartier;0;2;0;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9863;DOEZUM;1969;Westerkwartier;2;0;1;0;0;0;3
02UV;18;Gomarus College;0014;GRONINGEN;9865;OPENDE;1969;Westerkwartier;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9883;OLDEHOVE;1969;Westerkwartier;3;5;7;0;0;0;15
02UV;18;Gomarus College;0014;GRONINGEN;9901;APPINGEDAM;1979;Eemsdelta;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9921;STEDUM;1979;Eemsdelta;0;1;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9933;DELFZIJL;1979;Eemsdelta;0;2;0;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9934;DELFZIJL;1979;Eemsdelta;0;1;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9951;WINSUM GN;1966;Het Hogeland;1;2;2;0;0;0;5
02UV;18;Gomarus College;0014;GRONINGEN;9953;BAFLO;1966;Het Hogeland;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9981;UITHUIZEN;1966;Het Hogeland;1;0;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9982;UITHUIZERMEEDEN;1966;Het Hogeland;1;1;0;0;0;0;2
02UV;18;Gomarus College;0014;GRONINGEN;9984;OUDESCHIP;1966;Het Hogeland;1;0;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9989;WARFFUM;1966;Het Hogeland;0;0;1;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9991;MIDDELSTUM;1979;Eemsdelta;0;1;0;0;0;0;1
02UV;18;Gomarus College;0014;GRONINGEN;9998;ROTTUM GN;1966;Het Hogeland;0;0;1;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;40;ONBEKEND;9940;geen vaste woon- of verblijfplaats;0;1;1;0;0;0;2
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;7876;VALTHERMOND;1681;Borger-Odoorn;0;1;0;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;8434;WASKEMEER;0085;Ooststellingwerf;0;0;0;1;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9301;RODEN;1699;Noordenveld;2;0;3;0;0;0;5
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9305;RODERESCH;1699;Noordenveld;0;1;0;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9321;PEIZE;1699;Noordenveld;0;0;1;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9351;LEEK;1969;Westerkwartier;0;0;0;1;1;0;2
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9356;TOLBERT;1969;Westerkwartier;0;0;0;0;1;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9363;MARUM;1969;Westerkwartier;1;0;1;0;0;0;2
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9471;ZUIDLAREN;1730;Tynaarlo;0;0;0;1;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9472;ZUIDLAREN;1730;Tynaarlo;0;2;0;1;0;1;4
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9473;DE GROEVE;1730;Tynaarlo;0;0;0;1;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9496;BUNNE;1730;Tynaarlo;0;1;1;0;0;1;3
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9601;HOOGEZAND;1952;Midden-Groningen;0;0;0;1;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9602;HOOGEZAND;1952;Midden-Groningen;2;0;3;0;3;0;8
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9603;HOOGEZAND;1952;Midden-Groningen;1;0;0;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9606;KROPSWOLDE;1952;Midden-Groningen;0;0;0;0;1;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9607;FOXHOL;1952;Midden-Groningen;1;0;0;0;1;0;2
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9608;WESTERBROEK;1952;Midden-Groningen;1;1;3;0;1;0;6
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9611;SAPPEMEER;1952;Midden-Groningen;0;2;0;0;1;0;3
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9613;MEERSTAD;0014;Groningen;0;1;0;1;0;0;2
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9615;KOLHAM;1952;Midden-Groningen;1;0;0;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9617;HARKSTEDE;1952;Midden-Groningen;0;0;1;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9619;FROOMBOSCH;1952;Midden-Groningen;0;1;0;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9621;SLOCHTEREN;1952;Midden-Groningen;0;0;1;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9635;NOORDBROEK;1952;Midden-Groningen;0;0;0;0;0;1;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9644;VEENDAM;0047;Veendam;0;0;1;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9649;MUNTENDAM;1952;Midden-Groningen;0;0;1;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9677;HEILIGERLEE;1895;Oldambt;2;0;0;0;1;0;3
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9678;WESTERLEE GN;1895;Oldambt;0;0;0;0;1;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9682;OOSTWOLD GEM OLDAMBT;1895;Oldambt;0;0;0;0;1;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9686;BEERTA;1895;Oldambt;0;0;0;1;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9711;GRONINGEN;0014;Groningen;1;0;1;1;1;0;4
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9712;GRONINGEN;0014;Groningen;1;0;0;2;0;0;3
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9713;GRONINGEN;0014;Groningen;2;4;2;2;0;0;10
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9715;GRONINGEN;0014;Groningen;0;1;0;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9716;GRONINGEN;0014;Groningen;3;1;0;1;0;0;5
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9717;GRONINGEN;0014;Groningen;0;0;1;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9718;GRONINGEN;0014;Groningen;0;0;1;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9721;GRONINGEN;0014;Groningen;4;1;3;1;1;0;10
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9726;GRONINGEN;0014;Groningen;0;0;0;0;1;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9727;GRONINGEN;0014;Groningen;4;2;1;0;1;0;8
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9728;GRONINGEN;0014;Groningen;0;4;1;0;3;0;8
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9731;GRONINGEN;0014;Groningen;2;2;1;1;0;0;6
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9732;GRONINGEN;0014;Groningen;3;2;0;1;0;0;6
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9733;GRONINGEN;0014;Groningen;0;1;0;3;1;1;6
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9736;GRONINGEN;0014;Groningen;2;0;1;2;1;1;7
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9737;GRONINGEN;0014;Groningen;2;2;1;4;0;0;9
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9741;GRONINGEN;0014;Groningen;4;0;1;1;2;1;9
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9742;GRONINGEN;0014;Groningen;1;2;4;3;4;0;14
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9743;GRONINGEN;0014;Groningen;4;4;3;5;5;0;21
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9744;GRONINGEN;0014;Groningen;7;2;4;2;4;0;19
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9745;GRONINGEN;0014;Groningen;1;2;0;1;1;1;6
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9746;GRONINGEN;0014;Groningen;3;0;0;2;1;0;6
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9751;HAREN GN;0014;Groningen;0;0;1;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9752;HAREN GN;0014;Groningen;0;2;2;0;0;0;4
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9753;HAREN GN;0014;Groningen;3;2;0;1;0;0;6
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9761;EELDE;1730;Tynaarlo;2;1;2;1;1;0;7
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9765;PATERSWOLDE;1730;Tynaarlo;0;0;2;1;1;1;5
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9766;EELDERWOLDE;1730;Tynaarlo;0;0;0;0;1;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9781;BEDUM;1966;Het Hogeland;1;0;0;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9785;ZUIDWOLDE GN;1966;Het Hogeland;0;0;0;0;1;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9791;TEN BOER;0014;Groningen;0;0;1;0;0;0;1
05OP;00;Praktijkschool De Bolster;0014;GRONINGEN;9792;TEN POST;0014;Groningen;0;0;1;0;0;0;1
