OBJECTID_1,PC5CODE,OBJECTID,pc5,TotaalVastgoedbjecten,TotaalVastgoedobjectenElektra,TotaalVastgoedobjectenGas,TotaalCO2uitstootKg,TotaalVerbruikElektrakWh,TotaalVerbruikGasM3,AantalVastgoedobjectenParticuli,AantalVastgoedobjectenElektraPa,AantalVastgoedobjectenGasPartic,CO2uitstootParticulierKg,VerbruikElektraParticulierkWh,VerbruikGasParticulierM3,GemiddeldeCO2UitstootParticulie,GemiddeldVerbruikElektraParticu,GemiddeldVerbruikGasParticulier,AantalVastgoedobjectenZakelijk,AantalVastgoedobjectenElektraZa,AantalVastgoedobjectenGasZakeli,CO2UitstootZakelijkKg,VerbruikElektraZakelijkkWh,VerbruikGasZakelijkM3,GemiddeldeCO2uitstootZakelijkKg,GemiddeldVerbruikElektraZakelij,GemiddeldVerbruikGasZakelijkm3,AantalVastgoedobjectenOpwekZonn,OpwekZonneenergieKVkWh,AantalVastgoedobjectenOpwekOver,OpwekOverigkWh,ElektraverbruikPerHuishoudenkWh,GasverbruikPerHuishoudenKg,GasverbruikPerHuishouden_Jaar_G,GasverbruikPerZakelijkeAansluit,MaxSimpTol,MinSimpTol,Shape__Area,Shape__Length
531,2564L,6477,2564L,361,358,352,1420279,878241,506807,273,270,265,993176,561723,371775,3638,2080,1403,88,88,87,427103,316518,135032,4853,3597,1552,1,,0,,1812.00967741935,1199.27419354839,44.40495,49.1208,25,25,92988.0981483459,1764.97024590926
532,2564P,6478,2564P,432,426,414,1890092,1220007,657465,290,289,276,1192317,750617,421041,4111,2597,1526,142,137,138,697775,469390,236424,4914,3426,1713,5,,0,,1975.30789473684,1108.00263157895,48.2979,54.21645,25,25,98158.0093917847,2236.6824979925
533,2564R,6479,2564R,328,326,312,1290199,817721,453789,245,244,235,921054,536686,339556,3759,2200,1445,83,82,77,369145,281035,114233,4448,3427,1484,2,,0,,1819.27457627119,1151.03728813559,45.73425,46.9686,25,25,30821.7912597656,825.733709632546
534,2564S,6480,2564S,333,326,320,1444226,893047,515353,227,223,217,951796,552704,351517,4193,2478,1620,106,103,103,492430,340343,163836,4646,3304,1591,4,,1,,1842.34666666667,1171.72333333333,51.273,50.35515,25,25,11019.0720939636,482.421578769656
535,2564T,6481,2564T,349,342,344,1721202,1079076,609296,250,244,246,1177146,716235,423914,4709,2935,1723,99,98,98,544056,362841,185382,5496,3702,1892,7,4642.7,0,,2273.7619047619,1345.75873015873,54.53295,59.8818,25,25,36101.2023849487,1060.65540120212
536,2564V,6482,2564V,345,336,332,2598012,1671646,905472,233,228,225,1007387,584774,372118,4324,2565,1654,112,108,107,1590625,1086872,533354,14202,10064,4985,9,7405.2,0,,1856.4253968254,1181.32698412698,52.3491,157.77525,25,25,35728.7447471619,823.710025708716
537,2565A,6483,2565A,281,273,257,2546527,1603672,899079,193,191,181,646924,521155,190698,3352,2729,1054,88,82,76,1899603,1082517,708381,21586,13201,9321,3,,0,,2423.97674418605,886.967441860465,33.3591,295.00965,25,25,405922.543060303,4396.40331059025
538,2565B,6484,2565B,468,459,349,2930199,1565918,1127139,369,365,281,845423,843741,195290,2291,2312,695,99,94,68,2084776,722177,931849,21058,7683,13704,6,14300.4,0,,1917.59318181818,443.840909090909,21.99675,433.7316,25,25,79540.9135780334,2108.45007223456
539,2565C,6485,2565C,383,377,367,2255912,1518850,763927,276,272,267,1177995,703060,428758,4268,2585,1606,107,105,100,1077917,815790,335169,10074,7769,3352,2,,0,,2130.48484848485,1299.26666666667,50.8299,106.0908,25,25,66503.8232307434,1597.34388520824
540,2565D,6486,2565D,365,363,302,2453218,2001675,714736,265,265,253,524429,643178,81435,1979,2427,322,100,98,49,1928789,1358497,633301,19288,13862,12925,0,,0,,2572.712,325.74,10.1913,409.07625,25,25,49526.9925804138,1044.29048231421
541,2565E,6487,2565E,397,392,349,1807520,1056551,665256,306,302,273,842446,719212,234894,2753,2381,860,91,90,76,965074,337339,430362,10605,3748,5663,2,,0,,2247.5375,734.04375,27.219,179.23395,25,25,15193.1218223572,506.242776933439
542,2565G,6488,2565G,385,379,327,1703807,1249055,543182,276,272,233,891276,559857,315146,3229,2058,1353,109,107,94,812531,689198,228036,7454,6441,2426,1,,0,,2153.29615384615,1212.1,42.82245,76.7829,25,25,83392.9048614502,1894.7422746941
543,2565H,6489,2565H,455,448,427,1826624,1300852,595012,319,314,314,1103352,657800,401826,3459,2095,1280,136,134,113,723272,643052,193186,5318,4799,1710,3,,0,,1802.19178082192,1100.89315068493,40.512,54.1215,25,25,63380.2667922974,1707.26388084664
544,2565J,6490,2565J,367,361,352,1843315,1405183,569807,247,245,238,1034260,640175,368852,4187,2613,1550,120,116,114,809055,765008,200955,6742,6595,1763,4,,0,,1969.76923076923,1134.92923076923,49.0575,55.79895,25,25,21853.2496833801,663.267308572032
545,2565K,6491,2565K,309,304,299,1475378,1051300,480399,195,191,188,809884,489077,292881,4153,2561,1558,114,113,111,665494,562223,187518,5838,4975,1689,2,,0,,1811.3962962963,1084.74444444444,49.3107,53.45685,25,25,26061.3772888184,825.349949944372
546,2565L,6492,2565L,306,286,302,1525257,907739,556006,205,193,205,927307,523030,347595,4523,2710,1696,101,93,97,597950,384709,208411,5920,4137,2149,16,14641.25,0,,1867.96428571429,1241.41071428571,53.6784,68.01585,25,25,36784.4846496582,1169.22190276833
547,2565M,6493,2565M,256,243,245,1515877,946853,537772,168,162,160,832867,481867,308183,4958,2974,1926,88,81,85,683010,464986,229589,7761,5741,2701,9,6813.6,0,,2095.07391304348,1339.92608695652,60.9579,85.48665,25,25,41481.7249488831,1271.83485508541
548,2565N,6494,2565N,167,164,163,621030,439070,203359,131,129,128,398783,230720,147561,3044,1789,1153,36,35,35,222247,208350,55798,6174,5953,1594,2,,0,,1709.03703703704,1093.04444444444,36.49245,50.4501,25,25,7181.84412002563,500.456099110708
549,2565P,6495,2565P,323,301,320,1426510,802901,535280,228,214,225,961535,556018,355890,4217,2598,1582,95,87,95,464975,246883,179390,4894,2838,1888,17,22232.6,1,,1884.80677966102,1206.40677966102,50.0703,59.7552,25,25,33884.1574668884,1015.98820529561
550,2565R,6496,2565R,312,302,232,1803391,1389610,552540,245,239,179,835124,557972,284225,3409,2335,1588,67,63,53,968267,831638,268315,14452,13201,5063,7,6485.5,1,,2657.00952380952,1353.45238095238,50.2602,160.24395,25,25,121163.003829956,2365.15039900195
551,2565S,6497,2565S,263,261,244,1020447,643368,360034,203,202,189,785771,487622,279817,3871,2414,1481,60,59,55,234676,155746,80217,3911,2640,1458,1,,0,,2216.46363636364,1271.89545454545,46.87365,46.1457,25,25,47282.5304641724,1540.26222278503
552,2565T,6498,2565T,364,362,346,1475690,989361,501105,270,268,256,937603,575870,335865,3473,2149,1312,94,94,90,538087,413491,165240,5724,4399,1836,1,,0,,1857.64516129032,1083.43548387097,41.5248,58.1094,25,25,27305.966960907,1069.14775865666
553,2565V,6499,2565V,423,414,411,1579831,1090481,526094,336,329,326,1180385,774194,406523,3513,2353,1247,87,85,85,399446,316287,119571,4591,3721,1407,2,,0,,2010.89350649351,1055.9038961039,39.46755,44.53155,25,25,77097.0580291748,1263.85276007416
554,2565W,6500,2565W,271,261,266,1185924,727567,425090,193,185,189,786760,443812,294894,4076,2399,1560,78,76,77,399164,283755,130196,5117,3734,1691,8,13689.25,0,,1811.47755102041,1203.64897959184,49.374,53.52015,25,25,20541.5282516479,628.732417340564
555,2565Z,6501,2565Z,324,320,310,1299530,787538,469035,232,228,220,863144,499689,319285,3720,2192,1451,92,92,90,436386,287849,149750,4743,3129,1664,0,,0,,1753.29473684211,1120.29824561404,45.92415,52.6656,25,25,22238.0392684937,611.374096919468
556,2566A,6502,2566A,258,256,197,4355488,4432420,977730,158,157,142,595765,397544,202929,3771,2532,1429,100,99,55,3759723,4034876,774801,37597,40756,14087,0,,0,,2564.8,1309.21935483871,45.22785,445.85355,25,25,227066.716869354,2307.52193673436
557,2566B,6503,2566B,51,51,50,377590,329280,102986,37,37,36,145569,92833,51010,3934,2509,1417,14,14,14,232021,236447,51976,16573,16889,3713,0,,0,,1856.66,1020.2,44.84805,117.51645,25,25,63768.1471595764,1286.8258857496
558,2566C,6504,2566C,165,162,162,1034575,585813,387048,119,117,117,660384,381515,244545,5549,3261,2090,46,45,45,374191,204298,142503,8135,4540,3167,1,,0,,2543.43333333333,1630.3,66.1485,100.23555,25,25,73445.4709396362,1411.91873522835
559,2566D,6505,2566D,173,163,169,1827149,1211783,624830,100,95,100,738014,386075,286646,7380,4064,2866,73,68,69,1089135,825708,338184,14920,12143,4901,10,14869.05,0,,2490.8064516129,1849.32903225806,90.7089,155.11665,25,25,577503.193153381,4933.45768974494
560,2566E,6506,2566E,168,161,164,2384190,1834011,731530,91,88,91,581186,339784,213884,6387,3861,2350,77,73,73,1803004,1494227,517646,23416,20469,7091,6,12469.5,0,,2427.02857142857,1527.74285714286,74.3775,224.43015,25,25,412543.529972076,4882.47345832519
561,2566G,6507,2566G,169,162,164,7181085,10713982,483054,106,100,105,633914,347253,241031,5980,3473,2296,63,62,59,6547171,10366729,242023,103923,167205,4102,4,,0,,2315.02,1606.87333333333,72.6684,129.8283,25,25,108189.966083527,1411.61191654831
562,2566H,6508,2566H,112,111,110,644158,698697,130296,85,85,85,270272,220156,78865,3180,2590,928,27,26,25,373886,478541,51431,13848,18405,2057,0,,0,,44031.2,15773,29.3712,65.10405,25,25,114777.991905212,3336.05194879359
563,2566J,6509,2566J,136,132,134,1049727,617211,385153,76,74,75,516147,293070,192829,6791,3960,2571,60,58,59,533580,324141,192324,8893,5589,3260,4,,0,,2442.25,1606.90833333333,81.37215,103.179,25,25,157376.736736298,2245.37343262451
564,2566K,6510,2566K,107,102,106,861080,456291,332510,62,60,62,458280,237215,178833,7392,3954,2884,45,42,44,402800,219076,153677,8951,5216,3493,5,,0,,2635.72222222222,1987.03333333333,91.2786,110.55345,25,25,37728.4778404236,1328.40513203186
565,2566L,6511,2566L,225,222,198,1655532,806138,662871,189,189,171,293688,476830,6943,1554,2523,41,36,33,27,1361844,329308,655928,37829,9979,24294,0,,0,,2577.45945945946,37.5297297297297,1.29765,768.9051,25,25,63637.7730026245,1108.04688596785
566,2566M,6512,2566M,204,203,176,5536197,502596,2943632,161,161,151,491425,359217,157015,3052,2231,1040,43,42,25,5044772,143379,2786617,117320,3414,111465,0,,1,,2052.66857142857,897.228571428571,32.916,3527.86725,25,25,152810.361167908,2122.2722930608
567,2566N,6513,2566N,212,211,184,662079,443020,225111,151,150,144,510118,319025,180839,3378,2127,1256,61,61,40,151961,123995,44272,2491,2033,1107,0,,0,,1933.48484848485,1095.99393939394,39.7524,35.03655,25,25,55526.4318351746,1365.20216569131
568,2566P,6514,2566P,130,118,127,863349,515717,314088,77,69,75,467031,244802,181235,6065,3548,2416,53,49,52,396318,270915,132853,7478,5529,2555,9,9439.25,0,,2128.71304347826,1575.95652173913,76.4664,80.86575,25,25,67559.987575531,1504.43901511886
569,2566R,6515,2566R,155,147,153,1168051,669215,434390,93,90,93,683766,381228,257776,7352,4236,2772,62,57,60,484285,287987,176614,7811,5052,2944,8,11223.4,0,,2629.15862068966,1777.76551724138,87.7338,93.1776,25,25,50984.6671257019,1433.34750256532
570,2566S,6516,2566S,119,108,117,867705,474257,330277,70,65,69,456192,240428,176595,6517,3699,2559,49,43,48,411513,233829,153682,8398,5438,3202,9,10718.5,0,,2090.67826086957,1535.60869565217,80.99235,101.3433,25,25,49728.2883872986,1217.01618484411
571,2566T,6517,2566T,155,148,155,1198504,676861,448964,88,84,88,634295,323687,249056,7208,3853,2830,67,64,67,564209,353174,199908,8421,5518,2984,7,3897.25,0,,2088.30322580645,1606.81290322581,89.5695,94.4436,25,25,43681.4386787415,1134.6102209667
572,2566V,6518,2566V,129,120,125,941793,578383,337386,72,70,71,484854,256120,187496,6734,3659,2641,57,50,54,456939,322263,149890,8016,6445,2776,9,8505.1,0,,2328.36363636364,1704.50909090909,83.58765,87.8604,25,25,80964.1824989319,1452.92576487676
573,2566W,6519,2566W,124,114,123,875632,513742,321643,74,66,74,480321,240612,190090,6491,3646,2569,50,48,49,395311,273130,131553,7906,5690,2685,10,5916.85,0,,2092.27826086957,1652.95652173913,81.30885,84.98025,25,25,24138.5270118713,1137.53166312195
574,2566Z,6520,2566Z,158,152,156,1043197,639873,373973,78,75,78,476190,243313,186874,6105,3244,2396,80,77,78,567007,396560,187099,7088,5150,2399,3,,0,,1622.08666666667,1245.82666666667,75.8334,75.92835,25,25,168229.350191116,2690.85109436599
575,2571A,6521,2571A,457,438,432,3116029,3322756,649215,327,317,317,1011041,727291,326932,3092,2294,1031,130,121,115,2104988,2595465,322283,16192,21450,2802,1,,0,,682.90234741784,306.978403755869,32.63115,88.6833,25,25,60595.6359863281,1436.54285982477
576,2571B,6522,2571B,542,521,511,2750994,1972168,891806,391,375,371,1394900,918418,479232,3568,2449,1292,151,146,140,1356094,1053750,412574,8981,7217,2947,1,,0,,1716.6691588785,895.760747663551,40.8918,93.27255,25,25,53943.6851425171,1217.84854153328
577,2571C,6523,2571C,543,535,439,2180924,2141873,515292,451,446,356,1179926,964226,343277,2616,2162,964,92,89,83,1000998,1177647,172015,10880,13232,2072,2,,0,,1928.452,686.554,30.5106,65.5788,25,25,50930.9788284302,2100.79688731097
578,2571D,6524,2571D,320,303,144,919669,1238392,106190,267,257,119,505646,612359,81098,1894,2383,681,53,46,25,414023,626033,25092,7812,13609,1004,17,37145,0,,3310.04864864865,438.367567567568,21.55365,31.7766,25,25,49680.9011802673,1368.56796221587
579,2571E,6525,2571E,404,401,396,1694095,1105820,585203,277,275,270,1022270,590849,378466,3691,2149,1402,127,126,126,671825,514971,206737,5290,4087,1641,0,,0,,1374.06744186047,880.153488372093,44.3733,51.93765,25,25,49260.8527259827,2016.65184681909
580,2571G,6526,2571G,340,330,258,2023803,2413363,337033,264,259,209,769987,729673,190719,2917,2817,913,76,71,49,1253816,1683690,146314,16498,23714,2986,1,,0,,4169.56,1089.82285714286,28.89645,94.5069,25,25,33910.3239173889,1118.44480280172
581,2571H,6527,2571H,411,387,396,2607875,2524849,628210,263,246,258,1005460,648856,349795,3823,2638,1356,148,141,138,1602415,1875993,278415,10827,13305,2018,1,,0,,1474.67272727273,794.988636363636,42.9174,63.8697,25,25,117820.283214569,2462.85778310697
582,2571P,6528,2571P,364,346,344,2505418,2654378,527716,277,262,264,826330,614206,260645,2983,2344,987,87,84,80,1679088,2040172,267071,19300,24288,3338,1,,0,,1861.2303030303,789.833333333333,31.23855,105.6477,25,25,59876.5447502136,1785.94077656065
583,2571R,6529,2571R,369,366,355,1612890,1389999,445388,325,323,317,1121740,792933,367365,3452,2455,1159,44,43,38,491150,597066,78023,11162,13885,2053,0,,0,,2033.16153846154,941.961538461538,36.68235,64.97745,25,25,21388.6873092651,653.570705233069
584,2571S,6530,2571S,55,55,55,179441,165651,45903,41,41,41,130497,119444,33722,3183,2913,822,14,14,14,48944,46207,12181,3496,3301,870,0,,0,,2171.70909090909,613.127272727273,26.0163,27.5355,25,25,1914.00957107544,207.10955570573
585,2571T,6531,2571T,371,368,355,1332093,963782,428911,342,339,331,1024369,708437,340669,2995,2090,1029,29,29,24,307724,255345,88242,10611,8805,3677,0,,0,,1995.59718309859,959.630985915493,32.56785,116.37705,25,25,19204.2288589478,570.204521354987
586,2571V,6532,2571V,295,289,278,1426115,1146373,421211,249,245,238,738306,522122,241716,2965,2131,1016,46,44,40,687809,624251,179495,14952,14188,4487,0,,0,,2221.79574468085,1028.57872340426,32.1564,142.01355,25,25,21396.1772575378,934.552563704991
587,2571W,6533,2571W,116,116,115,362531,260559,117304,104,104,104,316567,224849,103318,3044,2162,993,12,12,11,45964,35710,13986,3830,2976,1271,1,,0,,1873.74166666667,860.983333333333,31.42845,40.22715,25,25,15491.4589004517,503.457206142146
588,2572A,6534,2572A,232,225,218,1976783,1504541,611856,186,181,181,640319,440936,213577,3443,2436,1180,46,44,37,1336464,1063605,398279,29054,24173,10764,0,,0,,2004.25454545455,970.804545454545,37.347,340.6806,25,25,31677.4999847412,794.514230473309
589,2572B,6535,2572B,124,122,98,534045,447694,151632,95,95,75,324213,267208,93573,3413,2813,1248,29,27,23,209832,180486,58059,7236,6685,2524,0,,0,,2429.16363636364,850.663636363636,39.4992,79.8846,25,25,23257.3241844177,676.120996383429
590,2572C,6536,2572C,193,192,183,840314,652375,255850,157,156,150,573790,381252,195984,3655,2444,1307,36,36,33,266524,271123,59866,7403,7531,1814,0,,0,,1773.26511627907,911.553488372093,41.36655,57.4131,25,25,31542.4123191834,1166.98167035047
591,2572E,6537,2572E,232,229,225,934462,682513,298752,192,190,191,680468,463769,228564,3544,2441,1197,40,39,34,253994,218744,70188,6350,5609,2064,1,,0,,1656.31785714286,816.3,37.88505,65.3256,25,25,36758.4853973389,809.86833916898
592,2572G,6538,2572G,182,177,169,1331332,1403833,282624,113,109,106,385080,310665,113364,3408,2850,1069,69,68,63,946252,1093168,169260,13714,16076,2687,0,,0,,2701.4347826087,985.773913043478,33.83385,85.04355,25,25,20082.2674789429,818.241324918068
593,2572H,6539,2572H,308,302,301,1576661,1169938,497976,226,221,223,884846,540458,317964,3915,2446,1426,82,81,78,691815,629480,180012,8437,7771,2308,0,,0,,1544.16571428571,908.468571428571,45.1329,73.0482,25,25,69194.5122871399,1786.51586436581
594,2572J,6540,2572J,226,225,212,723569,525013,232478,191,190,185,584198,404060,194271,3059,2127,1050,35,35,27,139371,120953,38207,3982,3456,1415,0,,0,,1584.54901960784,761.847058823529,33.2325,44.78475,25,25,18917.4949417114,586.317537629558
595,2572N,6541,2572N,349,344,339,2035521,1612423,609096,243,239,240,941500,551156,346246,3874,2306,1443,106,105,99,1094021,1061267,262850,10321,10107,2655,0,,0,,1281.75813953488,805.223255813954,45.67095,84.03075,25,25,50065.3497886658,1056.04333424831
596,2572P,6542,2572P,209,206,200,855103,543629,300203,168,167,163,642221,403086,227191,3823,2414,1394,41,39,37,212882,140543,73012,5192,3604,1973,1,,0,,1919.45714285714,1081.8619047619,44.1201,62.44545,25,25,10923.4364738464,432.005038667472
597,2572R,6543,2572R,231,226,226,895776,779472,244881,183,178,179,635078,485103,195993,3470,2725,1095,48,48,47,260698,294369,48888,5431,6133,1040,2,,0,,1764.01090909091,712.701818181818,34.65675,32.916,25,25,24874.680644989,1116.47826385873
598,2572S,6544,2572S,142,142,135,514781,416036,151303,120,120,113,403878,336208,115458,3366,2802,1022,22,22,22,110903,79828,35845,5041,3629,1629,0,,0,,2318.67586206897,796.262068965517,32.3463,51.55785,25,25,20868.6649894714,923.738527314843
599,2572T,6545,2572T,345,340,316,1427263,1092476,439720,260,257,237,887288,593091,301890,3413,2308,1274,85,83,79,539975,499385,137830,6353,6017,1745,0,,0,,1560.76578947368,794.447368421053,40.3221,55.22925,25,25,31924.5656089783,1023.95996492513
600,2572V,6546,2572V,273,269,225,954564,826320,262379,221,218,187,673399,561768,192110,3047,2577,1027,52,51,38,281165,264552,70269,5407,5187,1849,0,,0,,2496.74666666667,853.822222222222,32.50455,58.52085,25,25,20384.1121826172,583.611388636846
601,2572W,6547,2572W,281,279,209,3288286,2104581,1149766,214,212,164,459326,597034,60155,2146,2816,367,67,67,45,2828960,1507547,1089611,42223,22501,24214,1,,0,,7023.92941176471,707.705882352941,11.61555,766.3731,25,25,33739.8139419556,1166.45942837892
602,2573A,6548,2573A,331,328,320,1228238,757047,439090,260,257,251,916472,575052,324265,3525,2238,1292,71,71,69,311766,181995,114825,4391,2563,1664,1,,0,,1885.41639344262,1063.16393442623,40.8918,52.6656,25,25,36883.5605278015,1091.64883918566
603,2573B,6549,2573B,312,306,301,1610734,1014870,568517,227,223,221,844604,478405,315924,3721,2145,1430,85,83,80,766130,536465,252593,9013,6463,3157,1,,0,,1621.71186440678,1070.92881355932,45.2595,99.91905,25,25,65225.7871208191,1219.5647690632
604,2573C,6550,2573C,33,32,33,131584,72899,49760,25,24,25,101110,53865,38949,4044,2244,1558,8,8,8,30474,19034,10811,3809,2379,1351,0,,0,,1539,1112.82857142857,49.3107,42.75915,25,25,1282.00868225098,227.782440633297
605,2573D,6551,2573D,81,81,78,282175,168613,102637,64,64,61,214959,130545,77493,3359,2040,1270,17,17,17,67216,38068,25144,3954,2239,1479,0,,0,,1535.82352941176,911.682352941176,40.1955,46.81035,25,25,2514.83255767822,248.586108105171
606,2573E,6552,2573E,353,346,340,1387740,926322,472590,273,268,266,953680,561205,349758,3493,2094,1315,80,78,74,434060,365117,122832,5426,4681,1660,1,,0,,1650.60294117647,1028.7,41.61975,52.539,25,25,21922.6812782288,699.50880183494
607,2573G,6553,2573G,357,347,348,1345042,836821,478268,276,267,267,987694,602162,355291,3579,2255,1331,81,80,81,357348,234659,122977,4412,2933,1518,5,,1,,1745.39710144928,1029.82898550725,42.12615,48.0447,25,25,43636.5379905701,1396.83811043171
608,2573H,6554,2573H,341,334,333,1312618,757883,486217,264,257,257,982891,554065,368535,3723,2156,1434,77,77,76,329727,203818,117682,4282,2647,1548,0,,0,,1560.74647887324,1038.12676056338,45.3861,48.9942,25,25,33031.4025917053,887.754078767715
609,2573J,6555,2573J,39,38,38,135301,77521,50317,26,25,25,87041,49477,32500,3348,1979,1300,13,13,13,48260,28044,17817,3712,2157,1371,0,,0,,1649.23333333333,1083.33333333333,41.145,43.39215,25,25,1540.98154449463,223.250998620798
610,2573K,6556,2573K,212,209,202,1643527,1741208,346188,123,120,119,449973,282226,159247,3658,2352,1338,89,89,83,1193554,1458982,186941,13411,16393,2252,0,,0,,1612.72,909.982857142857,42.3477,71.2758,25,25,33311.6712875366,991.38926766175
611,2573L,6557,2573L,304,301,287,2021816,2015777,467701,193,192,184,719408,459740,251776,3728,2394,1368,111,109,103,1302408,1556037,215925,11733,14276,2096,0,,0,,1802.90196078431,987.356862745098,43.2972,66.3384,25,25,70339.8783798218,2299.48163706484
