OBJECTID,GUID,REF_FYSIEKE_SPOORTAK_PUIC,REF_FYSIEKE_SPOORTAK_NAAM,LENGTE,X_BEGIN,Y_BEGIN,Z_BEGIN,X_EIND,Y_EIND,Z_EIND,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,PRORAIL_GEBIED,REF_FUNC_SPOORTAK_NAAM_LANG
1746,41171eba-9a58-487c-a308-3e86f84d96a2,1fdadd7a-b5e0-49b6-8d3c-9ec8e4092b5e,904T,38.322888,240993.844,486669.074,11.405,241026.649,486649.263,11.416,606,a,606,606_a,Almelo,Aml-Hgl,Almelo - Hengelo ,0.173996,"0,173996",0.210533,"0,210533",ProRail,Noord-Oost,NO,Baan,Twente,410,Twente,32,VolkerRail,Oost,606_904T_0.1
1747,f2504831-d460-dd8a-c27b-2923089c140c,1940a7fe-4271-4d57-8e6f-a910095e7713,759AL,15.310052,168192.566,438115.382,7.993,168177.448,438112.969,7.814,042,,42,042__,Vork - Kesteren,Est-Gdm,Elst - Geldermalsen ,21.084895,"21,084895",21.100927,"21,100927",ProRail,Noord-Oost,NO,Baan,Gelre,400,Maas en Waal,28,ASSET Rail,Oost,042_759AL_21.1
1748,2d5841ea-317b-2d73-f550-c6ebd44262c3,618a4f19-75e0-4fe9-a963-f318e2b64776,55BV,199.91391,103962.824,489202.975,4.848,103764.851,489226.663,4.769,527,c,527,527_c,Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,16.908593,"16,908593",17.105601,"17,105601",ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,Noord-West,527_55BV_16.9
1749,2990ae70-c624-4fac-82ab-52ff66b44e8d,0f564afd-5655-498f-8b6d-0a4656bfe97a,263AR,199.113392,192903.451,443550.662,16.856,193090.301,443601.803,17.604,507,c,507,507_c,Velperbroek Aansl.,Ahg-IJbw,Arnhem Goederenstation - IJsselbrug Westervoort Westzijde ,201.3,"201,300000",201.5,"201,500000",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,Oost,437_263AR_1.1
1750,a2c6f1b3-6017-dc32-fdac-43b11c4b1397,c597d671-dfbf-4523-b3da-53f04ce03c01,251AR,27.61428,105740.667,447507.567,0.246,105718.204,447491.506,0.222,537,a,537,537_a,Moordrecht Aansl.,Gd-Apn,Gouda - Alphen a/d Rijn ,2.731977,"2,731977",2.759527,"2,759527",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Rijn en Gouwe,81,BAM Rail,Zuid-Holland Noord,537_251AR_34.7
1751,7c2384d9-28b7-428c-96a3-8faf1663be4e,a045ff05-0787-44d5-ac64-a8c9b446c9e2,937R,387.584044,125795.01,484659.91,2.658,125497.663,484906.596,4.104,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,906.010462,"906,010462",905.625988,"905,625988",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,Midden,927_937R_906.0
1752,b8f4918f-181e-09e2-3534-f167204b9e35,cc55b5e8-77c8-4e5a-8548-416879e8622a,579R,0.846229,153361.586,462983.127,5.595,153362.388,462982.857,5.595,900,,900,900__,Amersfoort Hoofdwerkplaats,Amf-Amfwph,Amersfoort - Amersfoort Hoofdwerkplaats ,200.837374,"200,837374",200.838209,"200,838209",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,900_579R_200.8
1753,5722b8bf-092f-436a-af68-74ad60902baa,c1bb767d-4864-486f-a7e8-774dc2a04df1,X0240L,87.716388,67481.348,441347.712,5.453,67561.7,441312.7,5.535,474,c,474,474_c,Rotterdam Europoort 1,Erpw-Erpmw,Europoort West - Stamlijn Marktweg ,201.590295,"201,590295",201.513,"201,513000",Derden - Overig - EECV,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,474_X0240L_201.6
1754,8afeeaf9-d84f-61b7-c0d7-64065f5dcf40,7eb11121-97fb-4e9a-a3af-bc0025414eef,5BV,457.020969,146633.368,434220.541,3.185,146747.288,433777.946,3.609,513,a,513,513_a,Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,24.200014,"24,200014",24.657093,"24,657093",ProRail,Zuid,Z,Baan,Betuwe,320,Geldermalsen,22,Strukton Rail,Zuid-West,117_5BV_17.7
1755,5bf0b995-4c6e-4c68-ab68-34fe23b42eab,4f1d378e-bed0-403d-84ad-8b83384f77ad,22L,224.10526,72689.45,437074.425,5.69,72517.317,437217.929,5.875,477,a,477,477_a,Rotterdam Europoort 3,Erp-Erpch,"Rotterdam, Emplacement Europoort - EUROCHEMIE ",100.307801,"100,307801",100.528978,"100,528978",Strukton Rail Short Line,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,477_22L_100.3
1756,6737c1f0-3f96-8f6e-53d1-d0c030f9978f,baa08e5a-7a06-490e-8c8b-33f354f815d0,1115AL,171.929538,113457.909,400928.534,4.261,113629.596,400937.663,4.179,544,a,544,544_a,Breda,Bd-Ehv,Breda - Eindhoven ,1.190913,"1,190913",1.362915,"1,362915",ProRail,Zuid,Z,Baan,Brabant,330,Breda,20,ASSET Rail,Zuid-West,544_1115AL_1.1
1757,422a4486-ef13-ccc7-d6a3-55618b81cf50,6318ec8b-18b1-4a67-8901-20a0044f4d40,229AL,463.959673,209188.742,375665.96,23.436,208804.364,375925.788,23.06,517,a,517,517_a,Venlo,Vl-Ehv,Venlo - Eindhoven ,0.467064,"0,467064",0.930434,"0,930434",ProRail,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,Zuid-Oost,517_229AL_0.4
1758,003f6e53-7ccb-2670-5521-32126a9d4080,2e672d02-fb0b-4716-aa2c-a832503b5d0b,911L,274.260695,187227.874,427405.119,23.753,187422.247,427211.671,23.956,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,18.103264,"18,103264",18.37771,"18,377710",ProRail,Noord-Oost,NO,Baan,Gelre,400,Maas en Waal,28,ASSET Rail,Oost,514_911L_18.1
1759,a0d7ce2f-49a8-3318-ad86-60e7d6a596d6,a35661bc-1ad3-4040-8ba4-89b87c7ac02c,958V,3288.758588,69842.053,439440.334,10.44100062,72171.807,437274.902,5.677,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",31.397687,"31,397687",28.097637,"28,097637",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,474_958V_101.0
1760,5dfb584b-476f-9f37-60cf-f1fe114ffb76,0dc4c57f-0255-4789-8ac9-d25c40291a76,301L,2112.103994,205957.45897213,502211.50528522,3.298,204093.85235508,501437.29171388,3.298,014,,14,014__,Zwolle - Herfte Aansl.,Zl-Lw,Zwolle - Leeuwarden ,77.000072,"77,000072",74.899706,"74,899706",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,Noord,204_301L_12.6
1761,e4b75405-1abe-7a5f-45c0-dd4ba3545ee9,7c26ace9-fc10-49da-8334-f0998b4d480c,1237R,4.419018,129292.539,482249.613,8.05,129296.334,482247.349,8.059,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,10.224617,"10,224617",10.229058,"10,229058",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,Midden,128_1237R_10.1
1762,2c3e8848-ffdf-4842-d654-03028c72dd2a,3cfe55cb-63ab-4549-bd5f-fe796f402df7,165AR,145.628545,85589.6,456561.276,0.522,85470.617,456477.31,0.827,563,,563,563__,Den Haag Mariahoeve,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,56.7,"56,700000",56.839232,"56,839232",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,Zuid-Holland Noord,104_165AR_56.5
1763,9c3ef797-1193-483d-b7fb-4908109ba2f4,2ea5fbf5-dd29-4158-8ca3-55dad9ac4416,ST_X0454,12.889597,117717.19,491317.141,0.308,117721.672,491329.224,0.368,485,b,485,485_b,Amsterdam Hemhaven (gebied),Ahwusl-Ahwbzw,Usselincxhaven - Benzolweg ,50.411151,"50,411151",50.423871,"50,423871",Derden - Overig - Eurotank,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,485_ST_X0454_50.4
1764,1956b09b-5cc4-4983-81ee-d61f8c747f6c,e98220c4-b70e-4b2b-b501-d7aeb4c7d541,1004S,0.591427,119894.051,489318.88,2.587,119894.482,489318.475,2.607,525,b,525,525_b,Amsterdam Singelgracht Aansl.,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,78.450592,"78,450592",78.451129,"78,451129",Derden - Overig - NS Onderhoud & Service (vastgesteld op 17-04-2018),Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,525_1004S_78.4
1765,a4043ada-5c6a-4711-adf6-6d459a68de74,42ee62fb-e039-47d8-8e75-7bf5a170d21f,X0038L,430.856224,169360.251,361663.933,35.536,169768.851,361528.03,35.558,862,,862,862__,Budel Zinkfabriek,Bdla-Bdlz,Budel Aansl. - Budel Zinkfabriek ,101.147468,"101,147468",101.577914,"101,577914",Derden - Overig - Nyrstar (ex Budelco),Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,Zuid-Oost,862_X0038L_101.1
1766,3b5bbbe3-ef1f-24d2-51d7-22a06dea855e,f230372d-6c34-4819-947b-aed1ad519fae,153V,3.502703,187195.783,428897.65,23.355,187196.776,428901.009,23.355,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,16.519935,"16,519935",16.516467,"16,516467",ProRail,Noord-Oost,NO,Baan,Gelre,400,Maas en Waal,28,ASSET Rail,Oost,514_153V_16.5
1767,42fcb7d5-6398-4f18-15e8-87c25fb80349,dab6a87f-d616-4ebf-be07-d6b3bdca9623,2831L,181.087976,137216.392,454293.064,5.77,137373.97742176,454203.85749961,5.48364525,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,37.020238,"37,020238",37.200515,"37,200515",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,Midden,531_2831L_37.0
1768,2ff0dacb-f44f-944d-3f96-2521a630ff94,ca6d1e22-a365-4e81-a497-40e06854e846,2369AL,472.420637,99220.415,428391.07,-0.04,98837.556,428667.732,1.856,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,36.754564,"36,754564",37.22002,"37,220020",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,924_2369AL_36.7
1769,ecb26a6f-48d0-05e2-5296-f877b20a4679,69191c81-d074-4693-be2e-8bbe7da42826,231BR,656.193127,203861.89273117,501523.08601941,2.20941455,203302.666,501866.37,1.931,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,4.048679,"4,048679",3.393825,"3,393825",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,Noord,013_231BR_88.1
1770,3a57656b-46a0-8ebe-0407-e3cac3cc85fd,acd92314-042f-45ec-abf6-5b9129cd907c,4589V,1125.834602,183904.136,434288.518,9.086,185010.513,434142.401,9.213,938,,938,938__,CUP Valburg,Brvalw-Brvalo,Betuweroute Valburg West - Betuweroute Valburg Oost ,2.409197,"2,409197",3.533311,"3,533311",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,A15trace,71,VolkerRail,Zee-Zevenaar,938_4589V_2.4
1771,c25d7e85-e98c-1fd0-e1bd-cdefa20f3cb2,bd16d652-63ba-479f-96e5-ae309771e45a,137AL,327.487337,103007.495,489988.216,3.609,103079.18420556,490306.91621039,1.0727218,082,,82,082__,Haarlem - Santpoort Noord,Hlm-Utg,Haarlem - Uitgeest ,1.523405,"1,523405",1.850123,"1,850123",ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,Noord-West,082_137AL_1.5
1772,b032449c-8aa9-a913-d0cf-fb446d7826a1,be94295f-3330-4f5e-946c-bc8dfa6d5663,57T,134.777299,111034.155,516902.904,2.292,111160.942,516944.453,2.292,620,,620,620__,Alkmaar,Hdr-Zd,Den Helder - Zaandam ,42.125921,"42,125921",41.993988,"41,993988",ProRail,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,Noord-West,620_57T_42.1
1773,9464cd68-51c1-fb88-16c2-333937cfa605,50918ca3-4917-4f5c-b8cc-766f9203742c,1117AL,8.841335,108515.426,478734.082,1.433,108507.137,478731.008,1.391,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,18.492896,"18,492896",18.501814,"18,501814",ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,Noord-West,133_1117AL_18.4
1774,91428a6b-da6c-4629-a6f2-94d209cbfe3e,7c0538f0-86ba-48ea-9d07-89193e82c5f3,445BV,11.637561,111364.721,447538.448,-0.479,111353.159,447539.772,-0.443,105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,28.9721,"28,972100",28.983645,"28,983645",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Rijn en Gouwe,81,BAM Rail,Zuid-Holland Noord,105_445BV_29.0
1775,66c38024-05c1-cfe7-8e67-c09d5a6c16ab,5d4a6c4d-adff-4291-8be1-281b7c6ab37e,2217V,126.576932,236665.555,579357.861,2.72,236780.43,579304.706,2.72,003,,3,003__,Groningen Losplaats - Waterhuizen Aansl.,Hlg-Nscg,Harlingen - Nieuweschans Grens ,84.007598,"84,007598",84.134035,"84,134035",ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,Noord,003_2217V_84.0
1776,eea0f543-e38c-050d-ff0c-45acb65ce724,89be898c-c5cf-4ba6-bea0-9631bca7e202,83V,76.016232,193561.919,405811.748,15.268,193607.256,405750.777,15.266,052,,52,052__,Beugen - Blerick,Ah-Vl,Arnhem - Venlo ,42.098858,"42,098858",42.17467,"42,174670",ProRail,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,Zuid-Oost,052_83V_42.1
1777,85a6fc65-45c6-2352-fa2a-5ebe9933c057,39bf8be0-39fc-4d01-80a2-c4b7e73d2557,985V,30.108845,177619.93,319060.434,46.86900048,177635.612,319086.136,46.854,063,,63,063__,Maastricht - Sittard,Mt-Vl,Maastricht - Venlo ,1.599942,"1,599942",1.630026,"1,630026",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,Zuid-Oost,520_985V_1.3
1778,a381a413-a1e3-83cb-8536-1b2d03fbb3d8,0f0dc208-8b4b-4de9-9b8e-d439f4b94c1b,309AR,11.253553,148318.148,408281.826,6.401,148318.532,408270.579,6.36,515,b,515,515_b,Vught Aansl.,Ut-Btl,Utrecht Centraal - Boxtel ,50.977321,"50,977321",50.988516,"50,988516",ProRail,Zuid,Z,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,Zuid-West,515_309AR_50.9
1779,6d74b3c7-7924-0541-44f3-f6d16afad94b,8df55ca8-a417-4709-8112-225b75edddaf,45AV,5665.349622,86962.50605789,438317.88932525,0.10289238,85253.4,443719.285,-0.424,112,,112,112__,Den Haag HS - Schiedam Centrum,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,78.536339,"78,536339",72.874962,"72,874962",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,Zuid-Holland Noord,539_45AV_79.2
1780,289c30da-aefa-0440-6cd6-ab0cb789af61,226437f7-9472-4961-aaf8-7729731128a4,297R,2760.225305,82699.903,391670.525,7.886,79984.587,391205.542,4.833,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,8.366335,"8,366335",11.124959,"11,124959",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,127_297R_8.3
1781,f9f52a8e-989a-cb0b-3337-dc041b9dc9ed,03721f13-a0e2-4052-a3a9-a3bf1d9d79ac,904L,143.76417,184518.966,434166.962,9.217,184662.672,434162.985,9.184,938,,938,938__,CUP Valburg,Brvalw-Brvalo,Betuweroute Valburg West - Betuweroute Valburg Oost ,3.039937,"3,039937",3.18442,"3,184420",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,A15trace,71,VolkerRail,Zee-Zevenaar,938_904L_3.0
1782,41878e0a-3109-f583-87f6-14399d38cf15,5a57dc61-9f6c-4410-a77d-d1daf7cdc8d3,339R,217.74916,235756.212,503146.867,9.272,235923.131,503286.577,9.272,751,,751,751__,Mariënberg,Hea-Emn,Herfte Aansl. - Emmen ,34.111183,"34,111183",34.326956,"34,326956",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,Noord,751_339R_34.1
1783,657a6e8d-42e0-5c61-dcda-7ccd4d58dc31,3c5ce603-bc1e-4d38-a5e9-cf239cf8061f,2035V,2144.814692,160758.976,502781.872,1.498,160955.07,504890.35,1.574,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,40.501248,"40,501248",42.648301,"42,648301",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,Midden,135_2035V_40.5
1784,2770dd6a-cedf-9724-740d-b02c8cd8b407,27916e6b-9822-4f9b-bad1-f551d9e293c0,113AP,177.988319,121690.484,488115.961,5.434,121842.887,488024.02,5.598,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.597535,"80,597535",80.776162,"80,776162",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,586_113AP_80.6
1785,569fd32c-84a3-8008-2043-fa9d36ef6f36,36a44e2d-9be7-46b1-a1aa-011210d9cf6b,181BV,669.679238,234851.948,580626.537,2.421,235380.978,580216.764,2.331,552,b,552,552_b,Groningen Losplaats,Hlg-Nscg,Harlingen - Nieuweschans Grens ,81.800033,"81,800033",82.469442,"82,469442",ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,Noord,501_181BV_81.1
1786,94bdad93-b452-41f5-ad69-90dfe38cbf90,86034f80-1010-4f70-b817-a03837c7cb49,23R,429.788999,246326.95603144,517902.95677179,10.39899252,246322.124,518332.114,10.494,451,b,451,451_b,Coevorden - Coevorden Grens,Lar-Coep,Laarwald (D) - Coevorden Europark ,73.656002,"73,656002",74.086703,"74,086703",Derden - Overig - Bentheimer Eisenbahn Coevorden,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,Noord,776_23R_73.4
1787,cec4df76-82a1-ad74-ac1f-b820907ce47d,368e60fc-4609-44c5-af36-ba9dc0ccfaae,13V,627.42448,124466.64,485538.911,2.792,124986.099,485187.408,2.554,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,904.366371,"904,366371",905.039011,"905,039011",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,Midden,927_13V_904.4
1788,4f83d72a-d775-4d2b-8070-a5b378166932,b013f56d-cc56-411d-a3d3-76a60dddc166,2065R,74.169074,59581.232,440284.18,5.066,59536.137,440225.297,5.104,479,a,479,479_a,Maasvlakte 2,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,301.84414,"301,844140",301.917926,"301,917926",Derden - Overig - APMT,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,479_2065R_301.8
1789,924c1c48-6653-1026-3611-c3c8b35b8602,7ee78e82-7324-4655-8a54-110013bddc1c,7L,231.589659,137535.35,455679.94,2.911,137439.74961972,455469.23161343,2.97450624,032,,32,032__,Blauwkapel - Lunetten,Hvs-Utm,Hilversum - Utrecht Maliebaan ,16.05638,"16,056380",16.287077,"16,287077",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,Midden,032_7L_16.0
1790,35cc9c63-cbde-6115-5bb3-9ae4fd059416,89f9be75-4e8f-4ca6-9227-45de6c068b99,45R,231.337348,258983.652,593431.24,1.512,259162.723,593284.78,1.977,803,h,803,803_h,Delfzijl Stamlijn Havenschap,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,102.94565,"102,945650",103.178268,"103,178268",ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,Noord,803_45R_102.9
1791,b3d3a7ea-cb44-32ad-92a3-116210f01105,69ed6acb-f4fc-43c3-a1db-8a18f932013b,35R,99.839674,240560.841,486927.567,13.15700242,240479.566,486985.525,13.698,606,c,606,606_c,Almelo,Mrb-Aml,Mariënberg - Almelo ,17.69997,"17,699970",17.600013,"17,600013",ProRail,Noord-Oost,NO,Baan,Twente,410,Twente,32,VolkerRail,Oost,606_35R_37.4
1792,b06bb6b1-431f-46d9-5f98-de1ce0f6157e,adabaa2f-66e6-453e-98b0-97e8ed8d8a74,13AL,206.181791,104591.21760321,488857.62822633,4.582,104454.407,489010.31,4.597,527,c,527,527_c,Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,16.200017,"16,200017",16.407019,"16,407019",ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,Noord-West,084_13AL_10.4
1793,a6847d1a-26a9-9931-14dc-b78d8d38cd4d,8af39c83-53ba-4b1d-aff2-8b88e13438d3,633R,100.667315,90520.898,431895.617,3.931,90424.316,431867.956,3.776,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",6.384437,"6,384437",6.484732,"6,484732",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_633R_6.4
1794,31eb7fb0-7bc5-4531-d2d0-17a50eca7c82,c264a61b-b2b1-491f-be11-496f357f281e,427L,103.155921,235088.119,557704.302,10.849,235176.42116155,557757.62996904,10.84667438,654,,654,654__,Assen,Mp-Gn,Meppel - Groningen ,50.497376,"50,497376",50.599988,"50,599988",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,654_427L_50.4
1795,a99b4159-053d-55fe-665e-d74c28d847b9,06dd180d-d74a-442b-94b6-c159747522cd,87BV,1.086382,153365.732,462808.114,5.52,153366.8,462808.313,5.521,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,43.895404,"43,895404",43.895963,"43,895963",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,506_87BV_43.9
1796,28de3b4c-36e4-6fb3-ff17-50bda1d6f7a2,71c13a40-88b8-4c6c-a0cc-6ef80bd6c5e3,3609V,227.40472,127866.308,464959.183,3.983,127862.476,464731.847,4.168,529,,529,529__,Breukelen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,22.499743,"22,499743",22.72573,"22,725730",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,Midden,097_3609V_22.0
1797,69d892ec-29d1-5d3b-1710-0cd522f814b1,b12a441e-bb87-4557-ba93-de847f6c5f8e,27R,93.417994,152663.391,463267.09,5.515,152723.947,463195.958,5.604,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,43.102447,"43,102447",43.196224,"43,196224",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,506_27R_43.1
1798,ec76ed7c-b1ec-5b61-09aa-a6e8e125818c,72fb87ec-0fb0-4383-94da-e03cdbe765d4,3BV,1590.467076,47212.781,370290.206,3.71499834,46351.817,371559.033,1.572,129,,129,129__,Terneuzen Aansl. - Terneuzen,Fsz-Tnz,Zelzate (B) - Terneuzen ,28.300025,"28,300025",29.890169,"29,890169",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,557_3BV_28.2
1799,397c1f4f-eee4-2969-ea84-46a6c89402c5,be9e958f-ef6d-41f6-92ae-75672eb56bd7,3657V,2142.378733,128929.5223481,462608.89141786,0.25437989,130497.456,461149.417,1.202,098,,98,098__,Breukelen - Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,25.189504,"25,189504",27.335989,"27,335989",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Woerden,14,ASSET Rail,Midden,529_3657V_22.9
1800,1c4969fe-e422-1d37-032f-e309cb75338b,ac8ec8d0-0958-4160-b474-a0d71ead26fc,2355AL,877.106329,100020.566,427840.022,-0.338,99298.154,428337.451,-0.205,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,35.784672,"35,784672",36.658646,"36,658646",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,924_2355AL_35.7
1801,761b33c9-5cb9-476f-3edf-6b96da729d36,870d6565-3bf0-4493-b195-299eddab49e1,961R,45.206467,90839.529,395281.083,4.217,90806.004,395250.801,4.019,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,22.622196,"22,622196",22.667636,"22,667636",ProRail,Zuid,Z,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,Zuid-West,545_961R_22.6
1802,d450466f-411b-5476-9a4f-15fd6e2e66d5,a60d6bde-acfe-4f41-9dca-5378516e58ec,29R,894.554114,197363.674,355848.466,27.283,197664.087,356685.488,26.365,519,a,519,519_a,Roermond,Mt-Vl,Maastricht - Venlo ,46.060672,"46,060672",46.958651,"46,958651",ProRail,Zuid,Z,Baan,Limburg,340,Roermond,25,Strukton Rail,Zuid-Oost,519_29R_46.0
1803,5bfad444-fa3a-b294-8b06-3f56a197c89c,2809369f-018d-4a40-9c18-a91928f69b74,1255R,6.607067,117367.008,520810.604,-1.43,117361.64,520806.752,-1.417,619,,619,619__,Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,34.597072,"34,597072",34.603444,"34,603444",ProRail,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,Noord-West,619_1255R_34.5
1804,89a405c5-e8f4-46ea-a30b-8efece685c66,907bacda-431e-4025-a223-7f99a3e5be65,50L,307.990887,79487.398,433176.989,4.34,79781.782,433267.523,4.472,470,e,470,470_e,Botlek,Bot-Wplw,"Rotterdam, Botlek - Welplaatweg ",202.178658,"202,178658",202.485469,"202,485469",Strukton Rail Short Line,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,470_50L_202.1
