FID,omschr,doorrijhgt,invent_oms,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
kunstinweg_wegvak.72,Tunnel,0,GAASPERDAMMERTUNNEL (GESL.GED.),,600448990,2021-05-01T00:00:00,288,3294,060044899020210501,LTK0000408764,L,I,,"LINESTRING (125544.30590000004 479460.91530000046, 125565.09849999845 479472.0135000013, 125583.20870000124 479481.9107000008, 125596.52659999952 479489.30970000103, 125616.89790000021 479500.8183999993, 125636.00950000063 479511.87689999864, 125653.29839999974 479522.1394000016, 125667.82569999993 479530.9893999994, 125678.75340000167 479537.80959999934, 125693.15960000083 479547.01110000163, 125708.8022999987 479557.2941999994, 125721.99159999937 479566.18560000136, 125734.36089999974 479574.68719999865, 125755.79470000044 479589.76410000026, 125774.6876000017 479603.3387000002, 125794.7221999988 479617.9528999999, 125810.62079999968 479629.65459999815, 125879.2751000002 479679.3304999992, 125888.15139999986 479685.51209999993, 125906.81219999865 479698.32290000096, 125925.28379999846 479710.75560000166, 125940.37790000066 479720.7441999987, 125966.87660000101 479737.8962999992, 125987.95580000058 479751.20710000023, 126007.72459999844 479763.42660000175, 126021.74199999869 479771.9343999997, 126059.55029999837 479794.2694000006, 126090.67599999905 479811.9895000011, 126126.88699999824 479832.04560000077, 126154.29890000075 479847.18989999965, 126200.65569999814 479872.8007000014, 126229.00250000134 479888.4615000002, 126264.06799999997 479907.8341999985, 126286.76570000127 479920.3740000017, 126303.10000000149 479929.39829999954, 126326.70899999887 479942.4415999986, 126351.58779999986 479956.1864, 126373.71449999884 479968.4107999988, 126405.70329999924 479986.08370000124, 126441.00420000032 480005.5865000002, 126470.16919999942 480021.6992000006, 126501.29560000077 480038.8957000002, 126538.62730000168 480059.5203999989, 126575.1261 480079.68499999866, 126619.89759999886 480104.4200000018, 126645.76049999893 480118.7085000016, 126711.36829999834 480154.95490000024, 126791.80719999969 480199.39510000125, 126872.04549999908 480243.7245000005, 126893.69319999963 480255.6842, 126928.56010000035 480274.9472000003, 126956.24170000106 480290.2404999994, 127023.39460000023 480327.34059999883, 127108.37680000067 480374.2908000015, 127135.44249999896 480389.19000000134, 127169.86840000004 480407.59329999983, 127191.9470999986 480419.02849999815, 127225.71829999983 480435.9985000007, 127269.74850000069 480458.1598000005, 127325.15769999847 480487.6057999991, 127343.88269999996 480497.9241000004, 127364.87689999864 480509.5227999985, 127402.68499999866 480530.4107000008, 127445.33889999986 480553.97580000013, 127478.66600000113 480572.38809999824, 127530.1334999986 480600.82239999995, 127547.10379999876 480610.1409999989, 127572.24749999866 480623.6442000009, 127594.83100000024 480635.4620000012, 127626.1185999997 480651.35240000114, 127634.74210000038 480655.6354999989, 127674.68450000137 480674.9400999993, 127711.55570000038 480691.9902999997, 127745.49350000173 480707.30739999935, 127772.55790000036 480719.8370999992, 127809.45160000026 480737.44469999894, 127839.51929999888 480752.25890000165, 127876.88650000095 480771.25030000135, 127906.1779000014 480786.59699999914, 127953.8348999992 480812.4582000002, 127974.36279999837 480823.9437999986, 128008.35399999842 480843.42859999835, 128038.36719999835 480861.1220000014, 128083.0837999992 480888.3742999993, 128115.00340000167 480908.4836000018, 128146.28390000015 480928.751600001, 128159.39999999851 480937.4688999988)"
kunstinweg_wegvak.73,Tunnel,0,GAASPERDAMMERTUNNEL (GESL.GED.),,600285596,2020-06-01T00:00:00,135,3141,060028559620200601,LTK0000408764,R,I,,"LINESTRING (128143.20109999925 480950.9433999993, 128107.7696999982 480927.24980000034, 128072.56309999898 480904.67020000145, 128033.8647999987 480881.189100001, 127972.56340000033 480845.22509999946, 127898.48380000144 480804.44839999825, 127824.30040000007 480766.28489999846, 127758.99430000037 480735.03709999844, 127693.7928000018 480704.8145000003, 127639.58049999923 480679.45230000094, 127588.28119999915 480653.6928000003, 127541.76669999957 480628.96350000054, 127485.15949999914 480597.9670000002, 127384.67980000004 480542.4558000006, 127326.05829999968 480510.24390000105, 127267.0223999992 480478.6807000004, 127193.51280000061 480441.09589999914, 127147.01170000061 480417.2811000012, 127105.61960000172 480394.74920000136, 127028.14660000056 480351.9583999999, 126947.1352000013 480307.2017999999, 126874.54679999873 480267.0987999998, 126799.1689000018 480225.4547000006, 126742.33999999985 480194.0584000014, 126702.74720000103 480172.1843999997, 126647.60520000011 480141.7201000005, 126586.68310000002 480108.06230000034, 126531.5412000008 480077.59800000116, 126456.91640000045 480036.36989999935, 126383.02519999817 479995.5471000001, 126305.49980000034 479952.71649999917, 126231.43499999866 479911.7978999987, 126172.4796999991 479879.22670000046, 126092.14409999922 479834.5758000016, 126044.61919999868 479807.80590000004, 125986.06839999929 479772.69959999993, 125930.47260000184 479737.1917000003, 125881.55079999939 479704.07759999856, 125836.42509999871 479672.2928000018, 125779.65749999881 479632.0395000018, 125741.33669999987 479605.48490000144, 125687.1667000018 479570.05779999867, 125632.17920000106 479535.9871999994, 125568.66869999841 479498.8332999982, 125526.8247999996 479475.9536000006)"
kunstinweg_wegvak.74,Tunnel,0,GAASPERDAMMERTUNNEL (OPEN GED.),,600448990,2021-05-01T00:00:00,246,288,060044899020210501,LTK0000408765,L,I,,"LINESTRING (125507.03920000046 479441.5463999994, 125537.8935999982 479457.49269999936, 125544.30590000004 479460.91530000046)"
kunstinweg_wegvak.75,Tunnel,0,GAASPERDAMMERTUNNEL (OPEN GED.),,600285596,2020-06-01T00:00:00,3141,3183,060028559620200601,LTK0000408765,R,I,,"LINESTRING (125526.8247999996 479475.9536000006, 125509.95809999853 479466.7311999984, 125489.68800000101 479456.3438999988)"
kunstinweg_wegvak.76,Onderdoorgang (voetgangers/fietsers/eco),0,FIETSTUNNEL,,600285596,2020-06-01T00:00:00,3409,3432,060028559620200601,LTK0000408766,R,I,,"LINESTRING (125288.68679999933 479353.06920000166, 125268.72049999982 479342.2685999982)"
kunstinweg_wegvak.77,Viaduct,0,VIAD.O/D MUNTBERGWEG,,600448980,2022-01-01T00:00:00,811,856,060044898020220101,LTK0000408767,L,I,,"LINESTRING (124959.05469999835 479146.2798999995, 124998.46510000154 479168.00129999965)"
kunstinweg_wegvak.78,Viaduct,0,VIAD.O/D MUNTBERGWEG,,600283903,2020-06-01T00:00:00,315,360,060028390320200601,LTK0000408767,R,I,,"LINESTRING (124991.99540000036 479191.7809999995, 124963.19860000163 479175.9048999995, 124952.5747999996 479170.0780999996)"
kunstinweg_wegvak.79,Viaduct,0,VIAD.O/H FIETSPAD,,600448980,2022-01-01T00:00:00,557,596,060044898020220101,LTK0000408768,L,I,,"LINESTRING (124736.80990000069 479023.3081, 124764.94689999893 479038.7884000018, 124770.91059999913 479042.23039999977)"
kunstinweg_wegvak.80,Viaduct,0,VIAD.O/H FIETSPAD,,600283903,2020-06-01T00:00:00,572,610,060028390320200601,LTK0000408768,R,I,,"LINESTRING (124761.95179999992 479078.6187000014, 124758.65459999815 479077.72520000115, 124743.44550000131 479074.53119999915, 124727.17859999835 479072.0238999985, 124724.60399999842 479071.8044999987)"
kunstinweg_wegvak.81,Onderdoorgang (voetgangers/fietsers/eco),0,FIETSTUNNEL,,600448514,2021-05-01T00:00:00,255,261,060044851420210501,LTK0000408766,L,I,,"LINESTRING (125284.22879999876 479324.4219999984, 125289.24760000035 479327.2049999982)"
kunstinweg_wegvak.82,Onderdoorgang (voetgangers/fietsers/eco),0,FIETSTUNNEL,,600448990,2021-05-01T00:00:00,0,27,060044899020210501,LTK0000408766,L,I,,"LINESTRING (125289.24760000035 479327.2049999982, 125312.83269999921 479340.3482000008)"
kunstinweg_wegvak.83,Tunnel,0,GAASPERDAMMERTUNNEL(GESL.GED.),,253360059,2021-05-01T00:00:00,0,163,025336005920210501,LTK0000408796,L,I,,"LINESTRING (126941.36400000006 480265.65520000085, 127033.07229999825 480318.0031999983, 127080.95870000124 480343.439199999, 127084.3434999995 480344.64730000123)"
kunstinweg_wegvak.84,Tunnel,0,GAASPERDAMMERTUNNEL(GESL.GED.),,600448997,2021-05-01T00:00:00,243,325,060044899720210501,LTK0000408796,L,I,,"LINESTRING (126869.21909999847 480225.95109999925, 126941.36400000006 480265.65520000085)"
kunstinweg_wegvak.85,Tunnel,0,GAASPERDAMMERTUNNEL(OPEN GED.),,600448997,2021-05-01T00:00:00,54,243,060044899720210501,LTK0000408797,L,I,,"LINESTRING (126703.87370000035 480134.4034000002, 126727.47709999979 480147.1512000002, 126821.03400000185 480199.43299999833, 126869.21909999847 480225.95109999925)"
kunstinweg_wegvak.86,Tunnel,0,GAASPERDAMMERTUNNEL(GESL.GED.),,600449023,2021-05-01T00:00:00,0,129,060044902320210501,LTK0000408802,L,I,,"LINESTRING (126312.07620000094 479917.99159999937, 126424.6286999993 479981.02270000055)"
kunstinweg_wegvak.87,Tunnel,0,GAASPERDAMMERTUNNEL(GESL.GED.),,252359059,2021-05-01T00:00:00,0,109,025235905920210501,LTK0000408802,L,I,,"LINESTRING (126218.30860000104 479863.89090000093, 126228.1024999991 479873.3819000013, 126250.82019999996 479885.90190000087, 126276.41550000012 479899.9868000001, 126312.07620000094 479917.99159999937)"
kunstinweg_wegvak.88,Viaduct,0,VIAD.,,250358034,2021-05-01T00:00:00,378,405,025035803420210501,LTK0000408806,L,I,,"LINESTRING (125290.4998999983 479308.2184000015, 125314.07990000024 479321.3707000017)"
kunstinweg_wegvak.89,Tunnel,0,GAASPERDAMMERTUNNEL(OPEN GED.),,600449023,2021-05-01T00:00:00,129,291,060044902320210501,LTK0000408801,L,I,,"LINESTRING (126424.6286999993 479981.02270000055, 126425.3487999998 479981.42599999905, 126538.59070000052 480044.3969999999, 126565.47450000048 480061.00879999995)"
kunstinweg_wegvak.90,Tunnel,0,GAASPERDAMMERTUNNEL(OPEN GED.),,250358048,2021-05-01T00:00:00,117,157,025035804820210501,LTK0000408790,L,I,,"LINESTRING (125519.2686999999 479422.50349999964, 125539.00499999896 479432.12999999896, 125555.15419999883 479440.17280000076)"
kunstinweg_wegvak.91,Onderdoorgang (voetgangers/fietsers/eco),0,FIETSTUNNEL,,600448481,2021-05-01T00:00:00,0,28,060044848120210501,LTK0000408791,L,I,,"LINESTRING (125289.24760000035 479327.2049999982, 125306.45279999822 479330.52529999986, 125316.02149999887 479334.7932999991)"
kunstinweg_wegvak.92,Viaduct,0,VIAD.O/D MAANDERDIJK,,600448121,2021-05-01T00:00:00,444,460,060044812120210501,LTK0000408961,R,I,,"LINESTRING (173056.43580000103 447228.8715999983, 173060.51520000026 447228.18840000033, 173072.2960000001 447226.7879999988)"
kunstinweg_wegvak.93,Viaduct,0,VIAD.O/D MAANDERDIJK,,600448020,2022-05-01T00:00:00,31,46,060044802020220501,LTK0000408963,R,I,,"LINESTRING (173083.6149000004 447240.36939999834, 173068.64350000024 447241.29679999873)"
kunstinweg_wegvak.94,Brug,0,BRUG O/D IJSSEL (VAST),,391287043,2021-05-01T00:00:00,373,774,039128704320210501,LTK0000408976,R,I,,"LINESTRING (196154.21049999818 443365.1840999983, 196168.42500000075 443347.26300000027, 196237.2509999983 443259.11100000143, 196302.4609999992 443175.4789999984, 196359.64699999988 443101.11499999836, 196400.75769999996 443048.59059999883)"
kunstinweg_wegvak.95,Brug,0,BRUG O/D IJSSEL (VAST),,392286014,2021-05-01T00:00:00,0,142,039228601420210501,LTK0000408976,R,I,,"LINESTRING (196400.75769999996 443048.59059999883, 196407.56599999964 443039.18200000003, 196432.2030000016 443008.21599999815, 196469.7250000015 442958.94099999964, 196488.2335000001 442936.7708999999)"
kunstinweg_wegvak.96,Viaduct,0,VIAD.'NIEUWGRAAFBRUG'O/D RIVIERWEG =N338,,393285063,2021-09-01T00:00:00,336,373,039328506320210901,LTK0000408977,R,I,,"LINESTRING (196746.80590000004 442610.0203000009, 196771.02919999883 442582.0520000011)"
kunstinweg_wegvak.97,Viaduct,0,VIAD.OVER RW.  2,,248358036,2021-08-01T00:00:00,622,714,024835803620210801,LTK0000410806,R,I,,"LINESTRING (124423.31509999931 478732.80999999866, 124432.25200000033 478729.30099999905, 124444.60000000149 478726.23800000176, 124455.81599999964 478724.63500000164, 124464.67700000107 478723.7870000005, 124469.20100000128 478723.69299999997, 124479.6640000008 478724.0229999982, 124494 478726, 124505.6240000017 478728.4230000004, 124512.86600000039 478731.4140000008)"
kunstinweg_wegvak.98,Viaduct,0,VIAD.OVER RW.  2,,249357038,2021-05-01T00:00:00,0,79,024935703820210501,LTK0000410806,R,I,,"LINESTRING (124512.86600000039 478731.4140000008, 124523.39510000125 478734.29410000145, 124534.6398999989 478739.8134999983, 124545.80530000106 478747.1689000018, 124557.07660000026 478755.7413999997, 124568.3478000015 478766.74810000136, 124575.76170000061 478776.52809999883)"
kunstinweg_wegvak.99,Viaduct,0,VIAD.OVER RW. 16,,600443619,2021-04-01T00:00:00,0,73,060044361920210401,LTK0000404414,R,I,,"LINESTRING (104057.85020000115 420699.29659999907, 103991.69949999824 420706.8946999982, 103985.61430000141 420708.9230999984)"
kunstinweg_wegvak.100,Viaduct,0,VIAD. O/D RW. 6,,600207033,2022-02-01T00:00:00,618,734,060020703320220201,LTK0000324287,L,I,,"LINESTRING (148889.1801000014 488131.500599999, 148888.625 488125.4620000012, 148887.2969999984 488102.6330000013, 148889.04199999943 488074.631000001, 148894.59699999914 488051.2679999992, 148901.4990000017 488026.31500000134, 148905.15520000085 488017.9734000005)"
kunstinweg_wegvak.101,Tunnel,0,GAASPERDAMMERTUNNEL(GESL.GED.),,600283958,2021-10-01T00:00:00,227,1018,060028395820211001,LTK0000389319,R,I,,"LINESTRING (127732.13450000063 480740.28539999947, 127692.83289999887 480722.7589999996, 127641.29199999943 480698.52320000157, 127610.81190000102 480683.38899999857, 127582.13100000098 480668.88980000094, 127539.37429999933 480646.3471999988, 127479.57829999924 480613.6446999982, 127410.36320000142 480575.65040000156, 127368.45309999958 480552.57869999856, 127321.8863000013 480526.43780000135, 127282.09290000051 480505.27109999955, 127257.433699999 480492.1477999985, 127216.58190000057 480471.6160000004, 127181.97439999878 480453.9417999983, 127147.36679999903 480435.84430000186, 127105.45670000091 480413.61930000037, 127066.51000000164 480391.92339999974, 127031.30970000103 480373.49020000175)"
kunstinweg_wegvak.102,Tunnel,0,GAASPERDAMMERTUNNEL(GESL.GED.),,600283938,2020-06-01T00:00:00,0,958,060028393820200601,LTK0000389319,R,I,,"LINESTRING (127031.30970000103 480373.49020000175, 126990.31370000169 480353.6015999988, 126970.18160000071 480343.8643000014, 126938.6699000001 480327.7862999998, 126905.26099999994 480309.60170000046, 126868.13259999827 480289.0892999992, 126803.0978000015 480253.15940000117, 126765.59430000186 480232.4398000017, 126717.28830000013 480205.7520999983, 126665.6537999995 480177.2254999988, 126617.36899999902 480150.54949999973, 126540.5075000003 480108.08570000157, 126494.02219999954 480082.4039000012, 126461.73039999977 480064.5636, 126400.45939999819 480030.7131000012, 126329.09569999948 479991.2866999991, 126284.8236999996 479966.5989000015, 126225.61459999904 479930.5705999993, 126193.1400000006 479909.64169999957)"
kunstinweg_wegvak.103,Tunnel,0,GAASPERDAMMERTUNNEL(GESL.GED.),,600283942,2020-06-01T00:00:00,0,790,060028394220200601,LTK0000389319,R,I,,"LINESTRING (126193.1400000006 479909.64169999957, 126101.97940000147 479859.2069000006, 126049.59180000052 479829.7058000006, 126008.05220000073 479805.2318000011, 125943.49370000139 479765.4118999988, 125889.5185999982 479729.69310000166, 125818.47780000046 479679.6867999993, 125781.1715000011 479653.0960999988, 125734.73699999973 479622.0075000003, 125695.97549999878 479597.6658000015, 125651.92229999974 479571.86890000105, 125609.58889999986 479548.1886, 125524.65740000084 479500.9604000002, 125519.53759999946 479498.1724999994)"
kunstinweg_wegvak.104,Brug,0,BRUG O/D GRUTTOTOCHT (VAST),,600200406,2021-08-01T00:00:00,202,232,060020040620210801,LTK0000394807,L,I,,"LINESTRING (149932.2386999987 488784.1422000006, 149906.23099999875 488769.1889999993)"
kunstinweg_wegvak.105,Brug,0,BRUG O/D GRUTTOTOCHT (VAST),,600199780,2021-08-01T00:00:00,414,445,060019978020210801,LTK0000394811,R,I,,"LINESTRING (149928.22360000014 488735.6468999982, 149955.19049999863 488750.936999999)"
kunstinweg_wegvak.106,Tunnel,0,GAASPERDAMMERTUNNEL(GESL.GED.),,600284138,2020-06-01T00:00:00,0,102,060028413820200601,LTK0000398300,R,I,,"LINESTRING (127031.30970000103 480373.49020000175, 126994.19299999997 480347.56760000065, 126944.75879999995 480319.8407999985)"
kunstinweg_wegvak.107,Brug,0,BRUG O/D WATER,,224367018,2021-10-01T00:00:00,395,407,022436701820211001,LTK0000430485,R,I,,"LINESTRING (112187.76309999824 483978.65850000083, 112195.41939999908 483987.8986000009)"
kunstinweg_wegvak.108,Viaduct,0,VIAD.O/D VBW.g ALKMAAR ='KP.RAASDORP',,600192000,2021-10-01T00:00:00,720,755,060019200020211001,LTK0000430488,L,I,,"LINESTRING (111030.31909999996 485810.2201000005, 111043.49709999934 485832.6735999994, 111048.1286999993 485840.3495000005)"
kunstinweg_wegvak.109,Viaduct,0,VIAD.O/D G.J.SCHEURLEERWEG,,248382025,2021-10-01T00:00:00,49,72,024838202520211001,LTK0000430541,R,I,,"LINESTRING (124133.44739999995 491319.9622000009, 124151.49689999968 491305.7067999989)"
kunstinweg_wegvak.110,Viaduct,0,VIAD.O/D DIEMERZEEDIJK = S114,,600125685,2021-10-01T00:00:00,105,122,060012568520211001,LTK0000430555,L,I,,"LINESTRING (126737.09829999879 486673.7446000017, 126740.3729000017 486690.3951999992)"
kunstinweg_wegvak.111,Viaduct,0,'VIAD. O/D MIDDENWEG',,250367130,2021-10-01T00:00:00,37,94,025036713020211001,LTK0000430563,R,I,,"LINESTRING (125348.72929999977 483737.84219999984, 125344.18569999933 483732.3924999982, 125328.57279999927 483714.31540000066, 125311.10979999974 483695.2384000011, 125311.00160000101 483695.12640000135)"
kunstinweg_wegvak.112,Viaduct,0,VIAD.O/DRW.002 KP.AMSTEL AMSTERDAM VBW. h,,600124712,2021-10-01T00:00:00,247,293,060012471220211001,LTK0000430574,R,I,,"LINESTRING (122822.4635999985 482434.4296000004, 122811.87959999964 482438.31170000136, 122798.0998999998 482444.2426000014, 122780.24960000068 482452.6347000003)"
kunstinweg_wegvak.113,Viaduct,0,FIETSTUNNEL,,600124687,2021-12-01T00:00:00,344,360,060012468720211201,LTK0000430582,R,I,,"LINESTRING (121289.53869999945 483366.31610000134, 121285.91829999909 483370.79459999874, 121279.37779999897 483378.6750999987)"
kunstinweg_wegvak.114,Viaduct,0,FIETSTUNNEL,,600124690,2021-10-01T00:00:00,23,41,060012469020211001,LTK0000430584,R,I,,"LINESTRING (121202.96790000051 483410.2663999982, 121189.14460000023 483421.7952999994)"
kunstinweg_wegvak.115,Viaduct,0,VIAD.'RIEKERPOLDER'O/D RW.010 (L.RIJB.),,600123433,2021-10-01T00:00:00,204,327,060012343320211001,LTK0000430592,L,I,,"LINESTRING (117795.91340000182 483863.44680000097, 117795.94000000134 483860.03929999843, 117795.67680000141 483850.0405000001, 117794.96909999847 483838.39119999856, 117793.35929999873 483823.47729999945, 117791.45309999958 483811.0227999985, 117790.53700000048 483806.10350000113, 117788.35929999873 483796.3434999995, 117786.02070000023 483787.38709999993, 117784.60330000147 483782.5826999992, 117779.81289999932 483768.3643000014, 117777.98270000145 483763.7093000002, 117774.00059999898 483754.51570000127, 117770.61430000141 483747.31120000035, 117769.22769999877 483744.57840000093)"
kunstinweg_wegvak.116,Viaduct,0,VIAD.O/D OVERSCHIESTRAAT,,600123417,2021-10-01T00:00:00,43,72,060012341720211001,LTK0000430595,L,I,,"LINESTRING (117748.49839999899 484092.57869999856, 117748.65839999914 484088.5438000001, 117749.06450000033 484073.54879999906, 117749.15960000083 484063.49810000136)"
kunstinweg_wegvak.117,Viaduct,0,VIAD.O/D MARIUSBOUWERSSTRAAT,,600123442,2021-10-01T00:00:00,104,149,060012344220211001,LTK0000430613,R,I,,"LINESTRING (117925.3674999997 485829.7534000017, 117920.38210000098 485874.4763999991)"
kunstinweg_wegvak.118,Viaduct,0,'VIAD. O/D 7e PHTASTRAAT',,236376129,2021-10-01T00:00:00,20,35,023637612920211001,LTK0000430631,R,I,,"LINESTRING (118094.47080000117 488231.60060000047, 118094.24480000138 488246.5989000015)"
kunstinweg_wegvak.119,Viaduct,0,VIAD.O/D SPOORWEG AMSTERDAM ZAANDAM,,236379070,2021-10-01T00:00:00,237,248,023637907020211001,LTK0000430647,R,I,,"LINESTRING (118049.00299999863 489823.07880000025, 118050.56799999997 489833.73429999873)"
kunstinweg_wegvak.120,Viaduct,0,VIAD.O/D COENHAVENWEG,,237382045,2021-10-01T00:00:00,32,105,023738204520211001,LTK0000430650,M,I,,"LINESTRING (118801.09310000017 491028.34369999915, 118821.62660000101 491054.2395000011, 118846.59739999846 491085.42540000007)"
kunstinweg_wegvak.121,Tunnel,0,'LEIDSCHERIJN TUNNEL'(OPEN GED.),,261317053,2021-10-01T00:00:00,3013,3057,026131705320211001,LTK0000428856,R,I,,"LINESTRING (133037.7723999992 456848.4290000014, 133058.23959999904 456809.4791000001)"
kunstinweg_wegvak.122,Tunnel,0,'LEIDSCHERIJN TUNNEL'(GESL.GED.),,600127264,2021-10-01T00:00:00,1509,3146,060012726420211001,LTK0000428857,L,I,,"LINESTRING (133653.35770000145 455294.058699999, 133651.9541000016 455306.77600000054, 133646.88230000064 455346.46440000087, 133642.5989000015 455375.87590000033, 133636.37920000032 455415.27540000156, 133629.48820000142 455454.67870000005, 133625.81700000167 455474.33900000155, 133621.94790000096 455493.9629999995, 133613.7950000018 455533.13489999995, 133608.39429999888 455557.23149999976, 133599.16110000014 455596.1607000008, 133589.2661000006 455634.91789999977, 133584.10570000112 455654.24109999835, 133573.08199999854 455693.22679999843, 133567.42650000006 455712.4125000015, 133561.57609999925 455731.5379000008, 133550.04580000043 455767.8680999987, 133537.3482999988 455805.78269999847, 133523.9717000015 455843.48889999837, 133514.02540000156 455870.27629999816, 133499.63049999997 455907.6154000014, 133492.21440000087 455926.19310000166, 133476.83830000088 455963.11989999935, 133468.9679000005 455981.5067999996, 133460.89600000158 455999.80889999866, 133446.7375999987 456031.2137000002, 133438.37060000002 456049.37999999896, 133404.60379999876 456121.9048999995, 133146.23360000178 456673.4569000006, 133131.5524000004 456704.27800000086, 133114.09450000152 456740.2644999996, 133096.30999999866 456776.0973000005, 133083.46840000153 456801.4266999997, 133075.79210000113 456816.1275999993)"
kunstinweg_wegvak.123,Tunnel,0,'LEIDSCHERIJN TUNNEL'(GESL.GED.),,261317053,2021-10-01T00:00:00,3057,4689,026131705320211001,LTK0000428857,R,I,,"LINESTRING (133058.23959999904 456809.4791000001, 133063.9877000004 456798.5401000008, 133091.13369999826 456745.15630000085, 133116.01839999855 456694.0925000012, 133150.1779000014 456621.73589999974, 133414.9620999992 456056.1094000004, 133431.684799999 456019.7611999996, 133448.03319999948 455983.25459999964, 133456.0357999988 455964.9239999987, 133467.1699000001 455938.5788999982, 133482.23519999906 455901.501699999, 133494.7179000005 455869.2254000008, 133508.62000000104 455831.70120000094, 133515.34739999846 455812.86659999937, 133529.39440000057 455771.6425999999, 133535.62440000102 455752.6141999997, 133547.58399999887 455714.4411999993, 133553.26410000026 455695.2646000013, 133566.42960000038 455648.93989999965, 133571.5903000012 455629.6145000011, 133581.45169999823 455590.8487999998, 133588.74399999902 455560.36740000173, 133593.15529999882 455540.8594999984, 133601.55460000038 455501.75090000033, 133608.7670999989 455465.35440000147, 133612.38269999996 455445.6832999997, 133619.1512000002 455406.25979999825, 133623.6715000011 455377.78929999843, 133629.29050000012 455338.1510999985, 133631.89290000126 455318.3203999996, 133634.9210000001 455292.40309999883)"
kunstinweg_wegvak.124,Tunnel,0,'LEIDSCHERIJN TUNNEL'(OPEN GED.),,261317053,2021-10-01T00:00:00,4689,4737,026131705320211001,LTK0000428859,R,I,,"LINESTRING (133634.9210000001 455292.40309999883, 133636.03680000082 455282.8526000008, 133638.1424999982 455262.9408, 133639.8299999982 455244.65680000186)"
