KADAAND;KADAAND_ID;KADAAND_VOLGNUMMER;EIGENDOMSSITUATIE;APARTEMENTSSITUATIE;OBJECTID;OPPERVL_GROND;SOORT_GROOTTE
GVH38 AX 07117 G 0000;1336;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;859;147;vastgesteld
GVH07 K 03255 G 0000;173865;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;293005;140;vastgesteld
GVH02 E 02180 G 0000;166600;7;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;302151;128;vastgesteld
GVH07 K 02106 G 0000;173021;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;292952;83;vastgesteld
GVH38 AX 07120 G 0000;1339;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;862;88;vastgesteld
GVH39 AY 03691 G 0000;6598;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284810;131;vastgesteld
GVH12 R 13435 G 0000;204208;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;292959;265;vastgesteld
LDN03 K 03964 G 0000;922700;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;302155;151;
GVH09 N 05785 G 0000;182655;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;156207;13;vastgesteld
GVH43 BD 04636 G 0000;11831;6;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;302163;320;vastgesteld
LDN03 I 07249 G 0000;47955;11;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;321069;13809;vastgesteld
GVH44 BE 04317 G 0000;15270;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;251200;143;vastgesteld
LDN03 I 05494 G 0000;43600;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;284731;196;vastgesteld
GVH38 AX 06977 G 0000;1200;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284732;120;vastgesteld
GVH16 X 03237 G 0000;221312;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;239188;175;vastgesteld
GVH17 Y 02219 G 0000;229429;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;239189;76;vastgesteld
GVH14 V 07694 G 0000;214902;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;321082;70;vastgesteld
GVH18 Z 00980 G 0000;231623;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132398;175;vastgesteld
GVH18 Z 00999 G 0000;231632;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132399;181;vastgesteld
GVH47 BH 03278 G 0000;22726;8;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;239190;189;vastgesteld
GVH16 X 03993 G 0000;221844;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;321109;351;vastgesteld
GVH38 AX 08391 G 0000;3292;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;321114;67;vastgesteld
LDN03 K 02488 G 0000;360416;11;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321135;165;vastgesteld
GVH18 Z 01018 G 0000;231640;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132400;128;vastgesteld
GVH18 Z 01036 G 0000;231653;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132401;197;vastgesteld
GVH18 Z 00333 G 0000;231328;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132393;139;vastgesteld
GVH18 Z 00537 G 0000;231477;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;132396;35;vastgesteld
GVH18 Z 01994 G 0000;232067;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132407;201;vastgesteld
GVH18 Z 01798 G 0000;231996;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132405;197;vastgesteld
GVH18 Z 01039 G 0000;231655;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132402;178;vastgesteld
GVH18 Z 01045 G 0000;231659;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132403;136;vastgesteld
GVH18 Z 01237 G 0000;231811;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132404;138;vastgesteld
GVH17 Y 02217 G 0000;229427;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132384;228;vastgesteld
GVH17 Y 02224 G 0000;229436;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132385;76;vastgesteld
GVH17 Y 02229 G 0000;229445;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132386;45;vastgesteld
GVH15 W 02791 G 0000;216956;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132281;162;vastgesteld
GVH43 BD 06552 G 0000;14889;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;104519;330;vastgesteld
GVH11 P 09236 G 0000;192809;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;245587;440;vastgesteld
GVH49 BK 02484 G 0000;25327;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;245588;123;vastgesteld
GVH15 W 02802 G 0000;216965;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132282;126;vastgesteld
GVH15 W 02759 G 0000;216946;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132280;414;vastgesteld
GVH49 BK 01434 G 0000;24405;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240592;291;vastgesteld
GVH43 BD 04389 G 0000;11633;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;101685;167;vastgesteld
GVH19 AB 03120 G 0000;234828;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132428;142;vastgesteld
GVH19 AB 02519 G 0000;234698;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132425;107;vastgesteld
GVH19 AB 02798 G 0000;234758;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132426;220;vastgesteld
GVH35 AU 00625 G 0000;138087;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;242592;169;vastgesteld
GVH19 AB 02820 G 0000;234764;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132427;145;vastgesteld
GVH01 D 01771 G 0000;165473;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240550;113;vastgesteld
GVH37 AW 04978 G 0000;412637;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;243366;108;vastgesteld
GVH39 AY 04775 G 0000;7638;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240553;142;vastgesteld
GVH49 BK 03213 G 0000;27592;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240673;227;vastgesteld
GVH21 AD 04060 G 0000;246457;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;249354;403;vastgesteld
GVH09 N 03394 G 0000;181841;4;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240558;165;vastgesteld
GVH43 BD 06036 G 0000;13870;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;102753;291;vastgesteld
LDN03 L 00958 G 0000;50298;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;249371;151;vastgesteld
GVH43 BD 06190 G 0000;14543;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;102758;145;vastgesteld
GVH38 AX 09877 G 0000;974654;1;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;300361;126;
GVH19 AB 04500 G 0000;235285;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;310547;187;vastgesteld
LDN03 K 03937 G 0000;922691;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;300378;297;
GVH24 AG 03035 G 0000;256346;7;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;310548;122;vastgesteld
GVH39 AY 03575 G 0000;6176;4;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;310852;509;vastgesteld
GVH20 AC 02891 G 0000;243885;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240473;3208;vastgesteld
GVH37 AW 00956 G 0000;149018;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;300376;1501;vastgesteld
GVH17 Y 01323 G 0000;228974;4;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240478;124;vastgesteld
GVH38 AX 07243 G 0000;1699;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;959;171;vastgesteld
GVH44 BE 02987 G 0000;15018;6;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;310853;1382;vastgesteld
GVH38 AX 07244 G 0000;1700;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;960;160;vastgesteld
GVH47 BH 02315 G 0000;21897;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240480;2003;vastgesteld
GVH31 AO 00741 G 0000;126553;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240481;311;vastgesteld
GVH10 O 03232 G 0000;187384;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;320974;25;vastgesteld
GVH27 AK 03572 G 0000;85961;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240598;176;vastgesteld
GVH38 AX 09314 G 0000;4520;10;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240599;480;vastgesteld
GVH38 AX 09281 G 0000;4505;9;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240600;466;vastgesteld
LDN03 I 04952 G 0000;43236;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240601;152;vastgesteld
GVH15 W 02741 G 0000;216931;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132272;158;vastgesteld
GVH27 AK 07075 G 0000;87878;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240492;175;vastgesteld
GVH27 AK 01889 G 0000;85121;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;166972;945;vastgesteld
GVH15 W 02742 G 0000;216932;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132273;177;vastgesteld
GVH15 W 02748 G 0000;216938;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132275;169;vastgesteld
GVH15 W 02754 G 0000;216942;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132276;104;vastgesteld
GVH15 W 02755 G 0000;216943;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132277;104;vastgesteld
GVH15 W 02756 G 0000;216944;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132278;104;vastgesteld
GVH38 AX 07207 G 0000;1663;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;923;127;vastgesteld
GVH38 AX 07208 G 0000;1664;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;924;127;vastgesteld
GVH06 I 01318 G 0000;171741;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;320981;83;vastgesteld
LDN03 H 08377 G 0000;647699;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;320990;5;
GVH11 P 11018 G 0000;978056;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;320996;218;vastgesteld
GVH49 BK 03089 G 0000;26864;7;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;257344;19;vastgesteld
GVH17 Y 02193 G 0000;229411;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;243877;1248;vastgesteld
GVH02 E 03036 G 0000;166843;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240602;132;vastgesteld
GVH18 Z 00458 G 0000;231422;4;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240603;114;vastgesteld
LDN03 M 04061 G 0000;52623;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;243857;149;vastgesteld
GVH26 AI 02051 G 0000;69137;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;257358;66;vastgesteld
GVH27 AK 03878 G 0000;86112;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;255006;98;vastgesteld
GVH37 AW 04693 G 0000;161469;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240609;3567;vastgesteld
GVH30 AN 05968 G 0000;125803;3;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;255018;72350;vastgesteld
GVH31 AO 01282 G 0000;126942;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240610;74;vastgesteld
GVH20 AC 01851 G 0000;241075;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;257349;126;vastgesteld
GVH38 AX 07296 G 0000;1742;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1002;558;vastgesteld
GVH33 AR 00728 G 0000;130951;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240612;14650;vastgesteld
GVH00 C 06272 G 0000;163921;3;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;240613;9626;vastgesteld
GVH43 BD 06739 G 0000;630673;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;249388;43155;vastgesteld
LDN03 I 05838 G 0000;43848;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240615;220;vastgesteld
LDN03 M 03037 G 0000;51409;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;300283;107;vastgesteld
GVH09 N 08975 G 0000;597635;7;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;300298;69;
GVH08 L 08637 G 0000;175225;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240617;317;vastgesteld
GVH15 W 01827 G 0000;216459;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240618;118;vastgesteld
LDN03 O 00519 G 0000;67741;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;249396;139;vastgesteld
GVH14 V 05210 G 0000;209103;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240498;116;vastgesteld
GVH38 AX 07328 G 0000;1774;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1034;281;vastgesteld
GVH26 AI 10004 G 0000;82162;7;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;300302;113;vastgesteld
GVH43 BD 03392 G 0000;10443;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;235193;123;vastgesteld
GVH43 BD 04463 G 0000;11692;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;235191;148;vastgesteld
GVH49 BK 03492 G 0000;28035;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;170676;157;vastgesteld
GVH26 AI 05314 G 0000;71588;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;235189;90;vastgesteld
GVH23 AF 02546 G 0000;251754;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240503;42;vastgesteld
GVH18 Z 06063 G 0000;233799;5;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240619;97;vastgesteld
GVH25 AH 03918 G 0000;259520;10;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321119;65;vastgesteld
GVH29 AM 06488 G 0000;112724;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240620;138;vastgesteld
GVH44 BE 05766 G 0000;16886;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240621;235;vastgesteld
GVH29 AM 04019 G 0000;110010;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;104600;89;vastgesteld
LDN03 I 05757 G 0000;43796;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;135168;449;vastgesteld
GVH29 AM 00977 G 0000;108189;4;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240505;112;vastgesteld
GVH14 V 02849 G 0000;207965;4;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240510;118;vastgesteld
GVH16 X 04257 G 0000;221974;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240506;147;vastgesteld
GVH17 Y 01918 G 0000;229252;5;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240507;214;vastgesteld
GVH38 AX 09936 G 0000;998762;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321123;115;
GVH27 AK 09826 G 0000;91625;6;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240630;1010;vastgesteld
GVH47 BH 02103 G 0000;21706;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240623;110;vastgesteld
GVH26 AI 03132 G 0000;69921;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;135181;80;vastgesteld
GVH14 V 03697 G 0000;208349;6;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;240631;93;vastgesteld
GVH38 AX 09944 G 0000;998770;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321124;109;
GVH11 P 08876 G 0000;192666;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240511;1976;vastgesteld
GVH11 P 09315 G 0000;192858;7;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240512;709;vastgesteld
GVH11 P 02879 G 0000;190477;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240513;72;vastgesteld
GVH43 BD 04510 G 0000;11738;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240515;225;vastgesteld
LDN03 K 01574 G 0000;48781;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240516;365;vastgesteld
GVH27 AK 07506 G 0000;88123;6;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240520;69;vastgesteld
LDN03 H 03695 G 0000;30756;4;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;256677;28;vastgesteld
GVH38 AX 07258 G 0000;1714;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;974;224;vastgesteld
GVH27 AK 02341 G 0000;85323;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;133779;155;vastgesteld
LDN03 L 01165 G 0000;446635;12;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240523;298;vastgesteld
GVH27 AK 02314 G 0000;85305;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;133777;101;vastgesteld
GVH16 X 01319 G 0000;220024;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;303895;181;vastgesteld
LDN03 L 01168 G 0000;446633;16;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240524;460;vastgesteld
GVH38 AX 07476 G 0000;1907;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1167;193;vastgesteld
GVH27 AK 02337 G 0000;85319;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;240635;134;vastgesteld
LDN03 L 01106 G 0000;393817;9;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240636;221;vastgesteld
GVH38 AX 07479 G 0000;1910;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;1170;280;vastgesteld
GVH42 BC 03648 G 0000;615633;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;240637;28;vastgesteld
GVH37 AW 03807 G 0000;158457;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;240639;129;vastgesteld
GVH23 AF 00094 G 0000;250830;7;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;303904;225;vastgesteld
GVH06 I 01994 G 0000;171866;4;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;321657;158;vastgesteld
LDN03 I 07366 G 0000;636639;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321663;354;vastgesteld
GVH11 P 08166 G 0000;192401;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;321681;320;vastgesteld
GVH28 AL 00403 G 0000;96963;6;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;321688;133;vastgesteld
GVH49 BK 02497 G 0000;25339;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;105426;126;vastgesteld
GVH47 BH 02708 G 0000;22225;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;105425;302;vastgesteld
GVH43 BD 05233 G 0000;12412;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;105422;177;vastgesteld
