FID,PUTNUMMER,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
BOR_RIO_KOLKEN.1280,K3151,2021-03-08,,POINT (186913.48 427831.97)
BOR_RIO_KOLKEN.1281,K22383,2021-03-08,,POINT (186104.954 428685.924)
BOR_RIO_KOLKEN.1282,K3153,2021-03-08,,POINT (182327.89 425844.88)
BOR_RIO_KOLKEN.1283,K703,2021-03-08,,POINT (185280.83 426296.88)
BOR_RIO_KOLKEN.1284,K6721,2021-03-08,,POINT (183005.92 425938.16)
BOR_RIO_KOLKEN.1285,K3154,2021-03-08,,POINT (182929.78 426015.28)
BOR_RIO_KOLKEN.1286,K3155,2021-03-08,,POINT (182394.06 425862.75)
BOR_RIO_KOLKEN.1287,K6722,2021-03-08,,POINT (183720.3 424392.75)
BOR_RIO_KOLKEN.1288,K4796,2021-03-08,,POINT (182982.94 425973.34)
BOR_RIO_KOLKEN.1289,K4797,2021-03-08,,POINT (182973.58 425998.25)
BOR_RIO_KOLKEN.1290,K4798,2021-03-08,,POINT (182966.55 426023.3)
BOR_RIO_KOLKEN.1291,K6723,2021-03-08,,POINT (183024.287 425904.74)
BOR_RIO_KOLKEN.1292,K6724,2021-03-08,,POINT (182937.34 426171.03)
BOR_RIO_KOLKEN.1293,K4800,2021-03-08,,POINT (182913.39 426142.22)
BOR_RIO_KOLKEN.1294,K6726,2021-03-08,,POINT (182917.14 426269.03)
BOR_RIO_KOLKEN.1295,K6727,2021-03-08,,POINT (182920.8 426250.72)
BOR_RIO_KOLKEN.1296,K6728,2021-03-08,,POINT (182925.1 426229.22)
BOR_RIO_KOLKEN.1297,K4801,2021-03-08,,POINT (183058.414 425850.773)
BOR_RIO_KOLKEN.1298,K705,2021-03-08,,POINT (183042.2 425866.44)
BOR_RIO_KOLKEN.1299,K4802,2021-03-08,,POINT (183027.3 425884.9)
BOR_RIO_KOLKEN.1300,K4803,2021-03-08,,POINT (183009.27 425903.88)
BOR_RIO_KOLKEN.1301,K4804,2021-03-08,,POINT (182967.2 425970.6)
BOR_RIO_KOLKEN.1302,K4805,2021-03-08,,POINT (182978.89 425946.4)
BOR_RIO_KOLKEN.1303,K4806,2021-03-08,,POINT (182992.75 425922.9)
BOR_RIO_KOLKEN.1304,K4807,2021-03-08,,POINT (183087.36 425822.12)
BOR_RIO_KOLKEN.1305,K3157,2021-03-08,,POINT (182897.52 426251.84)
BOR_RIO_KOLKEN.1306,K6730,2021-03-08,,POINT (183126.62 425814.12)
BOR_RIO_KOLKEN.1307,K6731,2021-03-08,,POINT (183110.05 425826.16)
BOR_RIO_KOLKEN.1308,K6733,2021-03-08,,POINT (183536.56 425487.47)
BOR_RIO_KOLKEN.1309,K6734,2021-03-08,,POINT (183121 425785.6)
BOR_RIO_KOLKEN.1310,K6736,2021-03-08,,POINT (183301.69 425658)
BOR_RIO_KOLKEN.1311,K3158,2021-03-08,,POINT (182902.14 426231.22)
BOR_RIO_KOLKEN.1312,K4808,2021-03-08,,POINT (182991.56 425955)
BOR_RIO_KOLKEN.1313,K6743,2021-03-08,,POINT (183037.12 425889.25)
BOR_RIO_KOLKEN.1314,K6744,2021-03-08,,POINT (183049.9 425874.78)
BOR_RIO_KOLKEN.1315,K4809,2021-03-08,,POINT (182958.67 426077.12)
BOR_RIO_KOLKEN.1316,K6748,2021-03-08,,POINT (182947.66 426002.5)
BOR_RIO_KOLKEN.1317,K3159,2021-03-08,,POINT (182942.03 426014.66)
BOR_RIO_KOLKEN.1318,K6749,2021-03-08,,POINT (183472.33 425533.5)
BOR_RIO_KOLKEN.1319,K6751,2021-03-08,,POINT (182955.81 425979.78)
BOR_RIO_KOLKEN.1320,K6752,2021-03-08,,POINT (183105.67 425798.4)
BOR_RIO_KOLKEN.1321,K6753,2021-03-08,,POINT (183137.17 425773.88)
BOR_RIO_KOLKEN.1322,K6759,2021-03-08,,POINT (183202.72 425730.12)
BOR_RIO_KOLKEN.1323,K6760,2021-03-08,,POINT (183218.4 425718.78)
BOR_RIO_KOLKEN.1324,K6761,2021-03-08,,POINT (183234.97 425706.8)
BOR_RIO_KOLKEN.1325,K6762,2021-03-08,,POINT (183250.75 425695.34)
BOR_RIO_KOLKEN.1326,K6763,2021-03-08,,POINT (183266.88 425683.66)
BOR_RIO_KOLKEN.1327,K6764,2021-03-08,,POINT (183315.77 425648.25)
BOR_RIO_KOLKEN.1328,K6765,2021-03-08,,POINT (183331.25 425636.84)
BOR_RIO_KOLKEN.1329,K6766,2021-03-08,,POINT (183412.56 425578.12)
BOR_RIO_KOLKEN.1330,K6767,2021-03-08,,POINT (183428.38 425566.62)
BOR_RIO_KOLKEN.1331,K6768,2021-03-08,,POINT (183459.16 425544.56)
BOR_RIO_KOLKEN.1332,K6769,2021-03-08,,POINT (183380.23 425601.56)
BOR_RIO_KOLKEN.1333,K6770,2021-03-08,,POINT (183363.52 425613.47)
BOR_RIO_KOLKEN.1334,K6771,2021-03-08,,POINT (183443.72 425555.72)
BOR_RIO_KOLKEN.1335,K6772,2021-03-08,,POINT (183283 425671.94)
BOR_RIO_KOLKEN.1336,K6773,2021-03-08,,POINT (183013.421 425922.646)
BOR_RIO_KOLKEN.1337,K4810,2021-03-08,,POINT (182993.016 425955.089)
BOR_RIO_KOLKEN.1338,K706,2021-03-08,,POINT (182922.4 426050.7)
BOR_RIO_KOLKEN.1339,K707,2021-03-08,,POINT (182919.22 426082.72)
BOR_RIO_KOLKEN.1340,K6775,2021-03-08,,POINT (183313.6 425674.78)
BOR_RIO_KOLKEN.1341,K6780,2021-03-08,,POINT (183652.56 425150.47)
BOR_RIO_KOLKEN.1342,K6781,2021-03-08,,POINT (183653.89 425130.94)
BOR_RIO_KOLKEN.1343,K6782,2021-03-08,,POINT (183655.33 425111.53)
BOR_RIO_KOLKEN.1344,K6783,2021-03-08,,POINT (183656.5 425092.03)
BOR_RIO_KOLKEN.1345,K6784,2021-03-08,,POINT (183657.88 425072.78)
BOR_RIO_KOLKEN.1346,K6785,2021-03-08,,POINT (183659.06 425053.47)
BOR_RIO_KOLKEN.1347,K6786,2021-03-08,,POINT (183660.14 425033.84)
BOR_RIO_KOLKEN.1348,K6787,2021-03-08,,POINT (183661.11 425014.4)
BOR_RIO_KOLKEN.1349,K6788,2021-03-08,,POINT (183662.42 424975.44)
BOR_RIO_KOLKEN.1350,K6789,2021-03-08,,POINT (183663 424955.97)
BOR_RIO_KOLKEN.1351,K6790,2021-03-08,,POINT (183663.94 424936.5)
BOR_RIO_KOLKEN.1352,K6791,2021-03-08,,POINT (183661.77 424995.03)
BOR_RIO_KOLKEN.1353,K6793,2021-03-08,,POINT (183644.81 425265.3)
BOR_RIO_KOLKEN.1354,K6794,2021-03-08,,POINT (183651.52 425168.03)
BOR_RIO_KOLKEN.1355,K6795,2021-03-08,,POINT (183644.58 425245.1)
BOR_RIO_KOLKEN.1356,K6798,2021-03-08,,POINT (183665.945 424915.761)
BOR_RIO_KOLKEN.1357,K6799,2021-03-08,,POINT (183666.66 424899.97)
BOR_RIO_KOLKEN.1358,K6801,2021-03-08,,POINT (183688.5 424526.97)
BOR_RIO_KOLKEN.1359,K6802,2021-03-08,,POINT (183667.38 424881.845)
BOR_RIO_KOLKEN.1360,K6803,2021-03-08,,POINT (183751.31 424303.6)
BOR_RIO_KOLKEN.1361,K6804,2021-03-08,,POINT (183743.22 424321.38)
BOR_RIO_KOLKEN.1362,K6805,2021-03-08,,POINT (183734.9 424339.12)
BOR_RIO_KOLKEN.1363,K6806,2021-03-08,,POINT (183853.5 424085.1)
BOR_RIO_KOLKEN.1364,K6807,2021-03-08,,POINT (183844.89 424103.88)
BOR_RIO_KOLKEN.1365,K6808,2021-03-08,,POINT (183836.94 424120.75)
BOR_RIO_KOLKEN.1366,K6809,2021-03-08,,POINT (183828.36 424139.3)
BOR_RIO_KOLKEN.1367,K6810,2021-03-08,,POINT (183819.1 424159.1)
BOR_RIO_KOLKEN.1368,K6811,2021-03-08,,POINT (183810.88 424176.6)
BOR_RIO_KOLKEN.1369,K6812,2021-03-08,,POINT (183802.06 424195.25)
BOR_RIO_KOLKEN.1370,K6813,2021-03-08,,POINT (183794.05 424213.12)
BOR_RIO_KOLKEN.1371,K6814,2021-03-08,,POINT (183785.69 424230.84)
BOR_RIO_KOLKEN.1372,K6815,2021-03-08,,POINT (183777.34 424248.53)
BOR_RIO_KOLKEN.1373,K6816,2021-03-08,,POINT (183676.84 424601.2)
BOR_RIO_KOLKEN.1374,K6817,2021-03-08,,POINT (183675.89 424621.97)
BOR_RIO_KOLKEN.1375,K6818,2021-03-08,,POINT (183675.3 424641.5)
BOR_RIO_KOLKEN.1376,K6819,2021-03-08,,POINT (183674.25 424663.16)
BOR_RIO_KOLKEN.1377,K6820,2021-03-08,,POINT (183673.38 424683.78)
BOR_RIO_KOLKEN.1378,K6821,2021-03-08,,POINT (183677.5 424581.34)
BOR_RIO_KOLKEN.1379,K6822,2021-03-08,,POINT (183769.06 424266.3)
BOR_RIO_KOLKEN.1380,K6823,2021-03-08,,POINT (183760.38 424284.84)
BOR_RIO_KOLKEN.1381,K6824,2021-03-08,,POINT (183667.02 424765)
BOR_RIO_KOLKEN.1382,K6825,2021-03-08,,POINT (183666.4 424784.4)
BOR_RIO_KOLKEN.1383,K6826,2021-03-08,,POINT (183667.02 424803.9)
BOR_RIO_KOLKEN.1384,K6827,2021-03-08,,POINT (183863.97 424061.5)
BOR_RIO_KOLKEN.1996,K39218,2021-03-08,,POINT (182713.56 425188.22)
BOR_RIO_KOLKEN.1997,K39219,2021-03-08,,POINT (182877.19 425243.22)
BOR_RIO_KOLKEN.1998,K39220,2021-03-08,,POINT (182726.6 425224.28)
BOR_RIO_KOLKEN.1999,K39221,2021-03-08,,POINT (182828.92 425238.44)
