Ministerie;Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
BZK;Locatie Sint Franciscus Gasthuis;;;1;;;;;;;1
BZK;Loetjoe;;;;;;1;;;;1
BZK;Lof Media B.V.;;;;;;2;;;;2
BZK;Logeion;;;;;;1;;;;1
BZK;Logo Support;;;;1;;;;;;1
BZK;Longmen B.V.;;;;1;;;;;;1
BZK;Lourens-van Vliet h.o.d.n. Bakkerij Bart;;;;1;;;;;;1
BZK;Lovers Powerzone B.V.;;;;1;;;;;;1
BZK;LPBL B.V.;;;;;;1;;;;1
BZK;LS Holding B.V.;;;;;;1;;;;1
BZK;LSA;;;;;;1;;;;1
BZK;LTP Advies B.V.;;;;;;2;;;;2
BZK;Lukasse Dakbedekkingen Goes B.V.;2;;;;;;;;;2
BZK;Lumenz;;;;1;;1;;;;1
BZK;Luminor B.V.;;;;1;;;;;;1
BZK;Luna Catering & Organisatie;;;;1;;;;;;1
BZK;Lunchroom Nieuw Engelhard;;;;1;;;;;;1
BZK;Lunchroom Stout;;;;1;;;;;;1
BZK;Lyreco Nederland B.V.;;;;1;;;;;;1
BZK;M. Hijmans consult;;;;;;1;;;;1
BZK;Maatschap van Son Calis;;;;;;1;;;;1
BZK;MAC (Manfred Albersen Consultancy);;;;;;1;;;;1
BZK;Madurodam B.V.;;;;;;2;;;;2
BZK;Magic in Motion B.V.;;;;;;1;;;;1
BZK;Mainpress B.V.;;;;;;1;;;;1
BZK;Maliebaan45 B.V.;;;;;;1;;;;1
BZK;MaMa Kelly B.V.;;;;1;;;;;;1
BZK;Mammoni Koken + Eten;1;;;;;;;;;1
BZK;Management Drives Europe B.V.;;;;;;2;;;;2
BZK;Management Producties B.V.;;;;;;1;;;;1
BZK;ManagementReset B.V.;;;;;;1;;;;1
BZK;Manhattan Kitchen, Coffee & Wine B.V.;;;;1;;;;;;1
BZK;Maranza!;;;;;;;;;1;1
BZK;Marosel B.V.;;;;;;6;;;;6
BZK;Martini Budget Hotel;1;;;;;;;;;1
BZK;Martini Hotel Group B.V.;;;;;;;;;1;1
BZK;Marvel;;;;1;;;;;;1
BZK;Mary K Hotel;1;;;;;;;;;1
BZK;Masteryourlife;;;;;;1;;;;1
BZK;Mauritshuis;1;;;1;;1;;;;1
BZK;Mavim B.V.;;;;;;1;;;;1
BZK;Mavim Holding B.V.;;;;;;2;;;;2
BZK;Maxim's;;;;1;;;;;;1
BZK;Media Academie B.V.;;;;;;1;;;;1
BZK;Media Info Groep B.V.;;;;1;;;;;;1
BZK;Mediat. & Train. Network The Lime Tree B.V.;;;;;;2;;;;2
BZK;Mediatorsfederatie Nederland;;;;;;1;;;;1
BZK;Medipreventiecentrum B.V.;;;1;;;;;;;1
BZK;Medisol B.V.;;;1;;;;;;;1
BZK;Meesterbakker Roodenrijs;;;;1;;;;;;1
BZK;Meet & Discover! - Station033 B.V.;1;;;;;1;;;;1
BZK;Meeting Plaza Utrecht B.V.;;;;;;1;;;;1
BZK;Meinders Catering B.V.;;;;;;1;;;;1
BZK;Memory Events B.V.;;;;;4;;;;;4
BZK;Menea B.V.;;;;;;1;;;;1
BZK;Mercure Den Haag Central;;;;;;1;;;1;1
BZK;Merkenbureau Knijff & Partners B.V.;;;;1;;;;;;1
BZK;Merlijn B.V.;;;;;;1;;;;1
BZK;Merlijn Groep;;;;;;1;;;;1
BZK;Metacasus B.V.;;;;;;1;;;;1
BZK;Meurs HRM;;;;;1;2;;;;2
BZK;Meursault Holding B.V.;;;4;;;;;;;4
BZK;Mies/Tekst en Training;;;;;;2;;;;2
BZK;Millers;1;;;;;;1;;;1
BZK;Mind Academy B.V.;;;;;;1;;;;1
BZK;MindHug B.V.;;;;;;4;;;;4
BZK;Mire-a-se coaching, training & zorg;;;;;1;1;;;;1
BZK;Mister Rotterdam;;;;1;;;;;;1
BZK;Mobilee Consultancy B.V.;;;;;;2;;;;2
BZK;Mobility Mixx B.V.;;;;;;;;;2;2
BZK;mochi;;;;1;;;;;;1
BZK;Models at Work B.V.;;;;;;1;;;;1
BZK;Mollee Communicatie;;;;1;;;;;;1
BZK;Momento;;;;;;1;;;;1
BZK;Morane peroneelsadvies;;;;;;1;;;;1
BZK;More Balls Than Most B.V.;;;;;;1;;;;1
BZK;Morel Makelaars Instituut B.V.;;;;;;1;;;;1
BZK;Morel Opleiding en Training B.V.;;;;;;1;;;;1
BZK;Motel Hengelo B.V.;;;;;;;;;1;1
BZK;Motel Spier Exploitatie B.V.;;;;;;;;;1;1
BZK;Motivaction International B.V.;;;;;;2;;;;2
BZK;Motus B.V.;2;;;;;;;;;2
BZK;Movenpick Hotel;;;;;;;;;1;1
BZK;Mproof Beheer B.V.;;;;;;1;;;;1
BZK;MST-Nederland B.V.;;;;;;1;;;;1
BZK;Muiden Maritiem B.V.;;;;1;;;;;;1
BZK;Mundial;1;;;;;;;;;1
BZK;Murphy's Law;;;;1;;;;;;1
BZK;Museum Catering B.V.;;;;1;;1;;;;1
BZK;Museum Shop B.V.;;;;1;;;;;;1
BZK;Museumkwartier B.V.;1;;;;;;;;;1
BZK;My Cubes B.V.;;;;1;;;;;;1
BZK;N200.Com B.V.;;;;;;1;;;;1
BZK;Nationale Beeldbank B.V.;;;;1;;;;;;1
BZK;Natuurlijk in je kracht;;;;;;2;;;;2
BZK;NCOI Opleidingsgroep B.V.;;;;;;2;;;;2
BZK;NCOI Trainingen B.V.;;;;;;2;;;;2
BZK;Ned. Trainingsinst. v Neurolinguist. Progr.;;;;;;1;;;;1
BZK;Nederl. techn. veren. voor inst. in geb. TVVL;;;;;;1;;;;1
BZK;Nederl. Ver. van Maatschappelijk Werkers;;;;;;1;;;;1
BZK;Nederlands Debat Instituut Holding B.V.;;;;;;1;;;;1
BZK;Nederlandse School voor Openbaar Bestuur B.V.;;;;;;2;;;1;2
BZK;Nederlandse Vereniging voor Inkoopmanagement;;;;;;1;;;;1
BZK;Nederlandse Vereniging voor Veiligheidskunde;;;;;;1;;;;1
BZK;Nedermeijer Office;;;;;;1;;;;1
BZK;NedFac (NCOI Opleidingsgroep);;;;;;2;;;;2
BZK;NEDFAC B.V.;;;;;;3;;;;3
BZK;Nessun Dorma;;;;;;2;;;;2
BZK;Nestas Communicatie B.V.;;;;;;1;;;;1
BZK;Net2Legal Consultants;;;;;;1;;;;1
BZK;Netcreators B.V.;;;;1;;;;;;1
BZK;NEVI;;;;;;1;;;;1
BZK;NEVI Purspective;;;;;;1;;;;1
BZK;NEVI-Purspective B.V.;;;;1;;2;;1;;2
BZK;New Babylon Gardens B.V.;1;;;;;;;;;1
BZK;New Babylon Meeting Center B.V.;3;;;1;;3;1;;2;4
BZK;New Hotel York NL B.V.;;;;;;;;;1;1
BZK;New Skool Exploitatie B.V.;;;;1;;;;;;1
BZK;NextNovelty B.V.;;;;;;2;;;;2
BZK;NFGD Zoetermeer B.V.;;;;;;1;;;;1
BZK;NH Amsterdam Noord;;;;;;;;;1;1
BZK;NH Amsterdam Zuid;;;;;;;;;1;1
BZK;NH ATLANTIC DEN HAAG;;;;1;;;1;;;1
BZK;NH Den Haag;;;;1;;1;;;2;2
BZK;NH Tropen;;;;;;;;;1;1
BZK;Nieuwe of Litteraire Sociëteit De Witte;;;;1;;1;;;;2
BZK;Nieuwe OR training;;;;;;1;;;;1
BZK;Niow Vaardigheidstrainingen B.V.;;;;;;1;;;;1
BZK;Nisto Opleidingen;;;;;;1;;;;1
BZK;NLJUG B.V.;;;;;;2;;;;2
BZK;NLP;;;;;;1;;;;1
BZK;NLPpuntNL B.V.;;;;;;1;;;;1
BZK;NOA B.V.;;;;;;1;;;;1
BZK;Nocobus Exploitatie B.V.;;;;;;1;;;;1
BZK;Noloc;;;;;;1;;;;1
BZK;Nooteboom Tours;;;;;;;;;1;1
BZK;Norm-Systems B.V.;;;;;;1;;;;1
BZK;NOSCERE;;;;;;1;;;;1
BZK;NR Academy B.V.;;;;;;2;;;;2
BZK;NRC Handelsblad Weekeditie voor buitenland;;;;;2;1;;;;2
BZK;NS Reizigers B.V.;;;;;;;;;1;1
BZK;NT Publishers B.V.;;;;;;1;;;;1
BZK;Nvdo, Ned. Verenig. voor Doelmatig Onderhoud;;;;;;1;;;;1
BZK;NWC Events B.V.;;;;;;1;;;;1
BZK;Nyenrode Services B.V.;;;;;;2;;;;2
BZK;Ockenburgh Active;;;;1;;;;;;1
BZK;Ockenburgh Leisure B.V.;;;;1;;;;;;1
BZK;Odyssee;;;;;;1;;;;1
BZK;Odyssee B.V.;;;;;;2;;;;2
BZK;Okapi Holding B.V.;;;;;;1;;;;1
BZK;Okma Advies;;;;;;1;;;;1
BZK;Ollini;;;;2;;;;;;2
BZK;Om De Hoek;1;;;;;1;;;1;1
BZK;OmgevingsWeb B.V.;;;;;;1;;;;1
BZK;Onetomarket B.V.;;;;;1;;;;;1
BZK;Ontbijt & Lunch Juni;;;;1;;;;;;1
BZK;Oostduinhaghe Hotel B.V.;;;;;;1;;;;1
BZK;Open Ateliers B.V.;;;;;;1;;;;1
BZK;Opgeleid Persoon B.V.;;;;;;1;;;;1
BZK;Opleidingscentrum Haaglanden B.V.;;;;;;2;;;;2
BZK;OPLEIDINGSKUNDE STICHTING/FCE;;;;;;1;;;;1
BZK;Oppidum B.V.;;;;;;1;;;;1
BZK;Oppidum Project Services B.V.;;;;;;1;;;;1
BZK;Optelec Nederland B.V.;;;1;;;;;;;1
BZK;Optima Forma B.V.;;;;;;1;;;;1
BZK;Oracle Benelux Usergroups;1;;;;;;;;;1
BZK;Orange5 Catering & Events B.V.;1;;;;;1;;;;1
BZK;Organisatieregie B.V.;;;;;;1;;;;1
BZK;Organizing Works;;;;;;1;;;;1
BZK;OSR Juridische Opleidingen B.V.;;;;;;1;;;;1
BZK;OTS InterStudie;;;;;;1;;;;1
BZK;Ottenhome B.V.;1;;;;;;;;;1
BZK;Otys International B.V.;;;;;;1;;;;1
BZK;Oudaen B.V.;1;;;1;;1;;;;2
BZK;P.R.O. Consult;;;;;;1;;;;1
BZK;P1 Parking Spui Centre BV;;;;;;;;;1;1
BZK;Paagman Centrum B.V.;;;;1;;;;;;1
BZK;Paagman Den Haag B.V.;;;;1;;;;;;1
BZK;Paardenplezier;;;;;;1;;;;1
BZK;Pageshuis B.V.;;;;;;1;;;;1
BZK;Pakhuis de Zwijger Horeca Exploitatie B.V.;;;;;;;1;;;1
BZK;Pan;;;;1;;;;;;1
BZK;Panteia B.V.;;;;;;1;;;;1
BZK;Pantem B.V.;1;;;1;;;;;;1
BZK;Pardon Consult;;;;;;2;;;;2
BZK;Park Plaza;;;;;;;;;1;1
BZK;Park Plaza Utrecht;;;;;;1;;;;1
BZK;Parkhotel Den Haag;;;;;;;;;2;2
BZK;Partners in Cultuur en Beleving B.V.;1;;;;;1;;;;1
BZK;Partners+Pröpper B.V.;;;;;;1;;;;1
BZK;Passieprojecten;;;;;;1;;;;1
BZK;Passionned Nederland B.V.;;;;;;1;;;;1
BZK;Pastis Den Haag B.V.;;;;1;;1;;;;1
BZK;PBT Consult B.V.;;;;;;1;;;;1
BZK;Pearl opticiens;;;1;;;;;;;1
BZK;PEER;;;;;;;;;1;1
BZK;Pegasus Nautic Events;;;;1;;;;;;1
BZK;Performa Uitgeverij B.V.;;;;;;1;;;;1
BZK;Perron 4/5 volgens Tollius;1;;;;;;;;;1
BZK;Personalgifts B.V.;;;;1;;;;;;1
BZK;Philips Museum;;;;;;1;;;;1
BZK;Phoenix Opleidingen;;;;;;1;;;;1
BZK;Phonsawan B.V.;;;;1;;;;;;1
BZK;Pier Zuid B.V.;;;;1;;;;;;1
BZK;Pincoffs 1879 B.V.;;;;;;;1;;;1
BZK;Pino Productions B.V.;;;;;;2;;;;2
BZK;Pippaloentje.nl;;;;1;;;;;;1
BZK;Pizza Pazza B.V.;;;;1;;;;;;1
BZK;Plan & Aanpak;;;;;;1;;;;1
BZK;Plata Foundation B.V.;;;;;;2;;;;2
BZK;Platform voor InformatieBeveiliging;1;;;;;;;;;1
BZK;Plein 10a;;;;1;;;;;;1
BZK;Plein 9 A B.V.;1;;;2;;;;;;2
BZK;Plein 9a BV;;;;;;;1;;;1
BZK;Pllek-NDSM B.V.;;;;1;;;;;;1
BZK;Plus Delta B.V.;;;;;;1;;;;1
BZK;Podium Verhuur Haaglanden;;;;1;;;;;;1
BZK;Polethecon;;;;;;1;;;;1
BZK;Polisophia;;;;1;;;;;;1
BZK;Polyground B.V.;;;;;;1;;;;1
BZK;Postillion Hotels B.V.;;;;;;2;;;;2
BZK;Postwagen Tolbert B.V.;1;;;;;;;;;1
BZK;Pouw Vervoer B.V.;;;;1;;1;;;;1
BZK;Powerboat Scheveningen;;;;1;;;;;;1
BZK;Practical Approach;;;;;;1;;;;1
BZK;Premium Gids;;;;1;;;;;;1
BZK;PRiMAN Talent Management;;;;;;1;;;;1
BZK;Primera Van der Zwaan;1;;;1;;;;;;1
BZK;PRINTRS B.V.;;;;;;;1;;;1
BZK;Privilege Beauty & More;;;;1;;;;;;1
BZK;Pro Demos;;;;;;;1;;;1
BZK;PROambt Advies;;;;;1;;;;;1
BZK;PROambt Mobiliteit;;;;;1;;;;;1
BZK;Professional driving solutions;;;;;;2;;;;2
BZK;Progres Nederland B.V.;;;;;;2;;;;2
BZK;ProHuman B.V.;;;;;;1;;;;1
BZK;Promopodium B.V.;;;;1;;;;;;1
BZK;Promotess B.V.;;;;;;1;;;;1
BZK;PropertyEU B.V.;;;;;;1;;;;1
BZK;Propertynl B.V.;1;;;1;;1;;;;1
BZK;Proteus;;;;1;;;;;;1
BZK;Protinus IT B.V.;;;1;;;1;;;;1
BZK;Prowareness Academy B.V.;;;;;;1;;;;1
BZK;Psychologen Praktijk Adriaans;;;;;;1;;;;1
BZK;Psychologenpraktijk FREESOUL;;;;;;1;;;;1
BZK;Psychologisch Adviesbureau Kuhlemeier;;;;;;1;;;;1
BZK;Public Cinema;;;;;;1;;;;1
BZK;Public Support & More B.V.;;;;;;1;;;;1
BZK;Public Support Groep B.V.;;;;;;1;;;;1
BZK;Publieke Werken B.V.;1;;;;;;;;;1
BZK;Pullman Eindhoven Cocagne;;;;;;2;;;;2
BZK;Pump up the Company;;;;;;1;;;;1
BZK;PUUR.nu B.V.;;;;;;1;;;;1
BZK;PvIB: Platform voor informatiebeveiliging;;;;;;1;;;;1
BZK;Q Delft B.V.;;;;;;1;;;;1
BZK;QlikTech Netherlands B.V.;;;;;;1;;;;1
BZK;Qompas B.V.;;;;;2;;;;;2
BZK;Q-Park Beheer B.V.;;;;;;;;;1;1
BZK;Q-Park Nederland;;;;;;;;;4;4
BZK;Quakernaat B.V.;;;;;;1;;;;1
BZK;Quality Bookings;;;;1;;;;;;1
BZK;Quality Calls;;;;;;2;;;;2
BZK;R/Partners in Arbeid & Gezondheid B.V.;;;3;;;;;;;3
BZK;Raimondi's Villa Rozenrust;;;;1;;;;;;1
BZK;Ramon Schleijpen & Loes Leatemia;;;;;;2;;;;2
BZK;Randstad Gezondheidszorg;;;;;;;;;1;1
BZK;Randstad Professionals B.V.;;;;;;;;;1;1
BZK;Real-life Xcape;;;;;;;1;;;1
BZK;Rebel Energy B.V.;;;;;;1;;;;1
BZK;Reed Business B.V.;;;;;;3;;;;3
BZK;Regardz Business Center;;;;2;;;;;;2
BZK;Regardz Meeting Center Eenhoorn Amersfoort;;;;;;;;;1;1
BZK;Regus;1;;;;;1;;;;1
BZK;Regus Amsterdam B.V.;;;;;;1;;;;1
BZK;Reijngoud Coaching;;;;;;1;;;;1
BZK;Reisinformatiegroep B.V.;1;;;;;;;;;1
BZK;Rendement Uitgeverij B.V.;;;;;;1;;;;1
BZK;RescueMate B.V.;;;;;;1;;;;1
BZK;Resetmanagement B.V.;;;;;;2;;;;2
BZK;Restaurant Bogor B.V.;;;;1;;;;;;1
BZK;Restaurant Café De Vestibule;;;;1;;;;;;1
BZK;Restaurant De Basiliek B.V.;1;;;1;;1;;;;1
BZK;Restaurant Fouquet;1;;;1;;;;;;1
BZK;Restaurant Genroku2 B.V.;1;;;;;;;;;1
BZK;Restaurant JACOB;;;;1;;;;;;1
BZK;Restaurant Luxor Theater B.V.;1;;;;;;;;;1
BZK;Restaurant Meneer Buscourr;;;;1;;;;;;1
BZK;Restaurant Oker;;;;1;;;;;;1
BZK;Restaurant Onz;;;;;;;1;;;1
BZK;Restaurant Papermoon;;;;1;;;;;;1
BZK;Restaurant Pizzeria Taormina;;;;1;;;;;;1
BZK;Restaurant Qip B.V.;;;;1;;;;;;1
BZK;Restaurant Sarinande;;;;1;;;;;;1
BZK;Restaurant-Café 'in de Waag' B.V.;;;;1;;;;;;1
BZK;Retriever Media Informatie B.V.;;;;;;1;;;;1
BZK;Right Time Private Label;;;;1;;;;;;1
BZK;RightBrains B.V.;;;;;1;1;;;;1
BZK;Rikkers Infographics;;;;1;;;;;;1
BZK;Ristorante Pizzeria Lanterna;;;;1;;;;;;1
BZK;Ristorante Tanta Roba B.V.;;;;1;;;;;;1
BZK;Ristorante Trattoria Impero Romano;1;;;;;;;;;1
BZK;Robustsound;;;;1;;;;;;1
BZK;ROC Mondriaan;;;;;;1;;;;1
BZK;ROC van Twente;;;;;;4;;;;4
BZK;Rode Wouw B.V.;;;;;;2;;;;2
BZK;Rodizio Den Haag B.V.;;;;1;;;;;;1
BZK;ROHDE & GRAHL B.V.;;;1;;;;;;;1
BZK;ROI B.V.;;;;;;3;;;;3
BZK;Roias Organisatieontwikkeling;;;;;;1;;;;1
BZK;Rondleidingen.Net;;;;1;;;;;;1
BZK;Rondvaartbedrijf Zilvermeeuw B.V.;;;;1;;;;;;1
BZK;Ropeni;;;;1;;;;;;1
BZK;Rosarium Wokrestaurant Westbroekpark;;;;1;;;;;;1
BZK;ROSTRA Congrescommunicatie;;;;;;1;;;;1
BZK;Rotterdam Business Events B.V.;;;;1;;;;;;1
BZK;RSS Recruitment B.V.;;;;;1;1;;;;2
BZK;Run2Day;;;;;;1;;;;1
BZK;Saasen Opleidingen B.V.;;;2;;;;;;;2
BZK;Sabel Communicatie B.V.;;;;1;;;;;;1
BZK;Salsaventura B.V.;;;;;;;1;;;1
BZK;Samaya B.V.;;;;;;1;;;1;2
BZK;Sancy Tres B.V.;;;;1;;;1;;;1
BZK;SAP Nederland B.V.;;;;;;2;;;;2
BZK;SBI Training en Advies/FNV Formaat B.V.;;;;1;;1;;;;1
BZK;Scaphander;;;;;;1;;;;1
BZK;SCCONE;;;;1;;;;;;1
BZK;Scheringa Tekst & Training;;;;;;1;;;;1
BZK;Schilt Airconditioning B.V.;;;1;;;;;;;1
BZK;Schiphol Nederland B.V.;;;;;;;;;2;2
BZK;Schipper HR Services;;;;;;1;;;;1
BZK;Schoevers Trainingen B.V.;;;;;;1;;;;1
BZK;ScholsBurgerhartSchols I B.V.;;;;;;1;;;;1
BZK;Scholten Bloemen en Planten;;;;1;;;;;;1
BZK;SchoolvoorCoaching B.V.;;;;;;1;;;;1
BZK;Schoonhoven Keramiek;;;;1;;;;;;1
BZK;Schouten & Nelissen Nederland B.V.;;;;;;2;;;;2
BZK;Scil For Your Skills;;;;;;1;;;;1
BZK;Scootmobielaanhuis.nl;;;1;;;;;;;1
BZK;scrum4gov;;;;;;1;;;;1
BZK;SDC Verhuur & Entertainment;;;;1;;;;;;1
BZK;Sdu B.V.;;;;1;;1;;;;1
BZK;Sdu Uitgevers B.V.;;;;1;;;;;1;1
BZK;Se7en;;;;1;;;;;;1
BZK;Seats2Meet.com Utrecht B.V.;;;;;;2;;;1;2
BZK;SEC Management;;;;;;2;;;;2
BZK;Secretary Management Institute;;;;;;2;;;;2
BZK;Securitas Beveiliging B.V.;;;;;;1;;;;1
BZK;Seegers Coaching;;;;;;1;;;;1
BZK;SeeTrue;;;;;;2;;;;2
BZK;Seinwezen Beheer B.V.;;;;;;1;;;;1
BZK;Sensiek;;;;;;1;;;;1
BZK;Sertum;;;;;;;;1;;1
BZK;Shabu Shabu Zoetermeer B.V.;;;;1;;;;;;1
BZK;Shan Yi;;;;1;;;;;;1
BZK;Sheraton A'dam Airp. Hotel & Conference Cntr.;;;;;;1;;;;1
BZK;Sieso;;;;;;1;;;;1
BZK;Significant B.V.;;;;;;3;;;;3
BZK;Silver Pond B.V.;;;;1;;;;;;1
BZK;Simon Levelt B.V.;;;;;;1;;;;1
BZK;Sioo B.V.;;;;;;2;;;;2
BZK;Sira Consulting B.V.;;;;;;1;;;;1
BZK;Slechtziend.nl B.V.;;;1;;;;;;;1
BZK;Sligro B.V.;;;;1;;;;;;1
BZK;Slijterij De Markthof B.V.;;;;1;;;;;;1
BZK;Slim Factory;;;;;;1;;;;1
BZK;Slotboom Coaching;;;;;;1;;;;1
BZK;SMK;;;;;;1;;;;1
BZK;Snelwenskaart.nl;;;;1;;;;;;1
BZK;SNR Schouten & Nelissen Recovery B.V.;1;;;;;3;;;;3
BZK;SOBA Security Academy B.V.;;;;;;1;;;;1
BZK;Sociaal.nl Schuldsanering B.V.;;;;;;1;;;;1
BZK;Sodexo Altys B.V.;;;;1;;1;;;;1
BZK;Sodexo B.V.;;;;1;;1;;;;1
BZK;Software AG Nederland B.V.;;;;;;1;;;;1
BZK;Sogeti Nederland B.V.;;;;;;1;;;;1
BZK;Sol Y Luna Advies, Training en Begeleiding;;;;;;1;;;;1
BZK;Solid Sense;;;;;1;1;;;;1
BZK;Soomers;;;;1;;;;;;1
BZK;Sorpressa;;;;;;1;;;;1
BZK;Spaces Rode Olifant B.V.;;;;;;3;;;1;3
BZK;Spanjersberg Organisatie Advies;;;;;;1;;;;1
BZK;Specialtours Events;;;;1;;;1;;;1
BZK;Speechless;;;;;;1;;;;1
BZK;SPITZ congres & event B.V.;;;;;;1;;;;1
BZK;SpiZe B.V.;1;;;1;;;;;;1
BZK;Sportcentrum Mariahoeve B.V.;;;;1;;;;;;1
BZK;Sporttainment Center De Uithof B.V.;;;;1;;;;;;1
BZK;Sprekershuys B.V.;;;;;;1;;;;1
BZK;Sprengers Advocaten;;;;;;1;;;;1
BZK;SRM Aktiviteiten B.V.;;;;;;1;;;;1
BZK;SRM Communicatie B.V.;;;;;;1;;;;1
BZK;St. Postacademisch Scholingstraj. Archeologie;;;;;;1;;;;1
BZK;Stadscafé De Observant;;;;;;1;;;;1
BZK;Stadscafe De Waag B.V.;;;;1;;;;;;1
BZK;Stan en Co;;;;1;;;;;;1
BZK;Star Project;;;;;;2;;;;2
BZK;Starpark B.V.;;;;1;;;;;;1
BZK;Start People B.V.;;;;;;;;;1;1
BZK;Stavoor B.V.;;;;;;2;;;;2
BZK;Stayokay 'Den Haag';;;;;;1;;;;1
BZK;STEC Groep B.V.;;;;;;;1;;;1
BZK;Steenstraat B.V.;;;;1;;;;;;1
BZK;STEK;;;;;;;;1;;1
BZK;Sterkindesign;;;;;;;;1;;1
BZK;Stg. Atlantic and Pacific Exchange Program;;;;;;1;;;;1
BZK;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;1;;;;;1;;;;1
BZK;Stg. Centra Integrale Reval./Arb.activ. Ned.;;;1;;;;;;;1
BZK;Stg. Hogesch. Domstad, Kathol. Opl. Basisond.;;;;;;1;;;;1
BZK;Stg. Org. Redd.w. & E.H.B.O. Het Oranje Kruis;;;1;;;;;;;1
BZK;Stg. ProDemos - Huis voor dem. en rechtsstaat;1;;;;;;;;;1
BZK;Stg. RIONED, Platf. Buitenriolering Nederland;;;;;;1;;1;;1
BZK;Stg. Sioo, Int.univ. Centr. Veranderkunde;;;;;;2;;;;2
BZK;Stg. Talent naar de Top, Charter voor vrouwen;;;;;;1;;;;1
BZK;Stg. Vakexam. v.d. Part. Beveiligingsorg.;;;;;;1;;;;1
BZK;Sticht. HAS KennisTransfer en Bedr.opleid.;;;;;;1;;;;1
BZK;Sticht. Nederl. Inst. voor Beeld en Geluid;;;;1;;1;;;;1
BZK;Sticht. Netw. Manag. en Kwalit.zorg bij Gem.;;;;;;1;;;;1
BZK;Sticht. Post Hoger Onderwijs Veiligheidskunde;;;;;;1;;;;1
BZK;Sticht. Vrienden van Coöperatief Eigenwijzer;;;;;;1;;;;1
BZK;Stichting Academische Opleidingen Groningen;;;;;;1;;;;1
BZK;Stichting Accessibility;;;;;2;;;;;2
BZK;Stichting Administratiekantoor Greenpark;;;;;;;;;1;1
BZK;Stichting Administratiekantoor LTP;;;;;1;;;;;1
BZK;Stichting Aenit;;;;1;;;;;;1
BZK;Stichting Amsterdam School of Real Estate;;;;;;2;;;;2
BZK;Stichting ANNA Ruimte Voor Kunst & Cultuur;;;;;;1;;;;1
BZK;Stichting Bartimeus Sonneheerdt;;;;;;1;;;;1
BZK;Stichting Bosno;;;;;;2;;;;2
BZK;Stichting Bouwen met Staal;;;;;;1;;;;1
BZK;Stichting De Bak;1;;;;;;;;;1
BZK;Stichting de Idazaal;;;;;;1;;;;1
BZK;Stichting De Ooievaart;1;;;;;;1;;;1
BZK;Stichting Den Haag Marketing;2;;;2;;;;;;3
BZK;Stichting Derdengelden Blenheim;;;;;;1;;;;1
BZK;Stichting Dutch Green Building Council;;;;;;1;;;;1
BZK;Stichting Economisch Instituut voor de Bouw;;;;;;2;;;;2
BZK;Stichting e-hulp.nl;;;;;;1;;;;1
BZK;Stichting Enveloppe;;;;;;1;;;;1
BZK;Stichting Erfgoedlab;;;;;;1;;;;1
BZK;Stichting Escher Collectie;1;;;;;;;;;1
BZK;Stichting Euronoise 2015;;;;;;1;;;;1
BZK;Stichting foundation docdata payments;;;;1;;;;;;1
BZK;Stichting Fundatie J.H.C. Voorhoeve;1;;;;;;;;;1
BZK;Stichting Gilde Den Haag;;;;1;;;;;;1
BZK;Stichting Greenwish;;;;;;2;;;;2
BZK;Stichting Grotius Academie;;;;;;1;;;;1
BZK;Stichting Haags Historisch Museum;1;;;;;;;;;1
BZK;Stichting Het Scheepvaartmuseum Enterprise;;;;1;;;;;;1
BZK;Stichting Hobéon SKO Certificatie;;;;;;1;;;;1
BZK;Stichting Hoger Beroepsonderwijs Haaglanden;;;;;;1;;;;1
BZK;Stichting Hogeschool van Arnhem en Nijmegen;;;;;;2;;;;2
BZK;Stichting Instituut voor Agrarisch Recht;;;;;;1;;;;1
BZK;Stichting Instituut voor Bouwrecht;;;;;;2;;;;2
BZK;Stichting Integrand;;;;;;2;;;;2
BZK;Stichting ISSO;;;;;;1;;;;1
BZK;Stichting KdK Conferentiehotel;;;;1;;;;;1;1
BZK;Stichting Kennisoverdracht Bouwfysica;;;;;;1;;;;1
BZK;Stichting Koninklijk Paleis te Amsterdam;1;;;;;;;;;1
BZK;Stichting Koninklijke Rotterdamse Diergaarde;;;;;;;1;;;1
BZK;Stichting Kunstpassage;3;;;;;;;;;3
BZK;Stichting Museum Slot Loevestein;1;;;;;;;;;1
BZK;Stichting Muzee Scheveningen;;;;;;;1;;;1
BZK;Stichting NederLandBovenWater;;;;;;;;2;;2
BZK;Stichting Nederlands Spoorwegmuseum;1;;;;;;;;;1
BZK;Stichting Netwerk Democratie;;;;;;2;;;;2
BZK;Stichting Pakhuis de Zwijger;;;;1;;2;;;1;2
BZK;Stichting Paviljoen pOp;;;;;;1;;;;1
BZK;Stichting Pensioenfonds ABP;5;;;;;;;;;5
BZK;Stichting Personeelsinstrumenten Onderwijs;;;;;;1;;;;1
BZK;Stichting Professional Experience Programme;;;;;;1;;;;1
BZK;Stichting SERTUM;;;;;;1;;;;1
