OBJECTID,GEOCODE,SUBCODE,GEOSUBCODE,GEOCODE_NR,GEOCODE_NAAM,KM_GEOCODE_VAN,KM_GEOCODE_TOT,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT_T,LENGTE,KMLINT,KMLINT_OMSCHRIJVING,GELDIG_VANAF,PUBLICATIEDATUM,Shape__Length
241,801,g,801_g,801,Moerdijk Industrieterrein,600,600.97,"600,000","600,970",976.39997085,Mdk-Trw,Moerdijk (Racc.) - Transitoweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,976.399970851343
242,463,,463__,463,Stadskanaal Hoofdstation - Musselkanaal=Valthermond,0,9.7,"0,000","9,700",9714.54689343,Skn-Mkv,Stadskanaal Hoofdstation - Musselkanaal-Valthermond ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,9714.54689343275
243,503,b,503_b,503,Deventer,14,14.3,"14,000","14,300",300.74839025,Apd-Dv,Apeldoorn - Deventer ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,300.748390255747
244,490,c,490_c,490,Amsterdam Houtrakpolder (gebied),104.5,105.7,"104,500","105,700",1201.21552081,Hmta-Hrp,Hemtunnel Aansl. - Amsterdam Houtrakpolder ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1201.21552081801
245,784,,784__,784,Visé (B) - Eijsden Grens,14.747,18.195,"14,747","18,195",3448.00010469,Fvs-Mt,Visé (B) - Maastricht ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3448.0001046991
246,071,,071__,71,Eijsden - Maastricht,18.195,27.9,"18,195","27,900",9706.6800933,Fvs-Mt,Visé (B) - Maastricht ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,9706.68009330407
247,528,a,528_a,528,Hilversum,0.5,0.9,"0,500","0,900",401.34374151,Hvs-Utm,Hilversum - Utrecht Maliebaan ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,401.343741510857
248,557,c,557_c,557,Terneuzen Aansl.,99.8,101.4,"99,800","101,400",1606.39161622,Tnzz-Frkw,Terneuzen Zuidzijde (Racc.) - Frankrijkweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1606.39161622985
249,823,a,823_a,823,Oosterhout Weststad,0,7.1,"0,000","7,100",7050.88129196,Hzl-Otw,Hooge Zwaluwe - Oosterhout Weststad ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,7050.88129196359
250,524,a,524_a,524,Zaandam,1.1,1.3,"1,100","1,300",202.53476818,Zd-Ekz,Zaandam - Enkhuizen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,202.534768185703
251,478,b,478_b,478,Rotterdam Europoort 4,602,603,"602,000","603,000",977.86556904,Mvt-Ecta,"Rotterdam, Emplacement Maasvlakte - Rotterdam Waalhaven Racc. ECT Aansl. ",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,977.865569049678
252,479,a,479_a,479,Maasvlakte 2,300,313.5,"300,000","313,500",13512.34311521,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,13512.3431152195
253,478,d,478_d,478,Rotterdam Europoort 4,200,201.265,"200,000","201,265",1261.82388119,Mvtn-Mvtnwe,Maasvlakte Noordwesthoek - Maasvlakte Noordwesthoek Europahaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1261.82388119952
254,475,c,475_c,475,Rotterdam Maasvlakte,200,201.57,"200,000","201,570",1575.35730913,Mvt-Mvtazh,"Rotterdam, Emplacement Maasvlakte - Maasvlakte Amazonehaven ",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1575.35730913881
255,810,a,810_a,810,Dordrecht Industrieterrein Aansl. De Staart,0.4,3.6,"0,400","3,600",3205.50804757,Wijb-Ddri,Wantij (brug o/h - bij Dordrecht) - Dordrecht Aansl. Industrieterrein De Staart ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3205.50804757367
256,828,b,828_b,828,Tiel Gem. Stamlijn,200,201.26,"200,000","201,260",1264.46020517,Tla-Tlzhw,Tiel Aansl. Industrieterrein  - Tiel Zuiderhavenweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1264.46020517691
257,817,f,817_f,817,Vlissingen Sloehaven,210.062,211.2,"210,062","211,200",1138.56316799,Dmkw-Eglw,Denemarkenweg - Engelandweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1138.56316799164
258,661,b,661_b,661,Landgraaf,21.1,22.7,"21,100","22,700",1601.15037024,Std-Hz,Sittard - Herzogenrath (D) ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1601.1503702499
259,802,,802__,802,Utrecht Industrieterrein Lage Weide,100,102.362,"100,000","102,362",2362.64540999,Mas-Utlg,Maarssen - Utrecht Lage Weide ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2362.64540999191
260,540,g,540_g,540,Rotterdam Westelijke Splitsing,101.258,101.9,"101,258","101,900",642.63044137,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,642.630441370494
261,544,a,544_a,544,Breda,0.1,2.6,"0,100","2,600",2501.35206206,Bd-Ehv,Breda - Eindhoven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2501.35206206207
262,501,,501__,501,Groningen,79.3,81.8,"79,300","81,800",2494.86234948,Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2494.86234948508
263,084,,084__,84,Amsterdam Sloterdijk - Haarlem,4.1,16.2,"4,100","16,200",12091.70023755,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,12091.7002375566
264,529,,529__,529,Breukelen,22.5,23.4,"22,500","23,400",901.62665109,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,901.626651094477
265,478,c,478_c,478,Rotterdam Europoort 4,100,102.875,"100,000","102,875",2871.43729501,Mvtyz-Mvtn,Maasvlakte Yangtzehaven Zuid - Maasvlakte Noordwesthoek ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2871.43729501883
266,607,a,607_a,607,Winterswijk,0.4,0.6,"0,400","0,600",195.47167062,Ww-Zv,Winterswijk-Zevenaar ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,195.471670627967
267,607,b,607_b,607,Winterswijk,42.9,44.3,"42,900","44,300",1402.08364478,Zp-Ww,Zutphen - Winterswijk ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1402.08364478192
268,201,,201__,201,Sauwerd - Delfzijl,11.3,38.245,"11,300","38,245",26962.11511832,Gn-Dz,Groningen - Delfzijl ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,26962.115118322
269,803,j,803_j,803,Delfzijl Stamlijn Havenschap,130,130.4,"130,000","130,400",400.65771127,Dzsh-Oho1,Delfzijl Stamlijn Havenschap - Oosterhorn Oost 1 ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,400.657711272558
270,803,n,803_n,803,Delfzijl Stamlijn Havenschap,170,170.364,"170,000","170,364",362.67560766,Dzvw-Dzvwi,Delfzijl Valgenweg - Delfzijl Valgenweg Industrie ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,362.675607662561
271,803,k,803_k,803,Delfzijl Stamlijn Havenschap,140,140.483,"140,000","140,483",483.62272102,Dzsh-Oho2,Delfzijl Stamlijn Havenschap - Oosterhorn Oost 2 ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,483.622721026325
272,803,l,803_l,803,Delfzijl Stamlijn Havenschap,150,151.3,"150,000","151,300",1301.72218116,Dzsh-Dzmp,Delfzijl Stamlijn Havenschap - Delfzijl Metaalpark ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1301.72218116174
273,803,f,803_f,803,Delfzijl Stamlijn Havenschap,80,80.63,"80,000","80,630",637.11841529,Dzsh-Ohm1,Delfzijl Stamlijn Havenschap - Oosterhorn Midden 1 ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,637.118415291102
274,803,g,803_g,803,Delfzijl Stamlijn Havenschap,90,90.1,"90,000","90,100",106.72794738,Dzsh-Ohm2,Delfzijl Stamlijn Havenschap - Oosterhorn Midden 2 ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,106.72794738156
275,803,i,803_i,803,Delfzijl Stamlijn Havenschap,120,120.44,"120,000","120,440",441.3383991,Dzsh-Ohm3,Delfzijl Stamlijn Havenschap - Oosterhorn Midden 3 ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,441.338399105857
276,803,a,803_a,803,Delfzijl Stamlijn Havenschap,10,11.1,"10,000","11,100",1108.532118,Dz-Dzh,Delfzijl - Delfzijl Haven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1108.53211800991
277,803,e,803_e,803,Delfzijl Stamlijn Havenschap,69.917,70.539,"69,917","70,539",621.54689633,Dzsh-Ohw,Delfzijl Stamlijn Havenschap - Oosterhorn West ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,621.546896338169
278,531,d,531_d,531,Utrecht Centraal,1,2,"1,000","2,000",1011.37670368,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1011.3767036853
279,117,,117__,117,Lunetten - Geldermalsen,3.3,24.2,"3,300","24,200",20883.25472201,Ut-Btl,Utrecht Centraal - Boxtel ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,20883.2547220155
280,547,c,547_c,547,Lunetten Aansl.,37.2,38.2,"37,200","38,200",995.83951302,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,995.839513027326
281,531,c,531_c,531,Utrecht Centraal,32.9,37.2,"32,900","37,200",4303.45347578,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,4303.45347578806
282,035,,035__,35,Lunetten - De Haar Aansl.,38.2,60.8,"38,200","60,800",22625.91609746,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,22625.916097464
283,664,a,664_a,664,Rotterdam Lombardijen,98.9,99.584,"98,900","99,584",683.70242485,IJsma-Brdv,IJsselmonde Aansl. - Barendrecht Vork ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,683.70242485948
284,663,b,663_b,663,Rotterdam Barendrecht,99.584,100.405,"99,584","100,405",820.75352865,IJsma-Brdv,IJsselmonde Aansl. - Barendrecht Vork ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,820.753528651995
285,116,b,116_b,116,Dordrecht - Rotterdam Barendrecht,99.8,100.5,"99,800","100,500",700.93202676,Zwd-Zwdi,Zwijndrecht - Zwijndrecht Groote Lindt ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,700.932026767923
286,116,a,116_a,116,Dordrecht - Rotterdam Barendrecht,30.6,39.8,"30,600","39,800",9213.40896514,Bd-Rtd,Breda - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,9213.40896514397
287,116,c,116_c,116,Dordrecht - Rotterdam Barendrecht,209.488,212.6,"209,488","212,600",3157.54880889,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3157.54880889599
288,663,d,663_d,663,Rotterdam Barendrecht,399.8,401.2,"399,800","401,200",1398.52781834,Brdva-Brdv,Barendrecht Vork Aansl. - Barendrecht Vork ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1398.52781834698
289,664,b,664_b,664,Rotterdam Lombardijen,41.3,43.3,"41,300","43,300",2012.89329997,Bd-Rtd,Breda - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2012.89329997212
290,663,g,663_g,663,Rotterdam Barendrecht,209.002,209.488,"209,002","209,488",446.41801322,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,446.418013229894
291,779,,779__,779,Emmerich (D) - Zevenaar Grens,59.5,72.614,"59,500","72,614",13113.96459743,Zvg-Em,Zevenaar Grens - Emmerich (D) ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,13113.964597433
292,537,b,537_b,537,Moordrecht Aansl.,34.2,36,"34,200","36,000",1795.46550389,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1795.46550389937
293,624,a,624_a,624,Gouda,31.6,33.3,"31,600","33,300",1700.13014965,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1700.13014965754
294,537,a,537_a,537,Moordrecht Aansl.,2.2,3.8,"2,200","3,800",1600.22947562,Gd-Apn,Gouda - Alphen a/d Rijn ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1600.22947562067
295,106,,106__,106,Gouda - Moordrecht Aansl. Noord,1.1,2.2,"1,100","2,200",1101.33541324,Gd-Apn,Gouda - Alphen a/d Rijn ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1101.33541324148
296,105,,105__,105,Woerden - Gouda,17.6,31.6,"17,600","31,600",13987.33598808,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,13987.335988086
297,624,b,624_b,624,Gouda,0.86,1.1,"0,860","1,100",239.99688842,Gd-Apn,Gouda - Alphen a/d Rijn ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,239.996888420939
298,115,a,115_a,115,Schiedam Centrum - Vlaardingen Vulcaanhaven,0.684,1.204,"0,684","1,204",520.40636421,Sdm-Sdmga,Schiedam Centrum - Schiedam Goederenoverdrachtspoor Aansluiting ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,520.4063642125
299,539,,539__,539,Schiedam Centrum,79,80.8,"79,000","80,800",1803.68518058,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1803.68518058577
300,112,,112__,112,Den Haag HS - Schiedam Centrum,62.4,79,"62,400","79,000",16624.20128368,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,16624.201283683
301,505,b,505_b,505,Amersfoort Aansl.,46.6,47.4,"46,600","47,400",789.03241652,Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,789.032416522759
302,818,c,818_c,818,Terneuzen Dow Chemical,300,301.36,"300,000","301,360",1361.21799785,Sludow-Tnzdn2,SluiskilRacc. DOW CHEMICAL - Terneuzen Nieuw Neuzenweg 2 ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1361.21799785583
303,054,a,054_a,54,Boxtel - Eindhoven,42.6,57.8,"42,600","57,800",15208.2588605,Bd-Ehv,Breda - Eindhoven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,15208.2588605034
304,082,,082__,82,Haarlem - Santpoort Noord,1.1,5.1,"1,100","5,100",4005.90556433,Hlm-Utg,Haarlem - Uitgeest ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,4005.90556433716
305,781,b,781_b,781,Aachen (D) - Herzogenrath (D),27.25,28.92,"27,250","28,920",1669.99957457,Std-Hz,Sittard - Herzogenrath (D) ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1669.99957457073
306,805,d,805_d,805,Dordrecht Zeehaventerrein,500,500.56,"500,000","500,560",560.56632665,Ddrz-Ddrkw,Dordrecht Zeehaventerrein - Dordrecht Kreckweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,560.566326659872
307,527,a,527_a,527,Haarlem,200.1,200.5,"200,100","200,500",400.18834015,Hlmzzg-Hlmnwr,Haarlem Zuid Zijlweg - Haarlem Noord Westelijke Randweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,400.188340155902
308,505,a,505_a,505,Amersfoort Aansl.,23.5,24,"23,500","24,000",499.91126212,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,499.911262123613
309,556,,556__,556,Santpoort Noord,5.1,6.6,"5,100","6,600",1500.55464326,Hlm-Utg,Haarlem - Uitgeest ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1500.55464326477
310,786,,786__,786,Neerpelt (B) - Budel Grens,22.48,32.9,"22,480","32,900",10424.30114404,Lnp-Bdl,Neerpelt (B) - Budel ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,10424.3011440478
311,145,,145__,145,Amsterdam Sloterdijk - Amsterdam Riekerpolder,54.1,57.1,"54,100","57,100",3000.23079604,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3000.23079604203
312,817,c,817_c,817,Vlissingen Sloehaven,140,140.695,"140,000","140,695",700.64297315,Eupwz-Albw,Europaweg Zuid - Albaniëweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,700.642973153423
313,515,b,515_b,515,Vught Aansl.,50.9,51.4,"50,900","51,400",501.33865657,Ut-Btl,Utrecht Centraal - Boxtel ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,501.338656571834
314,087,,087__,87,Weesp Aansl. - Hilversum,16.4,27.8,"16,400","27,800",11338.30828277,Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,11338.3082827783
315,054,b,054_b,54,Boxtel - Eindhoven,100,100.8,"100,000","100,800",799.99992514,Mph-Tebw,Mispelhoef - Tegenboschweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,799.999925144432
316,528,b,528_b,528,Hilversum,27.8,29.2,"27,800","29,200",1404.70473901,Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1404.70473901957
317,815,a,815_a,815,Roodeschool Eemshaven,0.1,7.355,"0,100","7,355",7255.39980086,Rda-Eem,Rodeschool Aansl. - Eemshaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,7255.39980086129
318,783,,783__,783,Vetschau (D) - Simpelveld Grens,7.15,8.5,"7,150","8,500",1350.00030976,Vet-Mtn,Verschau (D) - Maastricht Noord ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1350.00030976853
319,540,b,540_b,540,Rotterdam Westelijke Splitsing,1.2,1.8,"1,200","1,800",605.71606603,Dhs-Wspl,Delfshavense Schie (brug o/d - bij Schiedam) - Rotterdam Westelijke Splitsing ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,605.716066039092
320,118,,118__,118,Geldermalsen - Dordrecht,46.3,93.5,"46,300","93,500",47292.25146188,Gdm-Ddr,Geldermalsen - Dordrecht ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,47292.2514618838
321,661,a,661_a,661,Landgraaf,0.3,0.8,"0,300","0,800",498.61740617,Lg-Spv,Landgraaf - Simpelveld ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,498.617406175329
322,788,,788__,788,Roosendaal Grens - Essen (B),73.374,75.236,"73,374","75,236",1861.72846864,Esn-Np,Essen (B) - Nispen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1861.72846864803
323,804,a,804_a,804,"Beverwijk Hoogovens, Van Gelder",0.1,0.6,"0,100","0,600",500.30481415,Bv-Bvhg,Beverwijk - Beverwijk Hoogovens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,500.304814159647
324,474,c,474_c,474,Rotterdam Europoort 1,200.1,202.565,"200,100","202,565",2459.98955585,Erpw-Erpmw,Europoort West - Stamlijn Marktweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2459.98955585237
325,508,,508__,508,Arnhem,89.9,92.3,"89,900","92,300",2403.6780961,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2403.67809610655
326,515,a,515_a,515,Vught Aansl.,18.8,19,"18,800","19,000",200.16588258,Tb-Vga,Tilburg - Vught Aansluiting ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200.165882584499
327,119,b,119_b,119,Lage Zwaluwe - Dordrecht,225.91,228.191,"225,910","228,191",2281.64103894,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2281.64103894194
328,776,,776__,776,Laarwald (D) - Coevorden Grens,70.7,73.65,"70,700","73,650",2949.31978333,Lar-Coep,Laarwald (D) - Coevorden Europark ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2949.31978333331
329,108,,108__,108,De Haar Aansl. - Ede=Wageningen,61.7,74.9,"61,700","74,900",13208.46774702,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,13208.4677470242
330,030,,030__,30,Zutphen - Deventer,29.9,40.6,"29,900","40,600",10740.96550606,Ah-Zl,Arnhem - Zwolle ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,10740.9655060678
331,155,b,155_b,155,Meteren Aansl. - Ressen = Bemmel,55.6,88.5,"55,600","88,500",32949.59052027,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,32949.590520279
332,822,c,822_c,822,Zwijndrecht Groote Lindt,300.1,300.93,"300,100","300,930",830.76754228,Lindk-Nrdwg,Lindtsedijk - Noordweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,830.767542289176
333,565,a,565_a,565,Leidschenveen,16.6,16.8,"16,600","16,800",200.58769632,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,200.587696321917
334,666,d,666_d,666,Meteren Aansl.,245.664,247.488,"245,664","247,488",1825.61242847,Mbtwan-Brmet,Meteren Betuweroute Aansl. Noord - Betuweroute Meteren ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1825.61242847077
335,164,,164__,164,Prinsenbeek - Hazeldonk Grens,244.1,254.492,"244,100","254,492",10393.29926955,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,10393.2992695588
336,048,,048__,48,Nijmegen Grens - Nijmegen,0,13,"0,000","13,000",12987.91475746,Gb-Nm,Groesbeek - Nijmegen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,12987.91475746
337,613,,613__,613,Ede=Wageningen,74.9,76.4,"74,900","76,400",1501.45847044,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1501.45847044198
338,600,a,600_a,600,Sauwerd,0.3,0.4,"0,300","0,400",100.22570818,Swd-Rd,Sauwerd - Roodeschool ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100.225708184078
339,050,,050__,50,Amsterdam Muiderpoort - Diemen,4.2,6.4,"4,200","6,400",2199.80645614,Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2199.80645614424
340,751,,751__,751,Mariënberg,33.7,34.5,"33,700","34,500",801.49998059,Hea-Emn,Herfte Aansl. - Emmen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,801.499980597672
341,801,e,801_e,801,Moerdijk Industrieterrein,400,400.54,"400,000","400,540",549.82160356,Mdw-Wstlih,Middenweg - Westelijke Insteekhaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,549.821603565243
342,001,b,001_b,1,Harlingen Haven - Leeuwarden,100,100.55,"100,000","100,550",550.01397016,Hlg-Hlgh,Harlingen - Harlingen Haven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,550.01397016034
343,790,,790__,790,Gent (B) - Zelzate (B),25.101,26.4,"25,101","26,400",1299.00004405,Gent-Fsz,Gent (B) - Zelzate (B) ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1299.00004405274
344,587,b,587_b,587,Diemen,100.6,100.9,"100,600","100,900",302.34158935,Wgm-Gpda,Watergraafsmeer - Gaasperdammerweg Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,302.341589352954
345,844,a,844_a,844,Emmen Emmtec,0.1,2.32,"0,100","2,320",2227.34925696,Emnra-Emnr1,Emmen Raccordement Aansluiting - Emmen Raccordement 1 ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2227.34925696651
346,502,b,502_b,502,Meppel,99.9,101.6,"99,900","101,600",1715.59566339,Zl-Lw,Zwolle - Leeuwarden ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1715.59566339901
347,810,c,810_c,810,Dordrecht Industrieterrein Aansl. De Staart,200,200.9,"200,000","200,900",908.08468716,Ddri-Ddrgvl,Dordrecht Aansl. Industrieterrein De Staart ¿ Dordrecht Grevelingenweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,908.084687163267
348,031,a,031_a,31,Zutphen - Hengelo,2.4,44.4,"2,400","44,400",42152.73077727,Zp-Esg,Zutphen - Enschede Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,42152.7307772789
349,477,b,477_b,477,Rotterdam Europoort 3,200,202.045,"200,000","202,045",2041.37994129,Erp-Kon,"Rotterdam, Emplacement Europoort - Kolenoverslag ",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2041.37994129036
350,900,,900__,900,Amersfoort Hoofdwerkplaats,200.256,201.5,"200,256","201,500",1262.92698579,Amf-Amfwph,Amersfoort - Amersfoort Hoofdwerkplaats ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1262.92698579356
351,666,c,666_c,666,Meteren Aansl.,146.232,147.633,"146,232","147,633",1409.85313782,Brmet-Mbtwan,Betuweroute Meteren - Meteren Betuweroute Aansl. Noord ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1409.85313782269
352,467,c,467_c,467,Rotterdam Waalhaven Oost,100,104,"100,000","104,000",3996.01311887,Whz-Who,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Emplacement Waalhaven Oost ",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3996.01311887039
353,625,b,625_b,625,Lage Zwaluwe,13.4,17.4,"13,400","17,400",4013.81819159,Bd-Rtd,Breda - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,4013.81819159603
354,011,,011__,11,Assen - Haren,50.6,70.8,"50,600","70,800",20245.01940654,Mp-Gn,Meppel - Groningen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,20245.01940654
355,805,a,805_a,805,Dordrecht Zeehaventerrein,100,105.7,"100,000","105,700",5709.71874855,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,5709.71874855399
356,543,c,543_c,543,Hengelo,44.4,46.7,"44,400","46,700",2316.30702635,Zp-Esg,Zutphen - Enschede Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2316.30702635425
357,517,a,517_a,517,Venlo,0,1,"0,000","1,000",999.428746,Vl-Ehv,Venlo - Eindhoven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,999.428746001716
