Ministerie;Leverancier;9100 - GWW;9301 - Laboratoriumonderzoek;9302 - Laboratoriummaterialen;9303 - Laboratoriuminstrumenten;9304 - Aankoop onderzoeksmateriaal;9305 - Research & development;9410 - Lokale belastingen - waterschapslasten;9500 - AZ specifiek;9510 - BZ specifiek;9520 - BZK specifiek;9530 - DEF specifiek;9540 - EZ specifiek;9550 - Fin specifiek;9560 - I&M specifiek;9570 - OCW specifiek;9580 - SZW specifiek;9590 - V&J specifiek;9600 - VWS specifiek;Eindtotaal
BZK;Life Safety Inspection Services B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Linde Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Linden Staalbouw;;;;;;;;;;1;;;;;;;;;1
BZK;Lingewaerd Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Logitech B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Loon- en Verhuurbedrijf De West C.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Loonbedrijf Berg B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Loonbedrijf Schriek en Hol B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Loonbedrijf Van Dun B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;M.R.S. Installatietechniek;;;;;;;;;;;1;;;;;;;;1
BZK;Maatsch. van Gestel & vd Schraaf Familierecht;;;;;;;;;;1;;;;;;;;;1
BZK;Maatschap Brinkman & Rensen Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;MakeCover B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Makelaardij Schokland;;;;;;;;;;1;;;;;;;;;1
BZK;Mansveld Projecten & Services B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Manutan B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Margit Kranenburg;;;;;;;;;;;1;;;;;;;;1
BZK;Marine Construction Consultancy;;;;;;;;;;;5;;;;;;;;5
BZK;Marjan van Aubel Studio B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Marks Wachters Praktijk B.V.;;;;;;;;;;1;1;;;;;;;;1
BZK;MarkVliet Netwerk Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;MARO Timmerwerken;;;;;;;;;;1;;;;;;;;;1
BZK;Marsoft Kabeltelevisie & Communicatie;;;;;;;;;;;4;;;;;;;;4
BZK;MAS architectuur;;;;;;;;;;1;;;;;;;;;1
BZK;Mauritshuis;;;;;;;;;;2;;;;;;;;;2
BZK;Mecanoo Architecten B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;MediMetra;;;;;;;;;;1;;;;;;;;;1
BZK;Meeberg Projectmanagement en Bouwadvies B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Meerinzicht;;;;;;;;;;6;;;;;;;;;6
BZK;Mees Ruimte & Milieu;;;;;;;;;;2;;;;;;;;;2
BZK;Meesters in B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Meijers Projectvloeren B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Mennens Hengelo B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Merkx Vugts & Vlemmix Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Metis Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Metos B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Milieu Service Nederland B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Millvision B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;MILON B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Mitsubishi Elevator Europe B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Miviko B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Mobius Consult B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Moerland Makelaardij 'O.G.' B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Moerland Notaris B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Monaco Schoonmaakbedrijf;;;;;;;;;;1;;;;;;;;;1
BZK;Monsdal Limburg Noord B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Motus;;;;;;;;;;2;;;;;;;;;2
BZK;Movares Nederland B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Mr A.J. Hoogendoorn;;;;;;;;;;1;;;;;;;;;1
BZK;Mr. K.M. Rientjes Notaris B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;MSI-Sign Group B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;MST SYSTEMS B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;MUG Ingenieursbureau;;;;;;;;;;;1;;;;;;;;1
BZK;Multi-Deur Service B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Multidiensten-DM;;;;;;;;;;1;;;;;;;;;1
BZK;MVRDV B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;MW InZicht;;;;;;;;;;;2;;;;;;;;2
BZK;MW Notariaat;;;;;;;;;;1;;;;;;;;;1
BZK;N.A. van den Hoven & Zonen B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;N.E. Schildersbedrijf & More;;;;;;;;;;1;;;;;;;;;1
BZK;N.V. Luchthaven Lelystad;;;;;;;;;;;5;;;;;;;;5
BZK;N.V. Notariskantoor Van Ligten & Van Ligten;;;;;;;;;;1;;;;;;;;;1
BZK;NAB Bliksembeveiliging B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Natuurbalans/Limes Divergens B.V.;;;;;;;;;;1;4;;;;;;;;4
BZK;NatuurInclusief;;;;;;;;;;;1;;;;;;;;1
BZK;Natuurlijk! Fauna-advies;;;;;;;;;;2;;;;;;;;;2
BZK;NCC Group Escrow Europe B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;NDC mediagroep B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Nebest B.V.;;;;;;;;;;1;1;;;;;;;;1
BZK;Ned. Org. voor toegep.-nat.wetensch. ond. TNO;;;;;;;;;;;4;;;;;;;;4
BZK;Nederman Nederland B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Nemacontrol;;;;;;;;;;3;;;;;;;;;3
BZK;Neptunus B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;NEXT architects B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;NIBAG B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;NIBE B.V.;;;;;;;;;;3;;;;;;;;;3
BZK;Nieman Raadgevende Ingenieurs B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Nieman-Kettlitz Gevel- en Dakadvies B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Nieuwegein (NWG), Waternet;;;;;;;;;;3;;;;;;;;;3
BZK;Nieuwenhuijse Arends B.V.;;;;;;;;;;1;4;;;;;;;;4
BZK;NLR;;;;;;;;;;;1;;;;;;;;1
BZK;Nonak;;;;;;;;;;;4;;;;;;;;4
BZK;Noordam;;;;;;;;;;1;;;;;;;;;1
BZK;Norisk Keymanagement B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;North Sea Port Netherlands N.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Notariaat Born;;;;;;;;;;1;;;;;;;;;1
BZK;Notariaat De Gier;;;;;;;;;;1;;;;;;;;;1
BZK;Notariaat Gorinchem B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Notariaat Hattem;;;;;;;;;;1;;;;;;;;;1
BZK;Notariaat In de Tiendschuur B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Notariaat Pas B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Notariaat Valkenburg B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Notaris Elshof Rhenen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Notaris Herwig;;;;;;;;;;1;;;;;;;;;1
BZK;Notaris IJdema B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Notaris mr R.E.A.A. Meuwissen;;;;;;;;;;1;;;;;;;;;1
BZK;Notaris Passmann;;;;;;;;;;1;;;;;;;;;1
BZK;Notarishuys Veldhoven;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskant. Jhr. Mr. O.W.D.C. von Hertzberg;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Beugelink Kluitenberg;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor De Jong;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Ellemers;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Herweijer;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Hoogerheide;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Kerkrade B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Kruis-Sweere;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Megchelsen & Haksteen;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Mirjam Bos;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor mr. A.B. Volders B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Mr. A.J. Nicolai;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor mr. H.J.N. Bakker B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor mr. R.E. Troost B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Mr. S.P.P.M. Soons;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Mr. T.A. Dantuma;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Oudewater B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Paauwe;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Pels Rijcken;;;;;;;;;;2;;;;;;;;;2
BZK;Notariskantoor Reinsma;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Roerdalen;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Schuite B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Spier & Hazenberg;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Stigter & Leskens B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Stoker;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Teeuwen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Vermeeren;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Vermeul;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Wille;;;;;;;;;;1;;;;;;;;;1
BZK;Notariskantoor Zwanikken;;;;;;;;;;1;;;;;;;;;1
BZK;Notarispraktijk Lautenbach B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Notarispraktijk Mr D.J. Post B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Notarispraktijk Mr Dr R.C. van Dongen;;;;;;;;;;1;;;;;;;;;1
BZK;Notarispraktijk Mr. W.K. Vonk B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Notarissen Elst;;;;;;;;;;1;;;;;;;;;1
BZK;Notariswerk Rispens B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Notuleerservice Nederland B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Nouwen Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Novitarius/Van Esch Wisse;;;;;;;;;;1;;;;;;;;;1
BZK;Novo Projectstoffering B.V.;;;;;;;;;;;6;;;;;;;;6
BZK;NRI (Nationaal Registratie Instituut) B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Nuijten Holding B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;NXD Solutions;;;;;;;;;;;1;;;;;;;;1
BZK;Obelisk B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;OBIN;;;;;;;;;;1;;;;;;;;;1
BZK;Octo-Plus B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Oesterbaai B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Ohra Zorgverzekeringen;;;;;;;;;;1;;;;;;;;;1
BZK;Ollie Nollie B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;One-2-ten Customer Rating Systems B.V.;;;;;1;;;;;;;;;;;;;;1
BZK;OnlyHuman Groep B.V.;;;;;;;;;;3;;;;;;;;;3
BZK;Ooijevaar - bevlogen bouwers;;;;;;;;;;;2;;;;;;;;2
BZK;Oosterhof Holman Beton- en Waterbouw B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Oosterhof Holman Milieutechniek B.V.;;;;;;;;;;5;;;;;;;;;5
BZK;Oosterhof Juridische Ondersteuning;;;;;;;;;;2;;;;;;;;;2
BZK;Oosterveen's Oliehandel B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Open Text Coöperatief U.A.;;;;;;;;;;7;;;;;;;;;7
BZK;Opticopper;;;;;;;;;;;2;;;;;;;;2
BZK;Optisport Huizen B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Ordito Gilze B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Oskam Asbestverwijdering B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Otis B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Otjens Groep B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Outdoor Bakkeveen;;;;;;;;;;;6;;;;;;;;6
BZK;Ouwerkerk Tekst & Advies;;;;;;;;;;1;;;;;;;;;1
BZK;P&O North Sea Ferries B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;P. Hellemons Schilders- en Afwerkingsbedrijf;;;;;;;;;;;3;;;;;;;;3
BZK;P. Smit B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;P.H.H. de Vet B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;P.V. Nat. Lucht- en Ruimtevaartlaborat.;;;;;;;;;;5;;;;;;;;;5
BZK;P.W.D.;;;;;;;;;;;1;;;;;;;;1
BZK;Painting Bouw B.V.;;;;;;;;;;5;;;;;;;;;5
BZK;Palmen & Dassen Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Partiar B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Patina Valbeveiliging B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;PBK Technische Installaties;;;;;;;;;;2;;;;;;;;;2
BZK;PBLQ B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;PCW Huisvestingsadvies en Projectbegeleiding;;;;;;;;;;4;;;;;;;;;4
BZK;Pekel en Klein Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Pels Rijcken & Droogleever Fortuijn N.V.;;;;;;;;;;4;7;;;;;;;;7
BZK;Peutz B.V.;;;;;;;;;;1;2;;;;;;;;2
BZK;PHB De Combi Nijmegen B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;PHB Facility;;;;;;;;;;;7;;;;;;;;7
BZK;Pigmans Ras Janssen notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Pijl-Plus B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Pius Floris Boomverzorging Vught;;;;;;;;;;1;;;;;;;;;1
BZK;PJ Milieu B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Places real estate B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Plantentuin van Donkelaar V.O.F.;;;;;;;;;;1;;;;;;;;;1
BZK;Ploum Technology B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Plymovent Industrial Solutions B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;PMDO B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Pol Safety;;;;;;;;;;;2;;;;;;;;2
BZK;Pole Air Koeltechniek;;;;;;;;;;;1;;;;;;;;1
BZK;Polvo B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Poppinghaus Notariskantoor;;;;;;;;;;1;;;;;;;;;1
BZK;Pouw Project Management;;;;;;;;;;1;;;;;;;;;1
BZK;Powertec Diesel Services B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Praktijkonderwijs Zutphen;;;;;;;;;;1;;;;;;;;;1
BZK;Pranger-Rosier Installaties B.V.;;;;;;;;;;1;6;;;;;;;;6
BZK;Presence Translate & Interact B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Prick & Van Houtum notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Prins Bouw B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Prisma Groep B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Prof. dr. Mick Eekhout Associates;;;;;;;;;;;1;;;;;;;;1
BZK;Project Ontwerp B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Project Team Energy B.V.;;;;;;;;;;4;;;;;;;;;4
BZK;Projectburo B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Projectvloeren Nederland B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Promenade Hotel B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;ProRail B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Prorisk Security Management N.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Prostairs traprenovatie;;;;;;;;;;1;;;;;;;;;1
BZK;Putman Onderhoudsdiensten B.V.;;;;;;;;;;7;;;;;;;;;7
BZK;PVM Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;PVU Gerechtsdeurwaarders;;;;;;;;;;1;;;;;;;;;1
BZK;Qander Consumer Finance B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Q-Park Nederland;;;;;;;;;;;6;;;;;;;;6
BZK;Q-Park Parking Eindhoven B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Q-Park Parking Hooghuis;;;;;;;;;;;1;;;;;;;;1
BZK;Qualified Sales B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Quatro Systems B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Questionmarkgroup B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Quint;;;;;;;;;;2;;;;;;;;;2
BZK;Quite Write;;;;;;;;;;;1;;;;;;;;1
BZK;QuoVadis Trustlink B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;R & F Afbouw en Montage;;;;;;;;;;1;1;;;;;;;;1
BZK;R&B Real Estate B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;R.D.E. Daverschot;;;;;;;;;;1;;;;;;;;;1
BZK;R.E.C. Real Estate Consulting;;;;;;;;;;1;;;;;;;;;1
BZK;R2B Inspecties B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Raadg. Ingenieursbur. Wiertsema & Partn. B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Raap Archeologisch Adviesbureau B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Ramkema Makelaardij B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Randstad Resource Bedrijf Zakelijk B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Ranox B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Rasenberg Asbestverwijdering B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Rasenberg Infra, regio Zuid-West;;;;;;;;;;;7;;;;;;;;7
BZK;RAVON;;;;;;;;;;;1;;;;;;;;1
BZK;RCS Advies;;;;;;;;;;1;;;;;;;;;1
BZK;reA B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Realnomics B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Reaseuro;;;;;;;;;;1;4;;;;;;;;5
BZK;Regelink Ecologie B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;REKO Grondv.- en Wegenbouwbedrijf Raalte B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Relining Advies B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;REMONDIS Dusseldorp Rioolservice B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Renewi Nederland B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Rensen Regeltechniek B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Rijkaart;;;;;;;;;;;4;;;;;;;;4
BZK;RijksBredius Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Riool & Wegenbeheer Baard;;;;;;;;;;;3;;;;;;;;3
BZK;RIR;;;;;;;;;;;1;;;;;;;;1
BZK;Rite-Hite Benelux B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Rivierdael Netwerk Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;RMD Bouw Beheer BV;;;;;;;;;;1;;;;;;;;;1
BZK;Roamler Nederland B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Rockview V.O.F.;;;;;;;;;;;1;;;;;;;;1
BZK;Rodrigues & Batelaan Management Consult B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Roessen & Roessen Opslag B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;ROHDE & GRAHL B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Rontrex Asbest B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Rouwmaat Groenlo B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;ROVC Certificeringen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Rowij Bouwchemie B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;RPS advies- en ingenieursbureau B.V.;;;;;;;;;;1;4;;;;;;;;4
BZK;RPS Analyse B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;RSK Netherlands;;;;;;;;;;;2;;;;;;;;2
BZK;RSP Taxaties & Vastgoedadvies B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;RWV Advocaten;;;;;;;;;;2;;;;;;;;;2
BZK;Safety Masters;;;;;;;;;;1;;;;;;;;;1
BZK;Sagro Aannemingsmaatschappij Zeeland B.V.;;;;;;;;;;2;6;;;;;;;;6
BZK;SAGRO INFRA, MILIEU EN SLOOP;;;;;;;;;;1;;;;;;;;;1
BZK;Sagro Milieu Advies Zeeland B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;SAM Sloop-, asbest & milieuadvies B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Samenwerkingsverband E&F Verhuur;;;;;;;;;;1;;;;;;;;;1
BZK;Saricon B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;SAS Office Genealogique Bovyn-Dechn;;;;;;;;;;2;;;;;;;;;2
BZK;Satellietkantoor Utrecht;;;;;;;;;;;5;;;;;;;;5
BZK;SBR Vloeren & Interieur B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Schaap Advocaten en Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Schekman Elektrotechniek B.V.;;;;;;;;;;3;;;;;;;;;3
BZK;Schermer Installatietechniek;;;;;;;;;;;5;;;;;;;;5
BZK;Schietsportvereniging 'Het Markiezaat';;;;;;;;;;;4;;;;;;;;4
BZK;Schilder- & Onderh.bedr. van der Kruijs B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Schildersbedrijf Beer en van de Hulst B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Schildersbedrijf T. van de Pol;;;;;;;;;;;2;;;;;;;;2
BZK;Schildersbedrijf Wolters B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Schindler Liften B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Schiphol Nederland B.V.;;;;;;;;;;;6;;;;;;;;6
BZK;Schiphol Real Estate B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Schokker Adviseur Bouw;;;;;;;;;;1;;;;;;;;;1
BZK;Schoonderbeek Installatie B.V.;;;;;;;;;;3;;;;;;;;;3
BZK;Schoonmaakbedrijf Heuvelman B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Schoonmaakbedrijf Jeurcrama B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Schot Van Loon Notariaat;;;;;;;;;;1;;;;;;;;;1
BZK;Schuiteman Woninginrichting;;;;;;;;;;;2;;;;;;;;2
BZK;Schuuring Installatie Techniek B.V.;;;;;;;;;;;6;;;;;;;;6
BZK;Search Milieu;;;;;;;;;;;4;;;;;;;;4
BZK;Sekuer Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Service bedrijf Jelle;;;;;;;;;;1;;;;;;;;;1
BZK;Service Dienst Van Leeuwen;;;;;;;;;;1;;;;;;;;;1
BZK;Seydlitz Notarissen B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;SGS Nederland B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;SGS Search Opleidingen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Shell Nederland B.V.;;;;;;;;;;7;;;;;;;;;7
BZK;Siemens Nederland N.V.;;;;;;;;;;1;7;;;;;;;;7
BZK;SIGHT Landscaping B.V.;;;;;;;;;;1;5;;;;;;;;5
BZK;Signa Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;SITE Urban Development B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;SizeWork;;;;;;;;;;;1;;;;;;;;1
BZK;SK FireSafety Group B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;SKG-IKOB Certificatie B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Sloopbedrijf J.H. Oosterbeek B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Slopen en Saneren B.V.;;;;;;;;;;4;;;;;;;;;4
BZK;Smalbraak Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Smits Van Burgst Beheer en Onderhoud B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Snackcar;;;;;;;;;;;1;;;;;;;;1
BZK;Socufun;;;;;;;;;;;1;;;;;;;;1
BZK;Solid Services B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Sophia Engineering B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Sovon Vogelonderzoek Nederland;;;;;;;;;;;2;;;;;;;;2
BZK;Speed Clean Mobile Franchise B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Spek & Van den Beld Notariaat;;;;;;;;;;1;;;;;;;;;1
BZK;SPIE Infratechniek B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;SPIE Nederland B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;Spijkerman Prefab Solutions B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Spinlight;;;;;;;;;;;2;;;;;;;;2
BZK;Sportbedrijf Rotterdam B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;SRO Amersfoort B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Stanley Security Nederland B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Staro Natuur en Buitengebied;;;;;;;;;;1;;;;;;;;;1
BZK;Statisfact B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;STB;;;;;;;;;;;1;;;;;;;;1
BZK;Stedin;;;;;;;;;;1;;;;;;;;;1
BZK;Steegman Elektrotechniek B.V.;;;;;;;;;;;8;;;;;;;;8
BZK;SteenhuisMeurs;;;;;;;;;;2;;;;;;;;;2
BZK;Stefan van Nuland Timmerwerk en Montage;;;;;;;;;;;2;;;;;;;;2
BZK;Stena Line B.V.;;;;;;;;;;;6;;;;;;;;6
BZK;Stg. Prot. Chr. Voortg. Ond. in Gouda e.o.;;;;;;;;;;2;;;;;;;;;2
BZK;Sticht. R.K. Begraafplaatsen te 's-Gravenhage;;;;;;;;;;1;;;;;;;;;1
BZK;Stichting A-Film;;;;;;;;;;2;;;;;;;;;2
BZK;Stichting ArchiNed;;;;;;;;;;;1;;;;;;;;1
BZK;Stichting Architectuur Lokaal;;;;;;;;;;;2;;;;;;;;2
BZK;Stichting Bargerveen;;;;;;;;;;;2;;;;;;;;2
BZK;Stichting Bewaarder Dutchveste;;;;;;;;;;;;;;;;;;;
