FID,bladnr,se_anno_cad_data,gdb_geomattr_data,shape
dtb_kaartbladen.647,d15az,,,"POLYGON ((150000 537500, 140000 537500, 140000 543750, 150000 543750, 150000 537500))"
dtb_kaartbladen.648,d09fz,,,"POLYGON ((140000 562500, 130000 562500, 130000 568750, 140000 568750, 140000 562500))"
dtb_kaartbladen.649,d09gn,,,"POLYGON ((130000 556250, 120000 556250, 120000 562500, 130000 562500, 130000 556250))"
dtb_kaartbladen.650,d09gz,,,"POLYGON ((130000 550000, 120000 550000, 120000 556250, 130000 556250, 130000 550000))"
dtb_kaartbladen.651,d15gz,,,"POLYGON ((168000 525000, 160000 525000, 160000 531250, 168000 531250, 168000 525000))"
dtb_kaartbladen.652,d20en,,,"POLYGON ((168000 518750, 160000 518750, 160000 525000, 168000 525000, 168000 518750))"
dtb_kaartbladen.653,d20ez,,,"POLYGON ((168000 512500, 160000 512500, 160000 518750, 168000 518750, 168000 512500))"
dtb_kaartbladen.654,d09hn,,,"POLYGON ((140000 557000, 130000 557000, 130000 562500, 140000 562500, 140000 557000))"
dtb_kaartbladen.655,d14an,,,"POLYGON ((109000 543750, 100000 543750, 100000 550000, 109000 550000, 109000 543750))"
dtb_kaartbladen.656,d10az,,,"POLYGON ((150000 565000, 140000 565000, 140000 568750, 150000 568750, 150000 565000))"
dtb_kaartbladen.657,d36fn,,,"POLYGON ((60000 443750, 50000 443750, 50000 450000, 60000 450000, 60000 443750))"
dtb_kaartbladen.658,d36fz,,,"POLYGON ((60000 437500, 50000 437500, 50000 443750, 60000 443750, 60000 437500))"
dtb_kaartbladen.659,d36hn,,,"POLYGON ((60000 431250, 50000 431250, 50000 437500, 60000 437500, 60000 431250))"
dtb_kaartbladen.660,d03cn,,,"POLYGON ((230000 606250, 220000 606250, 220000 607000, 220000 612500, 230000 612500, 230000 606250))"
dtb_kaartbladen.661,d14hz,,,"POLYGON ((140000 525000, 130000 525000, 130000 531250, 140000 531250, 140000 525000))"
dtb_kaartbladen.662,d15cz,,,"POLYGON ((150000 525000, 140000 525000, 140000 531250, 150000 531250, 150000 525000))"
dtb_kaartbladen.663,d15hz,,,"POLYGON ((180000 525000, 168000 525000, 168000 531250, 169000 531250, 180000 531250, 180000 525000))"
dtb_kaartbladen.664,d62az,,,"POLYGON ((190000 312500, 180000 312500, 180000 318750, 190000 318750, 190000 312500))"
dtb_kaartbladen.665,d62cn,,,"POLYGON ((190000 306250, 180000 306250, 180000 312500, 190000 312500, 190000 306250))"
dtb_kaartbladen.666,d62dn,,,"POLYGON ((200250 306250, 190000 306250, 190000 312500, 200000 312500, 200250 312500, 200250 306250))"
dtb_kaartbladen.667,d62en,,,"POLYGON ((210000 318750, 200000 318750, 200000 325000, 206000 325000, 210000 325000, 210000 318750))"
dtb_kaartbladen.668,d05gn,,,"POLYGON ((170000 581250, 160000 581250, 160000 582000, 160000 587500, 170000 587500, 170000 581250))"
dtb_kaartbladen.669,d05hn,,,"POLYGON ((180000 581250, 170000 581250, 170000 587500, 180000 587500, 180000 581250))"
dtb_kaartbladen.670,d06cn,,,"POLYGON ((190000 581250, 180000 581250, 180000 587500, 190000 587500, 190000 581250))"
dtb_kaartbladen.671,d06dn,,,"POLYGON ((200000 581250, 190000 581250, 190000 587500, 200000 587500, 200000 581250))"
dtb_kaartbladen.672,d06gn,,,"POLYGON ((210000 581250, 200000 581250, 200000 587500, 210000 587500, 210000 581250))"
dtb_kaartbladen.673,d06hn,,,"POLYGON ((220000 581250, 210000 581250, 210000 587500, 220000 587500, 220000 581250))"
dtb_kaartbladen.674,d07cn,,,"POLYGON ((230000 581250, 220000 581250, 220000 587500, 230000 587500, 230000 581250))"
dtb_kaartbladen.675,d07gn,,,"POLYGON ((250000 581250, 240000 581250, 240000 587500, 250000 587500, 250000 581250))"
dtb_kaartbladen.676,d08cn,,,"POLYGON ((270000 581250, 260000 581250, 260000 587500, 270000 587500, 270000 581250))"
dtb_kaartbladen.677,d08dn,,,"POLYGON ((280000 581250, 270000 581250, 270000 587500, 280000 587500, 280000 581250))"
dtb_kaartbladen.678,d04dz,,,"POLYGON ((123000 575000, 116000 575000, 116000 582000, 118000 582000, 126000 582000, 126000 575000, 123000 575000))"
dtb_kaartbladen.679,d06gz,,,"POLYGON ((210000 575000, 200000 575000, 200000 581250, 210000 581250, 210000 575000))"
dtb_kaartbladen.680,d09bn,,,"POLYGON ((120000 568750, 112000 568750, 112000 575000, 116000 575000, 123000 575000, 123000 568750, 120000 568750))"
dtb_kaartbladen.681,d10en,,,"POLYGON ((170000 568750, 160000 568750, 160000 575000, 170000 575000, 170000 568750))"
dtb_kaartbladen.682,d10fn,,,"POLYGON ((180000 568750, 170000 568750, 170000 575000, 180000 575000, 180000 568750))"
dtb_kaartbladen.683,d12an,,,"POLYGON ((230000 568750, 220000 568750, 220000 575000, 230000 575000, 230000 568750))"
dtb_kaartbladen.684,d12en,,,"POLYGON ((250000 568750, 240000 568750, 240000 575000, 250000 575000, 250000 568750))"
dtb_kaartbladen.685,d09ez,,,"POLYGON ((130000 562500, 120000 562500, 120000 568750, 123000 568750, 130000 568750, 130000 562500))"
dtb_kaartbladen.686,d10fz,,,"POLYGON ((180000 562500, 170000 562500, 170000 568750, 180000 568750, 180000 562500))"
dtb_kaartbladen.687,d11fz,,,"POLYGON ((220000 562500, 210000 562500, 210000 568750, 220000 568750, 220000 562500))"
dtb_kaartbladen.688,d12az,,,"POLYGON ((230000 562500, 220000 562500, 220000 568750, 230000 568750, 230000 562500))"
dtb_kaartbladen.689,d12ez,,,"POLYGON ((250000 562500, 240000 562500, 240000 568750, 250000 568750, 250000 562500))"
dtb_kaartbladen.690,d13az,,,"POLYGON ((270000 562500, 260000 562500, 260000 568750, 270000 568750, 270000 562500))"
dtb_kaartbladen.691,d13bz,,,"POLYGON ((280000 562500, 270000 562500, 270000 568750, 280000 568750, 280000 562500))"
dtb_kaartbladen.692,d11gn,,,"POLYGON ((210000 556250, 200000 556250, 200000 562500, 210000 562500, 210000 556250))"
dtb_kaartbladen.693,d11hn,,,"POLYGON ((220000 556250, 210000 556250, 210000 562500, 220000 562500, 220000 556250))"
dtb_kaartbladen.694,d12cn,,,"POLYGON ((230000 556250, 220000 556250, 220000 562500, 230000 562500, 230000 556250))"
dtb_kaartbladen.695,d13cn,,,"POLYGON ((270000 556250, 260000 556250, 260000 562500, 270000 562500, 270000 556250))"
dtb_kaartbladen.696,d13dn,,,"POLYGON ((280000 556250, 270000 556250, 270000 562500, 280000 562500, 280000 556250))"
dtb_kaartbladen.697,d09cz,,,"POLYGON ((109000 550000, 100000 550000, 100000 556250, 109000 556250, 109000 550000))"
dtb_kaartbladen.698,d10gz,,,"POLYGON ((170000 550000, 160000 550000, 160000 556250, 170000 556250, 170000 550000))"
dtb_kaartbladen.699,d11gz,,,"POLYGON ((210000 550000, 200000 550000, 200000 556250, 210000 556250, 210000 550000))"
dtb_kaartbladen.700,d11hz,,,"POLYGON ((220000 550000, 210000 550000, 210000 556250, 220000 556250, 220000 550000))"
dtb_kaartbladen.701,d12cz,,,"POLYGON ((230000 550000, 220000 550000, 220000 556250, 230000 556250, 230000 550000))"
