Kenteken,Brandstof volgnummer,Brandstof omschrijving,Brandstofverbruik buiten de stad,Brandstofverbruik gecombineerd,Brandstofverbruik stad,CO2 uitstoot gecombineerd,CO2 uitstoot gewogen,Geluidsniveau rijdend,Geluidsniveau stationair,Emissieklasse,Milieuklasse EG Goedkeuring (licht),Milieuklasse EG Goedkeuring (zwaar),Uitstoot deeltjes (licht),Uitstoot deeltjes (zwaar),Nettomaximumvermogen,Nominaal continu maximumvermogen,Roetuitstoot,Toerental geluidsniveau,Emissie deeltjes type1 wltp,Emissie co2 gecombineerd wltp,Emissie co2 gewogen gecombineerd wltp,Brandstof verbruik gecombineerd wltp,Brandstof verbruik gewogen gecombineerd wltp,Elektrisch verbruik enkel elektrisch wltp,Actie radius enkel elektrisch wltp,Actie radius enkel elektrisch stad wltp,Elektrisch verbruik extern opladen wltp,Actie radius extern opladen wltp,Actie radius extern opladen stad wltp,Max vermogen 15 minuten,Max vermogen 60 minuten,Netto max vermogen elektrisch,Klasse hybride elektrisch voertuig,Opgegeven maximum snelheid,Uitlaatemissieniveau
00BHK5,1,Diesel,,,,,,,83,6,,595/2009*627/2014A,,,95.00,,,2850,,,,,,,,,,,,,,,,,EURO VI A
00BHK6,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BHK7,1,Diesel,,,,,,,85,6,,595/2009*136/2014B,,,132.00,,0.65,1725,,,,,,,,,,,,,,,,,EURO VI B
00BHK8,1,Diesel,,,,,,,89,6,,595/2009*627/2014A,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BHL1,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BHL2,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BHL3,1,CNG,,,,,,,87,6,,595/2009*64/2012B,,,243.00,,,1500,,,,,,,,,,,,,,,,,EURO VI B
00BHL4,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BHL5,1,Diesel,,,,,,,85,5,,2005/55*2008/74K,,,345.00,,,1425,,,,,,,,,,,,,,,,,EEV K
00BHL6,1,Diesel,,,,,,,88,6,,595/2009*627/2014A,,,240.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BHL9,1,Diesel,,,,,,,89,6,,595/2009*627/2014A,,,240.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BHN1,1,Diesel,,,,,,77,88,6,,595/2009*627/2014A,,,315.00,,,1350,,,,,,,,,,,,,,,,,EURO VI
00BHN3,1,Diesel,,,,,,,90,6,,595/2009/EC*64/2012/EU,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO 6
00BHN4,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BHN6,1,Diesel,,,,,,78,90,6,,595/2009/EC*64/2012/EU,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BHN7,1,Diesel,,,,,,80,101,6,,595/2009*627/2014A,,,310.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BHN8,1,Diesel,,,,,,,83,6,,595/2009*627/2014B,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BHP1,1,Diesel,,,,,,,89,6,,595/2009*627/2014A,,,315.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BHP2,1,Diesel,,,,,,,85,2,,,,,309.00,,,1425,,,,,,,,,,,,,,,,,
00BHP3,1,Diesel,,,,,,,83,6,,595/2009*627/2014B,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BHP4,1,Diesel,,,,,,,89,6,,595/2009*627/2014B,,,278.00,,0.55,1350,,,,,,,,,,,,,,,,,EURO VI B
00BHP5,1,Diesel,,,,,,,,5,715/2007*195/2013M,,0.00040,,130.00,,,2625,,,,,,,,,,,,,,,,,EURO 5 M
00BHP6,1,Diesel,,,,,,74,84,6,,595/2009*627/2014A,,,182.00,,,1575,,,,,,,,,,,,,,,,,EURO VI
00BHP7,1,Diesel,,,,,,74,84,6,,595/2009*627/2014A,,,182.00,,,1575,,,,,,,,,,,,,,,,,EURO VI
00BHP8,1,Diesel,,,,,,78,90,6,,595/2009/EC*627/2014/EU,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BHP9,1,Diesel,,,,,,,83,6,,595/2009*627/2014A,,,118.00,,,1640,,,,,,,,,,,,,,,,,EURO VI A
00BHR1,1,Diesel,,,,,,80,84,6,,595/2009*136/2014A,,,324.00,,0.51,1350,,,,,,,,,,,,,,,,,EURO VI A
00BHR4,1,Diesel,,,,,,74,84,6,,595/2009*627/2014A,,,182.00,,,1575,,,,,,,,,,,,,,,,,EURO VI
00BHS2,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BHS3,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BHS4,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BHS5,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BHS6,1,Diesel,,,,,,80,91,6,,595/2009*627/2014A,,,155.00,,,1650,,,,,,,,,,,,,,,,,EURO VI A
00BHS7,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BHS9,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BHT3,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BHT4,1,Diesel,,,,,,81,89,6,,595/2009/EC*627/2014/EU,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BHT6,1,Diesel,,,,,,77,90,6,,595/2009*627/2014,,,220.00,,,1430,,,,,,,,,,,,,,,,,EURO VI A
00BHT8,1,Diesel,,,,,,77,91,6,,595/2009*627/2014,,,220.00,,,1650,,,,,,,,,,,,,,,,,EURO VI C
00BHT9,1,Diesel,,,,,,80,83,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BHV2,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BHV3,1,Diesel,,,,,,80,101,6,,595/2009*627/2014C,,,310.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BHV4,1,Diesel,,,,,,79,90,6,,595/2009*627/2014C,,,427.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BHV7,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BHV8,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BHV9,1,Diesel,,,,,,77,91,6,,595/2009*627/2014,,,220.00,,,1650,,,,,,,,,,,,,,,,,EURO VI C
00BHX1,1,Diesel,,,,,,80,87,6,,595/2009*136/2014B,,,251.00,,0.65,1650,,,,,,,,,,,,,,,,,EURO VI B
00BHX2,1,Diesel,,,,,,80,84,6,,595/2009*136/2014,,,324.00,,0.51,1350,,,,,,,,,,,,,,,,,EURO VI A
00BHX3,1,Diesel,,,,,,77,89,6,,595/2009*627/2014C,,,250.00,,0.55,1350,,,,,,,,,,,,,,,,,EURO VI C
00BHX5,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BHX6,1,LNG,,,,,,75,88,6,,595/2009*64/2012C,,1.05000,206.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BHX7,1,Diesel,,,,,,80,84,6,,595/2009*136/2014,,,324.00,,0.51,1350,,,,,,,,,,,,,,,,,EURO VI A
00BHX9,1,Diesel,,,,,,80,104,6,,595/2009*627/2014C,,,310.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BHZ2,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BHZ5,1,Diesel,,,,,,77,89,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BHZ8,1,Diesel,,,,,,80,89,6,,595/2009*64/2012A,,,206.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BHZ9,1,Diesel,,,,,,78,89,6,,595/2009*2016/1718C,,,355.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJB1,1,Diesel,,,,,,77,87,6,,595/2009*627/2014B,,,177.00,,0.55,1650,,,,,,,,,,,,,,,,,EURO VI B
00BJB4,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,303.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJB5,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJB7,1,Diesel,,,,,,80,104,6,,595/2009*627/2014C,,,390.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BJB8,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJD1,1,Diesel,,,,,,77,86,6,,595/2009*627/2014,,,309.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJD2,1,Diesel,,,,,,78,90,6,,595/2009/EC*627/2014/EU,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO 6
00BJD3,1,Diesel,,,,,,80,84,6,,595/2009*627/2014,,,338.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJD4,1,Diesel,,,,,,78,90,6,,595/2009*627/2014C,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BJD6,1,Diesel,,,,,,79,90,6,,595/2009*627/2014C,,,382.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BJD8,1,Diesel,,,,,,79,84,6,,595/2009*627/2014A,,,315.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BJD9,1,Diesel,,,,,,78,87,6,,595/2009*627/2014A,,,137.00,,0.30,1650,,,,,,,,,,,,,,,,,EURO VI A
00BJF1,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJF2,1,Diesel,,,,,,80,81,6,,,,,309.00,,,1350,,,,,,,,,,,,,,,,,EURO 6
00BJF4,1,Diesel,,,,,,78,90,6,,595/2009*627/2014C,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BJF5,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJF6,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJF7,1,Diesel,,,,,,78,90,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BJF8,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJF9,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJG2,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJG3,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,375.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJG4,1,Diesel,,,,,,,,0,,,,,220.59,,,,,,,,,,,,,,,,,,,,
00BJG5,1,Diesel,,,,,,78,90,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BJG6,1,Diesel,,,,,,,,5,,,,,181.00,,,,,,,,,,,,,,,,,,,,EURO 5
00BJG7,1,Diesel,,,,,,,89,5,,2005/55*2006/51G,,,368.00,,,1350,,,,,,,,,,,,,,,,,EURO V
00BJG8,1,Diesel,,,,,,76,99,6,,595/2009*627/2014C,,,290.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BJG9,1,Diesel,,,,,,78,90,6,,595/2009*627/2014C,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BJH1,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,240.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJH2,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJH3,1,Diesel,,,,,,80,84,6,,,,,309.00,,,1350,,,,,,,,,,,,,,,,,EURO 6
00BJH5,1,Diesel,,,,,,78,87,6,,595/2009*64/2012A,,,137.00,,0.56,1875,,,,,,,,,,,,,,,,,EURO VI A
00BJH6,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJH8,1,Diesel,,,,,,78,90,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BJH9,1,Diesel,,,,,,77,91,6,,595/2009*627/2014,,,315.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BJJ1,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJJ2,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BJJ4,1,Diesel,,,,,,78,90,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BJJ5,1,Diesel,,,,,,76,99,6,,595/2009*627/2014C,,,315.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BJJ6,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJJ7,1,Diesel,,,,,,78,90,6,,595/2009*627/2014C,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BJK1,1,Diesel,,,,,,80,88,6,,595/2009*627/2014C,,,271.00,,,1271,,,,,,,,,,,,,,,,,EURO VI
00BJK3,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,240.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJK6,1,Diesel,,,,,,,89,5,,2005/55*2006/51E,,,375.00,,,1425,,,,,,,,,,,,,,,,,EURO V
00BJK7,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,375.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJK8,1,Diesel,,,,,,80,85,6,,595/2009*627/2014C,,,172.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI C
00BJL1,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJL2,1,Diesel,,,,,,80,88,6,,595/2009*627/2014C,,,271.00,,,1271,,,,,,,,,,,,,,,,,EURO VI
00BJL3,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJL4,1,Diesel,,,,,,78,87,6,,595/2009*627/2014C,,,315.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BJL5,1,Diesel,,,,,,77,89,6,,595/2009*627/2014C,,,323.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJL6,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BJL7,1,Diesel,,,,,,80,84,6,,595/2009*627/2014,,,309.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJL8,1,Diesel,,,,,,80,84,6,,595/2009*627/2014,,,309.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJL9,1,Diesel,,,,,,79,85,6,,595/2009*627/2014C,,,172.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI C
00BJN1,1,Diesel,,,,,,80,104,6,,595/2009*627/2014C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BJN2,1,Diesel,,,,,,79,85,6,,595/2009*627/2014C,,,172.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI C
00BJN3,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJN4,1,Diesel,,,,,,80,84,6,,595/2009*627/2014,,,309.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJN5,1,Diesel,,,,,,77,89,6,,595/2009*627/2014C,,,323.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJN6,1,Diesel,,,,,,78,90,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BJN7,1,Diesel,,,,,,78,87,6,,595/2009*627/2014C,,,188.00,,0.55,1575,,,,,,,,,,,,,,,,,EURO VI C
00BJN8,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,375.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJN9,1,Diesel,,,,,,78,89,3,,,,,90.00,,,1725,,,,,,,,,,,,,,,,,
00BJP2,1,Diesel,,,,,,80,84,6,,595/2009*627/2014,,,309.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJP3,1,Diesel,,,,,,74,89,6,,595/2009*627/2014,,,290.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BJP7,1,Diesel,,,,,,77,89,6,,595/2009*627/2014C,,,278.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJP9,1,Diesel,,,,,,80,85,6,,595/2009*627/2014C,,,172.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI C
00BJR1,1,Diesel,,,,,,77,91,6,,595/2009*627/2014,,,220.00,,,1650,,,,,,,,,,,,,,,,,EURO VI C
00BJR2,1,Diesel,,,,,,79,84,6,,595/2009*627/2014C,,,157.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI C
00BJR3,1,Diesel,,,,,,,,0,,,,,63.00,,,,,,,,,,,,,,,,,,,,
00BJR4,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJR6,1,Diesel,,,,,,80,93,6,,595/2009*627/2014C,,,175.00,,,1650,,,,,,,,,,,,,,,,,EURO VI C
00BJR7,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,375.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJR8,1,Diesel,,,,,,80,89,5,,2005/55*2006/81G,,,266.00,,,1425,,,,,,,,,,,,,,,,,EURO V
00BJS1,1,Diesel,,,,,,77,85,6,,595/2009*2016/1718C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BJS2,1,Diesel,,,,,,74,89,6,,595/2009*627/2014,,,290.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BJS3,1,Diesel,,,,,,80,93,6,,595/2009*627/2014C,,,175.00,,,1650,,,,,,,,,,,,,,,,,EURO VI C
00BJS4,1,Diesel,,,,,,78,87,6,,595/2009*627/2014C,,,182.00,,,1575,,,,,,,,,,,,,,,,,EURO VI
00BJS6,1,Diesel,,,,,,80,93,6,,595/2009*627/2014C,,,175.00,,,1650,,,,,,,,,,,,,,,,,EURO VI C
00BJS7,1,Diesel,,,,,,80,84,6,,595/2009*627/2014C,,,309.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJT1,1,Diesel,,,,,,80,85,6,,,,,294.00,,,1350,,,,,,,,,,,,,,,,,EURO 6
00BJT4,1,Diesel,,,,,,78,87,6,,595/2009*627/2014C,,,290.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BJT5,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJT6,1,Diesel,,,,,,78,90,6,,595/2009*627/2014C,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BJT9,1,Diesel,,,,,,78,90,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BJV2,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,320.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJV3,1,Diesel,,,,,,77,96,6,,595/2009*627/2014C,,,315.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BJV5,1,Diesel,,,,,,78,90,6,,595/2009*627/2014C,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BJV6,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJV7,1,Diesel,,,,,,80,101,6,,595/2009*627/2014C,,,310.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BJV8,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJV9,1,Diesel,,,,,,75,83,6,,595/2009*2016/1718C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BJX1,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,184.00,,0.65,1650,,,,,,,,,,,,,,,,,EURO VI C
00BJX3,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJX5,1,Diesel,,,,,,80,84,6,,595/2009*627/2014,,,368.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJX6,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BJX7,1,Diesel,,,,,,77,85,6,,595/2009*2016/1718C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BJX9,1,Diesel,,,,,,77,85,6,,595/2009*2016/1718C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BJZ1,1,Diesel,,,,,,77,89,6,,595/2009*627/2014C,,,250.00,,0.55,1350,,,,,,,,,,,,,,,,,EURO VI C
00BJZ2,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BJZ3,1,Diesel,,,,,,71,82,6,,595/2009*627/2014C,,,105.00,,,2850,,,,,,,,,,,,,,,,,EURO VI C
00BJZ4,1,Diesel,,,,,,75,83,6,,595/2009*2016/1718C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BJZ5,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,265.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BJZ6,1,Diesel,,,,,,75,83,6,,595/2009*2016/1718C,,,300.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BJZ8,1,Diesel,,,,,,80,104,6,,595/2009*627/2014C,,,350.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BJZ9,1,Diesel,,,,,,80,92,6,,595/2009*627/2014C,,,382.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BKB1,1,Diesel,,,,,,80,104,6,,595/2009*2016/1718C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BKB2,1,Diesel,,,,,,80,104,6,,595/2009*2016/1718C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BKB3,1,Diesel,,,,,,80,85,6,,595/2009*627/2014C,,,172.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI C
00BKB5,1,Diesel,,,,,,78,87,6,,595/2009*627/2014C,,,315.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BKB6,1,LNG,,,,,,75,88,6,,595/2009*627/2014C,,,250.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BKB8,1,Diesel,,,,,,80,93,6,,595/2009*627/2014C,,,175.00,,,1650,,,,,,,,,,,,,,,,,EURO VI C
00BKB9,1,Diesel,,,,,,80,81,6,,595/2009*627/2014C,,,309.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKD1,1,Diesel,,,,,,75,77,6,,595/2009*64/2012B,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BKD2,1,Diesel,,,,,,78,90,6,,595/2009*627/2014C,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BKD3,1,Diesel,,,,,,77,92,6,,595/2009*64/2012A,,,330.00,,,1350,,,,,,,,,,,,,,,,,EURO VI A
00BKD4,1,Diesel,,,,,,78,90,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BKD5,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKD6,1,Diesel,,,,,,78,85,6,,,,,132.00,,,1725,,,,,,,,,,,,,,,,,EURO 6
00BKD8,1,Diesel,,,,,,80,84,6,,595/2009*627/2014,,,309.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKD9,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,271.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BKF2,1,Diesel,,,,,,75,83,6,,595/2009*2016/1718C,,,300.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BKF3,1,Diesel,,,,,,80,85,6,,595/2009*627/2014C,,,265.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BKF4,1,Diesel,,,,,,80,104,6,,595/2009*2016/1718C,,,310.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BKF5,1,Diesel,,,,,,,,6,,,,,300.00,,,,,,,,,,,,,,,,,,,,
00BKF6,1,Diesel,,,,,,76,85,6,,595/2009*627/2014C,,,235.00,,0.52,1875,,,,,,,,,,,,,,,,,EURO VI
00BKF7,1,Diesel,,,,,,77,91,6,,595/2009*627/2014,,,235.00,,0.50,1425,,,,,,,,,,,,,,,,,EURO VI C
00BKF9,1,Diesel,,,,,,78,88,6,,595/2009*64/2012A,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BKG1,1,Diesel,,,,,,75,83,6,,595/2009*2016/1718C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BKG2,1,Diesel,,,,,,76,85,6,,595/2009*627/2014C,,,235.00,,0.52,1875,,,,,,,,,,,,,,,,,EURO VI C
00BKG3,1,Diesel,,,,,,78,90,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BKG4,1,Diesel,,,,,,77,85,6,,595/2009*2016/1718C,,,315.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BKG5,1,Diesel,,,,,,80,84,6,,595/2009*627/2014,,,235.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKG6,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
