OBJECTID,NAAM,DETAIL,CATEGORIE,MUTATIEDATUM,BOOGSTRAAL,GEOSUBCODE_PVR,KM_GEOCODE_PVR,SPOORNAAM_PVR,GEOSUBCODE,KM_GEOCODE,SPOORNAAM,RECHTSTAND,BINNENZIJDEBOOG,POSITIONELE_NAUWKEURIGHEID_MM,KWALITEIT,PROCESSTATUS,OBSTAKEL_ID,RECHTSTAND_VERTICAAL,SNELHEID,REF_FUNC_SPOORTAK_NAAM_LANG,VERKANTING,BOOGSTRAAL_VERTICAAL,MEETDATUM,REF_FUNCTIONELE_SPOORTAK_PUIC,Shape__Length
82,163-2021-41-0270,,Bovenleiding,2021/11/18 19:36:33+00,550,163__,48.311,sLB-sLA,163__,48.310907,sLB-sLA,N,N,250,Hoog,Voorlopig,284810,Y,60,555_379V_84.4,4.24402392989057e-314,4.24399602852136e-314,2021/10/11 00:00:00+00,5df5d91b-39e8-4fac-a500-e3a16457fcf0,1.91937594024725
83,163-2021-44-0338,,Bovenleiding,2021/11/18 18:15:21+00,4084,163__,47.522,HB,163__,47.521477,HB,N,N,250,Hoog,Voorlopig,284456,Y,60,555_387V_84.4,4.24399158736527e-314,4.24399602852136e-314,2021/11/01 00:00:00+00,2e889544-fbda-4f64-aa63-53c63713db6e,1.81364963540371
84,109-2022-16-1309,,Rijdraad,2022/09/21 10:44:23+00,9000,109__,36.043,VN,109__,36.04269,VN,Y,N,250,Hoog,Voorlopig,305659,Y,80,562_161R_61.2,4.24399158193054e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,e177435a-9507-479b-bc84-c488b8d504e0,0.247315587862957
85,109-2022-16-1557,,Rijdraad,2022/09/21 10:46:32+00,9000,109__,34.019,VN,109__,34.019332,VN,Y,N,250,Hoog,Voorlopig,305907,Y,80,562_161R_61.2,4.24402396052264e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,e177435a-9507-479b-bc84-c488b8d504e0,0.21824756585126
86,609-2022-16-2449,,Gebouw,2022/09/21 11:05:57+00,9000,609__,28.209,520,609__,28.209008,520,Y,Y,250,Hoog,Voorlopig,307649,N,20,609_201L_28.5,4.24402396002858e-314,4.24399326817659e-314,2022/04/24 00:00:00+00,e6e75353-2b78-4b20-a5b4-d1ced9b655f5,4.11072901077169
87,163-2021-34-0491,,Bovenleiding,2022/03/04 09:40:12+00,4019,163__,45.517,sLE-sLD,163__,45.517188,sLE-sLD,N,N,250,Hoog,Voorlopig,299523,Y,60,555_379V_84.4,4.24399159230592e-314,4.24399602852136e-314,2021/08/23 00:00:00+00,5df5d91b-39e8-4fac-a500-e3a16457fcf0,1.92807494667609
88,532-2022-25-1072,,Bovenleiding,2023/02/01 15:45:10+00,3113,532__,10.84,sDO-w1037r,532__,10.840353,sDO-w1037R,N,N,250,Hoog,Voorlopig,316756,Y,140,532_1037R_11.2,4.24399159279999e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,45e5fa27-8744-46b2-83fe-a0136b7ee60e,1.32160546306377
89,589-2022-25-1020,,Rijdraad,2022/10/05 12:21:02+00,9000,589_c,149.706,DZ,589_c,149.705818,DZ,Y,N,250,Hoog,Voorlopig,310577,Y,80,027_955BV_149.2,4.24399158193054e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,69381260-b6d0-4668-b877-a1fb559d7aea,0.20319448811422
90,102-2022-20-1293,,Rijdraad,2022/12/22 08:26:47+00,9000,102__,10.365,LD,102__,10.36515,LD,Y,N,250,Hoog,Voorlopig,316184,Y,120,623_365V_17.0,4.24399158242461e-314,4.24399602852136e-314,2022/05/21 00:00:00+00,e82ffaca-cc4b-431c-aaf4-2aec9f5f2e46,0.280608267875343
91,098-2022-25-1348,,Rijdraad,2022/11/07 13:36:55+00,9000,098__,28.791,s812-w3867r,098__,28.790216,s812-w3867R,Y,N,250,Hoog,Voorlopig,311303,Y,140,098_3831L_27.8,4.24399158291868e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,884f3fee-f7c2-47c3-b42e-505d0e73ea73,0.27307508125056
92,133-2018-41-2406,,Paal,2020/07/22 05:58:09+00,9000,133_a,15.232,HA,133_a,15.233733,HA,Y,N,250,Hoog,Definitief,230950,,,133_1087BV_15.1,,,2018/10/08 00:00:00+00,94ad357c-0e21-4b8e-aaf4-038f373406a2,1.5226358724265
93,133-2018-41-3194,,Paal,2020/03/05 14:18:07+00,1480,133_a,13.935,w1061r-s106,133_a,13.936761,w1061R-s106,N,N,250,Hoog,Definitief,207933,,,133_1061R_13.8,,,2018/10/10 00:00:00+00,95209470-d7bf-40ba-a51d-60c353d07087,2.06192070652584
94,514-2022-05-0090,,Bovenleiding,2022/12/21 09:12:31+00,1025,514_b,65.15,s180-w49B/51As,514_b,65.150525,s180-w49B/51AS,N,N,250,Hoog,Definitief,315762,N,1,514_49BS_65.3,4.24399162491426e-314,4.24402065225908e-314,2022/02/05 00:00:00+00,de4ae7c5-2a2d-4770-a8e0-aacf27a781aa,1.27146293693525
95,163-2021-34-0528,,Bovenleiding,2022/03/04 09:40:12+00,9000,163__,45.418,sHE-sHD,163__,45.418265,sHE-sHD,Y,N,250,Hoog,Voorlopig,299560,N,60,555_387V_84.4,4.24399158242461e-314,4.24399469503818e-314,2021/08/23 00:00:00+00,2e889544-fbda-4f64-aa63-53c63713db6e,1.92675686063395
96,133-2018-41-3234,,Paal,2020/03/05 14:27:56+00,1476,133_a,14.108,106,133_a,14.109697,106,N,N,250,Hoog,Definitief,208080,,,133_1061R_13.8,,,2018/10/10 00:00:00+00,95209470-d7bf-40ba-a51d-60c353d07087,1.97165159194012
97,133-2018-41-3192,,Paal,2020/03/05 14:18:26+00,1409,133_a,13.974,w1061r-s106,133_a,13.974865,w1061R-s106,N,N,250,Hoog,Definitief,207960,,,133_1061R_13.8,,,2018/10/10 00:00:00+00,95209470-d7bf-40ba-a51d-60c353d07087,2.03620676749686
98,531-2022-25-2917,,Bovenleiding,2023/01/26 16:21:22+00,9000,531_c,35.069,4,531_c,35.070081,4,Y,N,250,Hoog,Voorlopig,316583,Y,40,531_2597V_34.7,4.24399158291868e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,7f8e652d-7b27-44e2-885f-3ab2160d7e6f,3.19699624647887
99,047-2022-05-0737,,Rijdraad,2022/06/30 09:37:32+00,9000,047__,63.435,WN,047__,63.434833,WN,Y,N,250,Hoog,Voorlopig,304353,Y,100,514_49AV_65.2,4.2439915868712e-314,4.24399602852136e-314,2022/02/05 00:00:00+00,c95bc0f4-6a92-4ee7-a3fe-744321b9be3c,0.234955314900515
100,096-2022-27-1084,,Rijdraad,2022/11/07 13:39:46+00,9000,096_b,105.465,UP,096_b,105.468116,UP,Y,Y,250,Hoog,Voorlopig,311549,N,1,526_495L_104.3,4.24399158193054e-314,4.24401968537261e-314,2022/07/06 00:00:00+00,6355b66c-99a3-40b0-8b8d-e3f361d368c8,0.269883308116675
101,514-2022-05-0001,,Rijdraad,2022/12/21 09:12:31+00,9000,514_b,65.277,49B/51A,514_b,65.276395,49B/51A,Y,N,250,Hoog,Definitief,315673,N,130,514_49BS_65.3,4.24399158193054e-314,4.24399348902394e-314,2022/02/05 00:00:00+00,de4ae7c5-2a2d-4770-a8e0-aacf27a781aa,0.27272880302601
102,133-2018-41-3844,,Paal,2020/03/05 14:55:09+00,9000,133_a,15.188,w1083Al-sHY,133_a,15.189166,w1083AL-sHY,Y,N,250,Hoog,Definitief,208804,,,133_1083AL_15.1,,,2018/10/11 00:00:00+00,934abd36-f04d-4630-8efb-5bb23ee54c81,1.1235359362299
103,133-2018-41-3869,,Rijdraad,2020/03/05 14:41:54+00,1216,133_a,14.862,123,133_a,14.862782,123,N,N,250,Hoog,Definitief,208598,,,133_1077BV_14.6,,,2018/10/11 00:00:00+00,38a38817-f7ee-4296-9adb-e6ef1b999b69,0.264121184307507
104,133-2018-41-3189,,Rijdraad,2020/03/05 14:18:13+00,1634,133_a,13.945,w1061r-s106,133_a,13.946022,w1061R-s106,N,N,250,Hoog,Definitief,207943,,,133_1061R_13.8,,,2018/10/10 00:00:00+00,95209470-d7bf-40ba-a51d-60c353d07087,0.259277843249283
105,098-2022-25-1305,,Rijdraad,2022/11/07 13:36:55+00,9000,098__,28.794,s814-w3873l,098__,28.793437,s814-w3873L,Y,N,250,Hoog,Voorlopig,311260,Y,140,098_3835R_27.9,4.24399158193054e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,8dd9237d-9b1e-4edd-b106-59779abe0daa,0.256113256197332
106,080-2022-25-1046,,Rijdraad,2022/10/05 11:20:32+00,9000,080__,10.613,671,080__,10.612811,671,Y,N,250,Hoog,Voorlopig,308476,Y,140,080_3401L_9.7,4.24399158193054e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,795b537c-71df-4bc2-afe3-ba6b7dce6d5c,0.297607123570656
107,589-2022-25-1098,,Rijdraad,2022/11/07 19:31:33+00,791,589_d,201.537,DM,,,DM,N,Y,250,Hoog,Voorlopig,312620,Y,80,027_969L_149.5,4.24399160070504e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,4f835615-7791-45c3-8057-eaa9acfc57f6,0.298424194729583
108,133-2018-41-3077,,Paal,2020/07/22 06:11:16+00,9000,133_a,15.174,HB,133_a,15.175012,HB,Y,N,250,Hoog,Definitief,231320,,,133_1087AR_15.0,,,2018/10/09 00:00:00+00,685accac-470c-447b-9c37-7ad230ac4a12,0.772979301145897
109,109-2022-16-1516,,Rijdraad,2022/09/21 10:46:32+00,9000,109__,32.516,w231Av-sVA,109__,32.515959,w231AV-sVA,Y,Y,250,Hoog,Voorlopig,305866,Y,80,562_159L_60.9,4.24399158193054e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,b6deb1ad-d097-4822-a80a-fb28112679ca,0.268337474088134
110,924-2021-08-0174,,Rijdraad,2021/10/21 16:24:49+00,9000,924_a,36.965,w3769r-w3781B/3785As,924_a,36.965715,w3769R-w3781B/3785AS,Y,N,250,Hoog,Definitief,278222,,,924_3769R_36.9,,,2021/02/25 00:00:00+00,56b5acfe-8c2c-49e9-b6f4-acee3d7d1239,0.26998703672584
111,109-2022-16-1391,,Rijdraad,2022/09/21 10:44:23+00,9000,109__,27.904,VR,109__,27.904492,VR,Y,N,250,Hoog,Voorlopig,305741,Y,100,109_243AL_31.0,4.24402396052264e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,3e1aeee2-abd1-4265-a325-1297b1c80778,0.453583509400419
112,924-2020-05-0896,,Overig,2020/03/31 13:49:36+00,1122,924_a,35.5,w01-26v-w1751v,924_a,35.500489,w01-26V-w1751V,N,Y,250,Hoog,Definitief,209990,,,924_01-26V_35.5,,,2020/01/28 00:00:00+00,9c11fe46-7e27-46ea-98b4-3eff4bbd72e9,1.25608956687013
113,047-2022-05-0025,,Rijdraad,2022/12/21 09:12:31+00,9000,047__,63.85,NW,047__,63.84969,NW,Y,N,250,Hoog,Definitief,315491,Y,1,514_49BS_65.3,4.24399158193054e-314,4.24399602852136e-314,2022/02/05 00:00:00+00,de4ae7c5-2a2d-4770-a8e0-aacf27a781aa,0.271661554144123
114,109-2022-16-1389,,Rijdraad,2022/09/21 10:44:23+00,9000,109__,27.963,VR,109__,27.963269,VR,Y,Y,250,Hoog,Voorlopig,305739,Y,100,109_243AL_31.0,4.24399158193054e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,3e1aeee2-abd1-4265-a325-1297b1c80778,0.237255136930689
115,133-2018-41-3477,,Paal,2020/03/05 14:17:11+00,3002,133_a,13.809,w1061l-w1063Bl,133_a,13.809501,1061,N,N,250,Hoog,Definitief,207865,,,133_1061L_13.8,,,2018/10/11 00:00:00+00,dbaff4dd-0954-4a4e-b771-1d30be095fa5,0.592706504097939
116,047-2022-05-0028,,Bovenleiding,2022/12/21 09:12:31+00,9000,047__,63.931,NW,047__,63.931174,NW,Y,Y,250,Hoog,Definitief,315494,N,1,514_49BS_65.3,4.24399158193054e-314,4.24402121005919e-314,2022/02/05 00:00:00+00,de4ae7c5-2a2d-4770-a8e0-aacf27a781aa,2.9289114018693
117,133-2018-41-4025,,Paal,2020/03/05 14:18:32+00,1299,133_a,13.992,w1063Al-s104,133_a,13.993649,w1063AL-s104,N,N,250,Hoog,Definitief,207971,,,133_1063AL_13.8,,,2018/10/11 00:00:00+00,3e54f637-fa43-486f-bdda-07c028fadf6c,1.98645135857891
118,163-2021-34-0091,,Bovenleiding,2021/11/18 18:53:45+00,481,163__,48.445,LA,163__,48.444975,LA,N,N,250,Hoog,Voorlopig,284600,Y,60,555_379V_84.4,4.24399161305668e-314,4.24399602852136e-314,2021/08/23 00:00:00+00,5df5d91b-39e8-4fac-a500-e3a16457fcf0,3.1751404693336
119,531-2022-25-1821,,Bovenleiding,2022/10/05 11:48:47+00,9000,531_c,35.066,15,531_c,35.066198,15,Y,N,250,Hoog,Voorlopig,309798,Y,80,531_2621V_34.7,4.24399158341274e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,69088f7d-3aaa-4e90-b9a7-6d3be82c09f6,3.155320902856
120,034-2022-16-1277,,Rijdraad,2022/09/21 10:37:29+00,4080,034__,5.119,NE,034__,5.119289,NE,N,Y,250,Hoog,Voorlopig,305091,Y,130,610_151BV_13.9,4.24399160712789e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,f21015f5-a848-433b-8d34-b4cb9d05d443,0.283185451603715
121,163-2021-34-0228,,Rijdraad,2021/11/18 19:36:33+00,4859,163__,45.118,LE,163__,45.117855,LE,N,N,250,Hoog,Voorlopig,284768,N,130,555_379V_84.4,4.24399159279999e-314,4.24402297189729e-314,2021/08/23 00:00:00+00,5df5d91b-39e8-4fac-a500-e3a16457fcf0,0.2580484450641
122,096-2022-27-1007,,Rijdraad,2022/11/07 13:39:46+00,1657,096_b,105.616,UB,096_b,105.616392,UB,N,N,250,Hoog,Voorlopig,311472,Y,1,096_497V_104.4,4.24399160317537e-314,4.24399602852136e-314,2022/07/06 00:00:00+00,8b0333a5-63e6-44e5-b635-1efc00f4bb92,0.274273586041383
123,133-2018-41-4075,,Rijdraad,2020/03/05 14:17:01+00,9000,133_a,13.763,s113-w1063Av,133_a,13.763423,s113-w1063AV,Y,N,250,Hoog,Definitief,207842,,,133_1047BV_13.5,,,2018/10/11 00:00:00+00,399842f7-a918-4383-baf0-fd8c5517ff73,0.28429737951659
124,133-2018-41-2777,,Rijdraad,2020/07/22 05:46:06+00,1458,133_a,12.659,RB1,133_a,12.658777,RB1,N,N,250,Hoog,Definitief,230695,,,133_1045BL_13.6,,,2018/10/09 00:00:00+00,529095aa-4c15-4107-9305-10e54902f432,0.273753538789912
125,133-2018-41-3676,,Paal,2020/03/05 14:10:05+00,9000,133_a,12.983,R3,133_a,12.983962,R3,Y,N,250,Hoog,Definitief,207534,,,133_1047BR_13.5,,,2018/10/11 00:00:00+00,5b43c9d2-536e-4f3c-bb33-a8c8e0bdb96f,1.02677163965509
126,535-2022-25-1062,,Rijdraad,2022/11/07 18:55:11+00,9000,535_a,5.538,w3229v-s608,535_a,5.537394,w3229V-s608,Y,N,250,Hoog,Voorlopig,312485,Y,140,535_3229V_5.5,4.24402396002858e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,82e1757b-ea06-4bf7-b53b-4884a9c725d8,0.347588837565305
127,609-2022-16-2446,,Gebouw,2022/09/21 11:05:57+00,9000,609__,28.197,520,609__,28.198278,520,Y,N,250,Hoog,Voorlopig,307646,N,20,609_201L_28.5,4.24402396052264e-314,4.2439954598518e-314,2022/04/24 00:00:00+00,e6e75353-2b78-4b20-a5b4-d1ced9b655f5,3.25528078666035
128,133-2018-41-4086,,Paal,2020/03/05 14:40:52+00,9000,133_a,14.668,123,133_a,14.669522,123,Y,N,250,Hoog,Definitief,208519,,,133_1077BV_14.6,,,2018/10/11 00:00:00+00,38a38817-f7ee-4296-9adb-e6ef1b999b69,0.969191415562478
129,017-2021-04-0228,,Rijdraad,2021/10/21 16:24:49+00,3687,017__,50.849,VC,017__,50.849097,VC,N,N,250,Hoog,Definitief,265846,,,017_11BV_49.5,,,2021/01/25 00:00:00+00,57e8083c-e2cf-4bd1-be27-91cf2cf3efc7,0.248485412046663
130,047-2022-05-0649,,Rijdraad,2022/06/29 10:11:56+00,9000,047__,62.643,WN,047__,62.642594,WN,Y,N,250,Hoog,Voorlopig,303508,N,120,514_49AV_65.2,4.24399158193054e-314,4.24399194161033e-314,2022/02/05 00:00:00+00,c95bc0f4-6a92-4ee7-a3fe-744321b9be3c,0.277908258243615
131,607-2022-16-1246,,Overig,2022/09/21 11:01:32+00,878,607_a,0.424,s861c-sWA,607_a,0.423135,s861c-sWA,N,Y,250,Hoog,Voorlopig,307201,Y,60,607_77V_44.0,4.24399160762196e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,0c829197-cd99-467b-94ab-f9239d376c1a,0.26490941848111
132,133-2018-41-3025,,Paal,2020/07/22 06:10:02+00,9000,133_a,15.757,HB,133_a,15.757689,HB,Y,N,250,Hoog,Definitief,231275,,,133_1087AR_15.0,,,2018/10/09 00:00:00+00,685accac-470c-447b-9c37-7ad230ac4a12,2.06665043004375
133,531-2022-25-1401,,Bovenleiding,2022/10/05 11:40:48+00,9000,531_c,34.94,1,531_c,34.93788,1,Y,N,250,Hoog,Voorlopig,309378,Y,1,531_2583T_34.6,4.24399158193054e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,7d866d24-12de-4c9a-9e86-36775b123734,1.9523076089592
134,047-2022-05-0749,,Rijdraad,2022/06/30 09:37:32+00,9000,047__,63.92,WN,047__,63.920203,WN,Y,N,250,Hoog,Voorlopig,304365,N,100,514_49AV_65.2,4.24402396052264e-314,4.24399167876741e-314,2022/02/05 00:00:00+00,c95bc0f4-6a92-4ee7-a3fe-744321b9be3c,0.261369470290621
135,163-2021-41-0576,,Bovenleiding,2022/03/04 09:30:27+00,9000,163__,47.543,LB,163__,47.543165,,Y,N,250,Hoog,Voorlopig,299470,N,60,,4.24399158291868e-314,4.24399220494732e-314,2021/10/11 00:00:00+00,,2.20672812099724
136,531-2022-25-2616,,Rijdraad,2022/11/07 15:17:25+00,9000,531_c,35.17,11,531_c,35.169498,11,Y,N,250,Hoog,Voorlopig,312409,Y,80,531_2665L_34.7,4.24399158193054e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,2a1fccea-b1c4-43ce-95d5-473bed4f8554,0.265186726666325
137,099-2022-25-1049,,Rijdraad,2022/11/07 13:37:55+00,9000,099__,5.242,BA,099__,5.242329,BA,Y,N,250,Hoog,Voorlopig,311400,N,130,099_1021BR_6.2,4.24399158193054e-314,4.24399450235258e-314,2022/06/26 00:00:00+00,a6f07c69-bb12-4bc2-b067-5941b0f1d8dc,0.199864954406719
138,531-2022-26-2248,,Gebouw,2022/10/05 12:03:22+00,2582,531_d,1.368,93,531_d,1.364122,59,N,N,250,Hoog,Voorlopig,310225,N,1,531_865P_1.5,4.24399158193054e-314,4.24402242694288e-314,2022/06/28 00:00:00+00,4c05aaf7-2b80-491a-9c4d-9014bcc9abc8,1.29964687511647
139,531-2022-25-1372,,Kunstwerk,2022/10/05 11:36:21+00,9000,531_c,34.97,1,531_c,34.968194,1,Y,N,250,Hoog,Voorlopig,309349,Y,1,531_2583T_34.6,4.24402396002858e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,7d866d24-12de-4c9a-9e86-36775b123734,3.09355103400607
140,163-2021-41-0241,,Bovenleiding,2021/11/18 19:36:33+00,2141,163__,45.713,sLE-sLD,163__,45.71269,sLE-sLD,N,N,250,Hoog,Voorlopig,284781,Y,60,555_379V_84.4,4.24402395261759e-314,4.24399602852136e-314,2021/10/11 00:00:00+00,5df5d91b-39e8-4fac-a500-e3a16457fcf0,1.64599908869963
141,109-2022-16-1533,,Rijdraad,2022/09/21 10:46:32+00,9000,109__,32.722,w231Bl-sVN,109__,32.721642,w231BL-sVN,Y,N,250,Hoog,Voorlopig,305883,Y,100,562_161R_61.2,4.24402396052264e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,e177435a-9507-479b-bc84-c488b8d504e0,0.296067559857543
142,133-2018-41-3222,,Rijdraad,2020/03/05 14:35:48+00,1766,133_a,14.44,106,133_a,14.440764,106,N,N,250,Hoog,Definitief,208299,,,133_1061R_13.8,,,2018/10/10 00:00:00+00,95209470-d7bf-40ba-a51d-60c353d07087,0.258507253283153
143,514-2022-05-0321,,Bovenleiding,2022/06/30 09:38:07+00,1007,514_b,65.039,sWN-w49Av,514_b,65.038521,sWN-w49AV,N,N,250,Hoog,Voorlopig,304386,Y,100,514_49AV_65.2,4.24399161305668e-314,4.24399602852136e-314,2022/02/05 00:00:00+00,c95bc0f4-6a92-4ee7-a3fe-744321b9be3c,1.08667980564654
144,100-2022-25-1295,,Rijdraad,2022/11/07 13:42:35+00,2158,100__,10.015,DO,100__,10.015029,DO,N,Y,250,Hoog,Voorlopig,311777,Y,140,532_1037R_11.2,4.24399160663383e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,45e5fa27-8744-46b2-83fe-a0136b7ee60e,0.267824569447988
145,109-2022-16-1532,,Rijdraad,2022/09/21 10:46:32+00,9000,109__,32.762,VN,109__,32.761679,w231BL-sVN,Y,N,250,Hoog,Voorlopig,305882,Y,100,562_161R_61.2,4.24402396002858e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,e177435a-9507-479b-bc84-c488b8d504e0,0.297405447159261
146,109-2022-16-1473,,Bovenleiding,2022/09/21 10:45:09+00,9000,109__,31.267,1,109__,31.266893,1,Y,N,250,Hoog,Voorlopig,305823,N,80,109_233BV_32.2,4.24399158242461e-314,4.24399570441429e-314,2022/04/24 00:00:00+00,592b462d-f9e3-49f2-8e10-7abf9684c8cc,0.625314320961866
147,514-2022-05-1130,,Rijdraad,2022/11/15 13:23:41+00,732,514_b,65.25,49A,514_b,65.249956,49A,N,N,250,Hoog,Voorlopig,312864,Y,40,514_49AL_65.2,4.24399158242461e-314,4.24399602852136e-314,2022/02/06 00:00:00+00,0d9d76ce-6b23-4444-8dbf-81ba4a95b3bb,0.293783934210161
148,099-2022-25-1024,,Bovenleiding,2022/11/07 13:37:55+00,9000,099__,3.293,BN,099__,3.292944,BN,Y,N,250,Hoog,Voorlopig,311375,Y,130,099_1021AV_6.1,4.24399158193054e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,3c298e54-871a-43b9-afe1-4540f0ff3c0a,0.422810832406172
149,133-2018-41-3456,,Paal,2020/03/05 14:10:13+00,9000,133_a,13.029,R4,133_a,13.029219,R4,Y,N,250,Hoog,Definitief,207549,,,133_1015V_8.7,,,2018/10/11 00:00:00+00,78cd3795-746d-41d6-90a0-8273b82aad5b,1.99117302111092
150,109-2022-16-1485,,Rijdraad,2022/09/21 10:45:09+00,9000,109__,34.004,VA,109__,34.003704,VA,Y,N,250,Hoog,Voorlopig,305835,Y,80,562_159L_60.9,4.24399158193054e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,b6deb1ad-d097-4822-a80a-fb28112679ca,0.292933439538746
151,133-2018-41-2677,,Paal,2020/07/22 06:06:47+00,9000,133_a,14.562,w1071l-w1073Al,133_a,14.562847,1071,Y,N,250,Hoog,Definitief,231199,,,133_1071L_14.6,,,2018/10/09 00:00:00+00,949ad438-e52e-4210-a62c-217cbddc567f,0.631734912760091
152,133-2018-41-3190,,Paal,2020/03/05 14:18:42+00,9000,133_a,14.013,w1061r-s106,133_a,14.013737,w1061R-s106,Y,N,250,Hoog,Definitief,207989,,,133_1061R_13.8,,,2018/10/10 00:00:00+00,95209470-d7bf-40ba-a51d-60c353d07087,2.12548159248675
153,097-2022-25-1034,,Rijdraad,2022/10/05 11:21:53+00,9000,097__,21.043,UP7,097__,21.042414,UP7,Y,Y,250,Hoog,Voorlopig,308659,Y,140,080_3425L_11.2,4.24399158193054e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,6ba83e50-6d7b-434e-9b9f-7480709267af,0.278172608284856
154,055-2019-27-0351,,Rijdraad,2020/03/05 13:52:14+00,9000,055__,2.843,w287Bv-w339r,055__,2.843735,w287BV-sGG,Y,Y,250,Hoog,Definitief,206404,,,516_287BV_2.5,,,2019/07/01 00:00:00+00,d5cd7bf8-f64e-4a55-939b-1e6d70c25d90,0.255783111248573
155,109-2022-16-1581,,Bovenleiding,2022/09/21 10:46:32+00,9000,109__,34.105,VN,109__,34.104508,VN,Y,N,250,Hoog,Voorlopig,305931,Y,80,562_161R_61.2,4.24399158193054e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,e177435a-9507-479b-bc84-c488b8d504e0,0.337213582170114
156,096-2022-27-1076,,Bovenleiding,2022/11/07 13:39:46+00,402,096_b,105.193,UP,096_b,105.195951,UP,N,Y,250,Hoog,Voorlopig,311541,N,1,526_495L_104.3,4.24399162936085e-314,4.24399505471797e-314,2022/07/06 00:00:00+00,6355b66c-99a3-40b0-8b8d-e3f361d368c8,0.72009999305652
157,133-2018-41-3864,,Paal,2020/03/05 14:58:48+00,9000,133_a,15.647,HY,133_a,15.648485,HY,Y,N,250,Hoog,Definitief,208971,,,133_1083AL_15.1,,,2018/10/11 00:00:00+00,934abd36-f04d-4630-8efb-5bb23ee54c81,1.17653474236845
158,531-2022-16-1271,,Bovenleiding,2022/09/21 11:39:12+00,0,531_c,35.086,7,531_c,35.086558,7,Y,N,250,Hoog,Voorlopig,308223,Y,80,531_2679R_34.7,4.24399158193054e-314,4.24399602852136e-314,2022/04/20 10:00:00+00,e4a8d30c-0e51-4ccb-8f1a-b4b9359724ed,1.80855107752034
159,589-2022-25-1029,,Rijdraad,2022/10/05 12:21:02+00,9000,589_c,149.643,DZ,589_c,149.642126,DZ,Y,N,250,Hoog,Voorlopig,310586,Y,80,027_955BV_149.2,4.24399158193054e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,69381260-b6d0-4668-b877-a1fb559d7aea,0.234081182498722
160,109-2022-16-1490,,Rijdraad,2022/09/21 10:45:09+00,9000,109__,35.045,VA,109__,35.045046,VA,Y,Y,250,Hoog,Voorlopig,305840,Y,80,562_159L_60.9,4.24399158193054e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,b6deb1ad-d097-4822-a80a-fb28112679ca,0.202595656419381
161,133-2018-41-4043,,Paal,2020/03/05 14:18:25+00,1228,133_a,13.972,w1063Al-s104,133_a,13.973794,w1063AL-s104,N,N,250,Hoog,Definitief,207959,,,133_1063AL_13.8,,,2018/10/11 00:00:00+00,3e54f637-fa43-486f-bdda-07c028fadf6c,1.08474605323089
162,102-2022-20-1292,,Rijdraad,2022/12/22 08:26:47+00,9000,102__,10.363,LD,102__,10.363315,LD,Y,N,250,Hoog,Voorlopig,316183,Y,120,623_365V_17.0,4.24399158242461e-314,4.24399602852136e-314,2022/05/21 00:00:00+00,e82ffaca-cc4b-431c-aaf4-2aec9f5f2e46,0.279732014613987
163,125-2021-05-0236,,Rijdraad,2021/10/21 16:24:49+00,9000,125__,26.349,AF,125__,26.348979,AF,Y,N,250,Hoog,Definitief,271824,,,551_161AR_23.6,,,2021/02/05 00:00:00+00,1e036068-f728-4ff5-adb9-5ab71d3af682,0.274249886052848
164,133-2018-41-4041,,Rijdraad,2020/03/05 14:18:38+00,2774,133_a,14.004,w1063Al-s104,133_a,14.005176,w1063AL-s104,N,N,250,Hoog,Definitief,207980,,,133_1063AL_13.8,,,2018/10/11 00:00:00+00,3e54f637-fa43-486f-bdda-07c028fadf6c,0.26864288563072
