ELEMENTNUMMER,SRT_NAAM,Nederlandse naam,HOOGTE,DIAMETER,AANLEGJAAR,STANDPLAATS,BOOMVORM,EIGENDOM,EINDBEELD,STATUS,COORD_X,COORD_Y,longitude,latitude
"00-01-371-0200","Tilia x europaea","Hollandse linde","8","20","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105653.747","425454.465","4.6718904115551","51.8164727414767"
"00-01-371-0190","Tilia x europaea","Hollandse linde","8","20","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105661.379","425451.712","4.6720014954811","51.8164486703373"
"00-01-371-0180","Tilia x europaea","Hollandse linde","8","30","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105668.8","425448.789","4.67210954330617","51.8164230523252"
"00-01-371-0170","Tilia x europaea","Hollandse linde","8","25","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105676.42","425445.865","4.67222047735061","51.8163974428225"
"00-01-371-0130","Tilia x europaea","Hollandse linde","8","25","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105761.912","425414.704","4.673464850412","51.816124894777"
"01-05-106-0450","Crataegus x media 'Paul's Scarlet'","Meidoorn","5","15","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","105957.123","425424.503","4.67629469024263","51.8162301753626"
"01-05-106-0460","Crataegus x media 'Paul's Scarlet'","Meidoorn","4","10","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","105961.162","425428.15","4.6763527523912","51.8162633128666"
"01-05-106-0470","Crataegus x media 'Paul's Scarlet'","Meidoorn","3","10","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","105964.007","425432.155","4.67639344667336","51.8162995633832"
"01-05-106-0510","Carpinus betulus 'Fastigiata'","","7","10","2005","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105974.858","425435.875","4.67655029649505","51.8163339558215"
"01-05-106-0530","Carpinus betulus 'Fastigiata'","","5","10","2005","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105980.719","425430.677","4.67663603863127","51.8162877468553"
"01-05-106-0540","Carpinus betulus 'Fastigiata'","","6","10","2005","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105983.477","425428.091","4.67667640593953","51.8162647440442"
"01-05-106-0590","Carpinus betulus 'Fastigiata'","","7","10","2005","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105992.026","425434.669","4.67679946363282","51.8163246240072"
"01-05-106-0600","Carpinus betulus 'Fastigiata'","","7","10","2005","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105995.276","425437.844","4.67684614991604","51.816353449198"
"01-05-106-0610","Carpinus betulus 'Fastigiata'","","7","10","2005","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105998.426","425441.391","4.67689133317453","51.8163856094412"
"01-05-106-0650","Carpinus betulus 'Fastigiata'","","5","5","2005","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106001.62","425445.38","4.67693709200164","51.8164217466092"
"01-05-106-0950","Gleditsia triacanthos","Valse christusdoorn","6","15","1996","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105923.932","425341.144","4.67582513971905","51.8154779535309"
"01-05-106-0940","Gleditsia triacanthos","Valse christusdoorn","5","15","1996","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105923.346","425350.274","4.67581534469015","51.8155599702686"
"01-05-106-0930","Gleditsia triacanthos","Valse christusdoorn","6","15","1996","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105927.803","425350.541","4.67587994778709","51.8155627624366"
"01-05-106-0920","Gleditsia triacanthos","Valse christusdoorn","5","15","1996","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105928.045","425345.934","4.67588411154432","51.8155213720461"
"01-05-106-0910","Gleditsia triacanthos","Valse christusdoorn","6","15","1996","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105923.52","425345.632","4.67581852725488","51.8155182592872"
"01-05-106-0900","Gleditsia triacanthos","Valse christusdoorn","5","15","1998","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105919.134","425345.397","4.67575494941234","51.8155157609767"
"01-05-106-0820","Pyrus calleryana 'Chanticleer'","","7","15","1996","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105911.403","425372.277","4.67563900791424","51.8157567011984"
"01-05-106-0810","Pyrus calleryana 'Chanticleer'","","7","15","1996","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105907.816","425368.198","4.67558756378556","51.8157197199372"
"01-03-346-0140","Tilia x europaea","Hollandse linde","4","15","2001","GRAS INTENSIEF","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst en -structuur","104623.638","424922.662","4.65702771380133","51.811600365531"
"01-05-106-0800","Pyrus calleryana 'Chanticleer'","","5","10","2005","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105904.196","425364.219","4.67553562693051","51.8156836346346"
"01-03-346-0130","Tilia x europaea","Hollandse linde","4","15","2001","GRAS INTENSIEF","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst en -structuur","104627.072","424921.016","4.65707775322796","51.8115858800134"
"01-05-106-0790","Pyrus calleryana 'Chanticleer'","","7","15","1996","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105900.657","425360.257","4.67548486250975","51.81564770925"
"01-05-106-0780","Pyrus calleryana 'Chanticleer'","","6","15","1996","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105897.052","425356.197","4.67543315487423","51.8156108971248"
"01-05-106-0770","Carpinus betulus 'Fastigiata'","","10","20","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105889.297","425355.341","4.67532080363825","51.8156025198977"
"01-03-281-0140","Laburnum x watereri 'Vossii'","","5","25","1980","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Geen status","104973.459","424674.811","4.66213666221953","51.8094039551062"
"01-05-106-0760","Carpinus betulus 'Fastigiata'","","11","25","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105885.758","425358.494","4.67526902862323","51.8156305501572"
"01-05-556-0170","Pyrus calleryana 'Chanticleer'","","5","5","2013","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 2m rondom","Geen status","105890.279","425237.957","4.675351721085","51.8145474579727"
"01-05-106-0750","Carpinus betulus","Haagbeuk","11","25","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105882.673","425361.222","4.67522389841976","51.8156548001079"
"01-03-366-0020","Acer negundo","Veder esdoorn","5","5","2012","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Geen status","104993.545","424770.515","4.66241409089905","51.8102660262424"
"01-05-106-0740","Carpinus betulus","Haagbeuk","11","25","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105879.037","425364.527","4.67517069486698","51.8156841880883"
"01-03-366-0010","Acer negundo","Veder esdoorn","5","5","2012","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Geen status","104992.61","424773.57","4.66240009149209","51.8102933996521"
"01-05-106-0730","Carpinus betulus","Haagbeuk","9","20","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105875.857","425360.943","4.67512508369958","51.8156516919534"
"01-05-106-0720","Carpinus betulus","Haagbeuk","10","20","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105872.962","425357.522","4.67508358286572","51.8156206860872"
"01-03-151-0590","Platanus x hispanica","plataan","18","95","1930","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6/8 beide zijde verschil.","Bomenlijst","105333.765","424854.131","4.6673357866118","51.8110480282238"
"01-05-106-0710","Carpinus betulus","Haagbeuk","11","25","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst","105869.849","425353.967","4.67503893942226","51.815588456497"
"01-03-151-0550","Platanus x hispanica","plataan","18","90","1930","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6/8 beide zijde verschil.","Bomenlijst","105328.468","424835.14","4.66726169878304","51.8108768493048"
"01-05-106-0700","Carpinus betulus","Haagbeuk","12","25","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105866.991","425350.817","4.67499793680936","51.8155598898404"
"01-03-151-0270","Platanus x hispanica","plataan","15","35","1975","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105283.571","424839.504","4.66660998748089","51.8109120771295"
"01-05-106-0690","Carpinus betulus","Haagbeuk","12","25","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105870.526","425347.712","4.6750496470764","51.8155322908134"
"01-03-151-0360","Platanus x hispanica","plataan","15","50","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105291.059","424819.573","4.66672144172941","51.810733587635"
"01-05-106-0680","Carpinus betulus","Haagbeuk","12","25","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105873.753","425344.882","4.67509685120459","51.8155071365725"
"01-05-106-0670","Carpinus betulus","Haagbeuk","11","25","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105877.095","425341.834","4.67514575412853","51.8154800328691"
"01-03-151-0310","Platanus x hispanica","plataan","14","40","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105295.111","424882.449","4.66677116416839","51.8112991316894"
"01-03-151-0300","Platanus x hispanica","plataan","15","50","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105290.6","424872.35","4.66670719815393","51.811207951325"
"01-03-151-0290","Platanus x hispanica","plataan","15","50","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105286.97","424861.943","4.66665605276519","51.8111140808719"
"01-03-151-0280","Platanus x hispanica","plataan","15","45","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105284.806","424850.991","4.66662624554074","51.8110154421248"
"01-03-151-0340","Platanus x hispanica","plataan","15","50","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105322.797","424894.38","4.66717094851074","51.8114088438878"
"01-03-151-0330","Platanus x hispanica","plataan","15","45","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105312.024","424896.354","4.66701443593008","51.811425628403"
"01-03-281-0200","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","8","30","1985","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105012.745","424714.66","4.66270059086154","51.8097656713162"
"01-03-281-0240","Acer platanoides 'Globosum'","Bolesdoorn","5","5","2012","BEPLANTING","","Gemeente Dordrecht","Vormboom","Geen status","105013.353","424722.412","4.66270828192207","51.8098354068118"
"01-03-281-0100","Betula pendula","Ruwe berk","13","35","1975","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","104987.256","424726.113","4.66232930939861","51.809866336037"
"01-03-281-0090","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","14","80","1930","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst","104978.47","424715.117","4.66220349085576","51.8097667069548"
"01-03-281-0250","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","14","65","1930","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst","104975.431","424703.941","4.66216103800387","51.8096659751179"
"01-03-281-0020","Aesculus hippocastanum 'Baumannii'","witte paardenkastanje","12","71","1960","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst","104974.004","424738.554","4.66213533720157","51.8099769780436"
"01-03-281-0270","Aesculus hippocastanum","witte paardenkastanje","6","15","2009","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","104976.563","424748.831","4.66217095963975","51.8100695858736"
"01-03-281-0160","Tilia x europaea","Hollandse linde","11","30","1980","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst","104984.613","424749.197","4.66228764338615","51.8100735975813"
"01-03-046-0130","Fagus sylvatica","Beuk","15","120","1930","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst en -structuur","106006.721","424791.789","4.67710369414349","51.8105471535753"
"01-03-046-0170","Platanus x hispanica","plataan","17","95","1930","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst en -structuur","105998.547","424798.209","4.67698424792658","51.8106041441629"
"01-03-406-0040","Platanus x hispanica","plataan","17","105","1930","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst en -structuur","106010.108","424800.312","4.6771516036878","51.8106240631514"
"01-03-406-0030","Platanus x hispanica","plataan","20","105","1930","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst en -structuur","106018.493","424795.096","4.677273939044","51.8105779135174"
"01-03-046-0930","Platanus x hispanica","plataan","17","95","1930","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst en -structuur","105983.835","424802.367","4.67677031007849","51.8106402273767"
"01-03-046-0150","Fagus sylvatica","Beuk","18","120","1930","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105999.597","424779.443","4.67700213396222","51.8104355512996"
"01-03-046-0090","Platanus x hispanica","plataan","17","110","1930","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106001.169","424759.311","4.67702778323596","51.8102547254859"
"01-03-046-0100","Fagus sylvatica","Beuk","18","80","1950","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106009.989","424765.457","4.6771548161589","51.8103107457012"
"01-03-046-0120","Tilia x europaea 'Euchlora'","Krimlinde","15","55","1930","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106010.358","424777.978","4.67715839331562","51.8104233277259"
"01-03-046-0160","Platanus x hispanica","plataan","17","90","1930","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105994.336","424769.582","4.67692723853098","51.8103464499342"
"01-03-046-0050","Platanus x hispanica","plataan","17","95","1930","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","106038.414","424765.068","4.67756707831708","51.8103097445565"
"01-03-046-0060","Fagus sylvatica","Beuk","18","125","1930","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","106027.185","424778.435","4.67740234708432","51.8104289131058"
"01-03-046-0070","Platanus x hispanica","plataan","18","120","1930","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106014.965","424757.579","4.67722809196992","51.8102403683594"
"01-03-406-0020","Platanus x hispanica","plataan","18","100","1930","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst en -structuur","106046.711","424771.691","4.67768646020888","51.810370005985"
"01-03-406-0240","Platanus x hispanica","plataan","17","95","1930","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst en -structuur","106032.593","424801.07","4.67747756636917","51.8106328508795"
"01-03-046-0040","Acer pseudoplatanus 'Erectum'","","13","45","1975","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst en -structuur","106045.585","424757.216","4.67767218069597","51.8102397932928"
"01-03-046-0530","Fraxinus excelsior","gewone es","9","21","1980","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4/6 beide zijde verschil.","Bomenlijst","105958.773","424765.709","4.67641206823157","51.8103085108172"
"01-03-046-0360","Platanus x hispanica","plataan","18","120","1930","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst en -structuur","105884.266","424691.911","4.67534208241059","51.8096385955671"
"01-03-046-0280","Platanus x hispanica","plataan","20","100","1930","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst","105922.485","424693.427","4.67589609426273","51.8096555862753"
"01-03-046-0980","Taxus baccata","Taxus","10","35","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105930.984","424726.181","4.6760146934368","51.8099507552537"
