MAATREGEL;OPMERKING;PLAATSINGSDATUM;BOUWJAAR;LEEFTIJD;OMSCHRIJVING;UITGEVOERD;JAAR_GEREALISEERD;ECO_CODE;IMGEO_KUNSTWERK_TYPE_CODE;IMGEO_KUNSTWERK_TYPE_OMSC;GEBIED_ID;GEBIED_CODE;GEBIED_OMSC;IMGEO_KUNSTWERKDEELTYPE_P_CODE;IMGEO_KUNSTWERKDEELTYPE_P_OMSC;BUURT_ID;BUURT_CODE;BUURT_OMSC;IMGEO_PLUS_STATUS_CODE;IMGEO_PLUS_STATUS_OMSC;STRAAT_CODE;STRAAT_OMSC;BEHEERDER_CODE;BEHEERDER_OMSC;EIGENAAR_CODE;EIGENAAR_OMSC;FAUNAVOORZIENINGTYPE_CODE;FAUNAVOORZIENINGTYPE_OMSC;COUNTER;ID;GUID
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30169;30;Rustenburg;;;;;;;;;KML;Kademuur-laag;251;2829001;{64BE75EE-817D-4EE1-8E92-35A694DA1638}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30219;84;Leyenburg;;;;;;;;;KMW;Kademuur-waardevol;252;2829002;{63CEF53B-4657-4CBF-826C-93E854E5C7F9}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30219;84;Leyenburg;;;;;;;;;KMW;Kademuur-waardevol;253;2829004;{5312031B-1743-4495-A0D1-19C9C378E4A0}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30169;30;Rustenburg;;;;;;;;;KMW;Kademuur-waardevol;254;2829005;{ECEB44C4-D981-433D-BF4F-017EA0D5B34C}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30174;35;Oostbroek-zuid;;;;;;;;;KMW;Kademuur-waardevol;255;2829073;{35B26597-2A77-4279-A345-61926976A9AA}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30163;21;Groente- en Fruitmarkt;;;;;;;;;KMW;Kademuur-waardevol;256;2829074;{37CB711B-BFAB-41BA-8ECC-060A43C30770}
Ecotunnel en geleiding aan overzijde Hofzichtlaan aanleggen ;droge vierkante metalen tunnel (metaal gecoat);;2012;5;Ecotunnel onder de Granaathorst ter hoogte van de T-kruising Ivoorhorst/Granaathorst;Ja;2012;SZ 14;NBGT;niet BGT;117660;;Schenkzone;NBGT_FVZ;faunavoorziening;30204;69;Burgen en Hosten;;;;;;;;;ET;Ecotunnel;170;2492749;{39EB7EAE-1234-463D-A634-525446FF6B7C}
Ecotunnel en geleiding aanleggen;"Code Groenbedrijf 17.1; droge, rechthoekige betonnen tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnel";;;;Ecotunnel onder de Boslaan langs het fietspad van de Bezuidenhoutseweg aan de kant van het bos;Ja;;SZ BN4;NBGT;niet BGT;207150;;Haagse Bos;NBGT_FVZ;faunavoorziening;30188;49;Haagse Bos;;;;;;;;;ET;Ecotunnel;171;2492754;{46142552-A975-4EBE-AA7B-EEDF71549F0E}
Ecotunnel en geleiding aanleggen;"Code Groenbedrijf 17.1; droge, rechthoekige betonnen tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnel";;;;Ecotunnel onder de Boslaan langs het fietspad van de Bezuidenhoutseweg aan de kant van het bos;Ja;;SZ BN3;NBGT;niet BGT;207149;;Haagse Bos;NBGT_FVZ;faunavoorziening;30188;49;Haagse Bos;;;;;;;;;ET;Ecotunnel;172;2492755;{A05C56BC-456F-4728-9F80-E2B91F772D2B}
Ecotunnel en geleiding aanleggen;"Code Groenbedrijf 17.1; droge, rechthoekige betonnen tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnel";;;;Ecotunnel onder de Boslaan langs het fietspad van de Bezuidenhoutseweg aan de kant van het bos;Ja;;SZ BN4;NBGT;niet BGT;207150;;Haagse Bos;NBGT_FVZ;faunavoorziening;30188;49;Haagse Bos;;;;;;;;;ET;Ecotunnel;173;2492756;{7CC64BC2-CD13-48CE-A1FC-4B65BA766D6B}
;rechthoekige betonnen tunnel, plafond is rooster dat onderdeel is van de weg, Code Groenbedrijf: 20.4.9;;;;Ecotunnel onder de Berkebroeklaan nabij de kruising met de Middelweg;Ja;;YB BN12;NBGT;niet BGT;793860;;Ypenburgzone;NBGT_FVZ;faunavoorziening;30250;115;De Bras;;;;;;;;;ET;Ecotunnel;174;2492829;{D5364352-2DB9-4814-9E9C-6B4E9D12799B}
;halfronde betonnen tunnel, Code Groenbedrijf: 20.3;;;;Ecotunnel onder de Middelweg tussen de kruisingen met de Berkebroeklaan en de Rijsbes;Ja;;YB BN3;NBGT;niet BGT;793860;;Ypenburgzone;NBGT_FVZ;faunavoorziening;30250;115;De Bras;;;;;;;;;ET;Ecotunnel;175;2492830;{31567D17-1CBF-47BB-81FF-BDF87EA38F03}
;rechthoekige betonnen tunnel, plafond is rooster dat onderdeel van de weg is, Code Groenbedrijf: 20.4.8;;;;Ecotunnel onder de Rijsbes nabij de kruising met de Middelweg;Ja;;YB BN11;NBGT;niet BGT;793854;;Ypenburgzone;NBGT_FVZ;faunavoorziening;30250;115;De Bras;;;;;;;;;ET;Ecotunnel;176;2492831;{37666D2D-1F36-45BE-8DC6-88E8C63BA39D}
;"Code Groenbedrijf: 20.4.7; Rechthoekige betonnen tunnel, plafond is rooster dat onderdeel van de weg is";;;;Ecotunnel onder de Middelweg rechts van lichtmast 12;Ja;;YB BN10;NBGT;niet BGT;1199151;;Groen gemeente Delft;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;177;2492840;{604C522D-E9B9-4156-AC4B-A12B09F46B84}
;Rechthoekige betonnen tunnel, plafond is rooster dat ondedeel is van de weg, Code Groenbedrijf: 20.4.6;;;;Ecotunnel onder het Wollegras nabij de kruising met de Middelweg;Ja;;YB BN9;NBGT;niet BGT;793854;;Ypenburgzone;NBGT_FVZ;faunavoorziening;30250;115;De Bras;;;;;;;;;ET;Ecotunnel;178;2492841;{6724FB60-E0F1-442A-9DE8-CC89BE119667}
;Rechthoekige betonnen tunnel, plafond is rooster, Code Groenbedrijf: 20.4.4;;;;Ecotunnel als verbinding van de sloten tussen Middelweg 6 en Hennegras 6;Ja;;YB BN7;NBGT;niet BGT;1223704;;Ypenburgzone;NBGT_FVZ;faunavoorziening;30250;115;De Bras;;;;;;;;;ET;Ecotunnel;179;2492846;{7BE0882D-CE6E-4BA1-B067-413715E6FB97}
tunnel en geleiding aanleggen;"Code Groenbedrijf: 20.4.5; halfronde betonnen tunnel, plafond is rooster dat onderdeel is van het Groen";;;;Ecotunnel onder de Middelweg links van lichtmast 15;Ja;;YB BN8;NBGT;niet BGT;1199151;;Groen gemeente Delft;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;180;2492851;{B0CAC4B0-3AFA-451C-A7F4-C4B93BFFF56E}
tunnel en geleiding aanleggen;"Code Groenbedrijf: 20.4.3; rechthoekige betonnen tunnel, plafond is rooster dat onderdeel is van de weg";;;;Ecotunnel onder de Middelweg achter lichtmast 16;Ja;;YB BN6;NBGT;niet BGT;1199151;;Groen gemeente Delft;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;181;2492854;{B624AE37-F1ED-4C21-91DA-2B8B43400E84}
tunnel met geleiding aanleggen;"Code Groenbedrijf: 20.4.2; Rechthoekige betonnen tunnel, plafond is rooster dat onderdeel is van de weg";;;;Ecotunnel onder de Middelweg nabij lichtmast 19;Ja;;YB BN5;NBGT;niet BGT;1199151;;Groen gemeente Delft;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;182;2493250;{8503587E-5B77-4EA3-9381-C76BF2118EF0}
;halfronde betonnen tunnel, Code Groenbedrijf: 20.2;;;;Ecotunnel onder de Middelweg tussen de kruisingen met de Oeverwallaan en het Zomereik;Ja;;YB BN2;NBGT;niet BGT;1223705;;Ypenburgzone;NBGT_FVZ;faunavoorziening;30250;115;De Bras;;;;;;;;;ET;Ecotunnel;183;2493253;{CE4A5006-07A3-45C7-8B3A-4DDBE0DEA349}
;Halfronde betonnen tunnel, Code Groenbedrijf: 20.1;;;;Ecotunnel onder de Middelweg tussen de kruisingen met het Zomereik en de Gele Lis;Ja;;YB BN1;NBGT;niet BGT;1223706;;Ypenburgzone;NBGT_FVZ;faunavoorziening;30250;115;De Bras;;;;;;;;;ET;Ecotunnel;184;2493263;{9C408E7D-55E8-4E8B-9ADA-8C7EDE33BF34}
;rechthoekige betonnen tunnel, plafond is rooster dat onderdeel van de weg is, TUNNEL DOODLOPEND ! Code Groenbedrijf: 20.4.1;;;;Ecotunnel onder de Gele Lis nabij de kruising met de Middelweg;Ja;;YB BN4;NBGT;niet BGT;1223706;;Ypenburgzone;NBGT_FVZ;faunavoorziening;30250;115;De Bras;;;;;;;;;ET;Ecotunnel;185;2493265;{BF56B79E-7B86-4371-96BA-DCC648479680}
;vervangen in 2013 - 2014;;2014;4;;Ja;;KMV;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30154;12;Voorhout;;;;;;;;;KMV;Kademuur-vervangen traditioneel;186;2816390;{AD3805F6-BCE5-4F17-9FF1-AC1B8C35B0E6}
;vervangen in 2015;;2015;3;;Ja;;KMV;NBGT;niet BGT;2391454;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30160;18;Huygenspark;;;;;;;;;KMV;Kademuur-vervangen traditioneel;187;2816391;{B898597E-EBA3-4F3A-9F2F-894DAE6772C2}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30160;18;Huygenspark;;;;;;;;;KMW;Kademuur-waardevol;188;2816394;{0F621BCD-941B-46AC-A2A4-41C873060DAD}
;;;;;;Ja;;KMW;NBGT;niet BGT;2391469;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30195;60;Binckhorst;;;;;;;;;KMW;Kademuur-waardevol;189;2816396;{F2FC1D47-3338-4F8A-9535-B0D80CD7F164}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30153;11;Kortenbos;;;;;;;;;KML;Kademuur-laag;190;2816534;{55CB6767-4B20-4ECB-B72B-846DBECC6C82}
;;;;;;Ja;;KML;NBGT;niet BGT;2391453;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30154;12;Voorhout;;;;;;;;;KML;Kademuur-laag;191;2816535;{2ED46C95-608D-4D12-BF67-C823408C3A53}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30154;12;Voorhout;;;;;;;;;KML;Kademuur-laag;192;2816536;{E5CBF079-20E7-4778-A3FD-6BA089564245}
;;;;;;Ja;;KML;NBGT;niet BGT;2391453;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30154;12;Voorhout;;;;;;;;;KML;Kademuur-laag;193;2816537;{5350D41F-746D-4C2F-B256-3FD4C57190AE}
;vervanging 2017 - 2018;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30153;11;Kortenbos;;;;;;;;;KML;Kademuur-laag;194;2816543;{8A4A54EA-5D79-4A0F-B350-BA89E132E406}
;;;;;;Ja;;KML;NBGT;niet BGT;2576050;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30154;12;Voorhout;;;;;;;;;KML;Kademuur-laag;195;2816544;{02942EEC-A7FE-47ED-92C2-CA3BA784E1F3}
;;;;;;Ja;;KMG;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30154;12;Voorhout;;;;;;;;;KMG;Kademuur-gemiddeld;196;2816545;{E4BEEB42-BC88-49A1-A557-281614D2F0B4}
;;;;;;Ja;;KMG;NBGT;niet BGT;2391441;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30154;12;Voorhout;;;;;;;;;KMG;Kademuur-gemiddeld;197;2816554;{519AD742-5968-42A9-821B-271E8CEE72B9}
;;;;;;Ja;;KMG;NBGT;niet BGT;2391441;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30154;12;Voorhout;;;;;;;;;KMG;Kademuur-gemiddeld;198;2816556;{DF6F65BC-EAF6-46ED-A614-06116C144825}
;vervangen 2013 - 2014;;2014;4;;Ja;;KMV;NBGT;niet BGT;2576050;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30187;48;Nassaubuurt;;;;;;;;;KMV;Kademuur-vervangen traditioneel;199;2816574;{37422941-638E-456D-B28C-44A2D8E792FC}
;vervangen 2013 - 2014;;2014;4;;Ja;;KMV;NBGT;niet BGT;2576050;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30154;12;Voorhout;;;;;;;;;KMV;Kademuur-vervangen traditioneel;200;2816577;{A9F8765E-D15C-4C23-8F8D-D806B0C38EBB}
;vervangen 2013 - 2014;;2014;4;;Ja;;KMV;NBGT;niet BGT;2576050;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30187;48;Nassaubuurt;;;;;;;;;KMV;Kademuur-vervangen traditioneel;201;2816605;{5632973E-90A5-42AB-8131-7E16A923628E}
; vervangen 2013 - 2014;;2014;4;;Ja;;KMV;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30188;49;Haagse Bos;;;;;;;;;KMV;Kademuur-vervangen traditioneel;202;2816609;{EEC38DC0-0AF9-4C79-BB83-C53EA9F05ECB}
;;;;;;Ja;;KML;NBGT;niet BGT;2391442;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30154;12;Voorhout;;;;;;;;;KML;Kademuur-laag;203;2816615;{D32B0E77-7BDB-4FAE-B620-CCE269052730}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30154;12;Voorhout;;;;;;;;;KML;Kademuur-laag;204;2816637;{A4F2AF0D-4CD8-4DF3-B327-9FD8164D9FAC}
;;;;;;Ja;;KMG;NBGT;niet BGT;2391442;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30154;12;Voorhout;;;;;;;;;KMG;Kademuur-gemiddeld;205;2816638;{1A7BD199-CFD3-42E1-BE06-1C34AA44B81D}
;vervangen in 2013 - 2014;;2014;4;;Ja;;KMV;NBGT;niet BGT;2391441;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30188;49;Haagse Bos;;;;;;;;;KMV;Kademuur-vervangen traditioneel;206;2816646;{D03BE164-58DB-48EC-BA98-185C1DDD8B34}
;;;;;;Ja;;KML;NBGT;niet BGT;2352208;;Lijn 2;NBGT_FVZ;faunavoorziening;30155;13;Uilebomen;;;;;;;;;KML;Kademuur-laag;207;2816654;{7ED275B9-D65A-447E-BDA7-80FD388D0FE9}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30155;13;Uilebomen;;;;;;;;;KML;Kademuur-laag;208;2816655;{2F899FEF-1F7B-4CF5-B203-A14F05ADDE57}
;te vervangen in 2020;;;;;Ja;;KML;NBGT;niet BGT;2391441;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30155;13;Uilebomen;;;;;;;;;KML;Kademuur-laag;209;2816656;{D031F2DC-0546-4533-AF79-72379DB35F5D}
;;;;;;Ja;;KML;NBGT;niet BGT;2352208;;Lijn 2;NBGT_FVZ;faunavoorziening;30198;63;Rivierenbuurt-noord;;;;;;;;;KML;Kademuur-laag;210;2816657;{E34E9ADA-1F0D-44FE-8C0E-02AA247478FE}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30198;63;Rivierenbuurt-noord;;;;;;;;;KML;Kademuur-laag;211;2816658;{DA563AB0-774C-4884-A32B-595A7D9F9A1F}
;te vervangen in 2020;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30198;63;Rivierenbuurt-noord;;;;;;;;;KML;Kademuur-laag;212;2816659;{4FBAAD62-4D4B-4DD6-A6B7-F6E4DA5CF863}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30155;13;Uilebomen;;;;;;;;;KML;Kademuur-laag;213;2816660;{1630DBA1-66EB-4219-89E0-0F0545120AA0}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30198;63;Rivierenbuurt-noord;;;;;;;;;KML;Kademuur-laag;214;2816661;{1B1155B3-D10C-45C2-83DE-4C7A336BD74D}
;;;;;;Ja;;KML;NBGT;niet BGT;2391441;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30155;13;Uilebomen;;;;;;;;;KML;Kademuur-laag;215;2816662;{9318856F-6F38-4D4B-82A4-0F222D4B5DD8}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30198;63;Rivierenbuurt-noord;;;;;;;;;KML;Kademuur-laag;216;2816663;{F151E249-4225-4CA9-937F-129C4699C0BC}
;;;;;;Ja;;KML;NBGT;niet BGT;2391454;;Foerageergebied vleermuizen;NBGT_FVZ;faunavoorziening;30156;14;Zuidwal;;;;;;;;;KML;Kademuur-laag;217;2816664;{C25C0007-6B04-4919-99A3-82F4C183CFD6}
;;;;;;Ja;;KMG;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30160;18;Huygenspark;;;;;;;;;KMG;Kademuur-gemiddeld;218;2816665;{CBEEB79D-EAB6-41FB-A14D-6E27116B0DE9}
;vervangen 2016 - 2017;;2017;1;;Ja;;KMV;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30156;14;Zuidwal;;;;;;;;;KMV;Kademuur-vervangen traditioneel;219;2816666;{103538E2-4DFB-49EB-8EE5-92ABDF977A26}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30160;18;Huygenspark;;;;;;;;;KMW;Kademuur-waardevol;220;2816667;{86BAF575-C505-4A67-92A7-92D9DCD161CD}
;vervangen 2017;;2017;1;;Ja;;KMV;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30156;14;Zuidwal;;;;;;;;;KMV;Kademuur-vervangen traditioneel;221;2828839;{1B4FD94D-255C-41F4-94F9-46DB086A34E3}
;te vervangen in 2019;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30160;18;Huygenspark;;;;;;;;;KMW;Kademuur-waardevol;222;2828840;{7FE60A07-49DA-4240-8260-30AF1A010D9A}
;vervangen 2017;;2017;1;;Ja;;KMV;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30156;14;Zuidwal;;;;;;;;;KMV;Kademuur-vervangen traditioneel;223;2828841;{1495899E-6171-4F91-83AE-08C4FCDFD0CA}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30158;16;Schildersbuurt-noord;;;;;;;;;KMW;Kademuur-waardevol;224;2828842;{E45EDB38-E968-433E-BC5B-28C7071CE364}
;vervangen in 2016;;2016;2;;Ja;;KMV;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30164;22;Laakhaven-west;;;;;;;;;KMV;Kademuur-vervangen traditioneel;320;2828978;{183C6EF6-79EC-4629-B97F-72C1A13A8952}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30164;22;Laakhaven-west;;;;;;;;;KMW;Kademuur-waardevol;321;2828979;{128E484E-5306-4B0C-A026-901540AAE6B9}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30195;60;Binckhorst;;;;;;;;;KML;Kademuur-laag;322;2828980;{8F7FCB9A-76A0-48DD-B403-AF4DC7075345}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30195;60;Binckhorst;;;;;;;;;KMW;Kademuur-waardevol;323;2828981;{EE079958-F803-499E-A450-329B74731E9A}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30195;60;Binckhorst;;;;;;;;;KML;Kademuur-laag;324;2828982;{01839F80-EB74-4F9A-8BD2-7A96153A9172}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30195;60;Binckhorst;;;;;;;;;KML;Kademuur-laag;325;2828983;{ADD541BB-3130-4E61-BF23-2FB52B0776EB}
;;;;;;Ja;;KMW;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30195;60;Binckhorst;;;;;;;;;KMW;Kademuur-waardevol;326;2828984;{24E3C3A6-5119-4F0B-9ACE-2EBFEE3F23B3}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30195;60;Binckhorst;;;;;;;;;KML;Kademuur-laag;327;2828985;{0400AE6D-5E2B-416D-B548-BCEF90BF8595}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30195;60;Binckhorst;;;;;;;;;KML;Kademuur-laag;328;2828986;{57ECC7DF-D0CF-46AA-9B26-670634A0C4B3}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30195;60;Binckhorst;;;;;;;;;KML;Kademuur-laag;329;2828987;{7D22D2DC-4282-41E0-BA77-4CF6069FB490}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30218;83;Eykenduinen;;;;;;;;;KML;Kademuur-laag;330;2828988;{402BD4D6-5835-441A-A63E-CB412098E231}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30218;83;Eykenduinen;;;;;;;;;KML;Kademuur-laag;331;2828993;{C7550EE8-5E2C-4878-BC8C-E3D372B09573}
;;;;;;Ja;;KMG;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30169;30;Rustenburg;;;;;;;;;KMG;Kademuur-gemiddeld;332;2828994;{FE4C356E-780F-4955-BB94-32BF77A94E50}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30219;84;Leyenburg;;;;;;;;;KML;Kademuur-laag;333;2828995;{236B06CF-2317-47E7-8AB3-1BCFA35F9F7A}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedijf 21.2;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de ronde markering (nr. 1117 t/m 1375);Ja;;GA A;NBGT;niet BGT;2395828;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;334;2967007;{F7C3CF92-BF34-4072-9472-1DD6EBF3C125}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedijf 21.2;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de ronde markering (nr. 1117 t/m 1375);Ja;;GA A;NBGT;niet BGT;2395828;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;335;2967008;{306ED79B-1488-4998-AD36-982A43943D7E}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedijf 21.2;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de ronde markering (nr. 1117 t/m 1375);Ja;;GA A;NBGT;niet BGT;139173;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;336;2967009;{9C15E8AF-1710-4FAC-BA7E-6AB684C1766D}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedijf 21.2;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de ronde markering (nr. 1117 t/m 1375);Ja;;GA A;NBGT;niet BGT;139173;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;337;2967010;{22329287-C5CA-4F70-9A8F-CFC8CC023F87}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedijf 21.2;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de ronde markering (nr. 1117 t/m 1375);Ja;;GA A;NBGT;niet BGT;123518;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;338;2967012;{0482F5D5-1F67-4705-9C9B-EE3C9FC02B47}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedijf 21.2;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de ronde markering (nr. 1117 t/m 1375);Ja;;GA A;NBGT;niet BGT;123518;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;339;2967013;{B8FAA74A-B7AA-4315-8CBA-3B7E00994471}
;"droge, rechthoekige tunnels in de rijbaan, lichtinval door openingen in het plafond van de tunnels, Code Groenbedijf 21.2;";;;;Ecotunnel onder de rijbanen van de Lozerlaan waarbij stuk middenberm open is, nabij het flat met de ronde markering (nr. 1117 t/m 1375);Ja;;GA A;NBGT;niet BGT;1191055;;Recreatiegebied;NBGT_FVZ;faunavoorziening;30234;99;De Uithof;;;;;;;;;ET;Ecotunnel;340;2967015;{E4354A7F-4BEE-4863-99DF-354C6F1AC7B2}
;;;2018;0;;Ja;2018;HB 22;NBGT;niet BGT;117555;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30227;92;Bohemen en Meer en Bos;;;;;;;;;ET;Ecotunnel;341;3062250;{924CCD00-1559-469E-99A6-EA79B054AF80}
;;;2018;0;;Ja;2018;HB 22;NBGT;niet BGT;117531;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30227;92;Bohemen en Meer en Bos;;;;;;;;;ET;Ecotunnel;342;3062251;{BC912B71-82C8-491C-874D-EE6840BD4A6B}
;;;2018;0;;Ja;2018;HB 22;NBGT;niet BGT;117531;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30227;92;Bohemen en Meer en Bos;;;;;;;;;ET;Ecotunnel;343;3062252;{205FBE21-C833-4536-8219-A30C40F7FAA1}
;;;2018;0;;Ja;2018;HB 22;NBGT;niet BGT;117531;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30227;92;Bohemen en Meer en Bos;;;;;;;;;ET;Ecotunnel;344;3062253;{3FEF8971-F0A2-4376-AF98-CCA0163B525A}
;;;2018;0;;Ja;2018;FN 1;NBGT;niet BGT;344359;;Doorgroei en Struweel;NBGT_FVZ;faunavoorziening;30219;84;Leyenburg;;;;;;;;;ET;Ecotunnel;345;3062254;{5ACFE3E8-4784-457B-A2BA-6DC3BBD10404}
;;;;;;Ja;;KML;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30163;21;Groente- en Fruitmarkt;;;;;;;;;KML;Kademuur-laag;257;2829075;{1AD59F62-8F30-4844-BF53-48AC90598A28}
