FID,gdb_geomattr_data,shape
water_nacht.1781,,"POLYGON ((191849.30810000002 324956.91429999843, 191849.95169999823 324961.90349999815, 191855.34750000015 324988.3652999997, 191860.74309999868 325014.8271000013, 191866.13870000094 325041.2888999991, 191882.55550000072 325038.0170999989, 191898.97210000083 325034.74529999867, 191915.17550000176 325031.12530000135, 191921.1686999984 325030.9492999986, 191908.49689999968 324933.91789999977, 191849.30810000002 324956.91429999843))"
water_nacht.1782,,"POLYGON ((203374.13650000095 325023.7622999996, 203359.56689999998 325022.4129000008, 203357.70450000092 325023.507100001, 203374.13650000095 325023.7622999996))"
water_nacht.1783,,"POLYGON ((204014.57310000062 324962.63610000163, 204030.88549999893 324956.68090000004, 204051.05710000172 324957.9250999987, 204054.05310000107 324976.9061000012, 204080.28810000047 324994.50609999895, 204087.55550000072 325019.5577000007, 204151.32869999856 325055.9739000015, 204156.02629999816 325058.84809999913, 204152.90729999915 325027.2677000016, 204149.08410000056 324999.4598999992, 204147.17749999836 324989.64350000024, 204145.93930000067 324979.74390000105, 204127.6191000007 324964.9103000015, 204133.51630000025 324968.3112999983, 204127.81830000132 324961.8103, 204113.0848999992 324946.49450000003, 204064.23570000008 324886.80590000004, 204050.2124999985 324898.4783000015, 204027.60350000113 324926.09530000016, 204014.57310000062 324962.63610000163))"
water_nacht.1784,,"POLYGON ((191773.57169999927 324956.0522999987, 191777.62689999864 324976.7221000008, 191782.89669999853 325003.26590000093, 191788.16649999842 325029.80970000103, 191793.0155000016 325056.4028999992, 191803.34209999815 325054.37629999965, 191819.52930000052 325051.1618999988, 191835.7162999995 325047.94750000164, 191851.9032999985 325044.7329000011, 191846.50769999996 325018.0414999984, 191841.11210000142 324991.35009999946, 191835.7162999995 324964.6587000005, 191831.48169999942 324943.20010000095, 191815.3310999982 324946.7511, 191799.18050000072 324950.30209999904, 191783.0298999995 324953.8528999984, 191773.57169999927 324956.0522999987))"
water_nacht.1785,,"POLYGON ((193440.83729999885 325224.58150000125, 193450.7076999992 325224.2939000018, 193462.70569999889 325213.40569999814, 193464.5791000016 325201.3812999986, 193449.87409999967 325179.1865000017, 193456.99210000038 325130.7028999999, 193457.42570000142 325125.49529999867, 193438.80649999902 325127.42130000144, 193420.64229999855 325123.501699999, 193414.54690000042 325123.5544999987, 193397.2034999989 325119.86349999905, 193391.69029999897 325164.5357000008, 193405.24810000136 325216.563099999, 193419.4499000013 325222.45749999955, 193440.83729999885 325224.58150000125))"
water_nacht.1823,,"POLYGON ((59347.24769999832 370057.8066999987, 59382.680500000715 370059.2921000011, 59429.39409999922 370082.1261, 59485.155900001526 370088.72670000046, 59548.08610000089 370085.000500001, 59583.06230000034 370080.5234999992, 59611.647300001234 370069.15249999985, 59603.96229999885 370064.22989999875, 59566.237100001425 370069.36389999837, 59464.17170000076 370073.3216999993, 59373.127099998295 370040.23110000044, 59300.88210000098 369988.7050999999, 59147.47309999913 369948.3971000016, 58997.509899999946 369875.85069999844, 58972.95010000095 369859.9387000017, 59040.99949999899 369916.34430000186, 59113.7313000001 369951.7115000002, 59288.080099999905 370017.3390999995, 59338.362100001425 370053.20589999855, 59347.24769999832 370057.8066999987))"
water_nacht.1879,,"POLYGON ((53906.82169999927 365516.4321000017, 53908.41149999946 365532.56170000136, 53919.66409999877 365535.0810999982, 53923.077300000936 365562.3911000006, 53928.76509999856 365532.5771000013, 53929.27670000121 365532.1832999997, 53934.44530000165 365519.2734999992, 53926.57609999925 365519.19110000134, 53906.82169999927 365516.4321000017))"
water_nacht.1880,,"POLYGON ((51452.49570000172 365762.186900001, 51457.81789999828 365768.5566999987, 51450.38610000163 365743.9461000003, 51452.49570000172 365762.186900001))"
water_nacht.1786,,"POLYGON ((49869.463100001216 367955.9481000006, 49850.36809999868 367865.52010000125, 49837.87469999865 367867.0896999985, 49845.44909999892 367938.7060999982, 49833.61410000175 367937.9880999997, 49826.80009999871 367902.1011000015, 49828.683100000024 367866.9701000005, 49806.56210000068 367864.01309999824, 49797.87009999901 367821.46009999886, 49823.57209999859 367844.40509999916, 49832.53810000047 367840.46009999886, 49837.08410000056 367827.7531000003, 49814.248100001365 367792.76209999993, 49792.680100001395 367794.8451000005, 49790.20389999822 367600.43129999936, 49796.091299999505 367591.74549999833, 49791.45169999823 367587.15989999846, 49793.376899998635 367512.1330999993, 49799.31709999964 367468.5791000016, 49871.77109999955 367344.93609999865, 49943.333099998534 367260.1671000011, 50001.45129999891 367156.09849999845, 50006.96029999852 367127.19209999964, 50006.002700001 367058.5645000003, 49989.38610000163 366991.4681000002, 49932.15469999984 366842.8018999994, 49909.19649999961 366784.97670000046, 49895.66450000182 366753.3607000001, 49814.94310000166 366650.83210000023, 49792.71009999886 366639.13010000065, 49750.225900001824 366632.9860999994, 49742.091299999505 366626.1821000017, 49713.5951000005 366517.2514999993, 49707.15749999881 366486.59870000184, 49694.694899998605 366491.5449000001, 49695.65569999814 366491.254900001, 49694.7248999998 366491.5502999984, 49701.166700001806 366520.8112999983, 49725.05930000171 366623.00989999995, 49727.816700000316 366630.4417000003, 49744.227699998766 366646.1011000015, 49781.39970000088 366650.5513000004, 49803.07070000097 366659.18989999965, 49886.18490000069 366764.2124999985, 49920.04050000012 366848.09849999845, 49971.25510000065 366982.9791000001, 49993.68510000035 367099.10709999874, 49990.34430000186 367145.67350000143, 49948.51330000162 367224.47309999913, 49848.11910000071 367345.6741000004, 49777.37110000104 367459.27490000054, 49770.20149999857 367506.8607000001, 49763.88949999958 367635.8284999989, 49762.70710000023 367665.8051000014, 49761.32449999824 367672.08309999853, 49762.2463000007 367785.75930000097, 49806.794500000775 367974.76410000026, 49809.35909999907 367989.8645000011, 49816.78550000116 368020.74069999903, 49812.08469999954 368028.6875, 49826.26610000059 368036.62409999967, 49821.15630000085 368056.3256999999, 49825.304900001734 368061.00549999997, 49832.61450000107 368109.07389999926, 49835.295299999416 368423.0320999995, 49831.831099998206 368493.4160999991, 49820.669100001454 368520.46510000154, 49832.41110000014 368569.3240999989, 49834.352099999785 368606.3000999987, 49830.03049999848 368621.40769999847, 49829.29069999978 368627.186900001, 49830.98589999974 368638.7767000012, 49837.17350000143 368654.117899999, 49852.25349999964 368673.10869999975, 49857.002099998295 368665.7402999997, 49872.72170000151 368650.78290000185, 49905.218899998814 368627.93510000035, 49907.99350000173 368612.5806999989, 49882.2210999988 368635.0753000006, 49882.3889000006 368616.49010000005, 49856.92830000073 368580.0740999989, 49861.03510000184 368573.52969999984, 49854.85550000146 368519.28990000114, 49863.03810000047 368482.5883000009, 49858.47789999843 368475.34750000015, 49867.33190000057 368445.0890999995, 49860.919100001454 368419.1763000004, 49865.781100001186 368348.4530999996, 49864.95149999857 368317.73330000043, 49865.05029999837 368264.91530000046, 49862.2965000011 368074.42449999973, 49856.40670000017 368063.933699999, 49837.46229999885 367974.26089999825, 49843.5410999991 367969.87029999867, 49869.463100001216 367955.9481000006))"
water_nacht.1787,,"POLYGON ((50921.85929999873 368363.9778999984, 50921.79710000008 368367.5144999996, 50924.01669999957 368366.63069999963, 50922.03049999848 368367.5128999986, 50922.78189999983 368384.5929000005, 50922.95369999856 368386.0854999982, 50929.63589999825 368384.498300001, 50938.08210000023 368394.0302999988, 50951.33949999884 368397.0410999991, 50996.27430000156 368391.0938999988, 51063.11769999936 368406.4968999997, 51118.24410000071 368445.38650000095, 51145.26830000058 368457.9362999983, 51266.50230000168 368480.5379000008, 51303.712900001556 368477.1345000006, 51319.045499999076 368483.74650000036, 51347.10709999874 368482.4230999984, 51381.93629999831 368504.623300001, 51487.616099998355 368546.90410000086, 51552.98629999906 368608.7754999995, 51595.99410000071 368657.85009999946, 51636.0577000007 368688.1618999988, 51684.88109999895 368712.33410000056, 51724.9486999996 368716.3033000007, 51785.06850000098 368726.6501000002, 51856.38269999996 368732.9032999985, 51885.22850000113 368737.2600999996, 51958.64009999856 368746.2661000006, 52030.772700000554 368726.7012999989, 52066.57189999893 368749.53550000116, 52084.70050000027 368751.4043000005, 52111.81190000102 368757.242899999, 52115.1325000003 368722.55270000175, 52107.783500000834 368722.6484999992, 52115.09450000152 368722.3550999984, 52114.50050000101 368691.88589999825, 52084.70650000125 368697.88049999997, 52038.77789999917 368703.7818999998, 51986.42430000007 368721.9409000017, 51970.76110000163 368732.40890000015, 51950.82789999992 368732.0208999999, 51876.82389999926 368720.9129000008, 51835.71249999851 368718.4204999991, 51763.080699998885 368709.71609999985, 51663.04830000177 368686.8515000008, 51635.0839000009 368671.12110000104, 51603.202500000596 368646.07349999994, 51555.684099998325 368592.27969999984, 51534.387899998575 368570.5804999992, 51514.55750000104 368547.4659000002, 51485.43890000135 368524.49130000174, 51452.194099999964 368516.0758999996, 51412.592099998146 368495.33210000023, 51381.0896999985 368487.97670000046, 51346.30649999902 368463.5390999988, 51309.75530000031 368458.000500001, 51308.17449999973 368447.97030000016, 51299.75409999862 368439.11250000075, 51271.444699998945 368430.52629999816, 51174.92410000041 368435.9164999984, 51132.77490000054 368419.7435000017, 51088.386500000954 368396.38870000094, 51071.855099998415 368381.7347000018, 50975.975900001824 368366.0011, 50921.840500000864 368363.65890000015, 50921.85929999873 368363.9778999984))"
water_nacht.1788,,"POLYGON ((54386.30990000069 367859.6664999984, 54383.07189999893 367829.2613000013, 54363.64710000157 367780.5020999983, 54352.20109999925 367760.22410000116, 54329.95010000095 367746.8211000003, 54333.784099999815 367729.8971000016, 54261.41409999877 367720.2261000015, 54172.75310000032 367795.9572999999, 54106.68430000171 367819.92909999937, 54098.26009999961 367820.9941000007, 54053.08689999953 367846.3440999985, 53995.00769999996 367860.0650999993, 53967.761500000954 367854.2708999999, 53927.31810000166 367832.14609999955, 53894.92949999869 367830.997299999, 53866.952500000596 367850.35649999976, 53850.93589999899 367875.8038999997, 53843.25809999928 367924.9208999984, 53855.077500000596 367962.6895000003, 53895.30689999834 368053.2866999991, 53935.626299999654 368106.57229999825, 53940.10069999844 368140.8280999996, 53911.72810000181 368130.89090000093, 53940.84670000151 368161.60229999945, 53952.80990000069 368162.46550000086, 53979.40269999951 368209.3830999993, 53977.39229999855 368219.6728999987, 53998.81370000169 368254.03170000017, 54015.237300001085 368346.61030000076, 54022.11769999936 368393.79830000177, 54018.944699998945 368431.51370000094, 54001.60610000044 368470.2837000005, 53999.831099998206 368475.1897, 53976.67610000074 368471.7501000017, 53947.50389999896 368478.7485000007, 53937.798099998385 368481.0769000016, 53906.57110000029 368476.0650999993, 53876.330099999905 368462.16310000047, 53860.820099998266 368444.2553000003, 53785.987900000066 368403.4598999992, 53682.286699999124 368295.6497000009, 53579.94669999927 368220.5405000001, 53408.72089999914 368070.6548999995, 53392.40670000017 368061.11630000174, 53324.669700000435 368040.1724999994, 53294.17509999871 368036.9710999988, 53320.759899999946 368052.0104999989, 53395.96810000017 368077.0414999984, 53580.43769999966 368238.5203000009, 53604.38870000094 368256.36989999935, 53675.90170000121 368307.90410000086, 53773.55469999835 368411.14550000057, 53789.89589999989 368430.25389999896, 53862.77930000052 368489.75670000166, 53899.31850000098 368505.6468999982, 54007.45670000091 368485.507100001, 54013.155900001526 368491.8850999996, 54007.38309999928 368536.7501000017, 54028.83289999887 368584.52690000087, 54068.32349999994 368617.3033000007, 54120.89649999887 368648.55629999936, 54133.92850000039 368644.4556999989, 54147.876699998975 368654.4844999984, 54213.25530000031 368697.3845000006, 54216.04910000041 368743.5337000005, 54217.658900000155 368778.66230000183, 54211.78869999945 368791.9739000015, 54211.805700000376 368791.939100001, 54238.4813000001 368800.52529999986, 54258.68989999965 368802.5256999992, 54251.27730000019 368756.9946999997, 54253.16090000048 368784.560899999, 54246.343899998814 368720.0245000012, 54231.48990000039 368632.6944999993, 54213.570099998266 368615.81709999964, 54156.342099998146 368597.8770999983, 54136.69610000029 368577.95529999956, 54097.14330000058 368533.8671000004, 54089.795099999756 368517.2980999984, 54046.07490000129 368485.6398999989, 54049.75769999996 368426.92909999937, 54051.30689999834 368382.8726999983, 54044.81170000136 368321.1970999986, 54039.397500000894 368251.11950000003, 54024.10069999844 368218.4243000001, 53997.605099998415 368185.3825000003, 53984.216899998486 368155.5174999982, 53983.827700000256 368134.50730000064, 53967.251699998975 368097.5573000014, 53916.52129999921 368026.83309999853, 53875.0951000005 367931.62310000136, 53870.88369999826 367901.2245000005, 53882.95089999959 367880.1728999987, 53909.43829999864 367870.2245000005, 53942.31390000135 367879.2540999986, 53993.501099999994 367891.5471000001, 54042.75510000065 367879.6647000015, 54066.944899998605 367875.97630000114, 54086.531100001186 367869.3009000011, 54188.248500000685 367823.53290000185, 54205.887699998915 367807.1479000002, 54234.023099999875 367786.6248999983, 54280.963100001216 367771.49109999835, 54329.615499999374 367801.9717000015, 54353.39009999856 367855.0581, 54364.224100001156 367912.7540999986, 54380.50450000167 367926.188099999, 54396.55090000108 367949.8137000017, 54401.590700000525 367961.0075000003, 54428.21829999983 367983.7021000013, 54482.82129999995 368026.4107000008, 54508.54670000076 368058.33989999816, 54527.36870000139 368081.7008999996, 54541.80310000107 368099.24909999967, 54551.07149999961 368128.6218999997, 54585.72210000083 368137.1127000004, 54619.66230000183 368096.19029999897, 54616.16409999877 368093.3000999987, 54619.72030000016 368096.1207000017, 54652.387699998915 368056.91530000046, 54645.499099999666 368051.3390999995, 54636.831099998206 368060.19409999996, 54608.05350000039 368042.60709999874, 54541.03810000047 368018.8090999983, 54531.64130000025 368021.87889999896, 54537.52529999986 368038.8460999988, 54530.544700000435 368040.26089999825, 54515.31370000169 367998.12029999867, 54469.4813000001 367977.11190000176, 54413.5036999993 367923.4492999986, 54392.64990000054 367899.06430000067, 54390.13630000129 367897.8630999997, 54385.08469999954 367892.32229999825, 54383.60689999908 367882.8183000013, 54388.91369999945 367887.90210000053, 54386.30990000069 367859.6664999984))"
water_nacht.1789,,"POLYGON ((59780.97810000181 368838.99909999967, 59768.933899998665 368806.0095000006, 59760.71449999884 368790.1378999986, 59727.09490000084 368767.7730999999, 59670.55270000175 368784.1235000007, 59668.39229999855 368793.2901000008, 59696.899099998176 368831.53610000014, 59705.44610000029 368826.0590999983, 59729.555100001395 368864.09109999985, 59780.97810000181 368838.99909999967))"
water_nacht.1790,,"POLYGON ((204421.20710000023 325281.10770000145, 204504.67309999838 325218.6085000001, 204516.0331000015 325189.1075000018, 204514.00809999928 325151.9156999998, 204437.71570000052 325032.09910000116, 204429.5449000001 325023.9642999992, 204413.00950000063 325023.47850000113, 204311.97789999843 325064.3476999998, 204293.04670000076 325093.43290000036, 204294.40909999982 325134.004900001, 204303.59329999983 325146.2644999996, 204310.39970000088 325160.1101000011, 204317.20589999855 325173.9556999989, 204324.0122999996 325187.8013000004, 204337.51330000162 325203.46350000054, 204352.17969999835 325218.0907000005, 204366.6801000014 325232.8621000014, 204381.8546999991 325246.88170000166, 204415.8665000014 325282.33210000023, 204421.20710000023 325281.10770000145), (204346.35489999875 325181.9963000007, 204343.27910000086 325166.69409999996, 204331.91530000046 325143.563099999, 204324.41490000114 325132.19750000164, 204324.96930000186 325110.3471000008, 204336.26350000128 325092.75450000167, 204416.23270000145 325054.1242999993, 204426.12269999832 325054.18470000103, 204438.09070000052 325071.2754999995, 204482.13309999928 325153.2393000014, 204489.5423000008 325183.29030000046, 204478.95230000094 325200.6394999996, 204410.935899999 325251.6180999987, 204404.17130000144 325251.9818999991, 204386.24430000037 325230.28170000017, 204346.35489999875 325181.9963000007))"
water_nacht.1791,,"POLYGON ((203445.28170000017 322751.9781000018, 203421.71409999952 322728.1402999982, 203391.62029999867 322773.4010999985, 203395.5861000009 322807.85909999907, 203399.38929999992 322821.05790000036, 203415.7146999985 322836.1704999991, 203427.42049999908 322881.070700001, 203426.97190000117 322897.867899999, 203420.68250000104 322929.5423000008, 203450.48110000044 322952.2846999988, 203443.4288999997 322976.6704999991, 203453.36829999834 322987.9160999991, 203473.689100001 322993.1612999998, 203480.58190000057 323006.8911000006, 203484.75869999826 323012.28869999945, 203488.0058999993 323016.33249999955, 203492.57389999926 323020.13650000095, 203499.38789999858 323009.5672999993, 203496.59430000186 322982.75090000033, 203475.000500001 322973.9171000011, 203481.28570000082 322944.5784999989, 203456.1862999983 322918.3828999996, 203456.8946999982 322864.8515000008, 203462.3553000018 322862.5020999983, 203435.35970000178 322781.96550000086, 203447.9470999986 322764.89169999957, 203445.28170000017 322751.9781000018))"
water_nacht.1792,,"POLYGON ((192225.1405000016 325233.0282999985, 192270.3658999987 325174.71770000085, 192276.17009999976 325159.68730000034, 192265.51370000094 325138.34270000085, 192232.3434999995 325128.11510000005, 192207.97150000185 325103.69530000165, 192185.05730000138 325105.93930000067, 192176.86710000038 325092.67749999836, 192176.8227000013 325091.9704999998, 192176.55169999972 325092.99230000004, 192163.1261 325098.2316999994, 192185.79050000012 325112.09270000085, 192196.35909999907 325172.4921000004, 192181.79610000178 325167.49810000136, 192174.11710000038 325128.1356999986, 192155.30070000142 325117.17550000176, 192078.79129999876 325180.1392999999, 192015.83150000125 325254.11129999906, 192028.35449999943 325273.3159000017, 192046.249499999 325264.84149999917, 192062.20289999992 325252.31909999996, 192095.70210000128 325232.02710000053, 192149.55710000172 325231.4880999997, 192161.22509999946 325237.9530999996, 192155.30110000074 325252.31810000166, 192104.23470000178 325257.15509999916, 192091.5388999991 325266.9620999992, 192100.22949999943 325284.1127000004, 192125.63049999997 325295.4668999985, 192148.71730000153 325317.96189999953, 192174.6196999997 325326.43769999966, 192193.49830000103 325306.14009999856, 192225.1405000016 325233.0282999985))"
water_nacht.1793,,"POLYGON ((192250.01309999824 325363.75030000135, 192242.82229999825 325374.47289999947, 192240.0353000015 325381.9829000011, 192256.08689999953 325413.4968999997, 192263.62429999933 325420.00290000066, 192288.43769999966 325453.1031000018, 192291.75310000032 325460.8940999992, 192283.70450000092 325474.91310000047, 192299.5203000009 325486.8597000018, 192318.66050000116 325484.04129999876, 192325.7974999994 325475.8236999996, 192332.75569999963 325474.3033000007, 192373.83549999818 325475.8671000004, 192423.8856999986 325437.53709999844, 192437.21029999852 325434.0615000017, 192500.00829999894 325362.8847000003, 192437.77109999955 325285.77369999886, 192412.35049999878 325294.4426999986, 192312.3013000004 325260.2335000001, 192250.01309999824 325363.75030000135), (192341.1862999983 325448.86349999905, 192338.2718999982 325455.76370000094, 192338.03049999848 325455.810899999, 192314.5500999987 325439.68030000106, 192281.5212999992 325394.7430999987, 192303.9151000008 325375.8150999993, 192325.1050999984 325404.4171000011, 192336.89809999987 325395.1031000018, 192330.17909999937 325388.1680999994, 192386.8761 325348.1130999997, 192393.36129999906 325342.3007000014, 192426.5705000013 325321.1928999983, 192463.30249999836 325364.1939000003, 192420.80689999834 325407.24390000105, 192409.48970000073 325409.0852999985, 192358.9503000006 325449.4160999991, 192341.1862999983 325448.86349999905))"
water_nacht.1794,,"POLYGON ((193545.90450000018 325509.6928999983, 193550.83410000056 325509.42969999835, 193553.9138999991 325500.5852999985, 193554.71389999986 325450.1158999987, 193547.78909999877 325436.07609999925, 193548.29809999838 325421.25470000133, 193537.44810000062 325398.8392999992, 193518.60130000114 325350.0538999997, 193495.00070000067 325292.1392999999, 193472.5170999989 325291.5581, 193496.39409999922 325286.66110000014, 193494.55710000172 325280.78009999916, 193434.1964999996 325283.3476999998, 193435.8374999985 325289.5859000012, 193439.60029999912 325295.45589999855, 193464.62909999862 325329.10909999907, 193491.76330000162 325344.82290000096, 193499.68609999865 325357.507100001, 193522.4250999987 325391.35390000045, 193523.46869999915 325432.7639000006, 193530.0186999999 325450.0491000004, 193534.6843000017 325464.08889999986, 193532.84070000052 325482.3115000017, 193532.39869999886 325486.6810999997, 193535.70389999822 325487.8674999997, 193548.38269999996 325492.4186999984, 193545.90450000018 325509.6928999983))"
water_nacht.1796,,"POLYGON ((195757.87370000035 325291.5267000012, 195741.83249999955 325303.21130000055, 195746.72769999877 325320.96189999953, 195761.03449999914 325329.10990000144, 195758.0379000008 325346.58410000056, 195766.98910000175 325354.7050999999, 195781.34209999815 325360.52910000086, 195787.66429999843 325348.0762999989, 195813.52749999985 325357.84690000117, 195816.97590000182 325366.65949999914, 195795.51889999956 325357.84690000117, 195790.22129999846 325364.3542999998, 195818.31709999964 325376.43030000106, 195837.38010000065 325396.4340999983, 195878.05110000074 325423.01209999993, 195871.04610000178 325466.61410000175, 195874.39290000126 325474.4151000008, 195860.70109999925 325505.5940999985, 195819.939100001 325500.1121000014, 195787.93609999865 325484.4668999985, 195774.02010000125 325510.5487000011, 195762.67210000008 325510.7670999989, 195754.18129999936 325477.15349999815, 195736.32649999857 325475.500500001, 195728.84010000154 325466.3520999998, 195712.30710000172 325410.44209999964, 195684.08210000023 325371.0100999996, 195668.88049999997 325330.39070000127, 195637.33570000157 325309.2259000018, 195603.21609999985 325302.70430000126, 195583.54670000076 325317.9246999994, 195558.55530000106 325325.22289999947, 195541.2146999985 325383.12150000036, 195550.96169999987 325405.693500001, 195584.185899999 325450.4835000001, 195608.7553000003 325503.95749999955, 195619.80649999902 325509.52870000154, 195635.28229999915 325534.67350000143, 195716.49190000072 325557.15410000086, 195767.8924999982 325585.0496999994, 195793.51330000162 325598.59629999846, 195874.57990000024 325620.8498999998, 195919.18950000033 325621.4059000015, 195924.1699000001 325618.0001000017, 195964.27809999883 325606.48110000044, 195988.25329999998 325573.79349999875, 195994.7514999993 325545.49810000136, 195992.65529999882 325481.8845000006, 195998.46310000122 325454.52710000053, 195994.0865000002 325447.95969999954, 195967.97210000083 325436.02910000086, 195944.58210000023 325425.0951000005, 195984.30950000137 325386.1587000005, 195947.7050999999 325362.3845000006, 195955.37689999864 325345.7181000002, 195948.95149999857 325342.53130000085, 195931.87310000136 325356.02710000053, 195931.89829999954 325324.7468999997, 195942.8665000014 325292.879900001, 195930.86050000042 325279.9026999995, 195868.63049999997 325263.55150000006, 195847.04050000012 325267.99650000036, 195841.0960999988 325254.189100001, 195807.13309999928 325248.01309999824, 195798.17909999937 325253.26209999993, 195795.4001000002 325264.3781000003, 195802.41589999944 325282.55590000004, 195797.05169999972 325302.09690000117, 195784.5989000015 325304.20430000126, 195757.87370000035 325291.5267000012))"
water_nacht.1797,,"POLYGON ((193754.2296999991 325617.30150000006, 193771.12110000104 325626.1926999986, 193872.5800999999 325605.37310000136, 194015.56590000167 325589.66690000147, 194091.99329999834 325582.14990000054, 194107.58410000056 325569.82550000027, 194112.00510000065 325566.5295000002, 194108.4461000003 325548.0218999982, 194094.15569999814 325554.1242999993, 194071.52210000157 325555.10449999943, 193890.1510999985 325586.4899000004, 193877.09369999915 325586.4092999995, 193874.02910000086 325563.6904999986, 193869.36450000107 325563.7932999991, 193798.23950000107 325581.1369000003, 193771.9074999988 325586.07129999995, 193723.22630000114 325583.30249999836, 193709.3911000006 325583.3392999992, 193706.79949999973 325589.36769999936, 193733.56549999863 325604.4624999985, 193754.2296999991 325617.30150000006))"
water_nacht.1798,,"POLYGON ((193612.566300001 325605.66849999875, 193596.53510000184 325613.40129999816, 193591.1136999987 325621.0852999985, 193599.25349999964 325616.17749999836, 193612.566300001 325605.66849999875))"
water_nacht.1799,,"POLYGON ((194288.6110999994 325701.11730000004, 194308.00450000167 325692.76110000163, 194306.8429000005 325686.4259000011, 194294.3258999996 325684.6411000006, 194288.6110999994 325701.11730000004))"
water_nacht.1800,,"POLYGON ((50303.205499999225 368982.7824999988, 50281.827300000936 368978.6545000002, 50299.61630000174 368980.117899999, 50306.600900001824 368941.4167000018, 50342.84589999914 368914.94689999893, 50416.1539000012 368878.6004999988, 50454.63210000098 368840.9791000001, 50543.83430000022 368735.9406999983, 50554.0075000003 368690.3718999997, 50554.47030000016 368653.806499999, 50570.32669999823 368618.1114999987, 50648.80090000108 368536.7404999994, 50694.229699999094 368514.2923000008, 50695.43210000172 368500.8885000013, 50730.03649999946 368478.3304999992, 50777.7098999992 368432.0155000016, 50806.530900001526 368414.63910000026, 50856.12750000134 368397.6680999994, 50901.150899998844 368396.55469999835, 50909.64169999957 368391.67170000076, 50913.76449999958 368381.4985000007, 50922.78189999983 368384.5929000005, 50922.03049999848 368367.5128999986, 50921.79710000008 368367.5144999996, 50921.85929999873 368363.9778999984, 50921.840500000864 368363.65890000015, 50920.170099999756 368335.5111999996, 50891.69849999994 368336.0190999992, 50760.42870000005 368400.1532999985, 50720.02950000018 368437.3546999991, 50714.12009999901 368452.1779000014, 50694.61369999871 368465.6909000017, 50650.8077000007 368491.1466999985, 50561.827100001276 368575.0839000009, 50535.80009999871 368615.4754999988, 50521.74689999968 368654.5084999986, 50515.20149999857 368694.0982999988, 50513.327700000256 368730.71770000085, 50489.42709999904 368751.17709999904, 50479.115699999034 368766.0128999986, 50416.602699998766 368819.5295000002, 50385.42790000141 368865.3434999995, 50349.51089999825 368873.39550000057, 50292.6110999994 368911.87029999867, 50277.115699999034 368930.5031000003, 50270.99989999831 368969.34750000015, 50268.75070000067 368978.60269999877, 50256.6213000007 368976.3953000009, 50273.965500000864 368979.5560999997, 50303.205499999225 368982.7824999988))"
