FID,omschr,type_conv,doseerinst,hectobord,toeritnr,toeritnaam,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
convergenties_kenmerk.1043,Halfklaverblad-aansluiting,I,N,152.1d,27,'TIJNJE'VBW. d,R,151.93099976,007,KPK0001196394,I,,POINT (196596.31749999896 559172.6636999995)
convergenties_kenmerk.1044,,I,N,153.4n,,BS.PPL.'DE VONKEN',R,153.20300293,007,KPK0001196395,I,,POINT (197244.22370000184 560266.6627999991)
convergenties_kenmerk.1045,Halfklaverblad-aansluiting,I,N,157.5d,28,'BEETSTERZWAAG'VBW. d,R,157.42199707,007,KPK0001196402,I,,POINT (199429.5064000003 563887.182599999)
convergenties_kenmerk.1046,T-aansluiting halfklaverblad,I,N,161.4d,29,'DRACHTEN-CENTRUM'VBW. d,R,161.2519989,007,KPK0001196403,I,,POINT (201514.53170000017 567067.9398999996)
convergenties_kenmerk.1047,Pseudo Klaverbladknooppunt,I,N,44.0s,,'KP.ZUIDBROEK'GRONINGEN VBW. s,R,44.40499878,033,KPK0001197691,I,,POINT (255561.190200001 577189.0614)
convergenties_kenmerk.1048,Pseudo Haarlemmermeer-aansluiting,I,N,15.9d,5,'MAARN'VBW. d,R,15.81000042,028,KPK0001139536,I,,POINT (153410.64759999886 460012.03869999945)
convergenties_kenmerk.1049,Pseudo Haarlemmermeer-aansluiting,I,N,45.5z,,'BOTLEKBRUGVBW. z,R,45.60499954,015,KPK0001135795,I,,POINT (81289.68259999901 431684.9697000012)
convergenties_kenmerk.1050,Pseudo Haarlemmermeer-aansluiting,I,N,45.9r,,'BOTLEKBRUGVBW. r,R,46.0379982,015,KPK0001135796,I,,POINT (81717.12849999964 431743.1033000015)
convergenties_kenmerk.1051,Pseudo Haarlemmermeer-aansluiting,I,N,0.0#,,'SPIJKENISSE'VBW. w,R,45.36500168,015,KPK0001135827,I,,POINT (81032.503800001 431752.9569000006)
convergenties_kenmerk.1052,Haarlemmermeer-aansluiting,C,N,0.0#,,'INDUSTRIETERREIN',R,48.79700089,015,KPK0001135838,I,,POINT (84462.15500000119 432496.4699999988)
convergenties_kenmerk.1053,Pseudo T-knooppunt,C,N,76.4z,,'KP.BENELUX'HOOGVLIET VBW. z (RW4),R,49.46099854,015,KPK0001135839,I,,POINT (85105.00539999828 432434.7696999982)
convergenties_kenmerk.1054,Pseudo Haarlemmermeer-aansluiting,I,N,49.0b,17,'HOOGVLIET'VBW. b,R,49.17499924,015,KPK0001135848,I,,POINT (84749.10489999875 432401.4327000007)
convergenties_kenmerk.1055,Pseudo T-knooppunt,C,N,50.7p,,'KP.BENELUX'ROTTERDAM-HEIJPLAAT VBW. p,R,50.94300079,015,KPK0001135865,I,,POINT (86394.5309999995 431940.5042000003)
convergenties_kenmerk.1056,Pseudo T-knooppunt,I,N,77.3p,,'KP.BENELUX'RING-ZUID VBW. p(RW4),R,51.86100006,015,KPK0001135872,I,,POINT (87360.03079999983 432104.80099999905)
convergenties_kenmerk.1057,Pseudo Haarlemmermeer-aansluiting,C,N,54.0b,18,'ROTTERDAM-HEIJPLAAT'VBW. b,R,54.20999908,015,KPK0001135891,I,,POINT (89613.81879999861 431530.3559000008)
convergenties_kenmerk.1058,Pseudo Haarlemmermeer-aansluiting,C,N,54.8b,19,'ROTTERDAM-CHARLOIS'VBW. b,R,55.05500031,015,KPK0001135899,I,,POINT (90413.12440000102 431191.4572999999)
convergenties_kenmerk.1059,,I,N,0.0#,,BS.PPL.'DE HAERST',R,100.09999847,028,KPK0001139966,I,,POINT (207834.2685999982 506339.5172000006)
convergenties_kenmerk.1060,Pseudo Haarlemmermeer-aansluiting,I,J,104.7d,22,'NIEUWLEUSEN'VBW. d,R,104.55000305,028,KPK0001140003,I,,POINT (209451.10869999975 510484.3355999999)
convergenties_kenmerk.1061,,I,N,109.8p,,BS.PPL.'DEKKERSLAND',R,109.94499969,028,KPK0001140062,I,,POINT (210485.4140000008 515708.9279999994)
convergenties_kenmerk.1062,Pseudo Haarlemmermeer-aansluiting,I,N,111.5d,23,'STAPHORST'VBW. d,R,111.39700317,028,KPK0001140065,I,,POINT (210237.6275999993 517126.13269999996)
convergenties_kenmerk.1063,Halfklaverblad-aansluiting,I,N,8.7b,3,'DEN DOLDER'VBW. b,R,8.85000038,028,KPK0001139470,I,,POINT (146853.89889999852 457781.33630000055)
convergenties_kenmerk.1064,Pseudo Haarlemmermeer-aansluiting,I,N,47.4x,,'BOTLEKBRUG'RANG.BAAN x,R,47.64400101,015,KPK0001134573,I,,POINT (83250.49379999936 432242.0907000005)
convergenties_kenmerk.1065,Pseudo T-knooppunt,C,N,49.1y,,'KP.BENELUX'ROTTERDAM-CHARLOIS RANG.BAAN y,R,48.89500046,015,KPK0001134580,I,,POINT (84463.18829999864 432454.6757999994)
convergenties_kenmerk.1066,Pseudo T-knooppunt,I,N,50.3b,,'KP BENELUX'PERNIS VBW. b,R,50.47299957,015,KPK0001134619,I,,POINT (85968.63949999958 432087.9305000007)
convergenties_kenmerk.1067,Pseudo T-knooppunt,C,N,77.0#,,'KP.BENELUX'RING ROTTERDAM-NOORD(RW4),R,51.68299866,015,KPK0001134641,I,,POINT (87175.43430000171 432130.5208999999)
convergenties_kenmerk.1068,Pseudo T-knooppunt,C,N,76.3e,,'KP.BENELUX'EUROPOORT/MAASVLAKTE VBW.e(RW4),R,49.77199936,015,KPK0001135918,I,,POINT (85337.33100000024 432331.8999999985)
convergenties_kenmerk.1069,Pseudo T-knooppunt,I,N,51.1z,,'KP.BENELUX'HOOGVLIET VBW. z,R,50.93399811,015,KPK0001135929,I,,POINT (86426.65989999846 432116.52650000155)
convergenties_kenmerk.1070,Niet indeelbaar,C,N,56.6q,,'RING-ZUID AMSTERDAM'VBW. q,R,56.47000122,015,KPK0001135966,I,,POINT (91752.06700000167 430808.76000000164)
convergenties_kenmerk.1071,Haarlemmermeer-aansluiting,I,N,36.1d,9,'NIJKERK'VBW. d,R,35.93299866,028,KPK0001139766,I,,POINT (161083.38830000162 472736.9915000014)
convergenties_kenmerk.1072,,I,N,70.4q,,PPL.'DE HAERE',R,70.22599792,028,KPK0001139818,I,,POINT (187535.19839999825 490033.33949999884)
convergenties_kenmerk.1073,Pseudo Haarlemmermeer-aansluiting,I,J,105.5b,22,'NIEUWLEUSEN'VBW. b,R,105.66600037,028,KPK0001140002,I,,POINT (209826.61250000075 511546.41319999844)
convergenties_kenmerk.1074,,I,N,0.0#,,BS.PPL.'SPIK',R,18.86800003,073,KPK0001198441,I,,POINT (200003.80739999935 356256.8247000016)
convergenties_kenmerk.1075,Pseudo Haarlemmermeer-aansluiting,I,N,0.0#,18,'ROTTERDAM-HEIJPLAAT'VBW. p,R,53.97800064,015,KPK0001134674,I,,POINT (89419.20039999858 431627.95800000057)
convergenties_kenmerk.1076,,C,N,0.0#,,BS.PPL.'PORTLAND',R,56.68600082,015,KPK0001134708,I,,POINT (91928.44860000163 430763.24549999833)
convergenties_kenmerk.1077,Pseudo T-knooppunt,I,N,56.7x,,'KP.BENELUX'RING-WEST RANG.BAAN x,R,57.16699982,015,KPK0001134715,I,,POINT (92441.97520000115 430808.08839999884)
convergenties_kenmerk.1078,Overig volledig knooppunt,I,N,57.7n,,'KP.VAANPLEIN'RING-ROTTERDAM RANG.BAAN n,R,57.51699829,015,KPK0001134716,I,,POINT (92772.2082999982 430892.23160000145)
convergenties_kenmerk.1079,Overig volledig knooppunt,C,N,60.1m,,'KP.VAANPLEIN'RING-ZUID RANG.BAAN m,R,60.48799896,015,KPK0001134755,I,,POINT (95700.59870000184 430975.07019999996)
convergenties_kenmerk.1080,Overig volledig knooppunt,I,N,9.7s,,'KP.VAANPLEIN' ROTTERDAM-KRALINGEN VBW. s,R,61.00799942,015,KPK0001134766,I,,POINT (96225.01319999993 430894.9226000011)
convergenties_kenmerk.1081,Overig volledig knooppunt,C,N,9.9u,,'KP.VAANPLEIN'RING-Z/W VBW. u (RW29),R,58.83000183,015,KPK0001136013,I,,POINT (94062.8861999996 431179.39869999886)
convergenties_kenmerk.1082,Overig volledig knooppunt,I,N,10.3r,,'KP.VAANPLEIN'DEN HAAG VBW. r (RW29),R,59.31999969,015,KPK0001136024,I,,POINT (94556.48059999943 431232.04580000043)
convergenties_kenmerk.1083,Pseudo Halfklaverblad-aansluiting,I,N,62.2d,20,'ROTTERDAM-IJSSELMONDE'VBW. d,R,61.99499893,015,KPK0001136041,I,,POINT (97151.3123999983 431153.29580000043)
convergenties_kenmerk.1084,Niet indeelbaar,I,N,58.2p,,'ROTTERDAM-ZUIDPLEIN'VBW. p,R,58.4620018,015,KPK0001136047,I,,POINT (93715.4459999986 431041.3392000012)
convergenties_kenmerk.1085,Pseudo Halfklaverblad-aansluiting,I,N,62.4b,20,'ROTTERDAM-IJSSELMONDE'VBW. b,R,62.51399994,015,KPK0001136097,I,,POINT (97633.57409999892 431352.5417999998)
convergenties_kenmerk.1086,Pseudo Overig volledig knooppunt,I,N,25.4j,,'KP.RIDDERKERK-NOORD'RIDDERKERK VBW.j(RW16),R,63.79600143,015,KPK0001136112,I,,POINT (98664.98730000108 432019.3735000007)
convergenties_kenmerk.1087,Pseudo Overig volledig knooppunt,I,N,25.3p,,'KP.RIDDERKERK-NOORD'R'DAM-ZUID VBW.p(RW16),R,62.90599823,015,KPK0001136117,I,,POINT (97908.2041000016 431643.0394000001)
convergenties_kenmerk.1088,Pseudo Klaverbladknooppunt,I,N,18.9n,,'KP.KUNDERBERG'MAASTRICHT RANG.BAAN n,R,18.69499969,076,KPK0001144472,I,,POINT (194859.41360000148 321056.3533000015)
convergenties_kenmerk.1089,Pseudo Halfklaverblad-aansluiting,I,N,24.3d,7,'SIMPELVELD'VBW. d,R,24.19099998,076,KPK0001144476,I,,POINT (198243.64409999922 316892.39189999923)
convergenties_kenmerk.1090,Pseudo Halfklaverblad-aansluiting,I,N,25.7b,7,'SIMPELVELD'VBW. b,R,25.90600014,076,KPK0001144478,I,,POINT (199253.84270000085 315522.191300001)
convergenties_kenmerk.1091,,I,N,26.4n,,BS.PPL.'LANGVELD',R,26.31299973,076,KPK0001144480,I,,POINT (199497.4208999984 315187.74549999833)
convergenties_kenmerk.1092,,I,N,26.6m,,BS.PPL.'TIENBAAN',R,26.67399979,076,KPK0001144483,I,,POINT (199678.936999999 314874.02800000086)
convergenties_kenmerk.1093,Halfklaverblad-aansluiting,I,N,28.2d,18,'BEESEL'VBW. d,R,28.07299995,073,KPK0001198549,I,,POINT (202627.26419999823 364078.50659999996)
convergenties_kenmerk.1094,Pseudo Halfklaverblad-aansluiting,I,N,40.8d,16,'VENLO-ZUID'VBW. d,R,40.54000092,073,KPK0001198567,I,,POINT (208271.63789999858 373963.9464999996)
convergenties_kenmerk.1095,Pseudo Halfklaverblad-aansluiting,I,N,43.3b,14,'MAASBREE'VBW. b,R,43.50299835,073,KPK0001198573,I,,POINT (206231.69959999993 375938.1198000014)
convergenties_kenmerk.1096,Haarlemmermeer-aansluiting,I,N,56.8b,10,'HORST NOORD'VBW. b,R,56.95100021,073,KPK0001198588,I,,POINT (201186.91450000182 387310.1037000008)
convergenties_kenmerk.1097,Halfklaverblad-aansluiting,I,N,63.1b,9,'VENRAY'VBW. b,R,63.28099823,073,KPK0001198595,I,,POINT (197757.22129999846 392546.3753999993)
convergenties_kenmerk.1098,Pseudo Haarlemmermeer-aansluiting,I,N,17.6g,5,'MAARN'VBW. g,R,17.78800011,028,KPK0001139563,I,,POINT (155286.2074000016 460545.6063000001)
convergenties_kenmerk.1099,Pseudo Haarlemmermeer-aansluiting,I,N,18.4b,6,'LEUSDEN ZUID'VBW. b,R,18.70899963,028,KPK0001139585,I,,POINT (156004.63439999893 460994.29580000043)
convergenties_kenmerk.1100,T-aansluiting Haarlemmermeer,I,N,19.5d,7,'LEUSDEN'VBW. d,R,19.25499916,028,KPK0001139586,I,,POINT (156308.03280000016 461450.2980999984)
convergenties_kenmerk.1101,T-aansluiting Haarlemmermeer,I,N,19.9b,7,'LEUSDEN'VBW. b,R,20.13699913,028,KPK0001139608,I,,POINT (156783.93829999864 462197.92379999906)
convergenties_kenmerk.1102,Halfklaverblad-aansluiting,C,N,21.4b,8,'AMERSFOORT'VBW. b,R,21.57600021,028,KPK0001139609,I,,POINT (157208.0762999989 463561.50140000135)
convergenties_kenmerk.1103,Halfklaverblad-aansluiting,I,N,21.2d,8,'AMERSFOORT'VBW. d,R,21.06999969,028,KPK0001139610,I,,POINT (157078.8161999993 463067.0692999996)
convergenties_kenmerk.1104,T-aansluiting halfklaverblad,I,N,211.4d,25,'APELDOORN-NOORD'VBW. d,R,211.19700623,050,KPK0001197895,I,,POINT (197249.36400000006 473784.2813999988)
convergenties_kenmerk.1105,T-aansluiting halfklaverblad,I,N,221.0b,27,'EPE'VBW. b,R,221.26100159,050,KPK0001197901,I,,POINT (197599.5212999992 483677.8520000018)
convergenties_kenmerk.1106,Halfklaverblad-aansluiting,I,N,225.3d,28,'HEERDE-ZUID'VBW. d,R,225.21299744,050,KPK0001197904,I,,POINT (198268.15769999847 487424.9054000005)
convergenties_kenmerk.1107,Halfklaverblad-aansluiting,I,N,230.0b,29,'HEERDE'VBW. b,R,230.24200439,050,KPK0001197910,I,,POINT (197808.5762999989 492369.72679999843)
convergenties_kenmerk.1108,Haarlemmermeer-aansluiting,I,N,235.4d,30,'HATTEM'VBW. d,R,235.26199341,050,KPK0001197911,I,,POINT (199018.75659999996 497183.4648000002)
convergenties_kenmerk.1109,Haarlemmermeer-aansluiting,I,N,236.0b,30,'HATTEM'VBW. b,R,236.21699524,050,KPK0001197913,I,,POINT (199191.08810000122 498113.21869999915)
convergenties_kenmerk.1110,Klaverbladknooppunt,I,N,27.4y,,'KP.HOEVELAKEN'AMERSFOORT-NOORD RANG.BAAN y,R,27.17200089,028,KPK0001139658,I,,POINT (157633.41090000048 465036.46759999916)
convergenties_kenmerk.1111,Klaverbladknooppunt,I,N,28.3x,,'KP.HOEVELAKEN'HOEVELAKEN RANG.BAAN x,R,28.6420002,028,KPK0001139675,I,,POINT (158443.97879999876 466262.04940000176)
convergenties_kenmerk.1112,,I,N,29.1n,,BS.'HOOGLANDERVEEN',R,29.05900002,028,KPK0001139682,I,,POINT (158549.7831000015 466664.89279999956)
convergenties_kenmerk.1113,Halfklaverblad-aansluiting,I,N,31.5b,8A,'AMERSFOORT-VATHORST'VBW. b,R,31.68799973,028,KPK0001139711,I,,POINT (158888.745099999 469211.7514999993)
convergenties_kenmerk.1114,Halfklaverblad-aansluiting,I,N,31.8d,8A,'AMERSFOORT-VATHORST'VBW. d,R,31.6060009,028,KPK0001139712,I,,POINT (158838.71299999952 469147.69370000064)
convergenties_kenmerk.1115,Haarlemmermeer-aansluiting,I,N,12.9b,21,'LINNE'VBW. b,R,13.08699989,073,KPK0001198309,I,,POINT (195739.86780000106 353220.63910000026)
convergenties_kenmerk.1116,Haarlemmermeer-aansluiting,I,N,29.7d,10,'HAVENS 5700-6200'VBW. d,R,29.32799911,015,KPK0001134257,I,,POINT (69191.01850000024 439300.5791000016)
convergenties_kenmerk.1117,Haarlemmermeer-aansluiting,I,N,30.5b,10,'HAVENS 5700-6200'VBW. b,R,30.71100044,015,KPK0001134259,I,,POINT (70450.76040000096 438997.53620000184)
convergenties_kenmerk.1118,Halfklaverblad-aansluiting,I,N,32.3d,11,'HAVENS 5500-5700'VBW. d,R,32.15800095,015,KPK0001134261,I,,POINT (71533.12530000135 438121.8434000015)
convergenties_kenmerk.1119,Pseudo T-knooppunt,I,N,35.2y,,'ROZENBURG'RANG.BAAN y,R,34.91899872,015,KPK0001134304,I,,POINT (73437.35750000179 436199.4116999991)
convergenties_kenmerk.1120,,I,N,0.0#,,PPL.'OLDENALLER',R,37.06200027,028,KPK0001139767,I,,POINT (162064.75829999894 473287.5901999995)
convergenties_kenmerk.1121,,I,N,39.5m,,BS.PPL.'VANENBURG',R,39.64300156,028,KPK0001139775,I,,POINT (164320.77039999887 474539.3984999992)
convergenties_kenmerk.1122,,I,N,44.3p,,PPL.'DASSELAAR',R,44.42499924,028,KPK0001139787,I,,POINT (166311.81819999963 478775.20639999956)
convergenties_kenmerk.1123,,I,N,49.1n,,BS.PPL.'DRIELANDER',R,48.81200027,028,KPK0001139792,I,,POINT (168564.3658999987 482470.4594999999)
convergenties_kenmerk.1124,Haarlemmermeer-aansluiting,I,N,50.9d,12,'ERMELO'VBW. d,R,50.70299911,028,KPK0001139794,I,,POINT (170415.41200000048 482549.83469999954)
convergenties_kenmerk.1125,Haarlemmermeer-aansluiting,I,N,51.3b,12,'ERMELO'VBW. b,R,51.50099945,028,KPK0001139796,I,,POINT (171203.21609999985 482430.0438000001)
convergenties_kenmerk.1126,Haarlemmermeer-aansluiting,I,N,53.0d,13,'LELYSTAD'VBW. d,R,52.85400009,028,KPK0001139798,I,,POINT (172336.68030000106 483114.65480000153)
convergenties_kenmerk.1127,Haarlemmermeer-aansluiting,I,N,53.3b,13,'HARDERWIJK'VBW. b,R,53.4659996,028,KPK0001139800,I,,POINT (172854.76300000027 483495.9798000008)
convergenties_kenmerk.1128,,I,N,56.7p,,PPL.'LEUVENHORST',R,56.89400101,028,KPK0001139802,I,,POINT (176194.3660000004 483891.28929999843)
convergenties_kenmerk.1129,Haarlemmermeer-aansluiting,I,N,63.2d,14,'ELSPEET'VBW. d,R,63.00699997,028,KPK0001139808,I,,POINT (181825.250500001 486060.32609999925)
convergenties_kenmerk.1130,Haarlemmermeer-aansluiting,I,N,63.5b,14,'ELSPEET'VBW. b,R,63.66199875,028,KPK0001139810,I,,POINT (182471.44750000164 486155.01110000163)
convergenties_kenmerk.1131,Haarlemmermeer-aansluiting,I,N,66.5b,15,'EPE'VBW. b,R,66.7539978,028,KPK0001139813,I,,POINT (184801.6158999987 487974.8077000007)
convergenties_kenmerk.1132,Haarlemmermeer-aansluiting,I,N,66.1d,15,'NUNSPEET-OOST'VBW. d,R,65.94000244,028,KPK0001139814,I,,POINT (184417.07580000162 487264.0357999988)
convergenties_kenmerk.1133,,I,N,69.6p,,PPL.'DE KRAAIENBERG',R,69.7559967,028,KPK0001139817,I,,POINT (187176.59959999844 489740.2162999995)
convergenties_kenmerk.1134,Haarlemmermeer-aansluiting,I,N,72.2d,16,'t HARDE'VBW. d,R,71.96099854,028,KPK0001139820,I,,POINT (188841.0518000014 491169.41319999844)
convergenties_kenmerk.1135,Haarlemmermeer-aansluiting,I,N,72.7b,16,'t HARDE'VBW. b,R,72.86000061,028,KPK0001139823,I,,POINT (189558.20529999956 491700.3638000004)
convergenties_kenmerk.1136,,I,N,74.5q,,PPL.'VOSBERGEN',R,74.43199921,028,KPK0001139824,I,,POINT (190809.5615000017 492644.50620000064)
convergenties_kenmerk.1137,Haarlemmermeer-aansluiting,I,N,82.3b,17,'WEZEP'VBW. b,R,82.41200256,028,KPK0001139834,I,,POINT (196121.5487000011 498172.04619999975)
convergenties_kenmerk.1138,Haarlemmermeer-aansluiting,I,N,81.7d,17,'WEZEP'VBW. d,R,81.64299774,028,KPK0001139835,I,,POINT (195602.55139999837 497600.5260999985)
convergenties_kenmerk.1139,Klaverbladknooppunt,I,N,237.9s,,'KP.HATTEMERBROEK'AMERSFOORT VBW. s(RW50),R,84.29299927,028,KPK0001139836,I,,POINT (197511.83029999956 499434.7729000002)
convergenties_kenmerk.1140,Haarlemmermeer-aansluiting,I,N,0.0#,,'HAVENS 7000-7200'VBW. d,R,25.59600067,015,KPK0001135716,I,,POINT (66200.88089999929 439021.3332000002)
convergenties_kenmerk.1141,Haarlemmermeer-aansluiting,I,N,26.1d,8,'OOSTVOORNE'VBW. d,R,25.95800018,015,KPK0001135717,I,,POINT (66538.22399999946 439010.3539999984)
convergenties_kenmerk.1142,Pseudo Halfklaverblad-aansluiting,I,N,37.5d,,'ROZENBURG'VBW. d,R,37.40299988,015,KPK0001135736,I,,POINT (75618.1521999985 435297.43939999864)
convergenties_kenmerk.1143,Pseudo T-knooppunt,C,N,36.1q,12,'BRIELLE'VBW. q,R,35.59500122,015,KPK0001135745,I,,POINT (74042.77580000088 435759.84739999846)
convergenties_kenmerk.1144,Pseudo Haarlemmermeer-aansluiting,I,N,44.7d,16,'SPIJKENISSE'VBW. d,R,44.56600189,015,KPK0001135762,I,,POINT (80237.3825000003 431669.03649999946)
convergenties_kenmerk.1145,Pseudo Haarlemmermeer-aansluiting,I,N,47.6d,,'HAVENS 3225-4000'VBW. d,R,47.42399979,015,KPK0001135781,I,,POINT (83030.00879999995 432207.5764000006)
convergenties_kenmerk.1146,Pseudo Haarlemmermeer-aansluiting,C,N,47.9f,17,'HOOGVLIET'VBW. f,R,47.6780014,015,KPK0001135790,I,,POINT (83259.15029999986 432294.6499999985)
convergenties_kenmerk.1147,Pseudo Haarlemmermeer-aansluiting,I,N,93.0m,,'ZWOLLE-CENTRUM'RANG.B m,R,93.37200165,028,KPK0001139911,I,,POINT (202120.62970000133 503343.7285999991)
convergenties_kenmerk.1148,Pseudo Haarlemmermeer-aansluiting,I,N,44.3y,,'BOTLEKBRUG'RANG.BAAN y,R,44.15800095,015,KPK0001134482,I,,POINT (79839.10020000115 431631.80790000036)
convergenties_kenmerk.1149,Pseudo Haarlemmermeer-aansluiting,I,J,45.5b,16,'SPIJKENISSE'VBW. b,R,45.67300034,015,KPK0001134513,I,,POINT (81348.90659999847 431768.63500000164)
convergenties_kenmerk.1150,Pseudo Overig volledig knooppunt,I,N,63.8y,,'KP.RIDDERKERK-NOORD'BARENDRECHT VBW. y,R,20.9090004,038,KPK0001141174,I,,POINT (98964.86050000042 432220.54830000177)
convergenties_kenmerk.1151,,I,N,32.0q,,PPL.'KERKEIND',R,31.90200043,058,KPK0001142579,I,,POINT (138733.42060000077 395119.63170000166)
convergenties_kenmerk.1152,,I,N,35.1n,,BS.PPL.'OEIJENBRAAK',R,34.79999924,067,KPK0001143831,I,,POINT (173937.68950000033 381659.3262999989)
convergenties_kenmerk.1153,Halfklaverblad-aansluiting,I,N,37.8b,35,'SOMEREN'VBW. b,R,37.83300018,067,KPK0001143852,I,,POINT (176960.3161999993 381463.61879999936)
convergenties_kenmerk.1154,Haarlemmermeer-aansluiting,I,N,42.3b,36,'ASTEN'VBW. b,R,42.47900009,067,KPK0001143875,I,,POINT (181559.26669999957 380911.8504999988)
convergenties_kenmerk.1155,,I,N,45.9m,,BS.PPL.'HET GEVLOCHT',R,46.06999969,067,KPK0001143879,I,,POINT (184800.13940000162 379462.18620000035)
convergenties_kenmerk.1156,,I,N,0.0#,,PPL.'DE SLENK',R,56.59400177,067,KPK0001143887,I,,POINT (194816.08889999986 376696.27430000156)
convergenties_kenmerk.1157,Haarlemmermeer-aansluiting,I,N,58.1d,38,'HELDEN'VBW. d,R,57.90100098,067,KPK0001143889,I,,POINT (196116.7837000005 376653.96979999915)
convergenties_kenmerk.1158,Haarlemmermeer-aansluiting,I,N,58.6b,38,'HELDEN'VBW. b,R,58.78900146,067,KPK0001143892,I,,POINT (197006.21029999852 376663.5216999985)
convergenties_kenmerk.1159,,I,N,0.0#,,PPL.'DEERSELS',R,62.02199936,067,KPK0001143895,I,,POINT (200149.77789999917 377374.88899999857)
convergenties_kenmerk.1160,Halfklaverblad-aansluiting,I,N,65.4b,39,'VENLO-TRADEPORT WEST'VBW. b,R,65.65599823,067,KPK0001143898,I,,POINT (203544.79890000075 378597.7008999996)
convergenties_kenmerk.1161,Halfklaverblad-aansluiting,I,N,65.2d,39,'VENLO-TRADEPORT WEST'VBW. d,R,65.04399872,067,KPK0001143899,I,,POINT (202941.12429999933 378537.29830000177)
convergenties_kenmerk.1162,Haarlemmermeer-aansluiting,I,N,73.5d,41,'VENLO'VBW. d,R,73.34400177,067,KPK0001143923,I,,POINT (211122.32070000097 378310.0313999988)
convergenties_kenmerk.1163,T-aansluiting halfklaverblad,C,N,58.4d,27,'HAGESTEIN'VBW. d,R,58.1780014,027,KPK0001138864,I,,POINT (136007.12530000135 444695.25560000166)
convergenties_kenmerk.1164,T-aansluiting halfklaverblad,I,N,58.6b,27,'HAGESTEIN'VBW. b,R,58.68999863,027,KPK0001138869,I,,POINT (136110.11279999837 445193.2050999999)
convergenties_kenmerk.1165,Haarlemmermeer-aansluiting,I,N,65.2d,28,'NIEUWEGEIN'VBW. d,R,65.05699921,027,KPK0001138890,I,,POINT (136409.08799999952 446540.74599999934)
convergenties_kenmerk.1166,Haarlemmermeer-aansluiting,I,N,66.5b,28,'NIEUWEGEIN'VBW. b,R,66.69400024,027,KPK0001138903,I,,POINT (137090.48090000078 448025.8865999989)
convergenties_kenmerk.1167,T-aansluiting halfklaverblad,I,N,67.9d,29,'HOUTEN'VBW. d,R,67.79299927,027,KPK0001138917,I,,POINT (137604.21559999883 448980.7082000002)
convergenties_kenmerk.1168,T-aansluiting halfklaverblad,I,N,68.2b,29,'HOUTEN'VBW. b,R,68.39499664,027,KPK0001138919,I,,POINT (137856.05200000107 449540.1895000003)
convergenties_kenmerk.1169,Pseudo Overig volledig knooppunt,I,N,64.5g,,'KP.LUNETTEN'AMERSFOORT VBW. g(RW 12),R,77.29299927,027,KPK0001138942,I,,POINT (138607.4989 453342.21079999954)
convergenties_kenmerk.1170,Pseudo Haarlemmermeer-aansluiting,C,J,13.1d,6,'ZOETERMEER-CENTRUM'VBW. d,R,12.91399956,012,KPK0001132067,I,,POINT (91910.1548999995 451566.55790000036)
convergenties_kenmerk.1171,,I,N,0.0#,,BUSBAAN,R,13.87800026,012,KPK0001132079,I,,POINT (92870.82950000092 451425.5329999998)
convergenties_kenmerk.1172,Haarlemmermeer-aansluiting,I,J,15.6d,7,'ZOETERMEER'VBW. d,R,15.38300037,012,KPK0001132087,I,,POINT (94358.47399999946 451186.30050000176)
convergenties_kenmerk.1173,Haarlemmermeer-aansluiting,I,J,16.1b,7,'ZOETERMEER'VBW. b,R,16.47500038,012,KPK0001132113,I,,POINT (95346.77419999987 450726.7547999993)
convergenties_kenmerk.1174,Haarlemmermeer-aansluiting,I,N,18.3d,8,'BLEISWIJK'VBW. d,R,18.03700066,012,KPK0001132133,I,,POINT (96811.98640000075 450185.8623000011)
